global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
779.2149022559586	n/a	n/a	607175.8638977631	1016.7237384059712	n/a	n/a	1033727.1602382136	867.410764898966	n/a	752401.4350626094	n/a	869.3529538947339	586.5416907355267	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.7143745131139	-2.5005277428447243	6.252638992736133	603285.2195752978	996.1884071335196	-20.53533127245157	421.6998304693275	992391.3425072192	866.9229283339229	-0.4878365650431533	751555.3636710639	0.2379845141931028	866.1437518538173	573.817115028159	0.790732	26.377272	0.169754152	0.0981994	-0.0011289302	-0.028445609500000007	0.021362614199999998	-0.0599080161	-0.0752881705	-0.0344930333	0.0269722366	-0.0436179282	0.0644422451	-0.1530890344	-0.0319871704	-0.048626003200000004	0.0243680831	-0.057012056	0.024932559	0.0411157231	-0.1653315828	0.1360683703	0.1360251937	0.0	-0.0448842	-0.0448842	0.0020145914096400003	0.0020145914096400003	-0.047723900000000014	-0.047723900000000014	0.0022775706312100005	0.0022775706312100005	-5.5152e-05	-5.5152e-05	3.041743104e-09	3.041743104e-09	0.00109746	0.00109746	1.2044184516e-06	1.2044184516e-06	-1.0587899999999999e-22	-1.0587899999999999e-22	1.1210362640999998e-44	1.1210362640999998e-44	-0.000444358	-0.000444358	1.97454032164e-07	1.97454032164e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.5161032371167	3.801728724002828	14.453141290908173	609205.3874124534	1024.6198652917617	28.43145815824209	808.3478130038709	1049845.868350508	871.0532855756987	4.130357241775869	758733.8263122197	17.059850944690357	869.3216974494943	578.2581955815223	1.653185	55.147011	1.2911018519999995	0.847757	0.0868698042	0.098731712	0.2115083524	0.113865521	-0.0263163364	0.139942826	0.0765303406	0.11853218480000001	0.0755831414	-0.011493845	0.019717858	0.1506859614	0.0470752567	0.1079613682	0.0846179341	-0.030145871499999997	-0.0096960964	0.1359532429	0.1355649275	0.0	-0.0448566	2.7600000000002626e-05	7.617600000001447e-10	0.00201211456356	0.494121	0.5418449000000001	0.244155562641	0.29359589565601	0.477025	0.47708015200000004	0.227552850625	0.2276054714323431	-0.00400808	-0.00510554	2.6066538691599995e-05	1.60647052864e-05	4.2351599999999996e-22	5.29395e-22	1.7936580225599997e-43	2.80259066025e-43	-0.0007818019999999997	-0.00033744399999999973	1.1386845313599982e-07	6.112143672039996e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.6549511715336	-7.861152065583043	61.79771179822053	596995.6735698851	988.1146258324384	-36.50523945932332	1332.6325079825365	976370.5137839796	865.1519219388592	-5.9013636368395055	748487.848034502	34.826092774211595	862.6327491694623	565.3431739201003	0.893291	29.798416	0.4796776999999999	0.347227	0.0817417206	0.092447605	0.028809988199999997	0.08597337810000001	0.0826110426	0.1079553909	0.0379743906	-0.0686433458	-0.0210245094	-0.0664552559	0.07998026559999999	0.1222183253	0.0157551798	-0.0422893351	-0.0464955446	-0.046256246200000004	-0.0561409317	0.1357230854	0.1346459525	0.0	-0.0730538	-0.028197200000000006	0.0007950820878400003	0.005336857694440001	0.153367	-0.340754	0.023521436689000003	0.116113288516	0.435345	-0.04168	0.189525269025	0.0017372223999999993	-0.00365773	0.0003503499999999997	1.2274512249999981e-07	1.33789887529e-05	0.000547903	0.000547903	3.0019769740900003e-07	3.0019769740900003e-07	-0.000299125	0.0004826769999999997	2.3297708632899972e-07	8.947576562500002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.3267009108542	-0.3282502606793969	0.107748233636092	596488.5329398441	985.8776993349196	-2.236926497518766	5.003840155301575	971954.8380459142	866.6962974078972	1.5443754690379592	751162.4719405582	2.3850955893662165	864.4240263766658	572.0876828691767	0.778153	25.957638	0.499844	0.297662	0.0822873668	0.0998753577	0.0090365614	0.0883039878	0.1119387899	0.1501568006	0.0334376118	-0.0050394598999999995	-0.0005766673	-0.0037999640000000003	0.0463594672	0.15849901630000002	0.014949105	0.0019720411	-0.007308215799999998	0.0325753477	0.0053245475	0.1353780927	0.1332713782	0.0	-0.0663238	0.00673	4.52929e-05	0.00439884644644	0.383047	0.22968	0.14672500420899998	0.05275290239999998	0.565422	0.130077	0.319702038084	0.016920025929	-0.00502614	-0.00136841	1.8725459281e-06	2.52620832996e-05	-0.0007416419999999999	-0.001289545	5.50032856164e-07	1.662926307025e-06	-0.00030831	-9.184999999999987e-06	8.436422499999976e-11	9.50550561e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.4381105222667	-0.888590388587545	0.7895928786901643	595116.758366165	976.0472070341832	-9.830492300736411	96.63857887483783	952668.1503592295	866.7773929141182	0.08109550622100414	751303.0488669956	0.006576481129240922	863.4184382245227	561.1931322144458	0.768131	25.623346	0.4874974	0.29052	0.0835047386	0.1045515922	-0.0437911209	0.0889522983	0.098076145	0.11216798160000001	0.0188427056	-0.0247334243	0.0087515099	-0.08577761019999999	0.0170014861	0.1062339406	-0.0017342101000000002	-0.0334717887	-0.0143364875	0.0257550946	-0.1042479477	0.1349185566	0.1314458558	0.0	-0.07983	-0.013506199999999996	0.0001824174384399999	0.0063728289	0.13902500000000004	-0.24402199999999996	0.01932795062500001	0.059546736483999975	0.452989	-0.11243299999999996	0.205199034121	0.012641179488999987	-0.00388516	0.0011409800000000002	1.3018353604000004e-06	1.50944682256e-05	-0.00021042	0.0005312219999999999	4.42765764e-08	2.82196813284e-07	0.000370212	0.000678522	4.60392104484e-07	1.3705692494399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.2297514289813	1.7916409067146333	3.2099771386132327	597884.2484949243	992.6981941433328	16.650987109149582	277.25537170906557	985449.704655434	864.6965924959982	-2.0808004181200204	747700.1970741905	4.329730380048451	862.645444944129	572.0244135544574	0.824901	27.517084000000004	0.72914245	0.427869	0.08942047560000001	0.10496322970000001	0.0477922242	0.1138289231	0.11225492039999999	0.1639577406	0.0302325008	-0.06809813	-0.0726157695	0.0146428749	0.0729983396	0.1719970066	0.0044975894	-0.030212759	-0.0909664217	0.016226437	0.0329387927	0.1343448659	0.1291755622	0.0	-0.0190348	0.0607952	0.00369605634304	0.00036232361103999986	0.451498	0.3124729999999999	0.203850444004	0.09763937572899993	0.613529	0.16053999999999996	0.376417833841	0.025773091599999992	-0.00698378	-0.0030986200000000003	9.601445904400003e-06	4.87731830884e-05	-0.00083924	-0.00062882	7.043237776e-07	3.954145924e-07	0.0005494569999999999	0.00017924499999999994	3.212877002499999e-08	3.01902994849e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.3642049018104	-2.865546527170977	8.211356899381649	593461.0081939985	975.8417018079443	-16.856492335388452	284.14133385300966	952267.0269874248	866.2202920569348	1.5236995609366204	750337.5943712016	2.32166035199845	863.6302644648877	561.3894265925496	0.8324799999999999	27.769882	0.67681005	0.408389	0.0827800806	0.1057465152	-0.051183078	0.0818550294	0.0784372328	0.11805417050000001	0.011770665900000001	-0.055788651200000004	0.0146496907	-0.0814793413	0.0376852212	0.11191256570000001	-0.0089304877	-0.0463941869	-0.0186989229	0.0203468397	-0.1330534622	0.1336575061	0.12646817929999998	0.0	-0.0330225	-0.013987700000000006	0.00019565575129000016	0.0010904855062500002	0.170939	-0.28055899999999995	0.029220141721000008	0.07871335248099998	0.419571	-0.193958	0.17603982404100002	0.03761970576399999	-0.0042868	0.00269698	7.2737011204e-06	1.8376654240000007e-05	-0.000902094	-6.285399999999999e-05	8.13773584836e-07	3.950625315999999e-09	0.00155573	0.001006273	1.012585350529e-06	2.4202958329e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.93056187897	2.5663569771596717	6.586188134216125	597421.6534865403	983.6129220264522	7.771220218507893	60.39186368454586	967494.3803774156	864.2720471829774	-1.9482448739573783	746966.1715418547	3.795658088901201	862.5020654889244	568.6397710544321	0.674096	22.486523	0.3592185	0.237406	0.08037290820000001	0.1029348117	-0.0045982418	0.1290168985	0.0991144946	0.1397465754	0.0144061392	-0.1054250173	-0.0645341979	-0.0763096016	0.0466866254	0.14032286119999998	-0.0099193613	-0.0587912039	-0.09433456119999999	0.009101655699999999	-0.0797326404	0.1328570586	0.1233328682	0.0	-0.0144225	0.018600000000000002	0.0003459600000000002	0.00020800850625	0.369352	0.198413	0.136420899904	0.039367718569	0.474874	0.055302999999999936	0.22550531587599995	0.003058421808999993	-0.00597605	-0.0016892499999999998	2.8535655624999988e-06	3.57131736025e-05	-0.000927384	-2.528999999999997e-05	8.60041083456e-07	6.395840999999985e-10	0.00157924	2.3510000000000024e-05	5.527201000000011e-10	2.4939989776e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.7986025151641	-2.1319593638058905	4.545250728919617	594130.48563933	984.0214005870256	0.4084785605733714	0.16685473444809346	968298.1168132515	867.2416819171567	2.9696347341792944	752108.1348544988	8.818730454444129	865.1185680494713	562.0094658767987	0.807824	26.947418	0.3998017	0.224201	0.0864363856	0.1063572736	-0.0157398204	0.0826370825	0.066294014	0.1198001323	-0.011134436299999998	-0.0093360266	-0.008911875500000001	-0.047542428	0.016795348	0.1132763506	-0.0287749356	-0.0094485491	0.0029786555	0.0020443463	-0.0678439351	0.1319442009	0.1197802377	0.0	-0.0103216	0.004100899999999999	1.6817380809999994e-05	0.00010653542655999999	0.190638	-0.178714	0.036342847044	0.031938693796000006	0.442786	-0.032088000000000005	0.196059441796	0.0010296397440000004	-0.00429951	0.0016765399999999998	2.8107863715999992e-06	1.8485786240100007e-05	-0.00211433	-0.0011869460000000006	4.470391348900001e-06	1.4088408069160009e-06	0.00241373	0.0008344900000000003	6.963735601000004e-07	5.826092512900001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
