global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
712.63256785736	n/a	507845.17677097477	n/a	1081.663256121204	n/a	n/a	1169995.3996427257	750.1821827657187	n/a	n/a	562773.3073391382	783.490214331928	656.7966961805757	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0
705.0327057188717	-7.59986213848822	497071.11613327323	57.75790452402675	1027.5689374343635	-54.094318686840545	2926.195314193467	1055897.921179987	747.0078340735454	-3.1743486921733397	10.07648961950259	558020.7041672495	774.2078121015328	617.8680786168889	1.968301	35.448299	0.2856143724	0.172533	-0.0249943392	0.0216590488	-0.1099805837	0.11115478820000001	-0.025068916400000002	0.09950999880000001	-0.1108792359	-0.14461938859999998	0.1279205216	-0.3120471453	0.098502351	-0.115855335	0.2688405597	-0.1332489134	0.046818188899999995	-0.0935152103	0.0654651557	-0.0605314469	0.0713083489	-0.2512082857	-0.13062042640000002	0.1259686942	-0.1585650173	0.0257470133	-0.0797202896	0.0740743046	-0.0070955611	0.042988159500000005	-0.09701107710000001	0.0043333597	-0.13013561810000002	0.0020034110999999997	-0.0794835587	0.030641423900000006	-0.0649081074	0.021663915699999998	-0.021970633700000002	0.0329446801	-0.0400206004	0.080208516	-0.1336085503	0.0187646959	-0.08133281070000001	0.0025736681	0.0833125295	-0.0484658184	0.0305922459	0.0873668831	-0.1077521934	0.0638511237	-0.061733308	0.1574738072	0.0474258975	-0.14747151960000002	0.0853287185	-0.0030284963	0.059209957	-0.0926404959	0.0823032964	-0.08829828279999999	0.18796601920000008	-0.12002651810000001	0.2789015856	-0.091039084	0.11095165550000001	-0.2622072742	0.0098951368	-0.0709038824	0.0173088091	-0.0189615155	0.0234392296	-0.1627867787	0.0324128111	-0.121807722	-0.0387266345	0.0771603867	-0.1201068704	0.0392739718	-0.0049107967	0.0238809871	-0.0706826508	0.20278370350000002	-0.0140708469	0.031830155	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	6.287239999999999e-05	6.287239999999999e-05	3.952938681759999e-09	3.952938681759999e-09	0.06683120000000001	0.06683120000000001	0.004466409293440001	0.004466409293440001	0.146479	0.146479	0.021456097440999997	0.021456097440999997	-0.00041201	-0.00041201	1.697522401e-07	1.697522401e-07	-0.000469501	-0.000469501	2.2043118900100002e-07	2.2043118900100002e-07	0.000563315	0.000563315	3.17323789225e-07	3.17323789225e-07	1.0	0.0	0.0	0.0	0.0
703.5309777154547	-1.5017280034170426	494955.8366052637	2.255186996246937	1014.0854972780674	-13.483440156296187	181.80315844842045	1028369.3957897051	746.608759825799	-0.3990742477463982	0.1592602552143536	557424.6402486176	771.787887065845	598.6039716711167	1.323367	23.833298000000006	0.2190371276	0.12441700000000006	-0.0746306314	0.032351960299999996	-0.0106804497	0.0802738199	0.0228615918	-0.044032459100000004	0.1466868109	-0.07033522610000001	0.28025011699999997	-0.1345420219	0.0352927337	-0.033329878	0.24377618480000002	-0.039731690699999996	0.1948469991	-0.09333753939999999	-0.0642819044	-0.1375240889	0.0108642602	-0.2498799629	-0.0449168896	-0.0455249811	-0.0753036036	0.1273008091	-0.11193980960000001	-0.033639437700000004	0.06328171980000001	-0.0027768590000000004	0.0649239125	-0.0019424553	0.0439298978	0.1375825795	0.1039745077	-0.033569959100000005	0.0655011711	-0.0298023927	-0.014943953999999999	-0.0450724624	-0.018401787	-0.0442688588	0.11531290109999999	0.0751569463	-0.1840917304	-0.2983633584	0.0812315488	-0.0139479978	0.1596350556	0.0140739626	0.16546984539999998	-0.020572791899999998	0.0448613696	-0.0011274902	0.0202470174	-0.0624441138	0.21538993210000001	-0.0855850411	-0.062226819	-0.1648277025	0.0937122182	-0.1600685446	0.11856760429999999	0.0074420996	0.0496936729	-0.13321045410000001	0.04672653349999999	-0.1892500099	-0.0328424421	0.06709840660000001	0.1331886144	-0.1762004972	-0.2013822057	-0.0084493156	0.19015781	0.1180043745	0.0154447083	-0.0017239364	-0.1236183924	0.0629725949	-0.0417430056	-0.2452880902	0.1165870814	-0.0579372058	-0.0239290381	-0.20401858260000005	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0189578	0.0188949276	0.0003570182890092417	0.00035939818083999996	0.15526199999999998	0.08843079999999998	0.024106288644	0.007820006388639996	0.214332	0.06785300000000002	0.045938206224000015	0.004604029609000003	-0.0011007	-0.00068869	4.742939161000001e-07	1.21154049e-06	-0.000283583	0.000185918	3.456550272399998e-08	8.0419317889e-08	0.000565875	2.5599999999999755e-06	3.20214515625e-07	6.553599999999875e-12	0.0	0.0	0.0	0.0	0.0
701.6045471713696	-1.9264305440850649	492248.94061154255	3.7111346411838793	1000.9853669896567	-13.100130288410694	171.6134135733353	1001971.7049274177	745.9883725823306	-0.6203872434683717	0.3848803318582848	556498.6520280341	770.4196646312033	597.1520905761342	1.329376	23.941519	0.23430089	0.169303	-0.0759376455	-0.05926181	0.0591670618	0.1170874592	0.049782235999999994	-0.0034891875	-0.0679026693	-0.1000654601	0.06495266429999999	0.0081275242	-0.0065821975	0.1491247132	0.0198782702	-0.018289676100000003	0.0519331825	-0.1815946956	0.06686337860000001	0.1578098547	0.0252911787	-0.22289716199999998	0.09323428460000001	0.10787284859999999	0.0334123692	0.0844208524	0.117841776	-0.0469365969	0.1340944408	0.0453063624	-0.0527616474	0.082283172	-0.032492634900000004	0.1127331984	0.010996395400000001	0.1260284985	-0.15550926980000002	0.0517071139	-0.0315335784	0.0368198036	0.0782474662	0.029734245899999998	-0.0906473711	0.09621626300000001	-0.0283960171	0.1512182111	0.0359479901	0.02165398	-0.0437462997	0.0553199147	0.024756865299999996	-0.0411230624	0.023659262599999998	0.10079490740000001	0.0477375851	-0.0887378558	0.013209972700000001	-0.18931212190000002	-0.044536623399999996	0.0957156869	0.0669151984	-0.041521743300000004	0.0089179185	-0.09411230849999999	0.095560312	-0.1074870698	0.1095568231	-0.13316206	-0.10145580369999999	0.0317705948	-0.17290272350000002	0.0319730351	0.2446945044	0.0307637366	-0.0192530061	0.2576445578	0.0157416404	0.1603227466	0.0705341942	0.04857821650000002	0.0343258956	0.0837917025	-0.0828963474	0.1229869056	0.0600996654	0.0409776975	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0172203	-0.0017374999999999995	3.018906249999998e-06	0.0002965387320900001	-0.00551754	-0.16077953999999994	3.0443247651599995e-05	0.02585006048261159	0.168931	-0.045401000000000025	0.028537682760999997	0.002061250801000002	-0.000838167	0.000262533	6.892357608900001e-08	7.02523919889e-07	-0.000529162	-0.000245579	6.0309045241e-08	2.80012422244e-07	0.00058542	1.9545000000000044e-05	3.4271657640000004e-07	3.8200702500000175e-10	0.0	0.0	0.0	0.0	0.0
699.0117144963685	-2.5928326750010906	488617.37700315256	6.7227812805533125	998.3725750464754	-2.6127919431812643	6.826681738352928	996747.7986049302	744.6926252741868	-1.2957473081438593	1.6789610865620574	554567.1061377603	767.9296709355914	593.0108537650423	1.3331309999999998	24.009144	0.20991289	0.13913	-0.12475081140000001	0.0595784545	-0.0658192433	0.0289431436	-0.0473455826	-0.09936629890000001	0.0863763175	0.0519595236	0.1263036318	-0.056007558799999996	-0.1015948905	-0.09320880289999996	-0.0449331696	0.0994490365	0.2298726833	-0.17734945079999995	0.003076783	-0.0899578622	-0.0187056015	-0.1547271357	-0.0234647046	0.120748654	0.011060735300000001	0.0521151913	-0.08903830509999999	0.0773559523	-0.0445262598	-0.0756776017	0.0807914824	-0.072310135	0.019842641799999998	0.0417459913	-0.0282857976	-0.0556807326	-0.0029124532000000002	-0.0570967004	-0.0925543824	-0.0815481138	-0.0089220187	-0.0590320567	-0.10084396539999999	-0.0121135745	0.0693335719	0.122443611	0.0214003865	-0.055410689000000006	0.14652160150000001	-0.1106782726	0.0335659323	-0.0697859967	0.0688999515	-0.0865730497	-0.0222301474	0.0423945709	0.21798661600000002	-0.0708764174	-0.0968125299	-0.0889918026	-0.0297806469	0.0519159883	-0.049001473499999997	-0.0095356712	0.0334622024	-0.1933233647	0.0316072802	-0.15439771	-0.0356429879	-0.0427216997	0.0838081833	0.0144574775	0.0201492599	0.1464215466	-0.034281415	0.0084350019	-0.0631515383	-0.08323639669999999	0.1285098888	0.0365457305	0.0426667432	-0.1723270151	-0.0434600935	-0.1503891985	0.0796198289	0.0004702564	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0344824	0.017262100000000002	0.00029798009641000014	0.0011890359097600002	0.12620599999999998	0.13172353999999994	0.015927954435999998	0.017351090990131594	0.196296	0.027364999999999997	0.038532119616	0.000748843225	-0.00127075	-0.000432583	1.8712805188899997e-07	1.6148055625e-06	-0.000514838	1.432400000000002e-05	2.051769760000006e-10	2.65058166244e-07	0.000361082	-0.00022433800000000006	1.3038021072399998e-07	5.032753824400002e-08	0.0	0.0	0.0	0.0	0.0
702.0342200909507	3.022505594582185	492852.04617870937	9.135540069280609	998.6516285583225	0.2790535118471098	0.07787086247420505	997305.0752221899	746.4270651736366	1.734439899449853	3.008281764803617	557153.3636237284	770.0405296779285	584.1042116472596	1.620288	29.180716	0.37489003	0.200639	-0.10422034990000001	-0.0597923979	0.1832785488	-0.1865418461	-0.005065877	-0.0766743463	-0.0770643972	0.1000331701	-0.0705586788	0.0414888906	-0.12124126369999999	0.17995129989999994	0.0704920158	0.0463768778	-0.0363794416	-0.057889628600000013	0.0884774751	0.18977575030000002	-0.035718521499999996	-0.205462929	0.1158232633	-0.0615652261	0.0084580024	0.1145943552	-0.1820624753	-0.0175049199	-0.0830622643	0.0307541248	-0.029701537799999997	-0.0155250187	-0.0663457146	-0.17998233440000005	-0.150340441	0.015500081200000003	0.0019718224	0.06304855599999999	-5.7033699999999996e-05	-0.0748674937	0.0018573204000000001	-0.046293182	-0.023228875299999997	-0.0827247982	0.1095770869	-0.10614749359999999	0.0030980915999999996	0.0449605254	0.0021210542000000003	0.015892616000000002	-0.0755027679	-0.01387622	-0.0076560204000000005	0.0293398509	-0.1719139852	0.0819072772	-0.10569489039999999	-0.0979215654	-0.0769306254	0.21223481530000002	0.06788000799999999	-0.058826110999999986	0.0862705116	-0.0730271293	0.0185560615	-0.1037204819	0.2574207244	-0.1160457398	-0.0813978008	-0.0086430889	0.1528755475	0.11170486119999999	0.078923601	-0.022375071899999998	0.0022788934	-0.0875955174	-0.0868417785	-0.0629470748	0.0916046203	-0.1513143878	0.008633093199999999	0.1479561373	0.101486701	-0.0827395431	-0.1253144454	0.0564571838	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0383394	0.0038569999999999993	1.4876448999999994e-05	0.0014699095923600002	0.016034	-0.110172	0.000257089156	0.012137869583999998	0.0621275	-0.1341685	0.0038598262562499993	0.018001186392250002	-4.79874e-05	0.0012227626	1.4951483759587601e-06	2.30279055876e-09	-0.00122405	-0.000709212	5.02981660944e-07	1.4982984025e-06	0.000962958	0.000601876	9.27288109764e-07	3.62254719376e-07	0.0	1.0	0.0	0.0	0.0
705.2224376947263	3.18821760377557	497338.6866280922	10.164731489024435	1003.2539656569356	4.602337098613134	21.18150676927076	1006518.5196063678	747.8551263755827	1.4280612019460932	2.0393587965037203	559287.2900462388	772.1108110242727	613.6271865234563	1.982603	35.705868	0.51008257	0.273054	0.0840998791	0.1545189643	-0.020728260800000002	-0.0756902483	0.0008569457	-0.0706307393	-0.1609825341	0.1548515415	-0.1409039653	-0.10781431470000001	0.1083594898	0.0785423413	-0.0579044357	0.0981061443	-0.20621484969999998	0.2175741557	0.0424597337	-0.0570010982	-0.017351633	0.17712505550000002	0.0800258583	-0.044797567999999996	0.0357975757	-0.14944332789999998	0.1305913877	0.0558423058	0.0330331818	-0.1443308391	0.0317342179	0.0549468838	-0.14409514	-0.020908331000000002	0.0746299126	0.0442430929	-0.0967781995	0.0659959263	0.0015676063000000001	-0.1126246191	0.024008218900000003	0.0657734917	0.0110716255	0.1348424061	-0.050951508099999994	-0.06300491030000001	0.1663210175	-0.1406644286	-0.0014852126	0.0214243014	-0.0515400185	-0.16828045649999998	0.045205618200000006	0.07064516480000001	-0.061316534699999994	0.1330286523	-0.1030743025	0.1796693946	0.2640395076	0.0869421735	0.0062895076	-0.0394908419	-0.0310893733	-0.0611038649	-0.0196050716	0.14927290099999999	0.09176632779999999	0.22445390710000002	0.0431882175	-0.37488489469999997	-0.0121688744	-0.0750534283	-0.003598101	-0.1302106083	-0.0048600978	0.1819367563	-0.0269699875	-0.0701023189	-0.010468213399999999	0.2234212253	-0.0042612242	-0.046274413099999995	0.1059219966	0.0283672938	-0.0704074126	-0.0493694035	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.230379	0.1920396	0.03687920796816	0.053074483641	0.0341335	0.0180995	0.0011650958222499993	0.00032759190024999983	0.012368100000000005	-0.04975939999999999	0.00015296989761000011	0.002475997888359999	0.000600652	0.0006486394	4.2073307123236e-07	3.60782825104e-07	-0.00335022	-0.00212617	4.5205988689000006e-06	1.12239740484e-05	0.00319183	0.002228872	1.01877787489e-05	4.967870392384001e-06	0.0	0.0	1.0	0.0	0.0
704.2562950624309	-0.9661426322953729	495976.9291350618	0.9334315859386324	1002.5472483172553	-0.706717339680381	0.499449398204915	1005100.9851085001	747.9851655319555	0.13003915637284535	0.016910182190161327	559481.8078558671	770.8608496343179	613.6275764546897	1.475456	26.572357	0.17677925000000005	0.0773241	0.09469692099999999	-0.0276990812	0.0491583961	-0.1680869058	0.053962858499999995	0.1222067884	0.018032354	0.020396773400000002	-0.16477133	0.010258068	0.0344369163	-0.006609566999999999	0.11618420230000001	0.028594892400000002	-0.0707279432	0.2269944963	0.0125376674	0.1255396003	0.08711536630000001	0.013121288200000001	-0.0049826886	-0.0268195308	0.0458838881	-0.1626121689	0.10860975	0.0560495212	0.0375295033	0.054984781600000004	0.0040580518	0.060548184299999995	0.0283419628	0.069650031	0.1633513415	0.09193601009999999	0.1193487576	-0.0791008703	-0.09390868449999999	-0.0462206358	0.0184786026	-0.1361642593	-0.0386440068	-0.059019063	0.1155504169	-0.07852526160000001	-0.07006721070000001	0.029334965299999998	0.088937666	0.1188798397	0.006846019	-0.076201511	0.029364839	-0.0808594948	0.073963339	0.0379899751	-0.0836759945	0.1358536102	-0.0319596069	0.1208164005	0.0776667283	-0.1289704314	0.0581540708	-0.020717687	0.061443840199999995	0.21629934059999997	-0.1368012632	0.08996464189999999	0.0711936941	0.0100762536	-0.1258794571	-0.168463074	-0.052692958899999996	0.074306176	-0.046992384000000005	0.057794682300000004	-0.0444835464	-0.0438539492	0.031570343199999996	-0.0932486035	0.07658347929999999	-0.0375390296	0.044925554699999995	-0.0377595194	-0.034974995	0.0978700651	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.196649	-0.03373000000000001	0.0011377129000000009	0.038670829201000005	0.0675671	0.033433600000000015	0.004565313002410001	0.0011178056089600006	0.0417881	0.029419999999999988	0.0017462453016099993	0.0008655363999999992	0.000616955	1.6302999999999956e-05	2.6578780899999854e-10	3.80633472025e-07	-0.00279156	0.0005586600000000003	3.1210099560000035e-07	7.7928072336e-06	0.00422078	0.0010289500000000005	1.7814983808400006e-05	1.0587381025000004e-06	0.0	0.0	0.0	0.0	0.0
705.8088175057705	1.5525224433396259	498166.08686889405	2.4103259370732424	1002.7189357858343	0.1716874685790799	0.02947658686709255	1005445.264183476	748.1683292853743	0.18316375341873936	0.033548960566440765	559755.8489456682	770.3739477904924	621.5548227233322	1.37867	24.829275	0.187598755	0.0847257	0.11140016	0.110882291	0.09122181630000001	0.0100639558	-0.016687705	0.034437047	-0.007301448	0.1316948389	-0.0293805756	0.05898633070000001	0.153738174	-0.0337712218	0.0742563793	-0.0172425423	-0.0921265275	0.1209580616	-0.1187268318	-0.038941681400000004	-0.0024676227	0.003093256	-0.0613736423	-0.053430878	-0.0237324492	0.0646267744	0.0843406157	-0.0411248975	-0.1142621626	0.056205703899999994	0.0471448088	0.161045741	0.0802207076	0.002037975	0.035488070499999996	0.1103513137	0.0405282753	0.0368707318	-0.0099852308	0.0720564561	0.015497694099999999	-0.0094713737	0.030459968599999998	-0.0154842754	-0.1116953525	0.051975516799999996	0.044422856399999995	-0.1110263722	-0.0872783395	-0.1063451317	0.0823064652	-0.1783457429	-0.15847219199999998	-0.11954582429999999	0.0936403765	0.1129248995	-0.130137065	0.0219393034	0.0392787371	-0.1124400887	-0.0097552825	-0.0896034775	-0.0076183915	0.0610470734	0.054089261900000005	-0.0021337135	-0.0392689694	0.1140712186	-0.040812293900000005	-0.064015137	-0.0678047112	-0.1103203844	-0.0680013213	0.1452593973	0.0525072926	-0.0587876762	0.0200427871	-0.038532847599999996	-0.1545560848	-0.0667794359	0.0108557046	0.0243556015	-0.1218104485	0.0363736133	0.1511205599	0.017437438700000002	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.158306	-0.03834299999999999	0.001470185648999999	0.025060789636	0.0368459	-0.030721200000000008	0.00135762034681	0.0009437921294400002	0.0856331	0.043845000000000016	0.0073330278156099995	0.0019223840250000008	-3.17961e-05	-0.0006487511	4.2087798975121e-07	1.0109919752100001e-09	-0.00225952	0.0005320399999999997	2.830665615999997e-07	5.1054306304e-06	0.00390778	-0.00031300000000000083	1.5270744528399993e-05	9.796900000000046e-08	0.0	0.0	0.0	0.0	0.0
704.3687603401984	-1.4400571655721706	496135.3505431878	2.073764640115754	1002.3503560153481	-0.3685797704862353	0.13585104721168584	1004706.2362040952	746.4088198838394	-1.7595094015348425	3.0958733340894984	557126.126400386	769.2766628891734	617.3180527600803	1.1388	20.509317000000006	0.192534995	0.107376	0.0805340541	-0.04321132849999999	-0.010551897900000001	0.0116498644	-0.0626078376	0.0332395714	0.1483030108	-0.0690429132	-0.0425536068	-0.0267241709	0.0732215601	-0.0649556083	0.0076256865	0.0461411047	-0.006600322099999999	0.0768773071	0.0304559029	-0.0773869496	-0.0796276135	0.0475208128	-0.0174074672	-0.0956276136	0.0783676819	0.1396318526	-0.0284802858	-0.08281573	0.0190416384	-0.0656474851	-0.0575172029	0.0262382384	0.0125713763	-0.0101358903	0.011256506699999998	0.019993296100000002	-0.0393348392	-0.1508161446	-0.0480269135	0.0998185225	0.07943822519999999	0.0910230093	0.0686520347	0.0537271175	-0.0584204841	-0.1575082458	-0.05683792190000001	0.1140717503	0.0075551701	0.101010708	0.050966273	0.0732276854	0.036840272	0.0852314725	0.0037155728999999998	-0.0117930595	0.0173287404	0.064023153	0.007681374499999998	0.004574142	-0.0166394202	0.0070386608999999985	0.0329456887	0.2099911407	-0.1087852062	-0.057689157699999986	-0.1018214592	0.027662253900000003	-0.0736828675	0.0371268858	-0.0177560802	-0.1426715067	0.0391774767	-0.0338225094	0.0435875134	0.0203678788	-0.0760110138	0.0735933355	-0.05721390620000001	-0.13753947019999999	-0.012663731299999998	0.0998203444	0.1216510111	0.0394398813	-0.1059551672	-0.12221521869999999	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.14946799999999996	-0.00883800000000004	7.81102440000007e-05	0.02234068302399999	0.13106099999999998	0.09421509999999997	0.017176985720999998	0.008876485068009997	0.107526	0.021892899999999996	0.011561840676	0.0004792990704099997	-0.000462406	-0.00043060989999999996	1.8542488597801e-07	2.13819308836e-07	-0.00200743	0.00025208999999999995	6.354936809999998e-08	4.0297752049000015e-06	0.0032387	-0.0006690799999999994	1.048917769e-05	4.4766804639999923e-07	0.0	0.0	0.0	0.0	0.0
