global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
750.5103209039756	n/a	n/a	563265.7417833885	1174.7980919395884	n/a	1380150.5568248976	n/a	735.1403836399202	n/a	540431.3836582489	n/a	764.4861519147541	718.1672927775804	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	-0.00233045	n/a	5.4309972025e-06	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.8154678938647	-5.694853010110933	32.43135080676955	554750.0812139566	1147.3370267475646	-27.46106519202385	1316382.2529459416	754.1101014805839	735.7553741885142	0.6149905485940508	541335.9706472806	0.3782133748600116	763.9861980770245	706.7916554969901	1.60125	33.899414	0.12987320000000002	0.0688549	-0.0167156549	-0.0257271048	-0.0245098038	0.0723645928	-0.1726788773	-0.065146932	-0.1862819266	0.1770369901	-0.1874833263	0.11157553630000001	-0.0328028186	0.12312412210000001	0.07691450700000001	-0.12834397109999998	0.16958154260000002	-0.0593150996	0.18513297539999998	-0.0688592987	0.1293801414	-0.033093725299999995	0.1777757109	-0.0186549594	0.0500481849	-0.023307461499999998	0.0305068008	-0.1969744705	0.0365564496	-0.0361384025	0.1115465508	-0.16934065980000002	0.10189428689999999	-0.1338849676	0.0460975317	-0.0687640489	0.06918428530000001	-0.0921233216	0.059595103899999995	-0.07672440280000001	0.0922708559	-0.14749449779999999	0.0240055525	-0.082410418	0.0618717104	-0.2688413645	-0.020823199299999998	-0.06813353400000001	-0.0938934398	0.0022029717	-0.1767579393	0.1590629049	-0.16862646190000002	0.1979626885	-0.047792039	0.1097501966	-0.0841794003	0.061395885199999986	-0.0294744795	0.0843135817	-0.0904753337	0.0295839183	-0.25582927850000003	0.0243170556	-0.09078640140000001	0.21064165710000002	-0.10500759109999999	0.06364650919999999	0.1516631702	-0.08682486910000001	0.1240695601	-0.07412041009999999	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0161657	-0.0161657	0.00026132985649000005	0.00026132985649000005	-0.0128334	-0.01050295	0.00016469615556	0.0001103119587025	0.014333000000000004	0.014333000000000004	0.00020543488900000005	0.00020543488900000005	0.00108036	0.00108036	1.1671777296e-06	1.1671777296e-06	0.0006970710000000001	0.0006970710000000001	4.859079790410001e-07	4.859079790410001e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
740.9962984662602	-3.8191694276044927	14.58605511674883	549075.514340699	1137.305203666124	-10.031823081440509	1293463.1262860438	100.6374743373225	735.966699129258	0.21132494074379335	541646.9822272158	0.04465823058036778	763.3655966617598	692.0666803188184	1.3626680000000002	28.84849	0.1818543	0.106879	0.0065662678	-0.0155185443	0.0766157895	0.0756517862	-0.1088951535	0.0067022254	0.061214733099999995	0.0319032443	-0.046254490599999996	0.1090240221	0.0510023455	0.059533477	-0.13528513550000001	-0.0580327069	0.0468537403	0.0620411207	0.1128947663	0.0831276653	0.13815446380000002	0.0836328529	-0.0744549211	0.0217720621	0.07854539070000001	-0.0521944992	-0.10973831619999999	-0.0194543662	-0.0818881909	0.1046890286	-0.0586805628	-0.0833823643	0.0045583302	-0.15227591199999999	0.0485780129	0.0537335989	-0.1580881001	0.10416144990000001	-0.0221440646	0.0228012363	0.0371777888	0.0773646866	0.013328627	0.0184926125	-0.0350503311	0.0942972499	0.0527852605	-0.0482770691	0.09380399240000001	-0.1132685915	-0.0561167238	0.0277280337	-0.000104948	-0.06283026950000001	-0.1455766457	0.11226647	-0.0487205441	-0.0431490988	0.1076006569	-0.030923441	-0.1059321103	0.0279598275	-0.0363703392	0.0733841284	-0.0151192535	0.0780179068	0.060978169299999996	0.1361243768	-0.0748103401	-0.1178588053	0.0354067859	-0.0527388732	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0195031	-0.003337399999999997	0.00038037090961	1.1138238759999983e-05	-0.08820449999999999	-0.0753711	0.0077800338202499986	0.005680802715209999	0.022721900000000003	0.008388900000000001	0.0005162847396100002	7.037364321000003e-05	-0.000117707	-0.001198067	1.3854937849000001e-08	1.4353645364890003e-06	-0.0	-0.0006970710000000001	0.0	4.859079790410001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.0941217120151	-1.902176754245147	3.6182764043906026	546260.120749255	1127.5414509423904	-9.76375272373366	1271349.7235932709	95.33086725021644	734.7061978600988	-1.2605012691592492	539793.1971740426	1.5888634495520781	761.4997698654074	694.596280242415	1.074033	22.737907	0.16905979999999998	0.11732	0.0040372911	-0.05048861599999999	0.09882116519999999	0.0313474501	-0.0253826641	0.0229563878	0.1113278951	0.0354199894	0.0282995432	0.0787885709	-0.0224165916	0.0069058939000000005	-0.0406802267	0.0358430215	0.1138188168	-0.0559116692	0.0367844382	-0.017952391499999998	0.010555335400000001	-0.028431147400000002	0.0366761441	-0.0657270893	0.078332535	0.1006496256	0.0141121468	0.0661297456	0.1181996881	-0.0085115321	-0.055657367400000005	0.0612403931	0.0130259621	-0.1508908218	0.0374517834	-0.0067658371999999994	-0.0357643584	0.0770365233	-0.0477971958	-0.05524161	0.0019890055	-0.0663207701	0.0948292082	-0.09497414539999999	-0.1128579601	0.014920416499999999	-0.0196146939	0.0149946401	-0.0370648625	0.0583405656	-0.0715593489	0.0942081033	-0.033619499500000004	-0.0823627599	-0.020965821699999998	0.042357987699999995	-0.1409489894	-0.1161122828	0.0410822277	0.0424743999	0.0371786739	-0.0048420992	0.0298726065	-0.09747313279999999	0.0389002888	0.027237660099999998	0.0953524511	0.0766844206	3.92952e-05	0.1257858788	0.0550140555	-0.009109484499999999	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0165697	0.0029333999999999988	0.00027455495808999996	8.604835559999995e-06	0.0246811	0.1128856	0.0006091566972099997	0.012743158687359998	0.0507506	0.0280287	0.00257562340036	0.0007856080236899999	-0.00033133800000000003	-0.00021363100000000004	1.0978487024400003e-07	4.563820416100002e-08	-0.000290611	-0.000290611	8.445475332099997e-08	8.445475332099997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.7771286659707	-2.316993046044331	5.368456775417788	542840.5373252725	1130.4908084846204	2.9493575422300182	1278009.4680682106	8.698709911909093	734.4127137064163	-0.2934841536824706	539362.0340536226	0.08613294846271602	762.9082413450499	692.5501426963243	0.927386	19.633318	0.09056345	0.0455288	0.013702648400000001	-0.0692081743	0.062027725199999995	-0.0290914239	-0.0040943593	0.0744171246	-0.0050564306	0.0407096571	4.11261e-05	-0.112809304	0.0820981827	-0.1536539192	-0.0328863537	-0.0440435701	0.0424747929	-0.0200365548	0.1104805858	0.0342106287	-0.028752295	0.0019205828	-0.0181461353	-0.0775352499	0.2251814372	0.1759107536	0.0121814897	-0.0060081836	0.0019944757999999997	-0.059993249900000004	0.0680161188	-0.0674826291	-0.1062160458	-0.08393670560000001	-0.10638278699999999	-0.0387741372	0.0766858985	-0.0867369073	-0.0152257366	0.052293606799999996	0.0092211769	-0.1440027051	-0.0820991565	0.0389029022	-0.0980496441	0.1195638682	0.0926400621	0.12807743259999999	-0.0166895437	-0.0505240313	0.032666315099999996	0.0464474532	-0.0159052705	0.0357987902	-0.06910037349999999	-0.0378601346	-0.1233859386	-0.22549101800000002	-0.0498552533	-0.0166523417	0.043264529100000004	-0.0305500795	-0.0804144417	-0.0069583604	0.1441247674	0.0515303625	0.09215617710000001	0.0796030795	0.1291729466	0.0415190085	-0.040752107	-0.06480775009999999	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0164846	8.510000000000115e-05	0.00027174203716	7.2420100000001955e-09	0.008111	-0.016570099999999997	6.578832099999999e-05	0.0002745682140099999	0.0759586	0.025208	0.005769708913960001	0.0006354432640000001	0.000347192	0.00067853	1.2054228486399994e-07	4.604029609e-07	-0.000439588	-0.00014897700000000006	1.9323760974400003e-07	2.2194146529000018e-08	0.000146498	0.000146498	2.1461664004000007e-08	2.1461664004000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.8890043150557	-2.888124350915064	8.341262266348558	538593.0706545438	1115.340164414545	-15.150644070075488	1243983.682356264	229.54201573811352	732.9573738394081	-1.455339867008206	537226.5118655618	2.1180141285034635	760.4473664582022	676.7697306005392	1.048906	22.205954	0.07594328	0.0437392	0.056549659599999996	0.025318874300000002	0.0632488882	-0.0931956121	0.11528478130000001	0.0507931352	-0.09352522070000001	0.0314526678	0.07200658780000001	-0.0468204743	-0.03481588	-0.1632359481	0.0776992431	0.0107191357	0.0178721605	-0.08405011679999999	0.08950533109999999	-0.1804818163	0.0881957123	0.0185068922	0.057066987199999995	-0.1418499904	0.0956489175	-0.0585109216	0.0185279091	0.0111416838	0.046053741100000004	0.0858513893	0.0065880649	0.018091765	-0.1880162705	-0.0888108781	-0.0336579932	0.1532399188	-0.0504412004	0.0774861584	-0.003373208	0.08929039119999999	0.0038827653000000004	0.0489464855	-0.044892743799999996	0.09840508869999999	-0.0523598178	-0.0245494885	-0.0117873504	0.1457478679	-0.10845375759999999	0.0268282131	-0.0075209132999999985	0.005290975799999999	-0.1401369353	-0.0175857124	0.024021879	-0.0252701358	-0.0621376358	-0.1022237931	-0.0304669635	0.15992918220000002	0.024557793799999998	0.1540009323	-0.1548433083	-0.0394837173	-0.0333508884	0.0146360747	0.0347189327	0.1058037632	-0.044879307	0.07142328740000001	0.0288070848	-0.12444559349999999	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00606382	0.01042078	3.67699129924e-05	0.00010859265580839994	0.029649900000000007	0.021538900000000003	0.0008791165700100003	0.0004639242132100002	0.111754	0.035795399999999984	0.012488956516	0.0012813106611599993	0.000357613	1.042100000000004e-05	1.2788705776900002e-07	1.0859724100000085e-10	-0.000495082	-5.5493999999999954e-05	2.4510618672399997e-07	3.0795840359999953e-09	0.000244347	9.784899999999999e-05	5.9705456409e-08	9.574426801e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.695935351207	-1.1930689638486456	1.423413552498881	536843.3336801801	1112.427768677804	-2.9123957367410185	1237495.5405254776	8.482048927387261	732.9450658533902	-0.012307986017844995	537208.4695588306	0.00015148651981546792	758.8931571036577	662.977075688278	1.049764	22.224127	0.10314331999999997	0.0476729	0.1149186291	0.0898208889	0.0210103315	-0.1577631195	0.1423205819	0.07341226740000001	-0.1343381939	-0.0529286062	-0.0572606971	0.1002331501	-0.0667209628	-0.0985797251	0.0587638387	-0.0400796911	-0.0172219916	-0.0412332884	0.1344955637	-0.0079100434	0.0352746694	-0.061272739000000014	0.074614583	0.0633819685	-0.0735849634	-0.0475477954	0.1298977476	0.0188230931	0.08464831	0.0412803746	0.0056302183	0.0405627117	0.053892439800000004	-0.07701280860000001	-0.0444479479	-0.1160233667	-0.0350376518	0.021131077999999998	0.0744375359	0.0967555872	-0.12213742960000001	0.018834211599999998	0.0830811387	0.018888119199999998	-0.0363932922	0.0570020005	-0.057723957	0.0910099573	-0.0372056693	0.0196633867	0.0499706403	-0.0199451101	-0.1172811635	0.1676410955	0.0173841982	0.0916140785	0.0907854718	0.109321931	-0.019168488100000002	0.1597753636	0.0907690586	-0.0679901728	0.018200894199999998	0.0722962747	0.08509161529999999	0.0306797888	0.0422910821	-0.0298511124	0.03463837	-0.0347742289	0.0792231767	0.06688688940000001	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.016815	0.02287882	0.000282744225	0.0005234404045924001	0.045831300000000005	0.016181400000000002	0.0021005080596900004	0.00026183770596000005	0.137204	0.02545	0.018824937616	0.0006477025000000001	0.0007966819999999999	0.000439069	6.347022091239999e-07	1.9278158676099996e-07	-0.000499517	-4.435000000000008e-06	2.4951723328899996e-07	1.9669225000000068e-11	0.000573505	0.000329158	3.28907985025e-07	1.0834498896399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.6973234099249	2.001388058717908	4.005554161578634	539780.1570257079	1115.1246187277966	2.6968500499926904	1243502.9152928137	7.273000192145576	732.0754226199153	-0.8696432334749034	535934.4244041275	0.7562793535286852	757.8482489525287	658.170523922233	1.045882	22.141932	0.07933629999999997	0.0420198	0.130147188	0.1597672209	-0.0824448032	-0.029720349500000007	0.13387059769999998	-0.0985457234	-0.0948112799	0.0471540738	0.0019260399	-0.054910267400000004	-0.1323840858	-0.0160040254	0.0094636861	-0.0938303093	-0.1321999978	0.0221919392	0.23696707600000005	0.014436372900000001	-0.0974005898	-0.0446395303	-0.0574054312	-0.0030307868	0.0014137092	0.1116048906	-0.0260030529	-0.056323097999999995	0.0031388717	0.0322707766	-0.1748057186	0.0352741031	0.052238409900000005	0.034687991099999996	0.0654872864	-0.11028009550000001	0.0522713639	-0.0912381942	-0.06402681959999999	0.0677138698	-0.048524533499999994	0.0022471286	-0.037256331600000005	-0.0140429161	0.0581047802	-0.005071388	-0.10842256230000001	0.0042419204	0.0322645722	-0.11745355539999999	0.088383611	-0.0869766049	-0.0867563176	0.20261794589999998	-0.0734049976	-0.0712080226	-0.039702254900000004	-0.1305766762	-0.0003661714	-0.090345226	-0.0317678185	-0.1404869456	0.1706054227	-0.0033227572999999996	-0.0388196225	0.0511604842	-0.06372561610000001	0.0199516562	-0.079031767	-0.0125056298	0.011352686200000002	0.057498660099999994	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0275005	0.0106855	0.00075627750025	0.00011417991025	0.012009	-0.033822300000000007	0.00014421608100000002	0.0011439479772900006	0.13711000000000004	-9.399999999995523e-05	0.018799152100000008	8.835999999991583e-09	0.00124178	0.0004450980000000001	1.5420175684e-06	1.9811222960400011e-07	-0.000615931	-0.000116414	3.79370996761e-07	1.3552219396000004e-08	0.000440327	-0.00013317800000000002	1.93887866929e-07	1.7736379684000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.8768576822438	4.179534272318847	17.468506733487832	545939.0108183867	1127.5519558765825	12.427337148785911	1271373.413201107	154.4387086095943	733.2608951329797	1.1854725130643828	537671.5403312186	1.4053450792311832	758.8863563886853	681.5091331793983	1.147132	24.285467	0.08160894	0.0556485	0.0491605649	0.1677502385	-0.1127398356	0.042983667999999996	0.0346549311	-0.1974846962	-0.0422643701	-0.000159328	-0.0405540739	-0.134889498	-0.1088257476	0.0774127867	0.0294403948	-0.047756575700000005	-0.1481754662	-0.023620306299999998	0.0086746759	-0.049478650199999995	-0.0398324011	-0.0417192656	0.09775847369999999	0.0559020463	-0.0807651201	0.0909576684	-0.10091546359999999	-0.1171170447	0.031909586600000005	-0.0542953159	-0.0440287737	0.1451775008	0.0612569887	0.0278484731	0.09630636140000001	0.0173071902	-0.0812910217	0.1670312779	-0.1085188778	0.047671652099999996	-0.026470022200000002	0.0801172592	-0.0037794553000000002	-0.04706759940000002	0.0404689003	-0.0544637836	-0.1224046864	-0.1147785513	-0.0016237101	-0.0501948092	0.030196264	-0.0651323966	-0.1216300768	-0.0114332452	0.1336136434	0.021297780099999997	-0.056430662699999995	0.0474354367	-0.0444877128	-0.0775362152	-0.077151554	-0.207048216	0.0745506701	0.005560336999999999	-0.0629274219	-0.037887557999999995	-0.1998233251	0.0605527872	-0.09864664349999999	0.0743793903	0.060985064400000004	-0.0362484628	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0274882	-1.2299999999999813e-05	0.00075560113924	1.5128999999999537e-10	0.00852076	-0.00348824	7.26033509776e-05	1.21678182976e-05	0.093465	-0.04364500000000005	0.008735706224999999	0.001904886025000004	0.00189347	0.0006516899999999999	3.5852286409e-06	4.246998560999999e-07	-0.000635303	-1.937200000000003e-05	4.0360990180900007e-07	3.7527438400000117e-10	0.000422121	-1.8205999999999995e-05	1.7818613864099997e-07	3.314584359999998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.3467043752008	2.4698466929570486	6.1001426867108695	549594.9360879714	1123.5017201382252	-4.050235738357287	1262256.1151535509	16.4044095362666	735.0097191536705	1.7488240206907903	540239.2872503576	3.058385455345102	759.8737333850673	705.0096420105766	1.153274	24.415485	0.13385704	0.06733690000000002	-0.0481669318	0.0812221279	-0.0020192051	-0.014333363799999999	0.0175419409	-0.10684223779999999	0.0224460816	-0.13249760619999998	-0.042597501100000004	-0.0245072371	-0.059204965400000004	0.1221294333	-0.014726288600000003	0.0019192995000000001	-0.0021290586	-0.0346764618	-0.001905446	-0.0501777326	-0.0893405948	-0.0674818298	-0.0170699025	0.12392678830000001	-0.021271729500000003	0.1270134601	-0.066534631	-0.032844886000000004	-0.030655517400000002	-0.0216428413	-0.031248151499999998	-0.009710833	0.0087066756	0.0070966029	0.0091566489	-0.06907923839999999	-0.0443391438	-0.039790714500000005	0.0214486077	0.028338546200000002	-0.011594220700000001	0.027268707799999996	-0.0298208279	-0.0207213532	-0.0446185636	0.0189059663	-0.0746473364	-0.1117249816	0.046289169299999995	0.0530746282	0.002162594	0.0267070564	-0.021875774900000002	0.0139917369	0.0845072303	0.0315955185	-0.0170531111	0.0516098903	0.0807199428	-0.0435878439	0.01513604	-0.17936980719999998	0.11590556449999999	0.0187233895	0.0349788164	-0.0954342831	0.11586081880000001	0.0889793155	-0.024309196600000003	-0.162067673	0.0195674099	0.0033840083	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0419838	0.014495600000000003	0.0017626394624400004	0.00021012241936	0.0400231	0.03150234	0.0016018485336099998	0.0009923974254755995	0.0692112	-0.024253799999999992	0.00479019020544	0.0005882468144399997	0.000812448	-0.001081022	6.600717527040001e-07	1.1686085644840002e-06	-0.000788328	-0.000153025	6.214610355840001e-07	2.3416650625e-08	0.00046018	3.805900000000001e-05	2.117656324e-07	1.4484874810000007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
