global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
757.4460325472777	n/a	573724.4922216117	n/a	950.4063734686688	n/a	903272.2747298669	n/a	805.335349864841	n/a	648565.0257419258	n/a	810.4988099889778	680.5197960744009	n/a	n/a	n/a	n/a	-0.1958880677	0.024955859900000002	0.16387479359999998	-0.1755664383	-0.17809881149999998	-0.0721871326	-0.0060458976	-0.0614857866	-0.11588848460000001	0.10034675009999999	0.009361021899999999	-0.0412788037	0.2390679353	-0.0945026082	0.0788628614	-0.0851782653	0.0830069738	-0.0324008601	0.049829001799999995	-0.056342004	0.031117443300000002	-0.0621313573	0.0161973731	-0.080754034	0.0079481448	-0.062182285199999986	0.0681310429	-0.08795915730000001	0.030086989300000002	-0.07047692400000001	-0.1003676174	0.1043457483	0.08437971539999999	-0.0234771975	0.0423154067	-0.21820459260000002	0.127598409	-0.1133380884	0.0771940193	0.0824428893	-0.0400995566	0.0597061088	-0.11697039	0.11864469539999999	-0.0950644689	0.12472857710000004	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.00940499	n/a	n/a	8.84538369001e-05	-0.234938	n/a	0.055195863844000013	n/a	-0.637206	n/a	n/a	0.4060314864360001	0.00104571	n/a	n/a	1.0935094041e-06	-1.7972799999999996e-06	n/a	3.2302153983999998e-12	n/a	0.00105292	n/a	1.1086405263999998e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.3899445755171	-0.05608797176057578	573639.5281441049	0.0031458605762151467	929.9708531871436	-20.43552028152521	864845.7877776237	417.61048917662833	810.0721491121009	4.73679924725991	656216.8867670977	22.43726710884205	812.1491939043773	663.4493583838291	1.1038	27.614552000000003	0.457308646	0.242025	-0.1451708315	-0.0014958904999999999	0.15218854910000001	-0.09556805560000001	-0.11924451400000001	-0.042141247199999995	-0.0419977104	0.12316327560000001	-0.13679909880000002	0.0125065944	-0.0776601078	0.0523941967	0.0837710575	-0.0566737692	-0.0228740554	-0.05857051360000001	0.1283965174	-0.0408061027	-0.0979276007	0.0008449384	0.0035690949	0.0642955308	0.0029834215	-0.0212352724	-0.2086167138	-0.23048826739999997	0.2345699916	0.0482060701	-0.1295114906	0.027716513199999997	0.0010074923	0.1566711321	-0.0659706278	0.0291209219	-0.0253340381	-0.085638122	0.053158465499999995	-0.10475086269999999	0.014149444099999997	0.0819219003	0.1059822698	-0.1168922797	-0.0173887299	-0.033192097999999996	0.15394013369999998	-0.1096631852	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0372116	0.027806609999999995	0.0007732075596920997	0.00138470317456	-0.11126400000000003	0.123674	0.012379677696000005	0.015295258275999996	-0.482396	0.15481000000000006	0.023966136100000014	0.232705900816	-0.0006864880000000001	-0.001732198	3.0005099112040002e-06	4.7126577414400003e-07	-0.000887799	-0.0008860017199999999	7.88187064401e-07	7.849990478429584e-07	0.000650759	-0.000402161	4.2348727608099997e-07	1.6173346992099993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.8281287412883	-3.5618158342288098	568256.8476815922	12.686532036963072	921.9702179016252	-8.000635285518342	850029.0826975703	64.01016497188117	807.9830335059787	-2.089115606122164	652836.5824335235	4.364404015743174	810.8649529377321	656.7803486389648	1.2249660000000002	30.645845	0.411451	0.204089	-0.07843394620000001	-0.0123675179	0.049374862699999994	-0.071381739	-0.0346998084	0.045412294699999994	0.17127315769999998	0.052613191100000005	-0.09197543289999999	-0.0044448021999999995	0.0314501009	-0.0870378576	-0.0732905009	0.0046478885	-0.1009578505	-0.09770519189999999	0.013441496399999999	0.1361164315	0.028408705	0.1148715322	0.08679688699999999	0.0373735227	-0.0957743746	-0.08186906719999999	-0.0240064423	0.09916522480000001	-0.0730381982	0.0175452681	0.1534144227	0.1384544545	0.0038716847999999996	0.0890458287	-0.0496494679	-0.0768480433	-0.0659956354	-0.0487400296	-0.1680601894	0.0159413383	0.0775763408	0.0388435248	0.0041481926	0.0663981208	0.23020864489999998	0.0325698607	-0.0293853309	0.036552236099999996	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0364706	-0.0007409999999999986	5.49080999999998e-07	0.00133010466436	-0.142782	-0.031517999999999984	0.020386699524	0.0009933843239999984	-0.314486	0.16791	0.0281937681	0.09890144419600001	0.00151798	0.002204468	4.859679163024002e-06	2.3042632804e-06	-0.00242541	-0.0015376110000000001	5.8826136680999984e-06	2.3642475873209998e-06	0.00113432	0.0004835610000000001	1.2866818624000005e-06	2.338312407210001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.7944336789677	-6.0336950623205885	559196.5150412479	36.40547610507186	916.0768434824913	-5.893374419133919	839196.7831648448	34.731862044102066	807.915969764195	-0.06706374178372697	652728.2142000196	0.004497545462034409	812.0282008210402	642.7857354088052	1.018012	25.46833	0.22848718	0.119766	-0.07835037019999999	-0.00039539269999999997	0.10339076679999999	0.0633235922	-0.0709228588	0.0656008168	0.0420008733	0.0810161124	-0.0630737627	-0.0350108563	-0.0721419769	0.0392787168	-0.1549198505	-0.14341219970000002	-0.08117728240000001	0.0819152273	0.08764700480000001	0.0434158213	-0.0025757048999999997	-0.061952072300000015	-0.0340706827	-0.15831254849999998	-0.023879934199999998	0.0343924839	-0.0455751763	-0.15842281800000002	-0.0604843026	-0.0700847976	-0.0455133053	-0.0447287604	0.0139672654	0.1128674639	-0.0521188116	0.12057202300000001	-0.0101379813	0.08985318130000003	-0.094273426	0.1045230901	-0.0053846793	0.1503150042	0.0246856166	-0.0162591661	0.0810072551	-0.0938364398	0.007371402900000002	0.1714552732	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0274648	-0.009005800000000001	8.110443364000002e-05	0.0007543152390399999	-0.0584934	0.08428859999999999	0.003421477843559999	0.007104568089959998	-0.330569	-0.016083000000000014	0.0002586628890000005	0.109275863761	1.29244e-05	-0.0015050556	2.26519235909136e-06	1.6704011536000003e-10	-0.00164895	0.0007764599999999999	2.7190361025e-06	6.028901315999998e-07	0.00103364	-0.00010068000000000013	1.0684116495999998e-06	1.0136462400000026e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.2913290267288	-1.503104652238903	556950.7477804811	2.2593235955822344	899.1929784087758	-16.88386507371547	808548.0124196452	285.06489982742914	804.4185748765843	-3.4973948876106533	647089.243606475	12.231770999885134	806.6890545324408	633.6821487483608	0.8330809999999998	20.841784	0.20761283	0.132768	-0.07044036099999999	0.0024297474	0.0234909661	0.0483933742	0.0451855841	-0.0701419657	0.039598887799999996	-0.048302795999999995	-0.0582258925	0.0862135748	-0.0114680149	-0.0418984883	-0.121518078	-0.0756029255	-0.0353993612	-0.0808269588	-0.029949489	-0.0008196113	0.0192002375	0.1387160545	0.043940771600000005	0.0271293243	0.0593842401	-0.0226260982	-0.0215242066	0.197714113	0.0333831272	0.1324872924	0.023623995499999998	-0.0166467088	-0.0532580874	0.0554150341	0.07558435620000001	-0.0187551547	-0.073607227	-0.006678024	-0.11169652390000001	0.1137239575	0.028856347799999998	-0.0085336602	-0.06969704809999999	-0.023326199300000003	0.1166263939	0.0274141819	0.0986431683	-0.0129879375	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0185047	-0.008960099999999999	8.028339200999997e-05	0.00034242392209	-0.183561	-0.12506760000000003	0.033694640721	0.01564190456976	-0.305557	0.025011999999999982	0.0006256001439999988	0.09336508024900002	0.000837877	0.0008249526	6.8054679224676e-07	7.02037867129e-07	-0.00178457	-0.00013562000000000014	3.1846900849000007e-06	1.8392784400000042e-08	0.00102275	-1.0889999999999943e-05	1.0460175625e-06	1.1859209999999878e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.8393570473218	1.5480280205929375	559263.7039489516	2.396390752540888	908.1122157612914	8.919237352515553	824667.7964148823	79.55279495050863	803.6682436754074	-0.7503312011768912	645882.645892314	0.5629969114595564	806.7140330376358	633.1840147670828	0.787572	19.703257	0.2392535000000001	0.144034	-0.0632885308	-0.0015555160999999999	0.0816752734	0.0724493815	-0.0599956066	0.03848813	-0.0398220848	-0.0623656363	-0.0305021408	0.08489439689999999	-0.0329018013	0.135856736	-0.0780938935	-0.11018514199999999	-0.1177078409	0.0024564613	0.0102218364	0.028219543	-0.021244747400000003	0.0019156365	0.0418445131	-0.0706667562	-0.05610863730000002	-0.0496652242	-0.009003703299999999	-0.10682129189999999	-0.0337568789	0.0383068697	-0.0682468485	0.0132405775	-0.048707378200000005	0.0314961349	0.0739361296	0.0896618568	0.1093106971	-0.0298101842	-0.0706052387	0.0476644683	0.0174832886	0.0884899496	0.083344242	-0.0361035605	0.0486528068	-0.0748174641	0.0773775859	0.036074887	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0368658	0.0183611	0.00033712999321000017	0.0013590872096400006	-0.0490516	0.1345094	0.0024060594625599997	0.01809277868836	-0.323591	-0.01803399999999994	0.0003252251559999978	0.10471113528099996	-3.5987e-05	-0.0008738639999999999	7.63638290496e-07	1.2950641689999999e-09	-0.00133681	0.00044776000000000017	1.7870609760999996e-06	2.0048901760000013e-07	0.000977394	-4.535600000000009e-05	9.55299031236e-07	2.0571667360000083e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3115354366071	-0.5278216107146818	558474.5309966193	0.27859565273744114	903.1380571744553	-4.974158586836096	815658.3503168497	24.742253646995284	801.2974722129878	-2.3707714624196115	642077.638974924	5.6205573270232225	804.3119395859302	634.8613951044173	0.769104	19.241219	0.2379698	0.1401	-0.074091585	-0.003216982	0.012747566200000001	0.028242619700000002	0.017794296100000002	-0.1136861543	0.0168505189	-0.15487037550000002	0.0060116492	0.1317988228	0.0487862621	-0.0372824952	-0.036393431600000005	-0.1418126323	-0.0030836084999999996	0.013874781999999999	-0.0584768716	-0.0416787442	0.070480283	0.06388833740000001	-0.0121180982	-0.07762735280000001	-0.045130002599999997	-0.024285989100000002	-0.0010269632000000002	0.0597371266	0.0029027738000000003	0.0203823274	-0.0508430053	-0.077774653	-0.0919298625	-0.0267535754	0.16434599119999999	-0.051902402300000004	0.0033913627	-0.0716954871	-0.0131869181	0.11234456699999999	0.0515214998	-0.0082622617	-0.10274807289999999	-0.041374598900000004	0.036443831600000004	0.0504700011	0.0295486699	-0.0029200237	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0100726	-0.026793200000000003	0.0007178755662400003	0.00010145727075999998	-0.177576	-0.12852439999999998	0.031533235776000014	0.016518521395360003	-0.306861	0.016729999999999967	0.0002798928999999989	0.09416367332100001	0.0007003939999999999	0.0007363809999999999	5.42256977161e-07	4.905517552359999e-07	-0.00164895	-0.00031214000000000003	2.7190361025e-06	9.743137960000003e-08	0.0007074710000000001	-0.0002699229999999998	5.005152158410001e-07	7.28584259289999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.4540469300027	0.14251149339565927	558687.5522720389	0.02030952574986104	906.5203131592197	3.3822559847643565	821779.0781702895	11.439655546474304	804.0456032268767	2.748131013888837	646489.3320684718	7.55222406949769	806.7461482586003	636.9691744907312	0.78254	19.577358	0.17720064000000002	0.119066	-0.0700137849	-0.0008072291	0.0819068028	0.10699225960000001	-0.0597870268	0.006760720699999999	-0.04386875230000002	-0.0661501049	-0.022414709900000003	0.09212366609999999	0.0258455851	0.2032318328	0.0002545716	-0.024686834900000003	0.0020191187	-0.0609446054	0.1484802513	-0.0554699237	0.0077721924	0.0451385091	-0.1524869718	-0.0314350968	0.0537223951	0.048908907800000005	0.0995343531	0.0182164192	0.0474742247	0.0766258494	0.13098023890000002	-0.1103241275	-0.0557562513	0.0256235718	0.0896248865	0.0600426268	0.1519459329	-0.0331293398	-0.0037589258	-0.048447230300000005	-0.0401132287	0.06221765360000001	0.10470612060000001	-0.1131185766	0.0135211529	-0.0501926859	0.1333666268	0.058247395099999995	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0211143	0.0110417	0.00012191913888999999	0.00044581366449	-0.0651935	0.1123825	0.0042501924422499995	0.012629826306250005	-0.319537	-0.01267600000000002	0.0001606809760000005	0.102103894369	-1.18498e-05	-0.0007122437999999999	5.072912306384399e-07	1.4041776004000002e-10	-0.00164895	0.0	2.7190361025e-06	0.0	0.000817236	0.00010976499999999996	6.67874679696e-07	1.204835522499999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.3797422224018	0.9256952923990412	560072.2385688685	0.8569117743697463	903.6018591534937	-2.9184540057259483	816496.3198656503	8.517373783537833	803.9101712319748	-0.13543199490186453	646271.563410223	0.01834182524309866	806.591200594564	635.5596176053233	0.8432219999999999	21.095491	0.14042639000000004	0.0805055	-0.064068874	0.0012697174	0.0133402717	0.014352127	0.024689833799999998	-0.13092790699999998	0.0620408987	-0.0800919705	-0.0290214833	0.10802349929999999	0.039495954	-0.1170166101	0.0250245963	-0.12133620349999999	0.0067985395	-0.0075786297	0.0997575413	-0.1272985522	0.1148085897	0.0435089268	0.0062186775	-0.1207506123	-0.0090238401	-0.0376088222	0.09922287240000001	0.0669018312	0.0419951974	0.0369625652	0.029684698199999998	-0.07336102929999999	-0.0614080512	0.011366826200000001	0.10975063460000001	-0.0509621027	-0.047905246799999995	-0.10853498130000001	0.0683880016	0.061327781	0.0284564767	0.020800158	-0.0598463637	-0.042177647199999994	-0.040581961	0.1491170235	0.08869205570000001	0.0498433958	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.012768	-0.0083463	6.966072368999997e-05	0.000163021824	-0.13491199999999998	-0.06971849999999997	0.018201247743999997	0.004860669242249997	-0.316258	0.003279000000000032	1.075184100000021e-05	0.100019122564	0.000577579	0.0005894288000000001	3.474263102694401e-07	3.3359750124100005e-07	-0.00205473	-0.00040577999999999985	4.221915372899998e-06	1.6465740839999994e-07	0.000630793	-0.000186443	3.9789980884900005e-07	3.4760992249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.7914143726567	-0.5883278497450419	559191.9994094585	0.3461296587856246	906.8280141633984	3.2261550099046867	822337.0472715327	10.408076147933114	805.1664749430017	1.2563037110269306	648293.0523721394	1.5782990143400375	807.0772697980095	637.286446795143	0.842385	21.074541	0.15136910000000006	0.0852426	-0.07490911110000001	0.0103414719	0.0837617403	0.1001993971	-0.0416924018	-0.0309622707	-0.012167867800000001	-0.0329304356	-0.051121527400000005	0.0761543673	0.0113046043	-0.0088660105	-0.0360499573	0.0474058403	-0.13176751890000002	-0.0775998328	0.1966164664	0.0372580572	0.0224085244	-0.0070296474	0.043878830599999995	-0.10932723109999999	0.033421532999999996	-0.155615965	0.0797990216	0.0499399455	-0.0249741634	-0.0308060057	-0.0087626666	0.1480226256	-0.047708602999999995	0.0521697209	0.0701197308	-0.0077555698	-0.0125885829	0.0264829221	-0.0374438389	-0.10056746720000001	-0.004606466	0.1312755508	0.0445281775	-0.052249839400000005	0.0547078016	0.1532281144	0.0941363372	0.0628133366	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0141595	0.0013915000000000006	1.9362722500000008e-06	0.00020049144025	-0.0836997	0.051212299999999975	0.0070056397800900005	0.0026226996712899976	-0.3642780000000001	-0.04802000000000006	0.0023059204000000057	0.13269846128400006	0.00102694	0.000449361	2.01925308321e-07	1.0546057636e-06	-0.0014907	0.0005640299999999999	2.2221864900000004e-06	3.181298408999999e-07	0.000629278	-1.5150000000000016e-06	3.9599080128400007e-07	2.295225000000005e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
