global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
808.3239726958826	n/a	n/a	653387.6448348539	1305.6985545488244	n/a	n/a	1704848.7153508894	799.5294701825729	n/a	n/a	639247.3736904258	892.6815194338462	721.1175891566212	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.42903e-09	n/a	n/a	1.9616306740899998e-17	4.35971e-09	n/a	1.9007071284099998e-17	n/a	0.00230761	n/a	n/a	5.3250639121e-06	8.935709999999999e-05	n/a	7.984691320409998e-09	n/a	-9.07818e-05	n/a	n/a	8.24133521124e-09	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.5567054077742	-10.767267288108428	115.93404485356984	636096.6983409032	1253.0798477616966	-52.61870678712785	2768.7283039497347	1570209.104866477	797.2960910500909	-2.2333791324820145	4.9879823494061135	635681.0568037549	882.375501780617	699.3978791357506	1.296762	27.342678000000006	0.19360800506932	0.100206	-0.027210109	-0.0181636499	-0.100498813	0.1100312757	-0.0112465028	-0.0427832122	-0.0107575384	0.0131567534	-0.0350209168	0.0330463128	-0.1058862889	0.0334455948	-0.0171066801	0.1308685249	-0.09262321529999999	0.0310920847	-0.0410015824	0.0116524144	-0.0400531462	0.1578421604	-0.0062933442	0.024368356600000002	-0.0397075702	0.0832929305	-0.039931033399999996	-0.044824967800000004	-0.074365926	-0.0403753052	0.040203996	-0.0831745908	0.0405940252	-0.0060622962	0.0165273466	-0.1396791644	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0216401	-0.02164010442903	0.0004682941196993238	0.00046829392801	0.0775276	0.07752759564028999	0.00601052876176	0.006010528085764314	0.049699699999999986	0.04739208999999999	0.0022460101945680987	0.00247006018009	-0.000251572	-0.00034092909999999994	6.328847118399999e-08	1.1623265122680993e-07	-0.000321563	-0.0002307812	5.325996227343998e-08	1.03402762969e-07	-0.000369254	-0.000369254	1.3634851651600002e-07	1.3634851651600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.6680391582083	-1.8886662495658584	3.567060202249165	633087.6285378681	1230.5867126527435	-22.493135108953084	505.94112702961786	1514343.6573574857	797.0058191255513	-0.29027192453963835	0.0842577901759455	635218.2757199911	878.0173991356293	697.8082533851857	0.96178	20.279451	0.13570346500000002	0.0641059	-0.0345690639	-0.008917275799999999	-0.0175898607	0.042266664	-0.042593984	-0.0379395645	-0.0141414504	0.025017820099999998	-0.0425310407	0.0683677175	-0.09978696279999999	0.02697119	-0.0268995225	0.059066604	-0.0804072872	-0.0543358775	-0.0447048342	0.0741895894	-0.0033498305	0.1011978269	-0.1030982882	-0.0851779465	0.0647481824	-0.0796559921	0.0159041651	-0.0369164519	-0.0185106265	-0.029770949900000006	-0.0052041482	-0.035600361000000004	-0.0098375032	0.014239666399999996	-0.004891154	-0.1075776999	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.017180400000000002	0.004459699999999997	1.9888924089999965e-05	0.00029516614416000004	0.0257409	-0.051786700000000005	0.00066259393281	0.002681862296890001	0.07221049999999997	0.022510799999999977	0.0005067361166399988	0.005214356310249996	0.000389147	0.0006407189999999999	1.5143538760899994e-07	4.105208369609999e-07	-9.74607e-05	0.0002241023	5.0221840865289995e-08	9.49858804449e-09	-9.515e-05	0.000274104	7.5133002816e-08	9.0535225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.947597209519	-1.7204419486893132	2.9599204988098813	630352.7871147686	1224.7746991588353	-5.812013493908125	33.779500853370145	1500073.0636996157	797.1424496985647	0.1366305730134627	0.018667913481987163	635436.0851114289	876.5966991990701	699.644565425557	1.083564	22.847315	0.17907907000000006	0.117642	-0.043150987800000006	-0.0337269578	0.008612456800000001	0.039556164	-0.0033908675	-0.043478490599999996	-0.029142724	-0.0023015735	-0.0046985912	0.0929046195	-0.045919328499999995	0.0223297905	-0.0151651106	0.0234807423	-0.1248653422	0.0460638353	-0.0078875309	-0.0594114262	-0.0208992047	0.0445302042	0.07597050000000001	-0.010727235900000002	0.0817598258	-0.1711035165	-0.18214726039999998	-0.043160930800000004	-0.0123869978	-0.0111933752	-0.0272576696	-0.0028293158	0.028419132200000002	0.041780633500000004	-0.035541070699999996	-0.12330297539999999	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.031115	-0.013934599999999995	0.00019417307715999984	0.0009681432249999998	0.139445	0.11370410000000003	0.019444908025	0.012928622356810004	0.0485651	-0.02364539999999997	0.0005591049411599985	0.00235856893801	1.39449e-05	-0.0003752021	1.9446023601e-10	1.4077661584440995e-07	-0.000183008	-8.55473e-05	7.318340537289998e-09	3.3491928064e-08	0.0	9.515e-05	9.0535225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.8468305933893	1.899233383870296	3.607087446407416	633372.1777655429	1222.1355855317565	-2.639113627078814	6.9649207366330925	1493615.389423049	798.7013854845775	1.5589357860127393	2.4302807849111567	637923.9031749837	876.011754836549	695.6642562633467	1.389898	29.306471	0.485461055	0.24868	-0.0043114705	-0.0948572673	-0.0123508226	-0.011070756499999999	-0.0802429804	-0.0368923069	-0.034559159900000004	-0.0607886044	0.3063932132	-0.0676749136	0.2952067781	-0.0807742496	0.06084795730000001	-0.1062300065	0.0707894923	0.0967400683	-0.085976516	-0.1088130943	-0.1074317737	0.0360041832	-0.0038551675	0.0085487425	0.1144107389	-0.0948211848	0.1188688893	-0.0187447409	-0.0245182943	-0.052698717	-0.0887139943	0.1057371975	0.1170926724	0.0273863694	0.0213141118	0.3126612157	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.094564	-0.063449	0.004025775601	0.008942350096	0.0196685	-0.1197765	0.00038684989225000016	0.014346409952250004	0.105035	0.05646989999999999	0.003188849606009999	0.011032351224999995	0.00402513	0.0040111851	1.62016715169e-05	1.6089605906462012e-05	-0.000453999	-0.00027099100000000005	7.343612208100003e-08	2.06115092001e-07	-0.000633137	-0.000633137	4.00862460769e-07	4.00862460769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.4064207408803	2.5595901474910083	6.55150172313304	637452.8126802637	1229.5561966929536	7.420611161197031	55.06547000568193	1511808.4408260412	799.0550735914125	0.35368810683496577	0.12509527691650216	638489.0106321776	876.2185041620462	693.3547205654953	1.67192	35.253006	0.5464988999999999	0.331052	0.043401994400000005	-0.036034786400000005	-0.0417354379	-0.0035158484000000004	-0.0595142795	0.0123048564	0.054725526600000005	-0.0837597092	0.18196021199999998	-0.0732603584	0.26565349109999997	-0.11642054730000001	0.0177907318	0.1025837366	-0.0483622652	-0.0547445783	0.155718092	-0.1022643815	-0.0595185187	-0.1588591876	-0.0344008675	0.1193820981	-0.0067271402000000004	0.0138000111	0.0752602156	0.02769474	-0.0363575914	-0.053899279800000005	-0.0371833458	0.0512209856	-0.0163027308	-0.06267134490000001	-0.0506374365	0.26926537219999996	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0852895	0.009274499999999993	8.601635024999983e-05	0.007274298810250002	0.21015	0.1904815	0.0441630225	0.03628320184225	0.249916	0.14488099999999998	0.020990504161	0.062458007056	0.000286293	-0.003738837	8.196368184900001e-08	1.3978902112569e-05	-0.000206648	0.00024735100000000004	6.118251720100001e-08	4.2703395904e-08	-0.000684187	-5.104999999999997e-05	2.606102499999997e-09	4.6811185096899994e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.6537200148587	-3.7527007260216583	14.082762739083476	631474.5347334534	1223.5828580713712	-5.973338621582342	35.68077428808724	1497155.0105661054	797.945902789274	-1.1091708021384648	1.2302598683164854	636717.6637781896	874.9740517695652	697.551975656419	1.139348	24.023535	0.19984425	0.139326	0.011599758100000001	-0.037565957000000004	-0.0147114772	0.004371357199999999	0.0054042437	-0.0092126028	0.032694202799999995	-0.013356246	0.0855737359	-0.0308781255	0.0932765716	0.011645682099999999	-0.019646771599999998	0.0358433416	0.0748184694	-0.0075754505000000015	0.1551090028	0.1315374856	-0.0813110205	-0.0896965792	0.0082298686	0.1100243198	0.0030843121	0.2548966489	-0.0825650996	0.0149314269	-0.009358522900000001	-0.0402596854	-0.0144803669	0.0099813109	0.028217271000000002	-0.0745300754	-0.0142750902	0.15088365880000001	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.06610110000000001	0.019188399999999998	0.00036819469455999976	0.004369355421210001	0.0751227	-0.13502730000000002	0.00564342005529	0.018232371745290004	0.231988	-0.017928	0.000321413184	0.053818432144	0.000404651	0.000118358	1.63742431801e-07	1.4008616163999998e-08	0.000177955	0.000384603	1.47919467609e-07	3.1667982025e-08	-0.000633137	5.104999999999997e-05	2.606102499999997e-09	4.00862460769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.0424556870723	0.3887356722136701	0.15111542285141394	632092.5063449304	1223.0781999796727	-0.5046580916985022	0.25467978951677384	1495920.2832655162	798.2178711161342	0.27196832686024663	0.07396677081516195	637151.7697691735	877.272337328517	693.9299998936397	1.01964	21.499466	0.19569305	0.0905208	0.0060532418	-0.016779517	-0.005857446800000001	0.0151874319	0.0494023012	-0.0156960001	0.037805868	-0.0150940403	0.0386998789	0.0110620703	-0.0912598993	-0.0407186302	-0.0054973112	0.0812119295	-0.0133554525	-0.0184584219	0.014530995500000001	-0.12735191710000002	-0.0105338023	-0.0080302237	-0.07886662480000001	0.0029677448	-0.062283676399999995	0.047922499699999996	0.053871703099999994	-0.008764575699999999	-0.011992929499999999	0.012301400300000001	0.0489887575	0.0179766939	0.0382003692	-0.054503141100000006	0.0072291722	-0.0769885745	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0313033	0.03479780000000001	0.0012108868848400007	0.00097989659089	0.13771000000000005	0.06258730000000005	0.01896404410000001	0.003917170121290007	0.182192	-0.04979599999999998	0.002479641615999998	0.03319392486400001	-0.000119456	-0.000524107	1.4269735936000002e-08	2.7468814744899997e-07	0.000496216	0.00031826099999999986	1.0129006412099995e-07	2.46230318656e-07	-0.000505266	0.000127871	1.6350992640999997e-08	2.5529373075599997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.9951458592218	-1.0473098278505404	1.0968578755123286	630428.2916480069	1213.9030056991141	-9.175194280558571	84.1841900859947	1473560.5072453436	796.0402873371736	-2.1775837789606385	4.741871114392495	633680.1390638499	872.5778020634157	699.4730925779573	0.945597	19.93824	0.123859	0.0842414	-0.0036495701	-0.0362832927	0.0250582429	-0.0296658842	-0.0325494646	0.0065552255	-0.025735421499999998	0.0106262471	0.0268803603	0.162506562	-0.0634381772	0.0153810575	0.046730800700000005	-0.0486735378	0.1151865057	-0.0188532437	0.0576468083	0.08889720300000001	-0.0240167835	-0.0692713126	-0.061299304900000004	-0.0151757545	0.045232132	0.07949335099999999	0.0362392976	0.0087390876	0.008264584	-0.012928363500000001	-0.0739219525	0.0759640452	0.0282127839	0.0209638296	-0.10456857160000001	-0.112492041	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.030481900000000006	0.0008213999999999964	6.746979599999942e-07	0.00092914622761	0.0559645	-0.08174550000000005	0.0031320252602500005	0.006682326770250009	0.187109	0.004916999999999977	2.4176888999999772e-05	0.035009777881	0.000299931	0.000419387	8.995860476099998e-08	1.7588545576899993e-07	0.000386331	-0.00010988499999999994	1.2074713224999987e-08	1.4925164156100002e-07	-0.000307036	0.00019823	3.9295132899999987e-08	9.4271105296e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.5479137310413	2.5527678718194693	6.516623807393702	634488.5788692744	1223.5347707736992	9.631765074585019	92.77089845199578	1497037.3352922485	797.6258960238941	1.5856086867205477	2.51415490740366	636207.07000792	876.0647440732279	694.5475781576303	0.993264	20.943304	0.1785568	0.0989099	0.0051878888	-0.0164307805	0.0124668914	0.0382293132	0.0853434634	-0.0057565951	0.0191881073	0.000771561	0.0023240843	0.0481134874	-0.050508705099999995	0.0323364201	-0.038308059900000004	-0.0534330753	0.0367374048	0.0408073929	-0.1377045357	-0.1317126764	-0.055815330700000006	-0.1059781865	-0.1101793206	-0.0719170565	0.0155443699	0.1171351392	-0.0571049886	-0.013220238300000001	0.0128586046	0.0115891381	0.026058262000000002	-0.0026827394	0.0220852258	-0.013117465	-0.027455555299999997	-0.0371625465	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0246852	0.005796700000000003	3.3601730890000024e-05	0.0006093590990399999	0.14741399999999996	0.09144949999999996	0.021730887395999987	0.008363011050249993	0.16381700000000002	-0.023291999999999983	0.000542517263999999	0.026836009489000005	-0.000391468	-0.000691399	1.53247195024e-07	4.78032577201e-07	0.000529203	0.000142872	2.0412408384e-08	2.8005581520900003e-07	-0.000633137	-0.000326101	1.0634186220099998e-07	4.00862460769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
