global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
733.1320519504621	n/a	537482.6055970951	n/a	982.3541600619208	n/a	n/a	965019.6957909621	748.0892797497452	n/a	559637.5704764925	n/a	777.7768552878641	632.9351377093508	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-4.91326e-10	n/a	2.4140123827599996e-19	n/a	4.87238e-09	n/a	n/a	2.37400868644e-17	-6.486590000000002e-05	n/a	n/a	4.207584982810004e-09	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.0458425130722	-4.0862094373899245	531507.8404855953	16.69710756621449	954.6661631955648	-27.687996866356002	766.6251704713397	911387.4831505407	747.1876256688167	-0.901654080928438	558289.3479526038	0.8129800816549061	774.3682778767537	615.7514851342264	1.304675	23.438995	0.038486973816294	0.0276568	-0.0433328355	0.0095510916	0.25658351690000003	0.0461983147	-0.16017641529999999	0.0261963759	-0.0441916551	0.3163108298	-0.0528869789	0.0639685035	-0.0769044322	0.0037298625	-0.0190147508	0.341478017	-7.903100000000001e-05	0.11788956130000001	-0.0350351547	0.1367937203	0.0616311598	-0.1196168118	0.122222371	-0.2079586273	0.021910118399999998	-0.1667262857	0.0052763181999999995	-0.2158305249	0.1272357247	-0.15789374109999998	0.1812149273	-0.0328184465	0.0394379486	-0.0120483455	0.0760022721	-0.000164488	0.1302324518	-0.0597401193	0.0055370788	-0.0345990314	0.0725546621	-0.0800393809	0.0551921663	-0.0040004815999999995	0.0218891261	0.0323464127	-0.0505546433	-0.124425341	0.06075979240000001	-0.23846834949999998	0.0765465384	-0.2123351498	0.10085402980000001	-0.0961299567	0.0890059185	-0.17921462989999998	0.09109897289999999	-0.1138685091	0.1731524625	-0.2526864933	0.2739633824	-0.13223797939999998	0.061042039699999995	-0.0884006989	0.0950583057	-0.0075551525	0.0191287908	0.0801633217	-0.10757759929999999	0.2680582371	0.1307550183	-0.057115225	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0	0.0	0.0	0.0	-3.23418e-06	-3.2336886740000007e-06	1.04599202724e-11	1.045674244035588e-11	0.028789	0.02878899512762	0.0008288062404581281	0.0008288065209999999	0.000129029	0.00019389490000000002	3.759523224601e-08	1.6648482840999997e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.5221394537399	-2.52370305933232	527834.4191164395	6.3690771316833095	945.0575440712273	-9.608619124337453	92.32556147658342	893133.7616059397	746.8115041743912	-0.3761214944255471	557727.4227672167	0.14146737856890684	772.5772454140366	617.20162068841	1.315945	23.641462	0.18647975618	0.098684	-0.0590232967	0.019648462	0.26697142	-0.0173275502	-0.07793007769999999	-0.011861370100000001	0.09200750279999999	0.2161223705	0.0459709867	-0.0895659223	-0.0126498272	0.07289408480000001	-0.0401831569	0.27825556949999997	-0.0846864865	0.1982918266	-0.006640981999999999	0.0104082623	-0.0150429771	0.001977689	-0.08575595289999999	-0.1465927091	0.0789669248	0.0366168118	-0.0247956801	-0.2083290439	0.0509704867	-0.13065141689999998	-0.0231585707	0.0777281803	-0.0039154242	0.062044947999999996	0.121861289	0.060894504599999996	0.0169538757	-0.0443367409	0.08699961140000001	-0.0595089371	-0.0035728174	-0.1023670824	0.0483784808	-0.0260793312	-0.0438147445	-0.0206718074	-0.0570537405	-0.0359699117	0.1326454315	-0.1417681028	0.002689643	-0.1504897208	-0.0299922769	0.0440858106	0.054868824000000004	-0.3074716949	0.2095835084	0.0710855562	0.1153701265	-0.09509381300000001	0.0655671442	0.010852331000000002	0.0716502551	0.030985125099999997	0.0343567766	-0.10505894910000001	0.0451096865	0.0577059317	0.12431688689999999	-0.1360123305	-0.0859953837	-0.0520894894	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.000151722	0.000151722	2.3019565284e-08	2.3019565284e-08	0.0569219	0.056925134179999996	0.0032401026996100005	0.0032404709014110045	0.0828985	0.054109500000000005	0.0029278379902500005	0.00687216130225	-0.000277912	-0.000406941	1.6560097748099994e-07	7.7235079744e-08	-0.000217271	-0.000217271	4.720668744099999e-08	4.720668744099999e-08	0.0008816559999999998	0.0008816559999999998	7.773173023359995e-07	7.773173023359995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0571380105524	-1.4650014431874752	525707.8533800533	2.146229228541385	937.7888828212745	-7.268661249952856	52.83343636656622	879447.988743174	748.9488172629513	2.137313088560063	560924.3308795736	4.568107238530156	773.7336409943256	601.0517880122353	1.307973	23.498236	0.407876408	0.205336	-0.1112325527	0.0188802827	0.27502738579999997	-0.0375331684	-0.0909788043	0.1522104614	0.1300259549	0.2442292495	-0.0817260122	0.07162507580000001	-0.1304435697	0.0501930711	-0.08875418410000001	0.3128876668	-0.15907765210000002	-0.0042917623	-0.055273132	-0.0354319632	0.0914260199	0.0066490737	-0.0023069183	-0.07462575070000001	-0.1624216751	0.0125798486	0.3209465552	0.13485468650000002	0.04560871389999999	0.0458817303	-0.0908288828	0.0627238827	0.0379501287	0.0491433571	-0.2118900888	0.05845939660000001	0.0376275784	0.059505705	-0.14668825189999998	0.11121866789999996	-0.0674848433	-0.0737874157	0.0136290718	0.0989722562	0.0838350628	0.0665127725	0.10954922199999999	-0.15189819429999998	0.0475015499	-0.1995041293	-0.0368468151	-0.2947890645	0.0260223638	-0.08187090059999999	-0.0366155803	-0.0673727508	0.023822086200000002	-0.12856365320000002	0.0006833064999999999	-0.1892593464	-0.0491359293	-0.1909198968	-0.0061763913	0.1521786805	-0.2046007908	0.0741110705	-0.1760512757	0.015290213799999999	-0.0798385856	-0.21044379789999998	-0.2045345721	-0.0401205427	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0597001	0.059548378	0.003546009322430884	0.0035641019400100005	-0.0804232	-0.1373451	0.006467891098239999	0.01886367649401	-0.00378708	-0.08668558	0.0075143897799364	1.43419749264e-05	0.00128051	0.0015584219999999998	2.4286791300839994e-06	1.6397058600999997e-06	-0.0005796919999999999	-0.00036242099999999987	3.360428148639999e-07	1.3134898124099994e-07	0.000316552	-0.0005651039999999998	1.00205168704e-07	3.193425308159997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.0858368106785	4.028698800126108	531566.1574379273	16.230414022137538	947.1398600487737	9.350977227499245	87.44077510920944	897073.9144932106	748.2153212829036	-0.7334959800476781	559826.1670024786	0.5380163527461038	774.102030755941	603.9916206738212	1.781665	32.008297	0.60743313	0.337833	-0.0721720569	-0.0511039472	0.1957573006	-0.09888324949999999	0.157251942	-0.0051406640000000005	-0.0886943566	0.21416371059999997	0.0161907573	-0.2504072646	-0.0059497903000000005	0.0299911823	-0.2126202625	0.10100392429999999	-0.0825795302	0.1780880427	-0.0407833689	-0.08342069070000001	0.11227243199999999	0.022325546499999998	-0.0252061853	-0.055392020599999994	-0.09095610259999999	0.0806223604	-0.1854038051	-0.0112392192	-0.12937899	0.0782413198	-0.0747868152	0.1203831467	-0.107003759	0.019777881299999998	-0.074704163	-0.0508854191	0.0585417448	0.18781169649999999	-0.0265510322	-0.0025924576	0.051270615199999994	-0.0210947323	-0.0087417274	0.08980472949999999	-0.059703506600000004	-0.134736975	-0.0023408231	0.027635344300000003	-0.0053164976	0.0735720628	0.1121370827	-0.2567851384	-0.042111809699999996	0.19627673559999997	0.0764688941	-0.0956277789	-0.0431267049	-0.044896279500000004	-0.0611610455	-0.07159657309999999	-0.1213549011	0.2049550366	0.0104772618	0.0103755485	0.21842750940000005	-0.001451992	-0.1878971847	-0.1889274652	-0.034560584500000005	0.0095647801	0.031148867	0.1118546576	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0761261	0.016426000000000003	0.0002698134760000001	0.00579518310121	0.132373	0.2127962	0.017522611129000002	0.045282222734440006	0.16716199999999998	0.17094907999999998	0.029223587952846387	0.027943134243999992	-0.00117055	-0.00245106	6.007695123599999e-06	1.3701873025e-06	-0.000321933	0.00025775899999999993	1.03640856489e-07	6.643970208099997e-08	0.00175297	0.0014364179999999999	3.0729038209e-06	2.0632966707240004e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.8435505720779	-1.2422862386006273	529756.2341093689	1.5432750986164947	949.0174861365813	1.8776260878075848	3.5254797256156154	900634.1889929962	748.6054645126802	0.3901432297766405	560410.1414982458	0.15221173974054852	772.9321382584261	609.781783172695	1.685112	30.273693	0.2408427	0.13254800000000005	-0.035391983700000004	-0.0053087952	0.16204666980000001	-0.0408179713	0.0736499067	0.0848200086	-0.1490410832	0.1596627218	-0.0162988442	-0.0074288248	-0.07158695400000001	-0.0561701471	-0.1583923831	0.10290774890000001	-0.10867956109999999	-0.20459129269999998	-0.1816212854	-0.0688602007	-0.0385674828	-0.0104820509	0.0748679926	-0.0962178202	0.0696135229	0.1223524482	-0.0463175267	-0.0497628395	-0.0271844431	0.0574447612	0.0172706722	0.0718682983	-0.1206581543	0.0330899517	0.0702243707	0.00387793	-0.11552123800000001	0.0291079706	-0.016993364	0.0045764456	0.077601411	0.27690286329999997	0.0238709238	0.042765638200000004	0.1142803963	0.0132110671	-0.0984258926	-0.0530223665	-0.0983969091	0.029028709700000002	0.016761808200000002	-0.20490038	0.1252109792	0.0305187791	-0.1696026366	0.0942353281	0.0782947158	0.06280408629999999	0.0347673941	-0.011397240800000001	0.055095823700000005	0.1554953919	-0.12556889029999999	0.0845578528	0.11102215130000001	-0.0156167871	0.1350407903	-0.2289811075	0.1650601877	-0.0305666573	0.1236725466	-0.0689206637	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.131125	0.05499889999999999	0.003024879001209999	0.017193765625	0.0205725	-0.11180050000000001	0.0004232277562500001	0.01249935180025	0.161408	-0.005753999999999981	3.3108515999999783e-05	0.026052542464	-0.0016829	-0.00051235	2.625025225e-07	2.83215241e-06	0.000231183	0.000553116	5.344557948899999e-08	3.0593730945599995e-07	0.00205329	0.0003003200000000002	4.215999824100002e-06	9.019210240000012e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.5448363323329	1.7012857602550184	532235.6682191704	2.8943732380464957	942.9540472908412	-6.063438845740053	36.765290636029455	889162.3353021779	748.902437676789	0.2969731641087492	560854.8611582367	0.08819306020076208	773.4234091390872	626.9021491252045	1.3990209999999998	25.133961	0.17532844999999994	0.0953839	0.0444604692	0.007884285100000001	0.09891071650000001	0.016237631000000002	-0.0389961862	-0.023351326800000002	-0.10117601529999999	0.0216212304	0.060899855999999995	0.055463863700000005	-0.0765039857	0.10234371710000001	-0.0307731012	-0.023838593999999998	0.0637360069	0.0352749978	-0.122027001	0.10501470730000001	0.0567780802	6.52166e-05	0.0331750722	-0.0038098333	0.07940738530000001	-0.1703365664	-0.0166548106	0.1835840618	-0.0388332434	0.0391567224	0.0482653508	0.1092725318	0.0372646436	0.09784625279999999	-0.0158133277	0.0996019534	0.0539388705	-0.0141401906	0.057122326200000004	0.065351836	0.0016351037	0.125778505	-0.0999570237	-0.1011851423	-0.1491819679	0.0366718199	-0.0481802428	-0.038382251299999996	0.06687100730000001	0.0830990592	0.063912228	-0.011049596200000001	0.06422957559999999	-0.1086581385	0.061906387699999996	0.056320083	0.06895754429999999	-0.12218882980000001	0.0158241476	0.06251104190000001	-0.0955923058	0.010813251000000001	-0.1995012619	0.0020175246	0.0799201395	0.0473916875	-0.0538954262	-0.050758395	0.0571731066	0.0807176029	-0.0651480869	-0.0245675198	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.200935	0.06981000000000001	0.0048734361000000006	0.040374874224999996	0.02041	-0.00016249999999999945	0.0004165681000000001	2.6406249999999817e-08	0.144008	-0.0174	0.00030275999999999995	0.020738304064	-0.00226948	-0.00058658	3.4407609639999995e-07	5.1505394704e-06	0.000874482	0.0006432990000000001	7.64718768324e-07	4.1383360340100005e-07	0.00258253	0.0005292399999999998	6.6694612009e-06	2.800949775999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.1688782597754	-1.3759580725575231	530229.9152660996	1.8932606174362148	941.4774675518856	-1.4765797389555928	2.1802877254941664	886379.8219079119	748.0955972349033	-0.8068404418856971	559647.0226022466	0.650991498662307	772.4090834056749	622.1907062191133	1.104709	19.846531	0.1961223	0.100328	0.0646539983	0.0267893565	0.078694677	-0.12241957949999999	-0.0129727408	0.015168878600000001	-0.021571987	-0.023262716099999997	0.029787404500000007	0.08622992210000001	-0.0446788121	-0.0073178924	0.0404663056	-0.07915539419999999	-0.09689920119999999	0.028741162599999998	0.0346838331	0.0109599022	0.0810250457	0.02500069	-0.1278763495	0.0108683224	0.10748058220000001	0.0941717823	-0.1651850486	0.11092626359999999	-0.0257179735	0.010615047399999999	0.0844394101	-0.0332253296	0.0539074408	0.0664857315	0.0308663695	0.2087603998	0.1801356424	0.0070294601	-0.1062282196	-0.005857184499999999	-0.0320029989	0.1102277972	-0.006842455999999999	-0.0347273247	-0.025071721499999998	-0.0822803479	0.011810568200000001	-0.0274318947	-0.0050022977	0.0630453941	-0.0442125355	0.017462183500000002	-0.1026242499	-0.012850932399999999	-0.014969974399999999	-0.0701825423	0.0704686142	-0.051460974699999995	-0.051569772199999996	0.1520737535	-0.0729203508	0.1676314315	-0.07530990530000001	0.084993039	-0.062200327199999995	0.06822545769999999	0.0819121528	0.023445411	-0.069391725	0.1023531966	0.0166586889	-0.0834661128	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.248312	0.047376999999999975	0.0022445801289999977	0.06165884934399999	0.0629973	0.042587300000000015	0.003968659807290001	0.0018136781212900008	0.181646	0.037638000000000005	0.0014166190440000005	0.032995269316	-0.00298402	-0.00071454	5.105674116000001e-07	8.9043753604e-06	0.000874482	0.0	7.64718768324e-07	0.0	0.00323839	0.0006558599999999999	1.04871697921e-05	4.301523395999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.5726735492253	0.4037952894499313	530818.140642666	0.16305063578195378	941.5417044129573	0.06423686107166304	0.0041263743203401385	886500.7811488565	746.0370729449844	-2.0585242899188643	556571.31420832	4.237522252185965	770.8872566781938	631.0440124277609	0.999798	17.96176	0.07801640000000001	0.0427399	0.09311429060000001	0.021907285099999996	0.0409936338	-0.014100198700000004	0.0590933134	-0.0231843944	-0.0713845533	-0.0221281545	-0.0545576163	-0.030748074700000006	0.06316412269999999	-0.1268011219	-0.0070732227	-0.04737329480000002	-0.0085989227	0.0458276787	-0.07776049809999999	0.0341944745	0.0440886609	0.11289130300000001	-0.09387074220000001	-0.0333574232	-0.0005967068	0.049890264299999994	0.0519941786	0.0018313385	-0.12097384900000001	0.0645723825	-0.0777386531	-0.0176565687	0.1499850301	-0.0423776842	0.0737304335	-0.0068191287	-0.1122406102	-0.0110443591	0.1053084474	0.0890349976	0.0802512188	0.12703302519999998	-0.0752973299	-0.0917106374	-0.0013691227	0.00703633	0.11081035880000001	0.026616007200000003	-0.11578185369999999	0.0440326941	0.0700741637	0.0152875432	-0.0136056004	0.0050874215000000006	-0.0308972969	-0.1508147722	-0.004645685300000001	0.0488790771	-0.0188998261	0.0718787801	-0.1065037126	0.011290202099999999	-0.033228910699999996	0.019644898799999998	-0.0235488285	0.0101197766	-0.013347596399999998	-0.0698768342	-0.009895968100000001	-0.051656817699999996	0.12891650429999998	0.09500204529999999	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.238433	-0.009878999999999971	9.759464099999943e-05	0.056850295488999995	0.0275953	-0.03540200000000001	0.0007615005820899997	0.0012533016040000007	0.182195	0.0005489999999999938	3.014009999999933e-07	0.033195018025	-0.003416300000000001	-0.00043228000000000065	1.868659984000005e-07	1.1671105690000004e-05	0.00102295	0.0001484679999999999	1.0464267025e-06	2.204274702399997e-08	0.00330137	6.298000000000024e-05	1.08990438769e-05	3.966480400000031e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.1987749167132	-0.3738986325121232	530273.4557902019	0.13980018739443575	937.1317570938264	-4.409947319130879	19.447635357509625	878215.9301537625	748.0101314194283	1.97305847444386	559519.1567061103	3.8929597435747327	772.016714778591	630.1135745187063	0.863426	15.511776	0.05729690000000001	0.0275745	0.0938282882	0.0399655596	0.0387704386	-0.018221127900000002	-0.0104318391	-0.0693086532	-0.0317717495	-0.1328360446	0.014671419299999999	0.0214767004	-0.026054472000000002	0.026787292999999997	0.0331510158	-0.1261428415	0.0822120827	0.030982270899999997	-0.1092316018	0.0910668149	0.0984379598	0.077636807	-0.0353998741	0.038946281	0.1377323966	0.0956908008	-0.1029850908	0.079877705	0.0348952865	0.0228909922	-0.0260802484	-0.0697683968	0.0772472491	-0.0370057525	-0.0032253294	-0.0735076808	-0.0019547810999999997	0.0102400124	0.0953073543	0.042216197999999996	0.0420706007	-0.0417093958	0.24620314350000005	0.09572011470000001	0.0852602157	-0.0565426571	-0.039616272	0.0073871458999999985	0.0209164235	0.1054331988	0.052374089900000004	0.09588459279999999	0.0849809969	-0.0824564121	-0.0057191287	-0.015145415700000001	0.0588107992	-0.0863263985	0.0257842673	0.1017837393	-0.13580066359999998	0.10744536880000001	-0.07115065849999999	0.035126505499999995	-0.0462048488	-0.0192180829	0.0158582213	0.0185368588	-0.10298467689999999	0.033665779300000004	0.0780855805	0.0692997214	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.237675	-0.0007580000000000088	5.745640000000132e-07	0.056489405625	0.0504548	0.022859500000000005	0.00254568684304	0.0005225567402500003	0.194762	0.012566999999999995	0.00015792948899999987	0.037932236643999986	-0.00323215	0.00018415000000000052	3.3911222500000203e-08	1.04467936225e-05	0.000874482	-0.0001484679999999999	7.64718768324e-07	2.204274702399997e-08	0.0033909999999999995	8.96299999999994e-05	1.1498880999999996e-05	8.033536899999891e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
