trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14
0.0329434,0.0230745,-0.0898437,-0.0017837,0.00158657,-0.000647006,0,0,0,0,0,0,0.0010852676,0.00053243255,0.0080718904,3.1815857e-06,2.5172044e-06,4.1861676e-07,0,0,0,0,0,0,-0.0075690994,-0.55165054,-0.069746507,0.033625009,-0.06210339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0506507,0.0656934,-0.00933578,-0.00158724,0.000844321,2.62497e-05,0.0177073,0.0426189,0.08050792,0.00019646,-0.000742249,0.0006732557,0.0025654934,0.0043156228,8.7156788e-05,2.5193308e-06,7.1287795e-07,6.8904675e-10,0.00031354847,0.0018163706,0.0064815252,3.8596532e-08,5.5093358e-07,4.5327324e-07,-0.025566788,-0.11159261,-0.15491433,0.051797734,0.0025974641,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0
0.041147,0.0906998,0.0600943,-0.0017837,0.0014343,-6.12639e-05,-0.0095037,0.0250064,0.06943008,-0.00019646,0.000589979,-8.75136e-05,0.0016930756,0.0082264537,0.0036113249,3.1815857e-06,2.0572165e-06,3.7532654e-09,9.0320314e-05,0.00062532004,0.004820536,3.8596532e-08,3.4807522e-07,7.6586302e-09,0.038221026,-0.066972994,-0.018277198,-0.098384261,-0.014592906,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0
0.0566838,0.0476167,0.016784,-0.0017837,0.00158657,-0.000206318,0.0155368,-0.0430831,-0.0433103,0,0.00015227,-0.0001450541,0.0032130532,0.0022673501,0.00028170266,3.1815857e-06,2.5172044e-06,4.2567117e-08,0.00024139215,0.0018561535,0.0018757821,0,2.3186153e-08,2.1040692e-08,-0.045057371,0.065039591,0.048805189,-0.02288687,-0.018444855,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0
0.0398189,0.123819,0.0168488,-0.00146388,0.00120521,-0.000206318,-0.0168649,0.0762023,6.48e-05,0.00031982,-0.00038136,0,0.0015855448,0.015331145,0.00028388206,2.1429447e-06,1.4525311e-06,4.2567117e-08,0.00028442485,0.0058067905,4.19904e-09,1.0228483e-07,1.4543545e-07,0,-0.0037053814,0.052741391,0.022014321,0.1107592,-0.037588191,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0
0.0465297,0.0146542,-0.0202812,-0.000903334,0.00158657,-0.000206318,0.0067108,-0.1091648,-0.03713,0.000560546,0.00038136,0,0.002165013,0.00021474558,0.00041132707,8.1601232e-07,2.5172044e-06,4.2567117e-08,4.5034837e-05,0.011916954,0.0013786369,3.1421182e-07,1.4543545e-07,0,-0.01637477,0.010821687,-0.0082904737,0.11998165,-0.10669634,108.48149,0.3363319,0.3363319,-28.682539,-0.97995338,-0.97995338,17.789597,1.8664935,1.8664935,-17.516909,-2.4948258,-2.4948258,29.950955,3.0341856,3.0341856
0.046577,0.0824018,0.00399795,-0.000911152,0.00115468,3.12469e-05,4.73e-05,0.0677476,0.02427915,-7.818e-06,-0.00043189,0.0002375649,0.0021694169,0.0067900566,1.5983604e-05,8.3019797e-07,1.3332859e-06,9.7636876e-10,2.23729e-09,0.0045897373,0.00058947712,6.1121124e-11,1.8652897e-07,5.6437082e-08,-0.030788084,-0.0046425601,-0.047634425,-0.099767185,-0.026251504,115.55151,7.6903848,8.0267167,20.567333,-15.006936,-15.986889,22.955556,20.905128,22.771621,-2.5670477,-21.960542,-24.455368,-2.4261506,20.722606,23.756792
0.0213103,0.128058,-0.00673476,-0.000991919,0.00164602,-1.90366e-05,-0.0252667,0.0456562,-0.01073271,-8.0767e-05,0.00049134,-5.02835e-05,0.00045412889,0.016398851,4.5356992e-05,9.839033e-07,2.7093818e-06,3.6239214e-10,0.00063840613,0.0020844886,0.00011519106,6.5233083e-09,2.41415e-07,2.5284304e-09,-0.04616832,0.0029547566,0.036696494,-0.079300216,-0.048534822,88.191391,27.619502,35.309886,65.794931,-30.544549,-45.551485,32.298153,22.101022,43.00615,34.823442,-6.971502,-28.932044,6.1926421,-2.9535262,17.76908
0.00541198,0.0696794,-0.0202886,-0.000428328,0.00158657,-0.000206318,-0.01589832,-0.0583786,-0.01355384,0.000563591,-5.945e-05,-0.0001872814,2.9289528e-05,0.0048552188,0.00041162729,1.8346488e-07,2.5172044e-06,4.2567117e-08,0.00025275658,0.0034080609,0.00018370658,3.1763482e-07,3.5343025e-09,3.5074323e-08,-0.024746045,0.038690962,0.054340651,-0.075228484,-0.12161904,44.445028,40.025651,67.645153,75.630079,-9.8338796,-40.378429,54.750012,-12.263298,9.8377235,38.899543,20.620719,13.649217,44.561144,-6.6208587,-9.5743849
0.0243685,0.0533255,-0.00629869,-0.000531605,0.00140452,-0.000206318,0.01895652,-0.0163539,0.01398991,-0.000103277,-0.00018205,0,0.00059382379,0.002843609,3.9673496e-05,2.8260388e-07,1.9726764e-06,4.2567117e-08,0.00035934965,0.00026745005,0.00019571758,1.0666139e-08,3.3142202e-08,0,-0.054006968,0.0725282,0.027430108,-0.041277471,-0.076198674,8.8427886,33.145954,73.171605,45.823764,26.702826,16.868947,65.886712,-12.953254,-25.216553,54.465244,-9.2055843,11.415135,48.60749,18.802733,12.181875
0.00135568,0.30671,0.0531635,-0.000160853,-0.000625609,-0.000206318,-0.02301282,0.2533845,0.05946219,0.000370752,-0.002030129,0,1.8378683e-06,0.094071024,0.0028263577,2.5873688e-08,3.9138662e-07,4.2567117e-08,0.00052958988,0.064203705,0.003535752,1.3745705e-07,4.1214238e-06,0,0.10428295,-0.014078541,-0.16556436,-0.064653411,-0.020321976,-6.7901624,14.760407,47.906361,9.8089118,34.242936,60.945762,36.922405,26.071087,13.117833,60.500071,-7.0106809,-16.216265,68.064734,-11.654499,7.1482344
