global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
804.8357766370668	n/a	647760.6273549906	n/a	1366.363060643206	n/a	1866948.0134902687	n/a	806.5678910028176	n/a	650551.7627967332	n/a	945.7887985702997	838.8681596840507	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.7045414845422	-15.131235152524596	623633.262841311	228.95427724099602	1284.7215327741578	-81.64152786904809	1650509.4167735812	6665.339072792559	804.3403293791959	-2.227561623621796	646963.3654658332	4.96203078703257	922.2928753034016	774.9473184883722	3.207777	51.257027	0.315930785	0.164793	-0.06605466360000001	-0.024091259700000003	-0.0966100741	-0.024951810499999998	0.2042010209	-0.1350852615	0.0244525485	-0.1217320965	0.1167527229	-0.035058971099999996	0.20568140420000008	-0.0125340744	0.406916441	-0.025205969100000003	0.0902715086	-0.06517890900000001	0.1668276321	-0.0044788017999999995	0.09348856359999999	-0.0392214014	0.16235743960000001	-0.1019847567	0.07791146639999999	-0.09266523509999999	0.0012346224	-0.1137015531	0.0522217482	-0.0526802845	0.1926145085	-0.1027429091	0.0313404783	-0.13371619740000001	0.09165146390000001	-0.1015536622	0.0174575449	-0.0498663793	0.020799480800000002	-0.0474752436	0.079513319	-0.13422264720000002	0.1517857192	-0.021882806499999997	0.0704229896	-0.1590022664	0.2403121795	-0.2943444173	0.5495054089	-0.26771297780000003	0.059677166	-0.0189913977	0.0641585213	-0.1533665701	0.06605332309999999	-0.037068052000000004	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.020033	0.020033	0.00040132108900000013	0.00040132108900000013	9.6285e-05	9.6285e-05	9.270801225e-09	9.270801225e-09	0.119454	0.119454	0.014269258115999996	0.014269258115999996	0.00184203	0.00184203	3.3930745209e-06	3.3930745209e-06	0.00168492	0.00168492	2.838955406399999e-06	2.838955406399999e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.8591826617927	2.1546411772504825	627040.9651658024	4.6424786027033464	1278.5902443477914	-6.131288426366383	1634793.012941345	37.59269776729435	803.8361268081006	-0.5042025710952203	646152.5187618488	0.25422023269903066	919.4784727922687	806.2594742380917	1.8405080000000005	29.409454	0.269535165	0.13459000000000002	-0.1483617529	0.0734982907	-0.0455809953	-0.1614502164	0.08809835710000001	-0.0227844762	0.0400460343	-0.07336528860000001	0.027784173500000002	-0.0096021312	0.0729614925	-0.1021345204	0.2647017543	0.026246344300000002	-0.0136315974	-0.159367709	-0.0351524893	0.0043141496	-0.0412481606	0.1170143349	0.0333472316	-0.065358376	-0.0565207361	-0.049671075099999996	-0.1027343003	0.0583753921	0.0286703248	-0.1231570633	-0.0640492768	0.08837468849999999	-0.0497391075	0.055922624299999994	-0.058690018	-0.1173534551	0.1226794743	0.17498698140000002	-0.06362942889999999	-0.022725504700000003	-0.0117939354	-0.1169987549	-0.045562227999999996	-0.059000175700000004	-0.0309641106	-0.0946892059	-0.0208767468	-0.1516223232	0.271645362	0.1419050198	0.0335723064	-0.21695607449999998	0.0265982151	-0.14388750890000002	0.0022129125	0.1745457731	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0236434	0.0036104	1.3034988159999996e-05	0.0005590103635600001	0.0855678	0.085471515	0.007305379876395224	0.00732184839684	0.202468	0.08301400000000002	0.040993291024000005	0.0068913241960000034	0.00324737	0.00140534	1.0545411916899997e-05	1.9749805156e-06	0.00196758	0.00028266000000000017	7.989667560000008e-08	3.8713710564e-06	-0.000260785	-0.000260785	6.800881622499999e-08	6.800881622499999e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.1526795025003	-4.706503159292423	619609.3408479659	22.15117198842957	1269.486104361424	-9.1041399863675	1611594.9691667443	82.88536489137563	803.301709199101	-0.5344176089996608	645293.6360021969	0.2856021808089144	917.0105505322572	781.5913041530691	1.564049	24.991917	0.29833575	0.132232	-0.0748966152	0.026545439700000003	0.072681043	-0.03016145	0.0105595462	-0.051325919299999995	0.142124061	-0.0555548858	0.012116083400000002	-0.10667614369999999	-0.0015402838	-0.0660288832	0.20314909829999997	-0.08012026929999999	0.007200350400000001	0.1126176021	0.054451571799999994	-0.0686695493	-0.15739295080000001	0.21234372989999997	0.0099607587	0.1307801403	0.1266681087	-0.11983775210000001	-0.06307333379999999	0.07891737900000001	0.013725569299999999	0.0316458622	-0.0361237914	0.053724967	-0.0282019085	-0.1176143427	-0.059734363099999986	-0.0593349256	-0.23825707570000002	0.09651244140000001	-0.040426171000000004	-0.0315328114	0.0591871742	-0.0589456067	-0.0047921558000000005	-0.10601043939999999	-0.022088062400000004	0.0127633472	0.0350857912	-0.12584562929999998	0.12038952119999999	0.275387125	-0.0022537779999999997	0.140290771	0.0405490172	0.0523775496	-0.07670808429999999	0.021587986	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00151465	-0.022128750000000003	0.0004896815765625002	2.2941646225e-06	0.0425578	-0.04301	0.0018498601	0.00181116634084	0.29854	0.09607200000000002	0.08912613160000002	0.009229829184000005	0.00461642	0.0013690500000000006	2.1311333616400005e-05	1.8742979025000012e-06	0.00297113	0.0010035500000000002	1.0071126025000004e-06	8.8276134769e-06	-0.000630685	-0.0003699	1.3682601000000002e-07	3.97763569225e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.8734285517364	-1.279250950763867	617597.0457036612	1.6364829950302575	1259.7973151904496	-9.68878917097436	1587089.275361065	93.87263559959005	802.1030827050365	-1.198626494064456	643369.3552849225	1.4367054722732493	915.2937650004664	765.9641021473975	1.264536	20.206009	0.12583959999999994	0.05718160000000001	-0.042687095599999995	-0.06918279570000001	-0.084116366	-6.124449999999999e-05	-0.059858509000000004	-0.0860800414	0.024048346600000003	0.0022872166	0.08868174949999999	0.0056732082999999996	0.037101315	0.11730964449999999	0.1560256967	0.02921348	0.0408508358	-0.0239246253	0.0225398681	-0.1611337265	-0.050706737300000006	0.0064585392	-0.0960218065	-0.054941690700000004	-0.0597237507	0.015445311000000001	-0.0471186628	0.1405895869	0.0681067286	0.036324107599999995	-0.055383466900000004	-0.0425472322	0.018800206599999997	0.1469781025	0.08053914820000001	-0.0389325719	-0.045408270300000005	0.027100763599999998	-0.1158530826	0.17633608480000001	0.0580172755	-0.030288991	0.0077859411	-0.0322449061	0.11953874800000001	-0.0132775594	0.049256724800000005	-0.058442597199999995	0.0719525615	0.1659457088	-0.14051956869999999	0.05726654990000001	-0.0787049179	0.048227816900000005	0.0669781358	0.0483243346	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0148484	0.013333750000000002	0.00017778888906250004	0.00022047498256000004	0.0480848	0.005527000000000004	3.0547729000000046e-05	0.002312147991040001	0.33723400000000003	0.038694000000000006	0.11372677075600003	0.0014972256360000005	0.00535491	0.0007384899999999996	2.86750611081e-05	5.453674800999993e-07	0.0033091	0.00033796999999999994	1.1422372089999995e-07	1.095014281e-05	-0.0003414480000000001	0.00028923699999999986	8.365804216899995e-08	1.1658673670400007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.530832439079	1.6574038873425252	620204.8120421886	2.7469876457781144	1258.3318093595865	-1.4655058308630942	1583398.9424461706	2.147707340293728	803.3776817512213	1.2745990461847896	645415.6995359666	1.6246027285351754	916.3186872132242	766.9006185371173	1.140168	18.218725	0.062235600000000016	0.0335545	-0.0377034333	-0.0064814329	-0.0193343609	0.0196569041	-0.0068520931000000005	-0.0685268341	-0.06725280110000001	-0.039051699599999996	0.0146407416	0.07375513610000001	0.0747273749	-0.064954435	0.024871259	-0.070692241	-0.13352202929999998	0.040966877799999996	-0.10875042160000001	0.0439967829	-0.1148635859	-0.0374007419	-0.1583023759	-0.09230187279999999	0.1000111214	0.0421170741	0.1000624068	-0.0046165264	-0.0763173774	0.0533211439	-0.0834622637	-0.0084442263	0.1386789792	0.0204947353	0.0592134275	0.1174073794	0.0983825082	0.0405615286	-0.0109985498	-0.0539206547	-0.0162858334	-0.027064647999999997	-0.0098874938	-0.038118391	0.0176914082	-0.07950467230000001	-0.0873217433	-0.018301083500000002	0.0203839642	0.0374891918	0.1156544231	0.0782754783	-0.2068640899	-0.0499766608	0.0116670515	0.055175280599999994	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0184078	0.0035594000000000008	1.2669328360000005e-05	0.0003388471008400001	0.0733271	0.0252423	0.0006371737092900001	0.005376863594410001	0.346398	0.00916399999999995	0.119991574404	8.397889599999909e-05	0.005257199999999999	-9.771000000000084e-05	2.7638151839999987e-05	9.547244100000168e-09	0.00335534	4.623999999999991e-05	2.138137599999992e-09	1.12583065156e-05	0.0	0.0003414480000000001	1.1658673670400007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.2871600897878	-0.2436723492911597	619821.0724422431	0.059376213809072924	1261.2536289224495	2.921819562862993	1590760.7164700478	8.537029557928891	803.6288551277354	0.2511733765140889	645819.3367939147	0.06308806506948826	917.2338400732813	775.4647385637047	1.111059	17.753605	0.1615683	0.0752262	-0.0405282086	0.0811532442	0.0151558399	-0.0180152191	0.0152749048	0.022018222599999998	-0.021846890299999998	-0.0444637171	-0.111446291	0.0079792058	-0.0144424	-0.0342405764	0.0715643285	0.0366661201	0.1378632436	0.0962465808	-0.1418657186	-0.0055628402	-0.085463624	-0.1286999024	-0.0691999839	0.010722632	-0.11960028630000001	-0.0379670023	-0.0339732564	-0.073173133	0.0393088296	0.039240516499999996	-0.0123145597	-0.0745330058	-0.0723545905	0.0083946525	0.026028079500000002	0.0738892858	0.0626076936	-0.0533894396	-0.052860995	-0.0152612498	-0.08509331310000001	-0.024049777799999998	-0.0448907416	-0.0418117834	-0.1177667786	-0.0288888947	-0.08052593400000001	0.028677284	0.0519571338	-0.0123416922	-0.1795896904	0.0574063914	-0.0795157341	0.0040326884000000006	0.013878051	-0.022096096699999998	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.013482299999999996	-0.0049255000000000045	2.426055025000005e-05	0.00018177241328999995	0.0437312	-0.029595900000000012	0.0008759172968100004	0.0019124178534400001	0.406172	0.059774	0.164975693584	0.0035729310759999994	0.00577943	0.0005222300000000011	3.34018111249e-05	2.727241729000012e-07	0.00372638	0.00037104	1.376706816e-07	1.38859079044e-05	-0.000452188	-0.000452188	2.0447398734400003e-07	2.0447398734400003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.8464310622721	-2.4407290275156583	615983.9203511858	5.957158185757531	1263.9515099388645	2.6978810164150677	1597573.4194767356	7.278561978732798	802.6735147833998	-0.955340344335582	644284.7713347367	0.9126751735152282	916.6414376879596	768.4516108874103	0.913569	14.597915	0.14330511999999998	0.0652851	-0.0285059198	0.061857270199999995	0.0200481663	-0.023912740699999997	-0.005980836800000001	-0.0112623926	0.0371219633	-0.0289572471	-0.0680765533	0.011033381200000001	-0.03524859	0.0366989405	0.1007069395	0.017620341799999998	0.0613731666	0.0950199241	-0.0220773836	-0.0389922608	-0.1304194974	-0.0599607657	-0.0261260547	0.0876054835	0.0797624716	0.0300393744	0.1206252987	-0.0549594328	-0.013951661200000002	0.1006543666	0.0417224956	-0.0076936718	0.0724110354	-0.0574752733	-0.13663303	0.10962746529999999	0.0407366891	-0.0099861532	-0.09157497710000001	0.037911374500000004	-0.1107691417	-0.0170390201	-0.0297373076	-0.0148153733	-0.0622379211	0.031630642	0.0150315102	0.0054749861	0.0444466888	0.0414155456	-0.063347011	0.09783889289999999	-0.0010829364	-0.0378841188	0.0034492740000000004	-0.1093029923	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.008429769999999998	-0.021912069999999995	0.0004801388116848998	7.106102225289998e-05	0.08444559999999998	0.040714399999999984	0.0016576623673599984	0.007131059359359997	0.375724	-0.030447999999999975	0.141168524176	0.0009270807039999984	0.00618935	0.0004099199999999994	3.83080534225e-05	1.680344063999995e-07	0.00323908	-0.0004873	2.3746129e-07	1.04916392464e-05	-0.000559581	-0.00010739299999999997	1.1533256448999991e-08	3.1313089556099994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.6582191800572	-0.18821188221488686	615688.5209268187	0.03542371260687043	1261.6035626171124	-2.3479473217521445	1591643.5492081903	5.512856625723069	801.4443252855436	-1.2291894978561686	642313.0065324003	1.5109068216399	915.588652124865	762.7738732977223	1.04833	16.751247	0.13291372	0.073438	-0.0081691508	0.0164125104	-0.024665907799999998	0.0721907834	-0.0188161546	-0.0679554902	0.0420485668	0.037076224399999996	0.0698623721	-0.0801126989	0.030717602599999998	0.0758455537	0.1101614917	0.1329400766	-0.08623135109999999	0.0186579683	-0.08801331849999999	-0.010654801100000002	-0.0558387996	-0.0651092382	-0.0798879714	0.0189756029	0.14299656689999998	-0.0149504328	0.2239772658	0.014282850500000001	0.0296036112	-0.0257770134	-0.0655483438	-0.09164999369999999	0.0237408941	-0.0726679424	0.06876920269999999	0.0635513882	0.040147380499999996	-0.0995624904	0.0136287093	-0.0245817158	-0.1916441189	0.0207729668	0.0617922283	-0.0124956506	0.053744359699999994	0.049173765999999994	0.0564213412	-0.0152875605	0.0456024377	0.1022866537	0.0761111431	-0.014627691299999999	-0.15205311470000002	-0.006353302700000001	-0.0599285707	-0.12410245240000001	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0024586	0.005971169999999998	3.565487116889997e-05	6.0447139600000006e-06	0.101092	0.01664640000000002	0.00027710263296000065	0.010219592464	0.436526	0.06080200000000002	0.19055494867600006	0.0036968832040000033	0.00568694	-0.00050241	3.23412865636e-05	2.524158081e-07	0.00362254	0.00038346	1.4704157159999998e-07	1.31227960516e-05	-0.0004555680000000001	0.00010401299999999991	1.081870416899998e-08	2.0754220262400005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.5849166781012	2.9266974980439504	620290.0009788516	8.565558245056717	1257.6569825154406	-3.9465801016717705	1581701.085669843	15.575494498911562	802.3322762363188	0.8879509507751209	643737.0814905525	0.7884568909824411	913.3268472128584	761.4996582138962	1.2250299999999998	19.574741	0.1224691	0.0566897	-0.0068864878000000004	0.048212482599999995	-0.0607044679	0.0500853684	-0.0153304782	0.0079507097	-0.0392436848	0.0357653868	0.014177526499999999	0.0276670763	0.1016525993	-0.1586374132	-0.0388690218	-0.1190774318	-0.0827432371	-0.045086292400000005	-0.0236733398	0.1601169303	0.105602481	-0.0162378578	-0.0172968498	0.029067887400000002	-4.08528e-05	0.08845832869999999	0.0221423961	0.0149668963	0.0462603737	0.124834944	0.0377621833	-0.0082917626	-0.0010833075	0.0793895362	0.1626239785	-0.0983167658	-0.0056468212	0.127721993	-0.10345340789999999	-0.1022791985	0.081241701	0.0481839348	0.0035103878	-0.0561067961	0.050524398600000006	-0.1347975331	-0.0144952679	-0.12315127390000001	-0.1774977168	-0.020278041599999998	0.0723020943	0.1147318333	-0.06821048889999999	0.0382412206	0.042211392599999994	0.0026529571999999997	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0241353	0.0265939	0.0007072355172099997	0.0005825127060899999	0.0931323	-0.0079597	6.335682409e-05	0.008673625303290002	0.465695	0.029168999999999945	0.216871833025	0.0008508305609999968	0.00642208	0.0007351400000000003	4.12431115264e-05	5.404308196000007e-07	0.00322146	-0.00040107999999999984	1.6086516639999987e-07	1.0377804531600004e-05	-0.000416858	3.8710000000000014e-05	1.4984641000000013e-09	1.7377059216400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
