global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
783.7452781232628	n/a	614256.6609805105	n/a	1350.3671796269684	n/a	1823491.519813693	n/a	804.0876136411771	n/a	646556.8904111629	n/a	943.9362837081096	765.6479929292932	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775.769749743055	-7.975528380207834	601818.704616402	63.60905294350059	1286.4531958880873	-63.91398373888114	1654961.8252106737	4084.997317373963	802.0579761440077	-2.0296374971693467	643296.9970962217	4.11942836991585	929.7088308532076	723.6870055732816	1.805832	29.293169	0.206442622	0.101474	-0.0379565288	0.08922526189999999	-0.095056363	-0.0963953593	-0.2410028166	-0.265242588	0.0031591265999999997	0.0620748583	-0.0248968558	0.1868813685	-0.013980974299999999	0.0123428245	0.0058345251	-0.0341935907	0.0611543903	-0.0084313211	0.0364769945	-0.041545091	0.1584171328	-0.1333566841	0.0469100976	-0.010212781899999999	0.142068427	-0.13106278289999998	0.0722105333	-0.1031177993	0.054891576799999994	-0.083568209	0.0478504608	-0.1228322631	0.055885442199999996	-0.1373939113	0.0468759447	-0.019947479599999998	0.137389263	-0.0758677354	-0.058972490999999995	0.1229620255	-0.1302349597	0.12777962199999998	0.0285687588	0.0792720002	-0.0206864226	-0.1526813484	-0.0061564019	0.0861011775	-0.1461301695	0.077004688	-0.1750384614	0.0403021457	-0.2351428723	0.0094405285	-0.0670767216	0.2995874128	-0.5022915164	0.0600394033	-0.29010102050000003	0.057006915400000004	-0.0640996193	0.0793027451	-0.008304663	0.1128608806	0.1128439341	0.1128156919	0.0	-4.572e-06	-4.572e-06	2.0903184e-11	2.0903184e-11	-0.064756	-0.064756	0.004193339536	0.004193339536	0.06412849999999999	0.06412849999999999	0.004112464512249999	0.004112464512249999	0.000568858	0.000568858	3.2359942416399997e-07	3.2359942416399997e-07	0.0008423159999999999	0.0008423159999999999	7.094962438559996e-07	7.094962438559996e-07	-0.00013989700000000002	-0.00013989700000000002	1.9571170609000005e-08	1.9571170609000005e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.9052789407947	-0.8644708022602572	600478.1913303108	0.7473097679604926	1281.863188786355	-4.590007101732227	1643173.2347655224	21.068165193952268	803.6033696031305	1.5453934591228062	645778.3756375057	2.3882409434995524	927.7831982597197	727.5713559354497	1.276665	20.709332	0.305837697	0.18331	-0.0955500993	0.0706515794	0.0794391039	0.10059695939999999	-0.2275246898	-0.08354763650000001	0.0772449163	-0.081386871	-0.0240275217	0.0097089174	-0.1054270769	-0.046827493899999996	-0.1307758087	0.1830988339	0.0194505743	-0.0505193054	-0.0204690826	-0.0646719396	0.1504576369	-0.1923499093	0.07523280360000001	0.065610666	0.0320942588	-0.1453590041	0.0117729498	0.0190179384	0.1239560583	-0.058806432900000004	-0.0733714017	-0.0015368008	-0.0703792655	0.0184822116	-0.0547829756	-0.0727185404	-0.008029624	-0.0211639681	-0.11045049130000001	-0.0183125753	0.1872124409	-0.0137943945	-0.0718583086	0.018158356	-0.056224218099999994	0.049920056799999994	-0.06895714929999999	0.1771743862	-0.0027283053999999996	-0.015673855900000002	-0.105622945	0.027236523399999997	-0.1550292023	0.1315237622	0.0924835583	0.1426619658	-0.25113270460000003	0.1178076345	0.0403344752	0.0856138238	-0.0208032516	-0.18128051609999998	0.0515914317	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.00613151	0.006136081999999999	3.7651502310724e-05	3.75954148801e-05	0.101731	0.166487	0.027717921169	0.010349196360999995	0.11528600000000006	0.051157500000000064	0.013290861796000012	0.002617089806250007	-8.986929999999997e-05	-0.0006587273	8.076491082489994e-09	4.3392165576528996e-07	0.000198704	-0.0006436119999999997	4.142364065439997e-07	3.9483279616e-08	0.000198906	0.00033880300000000004	1.1478747280900007e-07	3.9563596836e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.2936651228273	-2.611613817967396	596437.5051888498	6.8205267341982365	1262.0914679819425	-19.771720804412556	1592874.8735528146	390.92094356764017	803.3018845024233	-0.3014851007072821	645293.9176451445	0.09089326594848003	924.8561928097928	718.3720343843704	1.437385	23.316435	0.2849673034	0.175926	-0.0694693314	-0.0301652496	-0.14147190199999998	-0.0907591385	0.0251289489	-0.0474436318	0.0174147739	0.0317949679	0.1016936542	0.0943092975	0.0550182898	0.0684243455	-0.0019178125	0.0536884452	-0.033414376600000004	0.1249757354	-0.028506928900000002	0.0087732591	0.020012361	-0.1290878237	0.17117869440000005	-0.072587443	-0.06073736530000001	0.0176332063	-0.0303853587	-0.13068159470000001	-0.0645501124	-0.04445190139999999	-0.1105327717	0.0831091446	-0.0531297039	-0.0366519146	-0.066174364	-0.0682258717	-0.0049189986	0.025007083599999997	0.0125889607	0.0609957344	0.011378371200000001	-0.09631833990000001	-0.0189602006	0.09453009429999999	-0.0541161449	-0.0908501028	0.043151912300000005	-0.010377544399999999	-0.019568348	0.0465980812	-0.05997771740000001	-0.054568142199999996	-0.014231629499999999	0.0804678839	-0.037380721400000004	-0.0102137272	-0.12405881789999999	0.0077570096999999985	-0.08815071109999999	0.04304610440000002	0.042920280199999994	0.09644416189999999	-0.0911207416	0.1127253327	0.1123020954	0.1115978766	0.0	8.162159999999997e-05	-0.0060498884	3.6601149652454556e-05	6.662085586559995e-09	-0.05425880000000001	-0.15598979999999998	0.024332817704040003	0.0029440173774400013	0.102649	-0.012637000000000051	0.010536817201	0.00015969376900000132	0.00119826	0.0012881293	1.4358270276e-06	1.6592770935184896e-06	0.00107005	0.0008713459999999997	7.592438517159997e-07	1.1450070024999998e-06	0.000152569	-4.6337e-05	2.1471175690000003e-09	2.3277299761000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.8654277195302	-0.4282374032970893	595776.2385086535	0.18338727358263388	1267.089290336421	4.997822354478559	1605515.2696852554	24.978228286925603	802.5507660241475	-0.7511184782757709	644087.7320459461	0.5641789684073097	924.9183498259572	719.1885976119701	1.407535	22.832232	0.1502298061	0.0994733	-0.0218259606	0.12254045050000001	0.0412876034	0.0760941735	0.0180340604	-0.039748239500000004	-0.0313162429	-0.012660991699999999	-0.10551069240000001	0.1119293727	-0.0376352191	0.0773757277	-0.1008013316	0.1334167025	0.1019010139	0.0983031402	-0.0883654795	0.059770738399999995	0.1057772413	-0.0563595562	0.0782874093	0.0537595474	0.0941900135	-0.046566108099999996	0.0348484014	-0.0438710047	0.1412262433	-0.0771999391	-0.0632385796	-0.13543621449999999	-0.1342146728	-0.1298270601	0.0225849506	0.06945093150000001	0.0463726491	-0.0033606239	0.0392622324	-0.042636598399999996	-0.0603282468	-0.0174410605	0.1057870122	-0.0275901918	0.068099643	-0.0044324216	-0.0853929983	-0.0002195454	-0.0934246344	0.0455666298	-0.0787160111	-0.0588594603	-0.0075836712	0.0438544659	0.09087422279999999	0.1334908776	-0.053750815300000004	-0.0481703271	0.057725865599999995	-0.0390923229	0.0269713512	-0.12385342769999999	0.0731463913	0.1125898391	0.1117611244	0.1103844485	0.0	3.85105e-05	-4.311109999999997e-05	1.8585669432099967e-09	1.4830586102500005e-09	0.0403233	0.0945821	0.00894577364041	0.00162596852289	0.110576	0.007926999999999991	0.012227051775999998	6.283732899999983e-05	0.000682958	-0.0005153019999999999	4.66431629764e-07	2.6553615120400005e-07	0.00085897	-0.00021107999999999988	4.455476639999995e-08	7.378294609e-07	-7.46009e-05	-0.00022716990000000003	5.160616346601e-08	5.5652942808100004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.8626474909587	-1.0027802285715095	594229.22129677	1.0055681868139292	1263.2670650960924	-3.8222252403286343	1595843.677756495	14.60940578780529	803.1514166398513	0.6006506157037848	645052.1980506	0.3607811621453357	924.0130253388664	713.0077513435649	1.2877809999999998	20.889652	0.1542661855	0.0685013	-0.045088681299999996	-0.015573219899999999	0.084643875	0.036035647999999997	-0.0015775671	0.0134411687	0.0598722108	-0.0644881038	-0.0440595939	-0.0333674223	0.0704848183	-0.054789318600000005	0.0077861141000000016	0.0442803325	0.0420275032	0.0208164511	-0.0137030537	0.1075322214	-0.0209146666	0.0102162639	-0.059167152	0.038686237400000004	0.0441712915	0.0202639645	-0.023621443399999997	0.061339993899999994	0.0177596599	0.0739334903	0.0532179495	0.10725704890000001	-0.0119648458	0.0064273737	0.1176960724	-0.1457432116	-0.0742099447	0.1035893593	-0.0243525225	-0.0587892863	0.0578351869	0.1094403659	-0.1012253459	-0.0298251079	0.185807828	0.0281663615	-0.0526181025	0.030796426000000002	0.0779156264	-0.1010786068	0.0049859121999999995	0.04891200440000002	-0.0161238909	-0.0198628489	-0.0976893658	-0.0757439458	-0.069497049	-0.0495159483	0.0880088018	-0.0045936135	0.1138254615	-0.06620886349999999	-0.023911254700000002	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.0207986	-0.020837110500000002	0.0004341851739892102	0.00043258176196	-0.00935852	-0.04968182	0.0024682832385124003	8.75818965904e-05	0.136953	0.026377	0.018756124209	0.0006957461289999997	0.00113975	0.0004567919999999999	1.2990300625e-06	2.0865893126399992e-07	0.00127064	0.00041167	1.6947218889999995e-07	1.6145260096e-06	-0.000353544	-0.0002789431	7.780925303760999e-08	1.2499335993599999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.4910593595613	0.6284118686025977	595198.4546717381	0.3949014766006085	1259.3337176757414	-3.933347420351083	1585921.412475004	15.47122192918252	803.5970823050191	0.4456656651677804	645768.2706891396	0.19861788510944012	923.6588812798816	708.4484890942848	1.12267	18.211319	0.13776096	0.0711716	0.0019664991	0.0079843511	-0.0441834357	-0.0756061544	0.07767771150000001	-0.0014682523999999999	0.0013330459	0.0230243504	0.0297437652	0.0880826711	0.013522351699999999	-0.033437398300000004	0.0969798416	0.1062082352	-0.0523486485	0.0241366659	-0.0516712596	0.0525367658	0.089687167	0.0914613874	0.0796833746	-0.0187810484	-0.0283084291	0.10914083210000004	-0.06862852650000001	-0.1534409566	0.014700841899999999	0.0103109794	0.0422106053	-0.061317620499999996	0.10107701	-0.0820740485	0.1364135267	0.0281130873	-0.0341140555	-0.056859414299999994	0.1561176322	0.0718262337	-0.0835562974	0.0893077328	-0.035952283599999996	0.0013638114	-0.0834880341	-0.0553531184	0.0342714161	-0.0607652199	-0.0145382336	-0.038963874	-0.0670469421	-0.0316303088	-0.045422493	0.1045145203	0.0467695979	-0.045516521799999994	0.0030014441	-0.0376020263	-0.0170444038	-0.021164019500000002	0.0176954224	0.0327246715	-0.0764957925	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.00764536	0.01315324	0.0001730077224976	5.845152952960001e-05	0.045544	0.05490252	0.0030142867023504	0.0020742559360000003	0.108689	-0.02826399999999998	0.011813298721	0.000798853695999999	0.0016120000000000002	0.0004722500000000002	2.5985440000000006e-06	2.2302006250000025e-07	0.00155393	0.0002832900000000001	8.025322410000004e-08	2.4146984449000003e-06	-0.00028026	7.328400000000001e-05	5.370544656000002e-09	7.85456676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.4187319930702	1.9276726335089047	598176.5349977686	3.7159217819791577	1264.1691064752854	4.8353887995440346	1598123.5297665212	23.3809848427559	804.9108834434123	1.3138011383932735	647881.5302856545	1.7260734312434614	924.0530363452978	715.836545926754	1.28367	20.82296	0.10916272	0.0592631	-0.0495825183	0.040723163	0.1009107309	0.0408934304	-0.0308906859	0.0203292629	-0.0256279892	-0.1107582442	-0.024825492	-0.1142211684	-0.0386928156	0.0211645641	0.1106798999	-0.1497787584	-0.0072165534999999986	-0.1514038168	-0.0235860636	-0.19678533969999998	0.2183820899	-0.0565023329	-0.0320321878	-0.0059493335	-0.0851300274	0.1697691783	-0.0942546433	-0.1008103549	-0.0669207955	0.0516406041	0.0701295991	-0.10280254929999999	-0.033021117	-0.1033070359	-0.0010697417	-0.0085408728	-0.10293894029999999	0.0759935267	0.11790277119999999	-0.08719135289999999	0.017280089499999998	0.0257889887	-0.0007836328999999999	-0.1545075168	-0.1728954718	0.06909660299999999	-0.025989484900000002	0.0822346158	0.0138292265	-0.0958264597	0.069114454	-0.0367024716	0.0309961427	-0.07528278719999999	-0.18864477219999998	-0.1461359099	-0.0645126661	0.1103346403	-0.051875698600000006	-0.0306176017	-0.0701745492	-0.0999806412	-0.0226207179	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.00760889	3.647000000000025e-05	1.3300609000000185e-09	5.78952070321e-05	0.016679099999999995	-0.028864900000000006	0.0008331824520100003	0.00027819237680999984	0.123872	0.015182999999999988	0.015344272384	0.00023052348899999965	0.000887842	-0.0007241580000000001	7.88263416964e-07	5.244048089640002e-07	0.000976521	-0.000577409	3.33401153281e-07	9.53593263441e-07	-0.00028026	0.0	0.0	7.85456676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.4069920443635	-0.011739948706690484	598158.3753431102	0.00013782639563572356	1261.4639267188395	-2.7051797564458866	1591291.2384129139	7.317997514684628	804.9184526178377	0.007569174425384517	647893.7153646942	5.7292401481895045e-05	925.0612697995481	720.4068376149492	1.2906959999999998	20.936939	0.1125689729	0.0592182	-0.0600657113	-0.09219496279999999	-0.0589949229	-0.0788903747	0.0221165499	0.0088015525	0.034271969900000004	-0.0420803066	0.1560958602	-0.026591445699999997	0.0733940364	0.084060656	0.1288610515	0.0159244904	-0.21231656559999998	-0.0566998691	0.0091324336	-0.017536157900000002	-0.012867465900000001	0.052492026399999996	-0.0150219569	0.1852852741	-0.036775721000000004	-0.054192306100000004	-0.1097121149	0.023746466	-0.0834978708	0.0289280829	0.12625150710000002	-0.045084054900000003	0.08768837550000001	-0.0902873392	0.0555392896	-0.012727157099999999	-0.0511285899	0.1028688728	0.0166199248	0.0986458065	0.08651188230000001	-0.0030061879	0.0536899955	0.0800548812	0.0028257767999999997	-0.058377322999999995	0.042350258499999995	-0.0066419140000000005	0.0985480765	0.0401534356	0.0459785941	-0.08094474780000001	0.0721215801	0.1837346633	0.0194608501	-0.0980865079	0.0375613556	-0.0053300941	-0.07151474349999999	0.0647854707	-0.008343553	-0.0069362046	0.0185814985	0.1115978766	0.1078204375	0.1016191316	0.0	-0.0115884	-0.00397951	1.5836499840100007e-05	0.00013429101456000002	-1.52629e-05	-0.016694362899999995	0.00027870175263689623	2.3295611641000003e-10	0.10923599999999999	-0.014635999999999996	0.011932503696000001	0.0002142124959999999	0.00177888	0.000891038	3.1644140544e-06	7.939487174440001e-07	0.00148832	0.0005117990000000001	2.61938216401e-07	2.2150964224e-06	-0.000137915	0.000142345	2.0262099025e-08	1.9020547225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.6106001140573	-0.7963919303061857	596927.1394086038	0.6342401066568125	1268.2847194543708	6.820792735531312	1608546.1296014518	46.52321354107674	803.5021013743242	-1.4163512435135317	645615.6269129547	2.006050845002328	924.7659896697785	718.5629975767523	1.265429	20.527065	0.09450657789999999	0.0601374	-0.0066089884	0.0609574309	-0.0752943219	0.090393827	-0.0006731757	-0.0164302595	-0.0321158545	-0.0393181934	0.0102825269	0.0383550606	0.0256549513	0.1125859561	-0.030940242200000002	0.1139972219	0.050390835700000004	-0.0118340325	-0.0225308889	-0.0478596733	0.0876266409	-0.063689692	0.08415023	-0.0123323563	-0.1105535744	-0.011108453400000001	-0.0609028689	-0.0173931012	0.0094228825	0.0978602306	-0.1574942581	0.15673045119999998	0.06851093679999999	0.0896002268	-0.0567234782	-0.0324744875	-0.0970361381	0.047388562	0.0806357698	0.1432657379	-0.013124128300000001	0.0443102887	-0.0378573946	-0.0299909511	-0.0134620447	0.013297551299999998	-0.059140146500000004	-0.003499875	-0.0443657546	0.1116297711	-0.0135129677	-0.1100361732	0.042353038200000005	0.04995603	0.0111981427	0.0129063627	0.0342881409	0.0485549258	0.0994912008	-0.0365477538	0.0058751736	-0.0154825554	-0.1791059165	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.00763179	0.00395661	1.56547626921e-05	5.824421860410001e-05	0.0541435	0.0541587629	0.002933171598858416	0.00293151859225	0.128236	0.01899999999999999	0.016444471695999996	0.0003609999999999996	0.00148905	-0.00028983000000000004	2.2172699025e-06	8.400142890000002e-08	0.00148692	-1.3999999999999256e-06	1.9599999999997917e-12	2.2109310864e-06	-8.132089999999998e-05	5.659410000000002e-05	3.2028921548100037e-09	6.613088776809997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
