global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
746.6778166517288	n/a	557527.7618797928	n/a	1072.3323164336985	n/a	n/a	1149896.5968680615	796.697402875295	n/a	n/a	634726.7517482401	830.3511252254073	571.5116427652013	n/a	n/a	n/a	n/a	-0.0424506618	-0.0742549971	0.0079651675	0.1872988392	-0.1510308631	-0.0650506715	-0.144818905	-0.0212240355	-0.06459108870000001	-0.0458216405	0.0631832358	-0.061768681799999996	0.1109159199	-0.0774800525	0.0946457383	-0.0072093444	0.0575010954	-0.1099912833	0.0010232242	-0.1102605235	0.1777697402	-0.0679597116	0.0198184135	-0.0226507716	0.052180604699999994	-0.1069454669	0.0711572709	-0.0688360426	0.0727542147	-0.0565510812	0.0273910161	-0.08327517059999999	0.0203003646	-0.09016707630000001	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.08942539999999999	n/a	0.007996902165159999	n/a	-0.243343	n/a	0.05921581564899999	n/a	0.751904	n/a	n/a	0.565359625216	-0.0110384	n/a	0.00012184627456	n/a	-0.00156666	n/a	2.4544235556e-06	n/a	-0.00256758	n/a	n/a	6.5924670563999985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.863795692334	-5.8140209593948375	548879.1637676525	33.802839716282485	1045.337389996981	-26.99492643671738	728.7260533237828	1092730.2589257006	797.223649577639	0.5262467023439967	0.2769355917279311	635565.54744589	829.0667815926003	551.7626379045023	0.963852	25.404577	0.09743520000000004	0.0512918	-0.003174145	-0.0785445566	-0.0577441393	0.11191513550000001	-0.0735650593	0.0749370462	-0.0380438021	0.0097679611	-0.049429205999999996	-0.1129229933	-0.0466284205	-0.047993769299999996	0.0730975215	-0.0034379039000000003	0.0767754838	0.0288836841	0.037791471	-0.1749089241	-0.0582683716	-0.087525547	0.04626995230000002	-0.0669530033	-0.0606466076	-0.0155197058	0.0358992889	-0.1140706422	-0.0685330666	-0.0544697818	0.0288417463	-0.0530072071	0.0135545158	-0.0316858388	0.0066079612	-0.00282071	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0790987	0.010326699999999994	0.006256604341689999	0.00010664073288999988	-0.231597	0.011746000000000006	0.05363717040899999	0.00013796851600000014	0.78671	0.034806000000000004	0.0012114576360000005	0.6189126240999999	-0.0111678	-0.0001294	0.00012471975684	1.674436e-08	-0.0014234600000000005	0.00014319999999999958	2.026238371600001e-06	2.050623999999988e-08	-0.00202905	0.0005385299999999997	2.900145608999997e-07	4.1170439025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.9885905943266	-2.8752050980073136	544627.1598474006	8.266804355607245	1024.0577668375481	-21.279623159432962	452.8223618074755	1048694.309820306	795.0981404479988	-2.125509129640136	4.517789060183569	632181.0529438657	824.9587078541517	553.8234973045243	0.791809	20.869993	0.2409487999999999	0.150848	-0.0297874214	-0.0717168946	-0.0573612414	-0.011970959599999999	-0.0111962329	0.0978587851	-0.0329730894	-0.0523145712	-0.044584463399999996	-0.0589270793	-0.08497107970000001	-0.0048483998	-0.011849803300000001	0.0103032016	0.0375240141	-0.09338852140000001	-0.0208569789	-0.1071602559	-0.0423287195	0.0203980499	0.0157200876	-0.0626717951	0.1084868602	0.006970726500000001	0.0605990312	-0.0414177584	-0.0856651892	0.0147395564	-0.047462271699999996	0.0025849766	0.0085750956	-0.0640997129	-0.0157789042	-0.0855606547	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0609369	0.018161799999999992	0.00371330578161	0.0003298509792399997	-0.187521	0.044075999999999976	0.035164125441	0.0019426937759999977	0.7945109999999999	0.007800999999999836	6.0855600999997435e-05	0.6312477291209998	-0.0137337	-0.002565900000000001	0.00018861451569000004	6.583842810000006e-06	-0.00216058	-0.0007371199999999995	4.6681059364e-06	5.433458943999993e-07	-0.00214423	-0.00011517999999999988	1.3266432399999975e-08	4.5977222929e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.6763971990042	-2.3121933953224243	541219.761395707	5.346238297372642	1019.6153624307665	-4.442404406781633	19.73495691339288	1039615.4873048231	796.3846592742618	1.2865188262629772	1.6551306903290686	634228.5255273822	824.9890025258591	537.2088136932621	0.730577	19.256084	0.35299020000000003	0.206973	0.0166506949	-0.042195538	-0.04841231309999999	-0.0398546845	0.0045257210999999995	0.0161122824	-0.0282011866	-0.0227298556	-0.0438938154	-0.059447805	-0.0615207103	0.015595878899999999	0.0130835168	-0.0416318186	-0.0318423723	-0.0848642954	-0.012108351399999998	-0.0579867355	0.014601953700000003	0.0157948779	-0.0472556855	-0.0367257075	0.017974696999999998	-0.0054905189000000005	0.06108238150000001	-0.0182912636	-0.0505062113	0.072289964	-0.0303799795	0.0576161988	-0.035693531800000004	-0.0802490321	-0.0453158101	-0.0154181614	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0419737	0.01896320000000001	0.0017617914916899997	0.00035960295424000027	-0.26766100000000004	-0.08014000000000003	0.07164241092100003	0.0064224196000000075	0.733614	-0.060896999999999875	0.0037084446089999845	0.5381895009959999	-0.0107031	0.0030306000000000013	0.00011455634961	9.184536360000007e-06	-0.00250984	-0.00034926000000000016	6.2992968256000015e-06	1.219825476000001e-07	-0.00166429	0.0004799400000000001	2.303424036000001e-07	2.7698612041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.7333539255452	0.05695672654098871	541303.5680785315	0.003244068698264968	1018.0919683402554	-1.5233940905110332	2.320729555003937	1036511.2559989357	795.3236494023747	-1.0610098718871086	1.1257419482418989	632539.7072987114	824.6737806539978	542.2489029634406	0.648664	17.097054999999994	0.2084558	0.129711	-0.0023473361	-0.058623202699999995	-0.0405189893	-0.032388221099999996	-0.0029491746000000004	0.0319635909	-0.0023763920999999998	-0.0544498697	-0.0477444638	-0.06871862599999999	-0.0510405112	0.050582887	0.013570727900000001	-0.0316358239	-0.074696428	0.0127982321	0.0033709014	-0.0270943069	0.0762166679	0.042330400899999995	0.0315374429	-0.0310674877	0.0352024723	0.0075486531	0.0872750457	-0.0344087058	-0.0401579414	0.0548416799	0.047771989	0.0655567817	0.0062263478	-0.026886253	-0.0390800597	0.0078270173	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.038036900000000005	0.0039367999999999894	0.0014468057616100006	1.5498394239999922e-05	-0.163661	0.10400000000000004	0.026784922921	0.010816000000000008	0.744348	0.01073400000000002	0.00011521875600000047	0.554053945104	-0.0119785	-0.0012753999999999995	0.00014348446224999998	1.6266451599999987e-06	-0.00232699	0.00018285000000000005	5.4148824601000015e-06	3.3434122500000014e-08	-0.00132684	0.00033745	1.138725025e-07	1.7605043856e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.3304880824737	0.5971341569285187	542182.5876797739	0.3565692013707328	1018.2934850576503	0.20151671739483845	0.04060898738959119	1036921.621710855	795.0326701064058	-0.2909792959688957	0.08466895068255421	632076.9465365211	824.0638866819415	536.8978698218551	0.68021	17.928528	0.13508794999999998	0.0817245	0.029951815899999998	-0.059062103899999996	-0.046231239699999996	-0.0149076018	-0.0133057956	0.060436764299999994	0.0225715922	-0.08435665449999999	-0.0503218044	0.0044297636	-0.0014628923	0.0787629404	-0.022653130499999997	0.0390089555	-0.0104095584	0.0407013981	0.0239068222	0.0410313805	0.0599139341	0.029498309700000006	0.023200796800000003	-0.0390570273	0.056413054800000015	0.024775174599999998	0.0935309857	0.0048955145	-0.0109799803	-0.0110486371	0.0369842949	-0.009331222	0.0823863026	0.0706407734	-0.0433758933	0.0293007235	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0352969	0.0027400000000000068	0.00124587114961	7.5076000000000355e-06	-0.179244	-0.015583000000000012	0.032128411536000004	0.0002428298890000004	0.712453	-0.031895000000000014	0.0010172910250000004	0.507589277209	-0.0108101	0.0011684000000000002	0.00011685826200999997	1.36515856e-06	-0.00224697	8.002000000000009e-05	5.0488741809000005e-06	6.4032004000000146e-09	-0.0008778609999999999	0.0004489790000000001	2.0158214244100002e-07	7.706399353209999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.415355187639	0.08486710516524454	542307.5753561364	0.007202425539128677	1020.1944293029933	1.9009442453429983	3.613589023902661	1040796.67358086	793.4293268719098	-1.6033432344960374	2.570709527604216	629530.0967404118	822.1444491074977	541.4322288790398	0.616788	16.256891	0.14637555000000002	0.08977819999999999	0.004564475300000001	-0.0509116954	-0.0291555217	-0.0521260016	-0.0098672819	0.0012444484	-0.0678032524	-0.1422589763	-0.08088630349999999	0.05636256150000001	0.0130685457	-0.007718106800000002	-0.0286420824	0.0717184761	0.0091411687	0.0176097212	0.04356879599999999	0.036565255299999995	-0.0483839689	0.0409503163	-0.0275611463	-0.014037315900000001	-0.1041510258	0.029602610699999997	0.14644581199999998	0.06086413070000001	0.0257103966	-0.0031925733000000003	-0.0659641855	-0.08206468019999999	0.07778656469999999	-0.0119766018	0.0005384701	0.011241713600000001	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.034861800000000005	0.0004350999999999938	0.0012153450992400006	1.8931200999999466e-07	-0.258671	-0.07942699999999997	0.066910686241	0.006308648328999996	0.7126279999999999	0.00017499999999992522	3.062499999997382e-08	0.5078386663839999	-0.010343	0.00046709999999999807	0.00010697764900000002	2.181824099999982e-07	-0.00269197	-0.0004450000000000001	7.2467024809e-06	1.9802500000000008e-07	-0.00129253	-0.0004146690000000002	1.7195037956100016e-07	1.6706338009000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.1957145090822	0.7803593214432567	543457.5214905563	0.60896067056338	1018.6343465186425	-1.5600827843508114	2.4338582940277798	1037615.9319074618	795.4154971354318	1.9861702635220129	3.944872315699101	632685.8130832061	824.3927172212287	536.4116943543047	0.622571	16.409326999999998	0.19996125000000006	0.119341	0.0436817803	-0.042367081699999996	-0.036556805299999995	-0.0586738255	0.0212152088	-0.038082122999999996	-0.10263282800000001	-0.08995950650000001	-0.0685835581	0.0015149095999999998	0.0803900354	-0.0082107278	-0.0432715064	0.026889441400000002	-0.0708162112	-0.0151061238	-0.0083036551	-0.0153346459	-0.052957544800000006	0.011778159299999999	0.051049735199999995	-0.0049249461999999996	-0.0668521729	0.017032435	0.1083259211	0.0251882048	0.07919078980000001	0.0749910541	0.006504595500000001	-0.044769165	-0.0021800473999999998	-0.0095508486	-0.0051805663	-0.0168438175	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0607506	-0.02588879999999999	0.0036906354003599993	0.0006702299654399995	-0.148137	0.110534	0.021944570769	0.012217765155999998	0.678635	-0.03399299999999994	0.0011555240489999961	0.460545463225	-0.0105055	-0.00016249999999999945	0.00011036553025	2.6406249999999817e-08	-0.00270571	-1.3739999999999933e-05	7.3208666041e-06	1.8878759999999812e-10	-0.0008778609999999999	0.0004146690000000002	1.7195037956100016e-07	7.706399353209999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.2090342862513	1.0133197771690448	544952.5783018396	1.0268169708019226	1019.6574730990652	1.0231265804227403	1.0467879995675304	1039701.3624467708	794.9782593437449	-0.4372377916869255	0.1911768864792592	631990.4328292104	824.4194558592368	546.1496648494027	0.70187	18.499422	0.19197775000000009	0.109549	0.0076019502000000015	-0.052729651100000004	-0.0074178867	-0.043653758	0.0016724004	-0.008012641899999999	-0.046943678899999994	-0.11354024970000001	-0.0832940003	0.0021881979999999997	0.1386203709	-0.0371948742	-0.037888361	-0.08801215220000001	-0.0375132223	0.0555001544	-0.006090744	0.0760111344	0.0115594651	0.0141142955	0.011945972	0.0710764131	-0.028647830099999997	0.0337698001	0.1225949709	0.0025987138	0.10772432230000001	-0.0072669848	0.0861974626	-0.06403786019999999	-0.053402748099999994	0.0759117557	0.0373867134	0.010754081399999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.035044300000000014	0.025706299999999987	0.0012281029624900007	0.0006608138596899992	-0.239772	-0.09163500000000001	0.05749061198399999	0.008396973224999998	0.678936	0.0003009999999999957	9.060099999999742e-08	0.460954092096	-0.00958597	0.0009195300000000015	9.18908208409e-05	8.455354209000032e-07	-0.00244795	0.0002577600000000001	5.9924592025e-06	6.644021760000006e-08	-0.00118728	-0.0003094190000000001	9.574011756100007e-08	1.4096337984e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.4812988105315	0.2722645242802173	545354.6286928896	0.07412797118153304	1023.6764213005948	4.018948201529612	16.15194464657809	1047913.4155267928	796.3377595625333	1.3595002187884122	1.84824084488574	634153.827305075	824.6656770002793	538.6353148092146	0.739987	19.504084	0.06747240000000004	0.0365684	0.0551157047	-0.0581139967	-0.0314246152	-0.0198997183	-0.042946868	0.0429594617	0.0390481455	-0.0391253633	-0.0637392811	-0.0254023673	0.0422432121	-0.1280948357	-0.0458547367	0.0407729809	0.046518585300000005	0.0596728269	-0.0034393777	0.0608927191	-0.0184093665	0.0504085237	-0.0108205097	-0.0399454565	-0.0773378571	0.0262614424	0.0638300069	-0.030071630099999996	-0.0071788606000000015	-0.0609396216	-0.0442195992	-0.1490278693	-0.0500019263	0.05640070780000001	0.024580484700000002	0.0073982099	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.0352293	-0.00018499999999999078	0.0012411035784900002	3.422499999999657e-08	-0.21425	0.02552199999999999	0.0459030625	0.0006513724839999995	0.678859	-7.699999999999374e-05	5.928999999999036e-09	0.460849541881	-0.009932570000000005	-0.00034660000000000593	9.86559468049001e-05	1.201315600000041e-07	-0.00221267	0.00023528000000000004	4.895908528899998e-06	5.535667840000002e-08	-0.000935392	0.00025188799999999997	6.344756454400001e-08	8.74958193664e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
