global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
746.5948033034866	n/a	557403.8003197719	n/a	1090.053697435685	n/a	n/a	1188217.063293208	804.3313894233191	n/a	n/a	646948.9840116471	838.9742149737201	563.2354608703047	n/a	n/a	n/a	n/a	-0.043210469	-0.0097349765	-0.1584930364	0.0886265381	-0.11562329390000001	0.0547370317	-0.038170981	-0.11554802609999999	-0.057573457599999996	0.1409962821	-0.031705909	0.0022537283	-0.1568899519	0.0165503122	-0.0474366927	0.1023766214	-0.1048697813	-0.0981520353	-0.053028490899999996	0.1503086625	-0.0073304786	0.0505005101	-0.0014123597	0.0209403545	-0.0422664341	0.190639776	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.174784	n/a	0.030549446656	n/a	-0.0414648	n/a	0.0017193296390400005	n/a	-0.230925	n/a	n/a	0.053326355625	0.000761906	n/a	5.80500752836e-07	n/a	0.00441976	n/a	1.95342784576e-05	n/a	-0.00112009	n/a	n/a	1.2546016081e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.5385106869462	-6.056292616540418	548397.2858104403	36.67868025716197	1052.5638436273919	-37.48985380829322	1405.4891385671976	1107890.6449116687	800.3382730093439	-3.9931164139752586	15.944978695558625	640541.3512435791	831.0457743358586	551.193971349061	0.968658	23.828037	0.27134260000000004	0.16062	-0.0074852834999999986	-0.0091737285	-0.07952135540000001	-0.032224779	-0.0081829515	0.019046688	-0.0781721196	-0.0451425527	-0.015350143600000001	0.13798631	-0.1133615198	0.033312806	-0.1592501388	-0.0159179176	0.037355755299999995	0.0405521494	-0.0285978634	-0.047705352300000003	0.0021037421	0.1445124308	0.11593522070000001	0.0535593375	-0.0337656296	-0.06819281599999999	-0.0004544816000000001	0.1062093667	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.16631500000000002	0.008468999999999977	0.027660679225000002	7.172396099999959e-05	-0.0174615	0.024003299999999998	0.0003049039822500001	0.0005761584108900001	-0.14211	0.08881499999999999	0.007888104225000001	0.020195252099999998	-0.00124898	-0.002010886	1.5599510404e-06	4.043662504996e-06	0.0036275	-0.0007922600000000004	1.3158756249999995e-05	6.276759076000004e-07	-0.00131805	-0.00019796000000000006	3.9188161600000025e-08	1.7372558025000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.1036156277394	-6.434895059206838	538908.1184777197	41.40787442300457	1032.4392824374795	-20.12456118991236	404.9979630865266	1065930.8719200178	798.2874784078682	-2.0507946014756726	4.205758497441764	637262.8981827927	827.9175990748331	534.0505212300893	0.8791419999999999	21.62602	0.2160389	0.10293599999999999	0.009174264100000001	0.0080858797	-0.0265274822	-0.092579849	0.029082184700000006	-0.0099853941	-0.1689191419	0.0022308009	0.0028158076000000002	0.14515141269999998	-0.1562016083	0.0159365734	-0.133209217	-0.011430778700000001	0.0170776016	0.0520887103	0.0744488969	-0.0193094815	0.0369919847	0.1286035439	0.15388347289999998	0.0362117913	-0.0800901906	-0.0849542707	-0.0632561276	0.0145407312	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.149647	0.016668000000000016	0.022394224608999997	0.0002778222240000005	0.053447400000000006	0.07090890000000001	0.0028566245667600012	0.005028072099210002	-0.104171	0.03793899999999999	0.001439367720999999	0.010851597241	-0.00163515	-0.00038616999999999986	2.6737155225e-06	1.4912726889999993e-07	0.00286834	-0.0007591599999999996	8.2273743556e-06	5.763239055999994e-07	-0.00065292	0.0006651300000000001	4.423979169000002e-07	4.263045264e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.1690031346285	-2.9346124931108766	534608.1111448864	8.611950484722431	1020.2717065391837	-12.167575898295805	148.04990324078906	1040954.3551643782	797.7336448992502	-0.5538335086180268	0.306731555268154	636378.968204243	826.7966398141538	521.3006159862257	0.73736	18.138321	0.11624034	0.0668086	0.012018720200000001	0.0167380703	0.0022161835	-0.1068285221	0.0629441886	-0.0176648638	-0.1462746458	0.0086225839	-0.0003163361	0.1401283181	-0.1870102652	0.0349904941	-0.09817943929999999	-0.028326797400000006	-0.0533600569	0.027288815499999997	0.0654822853	-0.0110364129	0.0319557894	0.1140211994	0.1602079829	0.0552088667	-0.0866631085	-0.0800350423	-0.1271942289	-0.0105668795	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.140056	0.009591000000000016	0.019615683136	9.198728100000031e-05	0.00207316	-0.051374240000000015	4.297992385600002e-06	0.0026393125355776014	-0.0659974	0.0381736	0.0014572237369599999	0.004355656806759999	-0.00186074	-0.0002255900000000001	3.462353347600001e-06	5.0890848100000055e-08	0.00293724	6.889999999999978e-05	8.627378817599999e-06	4.7472099999999704e-09	-0.00070046	-4.754e-05	2.2600515999999995e-09	4.906442116e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.6116444513233	-0.5573586833052104	533793.3750078669	0.31064870185571786	1016.1235765458266	-4.148129993357088	17.206982441788675	1032507.1228122823	798.1946237482387	0.460978848988475	0.2125014992147392	637114.6573805923	826.6716915565847	514.9305427433944	0.724812	17.829651000000005	0.07847495999999997	0.0362734	0.0109746452	0.0253270277	0.0079965532	-0.1059289041	0.0448412938	-0.035705330099999995	-0.0753280823	-0.005423420500000001	0.0152287879	0.1324179316	-0.1578241416	0.006002139300000001	-0.0594363846	-0.0761328176	-0.0792660673	0.058003300599999995	-0.0073417737	-0.019731173600000002	0.0357797064	0.11603358050000001	0.1448667427	0.06206416150000001	0.0240966171	-0.037975795	-0.0754268033	0.040869319700000004	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.157387	-0.017331000000000013	0.024770667769	0.00030036356100000047	0.00615467	0.00408151	3.78799628089e-05	1.66587238801e-05	-0.0870075	-0.021010100000000004	0.00044142430201000017	0.0075703050562500014	-0.00156015	0.00030059000000000016	2.4340680225e-06	9.035434810000006e-08	0.00321251	0.0002752700000000002	1.03202205001e-05	7.577357290000012e-08	-0.000555273	0.00014518699999999996	2.1079264968999992e-08	3.08328104529e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.6801764775162	2.068532026192884	536820.2410031243	4.278824743385637	1015.6966440581673	-0.4269324876593146	0.1822713490189708	1031639.6727510234	796.9249796473523	-1.269644100886353	1.611996142915516	635089.4231859329	824.9947393626543	513.449724230904	0.767169	18.871592	0.17365878999999998	0.0907722	0.0158619352	0.0299555025	0.0422659986	-0.1055547017	-0.0062583062	0.09664623	0.033834171600000004	0.0438409872	0.0553844405	0.057950019299999996	-0.1346218066	-0.076923447	0.0403527349	0.0108724775	-0.0704157086	0.070102478	0.057311049100000004	0.0029881866999999997	0.0906117949	0.045283911399999995	0.1285629119	-0.052330386	-0.0045465181	-0.0196133533	0.0448602079	-0.0036062281	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.11162	0.04576699999999999	0.012459024400000004	0.0020946182889999988	0.0398859	0.03373123	0.0015908850188100002	0.0011377958773129	-0.0821307	0.004876800000000001	2.3783178240000005e-05	0.00674545188249	-0.00156015	0.0	2.4340680225e-06	0.0	0.00195365	-0.00125886	3.8167483224999984e-06	1.5847284996000004e-06	-2.84578e-05	0.0005268152	2.7753425495103996e-07	8.0984638084e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.7530119672258	1.0728354897096324	538393.4825709758	1.1509759879805068	1024.8068439122517	9.110199854084383	82.99574138135915	1050229.0673293902	796.6451955021083	-0.27978414524397976	0.07827916792990436	634643.5675165924	825.5769732175235	520.6979688405205	0.710054	17.466621	0.19740544	0.126958	0.0019276273999999998	0.0362601421	0.0363588619	-0.0730854957	-0.027468852599999996	0.1099472357	0.0481549686	0.06356435269999999	0.0731817688	0.0070544225	-0.0507921229	-0.106320653	0.0016795248	-0.0070956166	-0.1417013777	-0.0227277364	0.0787477951	0.022995541499999998	0.1058279099	-0.0096342838	0.0475455383	-0.1117743849	-0.0312814406	-0.048766188099999996	-0.0188191461	-0.006933785400000001	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0993971	0.012222900000000007	0.00987978348841	0.00014939928441000025	-0.0724708	-0.1123567	0.005252016852640001	0.01262402803489	-0.0941845	-0.012053800000000005	0.00014529409444000009	0.008870720040250002	-0.000712915	0.000847235	5.082477972249999e-07	7.17807145225e-07	0.00193367	-1.9979999999999954e-05	3.7390796689e-06	3.992003999999982e-10	0.000319768	0.0003482258	1.2126120778564005e-07	1.02251573824e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.121272972603	2.3682610053772346	541874.5285228054	5.608660189590392	1029.3267210218373	4.519877109585651	20.429289085756327	1059513.4986095673	796.3423502127517	-0.3028452893565827	0.09171526928547233	634161.1387423689	826.4492157320205	532.6745363236686	0.640868	15.764721	0.057239049999999986	0.0279353	-0.010376185100000001	0.026347457999999997	0.0184415186	-0.0589258954	-0.0195635626	-0.016861908999999998	-0.0369156724	0.0864874293	0.1145065321	-0.023647602599999998	0.0101864817	-0.0918266103	-0.014587515300000001	-0.010928711	-0.1653910622	-0.0872785415	-0.001675627	0.027978290899999998	0.13920335150000002	-0.046046714800000006	-0.0090284362	-0.08732270449999999	-0.0345495706	-0.0339034032	-0.131866718	-0.011347288600000002	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.098895	0.0005020999999999914	0.009780221025	2.521044099999914e-07	-0.0603025	0.012168300000000009	0.00363639150625	0.00014806752489000016	-0.109197	-0.015012499999999996	0.00022537515624999996	0.011923984809	-0.000476161	0.00023675399999999996	2.26729297921e-07	5.6052456515999975e-08	0.00167576	-0.0002579099999999999	2.8081715776e-06	6.651756809999994e-08	0.000223309	-9.6459e-05	9.304338680999998e-09	4.9866909481000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.0422792928825	1.921006320279503	544706.4060238332	3.690265282553795	1043.5861951316956	14.259474109858274	203.33260188971843	1089072.1466694495	797.5177974710182	1.1754472582664448	1.3816762569661023	636034.637283024	826.9948052481177	534.6206197032301	0.753599	18.537798	0.07111562500000003	0.032719099999999994	-0.017371629	0.0304181431	-0.0152829548	-0.0180718972	-0.1164502065	-0.09482456439999999	0.036411735699999996	0.0585355538	0.0963988489	-0.0268777789	0.0590418035	-0.0690318592	-0.0059673289	-0.0672409026	-0.0063412754000000005	0.0098312999	-0.11715838210000001	0.0171249957	0.1065829062	-0.0343668727	-0.0305464943	-0.0276950692	0.0813327556	0.0114073844	-0.012783231	0.08907193	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0912153	0.007679700000000011	0.008320230954090001	5.8977792090000186e-05	-0.062891	-0.0025885000000000075	0.0039552778810000005	6.700332250000039e-06	-0.08024689999999997	0.028950100000000038	0.000838108290010002	0.006439564959609996	-0.000225576	0.000250585	5.088453177599999e-08	6.2792842225e-08	0.00147057	-0.00020519000000000006	2.1625761249e-06	4.210293610000002e-08	4.11375e-05	-0.0001821715	3.3186455412250015e-08	1.69229390625e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.6949543081461	1.652675015263526	547148.6254289303	2.731334706076296	1039.2730413588197	-4.313153772875921	18.603295468473803	1080088.454495211	800.4334459850483	2.9156485140300674	8.50100625736574	640693.701451499	829.4126165955824	532.761021126892	0.769004	18.916733	0.251472025	0.160554	-0.0047555491	0.0234643352	-0.0008248707	-0.0498085636	-0.09701477539999999	0.0169193582	0.0727946188	-0.0118926404	0.06284537330000001	0.0239053808	0.0892843874	-0.0658209063	-0.0268208758	-0.013780792	0.1015794335	0.1265615307	-0.0174265385	-0.0261516029	0.0697748749	0.0097174839	-0.063643663	-0.0239246333	0.0440707671	-0.0346464086	0.1567793325	0.0845268638	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.08798029999999997	0.003235000000000029	0.007740533188089995	1.046522500000019e-05	-0.0478695	0.0150215	0.0022914890302500003	0.00022564546224999998	-0.15816	-0.07791310000000003	0.006070451151610004	0.0250145856	0.00205881	0.0022843860000000002	4.2386986161e-06	5.2184193969959984e-06	0.0016026	0.00013203	2.56832676e-06	1.74319209e-08	-0.000648495	-0.0006896325	4.7559298505625e-07	4.20545765025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
