global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
755.2846328695714	n/a	570454.8766489233	n/a	1082.38232479709	n/a	n/a	1171551.4970331532	809.4918982088568	n/a	n/a	655277.1332657782	844.3447700532213	549.0328615151755	n/a	n/a	n/a	n/a	-0.0446331813	-0.0043544290999999995	0.07448079690000001	0.1005623974	0.11200596089999999	-0.006887814599999999	0.0156935044	0.0302958904	-0.013621413600000002	0.0117049505	-0.055156631799999994	0.0530212322	-0.0060636406000000006	-0.0185782089	0.045079957000000004	0.061596093899999996	-0.028233474900000007	0.0959686174	0.11250323	0.1124865505	0.11245875300000001	0.015867700000000002	n/a	0.0002517839032900001	n/a	-0.124933	n/a	0.015608254488999997	n/a	-0.24937	n/a	n/a	0.06218539689999999	0.00472443	n/a	2.23202388249e-05	n/a	0.000451846	n/a	2.04164807716e-07	n/a	-0.00137724	n/a	n/a	1.8967900176e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.3116295807632	-0.9730032888081724	568986.0345207866	0.9467354000315196	1057.3996963784348	-24.98262841865517	624.1317227045968	1118094.117901206	808.8135630362151	-0.6783351726417095	0.4601386064428578	654179.3797513375	841.3574267838711	559.2264111657302	0.8748209999999998	22.703026	0.22347960000000006	0.132241	-0.0356047757	0.012820743700000001	0.028567816800000007	0.08694372289999999	0.057083934100000004	-0.030446014100000002	0.018511998	0.0178578998	0.005963647900000001	-0.029213625099999998	-0.0181772482	0.0738090073	0.015963262	-0.026283223300000002	0.0131662355	0.0198133453	-0.0049808405	0.0801722609	0.11245875300000001	0.1123086861	0.11205872300000001	0.0396774	0.0238097	0.0015742960707599998	0.00056690181409	-0.08600199999999998	0.038931000000000014	0.0073963440039999965	0.0015156227610000005	-0.205302	0.044068	0.001941988624	0.042148911204	0.00280025	-0.00192418	7.841400062499999e-06	3.7024686724000007e-06	0.000451846	0.0	2.04164807716e-07	0.0	-0.000968002	0.00040923800000000014	1.6747574064400012e-07	9.370278720040001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.7501214397322	-3.5615081410310268	563625.7448417726	12.684340238630279	1052.9425984809814	-4.457097897453423	19.86572166748372	1108688.1156958812	809.8601908166258	1.046627780410745	1.0954297107275224	655873.5286695416	841.4286937836508	544.9204797517068	0.851707	22.103195	0.21278885	0.12675699999999998	-0.037507582000000005	-0.0001898494	0.0003817278	0.0487713355	0.0645795651	0.0026587702	-0.0016538544	0.0555713993	0.0366376314	0.0119904449	0.0294740715	-0.0372039236	0.016013636799999998	-0.005264160699999999	0.0494848644	-0.0760177278	0.0420510309	0.0591542283	0.1123698164	0.11195323859999999	0.1112600859	0.01908	-0.0205974	0.0003640464	0.00042425288676000014	-0.170559	-0.08455700000000001	0.029090372481	0.0071498862490000014	-0.200167	0.005134999999999973	2.6368224999999727e-05	0.040066827889000005	0.00444787	0.0016476199999999998	1.9783547536899995e-05	2.7146516643999995e-06	0.0008542149999999999	0.0004023689999999999	7.296832662249997e-07	1.619008121609999e-07	-0.000968002	0.0	0.0	9.370278720040001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.3687451775678	-1.3813762621643946	561553.5162490025	1.9082003776712744	1038.222826117343	-14.719772363638413	216.6716984373332	1077906.6366710826	809.4337730320752	-0.4264177845506083	0.181832126981049	655183.032924941	839.9330830319074	537.4175923641741	0.716422	18.592314	0.16641045999999998	0.08438869999999997	-0.0477917136	0.0046083768	-0.021181488	0.011653812	0.0209344328	0.0030810958	0.0073809296999999986	0.0294236693	0.0242095322	0.027113923300000002	0.0092789024	0.0247655805	0.003851974	-0.0049167635	0.0347025995	-0.0505196236	0.0371246492	-0.010661678	0.11223645550000001	0.1114207701	0.1100656827	0.00652714	-0.01255286	4.26035565796e-05	0.00015757429417959998	-0.112804	0.05775499999999999	0.012724742416	0.0033356400249999986	-0.159645	0.040522	0.001642032484	0.025486526025000004	0.00393248	-0.0005153899999999994	1.54643989504e-05	2.656268520999992e-07	0.000440894	-0.0004133209999999999	1.9438751923599998e-07	1.708342490409999e-07	-0.0007851009999999999	0.00018290100000000007	3.345277580100003e-08	6.163835802009996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.0169430370705	-0.3518021404972842	561026.3809565981	0.12376474605847088	1028.4128526109614	-9.809973506381539	96.2355801959077	1057632.9954154151	809.4104230684703	-0.023349963604914592	0.0005452208003508362	655145.2329718801	837.8929539753066	529.7761526973275	0.762077	19.777155	0.230149955	0.0930314	-0.0427115342	-0.006944896	-0.0447892722	-0.0294643504	0.0016818987	-3.7695e-06	-0.0008459344	0.0470018436	0.0826439183	-0.027628242999999997	0.1145931971	0.09730122109999999	0.017649636200000002	-0.0036076007	0.0193844478	0.003970571599999999	0.0749860771	-0.0859092683	0.11205872300000001	0.1107121224	0.1084797619	0.035435900000000006	0.028908760000000006	0.0012557030088100006	0.0008357164047376003	-0.14591800000000002	-0.03311400000000002	0.02129206272400001	0.0010965369960000012	-0.203216	-0.043571	0.001898432041	0.041296742656	0.00285962	-0.0010728600000000006	8.177426544399996e-06	1.1510285796000014e-06	-0.000181216	-0.0006221099999999999	3.2839238656e-08	3.870208520999999e-07	1.10529e-05	0.0007961538999999997	6.338610324852098e-07	1.2216659840999995e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.5964666703568	4.579523633286271	567907.6345780462	20.97203670782749	1033.5578090065023	5.144956395540929	26.47057631201752	1068241.7445583215	811.8466858486655	2.4362627801951935	5.935376334164412	659095.0413234618	841.4923110555461	549.0530178755998	1.015244	26.347237	0.25451675500000004	0.13853900000000002	-0.047571244699999994	0.0280173319	-0.0472702153	0.009604313599999999	-0.0082894786	0.0486818027	-0.053299961900000005	0.0867353008	0.0086476536	-0.09451336369999999	0.0720958156	0.0990853935	0.020763563999999998	0.051941824299999995	0.0687750163	0.0658820167	0.033212493100000004	-0.0796169677	0.1118366891	0.10982841609999999	0.1065079649	0.0637866	0.028350699999999993	0.00406873033956	0.0008037621904899996	-0.205996	-0.060077999999999986	0.042434352016000015	0.0036093660839999994	-0.282012	-0.07879599999999998	0.006208809615999997	0.079530768144	0.00420602	0.0013464000000000006	1.7690604240400006e-05	1.8127929600000016e-06	-0.000293663	-0.000112447	8.6237957569e-08	1.2644327809e-08	0.000298047	0.00028699410000000003	8.236561343481e-08	8.883201420900002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.6857965525318	-0.9106701178250204	566535.9083319192	0.8293200634994368	1035.5520175666913	1.9942085601890085	3.9768677815311184	1072367.981086445	808.8135006031572	-3.0331852455083217	9.200212733569373	654179.2787579334	837.9637584334001	551.1794231059598	0.7844800000000001	20.358534	0.21435217500000006	0.127519	-0.0410104979	0.012586815	-0.044111095700000005	0.0029382953999999998	0.0251314217	-0.030084074	-0.0025897289	0.0289933912	0.0192738985	-0.035104432000000005	-0.0027336534	0.1682969177	0.029900605499999997	-0.0169291081	0.0029326166999999997	0.0116619297	0.0072073803	-0.0284051327	0.1115704417	0.1087710484	0.1041573055	0.0536177	-0.010168899999999995	0.0028748577532900004	0.00010340652720999988	-0.095025	0.110971	0.009029750625	0.012314562841000005	-0.22664	0.055371999999999984	0.0030660583839999976	0.051365689600000014	0.00418144	-2.4580000000000612e-05	1.7484440473599998e-05	6.0417640000003e-10	1.75675e-05	0.00031123049999999997	3.0861705625e-10	9.686442413025002e-08	-0.000122948	-0.000420995	1.77236790025e-07	1.5116210703999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.0014379589011	-1.6843585936306908	564003.1598163372	2.8370638719375587	1035.9625899173184	0.4105723506270351	0.16856965509940908	1073218.487708198	807.9682194340459	-0.8452811691113311	0.7145002548542188	652812.6436154225	837.7886686151694	549.6129773058891	0.607781	15.772923	0.1642978	0.0965301	-0.0338160355	0.0073894334	-0.0241843249	-0.0032365363	0.0312154461	-0.047470346100000005	0.005348608	-0.0073950093000000015	-0.0092781441	-0.023532921000000002	0.0527987847	0.14275453289999998	0.027787445600000002	-0.0265439638	-0.021209042799999998	0.025660576	0.0071332605	-0.023352929300000002	0.1112600859	0.1075416914	0.1014361455	0.0330829	-0.02053480000000001	0.0010944782724099998	0.00042167801104000017	-0.173745	-0.07872000000000001	0.030187325025000007	0.006196838400000002	-0.20868	0.017960000000000004	0.00032256160000000017	0.0435473424	0.00323978	-0.00094166	1.04961744484e-05	8.867235555999998e-07	1.75675e-05	0.0	3.0861705625e-10	0.0	-0.000122948	0.0	0.0	1.5116210703999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.5306905857058	-0.4707473731953087	563296.3175110564	0.2216030893702832	1045.354727519767	9.392137602448656	88.21224874333001	1092766.5063479263	808.021037800917	0.052818366871179016	0.002789779878938461	652897.997528871	840.0524899471649	548.9602865117254	0.68384	17.746761	0.161507525	0.110722	-0.030166312200000007	-0.0046817543	-0.0090739828	0.0443262292	0.050443884800000005	-0.0505882655	0.003816597	0.010619868300000002	0.0084245001	-6.89364e-05	0.024244503599999998	0.0778003886	0.034826940699999996	-0.0197098618	-0.0040531231	0.006037645699999999	0.0066293748	0.0259110939	0.11090574460000001	0.1061422889	0.09835416429999999	0.033118699999999994	3.5799999999995564e-05	0.0010968482896899995	1.281639999999682e-09	-0.0681475	0.1055975	0.00464408175625	0.011150832006250002	-0.197395	0.011284999999999991	0.00012735122499999975	0.038964786025	0.0031464	-9.337999999999968e-05	9.89983296e-06	8.71982439999994e-09	-0.000485413	-0.0005029805	2.35625780569e-07	2.529893833802501e-07	-0.000418372	-0.000295424	8.727533977599999e-08	1.7503513038399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.0732276932007	-1.4574628925050774	561110.7004467096	2.124198083029267	1038.1618122695718	-7.192915250195255	51.73802979649148	1077779.9484548415	808.0429518041933	0.021914003276265248	0.000480223539592164	652933.4119604338	838.4445171458435	541.8045364426132	0.694395	18.020697	0.2186258	0.166575	-0.025183814	-0.003941345	-0.023153129900000003	0.0127287757	0.0124644631	-0.038438429100000004	6.1222000000000004e-06	0.0002043074	0.0103775572	-0.033440802400000004	0.0649956113	-0.029422205	0.0349297753	-0.0199755217	-0.0099247364	-0.0108984508	0.017130998300000002	0.0043077052	0.1105075577	0.1045750536	0.09492232490000001	0.0250153	-0.008103399999999993	0.00062576523409	6.566509155999989e-05	-0.230769	-0.1626215	0.053254331360999996	0.02644575226225	-0.179115	0.01828000000000002	0.00033415840000000066	0.032082183225	0.00320462	5.821999999999989e-05	1.02695893444e-05	3.3895683999999866e-09	-0.000441327	4.4086000000000045e-05	1.94769520929e-07	1.9435753960000033e-09	-0.000908484	-0.000490112	2.40209772544e-07	8.253431782559998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
