trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0,initdum_3.0
0.00380805,-0.130052,-0.148123,-0.000831994,-8.36938e-05,-0.000372277,0.00213039,-0.0661449,0.034908,0.000283086,-0.0001082572,-0.000372277,1.4501245e-05,0.016913523,0.021940423,6.9221402e-07,7.0046522e-09,1.3859016e-07,4.5385616e-06,0.0043751478,0.0012185685,8.0137683e-08,1.1719621e-08,1.3859016e-07,-0.03157411,0.03468887,-0.01206264,0.048841076,0.083998653,35.646218,-0.0054756973,-0.18222231,-46.531439,-0.017473317,-0.49882636,44.872643,-0.044707646,-1.1100766,-31.42687,-0.055500918,-1.1012903,20.803266,0.0074774136,1.0348944,0,0,0
-0.00339457,-0.104602,-0.218096,-0.00111911,2.45634e-05,-0.000250965,-0.00720262,0.02545,-0.069973,-0.000287116,0.0001082572,0.000121312,1.1523105e-05,0.010941578,0.047565865,1.2524072e-06,6.0336062e-10,6.2983431e-08,5.1877735e-05,0.0006477025,0.0048962207,8.2435597e-08,1.1719621e-08,1.4716601e-08,-0.10321768,-0.1614501,-0.044799884,-0.014378361,-0.0069245404,75.67187,0,-0.0054756973,-56.365318,0,-0.017473317,32.609345,0,-0.044707646,-10.80615,0,-0.055500918,14.182407,0,0.0074774136,0,0,0
-0.0034106,-0.115136,-0.255485,-0.000688245,2.45634e-05,0,-1.603e-05,-0.010534,-0.037389,0.000430865,0,0.000250965,1.1632192e-05,0.013256298,0.065272585,4.7368118e-07,6.0336062e-10,0,2.569609e-10,0.00011096516,0.0013979373,1.8564465e-07,0,6.2983431e-08,-0.027223839,0.030740552,-0.11229001,-0.042318957,0.055888969,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0,0
-0.00356615,-0.128278,-0.297899,-0.000389809,-0.000405364,-5.72006e-05,-0.00015555,-0.013142,-0.042414,0.000298436,-0.0004299274,-5.72006e-05,1.2717426e-05,0.016455245,0.088743814,1.5195106e-07,1.6431997e-07,3.2719086e-09,2.4195802e-08,0.00017271216,0.0017989474,8.9064046e-08,1.8483757e-07,3.2719086e-09,-0.12223236,-0.067359431,-0.13615783,-0.045965662,-0.13418024,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0,0,0
-0.0034106,-0.16166,-0.285226,0.000179563,2.45634e-05,0,0.00015555,-0.033382,0.012673,0.000569372,0.0004299274,5.72006e-05,1.1632192e-05,0.026133956,0.081353871,3.2242871e-08,6.0336062e-10,0,2.4195802e-08,0.0011143579,0.00016060493,3.2418447e-07,1.8483757e-07,3.2719086e-09,0.050281737,0.035040784,-0.14361435,-0.098262796,0.02789731,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0,0,0
-0.00364578,-0.161501,-0.322112,0.000179563,-0.000503606,0,-0.00023518,0.000159,-0.036886,0,-0.0005281694,0,1.3291712e-05,0.026082573,0.10375614,3.2242871e-08,2.53619e-07,0,5.5309632e-08,2.5281e-08,0.001360577,0,2.7896292e-07,0,-0.061467581,0.078784987,-0.073270204,-0.0069101993,-0.13097163,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0,0,0
-0.0160228,-0.145192,-0.343594,0.000179563,-0.000201245,-0.000153043,-0.01237702,0.016309,-0.021482,0,0.000302361,-0.000153043,0.00025673012,0.021080717,0.11805684,3.2242871e-08,4.049955e-08,2.342216e-08,0.00015319062,0.00026598348,0.00046147632,0,9.1422174e-08,2.342216e-08,0.081018569,0.052234313,-0.21251252,0.037209263,-0.092300738,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0,0,0
-0.00982922,-0.167879,-0.346372,0.000179563,-0.000161426,0,0.00619358,-0.022687,-0.002778,0,3.9819e-05,0.000153043,9.6613566e-05,0.028183359,0.11997356,3.2242871e-08,2.6058353e-08,0,3.8360433e-05,0.00051469997,7.717284e-06,0,1.5855528e-09,2.342216e-08,-0.053264596,0.11521049,-0.14807985,0.040771095,-0.0038815307,108.76135,8.0267167,0,30.376245,-15.986889,0,59.877961,22.771621,0,57.933023,-24.455368,0,65.638584,23.756792,0,0,0,0
-0.00360337,-0.171897,-0.352947,-1.59132e-05,-0.000419899,0,0.00622585,-0.004018,-0.006575,-0.0001954762,-0.000258473,0,1.2984275e-05,0.029548579,0.12457158,2.5322993e-10,1.7631517e-07,0,3.8761208e-05,1.6144324e-05,4.3230625e-05,3.8210945e-08,6.6808292e-08,0,-0.092094029,-0.057374069,-0.13076559,-0.090557772,-0.088531278,80.959628,35.309886,0.3363319,60.421968,-45.551485,-0.97995338,36.666862,43.00615,1.8664935,63.803235,-28.932044,-2.4948258,69.627005,17.76908,3.0341856,0,0,0
-0.00354084,-0.128584,-0.302635,-0.000130185,-0.000218194,0,6.253e-05,0.043313,0.050312,-0.0001142718,0.000201705,0,1.2537548e-05,0.016533845,0.091587943,1.6948134e-08,4.7608622e-08,0,3.9100009e-09,0.001876016,0.0025312973,1.3058044e-08,4.0684907e-08,0,0.13218207,0.02641924,-0.10795903,-0.0014563319,-0.058828896,40.928501,67.645153,7.6903848,70.238375,-40.378429,-15.006936,48.885453,9.8377235,20.905128,43.127014,13.649217,-21.960542,76.255341,-9.5743849,20.722606,0,0,0
-0.00345038,-0.0998246,-0.311432,-0.00058983,-7.00429e-05,-0.000244149,9.046e-05,0.0287594,-0.008797,-0.000459645,0.0001481511,-0.000244149,1.1905122e-05,0.0099649508,0.096989891,3.4789943e-07,4.9060078e-09,5.9608734e-08,8.1830116e-09,0.00082710309,7.7387209e-05,2.1127353e-07,2.1948748e-08,5.9608734e-08,-0.038483276,0.075384686,-0.034646023,0.087130244,-0.036090215,7.7825467,73.171605,27.619502,43.535548,16.868947,-30.544549,61.838707,-25.216553,22.101022,52.332599,11.415135,-6.971502,57.452607,12.181875,-2.9535262,0,0,0
-0.0207703,-0.170412,-0.28625,-0.000543755,-0.000503606,0,-0.01731992,-0.0705874,0.025182,4.6075e-05,-0.0004335631,0.000244149,0.00043140536,0.02904025,0.081939063,2.956695e-07,2.53619e-07,0,0.00029997963,0.004982581,0.00063413312,2.1229056e-09,1.8797696e-07,5.9608734e-08,-0.05940751,-0.10964745,-0.006110042,0.030030781,-0.037594627,-6.9778604,47.906361,40.025651,9.2926121,60.945762,-9.8338796,35.76762,13.117833,-12.263298,59.343279,-16.216265,20.620719,69.107106,7.1482344,-6.6208587,0,0,0
-0.0221188,-0.11358,-0.31018,-0.00135276,-0.000503606,-0.000311864,-0.0013485,0.056832,-0.02393,-0.000809005,0,-0.000311864,0.00048924131,0.012900416,0.096211632,1.8299596e-06,2.53619e-07,9.7259154e-08,1.8184523e-06,0.0032298762,0.0005726449,6.5448909e-07,0,9.7259154e-08,0.063564466,-0.035912251,-0.069213949,0.06661138,0.11184513,-7.2372391,15.019786,33.145954,-5.3904359,48.925984,26.702826,4.3240022,57.514705,-12.953254,28.924291,23.408307,-9.2055843,63.44184,-5.9892325,18.802733,0,0,0
-0.0240441,-0.168323,-0.301786,-0.00183594,-0.000503606,-0.00045239,-0.0019253,-0.054743,0.008394,-0.00048318,0,-0.000140526,0.00057811874,0.028332632,0.09107479,3.3706757e-06,2.53619e-07,2.0465671e-07,3.7067801e-06,0.002996796,7.0459236e-05,2.3346291e-07,0,1.9747557e-08,-0.065094293,0.04306841,-0.057381748,0.089857934,0.085038575,-3.5165271,-3.4613334,14.760407,-5.3917047,14.684317,34.242936,-5.864559,41.632179,26.071087,4.2274712,55.115808,-7.0106809,31.694197,37.412909,-11.654499,0,0,0
-0.0239428,-0.22167,-0.299806,-0.00150099,-0.000503606,-0.000483942,0.0001013,-0.053347,0.00198,0.00033495,0,-3.1552e-05,0.00057325767,0.049137589,0.089883638,2.252971e-06,2.53619e-07,2.3419986e-07,1.026169e-08,0.0028459024,3.9204e-06,1.121915e-07,0,9.955287e-10,-0.089995318,-0.025215996,0.046818491,0.0277428,-0.051866242,-1.0602419,-6.1769972,0.25937865,-2.2882157,-3.1022203,14.683048,-4.0480049,8.3720071,31.443618,-2.1326453,31.056937,30.418988,8.8451177,54.596722,5.6652664,0,0,0
-0.0236468,-0.17779,-0.285791,-0.00200606,-0.000163016,-0.000566357,0.000296,0.04388,0.014015,-0.00050507,0.00034059,-8.2415e-05,0.00055917115,0.031609284,0.081676496,4.0242767e-06,2.6574216e-08,3.2076025e-07,8.7616e-08,0.0019254544,0.00019642022,2.550957e-07,1.1600155e-07,6.7922322e-09,-0.074607306,-0.10743443,-0.0077921215,0.0036401667,-0.026132119,0.14863389,-3.3288291,-3.720712,-1.4962531,-4.875405,0.001268743,0.71170926,-4.7097747,10.188561,-3.651617,5.3842624,24.69682,4.0765574,30.651825,31.747643,0,0,0
-0.0237087,-0.134529,-0.261283,-0.00168889,-0.00039434,-0.000440899,-6.19e-05,0.043261,0.024508,0.00031717,-0.000231324,0.000125458,0.00056210246,0.018098052,0.068268806,2.8523494e-06,1.5550404e-07,1.9439193e-07,3.83161e-09,0.0018715141,0.00060064206,1.0059681e-07,5.3510793e-08,1.573971e-08,0.10631457,-0.11195006,0.058947174,0.081576886,0.021433185,8.021241,-1.0547662,-2.4562852,-16.004363,-2.2707424,-3.103489,22.726914,-4.0032972,-1.8165541,-24.510869,-2.0771444,6.3601165,23.764269,8.8376403,22.849079,0,0,0
-0.0236425,-0.128036,-0.311476,-0.00191143,-0.000268242,-0.000549151,6.62e-05,0.006493,-0.050193,-0.00022254,0.000126098,-0.000108252,0.00055896781,0.016393217,0.097017299,3.6535646e-06,7.1953771e-08,3.0156682e-07,4.38244e-09,4.2159049e-05,0.0025193372,4.9524052e-08,1.5900706e-08,1.1718496e-08,-0.018497118,0.029753693,-0.051322874,0.085791928,0.1453624,35.646218,-0.18769801,-0.8725439,-46.531439,-0.51629968,-1.771916,44.872643,-1.1547843,-2.8932206,-31.42687,-1.1567913,-0.97585403,20.803266,1.0423718,7.8027459,0,0,0
-0.0235166,-0.244926,-0.336047,-0.00149757,-2.27338e-05,-0.00054915,0.0001259,-0.11689,-0.024571,0.00041386,0.0002455082,1e-09,0.00055303048,0.059988745,0.11292759,2.2427159e-06,5.1682566e-10,3.0156572e-07,1.585081e-08,0.013663272,0.00060373404,1.712801e-07,6.0274276e-08,1e-18,-0.044977036,0.032074066,0.056339341,0.080755573,-0.17023316,75.67187,-0.0054756973,-0.18222231,-56.365318,-0.017473317,-0.49882636,32.609345,-0.044707646,-1.1100766,-10.80615,-0.055500918,-1.1012903,14.182407,0.0074774136,1.0348944,0,0,0
-0.0235531,-0.170249,-0.336114,-0.00171443,-0.000100381,-0.000549151,-3.65e-05,0.074677,-6.7e-05,-0.00021686,-7.76472e-05,-1e-09,0.00055474852,0.028984722,0.11297262,2.9392702e-06,1.0076345e-08,3.0156682e-07,1.33225e-09,0.0055766543,4.489e-09,4.702826e-08,6.0290877e-09,1e-18,0.035323114,-0.12988951,0.0074736169,0.039016852,0.03265828,108.81782,0,-0.0054756973,-29.662492,0,-0.017473317,19.656091,0,-0.044707646,-20.011735,0,-0.055500918,32.98514,0,0.0074774136,0,0,0
-0.0119544,-0.158779,-0.343756,-0.00169642,-0.000100381,-0.000549151,0.0115987,0.01147,-0.007642,1.801e-05,0,0,0.00014290768,0.025210771,0.11816819,2.8778408e-06,1.0076345e-08,3.0156682e-07,0.00013452984,0.0001315609,5.8400164e-05,3.243601e-10,0,0,-0.015922443,0.065786997,-0.017419488,-0.052420657,0.077911131,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0,0,0
-0.016161,-0.223247,-0.384041,-0.00219491,0.00025476,-0.000384052,-0.0042066,-0.064468,-0.040285,-0.00049849,0.000355141,0.000165099,0.00026117792,0.049839223,0.14748749,4.8176299e-06,6.4902658e-08,1.4749594e-07,1.7695484e-05,0.004156123,0.0016228812,2.4849228e-07,1.2612513e-07,2.725768e-08,-0.099779332,-0.055162197,-0.076931729,-0.050671895,-0.12558619,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0,0,0
-0.0235531,-0.149074,-0.364141,-0.00205521,-0.000100381,-0.000549151,-0.0073921,0.074173,0.0199,0.0001397,-0.000355141,-0.000165099,0.00055474852,0.022223057,0.13259867,4.2238881e-06,1.0076345e-08,3.0156682e-07,5.4643142e-05,0.0055016339,0.00039601,1.951609e-08,1.2612513e-07,2.725768e-08,-0.076579576,-0.11312924,0.0064594087,-0.070912145,0.031718238,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0,0,0
-0.0235531,-0.211087,-0.368832,-0.00176142,-0.000100381,-0.000549151,0,-0.062013,-0.004691,0.00029379,0,0,0.00055474852,0.044557722,0.13603704,3.1026004e-06,1.0076345e-08,3.0156682e-07,0,0.0038456122,2.2005481e-05,8.6312564e-08,0,0,0.073862924,-0.0950644,0.1061811,-0.084743634,0.05620703,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0,0,0
-0.0236904,-0.183956,-0.383923,-0.00197405,-0.000367158,-0.000549151,-0.0001373,0.027131,-0.015091,-0.00021263,-0.000266777,0,0.00056123505,0.03383981,0.14739687,3.8968734e-06,1.34805e-07,3.0156682e-07,1.885129e-08,0.00073609116,0.00022773828,4.5211517e-08,7.1169968e-08,0,0.016193414,0.089740601,0.026543838,-0.063450844,0.09078276,108.76135,8.0267167,0,30.376245,-15.986889,0,59.877961,22.771621,0,57.933023,-24.455368,0,65.638584,23.756792,0,0,0,0
-0.0196244,-0.177228,-0.420815,-0.00197405,-0.000663564,-0.000549151,0.004066,0.006728,-0.036892,0,-0.000296406,0,0.00038511708,0.031409764,0.17708526,3.8968734e-06,4.4031718e-07,3.0156682e-07,1.6532356e-05,4.5265984e-05,0.0013610197,0,8.7856517e-08,0,0.0009173149,0.072852313,0.083053542,0.045544758,-0.14378894,80.959628,35.646218,0,60.421968,-46.531439,0,36.666862,44.872643,0,63.803235,-31.42687,0,69.627005,20.803266,0,0,0,0
-0.0238998,-0.234809,-0.409731,-0.00197405,-0.000663564,-0.00046526,-0.0042754,-0.057581,0.011084,0,0,8.3891e-05,0.00057120044,0.055135266,0.16787949,3.8968734e-06,4.4031718e-07,2.1646687e-07,1.8279045e-05,0.0033155716,0.00012285506,0,0,7.0376999e-09,0.14698603,-0.028435467,0.015985274,0.014735337,-0.05960725,40.928501,75.335538,0.3363319,70.238375,-55.385365,-0.97995338,48.885453,30.742851,1.8664935,43.127014,-8.3113246,-2.4948258,76.255341,11.148221,3.0341856,0,0,0
-0.0238228,-0.202849,-0.401055,-0.00188073,-0.000561135,-0.000606528,7.7e-05,0.03196,0.008676,9.332e-05,0.000102429,-0.000141268,0.0005675258,0.041147717,0.16084511,3.5371453e-06,3.1487249e-07,3.6787621e-07,5.929e-09,0.0010214416,7.5272976e-05,8.7086224e-09,1.04917e-08,1.9956648e-08,0.041909169,0.10155857,-0.041397369,-0.0049935463,0.04266302,7.7825467,100.79111,7.6903848,43.535548,-13.675603,-15.006936,61.838707,-3.1155306,20.905128,52.332599,4.4436331,-21.960542,57.452607,9.2283483,20.722606,0,0,0
