global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
742.8985458182308	n/a	551898.2493788421	n/a	1187.2737437173641	n/a	1409618.9425206452	n/a	818.2499942352182	n/a	n/a	669533.0530659346	878.7300911519974	631.1340188223268	n/a	n/a	n/a	n/a	-0.039384909700000005	-0.0024629357	0.0499787784	-0.1042812286	-0.3148420099	0.1019344563	-0.1628730892	0.044657829	-0.034836101800000005	0.007267575	0.0263902123	0.060367184000000004	-0.0093441493	0.14036409589999999	-0.0171191365	-0.0360715595	0.084467965	-0.004617557800000001	0.0244754744	-0.0065070952	0.0025783735	-0.0928263057	0.16983087309999995	-0.1184154437	0.0183764555	-0.023455715699999997	-0.0680648954	0.08600212539999999	-0.1520877292	0.14047045519999998	-0.0519738899	0.20264509719999999	-0.0142653843	-0.0728982405	0.1466775435	0.1086893916	-0.1501579622	0.20625945280000002	-0.07443688429999999	0.0232674303	-0.0174378606	0.0761506099	-0.0362764486	0.0876734547	-0.0712639836	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0952843	n/a	0.00907909782649	n/a	-0.015144	n/a	n/a	0.000229340736	-0.05551	n/a	n/a	0.0030813601000000005	0.000454395	n/a	2.06474816025e-07	n/a	0.00161195	n/a	2.5983828025e-06	n/a	0.000839401	n/a	7.045940388010002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.4727871693805	-5.4257586488503184	543866.1118153743	29.438856915574046	1149.6710704341315	-37.602673283232654	1321743.5701931615	1413.9610380455395	815.4473771855603	-2.8026170496578966	7.854662327033135	664954.4249588094	869.5595114096263	623.6475879066309	1.099081	23.746119	0.17645145	0.102722	-0.0321361869	0.0290323088	0.0173278566	-0.1461306826	-0.0881979419	0.0042381348	-0.011107785700000001	0.0770152751	-0.12926295	0.00015303850000000002	-0.0390558888	0.0390235462	-0.0338499565	0.0117235353	0.051716070999999995	-0.0181982976	-0.0048618716	-0.060470032300000004	-0.1051001792	-0.0042229961	-0.093116238	-0.10099342230000001	0.0680766694	0.0010342083	-0.1193560188	0.0800999245	-0.0695223389	-0.051127588099999996	-0.10430875460000001	-0.031294683	-0.0791996272	0.022645151699999998	0.0507537517	0.0642748679	0.0864718701	0.113509544	-0.0558234839	0.0718636619	-0.0796256099	0.016008752	-0.0112298821	-0.0128524997	0.0557043903	0.0019896478	0.0009000483	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.103946	0.008661699999999994	0.010804770916	7.50250468899999e-05	0.0425519	0.05769590000000001	0.0033288168768099997	0.00181066419361	0.016452500000000002	0.07196250000000001	0.005178601406250002	0.00027068475625000005	1.52018e-22	-0.000454395	2.3109472324e-44	2.06474816025e-07	0.00144206	-0.00016989	2.0795370436e-06	2.8862612100000005e-08	0.000701059	-0.00013834200000000007	4.914837214809999e-07	1.9138508964000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.2064774708876	-2.266309698492819	540528.564515151	5.136159649482612	1134.1749346067634	-15.496135827368107	1286352.782290256	240.13022558024144	815.9434688452089	0.4960916596486413	0.24610693477294335	665763.7443511524	870.1102760757622	616.9558074498782	1.010938	21.841749	0.306924572	0.194967	-0.0629838252	0.0413020001	-0.0798412084	-0.1300922197	0.0096464706	0.0009939757	-0.0324567484	0.0852169357	-0.1034883635	-0.0024535493	-0.0205072527	0.07505291730000001	-0.0373535087	0.1601789943	0.0389466578	-0.09910605619999999	-0.0287727544	-0.0855250609	0.0397976938	0.0342666305	0.0011041396	0.0131157547	0.049353385599999994	0.0180272815	-0.0812185396	0.0254543681	0.080788278	0.1126080243	0.0093778535	0.0942485876	0.0061778756	-0.0454356761	0.0062977555	0.061337858700000004	0.034059111499999996	0.071157641	-0.0588148514	0.0449529733	-0.1715514838	0.044166620700000006	0.0829267171	-0.0032694565	0.0348734587	-0.0401304408	-0.076174925	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.111506	0.007559999999999997	0.012433588036	5.715359999999996e-05	-0.0397165	-0.08226839999999999	0.006768089638560001	0.0015774003722500002	-0.000436122	-0.016888622000000002	0.00028522555305888407	1.90202398884e-07	-0.00314426	-0.00314426	9.8863709476e-06	9.8863709476e-06	0.00161195	0.00016989	2.5983828025e-06	2.8862612100000005e-08	0.00139106	0.0006900010000000001	1.9350479236e-06	4.7610138000100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.2872672669577	0.08078979607000747	540647.3654049104	0.0065269911490333935	1130.3179264275207	-3.857008179242712	1277618.61480341	14.87651209474518	816.4060397422195	0.4625708970105506	0.21397183476114545	666518.8217275746	868.5254407292999	603.7840798996485	1.347551	29.114407	0.222850358	0.146522	-0.0132614873	0.0777880317	-0.1122305686	-0.0808153006	0.0464581607	0.011405896100000002	0.021876057999999997	0.0425013725	-0.0937041317	-0.0399645555	-0.0168127625	0.0910657219	-0.0746903015	0.028409579900000002	0.0025597414	-0.0281472062	-0.094679598	-0.0630842123	-0.0020293034	0.027076412400000003	-0.1097806716	-0.09100467300000001	0.0140143161	-0.0179704476	0.1013880534	-0.050195243099999995	-0.038234118	0.0620488222	-0.065059273	0.0354257257	0.0287869513	-0.1535629414	0.0094757749	0.0793703477	0.030388325600000002	0.0696421609	-0.0534050087	-0.0033546184000000003	-0.06734854650000001	0.0133576235	0.0868631535	-0.10571443550000001	-0.0051343529	-0.0872511169	-0.006944591700000001	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.103774	-0.007731999999999989	0.010769043075999999	5.978382399999983e-05	-0.00824512	0.03147138	0.0009904477591044	6.79820038144e-05	-0.0500221	-0.049585977999999996	0.0024587692142164844	0.00250221048841	-0.00114641	0.00199785	1.3142558881000002e-06	3.991404622499998e-06	0.00092858	-0.00068337	8.622608164e-07	4.669945569e-07	0.00139106	0.0	1.9350479236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.2533099592247	1.9660426922670242	543542.4430458326	3.8653238678165684	1138.9379437153239	8.620017287803194	1297179.6396344902	74.30469804202592	819.6616949778348	3.255655235615336	10.59929101318955	671845.2942139371	870.4436880371927	589.8664688432575	1.187074	25.647242	0.13117665999999994	0.0668507	-0.0950886267	0.08982860699999999	-0.0405940734	-0.0511178986	-0.0247973208	-0.0510888381	0.0819554891	-0.0391586486	0.0072914465000000015	0.0251547383	0.0740824425	0.0831822525	-0.0545223038	0.0656175673	-0.12928830130000002	-0.0289371165	-0.0822424657	0.0964752104	0.017972105800000002	0.0305556604	0.0075708388	0.0792562681	-0.14917852339999998	0.12745548310000002	0.020100663600000002	-0.0525420398	-0.1732621775	0.0518963317	0.08608164130000001	-0.007448730799999998	-0.1255991728	-0.10873331630000001	0.0422593673	-0.029052871299999998	0.0384768024	-0.014844416899999999	0.0096518637	-0.0762567289	-0.0104383518	-0.0343488941	0.0915558057	-0.0707539191	-0.1606858675	-0.17547709309999998	-0.054553459000000006	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.106336	0.002561999999999981	0.011307344895999995	6.563843999999903e-06	-0.00572786	0.0025172599999999995	6.336597907599998e-06	3.28083801796e-05	0.0111338	0.0611559	0.00374004410481	0.00012396150244	-8.5981e-05	0.0010604289999999999	7.392732361e-09	1.1245096640410005e-06	0.0007403589999999999	-0.00018822100000000013	5.48131448881e-07	3.542714484100005e-08	0.00134088	-5.017999999999993e-05	1.7979591744e-06	2.5180323999999927e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.4882991838529	4.234989224628181	549804.8978265629	17.935133732716793	1133.8179671797984	-5.119976535525439	1285543.1826997304	26.21415972433107	818.6843576839482	-0.9773372938866488	0.9551881860216777	670244.0775163788	870.1909395795273	628.5435574509696	1.348754	29.140404	0.284456755	0.20749	0.0603780244	-0.0043777025	-0.0038606645	-0.028942823399999998	0.0138278841	-0.0234975572	0.0588826883	-0.1572734664	-0.0229194909	-0.025010101200000003	0.0865471893	0.0395762166	0.1092986806	-0.08773785140000001	0.0299125792	0.0544427521	-0.0340080859	0.0087858185	-0.031965379	-0.0444991307	-0.011137314799999999	0.0028321870000000003	-0.0661429945	-0.0984097419	-0.1097883099	-0.0163887876	-0.0259161795	-0.0123064622	0.0788712018	-0.13088487210000002	-0.0023575241	-0.1342340707	0.0023936116	0.0091366624	0.0328722091	-0.12296235529999999	-0.0487235064	-0.041636005499999997	0.08600375730000001	0.0340114687	0.0727903764	0.0328217269	0.045298304000000005	-0.0189432135	-0.0034713395	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.08213049999999998	-0.024205500000000005	0.006745419030249997	0.0005859062302500002	-0.0507139	-0.04498604	0.0020237437948816	0.00257189965321	-0.186561	-0.1976948	0.03908323394703999	0.03480500672099999	3.18793e-05	0.0001178603	1.0162897684899996e-09	1.389105031609e-08	0.000713671	-2.6687999999999867e-05	5.093262962410001e-07	7.122493439999928e-10	0.00113402	-0.00020686000000000006	1.2860013603999998e-06	4.279105960000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.5046327201396	-0.9836664637132344	548347.1110799889	0.9675997118341	1139.8640312361904	6.04606405639197	1299290.0097060187	36.554890573994925	820.3534416250028	1.6690839410546232	2.785841202286433	672979.7691859868	874.3413974772266	622.8298695164473	1.116467	24.121754	0.120969385	0.0694169	0.06967603	-0.06753177980000001	-0.08941146359999999	0.0430620287	0.0262186049	0.053742881299999996	-0.0587284375	-0.0585098874	0.0856740492	-0.0405280889	0.021425202799999998	0.035691641499999996	0.08753595970000001	0.049624799500000004	-0.004081858	-0.0221097433	-0.0117030723	0.0187090766	0.010706563600000002	-0.0045460273	0.0675570304	0.1334882661	0.0923721214	0.0576688936	-0.0104064671	0.0208768626	0.015561576799999999	0.0500827184	0.0640715206	-0.1127590808	-0.0378088131	-0.1065885717	-0.0953081203	-0.0431155504	-0.0481488969	-0.0682757495	-0.019195437	-0.009507229399999999	-0.0110133578	-0.0054049759	0.10328685539999999	-0.052179635099999996	-0.0168854535	0.0543824207	-0.0232667127	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.07708629999999997	-0.005044200000000013	0.005942297647689995	2.544395364000013e-05	-0.111968	-0.06125410000000001	0.0037520647668100016	0.012536833024000002	-0.155145	0.03141599999999997	0.0009869650559999985	0.024069971025	0.000202169	0.0001702897	4.0872304561e-08	2.8998581926090002e-08	0.000744188	3.0516999999999982e-05	5.538157793439999e-07	9.312872889999987e-10	0.000869725	-0.0002642949999999999	7.56421575625e-07	6.985184702499995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.2743916573253	-1.2302410628143434	546526.6261603085	1.5134930726345652	1133.2327778126573	-6.631253423533052	1284216.5287089916	43.97352196711884	819.2923414930092	-1.0611001319936122	1.1259334901168612	671239.9408290975	871.3445289346267	619.3586047758375	1.139964	24.629406	0.2200169911	0.137424	0.027675383799999998	-0.020722071499999998	0.0679379932	0.0534718521	0.0238540259	-0.007921733	0.0498178693	-0.0241771628	0.0366879041	-0.012079026599999999	-0.0025647041	0.0407102289	0.0137717298	-0.0412585619	-0.06841160269999999	0.0020836665	-0.0043256297	0.1177794048	0.0375269623	0.05888428110000001	0.0888622051	0.044053473200000005	-0.0184509018	-0.1791775418	6.99515e-05	0.0041404569	0.15255508269999998	0.0297851534	-0.0584620117	-0.0869383852	-0.0255583751	-0.0004904220999999999	-0.0079994547	-0.0186359277	-0.0109522624	-0.0016325966	-0.0067450908999999995	-0.0796259265	0.0953744247	-0.0116225093	0.0126773209	0.0573700442	-0.0479868641	0.047571811299999996	0.034836466	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0687681	-0.00831819999999997	0.00472905157761	6.91924512399995e-05	-7.785890000000001e-05	0.11189014109999999	0.01251940367537791	6.062008309210001e-09	-0.18117	-0.026024999999999996	0.0006773006249999996	0.0328225689	0.00125541	0.0010532410000000001	1.5760542681e-06	1.1093166040809999e-06	0.000352626	-0.000391562	1.24345095876e-07	1.5332079984400005e-07	0.000900595	3.0870000000000014e-05	8.110713540250002e-07	9.529569000000004e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.8734614427915	0.599069785466213	547412.7389473378	0.3588846078585345	1135.2592279486917	2.0264501360343274	1288813.514642659	4.106500153833545	819.0057350656044	-0.28660642740476305	0.08214324422972173	670770.394070351	870.4213283839522	623.7205853654373	0.942123	20.35498	0.21936189109999998	0.115819	0.0414836029	-0.0835076832	-0.0057942785	0.028901087000000002	0.013203698500000001	-0.0111636957	0.011448236899999999	-0.071741428	0.0076834435	-0.0181463135	0.0386310636	-0.029406169700000002	0.062482109	-0.018981916499999998	0.0045427667	0.0183170827	0.0169026397	-0.050036252999999996	-0.011274321399999999	0.0087417867	0.1177724208	-0.04762635	-0.08986612039999999	-0.022290457200000002	-0.007644091800000002	-0.05486618150000002	0.0683898661	0.0567968608	-0.005116751	0.013765901799999999	0.05731312230000001	0.018209427099999998	-0.005454231899999999	0.0060142386	-0.0062306575	-0.0806765683	0.0140137252	-0.026746544100000002	0.0184973615	-0.0365080097	-0.018662633600000002	-0.0112527823	0.0039705656	0.0919521327	-0.012779481899999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0318435	-0.036924599999999995	0.0010140084922499997	0.0013634260851600002	-0.06976239999999999	-0.06968454109999997	0.004855935268317586	0.0048667924537599975	-0.125343	0.05582699999999999	0.0031166539289999985	0.015710867649000003	0.000631033	-0.000624377	3.982026470890001e-07	3.89846638129e-07	0.000252331	-0.00010029499999999996	6.3670933561e-08	1.0059087024999994e-08	0.000486752	-0.0004138430000000001	2.36927509504e-07	1.7126602864900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.2603179241388	-0.6131435186526915	546505.8176572989	0.3759449744658034	1134.1332310166895	-1.125996932002181	1286258.1856963555	1.267869090878324	817.0437156021018	-1.9620194635026564	3.849520375163252	667560.4332048881	867.8949406959482	616.5766245058519	0.97855	21.141998	0.16192115	0.112998	-0.032016994	-0.0795173061	0.0650842145	0.0136708818	0.0216188967	-0.0059690794	-0.0124051472	0.0043970323	-0.062184465099999996	-0.0148890853	0.0173236641	-0.0231150355	0.055146535499999996	-0.1444092837	0.0256861549	0.027272310499999997	-0.0392963061	0.0970217572	0.0172322375	-0.0396785834	0.0274515054	-0.0110771606	0.054691270800000004	0.1479593153	0.024167482999999997	-0.035057540299999995	0.0724438484	0.0554502761	0.09380414	0.0100578543	-0.1626658457	0.0312520214	0.0271723961	0.0611623936	0.0084022935	-0.033900416	0.010195265	-0.0073557085	0.051984662800000005	0.0452335882	-0.0107924497	-0.0445700908	0.0065387574	0.1013138884	0.0097196763	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0326475	0.0008040000000000061	0.00106585925625	6.464160000000097e-07	0.0352779	0.1050403	0.011033464624089998	0.00124453022841	-0.0959516	0.0293914	0.0008638543939599999	0.009206709542560004	0.000202169	-0.0004288640000000001	4.0872304561e-08	1.8392433049600003e-07	0.000338174	8.5843e-05	1.14361654276e-07	7.369020648999998e-09	0.00046775	-1.900199999999995e-05	2.187900625e-07	3.6107600399999804e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
