global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
739.296101626653	n/a	546558.7258803664	n/a	1166.677562430588	n/a	1361136.5346789786	n/a	810.557598286695	n/a	n/a	657003.6201402952	876.2834387042298	641.923244385647	n/a	n/a	n/a	n/a	-0.0517973058	-0.0719662581	-0.02664059	-0.0572580704	0.09281042140000001	0.1194410434	0.4548050975	0.12497498720000001	0.2283005275	0.2911705818	-0.0415148811	-0.0418744582	0.0225033392	-0.185791774	0.0730447546	-0.0006304707	0.0784739371	-0.20016613390000002	0.2547901121	-0.0643515422	0.0573482284	-0.0145668538	0.145882118	-0.0900832364	0.0602672726	-0.11368500349999999	0.1296339907	-0.0393108928	0.0948391214	-0.1453786497	0.0594744256	-0.11274892369999999	0.0414298558	-0.1464876407	0.0148619679	-0.1710550182	0.0081959311	-0.0574647636	0.0020184423	-0.0347817039	-0.1014702532	0.1421424087	-0.044006206799999996	0.3848333132	-0.0404559421	0.0094342711	-0.1518002933	0.27225183989999996	-0.0347535109	0.10170068199999999	-0.21564227489999999	0.2913697099	-0.059519299299999995	0.0269243649	-0.0705470964	0.0863405523	-0.09284411890000001	0.1799252402	-0.0544235972	0.0778973389	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0201179	n/a	0.00040472990041	n/a	-0.046532	n/a	n/a	0.0021652270239999995	-0.08360369999999999	n/a	n/a	0.0069895786536899995	-0.000967495	n/a	9.36046575025e-07	n/a	0.000497109	n/a	2.4711735788100003e-07	n/a	0.000168413	n/a	2.8362938568999995e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.9418418204345	-0.3542598062184652	546035.0455929762	0.12550001030194452	1138.3025334170252	-28.37502901356288	1295732.6575836178	805.1422715205352	809.096745256071	-1.46085303062398	2.134091577083267	654637.5431839675	866.1704173126857	654.1569362909934	1.409857	26.379145	0.24272376	0.164851	-0.0533334841	0.0016521273	0.1090794417	0.013964473799999998	0.2389195625	0.1822791795	0.1545611596	0.0162237039	0.049706561100000005	0.0445974094	0.0509371749	-0.07939326349999999	0.129090593	-0.064879206	-0.008847759399999999	0.0205431298	0.0901258691	0.0179063326	0.07245604509999999	0.0343346765	-0.17054217579999995	-0.1089372186	0.002071552	-0.18803587289999998	0.0750604635	0.0208970006	-0.1907898748	-0.0260078522	-0.043658864400000004	0.0002397446	0.0013678664999999999	-0.0693681394	-0.0394493929	0.0024197983	0.0360952408	-0.0157300749	-0.013980261599999998	-0.0496885905	-0.1925558035	-0.0099922937	0.0790503037	0.073035089	-0.0473690876	0.14502696369999998	0.012760135	-0.0233947285	0.050522619000000005	0.1247645984	-0.018179024	0.076739848	0.087327974	0.1988447962	-0.0736242447	-0.1856453055	0.050467392300000004	-0.0280862219	-0.1192255626	-0.071673603	0.054098040800000004	0.1448065545	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.00347262	-0.016645280000000002	1.20590896644e-05	0.0002770653462784001	0.00114178	0.04767378	0.0022727892994884	1.3036615684e-06	0.0645598	0.1481635	0.021952422732250003	0.00416796777604	-0.00130802	-0.00034052500000000005	1.7109163204e-06	1.1595727562500004e-07	0.000592995	9.588600000000001e-05	3.5164307002500003e-07	9.194124995999999e-09	0.0	-0.000168413	0.0	2.8362938568999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.5061045757145	-6.435737244720031	536565.1932406876	41.41871388307657	1122.5327140323336	-15.769819384691573	1260079.694072797	248.6872034257941	807.6035771672348	-1.493168088836228	2.2295509415188337	652223.5378533137	861.1977993400243	638.941209352079	1.285447	24.051373	0.18799159027533496	0.10548699999999997	-0.12715536759999999	0.0466274431	0.1682279911	0.1548021593	0.0835920732	0.0784383572	-0.034775667999999996	0.1170159724	0.0096778452	-0.044027929199999996	0.1027861418	0.0688293301	0.1366806473	-0.0386686404	0.0816818679	0.0078564718	-0.0090051296	0.0334931345	0.0443819587	-0.0700770589	-0.051700989	0.0099160148	0.011293006000000001	-0.18530400730000002	-0.04770808	-0.0718258572	-0.13242203119999998	0.0439389302	0.0710335839	0.023146429399999998	0.06274284620000001	0.0563185351	0.025515908900000002	0.0613708971	-0.0525498316	0.2207485248	-0.07026181570000001	-0.11738913599999999	-0.0982227478	-0.1376926094	0.0840562281	-0.06094774820000001	0.1044120816	0.0776406957	0.0033713113	-0.008392734399999999	0.11290878730000001	0.0370828391	-0.002185067	-0.0104789706	-0.030277869	0.06450229519999999	-0.0966321856	-0.13896659320000002	-0.026726484900000003	-0.08965849220000001	-0.0492929167	-0.051173887	0.0101404343	0.0320576314	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-2.75335e-10	-0.003472620275335	7.580936222500001e-20	1.2059091576667732e-05	0.0554248	0.05428302	0.0029466462603204	0.0030719084550400004	0.12017000000000005	0.05561020000000005	0.003092494344040006	0.014440828900000013	-0.00220754	-0.00089952	4.8732328516e-06	8.091362304e-07	-0.0	-0.000592995	0.0	3.5164307002500003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.6950662863527	-0.811038289361818	535377.6700277901	0.657783106810944	1116.6880136726109	-5.844700359722765	1246992.1198800812	34.160522294943426	807.4210653595873	-0.1825118076475292	0.03331055993076869	651928.7767864108	861.7255668323296	645.4079784048572	1.189701	22.259928	0.12898215027533502	0.07052890000000002	-0.09953818130000001	-0.0261072314	-0.0110815998	0.1956645169	0.10752702900000001	-0.0115521605	-0.09357897130000001	0.1119024998	0.0364717793	0.0359527802	0.09776678679999999	0.0892004292	0.0591978902	0.0342015581	0.0458537776	-0.0176054443	0.0355448152	-0.0015446251	0.09623066570000001	-0.0726258881	-0.0978431144	0.0269527021	-0.1048869792	-0.1319407099	0.038691523900000004	0.0049126755	-0.042560253	-0.1486662869	-0.0457036968	-0.0264704491	0.0333551953	-0.0600847141	-0.1306190563	0.0560930129	0.0678205482	-0.0546796126	0.0400660377	0.081648388	-0.1056730645	-0.0314777526	0.0445870667	-0.1043091276	0.1024667149	0.015412357199999999	-0.07229819629999999	-0.020516037	0.0406317627	0.0603678271	-0.0398748103	-0.0095129997	-0.0378460485	0.0964015253	-0.09958832990000001	-0.1086177659	0.041513728	-0.08076696280000001	0.026993342799999997	0.0150786622	-0.071062468	0.0049740474	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0174714	0.017471400275335003	0.00030524981796000003	0.00030524982758097603	0.039575699999999985	-0.015849100000000012	0.00025119397081000035	0.0015662360304899991	0.0817202	-0.03844980000000005	0.0014783871200400036	0.006678191088040002	-0.00151736	0.0006901800000000001	2.3023813696e-06	4.763484324000001e-07	0.000454057	0.000454057	2.06167759249e-07	2.06167759249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.7360375617552	0.04097127540251222	535437.6286665784	0.0016786454081085028	1118.2166189317816	1.5286052591707175	1250408.406855225	2.3366340383643767	807.0230439735823	-0.3980213860049844	0.15842102371732875	651286.1935043865	863.433564121085	637.6654749502203	1.288454	24.107635	0.3129991995	0.202001	-0.0505691713	-0.0722879113	-0.1512012443	-0.0053561639000000005	-0.0398333477	-0.0998076932	-0.0599553295	0.0742015996	0.0729378197	0.0944288989	0.0718800047	0.07104164339999999	-0.0850749802	0.023579536800000002	0.0348258687	-0.0877311288	-0.050078893	-0.131734325	0.1127577646	-0.05359427730000002	0.0286781046	-0.1613458399	0.1003292639	0.0688720197	-0.0198342517	0.043720794699999996	-0.021548160099999998	-0.0871302273	-0.0792727874	0.0719013559	-0.0654898754	0.10499425470000001	-0.0304773241	-0.0455895799	-0.0762353663	0.0201457473	0.0783208903	0.016069493	0.1120847784	0.015547241299999999	-0.0350597607	-0.13557277380000002	0.0569206317	0.0001069992	-0.1256578917	0.0115327953	-0.111603714	-0.014929123	0.052613745999999996	0.0442423262	-0.029882593500000002	0.075581093	-0.0984622194	0.0439297723	-0.050800167	0.1315345819	0.1262392208	-0.0537156909	-0.024368813700000002	-0.0341265464	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-5.39995e-05	-0.0175253995	2.91594600025e-09	0.00030713962763460027	0.0160153	-0.023560399999999992	0.0005550924481599996	0.00025648983409	-0.0382496	-0.11996980000000002	0.01439275291204	0.0014630319001599993	0.000634074	0.002151434	4.0204983747600003e-07	4.628668256355999e-06	-0.0	-0.000454057	0.0	2.06167759249e-07	0.000433381	0.000433381	1.8781909116099998e-07	1.8781909116099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.7457352281009	3.0096976663456867	539851.2954358825	9.058280042806675	1112.9491659622881	-5.267452969493434	1238655.8460161528	27.74606078582519	808.0247349212086	1.0016909476263436	1.0033847545565622	652903.9722444896	861.9143409224753	634.0875376631526	1.314077	24.587067	0.10954925	0.07832899999999997	-0.039369400299999996	0.0068036271	0.0033915982	-0.1569445307	0.032812541800000004	0.0238575247	-0.0912625839	-0.1104493785	0.001421711	0.09244261390000001	0.0671785234	-0.1076313833	-0.1147661034	-0.050341221	0.0208996721	0.0515526753	-0.0284828193	0.013982749	0.0493543753	0.0379486001	0.0162447429	-0.0777382734	-0.0072975064	-0.058332120999999994	0.0654361023	-0.07007582820000001	-0.0499030214	0.0240447745	0.0665424024	-0.0002234068	-0.0271566161	0.0857035342	-0.0838036075	-0.030793663399999997	-0.0962151124	-0.0259365833	-0.0297220493	0.07751727530000001	0.035490342200000004	-0.019259874099999998	0.030722177000000007	-0.04318494	-0.1244619419	-0.0520829102	0.0742502553	0.1323812976	-0.06135555190000001	0.0460264045	0.1487641906	0.0941950817	0.051029106399999996	0.05841599400000001	0.0204197939	-0.0229433303	0.0084429424	-0.0219522646	-0.0145559607	-0.1259945377	0.029116730299999997	0.0216403595	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-5.39995e-05	0.0	2.91594600025e-09	0.0	-0.0427844	-0.0587997	0.00345740472009	0.0018305048833599999	-0.0262301	0.012019499999999995	0.0001444683802499999	0.0006880181460100001	-0.00014052700000000002	-0.0007746010000000001	1.9747837729000005e-08	6.000067092009999e-07	-0.0	0.0	0.0	0.0	0.000433381	0.0	1.8781909116099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.4995542827403	0.7538190546393935	540959.5943501096	0.5682431671374288	1119.417948055729	6.46878209344095	1253096.542429299	41.84514177242228	809.0561617909456	1.0314268697369469	1.0638413876153572	654571.8729318967	862.9212185400322	650.7351203468105	1.274305	23.842899	0.2210668852	0.148645	0.0634404278	-0.0043423806	0.0386647388	-0.0881235183	-0.0648032539	-0.0342034604	-0.0075591767000000015	-0.1320380645	-0.0398285262	-0.0052370998	-0.0239937024	0.0100717013	-0.1095073416	0.0282169231	0.0054744228	0.1586652091	0.0122110684	-0.0145227169	0.0918146366	0.1030410091	0.1491782822	-0.0804590456	0.051300763	0.0408948743	0.006293515699999999	0.092306191	-0.021546863	-0.0643295832	-0.024143266200000003	-0.0883082292	0.0190609529	0.0221343198	-0.0381565368	0.025100465	-0.09216634800000001	0.0807326874	0.0032259414	-0.08392976279999999	-0.1543712367	0.15443207039999998	-0.0551606669	-0.021482627400000003	-0.0628462875	-0.0776095203	0.0461567037	0.12351336269999999	0.0107749774	-0.0461174373	-0.012518628899999999	0.0039064298	-0.08945209009999999	0.0228298157	-0.0071074506999999985	0.118615945	-0.0373511677	0.1443677025	0.1426596999	-0.0262313469	0.1925841063	0.1050454875	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	1.68857e-05	7.088520000000001e-05	2.8512686449e-10	5.0247115790399995e-09	-0.0820809	-0.0392965	0.0015442149122499998	0.0067372741448100005	-0.154165	-0.1279349	0.016367338638009998	0.023766847225000002	0.000421032	0.000561559	1.7726794502399995e-07	3.15348510481e-07	0.00026101200000000003	0.00026101200000000003	6.812726414400001e-08	6.812726414400001e-08	0.00018066	-0.00025272099999999997	3.26380356e-08	6.386790384100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.0732974254793	-0.42625685726102347	540332.7525879671	0.18169490836204452	1123.4994952593718	4.0815472036426845	1262251.115848063	16.659027575563425	810.9485649768933	1.892403185947728	3.581189818185112	657637.5750380825	864.5016757980278	660.4035507734103	1.168589	21.864902	0.2121344388	0.13425	0.083623117	0.0008683068	0.026488303300000002	-0.0813487294	0.046461318700000004	0.0398960773	0.0134117334	-0.0535243906	-0.0345516056	-0.0805975096	-0.0795340882	-0.0228396277	0.055635665300000005	0.0945007603	-0.0712281375	0.008645381	-0.0200339834	-0.0197616418	-0.122630325	0.0222809473	0.0155970398	-0.1259562277	-0.018474667	-0.0860075175	-0.1104343578	-0.0165707676	0.0449139872	0.0910137301	-0.0392844209	0.0175647606	-0.0468029108	-0.1287062251	0.0512406358	-0.0783219036	0.0524777968	-0.0147846292	-0.10806284669999999	-0.06663223530000001	-0.07406419360000001	0.1233962113	-0.0067690342	0.09141154160000001	0.0025607962	-0.021024034900000002	-0.005201123	0.00726069	0.0583697125	-0.09377873810000001	-0.1433155337	-0.06377398719999999	-0.019896389	-0.1498886678	-0.0491766016	0.11502284759999999	-0.1026744218	0.046299659400000005	-0.0826712669	-0.0070331162	0.045069786699999996	0.0349503502	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-1.00531e-05	-2.69388e-05	1.0106481960999994e-10	7.256989454400002e-10	0.0421342	0.12421510000000001	0.01542939106801	0.0017752908096399997	-0.106299	0.047865999999999985	0.0022911539559999994	0.011299477401	0.000882831	0.0004617990000000001	7.793905745610002e-07	2.1325831640100006e-07	-0.0	-0.00026101200000000003	0.0	6.812726414400001e-08	0.000102943	-7.7717e-05	1.0597261248999998e-08	6.0399320890000005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.4902875991913	-0.5830098262879346	539475.9825775428	0.3399004575482877	1111.4952323270734	-12.004262932298387	1235421.651485815	144.10232854775307	809.5025799073244	-1.4459850695689056	2.0908728214161934	655294.4268766141	862.509940083258	647.8652461727361	1.185478	22.180899	0.14970794690000006	0.0748418	0.029338542999999998	0.0643303769	-0.005814028000000001	-0.0453075372	0.0108730812	-0.0194809678	-0.08867700880000001	-0.0890734178	-0.0448476855	-0.035975952400000004	-0.023284480299999997	0.0238569631	0.0205469694	0.1282269155	-0.0997461116	-0.0659275726	0.0568635066	0.07814745769999999	-0.1765916329	-0.0300322515	0.1529309868	0.0471341715	-0.07310779	0.0052358027	-0.0483234415	0.192760459	0.0676614588	0.0365093176	0.09546320929999999	0.0036245266999999997	-0.0703630757	-0.03759181	0.0187003296	-0.0872206922	-0.1179355642	0.08446469179999999	0.060217466799999994	0.0982761551	-0.0053952041	0.050937744699999996	0.0080486653	0.0063045496	-0.047692335599999996	-0.1135377025	-0.06893817370000001	-0.048790128700000004	0.1108374803	0.0131544231	-0.050100898899999996	-0.0087664332	0.1034821575	-0.061229943700000004	0.16968644940000002	-0.0054275339	-0.07678956440000001	-0.0659733022	0.1375561525	7.796e-05	0.0505803237	-0.1176202054	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0325937	-0.032583646900000006	0.0010623492796900003	0.0010616940453038802	0.0183376	-0.0237966	0.0005662781715599999	0.00033626757376	-0.0704614	0.03583760000000001	0.0012843335737600008	0.004964808889959999	0.000798688	-8.414300000000006e-05	6.37902521344e-07	7.080044449000011e-09	0.000520739	0.000520739	2.71169106121e-07	2.71169106121e-07	-0.000441977	-0.00054492	1.95343668529e-07	2.969378064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.2553618605797	4.7650742613883486	546498.4900396166	22.705932716545725	1131.072740264324	19.57750793725063	1279325.5437690471	383.27881703311135	811.4086373432208	1.9060574358964004	3.633054948935961	658383.9767551824	864.2088244244553	662.4353585358111	1.294077	24.212854	0.16908776500000006	0.0912942	0.07063616660000001	0.0633806328	0.0319484835	-0.0950805482	-0.013015778899999999	0.07873959629999999	0.0822831988	0.0723990488	-0.0245506265	-0.1974670579	-0.0637759366	-0.050699472999999995	0.142656275	-0.11037129279999999	-0.09392473230000001	-0.0887596563	-0.0819869394	0.0919568518	-0.16413477140000002	0.0109666775	-0.0314552233	-0.0830412667	0.031720154900000005	0.09967309640000001	-0.025123929	-0.029543917599999997	0.047496489	-0.0830337721	-0.014549286299999999	-0.0551768263	-0.0786525513	0.0215998037	0.032202819900000006	0.048472716900000004	-0.0609463652	-0.0364742189	0.1812652266	0.0271489287	0.061252312	0.007356122	0.0809856164	0.188819646	0.11585575570000001	0.022863314300000003	0.0321952693	-0.10717106470000001	-0.0719405213	-0.1822119825	0.007060299399999998	0.0059086993	0.14280738169999999	-0.0229474473	-0.0035417098	-0.036437501000000004	-0.19354082530000002	0.0574059991	-0.0185686605	-0.061548768899999995	0.0370763241	-0.012805166299999999	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.0039311	0.028662600000000007	1.5453547210000002e-05	0.0008215446387600003	0.0801275	0.061789900000000016	0.003817991742010001	0.0064204162562499995	-0.07984589999999997	-0.009384499999999976	8.806884024999955e-05	0.006375367746809996	0.00160618	0.0008074919999999999	2.5798141924e-06	6.52043330064e-07	-3.43153e-05	-0.0005550543	1.1775398140900002e-09	3.0808527594849004e-07	-0.000419508	2.246899999999995e-05	1.7598696206400003e-07	5.048559609999978e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
