global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
746.501750352796	n/a	557264.8632797879	n/a	1209.2636232042626	n/a	1462318.5104051006	n/a	808.9951112034448	n/a	n/a	654473.0899510741	871.1582168166145	651.3186704081908	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.096964	n/a	0.009402017296	n/a	0.365025	n/a	n/a	0.133243250625	0.495131	n/a	n/a	0.24515470716100005	0.000538056	n/a	2.89504259136e-07	n/a	0.00116306	n/a	1.3527085636e-06	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.6430299786334	6.141279625837456	566471.5305754179	37.715315442726244	1122.9747240850802	-86.28889911918236	1261072.230933962	7445.77411120043	808.4218971083334	-0.5732140951114388	0.32857439883442563	653545.9637242368	865.4109845582099	665.4520950746808	4.487284	103.606712	2.1068524	1.2727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.08572449999999998	-0.1826885	0.007348689900249997	0.033375088032249985	-0.366072	-0.7310969999999999	0.5345028234089998	0.13400870918399996	-0.537625	-1.032756	1.066584955536	0.289040640625	-0.000152115	-0.0006901710000000001	2.3138973225e-08	4.76336009241e-07	-0.000954143	-0.002117203	9.103888644489999e-07	4.4825485432090014e-06	0.000398844	0.000398844	1.5907653633600002e-07	1.5907653633600002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.531698591503	-19.111331387130466	538068.7528385356	365.242987388718	1067.9287436881493	-55.045980396930865	1140471.8015953489	3030.0599578592983	802.0401647187804	-6.381732389553008	40.726508291869955	643268.4258221283	845.5358961970462	618.7630385996266	2.144858	49.522526	0.39339635	0.209225	-0.0670162208	0.06614734580000001	-0.1000099631	0.0389017121	-0.0722122529	-0.0426992933	0.1337345345	-0.026170765699999998	-0.0639071471	0.0912206726	-0.14729296890000002	0.0869572064	-0.10170898199999999	0.026460975699999997	-0.0021833969	0.0187474046	-0.10306959	0.064221821	-0.0227612594	0.0681878608	-0.0135574471	0.046343107	-0.107158015	0.1287600387	-0.1692223928	0.2002064538	-0.0129789594	-0.0571851613	-0.0121765736	-0.0467994917	-0.0644213416	-0.0757577317	0.0423831664	-0.0731128992	0.1284874709	-0.1217773842	0.0239235327	0.0194888382	-0.13336200039999999	0.0595268741	-0.030154401600000002	0.0061883017	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.0742207	0.011503799999999979	0.005508712308489999	0.00013233741443999955	-0.228334	0.13773799999999994	0.018971756643999985	0.052136415555999994	-0.451923	0.08570200000000006	0.00734483280400001	0.204234397929	-0.00209536	-0.001943245	4.3905335296000006e-06	3.7762011300250006e-06	-0.000127181	0.0008269620000000001	1.6175006761000002e-08	6.83866149444e-07	0.0	-0.000398844	0.0	1.5907653633600002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.639474597863	-1.8922239936399592	535296.320789837	3.5805116421067567	1066.2560160953392	-1.6727275928101335	1136901.8918595042	2.798017599748384	800.375650661143	-1.6645140576373478	2.7706070480723484	640601.182171248	842.1790557222728	634.3120314050127	1.23853	28.596361	0.3035511000000001	0.163883	-0.0376525999	0.041260351699999996	0.046665341799999996	0.0105323436	-0.0397660554	0.0423952093	0.046523870700000004	0.0103281969	-0.0201120197	0.027239014500000002	-0.1652014515	0.033611626400000004	-0.0397805159	-0.0377826464	0.0120833086	0.052560734299999995	-0.0216261011	0.0834703652	0.0734465032	0.0811258505	-0.0493761728	0.1204445904	0.1025353203	0.0634957296	-0.10226801320000001	0.0464796186	-0.09900194779999999	-0.0446166662	-0.0074084263	-0.011449378799999998	0.014767579099999999	-0.0405052575	0.0739590728	-0.0847507283	0.0552143664	-0.1036142212	-0.0112621707	0.0574141152	-0.0150906378	0.10926914970000001	0.029837865699999997	-0.008393997	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.0815453	-0.0073246	0.006649635952090001	5.364976516000001e-05	-0.15454599999999996	0.07378800000000005	0.005444668944000007	0.023884466115999987	-0.339351	0.11257199999999996	0.012672455183999988	0.115159101201	-0.00308712	-0.00099176	9.5303098944e-06	9.835878975999998e-07	0.000543489	0.00067067	2.95380293121e-07	4.497982489e-07	-0.0005349	-0.0005349	2.861180100000001e-07	2.861180100000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.9475031579666	-3.6919714398964065	529907.5673539179	13.630653113010744	1074.7104718454623	8.454455750123088	1155002.5982942958	71.47782203078934	799.9854008387604	-0.3902498223826569	0.1522949238696953	639976.6415551521	842.4319335653363	626.1286607451399	1.342201	30.990015000000003	0.37059035	0.222313	0.0461826443	-0.0311446502	-0.0335746195	0.1516567803	-0.0043080437	0.0400986011	-0.07582337759999999	0.0256633202	0.0132429422	-0.11204226910000001	-0.1217157133	-0.0483597005	0.04552615980000002	0.0215628576	-0.0242576416	0.0500245458	0.0260395487	0.11361678230000001	-0.054735096399999995	0.0401411088	0.0332189204	0.0488892606	0.0194357618	-0.029564203900000002	-0.0237031514	-0.0104017739	-0.0085648967	-0.0528465425	-0.047992319000000006	0.0232230052	0.0463693259	0.0834254755	0.0922386359	-0.10034709289999999	-0.0309305056	-0.0357294723	0.0468388606	-0.020567959099999998	0.021067875299999997	0.088437636	-0.0382498685	0.06635100769999999	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.0941867	-0.012641399999999995	0.008871134456889999	0.00015980499395999996	0.0171217	0.17166769999999995	0.02946979922328998	0.00029315261089	-0.212638	0.12671300000000002	0.016056184369000002	0.04521491904400001	-0.00367605	-0.0005889300000000001	1.35133436025e-05	3.468385449000001e-07	0.00085797	0.00031448099999999997	7.361125209e-07	9.889829936100003e-08	-0.0008228539999999999	-0.0002879539999999999	6.770887053159999e-07	8.291750611599993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8756059942668	-2.0718971636997594	526895.3953775441	4.292757856947108	1074.3644040703414	-0.3460677751209005	1154258.8727334198	0.11976290497713014	799.3142189334378	-0.6711819053225554	0.4504851500324157	638903.2205891717	843.8525839775763	631.9888084169139	0.9486810000000002	21.904066	0.1088905	0.0638424	0.0032335472	0.0163998199	0.0276793912	0.1249694724	-0.0165735763	0.0279141537	-0.0897443952	0.037623153900000005	-0.0039546691	-0.1474235817	-0.120123075	-0.1148176558	0.1062461699	0.0332920044	-0.0370463261	-0.0101116775	0.0360853367	0.1293348029	-0.2382591451	-0.0320161208	0.0691550098	0.056447625700000004	0.0192582972	0.0710932782	0.011521655	0.0048938835	0.040657944700000004	0.028535239900000002	-0.0525866607	0.0059579267	0.0204620007	0.1202566238	0.0671418605	-0.131566337	-0.0915037126	-0.0160226015	0.015174999299999999	-0.0483228136	0.0048534346	-0.0039555873	-0.091843335	0.11545810390000001	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0955719	-0.0013851999999999892	0.009133988069609996	1.9187790399999703e-06	0.0707775	0.05365579999999999	0.002878944873639999	0.005009454506249999	-0.212659	-2.0999999999993246e-05	4.409999999997164e-10	0.045223850281	-0.00343159	0.00024446000000000016	1.17758099281e-05	5.976069160000008e-08	0.000429301	-0.000428669	1.84299348601e-07	1.8375711156099998e-07	-0.000419413	0.0004034409999999999	1.7590726456900007e-07	1.627646404809999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.0290576151468	-2.846548379120009	522771.01815584727	8.102837674670749	1066.096184793419	-8.26821927692231	1136561.0752310841	68.36345001126968	798.4283270886632	-0.8858918447746191	0.7848043606381778	637487.7934976013	842.6120902132031	612.5742491109468	0.986627	22.780199	0.21196885	0.137559	0.0408835311	-0.0378604407	-0.0777561762	0.0549595533	-0.032985816099999996	0.052971733099999994	-0.1170605796	0.07966983429999999	0.0277431752	-0.056207104199999997	-0.1113663468	0.016827733799999998	0.0519859592	0.044643620999999994	-0.053689315	-0.053712595700000004	-0.054245132	0.032855183999999996	-0.060487324	-0.0137062714	0.054444389800000006	-0.0739537665	-0.006004535	0.13717834210000002	0.0470162321	-0.143349256	-0.0757703729	0.0040297787	-0.041225926499999996	-0.0108529947	0.041988575800000004	0.0770456051	-0.0259203311	-0.11018786119999999	-0.05011187860000002	-0.0851303706	0.0819134645	-0.06814846849999999	0.0048052844	-0.0244979045	-0.0972251925	0.0943761833	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.11761700000000005	-0.022045100000000067	0.013833758689000013	0.00048598643401000295	-0.0616773	-0.13245479999999998	0.017544274043039997	0.0038040893352900007	-0.186072	0.026587	0.0007068685689999999	0.034622789184000004	-0.00310408	0.00032751000000000004	9.6353126464e-06	1.0726280010000002e-07	0.000429301	0.0	1.84299348601e-07	0.0	-0.000709542	-0.00029012899999999986	5.034498497639999e-07	8.417483664099995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.6297069412112	2.6006493260643992	526538.4715955881	6.763376917159214	1068.2021972422478	2.1060124488287784	1141055.9341931662	4.435288434621788	799.3426364254242	0.9143093367609936	0.8359615632883279	638948.6504075478	845.0221440017449	604.8473780353638	1.137313	26.259369	0.24950305	0.151571	-0.0052930174	0.0415892648	-0.0359408456	-0.1182209028	-0.0363389669	0.0033025786	-0.045391907	0.0753334358	0.022134283900000003	0.0814419481	0.064477895	-0.0952014763	0.041299155899999995	-0.0314629903	-0.024640720499999998	-0.08811284970000001	-0.0565503796	0.0542983687	-0.053067893399999996	0.0465003875	-0.0273296223	-0.0186222395	0.0731552987	-0.033597637	0.0042277786999999995	0.045204573600000006	-0.0593999172	0.0655643175	-0.042871035999999994	-0.028527539900000006	0.021757305	-0.0449430334	-0.1264268382	-0.0618982263	-0.053745216299999996	0.0498340443	-0.0381011339	-0.0352431188	0.0147701536	-0.0814991068	-0.0743464719	-0.0075340713	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.118853	-0.0012359999999999455	0.014126035609	1.5276959999998654e-06	0.00593678	0.06761408000000001	0.0045716638142464005	3.52453567684e-05	-0.325271	-0.13919899999999996	0.01937636160099999	0.105801223441	-0.00340861	-0.00030452999999999985	1.1618622132099997e-05	9.273852089999994e-08	4.68746e-05	-0.0003824264	2.19722812516e-09	1.4624995141695995e-07	-0.000567419	0.00014212299999999994	3.21964321561e-07	2.0198947128999992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.5187851884816	1.8890782472703904	529283.5828021241	3.5686166243101702	1072.315402786778	4.113205544530047	1149860.3230537698	16.91845985155272	801.7710945919548	2.4284581665306177	5.897409066589249	642836.8881231813	845.1316491391431	601.8166077514603	1.027097	23.714607	0.27658894999999994	0.138905	0.013619818999999998	0.0370226875	-0.0980636691	-0.1057699589	-0.0002003924	0.0607044114	0.0009889349	-0.025019865	0.0337947514	-0.0007389946000000001	0.0133065649	0.028810802599999998	0.0253240356	0.21175342800000002	-0.0064840361	0.033844759599999996	0.0507580258	0.0369504924	-0.0029931296999999996	-0.090257962	-0.051614849000000004	-0.0835984297	0.0411208456	-0.09090053029999999	0.0006021017	-0.08956549779999999	0.0938282609	0.2301982933	0.0883596781	0.020484223	0.0065795385999999996	-0.0395003752	-0.0057549361	0.0424114411	0.1167341456	0.0317590177	0.1182770439	-0.0589626745	0.1029629161	-0.0025271662	-0.098214835	0.1170950266	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.109228	0.009625000000000009	0.011930755984	9.264062500000015e-05	-0.102291	-0.10822778	0.011713252363728398	0.010463448680999998	-0.290337	0.034933999999999965	0.0012203843559999974	0.08429557356900001	-0.00177144	0.00163717	3.1379996736e-06	2.6803256089e-06	0.000885748	0.0008388734	7.84549519504e-07	7.037085812275601e-07	-0.000567419	0.0	3.21964321561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.129051181254	5.610265992772384	537478.2056859258	31.4750845096583	1081.8002603343857	9.484857547607817	1170291.8032595448	89.96252269841297	803.4978199158328	1.7267253238779858	2.9815803441215354	645608.7466094961	845.3927116445378	619.7217689061707	1.118822	25.83243	0.2780292	0.135729	0.0009339317999999999	0.0174546391	0.0545475345	-0.1406301939	0.022334704900000002	-0.0256991729	-0.0049208828	-0.070748706	0.0014945001	0.0966096574	0.07167544299999999	0.0171469425	-0.0767637972	0.0131369221	0.16875196480000001	-0.0557709613	0.0161555901	-0.0496205413	0.0013589523000000002	0.0844933294	-0.0023734475	0.0140125804	0.0271335758	0.0075708065	-0.0408246472	0.0596122912	-0.0299134185	0.0703744018	0.0156783656	0.0197175809	-0.0133068219	-0.0670120863	-0.0052532258	0.09233441140000001	0.1357826976	0.036416277999999996	-0.10252017	0.06678660809999999	0.019741299599999998	-0.0550526454	0.007828132600000001	-0.0297729357	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.108564	0.0006639999999999839	0.011786142096000004	4.408959999999788e-07	-0.0411832	0.0611078	0.00373416322084	0.0016960559622399994	-0.366838	-0.07650099999999999	0.005852403000999998	0.134570118244	-0.00409863	-0.00232719	1.67987678769e-05	5.415813296099999e-06	0.00041781	-0.00046793800000000005	1.7456519610000002e-07	2.1896597184400002e-07	-0.000567419	0.0	3.21964321561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
