global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
755.1564673622821	n/a	570261.2901990814	n/a	1191.1945178572564	n/a	1418944.3793731816	n/a	823.4652133693816	n/a	n/a	678094.9576294811	884.6620206794646	608.9791530047042	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	1.42711e-08	n/a	n/a	2.0366429521000003e-16	-7.73223e-08	n/a	n/a	5.97873807729e-15	-0.00017029	n/a	2.89986841e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.587520117238	-6.5689472450441135	560383.2752752762	43.15106790817266	1154.6400165451248	-36.55450131213161	1333193.5678073259	1336.2315661786313	821.5746190094159	-1.8905943599656891	3.5743470339340746	674984.8546004668	875.4657080999265	593.8867016832845	1.5032370000000002	26.385281	0.15617821779340002	0.07304339999999998	-0.0293054989	-0.026113730099999996	0.0520233376	-0.09179899529999999	0.0919601808	-0.0211375506	-0.0192812916	-0.1750789244	0.0005121752	-0.0176454952	0.12368020630000001	-0.1556494592	-0.009602059	-0.07586305900000001	0.0560593521	-0.0601719817	0.028784628399999998	-0.1439706792	0.07812020110000001	-0.2639182177	0.028777306699999998	-0.11146432349999999	0.08916543460000001	-0.059563763600000014	0.036144222999999996	-0.10963234320000001	-0.0147345272	0.0808683858	-0.0622300844	0.2357902549	-0.1061163723	0.0780053829	-0.0495258021	0.0650432105	-0.0257328042	0.0057803018	-0.0735178864	0.0356354805	-0.09092116869999999	0.0514208348	-0.0101944586	0.07018444160000001	-0.029000761400000002	-0.0006993447999999999	0.059959900999999996	-0.06557640099999999	0.0776785275	-0.0118202305	0.1617702285	0.0740846529	-0.1338870451	0.1349335473	-0.0510948189	0.0369417253	-0.17007416670000006	0.303270835	-0.051024064699999996	0.027387485099999997	-0.1654676308	0.056076607300000005	-0.1232280674	0.2037582568	0.0234777181	0.1128608806	0.1128439341	0.1128156919	0.0	-4.06262e-05	-4.06262e-05	1.65048812644e-09	1.65048812644e-09	-0.0170373	-0.017037314271099998	0.00029027007757222764	0.00029026959128999994	0.0287916	0.028791677322299997	0.0008289606830314441	0.0008289562305600001	0.00106001	0.0012303	1.1236212000999998e-06	1.51363809e-06	-0.000565412	-0.000565412	3.1969072974399994e-07	3.1969072974399994e-07	-0.00041046	-0.00041046	1.684774116e-07	1.684774116e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.3923815920058	0.8048614747677902	561588.9415881385	0.6478019935653823	1146.0922636075038	-8.547752937620999	1313527.476700972	73.06408028260843	823.3602545121512	1.7856355027353177	3.18849414862881	677922.1087103144	876.4786560511066	598.3505332917947	1.5257120000000002	26.779772	0.2189147262	0.136019	-0.0124037837	-0.0606933717	0.027046938	-0.030438771400000002	0.054475396399999994	-0.0029853656	-0.017932817	-0.0648864561	0.0312582815	0.0125653001	0.1666066297	-0.13350256189999998	-0.06632468	0.0106817027	0.037212455299999996	-0.0075244332	0.1345385247	-0.0893565626	-0.15020619359999998	-0.1735419143	0.0979826114	-0.1291957665	0.2957624351	-0.150007169	0.073548627	0.0069009565	0.0455420847	0.0245025806	-0.0380710894	-0.0718326786	-0.1566815638	-0.07365734809999999	0.09535824289999999	0.06676390410000001	-0.0581633309	-0.0917292042	0.0387023644	-0.1714156702	0.0860134658	-0.1200193747	-0.057067884699999995	-0.094137674	-0.0336025046	-0.0553057217	-0.0139980892	-0.08367185860000001	-0.061438346399999996	0.012489764799999999	0.0424536293	-0.1056745996	-0.1932098623	0.092815378	-0.09798993369999999	-0.0182636924	-0.1774887507	0.22208535079999997	-0.17421115489999994	0.1797231784	0.0089494808	-0.11693359119999999	-0.061462376799999996	-0.0577135854	0.1903968864	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0191224	0.0191630262	0.0003656661817600001	0.0003672215731418865	0.106621	0.12365830000000001	0.01529137515889	0.011368037641000002	0.0507133	0.0219217	0.0004805609308900001	0.00257183879689	0.000245846	-0.0008141639999999999	6.044025571599997e-08	6.62863018896e-07	-0.000302367	0.00026304499999999995	9.1425802689e-08	6.919267202499997e-08	-0.000416685	-6.225000000000002e-06	1.73626389225e-07	3.875062500000002e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.7301041713905	-0.6622774206152826	560596.7688925011	0.438611381856832	1139.4260573770378	-6.6662062304660585	1298291.7402297806	44.43830550710451	821.3448442138578	-2.015410298293432	4.06187867046722	674607.3531166862	872.7550366011149	601.626824032689	1.508196	26.472328000000005	0.19593915000000006	0.135235	-0.0804090762	-0.0628289794	0.0718774499	0.12905017929999998	0.08990723240000001	-0.0177343631	-0.021357987400000004	-0.0035639016999999998	-0.0220915185	0.0643493008	0.0855851735	-0.018354183	-0.0166463571	-0.12179983900000001	0.046365265499999996	-0.0981563576	0.1038000864	-0.1306293525	-0.1118942268	-0.13855744539999998	0.0253933526	-0.0024658601000000003	0.05313526650000002	-0.0700303153	-0.0138062048	-0.0829418621	0.1534942353	0.02543531	-0.012158558600000001	-0.024751500899999997	0.0301896798	-0.0123462027	-0.11732153470000001	0.1704035706	0.1019545233	0.0085475094	-0.0392212703	0.1224878083	0.0652596437	0.0336211206	-0.0010477602	-0.0151086884	-0.0231264452	0.0227699782	0.0336476277	-0.10219164929999999	0.043543697	0.050364514400000004	0.1535712365	0.0335799798	0.050721427699999995	0.0839087617	0.12443415349999999	-0.08772224279999999	-0.10696501779999999	0.0844172193	-0.13759872869999998	0.12281190730000001	0.0098755235	-0.08422907810000001	-0.11732733140000001	-0.0025645132999999997	0.0266658008	0.1127253327	0.1123020954	0.1115978766	0.0	0.016923	-0.0021994000000000007	0.000286387929	4.837360360000003e-06	0.0286706	-0.07795039999999999	0.00607626486016	0.0008220033043599997	0.050501300000000006	-0.00021199999999999689	4.494399999999869e-08	0.002550381301690001	0.00231874	0.002072894	5.3765551876000005e-06	4.2968895352360005e-06	-0.000439375	-0.000137008	1.93050390625e-07	1.8771192063999998e-08	-0.00051833	-0.00010164499999999998	2.686659889e-07	1.0331706024999996e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.6224567007408	-3.107647470649681	555952.8479364482	9.65747280183536	1138.311840869404	-1.1142165076337278	1295753.8470634914	1.241478425883501	820.2420253149157	-1.102818898942019	1.2162095238636863	672796.9800927149	872.7199917436399	582.0840466824054	1.411345	24.772364000000003	0.13956449999999998	0.08080889999999999	0.0019792723	-0.0815686502	0.1621184479	-0.07521731429999999	0.1084219339	0.1475463203	-0.0960955841	0.0217649327	0.06707308099999999	0.0470409589	0.0491188714	-0.0672656759	-0.038905419	-0.18812625800000002	0.09309622529999999	0.0068645377	0.0427504532	-0.061815080099999996	-0.2148188936	-0.106642004	-0.0050380641	0.0676861272	0.0780723857	0.043120310999999995	0.0623778122	-0.031122024300000002	0.11521590890000001	0.2138152531	-0.1137071191	-0.0318178942	-0.0778154316	-0.044700513899999995	-0.11740687539999999	0.0416517548	0.1793359611	-0.18549043269999999	0.0068422306000000006	-0.000697915	-0.0184613974	-0.0112351583	0.026915266400000002	-0.0581259901	-0.06362718839999999	0.0250845495	0.0902958802	-0.1039192744	-0.1225557335	0.1145792714	0.0954935477	0.0448383396	-0.0419810213	0.0928829585	0.083112314	-0.0703194622	-0.1922566755	0.056298900199999995	-0.127245965	0.18307380809999999	0.0488972842	-0.1453632688	-0.057648226799999994	0.19598360420000002	0.02157799	0.1125898391	0.1117611244	0.1103844485	0.0	0.00936115	-0.00756185	8.76311293225e-05	5.71815754225e-05	0.0953439	0.06667329999999999	0.004445328932889999	0.00909045926721	0.0409986	-0.00950270000000001	9.030130729000018e-05	0.0016808852019599993	0.00139034	-0.0009284000000000002	1.9330453156e-06	8.619265600000004e-07	-0.000627508	-0.00018813300000000005	3.9376629006400006e-07	3.5394025689000016e-08	-0.00051833	0.0	2.686659889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.9766326741186	10.354175973377778	571500.6691492993	107.20896008767366	1162.6993953641404	24.387554494736374	1351869.8839801378	594.7528142337367	824.8948397752957	4.65281446038	21.648682402721228	680451.496687911	884.8221798118561	636.737055477992	3.026512	53.122276	1.12654375	0.717727	-0.34199414899999997	-0.2081756815	-0.06930845	-0.1415104099	-0.2795035311	-0.0878585159	-0.44984775689999995	-0.1832904035	-0.0674854431	-0.25853597559999997	0.3666423299	-0.0046293686	-0.42528803229999995	-0.1501205852	0.0749132653	-0.1605265575	-0.28841684289999997	0.1878971385	0.0836435467	-0.0695218932	0.0761370104	-0.0191299671	-0.0428636996	0.1325326326	0.1184024474	0.0800243659	-0.0536415496	-0.09196332210000001	0.044271093	-0.0950407658	0.1081684634	-0.0738043322	0.0040522048	0.13410923689999998	-0.0624981709	0.0707473623	0.0684214276	-0.06126690200000001	0.0823012638	-0.0434581372	0.1088968965	0.1236741678	-0.5029107935	-0.0299658917	0.2008503421	-0.0202425272	0.2101981606	0.1552178504	-0.3023105648	0.0572935546	-0.0670293674	-0.0018277376999999999	-0.0710925181	-0.0752001512	-0.0977862444	-0.0207070606	0.2646652379	-0.2014136098	-0.04194673	-0.0166420821	0.001503271	-0.1634583372	0.0757543802	0.11240926539999999	0.111041178	0.1087733526	0.0	0.025245	0.015883849999999998	0.000637310025	0.00025229669082249995	-0.289149	-0.3844929	0.14783479015040998	0.08360714420099999	-0.471627	-0.5126255999999999	0.26278500577535996	0.222432027129	0.00479594	0.0034056000000000004	2.30010404836e-05	1.1598111360000002e-05	-0.000641706	-1.4197999999999988e-05	4.11786590436e-07	2.0158320399999967e-10	-0.00136936	-0.00085103	1.8751468096e-06	7.242520609e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.3672350618134	-7.6093976123052025	560053.5185140634	57.90293202215611	1127.0772263714375	-35.62216899270288	1270303.074205133	1268.9389237446824	820.4665438243009	-4.42829595099488	19.609805029597645	673165.3495349934	871.2406670129059	631.7150837337363	2.13033	37.392204	0.7899697499999999	0.411587	-0.2636241302	-0.1971175766	0.0524142511	0.0871340391	-0.24059365530000001	-0.23505933280000002	-0.1782446759	0.0694221302	-0.1926497514	0.2460006455	-0.0315385414	0.0603420807	-0.1830611599	-0.2687272128	0.042803087000000004	-0.1342746174	-0.0117781838	-0.0603246257	0.0828638312	0.056685848399999995	-0.046002807699999995	-0.0194237099	0.09951920310000001	-0.0945953332	-0.1378122092	0.0597085175	0.1286730476	-0.0163119398	-0.0378634752	0.0259467063	-0.030054889300000002	0.1796272526	0.18237463489999997	-0.1548355118	0.0040939463	0.1553541953	-0.1692059146	-0.0424173892	-0.0723980469	0.0608115283	0.0491483715	-0.0019727402	-0.1571804299	0.11802445539999999	-0.1304467065	-0.320104824	-0.0144475482	0.0156702228	-0.0479196431	0.0718074865	0.1427274957	0.04493812639999999	0.0626919625	0.17499202940000005	0.0778431075	0.0815064249	-0.1119297248	0.1112048416	-0.1273778816	-0.0136852942	0.2674096005	0.0818031385	-0.2334257273	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.0196336	-0.0056114000000000025	0.00038547824895999983	3.148780996000003e-05	0.0590783	0.34822729999999996	0.12126225246529003	0.00349024553089	-0.320962	0.15066500000000005	0.022699942225000016	0.103016605444	0.007791359999999998	0.0029954199999999978	6.070529064959998e-05	8.972540976399986e-06	-0.00265656	-0.002014854	7.0573110336000016e-06	4.059636641316e-06	-0.0006703130000000001	0.000699047	4.493195179690001e-07	4.886667082089999e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.7294840582144	2.362248996401036	563594.7582343129	5.580220320997701	1129.5568806411318	2.479654269694265	1275898.746603724	6.148685297213	820.8770347444699	0.4104909201690816	0.16850279554125933	673839.1061708736	874.3600727013228	607.0544382369827	1.984057	34.82478	0.6030565999999999	0.400412	-0.241001905	-0.3162846037	0.0230226847	-0.09285744289999999	-0.2106743911	-0.0557442538	-0.3786622034	0.1522739203	-0.2954473892	0.0084178224	0.1705214397	0.12240601599999999	-0.256207886	-0.32076507649999997	-0.0434270457	-0.2341612595	-0.164991678	0.16638987619999998	0.09658489279999999	0.1955752245	0.0550285945	-0.08540008449999999	-0.018077542	-0.0672754757	0.08631951759999999	-0.0524908321	-0.1360347975	0.1358852531	0.0422990524	0.077722832	-0.0640968811	-0.042983038200000004	0.07866579809999999	-0.1491829568	-0.0022043493	-0.076406211	0.0738988152	0.0442501634	-0.042047559299999995	0.0368023311	-0.0541312806	-0.0741635195	-0.36148955920000003	0.29098984780000003	0.0632157392	-0.1604631439	0.1631119316	-0.043729460899999996	-0.3091341443	-0.0372143566	0.1066126724	0.0034126607	-0.0520634196	0.1043795485	0.0392569058	-0.0444332963	-0.0711633662	0.0636405375	0.08959917419999999	0.1596951872	-0.10036248240000001	0.0811834259	-0.060171815999999996	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0125414	-0.007092199999999998	0.00015728671395999998	5.0299300839999966e-05	-0.289013	-0.3480913	0.12116755313569	0.08352851416899999	-0.5014930000000001	-0.1805310000000001	0.032591441961000035	0.2514952290490001	0.008597739999999998	0.0008063799999999997	7.392113310759996e-05	6.502487043999997e-07	-0.00228489	0.00037167000000000016	5.2207223120999985e-06	1.3813858890000012e-07	-0.000839105	-0.00016879199999999994	7.04097201025e-07	2.8490739263999986e-08	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.7413609707373	7.011876912522895	574171.9701257852	49.16641783637159	1174.8645333885036	45.307652747371776	1380306.6718141865	2052.7833974764253	825.5668935074017	4.689858762931749	21.994775216247717	681560.6956554615	879.6163879493957	618.2058392565127	3.3112190000000004	58.11953000000001	1.35867065	0.7959069999999999	-0.1294123725	-0.08509379339999999	-0.0421359635	0.2531634768	-0.011384631499999999	0.025983463300000002	0.1102374307	-0.6405526548	-0.0196752194	0.1693506597	0.060304692800000004	-0.09412185449999999	-0.059918797999999995	0.225971891	-0.005400879399999999	-0.1529870739	0.2021504671	-0.10817504970000001	-0.166750826	0.081483153	-0.0250485965	0.1723057307	0.15745983019999998	-0.0090158008	0.08998883769999999	0.1628563269	-0.0388836967	-0.1046962733	0.0197133209	-0.0235098637	0.1256240231	0.0646902972	0.07371914519999999	-0.0159016535	-0.0315222842	0.057055481799999995	-0.1361174909	0.09072154789999999	-0.1633123104	0.059006115899999996	-0.2090522095	0.031213033199999997	0.1054748978	-0.3297595063	-0.3354955303	-0.26370339989999997	0.072172711	0.1908311046	0.0566983035	-0.09038472410000001	-0.2537429659	0.0455736975	-0.1106837044	0.0403250635	-0.0750854047	-0.0675881703	0.21801294579999997	-0.0762099881	-0.0265893909	0.26153497670000003	0.1849631582	0.056612916799999996	0.1424926654	0.1115978766	0.1078204375	0.1016191316	0.0	-0.0500515	-0.06259289999999999	0.00250515265225	0.00391787113041	0.206387	0.4954	0.24542116	0.042595593769	0.03121	0.5327029999999999	0.28377248620900003	0.0009740641	0.00667856	-0.0019191799999999978	4.46031636736e-05	3.6832518723999917e-06	-0.0022513000000000003	3.3589999999999575e-05	5.068351690000001e-06	1.1282880999999715e-09	-0.00424583	-0.003406725	1.80270723889e-05	1.1605775225624996e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.6403829471865	-10.100978023550852	558966.1422134157	102.0297570322573	1122.0097922041437	-52.8547411843599	1258905.9738019856	2793.6236656656715	821.9791027453873	-3.5877907620143787	12.872242551995713	675649.645350112	871.1572115659441	603.8162210145896	2.231977	39.176342	0.3857873	0.218651	-0.139030407	-0.1551978138	0.1840120016	0.2102170397	-0.0444212473	0.22728719670000005	-0.089023985	0.1143841835	-0.1043172601	0.2586302595	-0.1172279033	0.20655346089999999	-0.12111671859999999	-0.09541928449999999	0.0111090753	-0.16276776199999998	0.11948171310000001	0.0041809149	-0.0997103755	0.0635670729	-0.1286718221	0.2841006935	-0.1072022596	0.15236977289999998	-0.1508066119	0.0554544518	-0.0538612863	-0.17345062600000002	0.1242351117	-0.10066504539999999	0.0842700217	-0.0784304009	-0.0904674633	-0.0022056060999999997	-0.0383937123	-0.036928293	-0.0494985779	-0.0423806441	0.0708739148	-0.0064367433	0.0154596008	0.0017688638000000001	-0.0666466892	0.0020924705	-0.106605831	-0.2306841718	0.0005937144	0.0816254496	0.0338863546	0.032884164	0.10889246820000001	-0.1650934155	0.1401176718	-0.2981452969	0.19109327850000002	-0.288355371	-0.08437213939999999	0.0842440318	0.019028603999999998	-0.011740426000000002	0.1386484346	-0.0908855097	-0.0075299825	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.037589300000000006	0.012462199999999993	0.0014129554744900005	0.00015530642883999983	0.0553789	-0.15100809999999998	0.022803446265609997	0.00306682256521	-0.100389	-0.131599	0.017318296801	0.010077951321	0.00745551	0.0007769500000000003	5.5584629360100014e-05	6.036513025000004e-07	-0.00182777	0.0004235300000000003	3.3407431729e-06	1.7937766090000024e-07	-0.00363195	0.0006138799999999997	1.31910608025e-05	3.7684865439999975e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
