trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0
0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0136022,0.105838,0.0637237,-0.000840619,-0.000308058,0,0.0136022,0.105838,0.0637237,-0.000840619,-0.000308058,0,0.00018501984,0.011201682,0.0040607099,7.066403e-07,9.4899731e-08,0,0.00018501984,0.011201682,0.0040607099,7.066403e-07,9.4899731e-08,0,0.13656851,-0.19708739,0.053774057,-0.1986152,0.079185473,0
0.0262373,-0.00391613,0.0514257,0.000586613,-0.000366816,0.00021427,0.0126351,-0.10975413,-0.012298,0.001427232,-5.8758e-05,0.00021427,0.00068839591,1.5336074e-05,0.0026446026,3.4411481e-07,1.3455398e-07,4.5911633e-08,0.00015964575,0.012045969,0.0001512408,2.0369912e-06,3.4525026e-09,4.5911633e-08,-0.12211438,-0.16497372,-0.0002762585,0.0058830049,-0.029078628,0
0.0263129,0.072049,0.0738042,-0.000907811,-0.000736115,0.000575913,7.56e-05,0.07596513,0.0223785,-0.001494424,-0.000369299,0.000361643,0.00069236871,0.0051910584,0.0054470599,8.2412081e-07,5.4186529e-07,3.3167578e-07,5.71536e-09,0.005770701,0.00050079726,2.2333031e-06,1.3638175e-07,1.3078566e-07,0.087335554,-0.080268783,0.031910536,-0.12808038,0.078491504,0
0.0540873,0.0636848,0.0659876,-0.000547008,-0.000651891,0.000707497,0.0277744,-0.0083642,-0.0078166,0.000360803,8.4224e-05,0.000131584,0.002925436,0.0040557538,0.0043543634,2.9921775e-07,4.2496188e-07,5.0055201e-07,0.0007714173,6.9959842e-05,6.1099236e-05,1.301788e-07,7.0936822e-09,1.7314349e-08,-0.03951157,-0.14486729,0.067139143,0.055273566,-0.12858773,0
0.0615846,0.0273361,0.0453636,-0.000338812,-0.000674662,0.00118299,0.0074973,-0.0363487,-0.020624,0.000208196,-2.2771e-05,0.000475493,0.003792663,0.00074726236,0.0020578562,1.1479357e-07,4.5516881e-07,1.3994653e-06,5.6209507e-05,0.001321228,0.00042534938,4.3345574e-08,5.1851844e-10,2.2609359e-07,0.014574554,-0.10745458,0.0090492681,-0.11470867,0.08049555,0
0.0615779,0.0790994,0.0211263,-0.000228184,-0.000764383,0.00107475,-6.7e-06,0.0517633,-0.0242373,0.000110628,-8.9721e-05,-0.00010824,0.0037918378,0.0062567151,0.00044632055,5.2067938e-08,5.8428137e-07,1.1550876e-06,4.489e-11,0.0026794392,0.00058744671,1.2238554e-08,8.0498578e-09,1.1715898e-08,-0.039469675,0.013690646,0.12039844,-0.026790563,-0.012689694,0
0.0615909,0.0497015,0.0592098,-0.000252956,-0.000620257,0.00118299,1.3e-05,-0.0293979,0.0380835,-2.4772e-05,0.000144126,0.00010824,0.003793439,0.0024702391,0.0035058004,6.3986738e-08,3.8471875e-07,1.3994653e-06,1.69e-10,0.00086423652,0.001450353,6.1365198e-10,2.0772304e-08,1.1715898e-08,-0.059293363,0.074587235,-0.05725795,-0.086840082,-0.024301671,0
0.088286,0.0406568,0.0647617,-0.000819666,-0.000649991,0.00118299,0.0266951,-0.0090447,0.0055519,-0.00056671,-2.9734e-05,0,0.0077944178,0.0016529754,0.0041940778,6.7185235e-07,4.224883e-07,1.3994653e-06,0.00071262836,8.1806598e-05,3.0823594e-05,3.2116022e-07,8.8411076e-10,0,-0.017923988,0.10720993,0.13293207,0.017355356,-0.048044487,0
0.0946024,0.0748043,0.0647454,-0.000929688,-0.000696254,0.0014934,0.0063164,0.0341475,-1.63e-05,-0.000110022,-4.6263e-05,0.00031041,0.0089496141,0.0055956833,0.0041919668,8.6431978e-07,4.8476963e-07,2.2302436e-06,3.9896909e-05,0.0011660518,2.6569e-10,1.210484e-08,2.1402652e-09,9.6354368e-08,-0.040175549,0.06876969,-0.097779843,-0.09340716,-0.052726704,0
