trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0
0.0109537,-0.026582,-0.0344917,0.000450785,-0,0,0,0,0,0,0,0,0.00011998354,0.00070660272,0.0011896774,2.0320712e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0173949,0.0352572,0.0387567,-0.000232153,-0.000110796,0.000211435,-0.0283486,0.0618392,0.0732484,-0.000682938,-0.000110796,0.000211435,0.00030258255,0.0012430702,0.0015020818,5.3895015e-08,1.2275754e-08,4.4704759e-08,0.00080364312,0.0038240867,0.0053653281,4.6640431e-07,1.2275754e-08,4.4704759e-08,0,0,0,0,0,0,1
0.00777231,-0.0404775,0.100273,0.0011762,-2.58461e-23,0.000119194,0.02516721,-0.0757347,0.0615163,0.001408353,0.000110796,-9.2241e-05,6.0408803e-05,0.001638428,0.010054675,1.3834464e-06,6.6802089e-46,1.420721e-08,0.00063338846,0.0057357448,0.0037842552,1.9834582e-06,1.2275754e-08,8.5084021e-09,-0.090542283,0.0023907639,-0.23074365,0.13632197,-0.0032501353,0,0
0.00181011,0.0914762,0.0934338,-0.000732161,-0.000425006,0.000452759,-0.0059622,0.1319537,-0.0068392,-0.001908361,-0.000425006,0.000333565,3.2764982e-06,0.0083678952,0.008729875,5.3605973e-07,1.806301e-07,2.0499071e-07,3.5547829e-05,0.017411779,4.6774657e-05,3.6418417e-06,1.806301e-07,1.1126561e-07,-0.033157957,0.09381313,-0.20573281,-0.050785326,-0.034545986,0,0
0.0160107,0.0200284,0.154256,0.000587149,-0.000403135,0.000817179,0.01420059,-0.0714478,0.0608222,0.00131931,2.1871e-05,0.00036442,0.00025634251,0.00040113681,0.023794914,3.4474395e-07,1.6251783e-07,6.6778152e-07,0.00020165676,0.0051047881,0.00369934,1.7405789e-06,4.7834064e-10,1.3280194e-07,-0.069701408,0.11009631,-0.15938104,0.083110887,0.14697149,0,0
0.0336519,0.0198652,0.120706,-0.000407681,-0.00012271,0.000326093,0.0176412,-0.0001632,-0.03355,-0.00099483,0.000280425,-0.000491086,0.0011324504,0.00039462617,0.014569938,1.662038e-07,1.5057744e-08,1.0633664e-07,0.00031121194,2.663424e-08,0.0011256025,9.8968673e-07,7.8638181e-08,2.4116546e-07,-0.12210829,0.11791475,-0.11810751,0.019372106,-0.10201224,0,0
0.0337059,0.112415,0.182122,-0.00119672,-0.000437476,0.000326093,5.4e-05,0.0925498,0.061416,-0.000789039,-0.000314766,0,0.0011360877,0.012637132,0.033168423,1.4321388e-06,1.9138525e-07,1.0633664e-07,2.916e-09,0.0085654655,0.0037719251,6.2258254e-07,9.9077635e-08,0,0.035296067,0.0066279688,-0.026166339,-0.061455789,0.080421275,0,0
0.0164191,0.0273906,0.194369,0.000174511,-0.000375635,-0.000126772,-0.0172868,-0.0850244,0.012247,0.001371231,6.1841e-05,-0.000452865,0.00026958684,0.00075024497,0.037779308,3.0454089e-08,1.4110165e-07,1.607114e-08,0.00029883345,0.0072291486,0.00014998901,1.8802745e-06,3.8243093e-09,2.0508671e-07,-0.016835888,-0.046968042,-0.039823764,0.15721881,-0.016290892,0,0
0.0259389,0.0740087,0.183289,-0.000836095,-2.11748e-05,-0.000189797,0.0095198,0.0466181,-0.01108,-0.001010606,0.0003544602,-6.3025e-05,0.00067282653,0.0054772877,0.033594858,6.9905485e-07,4.4837216e-10,3.6022901e-08,9.0626592e-05,0.0021732472,0.0001227664,1.0213245e-06,1.2564203e-07,3.9721506e-09,-0.064479224,-0.040213594,-0.047068203,-0.073094189,0.089135413,0,0
-0.00947427,0.153867,0.252404,-0.0016652,0.000228825,0.000248328,-0.03541317,0.0798583,0.069115,-0.000829105,0.0002499998,0.000438125,8.9761792e-05,0.023675054,0.063707779,2.772891e-06,5.2360881e-08,6.1666796e-08,0.0012540926,0.0063773481,0.0047768832,6.874151e-07,6.24999e-08,1.9195352e-07,0.051463104,0.11860379,-0.039549844,-0.034499582,-0.04180174,0,0
-0.00949436,0.0125646,0.245653,-0.000426658,0.000329505,0.000248328,-2.009e-05,-0.1413024,-0.006751,0.001238542,0.00010068,0,9.0142872e-05,0.00015786917,0.060345396,1.8203705e-07,1.0857355e-07,6.1666796e-08,4.036081e-10,0.019966368,4.5576001e-05,1.5339863e-06,1.0136462e-08,0,-0.042380924,-0.12600802,-0.041475783,0.049448742,0.11563412,0,0
-0.00530091,0.121671,0.210734,-0.0017324,-6.67732e-06,0.000248328,0.00419345,0.1091064,-0.034919,-0.001305742,-0.00033618232,0,2.8099647e-05,0.014803832,0.044408819,3.0012098e-06,4.4586602e-11,6.1666796e-08,1.7585023e-05,0.011904207,0.0012193366,1.7049622e-06,1.1301855e-07,0,-0.018594164,0.058418848,0.0046616589,-0.036460099,-0.14912649,0,0
0.0173698,0.103935,0.277531,-0.000586599,-0.000426489,-8.53441e-05,0.02267071,-0.017736,0.066797,0.001145801,-0.00041981168,-0.0003336721,0.00030170995,0.010802484,0.077023456,3.4409839e-07,1.8189287e-07,7.2836154e-09,0.00051396109,0.0003145657,0.0044618392,1.3128599e-06,1.7624185e-07,1.1133707e-07,0.054058627,-0.030210735,0.013353866,0.12115967,0.074210686,0,0
0.0333314,0.0707044,0.238316,-0.00138159,-0.000426489,-0.000160342,0.0159616,-0.0332306,-0.039215,-0.000794991,0,-7.49979e-05,0.0011109822,0.0049991122,0.056794516,1.9087909e-06,1.8189287e-07,2.5709557e-08,0.00025477267,0.0011042728,0.0015378162,6.3201069e-07,0,5.624685e-09,-0.066430917,-0.015598155,0.089507084,-0.09895942,-0.017233639,0,0
-0.0168771,0.179354,0.310873,-0.00235839,-2.71003e-05,8.9658e-05,-0.0502085,0.1086496,0.072557,-0.0009768,0.0003993887,0.00025,0.0002848365,0.032167857,0.096642022,5.5620034e-06,7.3442626e-10,8.038557e-09,0.0025208935,0.011804736,0.0052645182,9.5413824e-07,1.5951133e-07,6.25e-08,0.096193185,0.041965034,0.11545595,-0.055663358,-0.018929657,0,0
0.00942779,0.0591964,0.300568,-0.000875373,0.000134139,-0.000160342,0.02630489,-0.1201576,-0.010305,0.001483017,0.0001612393,-0.00025,8.8883224e-05,0.0035042138,0.090341123,7.6627789e-07,1.7993271e-08,2.5709557e-08,0.00069194724,0.014437849,0.00010619303,2.1993394e-06,2.5998112e-08,6.25e-08,-0.0055094773,-0.19804134,-0.011307093,0.095043175,-0.026361705,0,0
0.00531164,0.165343,0.257011,-0.0021953,-0.00033529,-0.000160342,-0.00411615,0.1061466,-0.043557,-0.001319927,-0.000469429,0,2.8213519e-05,0.027338308,0.066054654,4.8193421e-06,1.1241938e-07,2.5709557e-08,1.6942691e-05,0.011267101,0.0018972122,1.7422073e-06,2.2036359e-07,0,-0.0001003169,-0.032691914,0.010946863,-0.14921666,0.014614639,0,0
-0.00872016,0.117436,0.311546,-0.00113836,-0.000230909,0.000329963,-0.0140318,-0.047907,0.054535,0.00105694,0.000104381,0.000490305,7.604119e-05,0.013791214,0.09706091,1.2958635e-06,5.3318966e-08,1.0887558e-07,0.00019689141,0.0022950806,0.0029740662,1.1171222e-06,1.0895393e-08,2.4039899e-07,0.059959605,0.045022216,0.017597531,0.091525372,0.0093562257,0,0
0.0153292,0.093652,0.279577,-0.00149173,5.92153e-05,-0.000160342,0.02404936,-0.023784,-0.031969,-0.00035337,0.0002901243,-0.000490305,0.00023498437,0.0087706971,0.078163299,2.2252584e-06,3.5064518e-09,2.5709557e-08,0.00057837172,0.00056567866,0.001022017,1.2487036e-07,8.4172109e-08,2.4039899e-07,-0.034985296,-0.088700953,-0.060534521,-0.016901582,0.075251469,0,0
-0.0133751,0.215288,0.340753,-0.00298404,-0.000804357,0.000264269,-0.0287043,0.121636,0.061176,-0.00149231,-0.0008635723,0.000424611,0.0001788933,0.046348923,0.11611261,8.9044947e-06,6.4699018e-07,6.9838104e-08,0.00082393684,0.014795316,0.003742503,2.2269891e-06,7.4575712e-07,1.802945e-07,0.068387475,0.15903568,-0.012912766,-0.07698035,0.025264132,0,0
-0.00123789,0.111047,0.393132,-0.00197136,-0.000922108,0.000297915,0.01213721,-0.104241,0.052379,0.00101268,-0.000117751,3.3646e-05,1.5323717e-06,0.012331436,0.15455277,3.8862602e-06,8.5028316e-07,8.8753347e-08,0.00014731187,0.010866186,0.0027435596,1.0255208e-06,1.3865298e-08,1.1320533e-09,0.015616561,-0.058941206,0.048134915,0.20612015,0.016154723,0,0
-0.0252663,0.135338,0.308795,-0.00290825,-2.4915e-05,0.000218645,-0.02402841,0.024291,-0.084337,-0.00093689,0.000897193,-7.927e-05,0.00063838592,0.018316374,0.095354352,8.4579181e-06,6.2075723e-10,4.7805636e-08,0.00057736449,0.00059005268,0.0071127296,8.7776287e-07,8.0495528e-07,6.2837329e-09,-0.07315075,-0.019748746,0.10783549,-0.13315716,-0.015816674,0,0
-0.0552018,0.196655,0.34107,-0.00399334,-0.000310868,-0.000167157,-0.0299355,0.061317,0.032275,-0.00108509,-0.000285953,-0.000385802,0.0030472387,0.038673189,0.11632874,1.5946764e-05,9.6638913e-08,2.7941463e-08,0.00089613416,0.0037597745,0.0010416756,1.1774203e-06,8.1769118e-08,1.4884318e-07,0.065552604,0.019686524,0.083607351,-0.082772038,-0.14759058,0,0
-0.051289,0.163359,0.371337,-0.00325146,-0.000433213,0.000198368,0.0039128,-0.033296,0.030267,0.00074188,-0.000122345,0.000365525,0.0026305615,0.026686163,0.13789117,1.0571992e-05,1.876735e-07,3.9349863e-08,1.5310004e-05,0.0011086236,0.00091609129,5.5038593e-07,1.4968299e-08,1.3360853e-07,0.13907236,-0.049160876,0.097585024,0.0009772426,0.057764974,0,0
-0.0554328,0.101863,0.358363,-0.00247815,0.000399759,-0.000138053,-0.0041438,-0.061496,-0.012974,0.00077331,0.000832972,-0.000336421,0.0030727953,0.010376071,0.12842404,6.1412274e-06,1.5980726e-07,1.9058631e-08,1.7171078e-05,0.003781758,0.00016832468,5.9800836e-07,6.9384235e-07,1.1317909e-07,-0.044896379,-0.049225168,0.11434601,0.081598762,-0.10972766,0,0
-0.055245,0.185159,0.303859,-0.00342617,-1.64782e-05,-0.000152283,0.0001878,0.083296,-0.054504,-0.00094802,-0.0004162372,-1.423e-05,0.00305201,0.034283855,0.092330292,1.1738641e-05,2.7153108e-10,2.3190112e-08,3.526884e-08,0.0069382236,0.002970686,8.9874192e-07,1.7325341e-07,2.024929e-10,-0.0084331515,-0.063064823,0.10758323,-0.1602092,0.050678023,0,0
-0.0551876,0.153888,0.371186,-0.00255179,-0.000273583,-0.000241675,5.74e-05,-0.031271,0.067327,0.00087438,-0.0002571048,-8.9392e-05,0.0030456712,0.023681517,0.13777905,6.5116322e-06,7.4847658e-08,5.8406806e-08,3.29476e-09,0.00097787544,0.0045329249,7.6454038e-07,6.6102878e-08,7.9909297e-09,0.04121931,0.11919474,0.16227784,0.076340404,-0.064120786,0,0
-0.0296034,0.114498,0.333377,-0.00282952,-1.64782e-05,-0.000350815,0.0255842,-0.03939,-0.037809,-0.00027773,0.0002571048,-0.00010914,0.00087636129,0.013109792,0.11114022,8.0061834e-06,2.7153108e-10,1.2307116e-07,0.00065455129,0.0015515721,0.0014295205,7.7133953e-08,6.6102878e-08,1.191154e-08,-0.071920135,-0.13805805,0.091624219,0.02366483,-0.087264689,0,0
-0.0494532,0.181098,0.347269,-0.00371623,-1.64782e-05,-0.000350815,-0.0198498,0.0666,0.013892,-0.00088671,0,0,0.002445619,0.032796486,0.12059576,1.3810365e-05,2.7153108e-10,1.2307116e-07,0.00039401456,0.00443556,0.00019298766,7.8625462e-07,0,0,0.023441109,0.0001900122,0.053625234,-0.17928157,-0.02812977,0,0
-0.0483409,0.167264,0.395588,-0.00317564,-0.000203586,-0.000350815,0.0011123,-0.013834,0.048319,0.00054059,-0.0001871078,0,0.0023368426,0.027977246,0.15648987,1.0084689e-05,4.1447259e-08,1.2307116e-07,1.2372113e-06,0.00019137956,0.0023347258,2.9223755e-07,3.5009329e-08,0,0.18119147,0.039460817,-0.021134732,0.048659462,-0.023804976,0,0
-0.0383532,0.108602,0.408371,-0.00238585,-8.09523e-05,-0.000425169,0.0099877,-0.058662,0.012783,0.00078979,0.0001226337,-7.4354e-05,0.001470968,0.011794394,0.16676687,5.6922802e-06,6.5532749e-09,1.8076868e-07,9.9754151e-05,0.0034412302,0.00016340509,6.2376824e-07,1.5039024e-08,5.5285173e-09,-0.068288097,-0.13054735,-0.07075969,0.027064471,0.13390182,0,0
-0.0211107,0.175513,0.352776,-0.00383036,-1.64782e-05,-0.000378822,0.0172425,0.066911,-0.055595,-0.00144451,6.44741e-05,4.6347e-05,0.00044566165,0.030804813,0.12445091,1.4671658e-05,2.7153108e-10,1.4350611e-07,0.00029730381,0.0044770819,0.003090804,2.0866091e-06,4.1569096e-09,2.1480444e-09,-0.059854778,0.11431483,-0.082473685,-0.14706611,0.051911839,0,0
-0.036103,0.153685,0.446748,-0.00254309,-1.64782e-05,-0.000378822,-0.0149923,-0.021828,0.093972,0.00128727,0,0,0.0013034266,0.023619079,0.19958378,6.4673067e-06,2.7153108e-10,1.4350611e-07,0.00022476906,0.00047646158,0.0088307368,1.6570641e-06,0,0,0.019616821,0.15015855,0.090056684,0.13162254,0.071317162,0,0
-0.00851599,0.155715,0.374024,-0.00321275,-1.64782e-05,-0.000750768,0.02758701,0.00203,-0.072724,-0.00066966,0,-0.000371946,7.2522086e-05,0.024247161,0.13989395,1.0321763e-05,2.7153108e-10,5.6365259e-07,0.00076104312,4.1209e-06,0.0052887802,4.4844452e-07,0,1.3834383e-07,-0.035203492,-0.067178354,0.055361054,-0.0072300528,-0.1099091,0,0
-0.00825087,0.211271,0.422803,-0.00361856,-0.000636271,-0.00066551,0.00026512,0.055556,0.048779,-0.00040581,-0.0006197928,8.5258e-05,6.8076856e-05,0.044635435,0.17876238,1.3093976e-05,4.0484079e-07,4.4290356e-07,7.0288614e-08,0.0030864691,0.0023793908,1.6468176e-07,3.8414311e-07,7.2689266e-09,0.12050319,-0.039342289,0.029306376,-0.11215903,0.10555635,0,0
-0.00828478,0.105518,0.349025,-0.00270203,-0.000283833,-0.000378822,-3.391e-05,-0.105753,-0.073778,0.00091653,0.000352438,0.000286688,6.863758e-05,0.011134048,0.12181845,7.3009661e-06,8.0561172e-08,1.4350611e-07,1.1498881e-09,0.011183697,0.0054431933,8.4002724e-07,1.2421254e-07,8.2190009e-08,-0.11695673,0.0041876019,-0.0016553509,-0.030334033,-0.0046108771,0,0
-0.00826606,0.231475,0.414425,-0.00401145,-0.000636271,-0.000654181,1.872e-05,0.125957,0.0654,-0.00130942,-0.000352438,-0.000275359,6.8327748e-05,0.053580676,0.17174808,1.6091731e-05,4.0484079e-07,4.2795278e-07,3.504384e-10,0.015865166,0.00427716,1.7145807e-06,1.2421254e-07,7.5822579e-08,0.027186057,0.10368619,0.13857415,-0.0072837729,-0.0020329,0,0
-0.0132651,0.106772,0.414245,-0.0023619,-0.000132953,-0.000761883,-0.00499904,-0.124703,-0.00018,0.00164955,0.000503318,-0.000107702,0.00017596288,0.01140026,0.17159892,5.5785716e-06,1.76765e-08,5.8046571e-07,2.4990401e-05,0.015550838,3.24e-08,2.7210152e-06,2.5332901e-07,1.1599721e-08,-0.028585948,-0.052618273,0.15392992,0.13707084,-0.098472928,0,0
-0.0173749,0.195585,0.377341,-0.00377602,-7.32221e-05,-0.000896263,-0.0041098,0.088813,-0.036904,-0.00141412,5.97309e-05,-0.00013438,0.00030188715,0.038253492,0.14238623,1.4258327e-05,5.3614759e-09,8.0328737e-07,1.6890456e-05,0.007887749,0.0013619052,1.9997354e-06,3.5677804e-09,1.8057984e-08,0.058219201,-0.1210397,-0.019846328,-0.11813984,-0.0765156,0,0
-0.0401803,0.145179,0.429494,-0.00269647,-7.32221e-05,-0.000896263,-0.0228054,-0.050406,0.052153,0.00107955,0,0,0.0016144565,0.021076942,0.1844651,7.2709505e-06,5.3614759e-09,8.0328737e-07,0.00052008627,0.0025407648,0.0027199354,1.1654282e-06,0,0,0.10971226,-0.079356745,-0.056012912,-0.013554035,0.10115722,0,0
-0.0186314,0.145117,0.347267,-0.00285692,0.000497486,-0.000896263,0.0215489,-6.2e-05,-0.082227,-0.00016045,0.0005707081,0,0.00034712907,0.021058944,0.12059437,8.1619919e-06,2.4749232e-07,8.0328737e-07,0.00046435509,3.844e-09,0.0067612795,2.5744203e-08,3.2570774e-07,0,-0.10587289,-0.069801625,-0.062192567,-0.056337604,0.084956804,0,0
-0.00962331,0.212479,0.402038,-0.00390811,-0.000427914,-0.000896263,0.00900809,0.067362,0.054771,-0.00105119,-0.0009254,0,9.2608095e-05,0.045147325,0.16163455,1.5273324e-05,1.8311039e-07,8.0328737e-07,8.1145685e-05,0.004537639,0.0029998624,1.1050004e-06,8.5636516e-07,0,-0.020358528,0.10072421,-0.0059493844,-0.071604769,0.07327904,0,0
-0.017382,0.122093,0.426221,-0.00227024,-1.32793e-05,-0.000896263,-0.00775869,-0.090386,0.024183,0.00163787,0.0004146347,0,0.00030213392,0.014906701,0.18166434,5.1539897e-06,1.7633981e-10,8.0328737e-07,6.0197271e-05,0.008169629,0.00058481749,2.6826181e-06,1.7192193e-07,0,-0.072337692,0.044232239,0.08209674,0.11191177,0.03540882,0,0
-0.0299762,0.173727,0.388876,-0.00349499,0.000114676,-0.00138182,-0.0125942,0.051634,-0.037345,-0.00122475,0.0001279553,-0.000485557,0.00089857257,0.030181071,0.15122454,1.2214955e-05,1.3150585e-08,1.9094265e-06,0.00015861387,0.00266607,0.001394649,1.5000126e-06,1.6372559e-08,2.357656e-07,0.0060983,0.068248007,0.029512338,0.03057695,-0.1187379,0,0
-0.0565238,0.179125,0.458752,-0.00281259,0.000129601,-0.00138182,-0.0265476,0.005398,0.069876,0.0006824,1.4925e-05,0,0.00319494,0.032085766,0.2104534,7.9106625e-06,1.6796419e-08,1.9094265e-06,0.00070477507,2.9138404e-05,0.0048826554,4.6566976e-07,2.2275562e-10,0,0.12844199,0.032828308,-0.0071565774,0.11437562,-0.0024644841,0,0
-0.0480076,0.155166,0.378146,-0.00281259,0.000384081,-0.0012976,0.0085162,-0.023959,-0.080606,0,0.00025448,8.422e-05,0.0023047297,0.024076488,0.1429944,7.9106625e-06,1.4751821e-07,1.6837658e-06,7.2525662e-05,0.00057403368,0.0064973272,0,6.476007e-08,7.0930084e-09,-0.033553235,-0.024803659,-0.024040827,5.16564e-05,-0.091840956,0,0
-0.0562475,0.213572,0.455474,-0.00340181,-0.000247832,-0.00113182,-0.0082399,0.058406,0.077328,-0.00058922,-0.000631913,0.00016578,0.0031637813,0.045612999,0.20745656,1.1572311e-05,6.14207e-08,1.2810165e-06,6.7895952e-05,0.0034112608,0.0059796196,3.4718021e-07,3.9931404e-07,2.7483008e-08,0.1362083,-0.0027420757,0.041024229,-0.018169019,-0.021456999,0,0
-0.0346497,0.130779,0.388682,-0.00240262,7.69025e-05,-0.00138182,0.0215978,-0.082793,-0.066792,0.00099919,0.0003247345,-0.00025,0.0012006017,0.017103147,0.1510737,5.7725829e-06,5.9139945e-09,1.9094265e-06,0.00046646496,0.0068546808,0.0044611713,9.9838066e-07,1.054525e-07,6.25e-08,-0.0021765266,-0.18134965,0.0016639159,-0.029198818,-0.033260151,0,0
-0.0638917,0.243415,0.448797,-0.0037229,-0.000438305,-0.00138182,-0.029242,0.112636,0.060115,-0.00132028,-0.0005152075,0,0.0040821493,0.059250862,0.20141875,1.3859984e-05,1.9211127e-07,1.9094265e-06,0.00085509456,0.012686868,0.0036138132,1.7431393e-06,2.6543877e-07,0,0.12651464,-0.053409686,-0.048260567,-0.011525562,-0.076883101,0,0
-0.0385795,0.155668,0.404423,-0.0022878,-0.000152042,-0.00138182,0.0253122,-0.087747,-0.044374,0.0014351,0.000286263,0,0.0014883778,0.024232526,0.16355796,5.2340288e-06,2.311677e-08,1.9094265e-06,0.00064070747,0.007699536,0.0019690519,2.059512e-06,8.1946505e-08,0,-0.079119421,-0.03960446,-0.027480565,0.09042093,-0.093638514,0,0
-0.0474032,0.234397,0.40276,-0.00382789,-0.000438305,-0.00138182,-0.0088237,0.078729,-0.001663,-0.00154009,-0.000286263,0,0.0022470634,0.054941954,0.16221562,1.4652742e-05,1.9211127e-07,1.9094265e-06,7.7857682e-05,0.0061982554,2.765569e-06,2.3718772e-06,8.1946505e-08,0,0.031160678,0.161446,0.035684407,-0.070264669,-0.090110066,0,0
-0.031103,0.201297,0.466291,-0.00255733,-0.000438305,-0.000977367,0.0163002,-0.0331,0.063531,0.00127056,0,0.000404453,0.00096739661,0.040520482,0.2174273,6.5399367e-06,1.9211127e-07,9.5524625e-07,0.00026569652,0.00109561,0.004036188,1.6143227e-06,0,1.6358223e-07,0.02120684,0.045841083,0.16761968,0.09465639,0.063189737,0,0
-0.0282667,0.201093,0.38427,-0.00310095,-0.000438305,-0.0012764,0.0028363,-0.000204,-0.082021,-0.00054362,0,-0.000299033,0.00079900633,0.040438395,0.14766343,9.6158909e-06,1.9211127e-07,1.629197e-06,8.0445977e-06,4.1616e-08,0.0067274444,2.955227e-07,0,8.9420735e-08,-0.021317835,0.011791044,0.022057199,-0.037644847,-0.11488775,0,0
