global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
750.0407363866942	n/a	n/a	562561.1062394945	1434.4186535958747	n/a	n/a	2057556.873783802	767.9021352071687	n/a	589673.6892557289	n/a	944.4398828349324	703.0076758656862	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.7926894515739	-5.248046935120328	27.54199663322587	554716.1502605086	1382.8373959480316	-51.58125764784313	2660.626140533176	1912239.263632333	767.2905156856688	-0.6116195214999607	588734.7354611795	0.3740784390798408	927.3819875543892	687.7523427535231	1.674123	25.328442000000006	0.1031094963	0.0858434	-0.0014431429999999998	-0.023656072799999997	0.018560068	-0.05933192	0.171955322	-0.3179207775	-0.43922383340000004	-0.3978266601	0.0359034606	-0.030105062999999998	0.1625759407	-0.028112513999999998	0.1817126213	-0.1329665697	0.0659173596	-0.0606912685	-0.0146536953	0.2121296185	-0.0336604258	0.0514421434	-0.0538883821	0.0173694787	-0.1900462614	0.0681138912	-0.0150320656	0.08016320190000001	-0.0506803315	0.0708169407	-0.0274952125	0.0843502426	-0.0289893752	0.0063084038	-0.067110437	0.0027117278999999996	-0.0761091247	0.010761176599999998	-0.0034511397999999996	0.0834783203	-0.051156937400000005	0.057743349699999995	-0.0963753852	-0.0077304320999999985	0.41408016350000004	-0.0566775329	0.27632265640000003	-0.194911444	0.0880116118	-0.20821268399999998	0.12327015529999999	-0.3224070522	0.0662283778	-0.3281661878	0.1427557276	-0.1698155846	0.2004388423	-0.0300627006	0.0372230004	-0.13186115	0.0785693957	-0.009106456800000001	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.00680619	-0.00680619	4.63242223161e-05	4.63242223161e-05	2.25013e-05	2.25013e-05	5.0630850169e-10	5.0630850169e-10	0.079345	0.079345	0.006295629025	0.006295629025	-0.000273071	-0.000273071	7.456777104100001e-08	7.456777104100001e-08	6.56451e-05	6.56451e-05	4.309279154010001e-09	4.309279154010001e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.0939007056858	-0.6987887458881232	0.488305711379896	553675.733067403	1361.3212477938932	-21.516148154138364	462.94463139083166	1853195.5396951225	767.4213141938568	0.13079850818803607	588935.4734790262	0.017108249744215737	922.8087300935383	692.3690531585976	1.368901	20.71063	0.08537739369999997	0.05968340000000001	0.0400556009	0.1323476935	0.1094074817	-0.0050216285999999995	0.1903251776	-0.0715915838	-0.22969546510000002	-0.1642290998	-0.0475903011	-0.0548235523	0.1259794907	-0.0034989004	0.2344754739	0.0044189228	0.0005860285	-0.1298809704	-0.0219681081	0.06941706639999999	-0.004811215	-0.0931465369	-0.0910033943	-0.0601317792	-0.0309105237	0.058649561100000004	0.0024105856	-0.10641446	0.0001665703	-0.1081926843	-0.06793525660000001	0.021415249	-0.017809381200000002	-0.0385432091	-0.0316229004	-0.011126348500000001	0.0834343773	0.0026170692	-0.017837621499999998	0.045058401399999996	-0.0444089751	0.0409158001	0.0037091594	0.0320425607	0.19833155730000002	-0.1009464424	0.05767994200000001	-0.2090252762	0.0749596191	-0.1049786002	0.026900349900000002	-0.1716524476	-0.0616391443	-0.0785701198	0.0654179604	-0.021923288399999998	0.0553793633	0.010227766999999999	-0.0127164336	0.08050584570000001	-0.11121759029999999	0.1147626579	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0	0.00680619	0.0	4.63242223161e-05	0.0580011	0.0579785987	0.003361517907215642	0.00336412760121	0.0880154	0.008670399999999995	7.517583615999992e-05	0.007746710637159999	-0.00044587	-0.000172799	1.988000569e-07	2.9859494401000003e-08	-0.0	-6.56451e-05	0.0	4.309279154010001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.4983693030838	-0.5955314026019778	0.3546576514850789	552789.8251563448	1353.909964846304	-7.411282947589142	54.92711492922562	1833072.1929101204	767.7787549446813	0.35744075082448035	589484.216544405	0.12776389034996824	922.5850424290236	688.6269064222537	1.240246	18.764153	0.07189956	0.035063300000000006	0.006253863	0.0025025471	0.0012844488	0.06427786070000001	0.2446005357	0.0277951059	-0.0809784265	-0.1572169192	-0.033971712	-0.06911926089999999	0.0751681413	0.0272267581	0.2890778873	0.0137014478	0.0743114592	-0.031440540600000004	0.0828253531	-0.0301300195	0.0533481739	-0.016757573799999998	-0.00889672	-0.07749754889999999	0.0253278143	0.000310587	-0.068950688	-0.11408466169999999	0.0008789908	-0.006153480500000001	0.0869592138	-0.059354616799999996	-0.10064418439999999	-0.0690285105	-0.1147095527	0.1744408609	0.0519804929	-0.012788150900000001	-0.1339347589	0.1332652916	0.008959943	-0.013059838600000002	0.018525403899999997	0.09476516480000001	0.1704656034	-0.0811964921	-0.0246254994	-0.179743433	0.057419253499999996	0.0120153318	0.0650597631	0.011346476999999999	-0.029102764399999998	0.0427555136	0.1031182615	0.0636657891	-0.037994363999999996	-0.10263528429999999	-0.0768165135	0.18863077039999998	-0.0782651179	0.0456719754	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.00894496	-0.00894496	8.00123094016e-05	8.00123094016e-05	0.05803290000000001	3.1800000000005435e-05	1.0112400000003457e-09	0.003367817482410001	0.099893	0.011877600000000002	0.00014107738176000005	0.009978611449	-0.00063918	-0.00019331000000000006	4.085510724000001e-07	3.736875610000001e-08	0.000434522	0.000434522	1.88809368484e-07	1.88809368484e-07	0.000393072	0.000393072	1.54505597184e-07	1.54505597184e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.8540899811493	1.3557206780654951	1.8379785569343656	554807.615361646	1354.0319466743713	0.1219818280671916	0.01487956637861389	1833402.5126147876	767.5745454770426	-0.20420946763863407	589170.6828642886	0.04170150667325435	920.043811306758	689.1738729144058	1.123741	17.001510999999994	0.07297614399999999	0.0405733	0.0213007872	-0.0553492005	-0.0432655123	-0.040201341200000004	0.2299408264	-0.0925081225	-0.10900727699999999	-0.0461628018	-0.005140162	-0.0623467274	0.0490163075	0.048763796500000005	0.09396394279999999	-0.1570098624	0.0765041079	-0.0728950236	0.034711926000000004	-0.06958836110000001	0.044732243899999996	0.0166753246	-0.08563977589999999	0.0318719857	0.026556793	0.1015189426	-0.0259488053	-0.0422176883	-0.0105226902	0.0529415061	-0.08437626279999999	-0.0606051751	-0.009204545500000001	0.0159301419	-0.0646198585	-0.012768946699999999	0.048689213499999995	0.0021472628	-0.1609958228	0.0132919774	0.044495670099999995	0.09623845630000001	-0.0338881794	-0.0271579466	0.09376771449999999	-0.0709819788	0.1373927119	-0.0334874464	0.0184351341	0.0735960495	0.0167832348	0.0200454834	0.0085616013	0.1578777206	0.0478996708	0.0154759886	0.009258119	-0.07543777269999999	0.016364993600000002	0.1630393702	-0.0130097321	-0.0504832044	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.000165364	0.009110324	2.7345252496000003e-08	8.2998003384976e-05	0.0402761	-0.01775680000000001	0.0003153039462400004	0.0016221642312099994	0.08787259999999998	-0.012020400000000014	0.0001444900161600003	0.007721593830759997	-8.03076e-05	0.0005588724	6.449310617760001e-09	3.1233835948176e-07	0.000533042	9.852e-05	2.8413377376399997e-07	9.7061904e-09	0.000417452	2.438000000000001e-05	1.7426617230399996e-07	5.943844000000002e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.4949748099933	-0.35911517115596325	0.12896370615437674	554272.7675173326	1347.024813810379	-7.007132863992183	49.0999109736393	1814475.8490208862	767.229389341098	-0.3451561359446487	588640.935868714	0.1191327581802408	917.9995049183676	698.4736993779135	1.212026	18.337204	0.043330354	0.0292635	0.0831865175	0.013997288200000001	-0.0056983847	-0.1281597123	0.149310279	-0.029963671	0.048657208099999995	-0.048087406900000004	-0.0661612893	-0.04961252	0.0331511289	0.10385129109999999	-0.0767738556	-0.055796563099999995	0.047504928200000004	-0.0723249651	0.031592779	-0.027859243500000002	-0.0751541687	-0.0129050833	-0.0532996205	0.1494893739	-0.1306239471	0.069466628	0.0122605892	0.0060810989	-0.0314418346	0.0229925518	0.0192367047	0.0093701726	0.0191358009	0.0357101349	0.0004901625	0.0323581184	0.0710277393	-0.0635856307	0.0059674462	-0.038656924599999996	-0.0494574554	0.1575382711	-0.0010633546	-0.0329939774	0.020545174	-0.1222569962	0.0298787461	0.061190043300000004	0.0630368416	0.0944450914	-0.11604541619999999	0.0129363472	-0.0245794259	0.0762435159	-0.1118053155	-0.10750092380000001	0.0785233499	0.0820493677	-0.0605808792	0.0101772509	-0.0645748975	-0.11928382480000001	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00461936	-0.004784724000000001	2.1338486809600007e-05	2.289358375617601e-05	0.040222	-5.409999999999443e-05	2.9268099999993976e-09	0.0016178092840000002	0.07040039999999999	-0.01747219999999999	0.0003052777728399997	0.0049562163201599995	0.000227711	0.0003080186	5.185229952099999e-08	9.487545794596e-08	0.000533042	0.0	2.8413377376399997e-07	0.0	0.000305084	-0.00011236799999999995	9.3076247056e-08	1.2626567423999991e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.0517669480219	-1.443207861971473	2.0828489328562703	552125.9283645775	1345.0365373018778	-1.9882765085012581	3.953243474257953	1809123.2866770257	767.2623263520074	0.03293701090944978	588691.4774390943	0.001084846687649214	919.2527853412313	700.5128506749245	1.175364	17.782539	0.10807699	0.0491697	0.1294201948	0.1102874094	0.0657869779	-0.012031928700000001	0.10685094640000001	0.058744665099999996	0.0321219851	-0.0374751075	-0.0545184238	-0.0538459145	0.0326472496	0.0404905127	0.0123727892	0.05308475730000002	0.0519728261	-0.0904949103	-0.07514597940000001	-0.034542847599999996	-0.023216004	0.0137482266	-0.10781534279999999	-0.007959662099999999	0.008764681	0.0347724933	0.08492242529999999	0.051082752599999996	-0.09057841230000001	0.062039187	0.1184591528	0.0323119947	0.0180516944	-0.0899655018	-0.031281553399999995	-0.04121629	-0.018055419099999998	0.011047381100000002	0.0650583522	-0.1238175441	0.0342599296	0.11321319640000001	0.157014699	0.0456398908	0.026520011800000003	-0.1004114883	-0.0507411199	0.030930423	0.0861493662	0.04971863	-0.11011086070000001	-0.0147805772	-0.0485204792	0.0825100052	-0.0767272694	-0.0302225777	-0.0605976557	0.06833286870000001	-0.026688404500000002	0.08614270310000001	-0.12791368949999998	0.0881163997	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00024343	0.0048627900000000005	5.92581649e-08	2.3646726584100005e-05	0.066524	0.026302	0.000691795204	0.004425442576	0.08739939999999999	0.016999	0.00028896600100000003	0.007638655120359998	0.0008710110000000001	0.0006433000000000001	7.586601621210002e-07	4.138348900000001e-07	0.000238011	-0.000295031	5.6649236121e-08	8.704329096099996e-08	0.000565017	0.000259933	3.1924421028900004e-07	6.7565164489e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.9964135855862	-1.0553533624356533	1.1137707196042392	550558.6777738723	1343.2557936350886	-1.780743666789249	3.1710480068100195	1804336.1271342319	766.8696340976152	-0.3926922543922728	588089.03570101	0.15420720665968554	918.5616212176177	689.427234154917	1.205632	18.240471	0.046792709	0.0240034	0.0802077533	-0.0307042218	0.0010896127	0.05030718519999999	0.1592187989	0.06952190230000001	0.0389165308	-0.0024181188	-0.06192623570000001	-0.0424381683	0.049911850099999995	0.0786318976	0.0766498506	0.0785152949	0.0730179755	0.07818620650000001	-0.17510799079999995	0.0011459951	0.08888102070000001	-0.0020598744	-0.0022547660999999997	-0.0413511144	-0.0357566671	-0.0568102382	0.0795849731	-0.025846841000000002	-0.0518515039	-0.1122440448	0.0220740382	0.0155894772	-0.0075145587	0.0449965763	-0.0647757306	0.031948032700000004	-0.0126361947	-0.164359723	0.1414969231	-0.025758391800000002	-0.0347527383	0.0245784138	-0.0220363642	0.043539816399999993	0.0170387943	-0.10626003380000001	-0.0630422133	-0.0134594652	0.09812612789999996	0.06795002879999999	-0.0065716297	0.0080025159	0.029369004100000002	0.1457632957	-0.1041058732	0.017595762	-0.1801662855	-0.0115615056	0.013679779199999999	0.055107797199999996	0.0064407313	0.0708785909	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.000204421	-3.900900000000001e-05	4.1787945241e-08	1.5217020810000003e-09	0.07839269999999998	0.011868699999999982	0.00014086603968999957	0.006145415413289997	0.07785039999999999	-0.009549000000000002	9.118340100000004e-05	0.006060684780159998	0.0008979539999999999	2.694299999999976e-05	8.063213861159999e-07	7.25925248999987e-10	0.000533042	0.000295031	2.8413377376399997e-07	8.704329096099996e-08	0.000380271	-0.00018474599999999998	1.44606033441e-07	3.4131084516e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.2124963947566	3.216082809170416	10.343188635441477	555341.6647829051	1349.1971546209647	5.941360985876144	35.299770364491145	1820332.9620373074	767.5954946029002	0.7258605052850271	589202.843334671	0.5268734731326349	919.0963875806993	693.8370794168046	1.1433700000000002	17.298486999999998	0.030898759	0.017280700000000003	0.0819361729	-0.0725637232	-0.0621337914	-0.036942203199999996	0.1726242854	-0.0714895482	-0.0036458321000000004	-0.0557509613	-0.022175439900000003	-0.0597379506	0.1306161645	0.0274232256	0.051089546500000006	-0.0382865665	0.19290910120000002	0.0962142902	-0.0843513784	-0.0134527181	0.0414607129	0.0416914365	0.0394638191	-0.09576253359999999	-0.0285720946	-0.025140442599999997	0.0178117648	0.1236019623	-0.0011915106	0.031910931600000005	0.1214486502	-0.090838161	-0.0069427282	0.0663552238	-0.1380849619	-0.0538016123	0.0029629194	0.04726919	0.0832611104	0.023362479300000003	-0.0172468031	-0.1420820717	-0.044913120300000005	-0.0327663554	0.1272717331	-0.1118657483	0.0521268746	0.0809555981	0.0218859102	0.0763804443	0.0832771217	0.0732102633	-0.013193091499999999	0.15468819890000002	-0.0191445341	0.09028822130000001	-0.1742936614	0.061204332300000004	0.050037466100000004	-0.0220047162	0.0942516519	-0.0002160701	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.00426633	0.004061909	1.82015716689e-05	1.6499104724280994e-05	0.08608869999999999	0.0076960000000000075	5.9228416000000136e-05	0.0074112642676899985	0.08745029999999998	0.009599899999999995	9.215808000999991e-05	0.007647554970089997	0.0007286460000000001	-0.00016930799999999974	5.30924993316e-07	2.8665198863999916e-08	0.000533042	0.0	2.8413377376399997e-07	0.0	0.00035876	-2.151099999999999e-05	1.287087376e-07	4.627231209999996e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.0452147874428	0.8327183926861608	0.6934199215178231	556583.4625072415	1345.0867490610824	-4.110405559882338	16.895433866711635	1809258.3624997116	767.8962599565742	0.3007653536740236	589664.6660552946	0.09045979797066048	919.4926159061696	708.0725333811325	1.376076	20.81918	0.035684936000000014	0.0205521	0.1201656278	0.1059703946	0.019649696	-0.056623292199999994	0.10247979759999999	0.060623835999999987	0.0532564003	-0.0368098115	-0.1309856591	-0.0736769266	0.1114186244	0.0687642918	0.0506190666	0.013958315800000001	0.021806227	-0.040355742	-0.0219070812	-0.134346159	-0.0010294485	0.061040546200000004	-0.0681064599	0.09086203970000001	-0.0056635982	-0.0247403533	-0.10363820539999999	-0.0317552641	0.0234981377	0.0488406437	-0.0349136468	0.0327786105	0.0538043747	0.0404825002	0.0605192224	-0.015480390600000001	-0.0729210799	-0.0759136402	0.0310082648	-0.0015763748	-0.013112626899999999	-0.0107540073	-0.006995859300000001	0.041119567200000005	0.039464979500000004	-0.14065145939999998	-0.075517005	-0.054211359400000006	0.025734434	0.01023507	-0.0040461002000000005	0.1594592803	-0.0198732333	0.0839974991	-0.0242766871	-0.0722996723	0.0395358527	0.0430045551	-0.029870403900000002	0.0063681719	-0.0668400519	-0.1312329836	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.000211194	-0.004055136	4.460290563600001e-08	1.6444127978496e-05	0.06936260000000001	-0.01672609999999998	0.0002797624212099993	0.00481117027876	0.07657469999999998	-0.0108756	0.00011827867536	0.0058636846800899966	0.0007286460000000001	0.0	5.30924993316e-07	0.0	0.000533042	0.0	2.8413377376399997e-07	0.0	0.000439322	8.056199999999995e-05	1.93003819684e-07	6.490235843999992e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
