global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
750.70009348388	n/a	n/a	563550.6303567061	1370.1159438518425	n/a	n/a	1877217.6995970253	767.974900496021	n/a	589785.4477918732	n/a	927.5025192909852	668.0146288645066	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.00241652	n/a	n/a	5.8395689104e-06	3.94526e-09	n/a	n/a	1.55650764676e-17	0.000175936	n/a	3.0953476096e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0
744.7074261067128	-5.9926673771672085	35.91206229336411	554589.1504984851	1332.5503893622474	-37.565554489595115	1411.1708841107395	1775690.5401894771	764.5576651055121	-3.417235390508836	584548.4232715925	11.677497714146075	915.2726314991522	658.3229407037496	1.225144	22.731911	0.09569576605474	0.055208900000000005	-0.0382849459	0.054358996799999997	-0.010667112900000001	0.040347992400000005	-0.047337339900000004	0.0408471162	-0.0345080153	0.17563963559999998	-0.2163014623	-0.23171795609999998	0.2956703149	-0.0957515959	-0.024083550800000002	0.0563979221	-0.0234811328	0.055351719	-0.1291543642	0.0784121104	-0.0592344616	0.0263176392	-0.043139340199999994	0.1350115633	-0.050257128600000006	0.0507696246	-0.009668382	0.1157954042	-0.1807789773	0.0650199582	-0.0016336902	0.0293463939	-0.0415293606	-0.0833619618	0.0967174393	-0.014353530900000001	0.1674557361	-0.143392315	0.09230865220000001	-0.0419413177	0.027343119500000002	-0.0368759105	-0.10216548689999999	0.0642285289	-0.07589673940000001	0.0284319414	-0.0815761781	0.2306815727	-0.0763878284	0.0744633237	-0.0868948953	0.3283265876	0.07894678200000001	-0.0904130136	0.1141706591	-0.2722097593	0.1511834969	-0.061768187599999996	0.12283088710000001	-0.0339131235	0.0285997702	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0178652	-0.0178652	0.00031916537104000005	0.00031916537104000005	-0.0363848	-0.03880132	0.0015055424337424	0.00132385367104	0.0103102	0.01031019605474	0.00010630014268717625	0.00010630022404	-0.000398445	-0.000574381	1.58758418025e-07	3.29913533161e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.4063957851782	-2.30103032153454	5.2947405406213495	551167.2565027387	1321.6264429410812	-10.923946421166194	119.33260541250965	1746696.454681095	764.399899622171	-0.15776548334110885	584307.2065423853	0.02488994773385369	911.189492940352	649.6030046029371	1.0189260000000002	18.905645	0.2267605211411	0.14421199999999998	-0.06340126780000001	-0.08345595509999999	-0.0240030866	0.0249191568	-0.1227617693	-0.048684627599999995	-0.0620489879	0.1095623515	-0.0750080363	-0.055262325	0.17967651	-0.0817687916	-0.0331384355	-0.0365263376	-0.0347930176	0.0137731588	-0.0232566872	0.088804514	-0.04304244980000002	-0.008502639499999999	-0.0484830983	0.0325118774	-0.0340385235	0.0946872416	-0.04402888940000002	0.1269288995	-0.0978722301	-0.019579053500000002	-0.10334178640000001	-0.011771485600000001	-0.111919195	-0.08741600640000001	-0.0492824345	-0.0864002052	0.0079834333	-0.0586697508	0.1162411639	0.0339584299	-0.0152315954	-0.0533365985	0.014669501399999996	-0.0128568862	-0.053790452300000006	0.0545445211	-0.0012649157000000002	0.1809617059	-0.0531365248	0.0536284899	0.0514686736	0.1797754457	0.1109732657	-0.07783358929999999	0.11837647109999999	-0.1112018188	0.10470116019999999	0.0226920462	0.017166605300000002	-0.0413342823	-0.11278778730000001	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	7.114110000000001e-08	0.017865271141100002	5.061056109210001e-15	0.0003191679129450205	0.0967976	0.13318239999999998	0.017737551669759998	0.00936977536576	0.057028	0.046717800000000004	0.00218255283684	0.003252192784	-0.000500505	-0.00010206000000000006	2.5050525502500005e-07	1.0416243600000014e-08	0.000267726	0.000267726	7.167721107599999e-08	7.167721107599999e-08	0.000210115	0.000210115	4.4148313225e-08	4.4148313225e-08	0.0	0.0	0.0	0.0	0.0	0.0
740.9477707871324	-1.4586249980458206	2.12758688492417	549003.5990344209	1316.3274036856353	-5.299039255445905	28.079817030756693	1732717.8336937656	763.3885172450769	-1.0113823770941508	582762.0282616371	1.022894312696615	908.6174734303244	644.3846139010227	1.041465	19.323845	0.1893079361411	0.12061400000000005	-0.0641795718	-0.056065900700000004	-0.0441017576	-0.056801075	0.0247774181	0.08546507800000001	-0.08263291910000001	0.0897370106	-0.014332943	-0.033033855699999996	0.1439011848	-0.0369066666	-0.0156161702	-0.0863523886	0.0454679104	0.11825507369999999	0.0890858561	0.0177942148	-0.0191693099	0.0945111056	-0.0127272091	0.026837752599999997	-0.0176470601	0.0373622938	0.1322169051	0.0241326973	-0.1509582063	0.042219932	0.0527855173	-0.0325246277	-0.062386011799999995	-0.055142732699999995	0.1040341712	-0.126443971	-0.0326087151	-0.0565027555	-0.037196716	0.0893733396	-0.043154136100000004	-0.0221463639	0.0393005542	-0.0396702839	-0.0028181312	-0.0581918942	0.0331639287	0.11405753210000001	-0.1198190551	-0.0115541972	-0.1398933597	0.049695727800000006	-0.009395481800000001	-0.0432447572	0.0510070024	-0.0829900667	0.012581033200000001	0.1475970709	0.1016486792	0.1306747312	0.005303911	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0	-7.114110000000001e-08	0.0	5.061056109210001e-15	-0.014622799999999997	-0.11142039999999999	0.01241450553616	0.00021382627984	0.0297394	-0.0272886	0.0007446676899599997	0.0008844319123599998	3.3631300000000004e-05	0.0005341362999999999	1.1310643396900005e-09	2.8530158697769003e-07	-0.0	-0.000267726	0.0	7.167721107599999e-08	0.0	-0.000210115	0.0	4.4148313225e-08	0.0	0.0	0.0	0.0	0.0	0.0
742.2980341430432	1.3502633559107835	1.8232111303154512	551006.3714926265	1314.7326335849652	-1.5947701006700754	2.5432916739912423	1728521.8978132585	764.7387028334422	1.3501855883653209	584825.2836113757	1.8230011230294072	909.7463776867821	645.3134507805668	0.973611	18.064837	0.095546055	0.0524509	-0.0636377835	0.0059403048	-0.05641498530000001	0.0050902613	0.0526178337	-0.0006364616	-0.0371273873	0.0267980737	-0.16117534779999998	0.043596814299999995	0.0510712632	-0.1099876435	-0.0424075259	-0.0196174936	-0.0396777091	0.0844640905	0.0471440704	-0.013994358899999998	0.016549386399999998	-0.0293712446	-0.0112812124	-0.0645850404	-0.0660976129	0.0512413616	0.0096236157	0.0328293053	0.0026686295000000002	0.0177329835	0.0820328202	0.068574989	0.1572934903	-0.08688157	0.0417788448	-0.1759323718	-0.07984780650000001	0.0002895288	-0.055587431	0.1020260622	0.09325116130000001	0.059107266299999996	-0.0069641875	-0.0067707106	-0.0267554849	-0.15008196640000002	-0.068266246	0.0907678668	-0.0597264179	0.0306827416	0.0413662288	0.12880619880000002	-0.0450021449	0.0094826563	0.0414634636	-0.045025900300000005	-0.121030618	-0.044200406399999996	0.058026039	0.0566418167	0.0101636761	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0125176	0.0125176	0.00015669030975999998	0.00015669030975999998	0.0245659	0.03918869999999999	0.0015357542076900002	0.0006034834428100001	0.0297846	4.5200000000002176e-05	2.043040000000197e-09	0.0008871223971599999	-5.11788e-05	-8.48101e-05	2.61926956944e-09	7.192753062010001e-09	0.000329756	0.000329756	1.08739019536e-07	1.08739019536e-07	0.000461325	0.000461325	2.12820755625e-07	2.12820755625e-07	0.0	0.0	0.0	0.0	0.0	0.0
746.8037120569304	4.505677913887212	20.301133463691016	557715.7843420106	1314.1595686834733	-0.5730649014919891	0.3284033813220231	1727015.3719623324	765.544927947559	0.8062251141168417	586059.0367062333	0.6499989346327144	909.0445198449572	654.5965221404223	1.005796	18.662025	0.05791385	0.030355700000000006	0.004027796	-0.0516892653	-0.044390498	0.0621640725	0.00962665	-0.084288266	-0.0675632469	-0.0816024369	-0.13358509359999998	-0.0548903133	-0.006629338	0.0212079662	-0.049930155999999996	-0.08750168259999999	-0.055953953	0.051505912	0.012536113	-0.10706024089999999	0.0511249496	-0.0616262188	-0.09533708269999999	-0.0670885224	-0.0157111024	0.0277980127	-0.0160439677	-0.0918477851	-0.0536870325	0.0901648755	-0.0668316417	-0.0971953401	0.0693627396	0.0255763999	-0.021111509900000002	-0.0498401151	-0.07855351769999999	-0.0566350141	0.0825542833	0.0930245983	-0.0459137586	0.0359203731	0.0729276195	0.031927964100000004	0.0008966528999999998	-0.0824034294	-0.127173581	0.045840442800000006	-0.0123266407	0.0679723784	-0.027668517099999998	0.0061916596	0.08592355119999999	0.045330172099999996	0.12373865380000001	0.034953699500000004	-0.0039928242	0.06928027839999999	-0.0379714264	-0.0311036913	0.031194421400000002	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0216611	0.0091435	0.00046920325321	8.360359224999997e-05	0.046500699999999985	0.02193479999999999	0.0004811354510399996	0.0021623151004899997	0.0152536	-0.014531	0.000211149961	0.00023267231296	-5.11788e-05	0.0	2.61926956944e-09	0.0	0.000255267	-7.448900000000001e-05	6.5161241289e-08	5.5486111210000005e-09	0.0006329269999999999	0.00017160199999999992	4.005965873289999e-07	2.9447246403999966e-08	0.0	0.0	0.0	0.0	0.0	0.0
746.9571345632895	0.1534225063591066	0.023538465457510104	557944.9608750002	1318.1506880229172	3.991119339443912	15.929033581683214	1737521.23633529	765.9436063512187	0.3986784036596873	586669.6081103106	0.1589444695446366	909.7641636473744	668.5019334164339	1.089161	20.208805	0.0895943	0.0511251	0.0793483725	0.028464848100000002	-0.055008849500000005	-0.08909885109999999	0.010462809	-0.0063350206000000004	0.006304471	0.0940665141	-0.048805315499999995	0.0293475006	-0.060638369500000004	0.1435924778	-0.013506542199999999	0.009969447	-0.049616470499999996	0.0281837915	0.0610163769	-0.12265594869999999	-0.027365353399999997	-0.0803052798	-0.0556913278	-0.0028803747999999996	-0.06874301570000001	-0.0673911175	-0.11891683189999999	0.0908172517	-0.115202185	0.028348614100000002	0.1284367813	0.0250834989	0.020803001	-0.0335052427	0.021024548900000002	-0.0166556034	-0.1086011565	-0.0550916921	-0.0023288529	0.0831849115	-0.1314722196	0.037849590600000003	0.004197493	-0.0116098799	-0.0515115168	-0.0794926509	0.0100424365	-0.0671727782	0.0526625161	0.1395625882	-0.0485503614	-0.0233449545	0.0052180155	-0.058019601399999995	0.0041172505	-0.1480870884	-0.14555639509999999	0.0638182354	-0.0038104819	-0.0886553697	-0.069585511	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0217026	4.149999999999987e-05	0.00047100284676	1.7222499999999892e-09	0.0357554	-0.010745299999999992	0.00011546147208999983	0.00127844862916	-0.00314646	-0.01840006	0.0003385622080036	9.900210531599996e-06	0.000681772	0.0007329508000000001	4.64813059984e-07	5.372168752206399e-07	0.000106872	-0.000148395	1.1421624384e-08	2.2021076025e-08	0.00095973	0.00032680300000000013	9.210816729e-07	1.0680020080900004e-07	0.0	0.0	0.0	0.0	0.0	0.0
744.6991440068117	-2.2579905564778078	5.098521353142958	554576.8150844781	1313.7156308478309	-4.4350571750862855	19.669732146284343	1725848.758733914	766.1692680432878	0.2256616920691385	587015.3472939874	0.050923199267506714	910.138127220858	665.6278662863052	0.945453	17.542379	0.0467048808	0.0233571	0.0894573725	0.018670406599999998	0.0023173558	0.021388991200000002	0.0128725922	-0.0665594092	0.0404909262	0.028332836099999998	-0.0592842734	0.0223172558	-0.0993880475	0.030343781299999997	0.027086242000000003	0.0489305304	-0.052573378600000005	-0.0133898855	0.07088547	0.0027032476	-0.08043193900000001	-0.0799781239	0.0734927488	0.0062751835	-0.0429203272	-0.059878161	0.0055384925	-0.0257405936	-0.0941282142	0.0611137636	-0.119082398	-0.043616972000000004	-0.0179406189	0.0672221785	0.0338351079	-0.11925942169999999	0.11125238230000001	0.044430347	-0.024952695	0.0238530614	-0.0287946539	0.044358851	-0.0142795788	-0.0417546888	-0.050925299	-0.055716476200000004	0.0079714188	-0.1091292483	0.0592293525	0.0736104369	0.0655471616	0.0266735167	0.0643958782	-0.08645844230000001	-0.009347075500000001	0.0248056483	0.0772473273	0.1457946183	0.0394572275	-0.0584646431	0.0208147511	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.010895	-0.0108076	0.000118701025	0.00011680421775999998	0.0357494	-5.9999999999990625e-06	3.599999999998874e-11	0.0012780196003599998	0.00289872	0.00604518	3.65442012324e-05	8.4025776384e-06	0.00101887	0.00033709800000000014	1.0380960769e-06	1.1363506160400006e-07	-1.34016e-07	-0.000107006016	1.7960288256e-14	1.1450287460192256e-08	0.000806912	-0.000152818	6.511069757440001e-07	2.3353341124000002e-08	0.0	0.0	0.0	0.0	0.0	0.0
744.0301447033754	-0.6689993034362942	0.4475600679982469	553580.8562273257	1311.7211514734433	-1.9944793743875382	3.9779479748573054	1720612.3792228159	764.9169162598444	-1.252351783443487	585097.8887804698	1.5683849894940824	908.5045234125428	669.0252486259789	0.866218	16.072229	0.0362654458	0.0213803	0.10223055029999999	0.0259293484	-0.0056542521	-0.0958492025	0.0538867205	0.0228769005	-0.0041952296	0.0021614125	-0.043794728399999996	0.0079255423	-0.024224439700000003	0.0272302648	0.0381449979	0.0375105972	0.0096375099	0.08000070849999999	0.0797941934	0.0051850716	-0.0727719528	-0.0801589963	0.0869795173	0.0977277339	-0.0171373014	-0.1372681021	0.0382118306	0.09628694730000001	-0.0500794149	0.0488032947	-0.0444585142	0.0409836173	-0.05308323400000002	-0.0107249223	-0.136176648	-0.0349146532	0.0388354601	0.032258708999999997	-0.09123964820000001	-0.013660460900000001	0.1299692936	-0.0276187078	-0.0140587607	-0.0469982237	-0.0010710688	-0.0799177076	0.015769051699999998	-0.0717067195	0.0068830485	0.0380156492	0.0184114497	0.084144855	-0.0446902411	-0.0809920271	-0.0398121609	0.0207092477	-0.0102222909	0.1378564532	-0.0122269268	-0.0076973039	0.017235258700000002	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0216934	0.0107984	0.0004706036035600001	0.00011660544256000005	0.0357393	-1.0099999999999e-05	1.0200999999997978e-10	0.00127729756449	0.00283823	-6.0489999999999856e-05	3.6590400999999812e-09	8.055549532900001e-06	0.00130111	0.00028224	1.6928872321000005e-06	7.96594176e-08	7.27371e-05	7.2871116e-05	5.29068571641e-09	5.3101995470854556e-09	0.00095973	0.000152818	9.210816729e-07	2.3353341124000002e-08	0.0	0.0	0.0	0.0	0.0	0.0
743.7113636531078	-0.3187810502676029	0.10162135800971601	553106.5924267651	1311.5742313079688	-0.14692016547451206	0.021585535023058	1720226.964231089	763.9111259997752	-1.0057902600691475	583560.2084262443	1.0116140472499635	908.862167908782	674.7133254423743	0.923048	17.126665	0.079383385	0.0426055	0.0934817596	-0.0196838621	-0.0106513427	-0.0128108071	-0.0022359885999999997	-0.0568479987	0.0433288562	-0.0079210259	0.00045300809999999995	-0.0246418114	0.09729254789999996	0.10188072220000001	-0.0103417162	-0.0070629069	0.0148709398	0.06388268679999999	-0.010680723	0.0168999027	0.0139428166	0.0151511149	-0.0473185951	-0.0553392648	-0.07362582349999999	-0.0448209087	0.0238861013	0.1131231592	0.0651164934	0.008774524	0.0770567995	-0.0451469447	-0.057861519800000004	-0.0308239044	-0.14643930800000002	0.0048200734	0.0361312737	-0.034779822099999996	-0.0085061817	-0.10810484699999999	0.0264559209	0.0776095206	-0.0405697873	0.02171631	0.0379021095	-0.08786771480000001	0.038733593999999996	0.0729454188	0.016590703300000002	0.0129256554	-0.0558687096	-0.0206654943	0.011656613799999998	0.12152010199999999	-0.047396248700000004	0.0162356507	-0.056377347599999995	0.0454619634	0.0405678577	-0.0381929904	-0.0635346051	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.022985400000000003	0.0012920000000000015	0.0005283286131600001	1.669264000000004e-06	0.0196698	-0.016069500000000004	0.0002582288302500001	0.00038690103203999987	-0.00872991	-0.01156814	0.00013382186305960006	7.62113286081e-05	0.0013355900000000006	3.448000000000058e-05	1.783800648100002e-06	1.18887040000004e-09	0.000739332	0.0006665949	5.46611806224e-07	4.4434876070601004e-07	0.00126773	0.00030799999999999984	1.6071393528999997e-06	9.486399999999994e-08	0.0	0.0	0.0	0.0	0.0	0.0
