global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
758.6230478677384	n/a	n/a	575508.9287561368	1412.2318924827161	n/a	n/a	1994398.9181453139	768.6512968616977	n/a	590824.8161671697	n/a	938.088088786806	723.1027553685126	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.92559e-09	n/a	3.7078968480999994e-18	n/a	0.0	n/a	n/a	0.0	9.613500000000002e-10	n/a	n/a	9.241938225000004e-19	0.0	n/a	0.0	n/a	-5.38705e-05	n/a	2.90203077025e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.2552313828712	-8.367816484867149	70.02035272441441	562882.9122173656	1368.7958523390373	-43.436040143678845	1886.68958336328	1873602.0853805519	766.3166996615149	-2.3345972001827704	587241.2841801165	5.450344087101231	923.2687455850676	719.0995791718663	1.691589	28.920158	0.18290377211306	0.0975748	-0.0234440295	-0.1087529748	-0.0133120398	0.062417277599999994	0.08138000349999999	-0.0903217225	-0.5587798456	0.15317692789999998	-0.2922825255	0.0191115946	0.0337492433	-0.028220716	0.0400829256	-0.088436099	0.0749187567	-0.0806413254	-0.022127732999999997	0.0384868899	-0.1399239349	0.2497088194	-0.1239018135	0.0146051274	-0.11293905109999999	0.1094845266	-0.0572150267	0.1642000139	-0.0084689609	0.030405238900000006	-0.0683006078	0.10994220310000001	-0.0255806582	0.0114411172	-0.0630957776	0.1500696097	-0.0903880916	0.052794425	-0.0142293977	0.0678096418	-0.0120281568	-0.0788785012	0.0585003663	0.0377049147	-0.1010056466	0.1875417517	-0.1428149383	0.2323465336	-0.6159119813	0.178815733	-0.0244277976	0.2063042428	-0.0701492843	0.1274146778	-0.1971928369	0.0028903359000000003	-0.1061176182	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0173407	-0.01734069807441	0.00030069987649	0.0003006998097078467	0.0624526	0.0624526	0.00390032724676	0.00390032724676	0.0601636	0.060163599038650005	0.003619658649283447	0.00361965876496	-0.000439847	-0.000439847	1.93465383409e-07	1.93465383409e-07	-0.000472961	-0.0004190905	2.23692107521e-07	1.7563684719024998e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.4661010347238	-4.789130348147411	22.93576949154653	555719.7077919131	1344.4217603745715	-24.374091964465837	594.0963590922379	1807469.8697686614	764.1296038569568	-2.187095804558112	583894.0514905897	4.783388058315696	917.6098774263913	702.8028741739763	1.200035	20.516323	0.112448251	0.0819509	0.0337092504	-0.09731352199999999	-0.0102944575	-0.043749056200000004	-0.0027441782	-0.0648387463	-0.1574879908	0.13426101869999998	-0.1141498759	-0.0521513553	-0.050293193	0.1067760356	0.023021479700000003	-0.1187954343	0.0123289248	-0.013442768700000001	-0.0539435177	-0.06847851	-0.2195650489	0.0613283411	-0.22152459510000005	-0.0392753348	-0.085372611	0.0666565961	0.0511568347	0.0314460003	0.12141393810000001	0.031167877400000002	0.0326233588	0.1424041574	-0.0061078566	-0.0460064116	0.058521600300000004	-0.0090854605	-0.0143817415	-0.0268105769	-0.0683020901	0.0819637659	-0.15681910699999999	-0.0643422332	-0.0226049836	0.11109587119999999	-0.0365027732	0.0400753435	-0.0661287878	0.1450090988	-0.29933764809999996	-0.044911521100000004	-0.0097387792	-0.0182050354	0.0256214084	0.0287436511	-0.0798930003	-0.017006234199999998	0.0723530142	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.000102401	0.017443101000000003	1.0485964801000001e-08	0.00030426177249620097	0.054733400000000015	-0.0077191999999999894	5.9586048639999826e-05	0.002995745075560001	0.13761800000000002	0.07745440000000002	0.005999184079360003	0.018938713924000004	-0.000552906	-0.00011305900000000004	3.0570504483600005e-07	1.2782337481000009e-08	-0.000389389	8.357199999999996e-05	1.5162379332100002e-07	6.984279183999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.2141806695065	-1.251920365217302	1.5673046008458225	553854.7467095847	1339.6747596533176	-4.747000721253926	22.534015847585287	1794728.4616521741	765.3871973105922	1.2575934536354223	585817.5618069634	1.5815412946266696	917.8210454383208	683.800745132918	1.213205	20.741486	0.12825187400000002	0.0609856	0.0769938475	0.041612045	-0.0269868124	-0.0691129395	-0.04231777900000002	0.0441074583	-0.0876548959	0.1509107904	-0.1050467916	-0.0094352122	0.0009092591000000001	0.1022295775	-0.0402329592	0.0614934425	0.0089495472	0.0728620797	-0.2231329126	0.0017355589000000002	-0.0664194798	0.0600337996	-0.1076239538	0.079181957	0.0941093269	-0.1511085157	0.0746786277	0.0545220833	-0.1239108828	-0.0643442515	-0.025838554399999998	0.0409844594	0.21607890899999999	-0.0435434459	0.0249848829	-0.0487538257	0.0691555499	0.017448173	0.1681557275	-0.042623978099999994	0.0722907409	-0.0928426983	-0.0753050151	0.07098736280000001	-0.0972256239	0.0375462227	0.11578184550000001	-0.08749037130000001	-0.21694536579999998	-0.1330248007	-0.065246857	0.0101141101	-0.011318189	-0.0792240477	0.0374207972	0.0641406268	0.19665076190000005	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	2.4877e-05	-7.7524e-05	6.188651289999999e-10	6.009970576e-09	0.101934	0.04720059999999999	0.002227896640359999	0.010390540356	0.124293	-0.013325000000000016	0.00017755562500000046	0.015448749849	-0.0010846400000000002	-0.0005317340000000002	1.1764439296000003e-06	2.827410467560002e-07	-0.0	0.000389389	0.0	1.5162379332100002e-07	0.000431852	0.000431852	1.86496149904e-07	1.86496149904e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.2766635020668	4.0624828325602484	16.50376676484675	559917.9651417852	1337.0186159691434	-2.65614368417414	7.055099270978173	1787618.7794480438	766.035241098297	0.6480437877047507	586809.990604526	0.41996075078272	913.9421106375487	688.8739826008891	1.214171	20.758005	0.101164023	0.05164019999999999	0.028192680600000002	0.0530327166	-0.0167232191	0.0579892083	0.159439217	0.1260092729	0.0444623271	-0.0022403067000000003	-0.1042043589	-0.0098873495	0.1487152156	-0.0619896403	-0.049240727000000005	-0.0446170842	-0.0204567077	0.1688532259	-0.0909823378	-0.1057089084	-0.0010021078	0.0048115344	0.023272039300000002	-0.0641912777	-0.04597658860000002	-0.072241772	0.12913880279999998	0.0735822263	-0.0358157353	-0.0241264011	0.08898087560000001	-0.0671886251	-0.10562644539999999	0.0098610298	-0.0122556421	-0.0188149879	0.0481448203	0.0509631801	0.0096436998	0.1260464846	-0.0290730479	0.029607773100000002	-0.0845347323	-0.1196949431	-0.08123307190000001	0.09262584	-0.0747438242	-0.0535700745	-0.09189976050000001	-0.051667794	0.08622686710000001	-0.0470706796	0.1005822865	-0.0952201908	0.09117539449999999	-0.0433398798	0.1188259226	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0172665	0.017241623	0.00029813202225	0.00029727356367412904	0.08586009999999998	-0.016073900000000016	0.00025837026121000047	0.0073719567720099966	0.111856	-0.012437000000000005	0.00015467896900000008	0.012511764736	-0.000378793	0.0007058470000000001	1.4348413684900006e-07	4.982199874090002e-07	0.000323579	0.000323579	1.04703369241e-07	1.04703369241e-07	0.000510656	7.880399999999997e-05	2.6076955033599995e-07	6.210070415999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.9281832826961	1.6515197806293145	2.727517585809899	562392.2800816849	1333.072234588554	-3.9463813805894006	15.573926001062706	1777081.582630921	767.1585803617946	1.1233392634976551	588532.2874227241	1.2618911009154548	913.0135826357488	703.5585110212938	1.196084	20.448778	0.05220280000000002	0.0314587	-0.0271107831	-0.10228525529999999	0.0123662261	0.0344640112	0.045213852400000004	-0.0053256989	0.0746695519	-0.1273766691	-0.0774332778	0.036656014199999996	0.1488404347	-0.0585885917	0.0995597035	-0.0214476144	0.033860941400000004	0.0725760869	0.0444361574	-0.026258869100000002	-0.0251377609	0.05720071490000001	-0.08070941429999999	-0.051192170999999995	-0.0656617082	0.1039188876	0.13542628369999998	-0.0289206926	-0.0538127169	0.0179794541	-0.12051393960000001	0.0723480138	-0.0966520983	-0.045156829800000006	0.0070832425	-0.031985642599999996	-0.098048612	-0.1301397061	0.1285153367	-0.027706806299999998	-0.1271972463	0.0426512066	0.0014996865	-0.0970070289	0.1179930148	0.046195989400000005	-0.0678448342	-0.0230898349	-0.0511430634	0.0127360248	0.0347522412	-0.1560700511	-0.0116558164	-0.0131798921	0.0436351421	0.0739861616	0.1287995582	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0065286	-0.010737900000000002	4.262261796e-05	0.00011530249641000005	0.08159919999999997	-0.004260900000000012	1.8155268810000102e-05	0.006658429440639994	0.107205	-0.004651000000000002	2.163180100000002e-05	0.011492912025	0.000129974	0.0005087669999999999	1.6893240675999997e-08	2.5884386028900005e-07	0.000427042	0.00010346299999999998	1.82364869764e-07	1.0704592368999995e-08	0.000549486	3.883000000000001e-05	3.0193486419599995e-07	1.5077689000000005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.5946518887387	-2.3335313939574007	5.445368766584769	558897.7635326444	1334.6100095416598	1.5377749531057816	2.3647518063994895	1781183.877568789	766.0962495289481	-1.0623308328465555	586903.4635423203	1.1285467984164563	914.3417874073011	712.32516203643	0.982015	16.788969	0.07824442000000001	0.0389315	-0.047640579	-0.0653078284	0.0178896212	-0.027137543599999998	-0.0520868335	-0.051338870300000006	0.044469252699999996	-0.07844248969999999	0.07028735679999999	0.020142073400000002	0.0040092096	0.024769874	0.0839665096	-0.0745206848	0.0179263421	0.0387930601	0.0510530966	-0.10317559720000001	-0.0261052055	0.0067138761	-0.1236140169	-0.12218586699999999	0.0068610991	-0.0292783908	0.0076426273	-0.0579833638	-0.017693317	-0.0913432216	0.0043432613	0.1010081308	0.0491423865	-0.1412503829	-0.0963170234	-0.0116383271	0.0308570937	-0.030559786000000002	0.0006598375	-0.12088093470000001	-0.08186565650000001	-0.014415721999999999	0.0223943789	0.0071028779	0.0977724787	-0.0913788506	-0.0621158083	0.0079875254	0.0038741534999999997	-0.0158076459	-0.0325646785	-0.1777552393	-0.0079267513	-0.0319935388	-0.0423037814	0.054320052	0.054600269400000005	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00584798	-0.0006806199999999997	3.41988700804e-05	4.632435843999998e-07	0.0987971	0.01719790000000003	0.00029576776441000096	0.00976086696841	0.141721	0.03451600000000002	0.001191354256000001	0.020084841841000005	0.000481183	0.0003512090000000001	2.3153707948900005e-07	1.2334776168100007e-07	0.000283124	-0.000143918	8.0159199376e-08	2.0712390723999995e-08	0.000571357	2.187100000000002e-05	3.2644882144899996e-07	4.783406410000011e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.684977831359	-1.9096740573796749	3.646855005428951	556046.0861633543	1335.2076023852478	0.5975928435880178	0.3571172067076131	1782779.341467362	766.2116724897612	0.11542296081313452	587080.3270595571	0.013322459882870388	915.6801876493528	696.5043874142468	1.036088	17.713417	0.10738597	0.050172	-0.0405303001	0.0248329212	0.031374007200000005	-0.0888078281	-0.073825536	-0.0084536884	0.0066411371	-0.0050498877	0.0494303262	0.0289376661	-0.10497845089999999	0.0586695563	0.04568527	0.0409064831	-0.1049761839	0.0169040813	-0.0962710142	-0.0909397249	0.0091579287	-0.0705534291	0.040855136800000004	0.08938328820000001	-0.0192618757	-0.16120372759999999	0.10226166699999999	-0.14560867060000002	0.0539063197	-0.0444642483	0.0113717252	0.0413402234	0.2020366201	0.1218022148	-0.0383652669	-0.0496620271	-0.0138229169	0.054842207999999996	0.0016194459	0.0112789102	0.0496612888	-0.0646083009	0.0196690263	0.054833716500000004	0.0332237648	-0.1489818098	0.0660993778	-0.0910805481	-0.045178273899999996	-0.0857526558	0.0605130979	-0.1184453233	0.0325507698	-0.14131509949999999	-0.0313243324	-0.0351022697	0.0746993586	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0136653	0.007817319999999999	0.00018674042409	6.111049198239999e-05	0.13813	0.0393329	0.0015470770224100005	0.0190798969	0.125664	-0.016057000000000016	0.0002578272490000005	0.015791440896	-0.000100119	-0.000581302	1.0023814161e-08	3.3791201520400004e-07	0.000477787	0.000194663	2.28280417369e-07	3.789368356899999e-08	0.0006789669999999999	0.00010760999999999997	4.609961870889999e-07	1.157991209999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.8228191097226	1.1378412783635667	1.2946827747480358	557744.3231429934	1336.1901415079465	0.9825391226986541	0.9653831276334406	1785404.094263026	764.9133275430131	-1.2983449467481023	585092.3986529248	1.6856996007463323	913.5445111650644	698.2743895951216	1.0169860000000002	17.386842999999995	0.05418394999999999	0.0314288	-0.0659580528	0.10524193289999999	0.0442790405	-0.084406756	0.0238492868	0.069777301	-0.014607118300000001	0.0173819979	-0.0092636204	-0.0075843199	-0.049529082800000006	0.0136749977	-0.0263242383	0.008978364	-0.09032295230000001	-0.0320097984	-0.0186996873	-0.18174777109999998	-0.0565209734	-0.0117344793	-0.00073672	0.020787359499999998	-0.0433849695	-0.0014241488000000001	-0.0065434369	0.0133161516	-0.0159588958	-0.0092924073	0.034843674399999996	0.1123859649	0.18193112670000008	-0.0091472083	0.057968408099999987	-0.035003501400000005	0.0294964826	-0.0488398171	0.0547154336	0.0569814258	0.1273110017	-0.0029394334999999997	-0.0059952813	-0.0051712856	-0.0465658736	-0.0865605728	0.082258804	-0.0488108296	-0.0533226426	-0.0600659747	0.20271340850000005	0.0104341214	0.0437114017	-0.1106700508	0.0095460272	0.056215602999999996	0.0427356171	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.019316	0.0056507	0.000373107856	3.193041049e-05	0.14261500000000002	0.004485000000000018	2.011522500000015e-05	0.020339038225	0.119112	-0.006552000000000002	4.292870400000003e-05	0.014187668543999997	0.000343489	0.000443608	1.17984693121e-07	1.9678805766399995e-07	0.0007751649999999998	0.0002973779999999998	6.008807772249997e-07	8.843367488399988e-08	0.000670028	-8.938999999999909e-06	4.4893752078400004e-07	7.990572099999838e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.4940946591333	-0.3287244505892204	0.1080597644151848	557253.4333609592	1337.0266566224932	0.836515114546728	0.6997575368651254	1787640.2805191225	765.1398369354889	0.2265093924758048	585438.9700656666	0.05130650487975818	911.3429103387433	703.8179142380569	1.045995	17.882793	0.07401689999999997	0.0458704	-0.07311165900000001	0.080559483	0.0784246544	0.0449002412	0.1471349099	0.0028843984000000004	-0.0038533438000000002	-0.0770519446	0.0629907271	-0.0095405926	0.007485818399999998	-0.0609050826	-0.12626113460000002	0.0274024535	-0.0971280847	-0.074451293	0.0326198581	0.0062719583	-0.1115660517	-0.0287673938	-0.0338968163	0.0641381842	-0.0712661948	0.038306502799999996	0.0820684012	-0.033563611	0.1561778186	0.0538688229	0.1424648147	-0.0417179736	0.07383018150000001	0.1225212142	-0.1144519943	-0.130835329	-0.033565463399999995	0.0514474826	0.022842520699999997	0.0566836917	-0.1693099679	0.0877735512	0.027176361	-0.1107467628	-0.0652042462	-0.1178303218	0.044780857300000004	0.1195577614	0.0321141589	-0.0520261928	0.046087335099999995	-0.051607874000000005	0.10462752310000001	0.0125346673	-0.0436635625	-0.070916909	-0.052893915	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0221952	0.0028791999999999984	0.0004926269030399999	8.289792639999992e-06	0.13759100000000002	-0.005024000000000001	2.5240576000000008e-05	0.018931283281000005	0.135244	0.01613200000000001	0.00026024142400000023	0.018290939536	0.00124363	0.0009001409999999998	1.5466155768999995e-06	8.102538198809999e-07	0.000829876	5.471100000000026e-05	6.886941753760002e-07	2.993293521000028e-09	0.00071481	4.478199999999994e-05	5.109533361e-07	2.0054275239999947e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
