global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
663.6602471760708	n/a	n/a	440444.92368180346	996.7968119861688	n/a	n/a	993603.8843857895	671.4473360123146	n/a	450841.5250380341	n/a	703.4271166164771	684.4709991400039	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00840458	n/a	n/a	7.06369649764e-05	2.0569e-05	n/a	n/a	4.2308376100000015e-10	4.20538e-05	n/a	n/a	1.7685220944400001e-09	-0.000563271	n/a	n/a	3.1727421944099996e-07	0.000197987	n/a	3.9198852169e-08	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.0384352425347	-6.621811933536152	43.84839328312178	431699.5053859584	968.3734579009978	-28.423354085171013	807.8870574510076	937747.1539671356	671.2342637368405	-0.2130722754741328	450555.43681433826	0.04539979457572472	700.1829631454277	656.7509555914243	1.505744	22.951303	0.09075162809999998	0.06135230000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0162619	-0.02466648	0.0006084352355903999	0.00026444939160999995	4.990890000000001e-05	2.9339900000000007e-05	8.608297320100002e-10	2.490898299210001e-09	9.7212e-05	5.5158199999999996e-05	3.04242702724e-09	9.450172943999999e-09	0.000443097	0.001006368	1.0127765514239995e-06	1.96334951409e-07	-0.000115658	-0.000313645	1.3376772964e-08	9.8373186025e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
654.1431633203822	-2.8952719221524603	8.382599503204403	427903.2781187962	959.9417695731737	-8.431688327824078	71.09336805756476	921488.2009712763	670.9559603286029	-0.278303408237548	450181.9007004778	0.07745278703663527	699.7490619021606	645.6822288033723	1.054637	16.075302	0.13454812999087806	0.0861187	-0.0414369729	0.06534406799999999	0.0030997672	0.1276845028	-0.057298393499999996	-0.1190230282	-0.1001850992	0.0328214382	-0.0472861147	-0.0820830523	0.04568583440000002	-0.0214053027	0.050930593600000004	-0.0746262138	0.0477790313	-0.140830246	0.0178723207	-0.0467071837	0.050486035199999994	-0.029908054700000002	0.0889616282	-0.0630937453	0.0846884506	0.0238679845	-0.1137789176	0.07628896610000001	-0.0020506458	0.0096516555	-0.0290084906	0.0885098818	-0.0742755395	0.0712751905	-0.0698298549	0.0638710302	-0.0922125193	0.0195821487	-0.0409664788	0.0560453888	-0.006284755	0.0897527585	-0.030209204	0.06857349480000001	-0.077328912	-0.0189668118	-0.0800956759	0.1046284752	0.07507903440000001	-0.0172577579	0.09194737039999999	-0.1077902839	0.011561424099999999	-0.0678223445	0.04225184059999999	-0.0252041932	0.11182922699999999	-0.0349853169	0.0781939387	-0.01001928	0.014884145500000001	-0.0093678377	0.06029042530000001	-0.1749088847	0.11624588710000001	-0.0584246005	0.0766947226	-0.1186830007	0.07062291230000001	-0.0457026949	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	8.908780000000002e-10	0.016261900890878003	0.0002644494205847387	7.936636108840001e-19	0.0133009	0.013250991100000001	0.00017558876513227922	0.00017691394080999998	0.0630335	0.06293628799999999	0.003960976347218945	0.003973222122250001	-0.000283224	-0.000726321	5.275421950410001e-07	8.0215834176e-08	-0.0	0.000115658	0.0	1.3376772964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.7950348139133	-0.34812850646892457	0.12119345701628405	427447.9475473261	951.1804142243433	-8.76135534883042	76.76134754847942	904744.1804039931	671.661856527554	0.705896198951109	451129.6495140406	0.4982894436936237	698.6187610620215	635.9543947719142	0.9654450000000002	14.715795000000002	0.07498000000000002	0.054341699999999986	-0.0665604805	0.0221806271	-0.011820427199999999	0.08860919560000001	-0.028749552299999998	-0.0694468619	-0.05798017730000001	0.081626542	0.0068561648999999995	-0.07778680589999999	0.0587722861	-0.0655810832	-0.0113201384	0.08634617539999999	0.0676044196	0.021228565499999998	0.0578946956	-0.0255045946	0.0149177789	-0.0058282251	0.0810126011	-0.08785941119999999	-0.0911033142	-0.0303683492	-0.0337951182	-0.14279792619999998	0.1080283616	0.1037435318	-0.0376472533	-0.08551960609999999	-0.0523323976	-0.044558484	0.055014671900000006	0.0160667524	0.0188165725	0.053828601	-0.0909299908	0.0091464766	0.0416782723	0.0789816765	-0.106401064	0.0693127717	0.0297813033	0.0212894874	-0.0618151413	0.104171049	0.051475216799999994	-0.027480381499999998	0.05699011530000001	0.0190977019	-0.077037406	0.066299284	0.0659585914	-0.0517870264	-0.0057046758	-0.0738960992	-0.0250389848	0.052917417300000005	-0.0743181147	0.0364759311	0.0199961715	-0.0372309735	-0.0245407781	0.0946860582	-0.0638481073	0.0788524173	0.0391571745	0.052578201799999995	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	8.908780000000002e-10	0.0	0.0	7.936636108840001e-19	0.0525344	0.0392335	0.0015392675222500006	0.0027598631833600003	0.06142230000000001	-0.0016112	2.5959654400000006e-06	0.003772698937290001	-0.00096593	-0.000682706	4.660874824360001e-07	9.330207649e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.0762880951181	-0.7187467187951597	0.5165968457788084	426508.63807209773	951.4752974809288	0.2948832565855355	0.08695613501449076	905305.241716422	670.7121129581158	-0.949743569438283	449854.73846874025	0.9020128476893706	696.9483602611591	638.5902559804979	0.952221	14.514224	0.086605738969122	0.0489326	-0.0600826012	0.034072088	-0.0513785025	0.026757024700000003	0.0122769801	-0.011921995	-0.0348685032	0.09252551	-0.0063615886	-0.0430280683	0.0035538059999999996	-0.0069448524	0.0736868535	-0.1123408473	0.1483435468	0.0170716495	-0.0046788282	-0.0655136899	-0.0575954158	-0.0300286679	0.0181378173	0.18263257149999998	-0.062472884299999996	0.027273900099999998	-0.16392081890000001	0.0110555046	0.0893147954	-0.042625445199999994	-0.0452265268	-0.0467561705	0.0055832839	0.09454664859999999	0.0288265964	-0.11185148460000001	-0.071291107	0.07266734	0.052796329	0.0103403279	0.1058705322	-0.027527357599999996	-0.0560479297	-0.0173013549	-0.061674043	-0.1252690455	-0.0117313772	0.0186429321	0.0802826211	0.006988975400000001	0.0275536082	-0.1223928214	-0.0045371484000000005	0.17017106920000002	0.09273924800000001	-0.0722456182	0.0166850318	-0.0525690884	0.0363823181	0.0573460783	-0.0618631671	0.0383921704	-0.1119721975	0.11403117730000001	-0.0060746003	-0.0390618867	0.0740432753	-0.1278476099	-0.0467166577	0.0061338731	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	5.63986e-06	5.638969122000001e-06	3.179797275886945e-11	3.1808020819600005e-11	0.014260900000000003	-0.0382735	0.00146486080225	0.0002033732688100001	0.0721031	0.010680799999999996	0.00011407948863999995	0.0051988570296100005	-0.000453932	0.000511998	2.6214195200400004e-07	2.06054260624e-07	-0.000240918	-0.000240918	5.8041482724e-08	5.8041482724e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.6125728197088	-0.4637152754092994	0.2150318566479225	425903.1702023597	950.7951970123953	-0.6801004685335101	0.46253664729950006	904011.5066618396	669.8578325265418	-0.8542804315740113	448709.5157971565	0.729795055770279	696.7906962554703	636.0796263518835	0.81112	12.363503	0.03484870604	0.0205599	-0.0460051858	0.0269251886	-0.0314516942	0.0392010922	-0.0064623915	-0.0038504189000000003	-0.0541300801	0.08192203049999999	-0.0100342693	0.014394106	0.026396650299999998	0.0188571856	0.075328902	-0.0565824662	0.097350866	-0.041764729199999996	0.0289468012	0.0422519362	0.11679546810000001	0.0252284344	0.0793883033	-0.0635607836	-0.0823608535	0.118325148	0.0218740062	0.051216262699999994	-0.019070533100000002	-0.146029076	-0.0416984116	-0.002295418	-0.1747843161	0.0200341121	0.014319149199999999	-0.0350205681	-0.0239799773	-0.0518414605	0.0201913392	0.0170682906	-0.034469364100000004	-0.0010230949	-0.075203586	-0.028598790899999997	-0.0744606622	-0.0795594287	-0.0083597996	0.0156458594	0.0645488638	0.033915173199999996	0.0830669867	-0.08694340390000001	0.035629166000000004	-0.028683226699999998	0.060446900199999994	-0.005146452100000001	0.0412609926	-0.0576336372	-0.14923803089999998	-0.0369172352	-0.0109500339	0.0813827251	-0.0924042706	0.0089591182	-0.0462733785	0.0313790317	-0.0333192337	0.0044103645	0.01592388	-0.0527045284	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-4.71618e-06	-1.035604e-05	1.072475644816e-10	2.2242353792399998e-11	0.0315737	0.0173128	0.00029973304384	0.0009968985316900002	0.07482279999999998	0.0027196999999999773	7.39676808999988e-06	0.005598451399839997	-0.000228443	0.00022548900000000002	5.0845289121e-08	5.2186204249e-08	-0.00017029	7.062799999999999e-05	2.89986841e-08	4.988314383999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.2003489550531	-0.41222386465574345	0.1699285145917167	425365.29517709295	949.7769498986928	-1.0182471137025004	1.0368271845634731	902076.254558864	669.7779379661544	-0.07989456038740173	448602.48618619365	0.006383140779496181	696.3548912407518	640.1513188201147	0.7742409999999998	11.801367	0.07406696658407101	0.048131699999999986	-0.033654890800000004	0.009948056	-0.0631136608	0.0141479507	0.0080008912	0.011424129	-0.049348858899999994	0.061666385199999986	0.0531904759	0.0451700372	0.0299379355	-0.0060514945	0.026237360499999998	0.0658779496	0.1108145563	0.0129421456	0.0007578228999999999	0.0295049503	0.0056431933	0.0917386314	0.11114317050000001	0.0894047992	0.0396749584	-0.0135566814	0.0008353367	-0.04396290059999999	-0.1110686259	-0.0010503275	0.0668739608	0.0321094643	0.047465466100000006	-0.114560559	0.1030151736	0.040752204900000005	-0.001466224	0.0087499098	0.0782799139	0.060950620899999995	0.1368214924	-0.061274122800000004	0.1023900319	-0.0631704637	0.044978486500000005	-0.015448736499999999	0.0119629018	-0.0078061137	0.033554816800000005	0.045323589299999995	0.10530699380000001	0.0133777403	0.0219860587	0.0057785836	0.0431424729	-0.112478627	-0.0368234608	-0.0194626278	-0.0484936147	-0.0042993636	-0.0138620687	-0.06193591690000001	-0.0771325289	0.0971467941	-0.0192839528	0.0010832948	-0.012431174599999999	-0.0826210246	-0.09822988490000001	0.0587174898	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	4.04071e-10	4.716584071e-06	2.224616529881093e-11	1.6327337304099994e-19	0.0595001	0.0279264	0.0007798838169599999	0.00354026190001	0.0791136	0.004290800000000025	1.8410964640000214e-05	0.0062589617049600005	-0.0008950539999999998	-0.0006666109999999999	4.443702253209999e-07	8.011216629159999e-07	-0.0	0.00017029	0.0	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.7300595287118	0.52971057365869	0.28059329184581844	426056.5306123556	949.8378647498188	0.060914851125971836	0.003710619087699312	902191.9693124952	669.1220663824307	-0.6558715837236377	447724.339719894	0.4301675343361527	695.327901731368	645.9571687694588	0.826382	12.596132	0.017506666395929002	0.00955336	-0.0082210771	-0.014253156299999997	-0.1091930309	-0.0212709557	0.021132519199999998	0.0813392074	-0.0131544427	0.054814440199999995	0.0421791068	0.0700465579	-0.06365483400000001	0.07660044519999999	0.0252309452	0.0712850858	0.0711353704	-0.06805893910000001	0.049264145499999995	-0.023430364199999998	0.0690231377	0.0403922989	0.0952400506	0.0494502114	-0.0372094744	0.0755057573	-0.11415985630000001	0.0411872067	0.1002513705	-0.013320160400000001	0.053648939900000005	0.044760244299999995	-0.1571368765	-0.0414519648	-0.0960957159	-0.0798951821	-0.1123357976	0.1966853031	-0.0033221908000000003	0.011173846000000001	0.0096531371	-0.0125134081	0.06837272009999999	0.0264311617	0.1251841582	-0.06584903730000001	0.02951891	-0.0507978241	0.055520753099999993	0.0847216507	0.0665531587	0.0870316814	0.0579047788	0.05123915440000002	0.0959840083	-0.0744608009	0.0573767938	-0.10905627720000001	-0.0186077969	-8.693709999999999e-05	0.0795656233	-0.0309940009	-0.0900280752	-0.0790983678	-0.0196756374	0.038358059	-0.0430770084	-0.1101266866	0.0071447914	0.0003302619	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	3.1168e-06	3.116395929e-06	9.711923586287772e-12	9.71444224e-12	0.0580625	-0.0014375999999999972	2.066693759999992e-06	0.00337125390625	0.0761242	-0.002989400000000003	8.936512360000017e-06	0.0057948938256400006	-0.00102133	-0.00012627600000000004	1.594562817600001e-08	1.0431149689e-06	-0.000135255	-0.000135255	1.8293915025000003e-08	1.8293915025000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.6416497937964	-0.08840973491533077	0.007816281227799057	425941.1230455684	953.63863996366	3.8007752138412334	14.445892226149882	909426.6556317392	669.5941322026048	0.4720658201740662	448356.30188015936	0.22284613857661376	695.3428146077362	644.8363855097338	0.86984	13.258540000000005	0.06668456590912203	0.0425007	0.0234713311	0.0044617032	-0.08243288530000001	-0.050737053899999995	0.021003130099999996	0.132145135	-0.0208952844	0.0773664337	0.022596780099999998	0.0418309567	-0.0873082575	0.0698814474	0.0748631065	-0.010728897900000001	-0.0199640454	-0.0883083903	-0.0241324095	-0.0094820512	-0.0327344035	-0.0525466622	0.029058778700000006	0.025081346600000002	0.1475617418	-0.00035602349999999997	0.0225216231	0.03482896	-0.0398222819	-0.1410015417	0.0789684464	-0.039400392400000005	-0.0169603182	0.0563044256	0.05212974769999999	0.0341849596	-0.0031213685	-0.044114538200000004	-0.0519446502	0.0955932347	0.1338562725	-0.047293333099999994	-0.0585265375	0.0269973875	-0.0267817442	-0.029028574100000006	0.0273021852	-0.10169897509999999	0.0772272477	0.0739931158	0.039420328399999996	-0.0482995644	0.0964564183	-0.0224497727	0.0466761929	-0.010073167	0.0754598803	-0.0787584794	0.0812333634	-0.070733916	0.0033808796	-0.1462520957	0.0019301426000000001	0.0380764904	0.0429990467	-0.111792603	0.0097213749	-0.0293475995	-0.15782504990000001	-0.051291156399999996	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	8.908780000000002e-10	-3.115909122e-06	9.70888965656281e-12	7.936636108840001e-19	0.0246824	-0.033380099999999996	0.0011142310760100002	0.00060922086976	0.0701352	-0.005989000000000008	3.586812100000009e-05	0.004918946279039999	-0.000610338	0.000410992	1.68914424064e-07	3.72512474244e-07	-0.0	0.000135255	0.0	1.8293915025000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.7625719402503	1.120922146453836	1.2564664584106748	427405.50046993094	953.7852163241812	0.1465763605211805	0.021484629463635083	909706.2388785651	670.4193271522247	0.8251949496199131	449462.07421924174	0.6809467048782111	695.7706872414075	649.8817580561876	0.8541149999999998	13.018848	0.037462099999999984	0.0264765	0.0480831734	-0.016269835700000002	-0.0825340546	-0.057112195899999996	0.0145635992	0.12641610009999998	-0.020676335	0.0097859874	0.0724162644	0.014729228	-0.1332282802	0.0036868268	0.0257895623	-0.0221577591	0.0351101794	0.0160079231	-0.0424674195	0.0900652076	0.0444280238	-0.0479709207	-0.137726533	-0.0085702506	0.0321514252	0.022628245	-0.0186240908	-0.068558193	-0.06360760780000001	0.005622160500000001	0.1021358725	-0.050975345	-0.09364477199999999	-0.025179529500000002	0.10258308710000001	-0.1940088843	0.0522518649	0.1446074399	-0.1261655496	0.0429999994	-0.1410591175	-0.056952621399999986	0.00033322239999999996	-0.0296383888	0.0357300063	0.07064812549999999	0.024399893500000002	-0.11748202460000001	0.056575016900000004	0.016911303500000002	0.051811101	0.0257999719	-0.026414605299999998	-0.0086490638	-0.046946226900000006	0.06394360889999999	0.0034972837	0.0107783307	0.10288835439999999	-0.21263971620000002	0.0301141922	-0.058333869	-0.028595027999999998	-0.11470631630000001	-0.0768556613	-0.0404680464	-0.110749981	0.0281983714	0.0215710138	-0.1306043673	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	8.908780000000002e-10	0.0	0.0	7.936636108840001e-19	0.0436789	0.0189965	0.00036086701225	0.0019078463052100002	0.0517	-0.018435199999999992	0.0003398565990399997	0.00267289	-0.00060973	6.080000000000321e-07	3.6966400000003913e-13	3.717706728999999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
