global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
697.7120055367787	n/a	486802.042670154	n/a	1025.7990816386894	n/a	n/a	1052263.7558907785	741.2985524968126	n/a	549523.5439338696	n/a	779.2282646332477	605.2967355367766	n/a	n/a	n/a	n/a	-0.046160541299999996	-0.018479451	-0.1465062401	0.0636628677	-0.026107004700000002	-0.0673288287	0.0225835339	-0.10114517	0.044849197199999996	-0.0454566488	0.061907105899999995	-0.035847838300000004	0.0281257154	0.0015535642000000002	-0.0067362876	0.0476271583	-0.10399691609999999	-0.034623018900000004	0.006420135	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0294685	n/a	n/a	0.0008683924922500003	-0.0377101	n/a	n/a	0.0014220516420100002	-0.273185	n/a	0.07463004422500001	n/a	0.00106925	n/a	n/a	1.1432955625000003e-06	0.0007008689999999999	n/a	4.91217355161e-07	n/a	-0.00067601	n/a	n/a	4.569895201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.7434347748897	-3.968570761889055	481279.9532932616	15.749553892120671	988.6437226499562	-37.155358988733155	1380.5207015816336	977416.4103351636	741.6921203234523	0.39356782663969625	550107.2013498985	0.15489563416589403	774.934375164286	594.4030880351402	0.837987	23.825077	0.07535254999999999	0.0445691	-0.0648873202	-0.052635335	-0.024705993199999998	0.0016624855	-0.0108214359	-0.0919048675	0.039767613	-0.1117971936	0.003745797	0.0247019064	0.1314552792	-0.00255905	-0.0601609797	-0.0884720266	-0.0134182249	0.09188257640000001	-0.0644543133	-0.0012223188999999999	-0.1112316818	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0248785	-0.0045899999999999995	2.10681e-05	0.0006189397622500001	-0.07422569999999999	-0.03651559999999999	0.0013333890433599991	0.0055094545404899995	-0.273141	4.4000000000044e-05	0.07460600588099997	1.9360000000038724e-09	0.00138568	0.00031642999999999987	1.0012794489999996e-07	1.9201090624e-06	0.00033324	-0.00036762899999999985	1.110488976e-07	1.351510816409999e-07	-0.00067601	0.0	0.0	4.569895201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.8607824759621	-1.8826522989276102	478671.34232825047	3.544379678657415	978.3258544286197	-10.31786822133654	106.45840463286643	957121.4774434888	740.7758541626822	-0.9162661607700784	548748.8661104514	0.8395436773723391	772.3254937788482	586.6665426045656	0.8552190000000001	24.315027	0.24896863000000005	0.144424	-0.0329096022	-0.0018329353	0.008164034799999999	0.0180286214	-0.032779317999999995	-0.0555939184	0.0019571314	-0.138915589	0.0599714828	-0.024533311699999998	0.04221272400000002	-0.021039065899999997	-0.0678508194	0.04442356099999999	-0.029156836499999998	0.0374072301	-0.029347261	-0.025346154	-0.054436654699999996	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.00870562	-0.01617288	0.00026156204749440003	7.57878195844e-05	0.0409889	0.1152146	0.013274404053159999	0.00168008992321	-0.195991	0.07714999999999997	0.038412472081	0.005952122499999995	0.00110035	-0.00028533000000000014	8.141320890000005e-08	1.2107701225e-06	0.000273336	-5.9903999999999994e-05	7.4712568896e-08	3.5884892159999995e-09	-0.000212621	0.000463389	2.1472936532100004e-07	4.5207689641000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.7288887568852	-1.1318937190768563	477106.39776332147	1.281183391285638	978.3653770265466	0.039522597926975316	0.0015620357468973539	957198.8109642969	741.1203546839952	0.34450052131296616	549259.3801269308	0.11868060918490544	771.5125202908667	585.0718023185971	0.6838350000000001	19.442329	0.09447223	0.0547559	-0.0377117513	-0.0038417069	0.0118058637	0.029149209300000006	-0.0241178186	-0.0415764094	-3.7824e-06	-0.1057073276	0.0320591588	-0.023985656	0.0666918632	-0.028096560299999997	0.0102313864	-0.022480128	-0.027467878799999998	0.0282152894	-0.0210544726	-0.0077880466	-0.0338998462	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0123854	0.0036797799999999992	1.3540780848399992e-05	0.00015339813316	0.021672	-0.0193169	0.00037314262561	0.000469675584	-0.14619299999999996	0.04979800000000004	0.021372393248999987	0.002479840804000004	0.00116409	6.374000000000006e-05	4.062787600000008e-09	1.3551055281e-06	0.000547045	0.000273709	2.99258232025e-07	7.491661668100003e-08	-0.000116519	9.610200000000001e-05	9.235594404000001e-09	1.3576677361000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.6810214343691	1.95213267748386	479806.99745536095	3.8108219905003033	974.1125808121022	-4.252796214444402	18.08627564159264	948895.3200964144	741.6657566547394	0.5454019707442512	550068.0945942472	0.2974633096917131	772.3279950433295	587.5065995058468	0.746179	21.214859	0.14983934999999998	0.0901686	-0.0332371309	-0.004596666	0.0306778967	-0.0037413535	-0.01261713	-0.059129583799999996	0.0328606358	-0.1164007183	0.0025607138	0.0259331037	-0.0258960916	-0.022285595800000002	-0.0245984191	0.0108695057	-0.022368834599999998	0.0469421057	-0.0276854359	0.016543326299999998	-0.0680285918	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.00556643	-0.00681897	4.64983518609e-05	3.09851429449e-05	-0.00617413	-0.02784613	0.0007754069559769	3.81198812569e-05	-0.225205	-0.07901200000000005	0.050717292025000006	0.006242896144000009	0.0011541600000000006	-9.929999999999358e-06	9.860489999998723e-11	1.3320853056000016e-06	0.0007008689999999999	0.00015382399999999992	4.91217355161e-07	2.366182297599997e-08	-0.00067601	-0.000559491	3.13030179081e-07	4.569895201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.8836063314877	2.2025848971186406	482863.22634825396	4.851380229015133	984.2815805812468	10.168999769144532	103.4085563048616	968810.2298715174	742.1979481971263	0.5321915423868404	550857.7943080241	0.2832278377880841	771.1091913932837	605.0886541097229	0.869765	24.728573	0.19583751	0.118149	-0.0323165768	-0.0007937244	-0.0057977257999999995	0.043003150899999995	-0.0146166623	0.008994249499999999	0.0316496354	-0.0563749475	0.0655694481	-0.0746423914	0.0278724173	0.022517191699999998	0.08875203960000001	-0.0292181498	-0.022694110099999998	-0.0129224867	-0.0064757276	0.038431979500000005	0.0233058864	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0014636	-0.00410283	1.68332140089e-05	2.1421249599999997e-06	0.052312800000000007	0.05848693000000001	0.0034207209808249013	0.002736629043840001	-0.133162	0.092043	0.017732118244000002	0.008471913849000003	0.0007749489999999999	-0.00037921100000000066	1.4380098252100056e-07	6.005459526009999e-07	0.000308693	-0.000392176	9.529136824899996e-08	1.5380201497599995e-07	-0.000728718	-5.270800000000005e-05	2.778133264000005e-09	5.310299235240001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.2816157739653	-2.601990557522413	479253.8355386122	6.7703548614357985	968.5530687036937	-15.728511877553046	247.38608588232722	938095.0468953421	741.7509667770429	-0.4469814200833753	550194.4967146778	0.1997923898997508	771.0674828080605	583.8101641202047	0.844774	24.018055	0.17568845	0.10948800000000003	-0.0207561564	0.0133288994	0.0472207618	-0.0008085754	-0.0167446612	-0.0344247166	0.021203011400000003	-0.06795033589999999	0.0603355377	-0.006443184100000001	0.1115179708	0.0663216891	-0.0394124868	-0.041936897599999995	-0.0246629914	0.0344624104	-0.0115936278	-0.0057294613000000005	-0.08610379900000001	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0104973	0.0090337	8.160773568999997e-05	0.00011019330728999997	0.0163459	-0.03596690000000001	0.0012936178956100008	0.00026718844681	-0.199379	-0.066217	0.039751985641	0.004384691089	0.00188993	0.001114981	1.2431826303610005e-06	3.5718354049e-06	0.000430421	0.00012172800000000005	1.85262237241e-07	1.4817705984000009e-08	-0.00067601	5.270800000000005e-05	2.778133264000005e-09	4.569895201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.2124399003868	1.9308241264214985	481930.9117124482	3.728081807171343	970.4312154926866	1.8781467889929215	3.5274353610044225	941736.7440026131	741.2284971949189	-0.5224695821240175	549419.6850538378	0.27297446424484545	771.4818172693608	606.4158422527444	0.7289869999999999	20.726059	0.12581254999999994	0.062551	-0.0359496494	-0.022310278399999998	0.0383860712	-0.008679808399999999	-0.035640744	-0.053149889400000004	0.0131783298	-0.048489998799999996	0.12914189339999999	-0.0193372944	-0.0052411891	-0.030035047599999996	0.0725419325	0.049967729	-0.030762713900000002	0.036315868	-0.0173634323	-0.0350807926	-0.030513687799999998	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0233959	-0.0338932	0.00114874900624	0.0005473681368100001	0.0265353	0.0101894	0.00010382387236000003	0.0007041221460900001	-0.212936	-0.013557000000000012	0.045341740096000005	0.0001837922490000004	0.000967281	-0.000922649	8.512811772009999e-07	9.356325329610001e-07	0.0007008689999999999	0.0002704479999999999	4.91217355161e-07	7.314212070399995e-08	-0.0008463719999999999	-0.00017036199999999986	2.902321104399996e-08	7.163455623839999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.9545024302951	-0.2579374700917469	481572.8514432784	0.06653173847733085	974.2866449204727	3.8554294277860213	14.864336072638444	949234.4664703913	741.91509634148	0.6865991465610932	550438.0101793875	0.4714183880584216	771.1395192251172	592.8886332156277	0.722738	20.548412	0.15837345	0.0713612	-0.0098919921	0.023697621800000002	0.0245262	0.016819278700000002	-0.027439266	-0.0242248485	0.025428675499999998	-0.0047140534	0.0699543603	-0.0390097757	0.05287956059999999	0.0076303487	0.0262809304	0.033569276	-0.027114275400000002	0.0125453494	-0.0119111141	0.0125479077	-0.0100410398	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0262713	-0.0028753999999999967	8.267925159999981e-06	0.0006901812036899999	0.0491383	0.022603	0.0005108956090000001	0.0024145725268899998	-0.149815	0.06312100000000001	0.022444534225	0.003984260641	0.0017892	0.0008219189999999997	6.755508425609998e-07	3.201236639999999e-06	0.000415155	-0.00028571399999999985	1.72353674025e-07	8.163248979599994e-08	-0.00113422	-0.00028784800000000016	8.285647110400011e-08	1.2864550084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.3425923096524	1.3880898793573806	483501.3206799075	1.9267935131743876	967.0777230585744	-7.208921861898261	51.9685544109547	935239.3224361569	742.1188571909884	0.20376084950839868	550740.3981984586	0.041518483792384285	771.1446468173035	601.5677234145397	0.938004	26.668695	0.24060712	0.114985	-0.0337593016	-0.0262011108	0.044939221900000006	-0.0218542333	-0.008074535899999999	-0.0458426808	0.0731779135	-0.061174228899999995	-0.040392192	0.0189238825	0.0407235711	-0.0574641591	-0.0877813992	0.023155121299999998	-0.0192247194	0.045080603399999995	-0.020921558	0.0571617188	-0.0351091676	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.00380778	0.02246352	0.0005046097307903999	1.4499188528400004e-05	0.016493599999999997	-0.032644700000000006	0.0010656764380900005	0.0002720388409599999	-0.251413	-0.10159800000000001	0.063208496569	0.010322153603999998	0.00115193	-0.0006372699999999999	4.061130528999999e-07	1.3269427249e-06	0.0007008689999999999	0.00028571399999999985	4.91217355161e-07	8.163248979599994e-08	-0.000379186	0.0007550339999999999	5.700763411560001e-07	1.43782022596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
