global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
688.503416005291	n/a	474036.9538509548	n/a	1030.9596007209516	n/a	n/a	1062877.698318704	745.6168383465907	n/a	555944.469625966	n/a	786.0578912160232	535.0623237428811	n/a	n/a	n/a	n/a	-0.051166434000000004	-0.1670526993	0.1464536995	-0.030615736400000006	0.0156450108	-0.10044285609999999	0.2622566405	-0.25984583699999997	0.47262406630000003	0.5726439727	0.2865062196	-0.159090081	-0.2061384891	-0.00022258220000000002	0.26975129649999996	-0.09300649970000001	0.1422442561	-0.128294231	0.22650669710000002	-0.0186799037	0.0359808634	-0.1291974368	0.0603425307	-0.1145874182	0.3082484375	0.1287973973	-0.0107598822	0.0534012896	-0.0104738499	0.0299179332	-0.0548323848	0.21475041649999999	-0.0087972501	0.0399113434	-0.0675968024	0.0810489932	-0.019076338	0.055948470099999995	-0.0980247235	0.0393382526	-0.0199764362	0.1338602146	-0.013171318700000002	-0.0158017946	0.1139491039	-0.0738457038	-0.31654317719999997	0.1502032559	-0.1629276289	0.44669721030000004	-0.43305751369999995	0.1132358495	-0.128227623	0.0060390538	-0.1833978033	-0.1902896436	0.18029572219999998	-0.1321569402	0.1049660749	-0.1786828575	0.0367145573	-0.0144732244	0.22806694219999998	-0.0153254025	0.001870696	-0.07755495030000001	0.0367986656	-0.0850462969	0.0393454165	0.11250323	0.1124865505	0.11245875300000001	0.00284854	n/a	n/a	8.1141801316e-06	-0.07729479999999997	n/a	n/a	0.005974486107039995	-0.382167	n/a	0.14605161588900006	n/a	0.00235339	n/a	n/a	5.538444492099998e-06	0.000810901	n/a	6.575604318010001e-07	n/a	-0.0011188	n/a	n/a	1.2517134399999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.0031277543662	-1.5002882509247684	471973.2975442821	2.2508648358629006	998.9206187978205	-32.038981923131125	1026.4963626707236	997842.4026594205	743.8966881467236	-1.720150199867135	553382.2826356639	2.9589167101029434	777.5369451032251	536.8001440912097	1.837197	29.404911	0.42226409	0.202731	-0.0537923735	-0.0447558163	-0.0883636847	-0.0414430286	-0.1366809722	-0.0078495917	0.2149313723	-0.024920969100000002	0.0723620513	0.3115973884	0.2157873218	0.0729465415	-0.0067761204	-0.0820024364	0.1242533543	-0.09264016380000001	0.0910998443	-0.0014135804000000001	0.0659119009	-0.0729636266	0.1145454443	0.1444840149	0.15172690689999999	0.23894574670000002	-0.0334398355	-0.0309991335	0.01260551	-0.009015395	-0.0311822798	0.0237644127	0.1435318812	-0.0706953483	-0.0661292524	0.0557061512	-0.1428822298	0.1270041564	0.030189746099999998	0.0141255438	-0.08254775889999999	-0.0593315328	-0.0489447731	0.0292391709	0.1246658225	0.0358908746	0.024457121600000003	-0.1670890271	-0.0321131837	-0.006246290600000001	-0.14872792070000002	0.1750136737	-0.20674119359999998	0.1806704278	-0.050045946699999996	0.2229445906	-0.0777332222	0.0312944889	-0.13732232390000002	0.0644554868	-0.2388051321	0.1557586858	0.061031122199999996	0.0396273724	0.0072639531000000005	0.0897899265	0.0321669186	0.131232121	-0.07498422	0.025938146800000002	-0.045449953099999996	0.11245875300000001	0.1123086861	0.11205872300000001	-0.037206	-0.04005454	0.0016043661746116	0.0013842864360000002	0.0265455	0.10384029999999997	0.010782807904089994	0.00070466357025	-0.252004	0.13016300000000006	0.06350601601599999	0.01694240656900001	0.00152521	-0.00082818	6.858821124e-07	2.3262655441e-06	-0.0006817160000000001	-0.001492617	4.6473670465600004e-07	2.2279055086890003e-06	-0.000475472	0.0006433279999999999	4.1387091558399975e-07	2.2607362278399998e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.6134160967055	-3.3897116576607687	467327.30266740744	11.490145122081316	979.6788251216884	-19.241793676132037	370.24662387483465	959770.6003918119	742.6992355214019	-1.1974526253217164	551602.1544440747	1.4338927898898708	774.71029796775	524.1419938167949	1.636555	26.193569	0.33447318	0.206303	-0.1121266038	-0.0434164597	0.0725464816	0.045666078799999996	-0.2831780507	-0.0887766643	0.05363813059999999	0.010911490800000001	0.0559601025	-0.06611266	0.1715404141	0.0355542626	0.0305398124	-0.27326622030000003	0.1460669537	-0.0204954378	0.0678854678	-0.07979711190000001	0.0870385885	0.1002800118	-9.619520000000001e-05	0.07937837360000001	0.020116542299999998	-0.0492934122	-0.0107259199	-0.0010113122	-0.1575700355	-0.0457911903	0.0110791596	-0.024515690899999998	0.1024469073	-0.040753753999999996	-0.0520027237	-0.0402800995	-0.0285615902	0.0228623179	0.0487578388	0.0064721728	0.033091957400000004	0.038917209	-0.120800128	0.08874336210000001	0.0242259023	0.0350413574	0.058028335199999996	-0.1416728802	-0.0788826903	-0.2474069591	-0.07259916179999999	0.1237905215	-0.0038077644	0.1283040566	0.0856879052	-0.0627717112	0.0745376224	0.0136165429	0.06609616480000001	0.0486551692	-0.027649402000000003	0.05104923	-0.1185741683	0.010683214199999999	0.12245131449999999	0.016975587	-0.17436386690000005	0.0085509047	0.0275026338	0.1414182278	0.0171601049	0.1123698164	0.11195323859999999	0.1112600859	-0.00186037	0.03534563	0.0012493135600969002	3.460976536900001e-06	-0.170379	-0.1969245	0.03877925870025	0.029029003640999997	-0.30537600000000004	-0.05337200000000003	0.09325450137600004	0.002848570384000003	0.0010218999999999998	-0.0005033100000000001	2.533209561000001e-07	1.0442796099999996e-06	-0.000424415	0.0002573010000000001	1.8012809222499996e-07	6.620380460100003e-08	-0.000691482	-0.00021601000000000004	4.666032010000002e-08	4.78147356324e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.5948097591197	-0.018606337585765687	467301.86392960703	0.0003461957983554769	977.7275427441147	-1.9512823775737616	3.807502917029912	955951.1478404446	744.2671575218233	1.5679220004213903	553933.6017656146	2.4583793994054144	774.1864527249907	525.5166741754208	1.05551	16.893772	0.20013598	0.13200599999999998	-0.0819196674	-0.09113831480000001	0.0334557442	-0.0381707705	-0.1549150095	-0.1019114284	0.0128999952	0.05977173230000001	0.047209797000000005	-0.07999228650000001	0.0682880175	-0.0164365749	-0.0301008831	-0.1507374141	0.0916300758	0.0731927371	0.1687856268	-0.057833330999999995	-0.0160554512	0.0162413498	0.008069478	-0.110486741	0.0791900301	-0.0574282236	-0.0649606609	0.1144120906	-0.0226485568	0.0224383752	0.0555124358	-0.042234235300000006	0.0597320238	0.023399852000000002	0.0095761114	0.1422220032	0.0801010688	-0.1321031365	0.043716959699999995	-0.046363656100000004	0.0808200874	0.028857822400000007	-0.018792920600000002	-0.0492730065	-0.0509296852	-0.0207143672	0.0917138386	-0.0399843507	-0.043846279	-0.1393792047	-0.1284617183	0.0757788086	0.0799804401	0.1049418025	0.0277719048	-0.0463969416	0.108682744	-0.0124190669	-0.0595470381	-0.0228879756	0.0804685971	-0.0005731716999999999	-0.06800327839999999	-0.0208977754	-0.1107989393	0.1166427578	0.11696954	-0.0012182273	-0.0153335222	0.1898291216	0.0657658217	0.11223645550000001	0.1114207701	0.1100656827	-0.0327999	-0.03093953	0.0009572545166209	0.00107583344001	-0.0476097	0.1227693	0.01507230102249	0.00226668353409	-0.276501	0.028875000000000036	0.07645280300099999	0.0008337656250000023	0.000765719	-0.00025618099999999986	6.562870476099991e-08	5.863255869609999e-07	-0.000385337	3.9078000000000014e-05	1.4848460356899998e-07	1.5270900840000007e-09	-0.000747266	-5.578400000000003e-05	3.111854656000002e-09	5.58406474756e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.8200310170034	1.2252212578837316	468978.4748821295	1.5011671307701937	981.105511445257	3.3779687011423216	11.410672545897146	962568.0245882592	744.4527905635397	0.18563304171641448	554209.9573778415	0.03445962617688808	775.7485857035913	523.7331099438011	1.032088	16.518882999999995	0.13330975	0.0683826	-0.0335273059	-0.1637495867	-0.026612348100000002	-0.0640527066	-0.15811594369999998	-0.069537682	-0.032318038	0.0592914674	0.0992417074	-0.1204992875	0.0049643744	0.071507118	-0.06011666070000001	-0.09871991179999999	0.1148122775	0.039495705	0.0360138155	-0.0366392938	0.0348149435	0.274043455	-0.054475848099999995	-0.0712543887	0.0146403248	-0.16215432300000002	-0.1278943263	-0.1386766759	-0.0616565773	-0.0775600404	-0.0367531736	-0.01215014	-0.0912442629	0.0661820873	-0.0033521826	-0.0434156822	-0.0668614315	0.158767951	0.028113952400000003	-0.0759301382	-0.0382329246	-0.029914004900000006	0.16948658190000002	-0.1069711133	-0.0449503636	-0.0961459994	0.0259941192	0.0657206855	-0.09645916859999999	-0.0973303615	-0.006985343000000001	0.047646201299999996	0.14463841119999998	0.16623772039999998	0.06531327469999999	-0.0763278537	0.169618115	-0.0412077449	0.1197457147	-0.0136163943	-0.0085556389	-0.0174631475	-0.1750896516	-0.12000056560000001	-0.0310190908	0.0338621431	-0.1064078226	-0.0029770097	-0.1256930185	-0.12159102150000001	0.1567830182	0.11205872300000001	0.1107121224	0.1084797619	-0.0127553	0.020044600000000003	0.00040178598916000015	0.00016269767808999998	-0.0913424	-0.043732700000000006	0.0019125490492900008	0.00834343403776	-0.260042	0.016459	0.067621841764	0.00027089868100000004	0.00026717900000000004	-0.00049854	2.485421316e-07	7.138461804100004e-08	-0.00032682	5.851699999999996e-05	1.0681131240000003e-07	3.424239288999995e-09	-0.000242854	0.000504412	2.54431465744e-07	5.8978065316e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.6737604245591	1.8537294075556476	471520.85325560474	3.4363127164366114	988.5690825772397	7.4635711319826905	55.70489404216536	977268.8310276051	746.1819321860282	1.7291416224885552	556787.4759208744	2.989930750622353	775.1355700135654	520.4396142349414	1.201911	19.236956	0.15374725	0.08456439999999997	-0.0304744915	-0.069938515	-0.0260588258	0.004120417800000001	-0.0182811259	-0.063071447	0.051271301500000005	0.0827167996	0.042340095599999995	0.0812783136	-0.1000057124	0.1193997954	-0.1126137656	0.07494335	-0.0205541967	0.036601767400000006	0.097098733	-0.0694232838	-0.0766304016	-0.0001046177	0.0314984921	-0.0334994668	-0.0698338412	-0.0869077918	-0.0144888799	0.0363554205	-0.1180467899	0.0664832843	0.0358420431	0.1059307328	-0.0796789403	-0.0543936914	-0.024448749	0.023520854100000002	0.1338889033	-0.0408709873	-0.0284958302	-0.07561882	0.1513716313	-0.162209261	-0.027996030800000002	0.04283521480000002	0.0394858938	-0.1009188652	-0.0982172749	-0.0589850332	-0.0271016494	0.127192227	-0.0999349311	-0.0995945381	0.0542827587	0.1117394744	-0.0387886276	-0.0504086718	-0.0023374992000000003	0.007664896899999998	0.0873497224	0.028763654500000006	0.1474580507	-0.0118064606	0.0214946877	-0.15958545359999998	-0.1251218344	0.12628684699999998	0.039355766800000004	0.0566741176	0.059113646799999996	0.0576938528	-0.0055045988	0.1118366891	0.10982841609999999	0.1065079649	-0.014968100000000003	-0.002212800000000002	4.896483840000011e-06	0.00022404401761000009	-0.0221745	0.06916789999999999	0.00478419839041	0.00049170845025	-0.21372600000000005	0.04631599999999997	0.045678803076000016	0.002145171855999997	0.000517301	0.0002501219999999999	6.256101488399995e-08	2.67600324601e-07	-0.0007522710000000001	-0.00042545100000000014	5.659116574410003e-07	1.8100855340100006e-07	-0.000288292	-4.5438e-05	2.064611844e-09	8.3112277264e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.1563457246688	-0.5174146998903097	470810.53077823116	0.2677179716625793	977.3863202147493	-11.182762362490394	125.05417405593172	955284.0189429284	744.7237852124222	-1.4581469736060626	554613.5162611179	2.1261925966365194	774.609109436459	528.3193175723726	1.077849	17.251314	0.05813964999999999	0.0274179	-0.0434222157	0.0206481367	0.046067540700000006	0.0477370087	-0.0117252373	-0.0418258305	0.1613765899	-0.0103260906	-0.0120675673	-0.08613700630000001	-0.0039079493	-0.0208051441	-0.0296388117	-0.0120007728	-0.0234820989	-0.1816590631	0.0487548076	-0.020529333400000002	0.0460180695	-0.022245560499999997	0.0391564865	0.058360102699999986	-0.0675985494	-0.11212036880000001	0.019097604599999998	-0.11390838240000001	0.22227733030000002	-0.0654767092	-0.09466641630000001	0.10508000029999999	-0.0614082087	-0.1285462918	0.0830685475	-0.0172804765	-0.0347723514	0.0533489683	-0.06516241219999999	-0.011667041699999998	-0.054269782999999995	0.0141836158	0.0160025552	0.037187868	0.10833958619999999	0.1113180528	0.039762812	-0.0073877617	-0.021366573399999998	-0.041946823200000004	-0.0194439832	-0.089933709	-0.1065533492	-0.034791984399999996	0.0850547094	-0.0504275058	0.1324285707	0.025780593900000003	0.018819131	0.1588220131	-0.058005977	-0.044655976900000005	-0.0091608636	-0.11125122400000001	-0.08179663200000001	-0.021281869300000002	0.1049648506	0.0253786476	-0.0073670554	-0.1663294893	-0.19578055879999998	0.1115704417	0.1087710484	0.1041573055	-0.002853	0.012115100000000002	0.00014677564801000005	8.139609e-06	-0.0336125	-0.011437999999999995	0.00013082784399999993	0.0011298001562499995	-0.217797	-0.004070999999999964	0.047435533208999986	1.6573040999999703e-05	0.00074155	0.00022424900000000004	5.028761400100002e-08	5.498964025e-07	-0.00041646	0.00033581100000000015	1.734389316e-07	1.1276902772100007e-07	-0.000338543	-5.025100000000002e-05	2.525163001000002e-09	1.14611362849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.5879697298376	-0.5683759948311717	470030.8642382807	0.3230512715003241	977.7883314033818	0.402011188632514	0.16161299578572672	956070.0210286095	745.4662604715503	0.7424752591281276	555719.9455014373	0.5512695104173803	774.8136348093973	529.4296289518661	1.043581	16.702839	0.06054464999999998	0.0411635	-0.1125436523	0.045793187199999995	0.0466373063	0.0797202962	-0.0298362976	-0.1017202679	0.0075018409	-0.029041732599999998	0.0024073785	-0.052532322400000005	-0.06664589259999999	-0.04383441019999999	-0.06680002110000001	0.0120279026	-0.05729348860000001	-0.033634464100000004	0.1270386963	-0.1223866583	0.0528851003	-0.22258509510000002	-0.0059715835	0.16758518779999998	-0.1116029432	-0.0438388422	0.046560057599999996	-0.20809001359999998	-0.002799102	0.027924116699999998	0.014498246499999999	0.0261632031	-0.1330153607	-0.0315482702	0.21566459780000002	0.0132063744	0.1390493782	0.0073172143	-0.0479290343	0.0537213145	0.0088675935	-0.1418478095	-0.0325386482	-0.09589437869999999	0.0089650443	0.0182193511	-0.0310391251	0.10604744529999999	-0.018793936	0.0130275246	-0.1076063209	-0.054585228300000004	-0.0244997341	-0.0399412861	-0.0501971164	-0.1518276975	0.0681788226	0.1355020328	-0.14960083230000001	0.181190467	0.0527430046	0.0398068414	0.06309665219999999	-0.046119393700000004	0.0183540675	0.0492312843	0.12482542560000001	0.1160923422	0.020373846100000002	-0.0444244366	-0.1122501632	0.1112600859	0.1075416914	0.1014361455	-0.043424800000000006	-0.040571800000000005	0.0016460709552400005	0.0018857132550400009	-0.0249475	0.008664999999999996	7.508222499999991e-05	0.00062237775625	-0.214597	0.0032000000000000084	0.046051872409	1.0240000000000053e-05	0.0007824489999999997	4.089899999999973e-05	1.672728200999978e-09	6.122264376009995e-07	-0.000495006	-7.854599999999998e-05	2.45030940036e-07	6.169474115999996e-09	-0.000295831	4.271200000000003e-05	1.8243149440000028e-09	8.751598056099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.6517404966207	-0.9362292332168636	468748.0057650521	0.8765251771298364	974.3425212151019	-3.445810188279893	11.87360785365351	949343.3486478012	744.3151876527885	-1.1510728187618042	554005.0985706057	1.3249686340922453	775.0742030612041	525.274793809303	1.057436	16.924586999999995	0.09833224999999997	0.0608336	-0.0425015551	-0.0068381432	0.1182481433	0.009386180899999999	-0.0956498082	0.046639844800000003	0.10216828050000001	-0.0572171877	0.00939501	-0.1498007018	0.0386336546	-0.0692448772	-0.0331337161	-0.0946855583	0.048276182699999996	-0.0085253148	0.0820311276	-0.0302797579	0.0232641753	0.0194176856	0.015512793799999999	0.1719980334	0.0478697173	0.1594625499	0.053608139400000004	-0.11390030550000001	-0.11552485900000001	0.029543327799999998	0.036737261800000004	-0.18593558829999998	0.0457080208	-0.0986770292	-0.061180615999999986	-0.1017268145	-0.10230752039999999	-0.108304931	-0.0717033413	-0.0472008887	0.1103409395	-0.0661116589	0.0866760533	-0.1206636521	0.0577379643	0.0182076893	-0.09715009890000001	0.0692680918	-0.071672168	-0.1035077288	-0.0145430463	0.024527504300000003	-0.014897926	-0.0498969716	0.0538160675	-0.1073538925	0.130644365	-0.0173643426	-0.0950712587	0.2108669987	-0.0129974372	0.08515796449999999	0.005935980899999999	0.1638132082	-0.009293287800000001	0.0225481963	-0.0906431216	0.0051101348999999996	-0.0135928329	0.0497121272	-0.129103618	0.11090574460000001	0.1061422889	0.09835416429999999	-0.0318267	0.011598100000000007	0.00013451592361000018	0.0010129388328900001	-0.08176510000000001	-0.05681760000000001	0.0032282396697600013	0.0066855315780100025	-0.229564	-0.01496700000000001	0.052699630096000004	0.00022401108900000025	0.0008940289999999999	0.00011158000000000012	1.2450096400000025e-08	7.992878528409997e-07	-0.000391717	0.00010328899999999999	1.5344220808900002e-07	1.0668617521e-08	-0.000379953	-8.412200000000006e-05	7.076510884000009e-09	1.4436428220900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.9427932163197	0.29105271969899604	469146.62997897406	0.08471168564418237	977.0640731508452	2.721551935743264	7.406844938947907	954654.20304212	743.7968150663396	-0.5183725864488906	553233.7021028306	0.2687101383817126	774.1188587860886	522.5428106566529	1.0467030000000002	16.752806	0.17969719999999992	0.105931	-0.0586728262	-0.033948547999999995	0.026837282799999997	-0.0803675381	-0.1500098431	-0.0700249541	-0.1064756768	0.0288156491	-0.0007030075	-0.08585507519999999	-0.022865676600000003	-0.0706731854	0.0083626595	-0.12057623880000001	0.0417057046	0.035699265699999996	0.1196350225	0.0173097219	0.0836581039	-0.024710868599999998	0.0038402901	0.1239477728	0.0072525905	0.0793827547	-0.0033391853000000003	-0.0198994643	-0.03485706	-0.0644047614	0.056053865300000005	0.023208526099999998	0.0531392089	-0.0096114396	-0.0639311799	0.026556617400000003	0.1248103016	-0.061804297	0.11198868740000001	-0.0919381134	-0.08036041990000001	0.0536467065	0.0325420152	-0.1369579826	-0.1030131076	0.0528856371	-0.09996739880000001	-0.0260762917	-0.0088352246	-0.08500464349999999	-0.0805959836	0.08070239530000001	0.0625829408	0.00042568980000000004	0.0439240544	-0.06518575160000001	0.11758317880000001	0.0406788326	-0.14528188179999998	0.025117824900000002	-0.0539811884	-0.0367418176	-0.022507209500000003	0.1323464573	-0.015146408899999996	0.0063194455000000005	0.0031397387	-0.0355821265	0.1164417041	0.1504022244	-0.054172753600000005	0.1105075577	0.1045750536	0.09492232490000001	-0.035047900000000014	-0.0032212000000000074	1.0376129440000048e-05	0.0012283552944100005	0.0113094	0.0930745	0.00866286255025	0.00012790252835999998	-0.210271	0.019292999999999973	0.044213893441000005	0.0003722198489999991	0.00189731	0.001003281	1.006572764961e-06	3.5997852361e-06	-0.000523725	-0.00013200799999999995	2.74287875625e-07	1.7426112063999992e-08	-0.000233072	0.00014688100000000005	2.1574028161000013e-08	5.4322557184000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
