global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
689.6822856008121	n/a	475661.65507156006	n/a	1043.0204563647753	n/a	n/a	1087891.6723953842	730.5830684065048	n/a	533751.6198422639	n/a	775.0025172452123	573.8727727193974	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.6273235617425	-9.05496203906955	463253.553578821	81.99233752899059	1002.9810327886314	-40.039423576143925	1603.1554403098694	1005970.9521337495	729.8911305092192	-0.6919378972855839	532741.0623960261	0.4787780536999952	769.5819448458323	538.7753554934012	1.472704	28.544609	0.165836195	0.0849057	-0.0306712233	-0.1278062271	0.056722934	-0.0632544001	0.1349793117	-0.025339480600000002	-0.013000062199999999	0.1581779969	0.1294871336	-0.08110051559999999	0.3248560284	-0.0030661907	0.1046528853	0.0352509473	-0.056124090700000004	0.014359561299999999	-0.1314780741	0.044595682000000005	-0.0544519986	0.0669130804	-0.0442188533	0.12272728029999999	-0.0203651649	0.0465080025	-0.0956374718	0.021940177999999998	-0.0383737477	0.0886023823	-0.0679849971	0.13054569859999998	-0.0174694297	0.045670730599999994	-0.0417862187	0.154693172	-0.0704849145	0.20438304640000002	-0.0084552607	0.0530895024	-0.0003876735	0.10401512689999999	-0.0321159637	0.0340795547	-0.08704535470000001	0.0220029084	-0.0816561629	0.0493127116	-0.19419673760000009	0.0846583268	-0.051464188499999994	0.17621513809999995	-0.0363921534	0.1879641007	-0.035272598100000004	0.0331705069	-0.019551553500000003	0.317122271	-0.1317367196	0.0253851891	-0.19199907870000002	0.025814444	-0.0455702743	0.0008464184	-0.1235628853	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0105317	0.0105317	0.00011091670489000005	0.00011091670489000005	-0.0612322	-0.0612322	0.00374938231684	0.00374938231684	0.0572703	0.0572703	0.0032798872620899994	0.0032798872620899994	0.000671487	0.000671487	4.5089479116899996e-07	4.5089479116899996e-07	-0.0	0.0	0.0	0.0	6.45529e-05	6.45529e-05	4.16707689841e-09	4.16707689841e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.4004883975648	-2.2268351641777144	460227.2226580544	4.958794848418388	992.5918665803521	-10.389166208279336	107.93477450325321	985238.6136014677	730.39938716688	0.5082566576608087	533483.2647737539	0.25832483005653656	766.5426694658822	523.6066699486065	1.061045	20.565657	0.2032630241	0.128597	0.044001884000000005	-0.0936891686	-0.014922126899999999	-0.0024022348	0.038132936	0.0023792593	0.0379655735	0.0772237808	0.0076219837	-0.0403692344	0.2041269093	-0.005231818	0.0157788974	-0.055108255700000004	-0.0178180075	-0.029022098599999997	-0.18262381960000001	-0.030013819599999998	-0.054268382000000004	0.1943323806	-0.0250634375	0.0040491489000000006	0.036147322200000005	-0.1507838558	0.0160335285	-0.11420999009999999	-0.0797096968	0.0759195736	0.0719796221	0.022699935299999998	-0.028708236	0.0283304173	-0.1057991523	-0.054583316500000006	-0.0351380059	-0.0349526314	0.0098454278	-0.0338298406	-0.0231595921	-0.1287273301	0.051595685999999995	-0.09807338089999999	-0.0212314308	-0.0144093569	-0.0614566708	-0.049944464	-0.073900453	0.08023619259999999	0.0189246101	0.12624673919999999	-0.0916410891	0.17058626100000002	-0.0391281265	-0.029348287999999997	0.10982518849999999	-0.0996351323	-0.1498992786	-0.118545405	-0.033925453599999995	-0.0264743289	0.030373605499999998	0.0623529644	-0.0857163562	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	1.38309e-05	-0.010517869100000002	0.00011062557040473486	1.9129379481e-10	0.025856	0.08708819999999999	0.007584354579240001	0.000668532736	0.147419	0.0901487	0.021732361561	0.00812678811169	0.0004763999999999999	-0.0001950870000000001	3.805893756900003e-08	2.269569599999999e-07	-7.6158e-05	-7.6158e-05	5.800040964e-09	5.800040964e-09	0.000103473	3.89201e-05	1.5147741840099995e-09	1.0706661729e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.4610131513327	0.06052475376793609	460309.3463663329	0.0036632458186692937	987.850401327706	-4.741465252646094	22.48149274205029	975848.4154033095	729.8137756996408	-0.5856114672392323	532628.1472009657	0.34294079056208643	766.1447576193635	520.5687028985524	0.92981	18.022001	0.1962934109	0.09569	0.0838972417	-0.09448230769999999	-0.026224837200000004	0.07602691730000001	0.0188971756	-0.0578167629	-0.0165238927	-0.048905618600000006	-0.020863526299999997	0.0013625871	0.13801316730000002	-0.0359960023	0.0402163153	0.0020941561	0.0028280733	0.0700991423	-0.0930403893	0.0560480359	0.008719233199999999	0.17119151219999998	0.09849156449999999	0.0694249379	0.08429671650000001	-0.0110599275	-0.0036969421999999996	0.0490570883	0.0551894421	-0.017838117	-0.0051220552	0.0182307725	-0.0046334884	0.0313545691	-0.0582375345	0.0388003348	0.0223832654	-0.09414879949999999	0.16899588329999998	0.1404873491	-0.0604469925	-0.1861167025	0.0518379343	-0.0063200127000000005	0.0021134312	0.0331379905	-0.0006309741	-0.014034928300000001	-0.1029478758	-0.0015083592000000002	0.0163803914	0.11521741630000001	-0.1899128718	0.0132562749	0.0030591984	0.0721722247	-0.0418579229	-0.007631762399999999	0.0298841326	-0.1162152575	-0.013629030700000001	0.06757697650000001	-0.0953020623	-0.0820087887	0.07108950509999999	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0243543	-0.024368130900000003	0.000593805803559535	0.0005931319284900003	0.0900971	0.0642411	0.004126918929209999	0.00811748742841	0.185789	0.03837000000000002	0.034517552521000014	0.0014722569000000009	-3.18243e-05	-0.0005082242999999999	2.5829193911048995e-07	1.0127860704900001e-09	-0.000798443	-0.000722285	6.375112242489999e-07	5.21695621225e-07	-5.23013e-05	-0.00015577429999999998	2.4265632540489995e-08	2.73542598169e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.2274429092547	1.7664297579219692	462709.3740868634	3.1202740896722667	991.9729191627088	4.122517835002782	16.995153299916023	984010.2723521859	730.3934995739882	0.5797238743473372	533474.6642199374	0.3360797704882872	766.6393439004111	525.0236353390914	1.141094	22.117203	0.27060205	0.225308	0.053267092300000006	-0.0390269262	-0.0008855967999999998	0.0453689625	-0.0812584328	-0.09800388189999999	-0.0838212374	-0.048040502699999994	0.0733829863	0.05035505269999999	0.052895219400000006	0.0136757141	0.09649737550000001	-0.0014239989000000002	-0.1006815357	0.0245677854	-0.0526416767	-0.1252375266	-0.0181316874	-0.0740496721	0.026678575099999997	-0.09990566070000001	0.0312226434	-0.0172746882	-0.19377415969999998	0.09323209980000001	-0.08258527269999999	-0.0153856797	-0.0637881159	-0.017881674	0.036726993900000005	-0.0674139626	-0.0723152591	-0.0030055231	-0.0537346421	-0.0011034864	-0.025195564	-0.15846039439999998	0.0330508125	0.0569640254	-0.0199289005	-0.0565327667	-0.0576362172	0.1146337917	-0.013256181	0.0606012166	0.077279919	0.0731284536	-0.1481820675	0.057581079199999996	-0.0180036876	0.0076134544	0.06246801530000001	0.004978624	0.0206661527	0.11870835240000001	0.1020412161	-0.0771628305	-0.1845746804	0.0369551204	-0.0879050969	0.0682882247	-0.1083813498	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0263092	-0.001954899999999995	3.821634009999983e-06	0.0006921740046399999	-0.133394	-0.2234911	0.04994827177921	0.017793959236000002	0.185733	-5.600000000002825e-05	0.034496747288999985	3.136000000003164e-09	0.000195791	0.0002276153	5.180872479409e-08	3.8334115681e-08	-0.000455584	0.000342859	2.0755678105600003e-07	1.17552293881e-07	-0.000383828	-0.00033152670000000003	1.0990995281289002e-07	1.4732393358400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.0703788333526	-0.15706407590209892	462495.7201665397	0.02466912393898029	993.1270791311732	1.1541599684644552	1.3320852328058723	986301.3953036156	730.3612052525816	-0.032294321406538984	533427.4901380036	0.001042923195108842	764.8987315743269	531.7207609420562	1.046431	20.2824	0.2385848	0.175847	-0.0017038719000000001	-0.0049291037	-0.041619819700000005	0.0942153687	-0.026824496200000002	-0.0537147459	0.0386072068	-0.0630020921	0.0433386924	-0.1219176091	-0.0457844589	0.0027077545000000003	-0.0017156561	0.0278126354	0.055121815	0.0295246642	-0.0131093929	0.0217902102	0.1038883956	-0.051623196600000004	0.0136356516	0.022117771499999998	-0.0114614082	-0.0889912033	0.0060011764000000006	0.1078536816	-0.0776205675	-0.1515250532	-0.1024718893	0.0065660326000000005	-0.0162644404	0.1034178254	0.0154682697	0.015631910500000002	0.0258221771	0.0500534254	-0.0584470142	0.0663573187	-0.1323287879	-0.1444268247	-0.1080593344	-0.026124707799999997	0.029871493399999997	-0.025657945499999998	0.0795421996	0.0194509346	0.0215467199	-0.10893888019999999	0.0599783458	-0.0138772084	-0.0688698472	0.017374256299999998	0.0720114995	0.0628161559	-0.0281056157	0.0006839992999999999	-0.0226531977	0.0241290084	0.078552892	-0.0649760863	-0.1010042311	-0.0033887399	-0.0414400931	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.013007500000000005	0.013301699999999993	0.0001769352228899998	0.00016919505625000012	0.0369016	0.17029560000000002	0.029000591379360008	0.0013617280825599998	0.20517800000000005	0.019445000000000046	0.04209801168400002	0.0003781080250000018	-0.000343387	-0.0005391780000000001	2.90712915684e-07	1.1791463176899998e-07	-0.000288093	0.00016749100000000005	8.2997576649e-08	2.8053235081000012e-08	-0.000379647	4.18100000000002e-06	1.7480761000000165e-11	1.4413184460899999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.2224524769156	0.15207364356297148	462702.5848537097	0.0231263930665177	990.1623468980438	-2.9647322331294386	8.78963721415667	980421.473214642	730.9301449221274	0.5689396695457845	534258.8767558822	0.3236923475828664	765.4543339452026	540.1171940159687	0.977068	18.937979	0.09478079999999996	0.0636434	-0.0269769241	0.036167276	0.0210064794	-0.059119629000000014	-0.052608300999999996	-0.1078590176	-0.005453650500000001	-0.0753498135	0.044919634900000005	-0.034898448	-0.0547739729	0.0177904098	0.0134197755	0.13709057130000002	0.0824766198	-0.08656171060000001	-0.0493857269	0.013350001200000001	-0.0929914322	-0.005579484799999999	-0.09229600980000001	-0.0446236155	-0.07734094009999999	-0.0179344979	-0.0102888075	-0.0254604648	0.021770773900000002	-0.025493301800000003	-0.0624769251	0.0434375217	0.028432321	-0.031971235699999996	0.0513080809	-0.0310752696	-0.024401919700000003	0.0697669568	-0.099391248	0.022486983399999997	0.05308860519999999	0.0121389336	-0.022487005499999997	0.08958260369999999	0.0116225449	-0.0015470360000000001	0.1074490934	0.0627861753	-0.0307719343	-0.0384756605	-0.10363781529999999	0.04292938809999999	0.0560149257	0.0361038427	-0.0315227352	-0.020190163100000002	0.0528567534	-0.0345069906	0.0247525935	0.0826412229	0.0257626708	-0.0465606545	0.0342484358	0.0537780601	0.0979483089	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0166673	-0.003659799999999994	1.3394136039999956e-05	0.00027779888929	0.0274495	-0.009452099999999998	8.934219440999998e-05	0.0007534750502500001	0.194833	-0.01034500000000002	0.037959897889000005	0.00010701902500000044	0.0007237089999999999	0.0010670959999999998	1.1386938732159997e-06	5.237547166809999e-07	-5.29396e-23	0.000288093	2.80260124816e-45	8.2997576649e-08	-0.000450936	-7.128899999999999e-05	5.082121520999999e-09	2.03343276096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.1168838390666	-0.10556863784893268	462558.9756829625	0.0111447372972791	989.7559306578397	-0.4064162402040665	0.1651741603016095	979616.8022723664	730.1989758365628	-0.731169085564602	533190.5443127652	0.5346082316853763	766.0081407987213	541.8357697768745	0.9651630000000002	18.707226	0.07397885	0.04431	-0.0459402141	0.047790287699999996	-0.027218370899999997	-0.0298643161	-0.0661420012	0.08642295050000001	-0.0159858708	0.1176608526	-0.0347909172	0.023686085	-0.11288442060000001	0.0064355378	-0.0118381009	-0.0878316329	0.0467868339	-0.0088544734	0.056820493099999994	-0.0083945667	0.0086220685	-0.008391238	0.0072612369	0.0014660644	-0.0082623923	0.0786373713	0.0623008649	0.0154347516	0.053238624400000004	-0.060814275099999995	-0.0437216218	0.0506583267	0.0724194095	-0.098888184	0.0671035656	-0.152766941	-0.0708724301	0.1034509489	0.0356629871	-0.1310465539	0.0732569975	0.0372976093	-0.04399331099999999	-0.0345938581	-0.0165919882	-0.0144892744	-0.0187261733	-0.08535940480000001	0.068146242	0.0343194286	0.0776170954	-0.059679425	0.0372554602	0.0311290923	0.05781377	-0.09092348759999999	-0.0423146069	-0.085724224	-0.033428722200000004	0.060829136900000004	-0.0076333782999999985	0.0019074031	-0.0140696156	-0.0818221705	0.0902220104	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0264709	-0.0098036	9.611057296e-05	0.0007007085468099999	0.0273676	-8.190000000000279e-05	6.707610000000459e-09	0.0007489855297599999	0.178759	-0.016074	0.031954780081	0.00025837347600000016	-0.000121173	-0.0008448819999999999	7.138255939239999e-07	1.4682895928999996e-08	-0.00011550500000000005	-0.00011550500000000005	1.3341405025000012e-08	1.3341405025000012e-08	-0.000450936	0.0	0.0	2.03343276096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679.2677277833682	-0.8491560556984723	461404.64600798	0.7210660069293869	985.1339386584737	-4.62199199936606	21.36281004220386	970488.8770967572	729.5474349875346	-0.6515408490281516	532239.4598968911	0.4245054779523246	764.8143422585556	546.5595500072659	0.948535	18.384937	0.1192202	0.07030139999999999	-0.054427932199999994	0.0767065242	0.028802376400000006	0.0885953586	0.0031704443	-0.0021595614	0.0063657101	0.0047804416	-0.09431807730000001	0.0167274167	-0.0674504489	-0.0340085056	-0.0084899768	-0.0672078991	0.0728689916	0.0008127745	0.0180327201	0.0965332675	-0.0138773766	-0.05791439480000001	0.013598028600000001	0.0058523414	-0.042379239299999996	0.16115302	0.051399670300000005	0.082221607	0.0849496751	-0.0425918254	-0.0760746837	-0.07558101910000001	-0.1010741234	0.0824046039	-0.0596630055	0.0280703373	-0.0539076221	-0.0336848208	-0.1118506916	-0.0117984775	0.096266966	0.1105274573	-0.048085954699999996	-0.07171506679999999	0.025117708500000002	-0.0012623419	-0.0012812852000000001	-0.0682343554	-0.0025055878	-0.0504037334	0.07487861400000001	-0.0367497117	0.017770941499999998	0.0298480737	0.0268940096	0.0385502021	-0.0723854892	0.02623756	-0.0086453066	0.1103428755	0.0742806633	-0.0820317824	-0.0792108988	0.0061516936999999995	0.0117830876	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.007698999999999998	0.0187719	0.00035238422961000003	5.9274600999999986e-05	0.08428689999999997	0.05691929999999998	0.0032398067124899967	0.007104281511609995	0.214009	0.035250000000000004	0.04579985208100001	0.0012425625000000002	-0.00017124799999999998	-5.0075e-05	2.507505625e-09	2.9325877503999997e-08	-0.0	0.00011550500000000005	0.0	1.3341405025000012e-08	-0.000450936	0.0	0.0	2.03343276096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677.2917128665008	-1.9760149168673704	458724.0643176386	3.9046349516823615	983.2829664786819	-1.850972179791711	3.4260980103628778	966845.3921671169	730.0255541647493	0.47811917721469394	532937.3097335494	0.228597947620456	764.2389576964504	535.7586679016173	1.042884	20.213652	0.10151865	0.0614011	-0.037606415899999995	0.007592708	-0.0087084821	-0.1256135886	-0.059387194299999994	-0.0986342209	0.0025574443	-0.08380852429999999	-0.062360855300000004	0.0206977859	0.011669553700000002	-0.0218091786	0.022030127400000002	0.0778731486	0.1019113211	-0.0682237286	-0.008689625	0.0137267172	-0.0745758269	-0.035378360299999995	-0.0682175874	-0.0962142567	0.011201856100000001	0.083913713	-0.060407625599999994	-0.050988047800000005	-0.0536055467	-0.049049440300000004	0.0845994378	-0.0478432127	0.1874502778	0.053188666600000004	0.0839782554	0.0013462624	0.08442142289999999	-0.0486283755	0.0148092674	0.0488206204	0.017420011399999998	0.0017158381	-0.152375399	-0.022359177400000003	0.0181035554	0.0142864133	0.0575816754	-0.0020811466	-0.0538326376	-0.052349676799999995	-0.0825145198	-0.0079489355	0.1402003851	0.05831469490000001	-0.1204322784	-0.013514887199999999	0.0150217442	-0.034908903	0.0169570776	-0.0412837663	0.0528222602	-0.0774895164	0.0451833392	0.0325864819	0.06104454	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0264473	-0.0187483	0.00035149875289000013	0.00069945967729	0.0301362	-0.05415069999999997	0.0029322983104899964	0.00090819055044	0.213972	-3.7000000000036997e-05	0.04578401678399999	1.3690000000027385e-09	0.000156802	0.00032805	1.076168025e-07	2.4586867204e-08	-0.000243603	-0.000243603	5.9342421609e-08	5.9342421609e-08	-0.000450936	0.0	0.0	2.03343276096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
