global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
711.1209510581704	n/a	n/a	505693.0070338767	1069.5639325724492	n/a	n/a	1143967.0058598423	730.5738804906198	n/a	n/a	533738.1948551225	817.2510867277052	592.5430604335401	n/a	n/a	n/a	n/a	-0.040932173100000004	-0.0310082297	0.2177923624	-0.040257432200000005	0.1593537827	0.549334644	-0.2935347255	-0.4391431254	0.276507079	-0.172325079	0.0230812954	-0.0684738173	-0.07411737410000001	0.1456513271	-0.0748993891	0.011090255	-0.0892607556	0.15157554439999998	-0.0417599149	0.0576577145	-0.2481219852	0.08980683019999999	0.0622696927	-0.0622602179	0.1757381639	-0.1906230775	0.0236587381	-0.0763866045	0.0574696499	-0.012872887099999999	0.0174242713	-0.0448736296	0.0570694298	-0.0352111196	0.009900291	-0.0227720321	0.1694954416	-0.015953041	0.0120652491	-0.0862693617	0.044683151399999996	-0.0138790822	0.11341784939999999	0.0098970479	0.043636595199999996	-0.0853367543	0.011803043700000002	-0.0457865737	-0.0290584639	0.3853915044	-0.5379195899	0.2554690378	-0.2646527739	0.0227940594	-0.3009822909	0.0496914359	-0.033775713799999996	0.07097961650000001	-0.1129085318	0.0204523492	-0.0260344633	0.1015533585	-0.1088223067	0.17217351399999994	0.0250825639	-0.0458904184	0.0649292281	-0.0023377402	0.1053341894	-0.0168579884	0.0296949567	-0.025626353799999998	0.04951772	-0.0060390396	0.0439677025	0.11250323	0.1124865505	0.11245875300000001	-0.08024259999999997	n/a	0.006438874854759995	n/a	-0.0250905	n/a	0.0006295331902499999	n/a	0.0558837	n/a	n/a	0.0031229879256899997	-0.00361249	n/a	n/a	1.30500840001e-05	-0.0005068280000000001	n/a	n/a	2.5687462158400013e-07	0.0	n/a	0.0	n/a
708.7702523518965	-2.3506987062738744	5.525784407677667	502355.27061897103	1049.8128981395012	-19.751034432948014	390.1033611714982	1102107.1211000585	730.796252761406	0.2223722707861953	0.04944942681460895	534063.1630501128	813.1318427231591	582.9266395920467	1.289211	21.576054	0.2252948	0.129409	0.06647839929999999	-0.0272418037	0.1340270148	-0.1021823685	0.0660157051	0.2552143674	-0.1511129744	-0.0562025182	0.12197927210000001	-0.07839763450000001	-0.0756825658	-0.0193989502	-0.0401806998	0.1338494088	-0.018645624399999998	-0.0555463041	-0.2760875415	0.0338234758	-0.1188635652	0.04883355019999999	-0.149376882	0.17754756600000002	-0.18090509789999998	-0.0026863409999999996	-0.0344866063	-0.0950885636	-0.054304074400000006	-0.0111830515	0.06709877019999999	-0.005534001	-0.038443201600000004	0.0127982176	0.0420507446	-0.0909947826	0.0736161306	-0.0667247463	-0.08559081699999999	-0.054039702	-0.0076447692	-0.027633503900000002	-0.1335815905	0.036309941	0.0604941813	0.0150064316	0.0316291386	-0.08776407230000001	-0.0226542672	0.0436108867	-0.1418946458	0.2168064061	-0.1943096009	0.1741932349	-0.0673995159	-0.0773384333	-0.0103805337	-0.0522234027	0.0138150176	-0.0321081415	-0.0700822014	-0.0257516562	-0.023741158999999998	-0.079887948	0.0462479994	-0.0180606415	-0.1119118145	0.0174127538	-0.0662363123	0.025040093599999997	-0.11379192939999999	0.1487741414	0.0254666071	0.1679884222	-0.0265279763	0.0095449204	-0.070413853	0.11245875300000001	0.1123086861	0.11205872300000001	-0.103669	-0.02342640000000004	0.010747261561000004	0.000548796216960002	0.0839691	0.1090596	0.007050809754810002	0.01189399635216	0.0572526	0.0013688999999999926	1.873887209999979e-06	0.00327786020676	-0.00262504	0.00098745	9.750575025e-07	6.8908350016e-06	-0.0007479919999999997	-0.00024116399999999966	5.8160074895999826e-08	5.594920320639997e-07	-0.000600184	-0.000600184	3.602208338560001e-07	3.602208338560001e-07
707.5832705183293	-1.186981833567188	1.4089258732185237	500674.0847174152	1033.987307240499	-15.825590899002234	250.4493273025824	1069129.751534458	731.6041736161496	0.8079208547436565	0.6527361075297204	535244.6668525692	810.6946961795088	586.1687138445516	1.2534379999999998	20.977356	0.24535365	0.162997	-0.0060090064	0.0717495578	0.0591076775	-0.1410386633	0.0487822349	0.0739099236	0.0427879315	-0.1687863987	-0.0368599073	0.0847777031	-0.1555603389	0.008172203000000001	-0.1147325692	0.08785109519999999	-0.0667414992	-0.0946818539	0.0463912416	0.0623876187	0.09873892599999999	0.1691768604	0.1618775583	0.0101287102	-0.0254410122	-0.2072051259	0.082346218	-0.1170161016	-0.09689884650000001	0.0136851529	-0.024818763900000002	-0.049279092000000004	-0.0632768525	-0.0604538647	-0.023344113	-0.0262997321	0.0297705844	0.0971119639	-0.1037200635	0.09275746900000001	-0.1021902939	-0.0403460191	0.083513879	0.015478543	0.0026957753	-0.0722797162	-0.057780998499999986	0.09617855730000001	0.0724168981	-0.0874199629	0.11392074599999999	0.0413699156	-0.039007770899999995	0.0500669895	-0.19507504829999997	-0.0282709469	-0.0146958374	-0.12406203029999999	-0.1844535366	-0.1287037547	-0.0013576934	0.0227208175	0.043167022699999995	0.0641943814	0.1434708606	-0.10286468380000001	0.1486913239	-0.0496766807	0.0854540102	-0.09059618470000001	-0.1612944159	-0.0897629009	0.0382384465	-0.029976347200000007	-0.2107070241	-0.1424343651	0.0076512098	0.1123698164	0.11195323859999999	0.1112600859	-0.0791537	0.024515300000000014	0.0062653082236899995	0.0006009999340900008	-0.0747448	-0.15871390000000002	0.0055867851270399995	0.025190102053210005	0.07629069999999999	0.019038099999999995	0.0003624492516099998	0.005820270906489997	-0.0023005	0.00032453999999999984	1.0532621159999991e-07	5.292300249999999e-06	-0.000410446	0.00033754599999999977	1.1393730211599985e-07	1.6846591891599995e-07	-0.000400543	0.000199641	1.60434694849e-07	3.9856528881000007e-08
707.7304403039868	0.1471697856575247	0.021658945810481764	500882.376132875	1036.8530044892425	2.8656972487435723	8.21222072145648	1075064.152918369	730.7439729453569	-0.8602006707927785	0.7399451940323462	533986.7539959644	809.2533742189216	582.3679240942001	1.2969210000000002	21.705091	0.14483834	0.0944228	0.0281407315	-0.12997935900000002	0.07313557700000001	-0.059196340800000004	-0.0409833054	0.0993519885	-0.0067825075	0.09646136050000001	0.0902290533	0.0088031869	-0.0436926306	0.030816315	-0.0308104418	0.1192444015	-0.037047531200000004	-0.0479201661	-0.132618248	0.0391000326	-0.0404745485	0.0772128499	-0.0211599538	0.0059382291	-0.090537174	0.1377427386	-0.0775165742	-0.0998422598	0.014984985900000001	-0.1949952991	-0.0414622477	0.0549077383	-0.0099940797	-0.0593079378	0.116359224	0.0329175181	0.018593424299999998	-0.0889050115	-0.0205615018	0.0234927463	-0.09515253470000001	0.1429217779	-0.0403010809	-0.10178183519999999	0.012840098999999999	0.0274395276	-0.0313844056	0.12105564490000001	-0.049123832	0.0202189692	-0.09647754970000001	0.0743721846	0.0078742099	-0.0385173484	-0.0861553609	-0.0089439486	0.1245526461	0.1100334064	0.011697683300000001	-0.0208745188	-0.075052032	0.010979241499999999	-0.045148119199999996	-0.003996082299999999	-0.0615353189	0.0113256584	-0.1206235189	0.0417044134	-0.0809031772	-0.1707347786	-0.060910297599999996	0.08306701009999999	-0.12290622640000001	0.08982232720000001	-0.1132157486	0.1349851969	-0.1381350576	0.11223645550000001	0.1114207701	0.1100656827	-0.0775715	0.001582199999999992	0.00601733761225	2.5033568399999743e-06	0.00653119	0.08127599	4.26564428161e-05	0.0066057865504801005	0.0430268	-0.03326389999999998	0.0011064870432099991	0.0018513055182400003	-0.00183886	0.0004616399999999999	2.1311148959999995e-07	3.3814060996000006e-06	-0.000523131	-0.00011268500000000005	1.2697909225000017e-08	2.736660431610001e-07	-0.000400543	0.0	1.60434694849e-07	0.0
707.437758936736	-0.2926813672507933	0.08566238273579374	500468.1827694314	1032.8960850646463	-3.9569194245962076	15.657211332746787	1066874.322541873	731.460880058715	0.7169071133581608	0.5139558091835311	535035.0190562699	811.2411045129727	590.9725476704892	1.379161	23.08145	0.07849846	0.0590126	0.0746592375	0.1030558885	0.007580543100000002	0.0864609496	0.03884798	-0.0297246172	-0.1075253641	0.09488136	0.0941771874	0.048138774100000004	-0.0929789152	0.1716813691	0.0313454329	0.1322156078	-0.031746376800000004	-0.1079445633	-0.0451755429	-0.022647400800000002	0.0382874551	0.0694914462	0.079599212	-0.09883666630000001	-0.130173895	0.1778341005	-0.0551078361	0.0686422442	0.015340803500000003	0.0691112373	-0.08513609529999999	-0.0350315795	-0.0374277076	0.2099663634	0.1377708226	0.0053360672999999996	0.0904415525	0.060101033099999986	-0.098292928	-0.1021945392	0.0310528946	-0.06617863660000001	-0.0435272042	-0.0325918767	0.011676298600000001	-0.0372449719	0.1571244643	0.1212726893	-0.19462274710000002	0.1765580562	-0.0452011045	0.0800117244	0.047311567699999994	-0.0022685485999999998	-0.081864717	-0.0514727855	0.1799566641	-0.1276155001	-0.0043566843	0.1095580565	-0.0459042659	-0.0033850787	0.0083258104	-0.1382018398	0.1135918375	0.0697657059	-0.0726084262	-0.1011415432	-0.0921364901	0.1082030892	-0.0719441187	-0.0042935884	-0.06599742089999999	-0.0369573958	0.030093491400000002	-0.1432673302	-0.1273211011	0.11205872300000001	0.1107121224	0.1084797619	-0.0706257	0.006945800000000002	0.00498798950049	4.824413764000002e-05	0.06435679999999999	0.057825609999999986	0.004141797706239999	0.003343801171872099	0.0430452	1.839999999999481e-05	3.38559999999809e-10	0.00185288924304	-0.0020021	-0.00016324000000000004	2.664729760000001e-08	4.008404410000002e-06	-0.000634064	-0.00011093300000000003	1.2306130489000005e-08	4.02037156096e-07	-0.000400543	0.0	1.60434694849e-07	0.0
706.7827540176172	-0.6550049191188236	0.4290314440698567	499541.8613767276	1023.3637593962276	-9.532325668418707	90.86523264879416	1047273.38404558	730.8612730368286	-0.5996070218864133	0.35952858069549376	534158.2004250138	808.1793289492348	583.878593622109	1.430087	23.933733	0.20617675	0.160741	-0.11724780130000001	-0.06936854320000001	0.0653689715	0.0235498257	0.010752005	-0.0546425375	0.1593937614	-0.08497497650000001	0.0367370922	0.0476356197	-0.0116965212	0.010824084	-0.0098225893	0.0660068566	-0.0283608042	0.022079937400000003	0.1238767226	0.0630401995	-0.1263549003	0.1251079118	-0.0039030411	0.0794941509	0.027553607799999998	-0.0274539257	-0.0579006427	0.0544647931	0.053831168	-0.046537797199999995	0.0596275676	0.04040365	0.0493075351	0.1656516169	-0.1523281914	-0.08799555210000001	-0.0362672545	-0.0913409047	0.0394411594	-0.1301505668	-0.0729243726	-0.0531206404	-0.019981786499999998	-0.0370760372	-0.10551040449999999	0.0036399218	0.0520666496	-0.031579311400000004	0.062218377699999994	-0.06422944	0.068276987	0.003715828	-0.017371035	-0.18525429059999998	-0.0474221099	0.0326250512	0.0427878349	0.0634646092	-0.06428804269999999	0.1401416514	0.0486877198	0.0084418992	-0.0229473667	0.132074301	0.056073022400000005	-0.052862255	0.0026174874	0.0734057157	-0.0363648226	-0.050014914400000006	-0.1564411079	0.1308487756	0.0198010103	-0.0470324078	0.0202935492	0.027716462200000003	-0.05336986690000002	0.1118366891	0.10982841609999999	0.1065079649	-0.06816120000000002	0.002464499999999981	0.0046459491854400035	6.073760249999904e-06	-0.0931153	-0.1574721	0.008670459094090002	0.024797462278410003	0.0430439	-1.299999999995749e-06	1.6899999999889474e-12	0.0018527773272100003	-0.00147268	0.0005294200000000001	2.8028553640000007e-07	2.1687863824e-06	-0.000238707	0.000395357	1.5630715744900005e-07	5.6981031849e-08	-0.000400543	0.0	1.60434694849e-07	0.0
707.3083987398662	0.5256447222490124	0.27630237402824137	500285.1709279536	1028.9586424342654	5.5948830380377785	31.30271620932284	1058755.8878401665	729.8079152865712	-1.053357750257419	1.109562550027371	532619.5932149311	808.4618012484249	582.3735809174225	1.3121120000000002	21.959314000000006	0.24089429999999995	0.191939	0.0556571902	-0.022729983199999998	0.0879615976	-0.129931511	-0.0677969083	-0.04235	0.0181133994	0.0552213045	0.040159955	-0.0633342034	-0.0333239375	-0.052241742199999996	0.0334414891	0.07697951509999999	-0.0570019693	-0.0550963973	-0.02126838	0.009107413	0.0077826537	-0.0366042978	-0.0615907891	-0.0972644541	-0.07959033389999999	0.1257208135	0.0573504191	0.1252638338	-0.1566099493	-0.0334657933	0.0512073954	0.0175281924	0.14881057849999998	-0.1040661545	-0.0866029376	-0.011528733999999999	0.07904446429999999	-0.07328679889999999	-0.050891983200000004	-0.0429412156	0.0535099782	0.029483190099999997	0.0380387916	0.0326463194	-0.0242307424	0.11652010980000001	-0.0071802479000000015	-0.037720559199999996	-0.0017015385	0.0183167807	-0.0722739473	-0.0267512892	-0.026943151499999998	0.003058317	0.007771237199999999	-0.0334405005	0.13518070570000001	-0.0356829066	0.1136788172	-0.0442835907	0.0166172814	0.0642638766	0.0277160795	-0.1371744776	-0.016733845900000002	0.0116768716	-0.0437023088	0.0646119414	-0.06159297740000001	0.0442619053	0.0971282757	0.0293805103	0.12543389	-0.054973769699999994	-0.1235662043	0.1189740879	-0.1055137328	0.1115704417	0.1087710484	0.1041573055	-0.06812439999999999	3.680000000003125e-05	0.00464093387536	1.3542400000023005e-09	0.0955659	0.18868120000000002	0.00913284124281	0.035600595233439995	0.046364	0.0033200999999999925	1.102306400999995e-05	0.0021496204959999994	-0.00176878	-0.0002960999999999999	8.767520999999991e-08	3.1285826884e-06	-0.000861785	-0.000623078	3.8822619408400003e-07	7.42673386225e-07	-0.000342597	5.7946000000000024e-05	1.17372704409e-07	3.357738916000002e-09
709.1458904472912	1.8374917074249881	3.3763757748555974	502887.89393828146	1031.2090816657717	2.2504392315063337	5.06447673470282	1063392.1701099642	731.2216669508258	1.4137516642546188	1.9986937681827048	534685.1262183443	809.0798857521468	587.8352735113673	1.302022	21.790457	0.18900315	0.139106	0.0033407895	0.0365661301	-0.0346723855	-0.08647679470000001	0.1296527479	0.0008198893	0.1070330152	-0.0770305567	-0.1438709346	0.0916806564	-0.08332158860000001	-0.029972011200000002	-0.0999498533	-0.0035261225	-0.19696404850000002	-0.0288752529	0.0014138337	0.010321504799999999	0.0608517857	-0.0193996219	0.0984529856	0.0140767752	0.052699946399999996	-0.21365402	-0.0185748089	-0.0322893714	-0.09956768619999999	-0.0730033261	-0.023252179100000003	0.0428996184	-0.1012653211	0.12745881679999999	-0.0078217329	0.09496045970000001	-0.0585237187	-0.0714101585	-0.0855796195	0.08993054460000001	0.0796915796	0.10812452539999999	0.0976034838	-0.1363807528	-0.0570471272	-0.0723776282	-0.056961468700000004	-0.1158264474	-0.064733159	-0.1509532209	0.1212842088	-0.0571329083	0.06210261070000001	0.07482694990000001	-0.08830613710000003	0.0995229783	-0.0098958549	-0.1744809497	-0.06681388419999999	-0.1599991882	0.0772407544	0.11007357050000001	-0.051554410099999996	0.061547394299999995	0.094892701	-0.23349235	0.1302061656	0.06760205679999999	-0.029363010800000002	0.0112142697	-0.1544913705	-0.0264881549	-0.0730262991	-0.0407419894	-0.0087165325	-0.0668916997	0.036877352200000005	0.1112600859	0.1075416914	0.1014361455	-0.0577035	0.01042089999999999	0.0033296939122500003	0.0001085951568099998	-0.0402465	-0.1358124	0.0016197807622499998	0.018445007993759997	0.0380267	-0.008337299999999999	6.951057128999997e-05	0.0014460299128899994	-0.00129383	0.00047495	2.2557750250000006e-07	1.6739960689e-06	-0.0006789760000000001	0.00018280899999999992	3.341913048099997e-08	4.610084085760001e-07	-0.000311705	3.089199999999997e-05	9.7160007025e-08	9.543156639999983e-10
709.5317151646148	0.3858247173235441	0.14886071249779267	503435.25482444	1031.4982772798658	0.28919561409406924	0.08363410321124581	1063988.6960313309	730.7624246451387	-0.4592423056870985	0.2109034953328024	534013.721273242	808.2920357101214	594.2317710291841	1.28489	21.503731	0.10209705	0.0570927	0.0198263199	-0.11068105880000001	-0.0807039945	-0.0746509202	-0.09386954410000001	0.0203452387	0.0225403708	0.1193117616	0.0724844178	0.025764585099999997	0.0545579255	-0.0440960748	-0.0531291496	0.08888594550000001	0.0321111653	-0.0596814189	-0.11632029710000001	0.025267697000000002	-0.0130316054	-0.023110174	-0.0278347838	-0.0755269757	0.0781445593	-0.0363274871	0.0181911365	0.1070512216	-0.030275691	-0.09946007039999999	-0.0781693161	-0.1550117259	-0.0320062038	-0.0818282046	-0.1117229551	0.0242845416	-0.0490581978	0.11089788449999999	0.0388589025	0.012893174299999999	-0.0682132062	0.0529450721	-0.040849920899999996	0.1112689822	-0.0024925206	-0.0838877158	-0.06019994400000001	0.0475536638	-0.0333297651	-0.0245167075	-0.0754918981	-0.0020334178	0.061307440899999996	-0.0298623664	-0.029488485499999998	-0.002980285	0.07726167910000001	0.1611468315	0.11936407119999999	-0.0698719768	-0.1806497061	-0.0203621752	-0.0047847443	0.0047176429	-0.0165062202	0.0126850125	0.0787343992	-0.026428813500000002	0.07393303	-0.1906871061	0.048352325999999994	0.052398809500000004	0.10094207960000001	-0.062863967	-0.0016474878	0.014029259099999998	-0.0978634061	0.11090574460000001	0.1061422889	0.09835416429999999	-0.0415856	0.016117899999999998	0.0017293621273599998	0.00025978670040999993	-0.00196481	0.03828169	3.8604783361e-06	0.0014654877892561	0.009434540000000005	-0.028592159999999988	0.0008175116134655995	8.90105450116001e-05	-0.000949167	0.00034466299999999994	1.1879258356899993e-07	9.009179938889999e-07	-0.0006789760000000001	0.0	0.0	4.610084085760001e-07	-0.000274262	3.7443000000000014e-05	7.521964464400001e-08	1.4019782490000013e-09
708.6584583814853	-0.8732567831294773	0.7625774092816429	502196.8106356233	1033.718805720257	2.220528440391263	4.930746554586454	1068574.5692997144	731.8099979339569	1.0475732888181708	1.0974097954453192	535545.8730760979	810.9509904132358	597.8925097456514	1.284363	21.494913	0.10544301999999996	0.07110939999999999	0.0487540657	0.072311477	-0.0752390655	0.1726102689	0.011235992700000001	-0.0534322361	-0.1241731725	0.07079808230000001	0.0090352339	0.0422666333	-0.0070124913	0.1362930884	0.0070492801	-0.0086979788	0.0516901101	-0.0433484165	0.0558253397	-0.0239059772	0.052132997800000004	-0.1231753744	0.0950811673	-0.0791111713	0.0330271926	-0.0619879681	0.0030039053000000004	-0.0225167083	0.1827563318	0.0118242584	0.0626660678	0.0058938263	0.0282836536	-0.114735065	0.0493986221	0.0198507662	0.18461950359999998	-0.0428292511	-0.1233095349	0.0804641693	0.1687739565	0.0619021826	0.0305373646	0.014213381200000003	0.0997771811	-0.0626390451	-0.0421025069	-0.0042853365000000004	0.018978169399999998	0.1446102702	0.039164534	-0.0028865784000000005	0.097898057	0.0294445366	-0.019033612	0.0005261509	0.038123034199999996	0.012758903600000001	0.0160760656	0.10733029150000001	-0.0742176508	-0.1255746298	0.0895706841	-0.049780327	-0.0038640962	-0.0822541246	0.0537430368	0.07618796280000001	0.058973344800000015	0.0353064351	0.0404165067	-0.052320577	-0.1184960414	0.0934970542	0.1352870824	0.09513076050000001	0.128601157	0.1105075577	0.1045750536	0.09492232490000001	-0.0392511	0.0023345000000000032	0.0015406488512099998	5.449890250000015e-06	0.0632117	0.06517651	0.00399571901689	0.004247977455780099	0.017453599999999996	0.008019059999999991	6.430532328359987e-05	0.00030462815295999985	-0.00142929	-0.000480123	2.3051809512899994e-07	2.0428699041e-06	-0.000575694	0.00010328200000000013	1.0667171524000024e-08	3.31423581636e-07	-0.000259408	1.4854000000000016e-05	6.729251046399999e-08	2.2064131600000053e-10
