global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
704.5588603426692	n/a	n/a	496403.1876873608	1023.0345403947103	n/a	n/a	1046599.6708406162	723.861496822305	n/a	n/a	523975.4665818278	805.0154912933605	677.8955679784888	n/a	n/a	n/a	n/a	-0.1112609551	-0.0282861992	-0.1393074471	-0.0789779553	-0.1159523507	-0.1056136932	0.0440943183	-0.0567039792	0.0246038786	-0.0115363879	0.031575864599999996	-0.2244546974	-0.10876018330000001	-0.1041194057	0.008049494	-0.102363224	0.0629280515	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.143647	n/a	0.020634460609	n/a	0.870598	n/a	0.757940877604	n/a	0.532752	n/a	n/a	0.283824693504	0.06808430000000001	n/a	n/a	0.004635471906490002	-0.0130828	n/a	n/a	0.00017115965584	-0.00525193	n/a	2.75827687249e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.6395446072838	-9.91931573538534	98.39282465826321	482524.0969322146	1001.4614902958904	-21.573050098819976	465.3964905661966	1002925.1165456658	722.419290547726	-1.4422062745790072	2.0799589384350585	521889.6313554797	799.1928586614264	649.6223401551064	1.366066	41.958858	0.2586685000000004	0.15763	-0.09551245720000001	0.0523401122	-0.078375597	-0.1039321318	-0.1345307343	-0.1052619221	0.0761785596	-0.0254990798	0.0196617225	0.1064153336	0.0017407707999999998	-0.128562763	-0.1163462715	-0.1113986389	0.0760858537	-0.06486653690000001	0.0425677555	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.118694	0.02495299999999999	0.014088265636000004	0.0006226522089999995	0.939288	0.06868999999999993	0.8822619469439998	0.004718316099999989	0.528646	-0.004106000000000054	1.6859236000000445e-05	0.27946659331599993	0.0655185	-0.0025658000000000213	6.583329640000108e-06	0.004292673842249999	-0.0134513	-0.00036850000000000077	1.3579225000000054e-07	0.00018093747169000004	-0.00496784	0.00028408999999999986	2.4679434265600007e-05	8.070712809999991e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.6818730370909	-1.9576715701929288	3.832477976741648	479808.1772341725	986.7231215666873	-14.738368729203104	217.2195127979519	973622.5186343077	724.0456287236863	1.6263381759603135	2.64497586258592	524242.0724738782	799.5114901422351	644.688080508441	0.968928	29.760719	0.4354185999999998	0.189294	-0.0918512241	0.100363896	-0.0502893967	-0.105576381	-0.1144085532	-0.0794741163	0.045374722699999995	-0.0636517264	-0.0967555216	0.0784934591	-0.029683486000000002	0.0122634409	-0.1051657859	-0.08815890289999999	0.0843586766	-0.0782070011	0.018150898000000002	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0392469	0.0794471	0.0015403191596100002	0.006311841698410001	0.8346329999999998	-0.10465500000000004	0.6966122446889997	0.010952669025000009	0.464508	-0.06413799999999997	0.004113683043999996	0.215767682064	0.0641668	-0.0013516999999999973	1.8270928899999927e-06	0.00411737822224	-0.0114513	0.0020000000000000018	4.000000000000008e-06	0.00013113227168999998	-0.00457597	0.00039186999999999984	2.0939501440900007e-05	1.5356209689999992e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.7100011996632	-1.9718718374276705	3.888278543240377	477080.3057572388	984.5469179940172	-2.1762035726700333	4.735861989701816	969332.6337315179	723.0828016057768	-0.9628271179094554	0.9270360589818284	522848.7379780592	797.8875446057742	634.8277395122973	0.723793	22.231384	0.12582779999999993	0.0598701	-0.0848985377	0.1013806285	-0.058174277	-0.0949617099	-0.11487292539999999	-0.11653778	0.0914094371	-0.0138044477	0.0311415652	9.46869e-05	-0.0001453643	0.0013940732	-0.10627230039999999	-0.1208838248	0.0657013322	0.0183746012	0.062786556	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0208366	0.018410299999999998	0.00043416389956	0.00033893914609000003	0.806417	-0.0282159999999998	0.6503083778890001	0.0007961426559999885	0.489466	0.02495800000000004	0.0006229017640000017	0.239576965156	0.06348200000000001	-0.0006847999999999853	4.6895103999998e-07	0.004029964324000003	-0.0117699	-0.0003186000000000005	1.015059600000003e-07	0.00013853054601	-0.0044945	8.147000000000014e-05	2.020053025e-05	6.637360900000025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.0913260791267	2.3813248794634774	5.670708181551745	480375.58628612227	988.8765536263206	4.329635632303393	18.745744708511204	977876.8383118694	724.4414124409982	1.358610835221384	1.8458234015809467	524815.3600595085	799.6787894548453	636.1166757681623	0.629699	19.341261	0.2616883300000001	0.132446	-0.0848548251	0.0868112034	-0.0633401306	-0.0970267865	-0.1063353369	-0.0910959292	0.0428405346	-0.0589491013	-0.0592793414	-0.0119564496	-0.06377646440000001	0.0137021952	-0.1010274567	-0.1007153781	0.0565686804	-0.0142076273	0.0600288308	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.00790827	0.01292833	6.25407343929e-05	0.0001671417165889	0.876784	0.07036699999999996	0.7687501826559999	0.004951514688999994	0.421934	-0.06753199999999998	0.0045605710239999975	0.17802830035600006	0.06300940000000001	-0.0004726000000000036	2.2335076000000334e-07	0.003970184488360001	-0.0100778	0.0016921000000000002	2.8632024100000013e-06	0.00010156205284	-0.00444198	5.2520000000000344e-05	1.97311863204e-05	2.758350400000036e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.2824518492768	2.191125770150052	4.801032140615657	483417.6878495418	1002.5710188208708	13.694465194550162	187.53837696474582	1005148.6477795187	726.9750940361798	2.5336815951816334	6.419542425762146	528492.7873489124	802.9020974489943	645.8292581263285	0.779768	23.950666	0.16662052000000047	0.094143	-0.0885592142	0.0460351293	-0.110647654	-0.0867855369	-0.08177116820000001	-0.0710672058	-0.0364918634	-0.0922541868	-0.0175108966	-0.0927457888	-0.0530591592	-0.015407551399999999	-0.0906107976	-0.08733659369999999	-0.010562633600000001	-0.0238902971	0.0376290268	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.00550225	0.01341052	3.0274755062500007e-05	0.0001798420466704	0.7989429999999998	-0.07784100000000016	0.6383099172489998	0.006059221281000025	0.39448	-0.027454000000000037	0.0007537221160000019	0.15561447039999998	0.0635966	0.0005871999999999961	3.4480383999999536e-07	0.00404452753156	-0.00994082	0.0001369800000000001	1.8763520400000024e-08	9.88199022724e-05	-0.00420786	0.00023412	1.77060857796e-05	5.48121744e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.6873649930466	-1.5950868562301816	2.5443020789182857	481202.1603509962	993.9465323872023	-8.624486433668494	74.3817662445319	987929.7092445438	724.721790065038	-2.253303971141804	5.0773787863634245	525221.672995073	800.249298686484	645.0048369442542	0.729945	22.420338	0.14845704999999984	0.0757105	-0.08404488380000001	0.0715430813	-0.0817520853	-0.08917168789999999	-0.0955160282	-0.1175049532	0.0403918527	-0.047710483399999996	-0.0185186747	-0.0762153263	-0.0438818016	-0.0731632376	-0.0993529159	-0.1105831725	0.0357844034	-0.0046954467	0.059170148	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0501908	0.04468855	0.00251911640464	0.0019970665011025	0.755106	-0.043836999999999786	0.570185071236	0.0019216825689999815	0.388568	-0.005912000000000028	3.495174400000033e-05	0.15098509062399998	0.0637945	0.00019790000000000083	3.9164410000000335e-08	0.00406973823025	-0.0095159	0.0004249200000000005	1.805570064000004e-07	9.055235280999996e-05	-0.00375029	0.00045757	1.40646750841e-05	2.0937030490000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.772343210492	0.08497821744538214	0.00722129744019465	481320.0642037767	995.726834378884	1.7803019916816538	3.1694751815856628	991471.9287021934	723.4469966039688	-1.27479346106918	1.6250983683847389	523375.5568953029	801.1982371452059	641.7083118252599	0.672108	20.643879	0.1968056000000004	0.13433400000000004	-0.0831410864	0.0651214169	-0.0769788596	-0.0849987496	-0.11875014689999999	-0.1044827338	0.0829966372	-0.056004846100000005	-0.0339829731	-0.0045919914	-0.0751135103	0.0201325832	-0.1102763348	-0.099738422	0.0591224059	-0.0467207196	0.06742096410000001	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0460182	-0.0041726000000000055	0.0021176747312399995	1.7410590760000046e-05	0.87731	0.12220399999999998	0.7696728361	0.014933817615999994	0.373404	-0.015163999999999957	0.00022994689599999864	0.139430547216	0.0628561	-0.000938400000000006	8.805945600000111e-07	0.0039508893072100005	-0.0095159	0.0	0.0	9.055235280999996e-05	-0.00391719	-0.0001669000000000002	1.53443774961e-05	2.7855610000000066e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.0655794794679	1.2932362689759884	1.6724600473949351	483116.1597771286	995.9229921368557	0.19615775797171864	0.03847786601249135	991862.6062668273	724.7408764573869	1.2938798534180478	1.6741250750811087	525249.3380082214	800.1812802321957	647.0748616135178	0.698919	21.467384	0.23753400000000044	0.138646	-0.0824312534	0.060353622999999995	-0.10253035519999999	-0.08633750890000001	-0.100570416	-0.10091221369999999	0.050848612300000005	-0.0263890185	-0.0190941675	-0.0899638033	-0.019100101100000003	-0.018768683300000002	-0.10287916009999999	-0.11121234470000001	0.0289277015	0.0414559985	0.06018512650000001	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.08369419999999997	0.037675999999999966	0.007004719113639994	0.0014194809759999981	0.756062	-0.12124800000000002	0.571629747844	0.014701077504000003	0.369579	-0.003825000000000023	1.4630625000000175e-05	0.13658863724099998	0.06351709999999999	0.0006609999999999949	4.3692099999999333e-07	0.00403442199241	-0.00896338	0.000552519999999999	3.0527835039999896e-07	8.03421810244e-05	-0.00363501	0.00028217999999999993	1.32132977001e-05	7.962555239999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.2216189260154	1.1560394465474246	1.3364272019736758	484724.54265996173	999.9738112118956	4.0508190750399535	16.409135178707544	999947.6231096437	724.7840797640991	0.04320330671225747	0.0018665257108733922	525311.962279492	800.9113818626819	651.4179646441355	0.6915640000000001	21.24147	0.10223500000000048	0.05697430000000001	-0.08833282769999999	0.0528393069	-0.08146691660000001	-0.0990824921	-0.1043626261	-0.1068375662	0.0448823093	-0.028874717400000006	-0.09536622289999999	-0.0740395103	-0.1325466507	0.0585633721	-0.1015339827	-0.10425458509999999	0.0494859017	-0.0181231734	0.037165075299999996	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0980477	0.014353500000000031	0.00961335147529	0.00020602296225000094	0.765648	0.009585999999999985	0.586216859904	9.189139599999968e-05	0.318291	-0.051288	0.0026304589439999997	0.101309160681	0.0633691	-0.00014799999999999536	2.1903999999998622e-08	0.00401564283481	-0.008603329999999998	0.0003600500000000024	1.2963600250000171e-07	7.401728708889995e-05	-0.00360291	3.2100000000000184e-05	1.29809604681e-05	1.0304100000000115e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
