global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
690.6660699963492	n/a	n/a	477019.62024420185	998.4603362194307	n/a	n/a	996923.0430034186	718.608080375618	n/a	n/a	516397.57318113063	796.9233280193033	578.5527842488904	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.1541201462198	-3.5119498501293265	12.333791749823401	472180.7848339256	982.1065517394427	-16.353784479988008	267.44626681789657	964533.2789695386	715.8948464811882	-2.7132338944297767	7.361638165882575	512505.43121832405	793.2475628733862	554.136229880015	3.129752	60.867901	0.7127734	0.471275	-0.035230732599999995	-0.0720539916	-0.0187221935	-0.068530566	0.0039345466	-0.2056017584	-0.057375551	-0.2370072946	-0.0830013917	0.1562678743	0.235610028	-0.0671511613	0.0082324762	0.0709712481	-0.0801668567	0.08991910759999999	-0.11186216119999999	0.048379493899999994	-0.0329383694	0.0176004487	-0.0709512855	0.1299016775	-0.05719354030000001	0.037379107200000004	-0.1144613498	0.1409263846	-0.1132840038	0.0168837882	-0.16093269429999998	0.0416512324	-0.059048986799999995	0.0167787317	-0.0104002343	0.052871634199999996	-0.0206706675	0.0215174208	-0.1202726893	0.1555611792	-0.0249627875	-0.24831756489999998	0.033860582400000006	-0.0038401935999999998	0.0505403984	-0.1967982326	0.0030935183	-0.043167747	0.22272243449999998	-0.2960689352	0.43211935619999997	-0.2746392818	0.152183385	-0.025946000099999998	0.1335375429	-0.0219427938	0.0360791225	-0.1110613602	0.1339881358	-0.1481530842	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.091413	0.091413	0.008356336568999999	0.008356336568999999	-0.0439839	-0.0439839	0.00193458345921	0.00193458345921	0.104583	0.104583	0.010937603889	0.010937603889	-0.008058819999999998	-0.008058819999999998	6.494457979239997e-05	6.494457979239997e-05	-3.3881300000000004e-21	-3.3881300000000004e-21	1.1479424896900001e-41	1.1479424896900001e-41	0.00139705	0.00139705	1.9517487025e-06	1.9517487025e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.6521424452131	-5.5019777010066955	30.27175862237491	464649.64330014907	961.4008260118953	-20.70572572754736	428.7270779044167	924291.5482563545	714.6317542437778	-1.2630922374104327	1.5954020002064937	510698.5441735392	787.079659404138	548.0954802317895	1.330696	25.879574	0.20142898	0.112395	0.0135678876	-0.1105111921	0.0037532132	-0.0525629672	0.08492729560000001	-0.0428686888	0.0759255795	-0.0206784815	0.030371316800000006	-0.0379257369	-0.0484905854	-0.0601311344	-0.0680911058	0.058611879699999994	-0.1304702452	-0.0254564334	-0.08857893230000001	0.044495350700000005	-0.0056541633	0.026822871800000002	-0.0354268584	-0.0116296319	0.0121231152	0.0158945974	-0.0917972457	-0.0699809734	-0.0168214602	-0.0742402357	-0.0822170839	-0.0669028466	0.0566375013	0.1164327419	0.0562637588	0.07398900230000001	-0.0163484073	-0.0099113868	0.0681473616	0.018483824399999998	-0.09454706539999999	-0.0416950364	-0.020853050300000002	0.0625047123	0.027361983399999998	0.0319619878	-0.0794277654	0.0544117104	-0.030207773599999998	0.027361591499999997	-0.038996422	0.0144717901	-0.0680294318	-0.1316094994	0.0979829147	-0.08099879759999999	0.0544395587	-0.0263847973	0.0694023459	-0.1549077069	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0686388	-0.022774199999999998	0.00471128486544	0.0005186641856399997	-0.00623827	0.03774563	3.89160125929e-05	0.0014247325840969	0.104957	0.0003739999999999993	1.398759999999995e-07	0.011015971848999998	-0.00616386	0.0018949599999999976	3.5908734015999917e-06	3.79931700996e-05	0.000627423	0.000627423	3.93659620929e-07	3.93659620929e-07	0.00168537	0.00028832000000000017	2.8404720369e-06	8.312842240000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.5010026000745	-0.15113984513868672	0.022843252788546202	464443.6165449067	954.3037545645852	-7.0970714473101	50.36842312822428	910695.6559760643	713.9022072507671	-0.7295469930106719	0.5322388150109134	509656.36151751725	785.3779523540146	551.2532790357646	1.073135	20.870491	0.14833961999999998	0.07881289999999999	0.0141510743	-0.08877926359999999	0.043709789400000004	0.0581707717	0.11027768119999999	-0.012255551000000002	0.1484453728	0.022347078700000002	0.0565550513	-0.1454343894	-0.0242684442	-0.032247985800000004	-0.1258203774	0.035168114300000004	-0.1620635815	-0.053531249100000004	-0.020759348400000002	0.0131834558	0.0434826725	-0.054657934299999995	-0.0402030085	0.0227512414	-0.0217986308	-0.040797997	0.0213263471	0.2070349232	0.0628727697	-0.0675169404	-0.0785439024	-0.10411425949999999	0.0165915295	0.0369266984	0.044606834500000005	-0.1460923473	0.012528282	0.0089287538	-0.0458211928	-0.0920696107	0.0575971588	0.0042053788	-0.0224065811	0.1258284125	0.0624248209	0.0789377805	-0.0992129332	-0.029138667599999998	-0.0202831515	0.086872677	-0.1095046766	-0.0395258927	0.0382499905	-0.0725550452	0.09186495720000001	-0.0901727593	-0.025831308100000002	-0.0733588479	0.067924662	-0.1438796318	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.10574	0.03710120000000002	0.011180947600000005	0.0013764990414400012	0.0554164	0.06165467	0.0030709773889599995	0.003801298332808899	0.104895	-6.199999999999262e-05	3.843999999999085e-09	0.011002961025	-0.00656909	-0.00040522999999999953	1.6421135289999958e-07	4.31529434281e-05	0.000124808	-0.000502615	2.52621838225e-07	1.5577036863999996e-08	0.00160278	-8.259000000000001e-05	2.5689037284000004e-06	6.821108100000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.42676547415	3.9257628740755313	15.411614143469773	469809.8508283554	963.4473427125985	9.143588148013237	83.60520422048813	928230.7821799672	716.2778298287323	2.375622577965146	5.6435826329377665	513053.92950415827	790.0748715927557	547.9299646558069	1.26625	24.626223	0.466420535	0.236963	0.0192774742	-0.0309336864	0.024634863599999998	0.0683382504	0.1488905653	0.1719129516	0.0113485107	-0.1242983919	0.0854403845	-0.17531022899999998	-0.010862333799999999	-0.0217741869	0.0154270206	-0.051870243899999995	-0.0634746387	-0.0277148987	-0.0374273211	-0.1744326668	0.008239914499999999	0.10900205519999999	0.1417854863	0.10144794160000001	0.0795148834	0.0674716312	0.0928436575	0.08830903539999999	-0.0680751847	-0.0708556749	0.0908126315	0.0738356666	0.0968204686	-0.048943556900000004	0.0762691946	0.3055971241	0.044196165	-0.053765365499999995	-0.0421059597	-0.0315570184	-0.0414534239	0.1552392682	-0.0755983506	0.015470568799999999	-0.0096892729	-0.0042293271	-0.12967585980000002	0.0363774142	0.2170834755	-0.19885741280000002	-0.1405536354	0.027546186099999998	-0.087355889	0.2530043464	-0.10366945400000001	0.0759523412	0.0754479356	-0.1214798444	-0.09735803779999999	0.0064975604000000005	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.000337215	-0.105402785	1.13713956225e-07	0.011109747085756228	0.055044100000000006	-0.00037229999999999214	0.003029852944810001	1.386072899999941e-07	0.244557	0.13966199999999998	0.019505474244000003	0.05980812624900001	-0.00782701	-0.001257920000000001	1.5823627264000024e-06	6.126208554010001e-05	0.00141433	0.0012895220000000002	1.6628669884840004e-06	2.0003293489000003e-06	-0.000269447	-0.001872227	7.260168580900003e-08	3.5052339395290008e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.3974832967402	-1.0292821774097547	1.0594218007333658	468399.9151429118	975.2675464352748	11.820203722676293	139.71721604557058	951146.7871298807	717.0148370959116	0.737007267179365	0.543179711875196	514110.2766156766	788.7038095339716	547.7823280127456	1.608718	31.2866	0.199450385	0.11256	0.017674939299999998	-0.0736149493	-0.011250568600000002	-0.0625986658	-0.0026789721999999996	0.09552500779999999	-0.1174067068	-0.1891385073	0.0481061823	-0.016548753200000002	-0.062159920199999996	-0.0249768346	0.0193892666	-0.20910113030000002	-0.047786235499999996	0.0012781408	0.07599361290000001	-0.0525849277	0.0196675192	0.0196444301	0.08949097869999999	-0.11641825480000001	0.0820342012	-0.11119951900000001	-0.036497434	-0.1552570147	-0.047282435	0.0849028895	0.0103317332	0.0023962885999999997	0.0567949845	-0.0575935142	0.0880767379	-0.0047246876	0.0316272799	0.20774077219999998	-0.0200416983	0.15028895	0.0724835369	0.2126031398	-0.1352792524	-0.0369046677	-0.08845093400000001	-0.0026918784999999997	-0.0333263416	0.08409051960000001	0.0300193798	0.0332908414	0.0733983535	0.0370232772	-0.0742612689	-0.1464377453	-0.09683337689999999	0.19783919079999998	0.0401451483	0.1438589122	0.1247183107	0.0625319427	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.028029	0.027691785000000003	0.0007856248410000001	0.0007668349564862253	0.0524819	-0.0025622000000000075	0.00275434982761	6.564868840000037e-06	0.178622	-0.06593500000000002	0.004347424225000003	0.031905818884	-0.00664539	0.0011816200000000006	1.3962258244000007e-06	4.41612082521e-05	0.00153663	0.00012229999999999988	1.4957289999999973e-08	2.3612317569e-06	0.000491861	0.000761308	2.41927243321e-07	5.79589870864e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.5229287348567	-0.8745545618835422	0.7648456817113144	467203.594106276	963.2704167397072	-11.997129695567534	143.9311209322684	927889.8957658892	717.7075574627991	0.6927203668874427	0.4798615067006732	515104.13803921704	789.1799729515666	556.3953685010695	1.138555	22.142796	0.13431765	0.0622078	0.027227510099999998	-0.0972817859	-0.0434669067	-0.1077192462	-0.1032661917	-0.06271795570000001	-0.0258494767	-0.0051646382	-0.026269490099999997	0.12862766109999998	-0.0918084018	-0.0435065359	0.1236438581	-0.027019346200000002	0.015563730100000001	0.0340092288	0.0079015596	0.004711587	-0.0470637858	0.0771317481	0.10133624140000001	0.016847621200000003	0.0378230097	-0.1224410376	-0.0334028812	0.09181962810000001	-0.10911758099999999	0.0074963257	-0.1034366016	0.08411272689999999	-0.0887102421	0.0095884855	0.1935315359	-0.010863079	0.17169555309999998	-0.0315234336	0.021582832200000002	-0.012962753799999999	-0.0828644066	-0.055542128600000004	-0.0470319391	-0.0765812807	-0.1252078208	-0.0716212259	-0.08282327469999999	0.0125054301	-0.1660842498	-0.055314109199999996	0.023676694900000003	0.023176568300000002	-0.09010861560000001	-0.0164050588	0.052950415	-0.0115402683	-0.0404383133	0.0139189943	0.0712272203	-0.0060494736	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0442984	0.0162694	0.0019623482425600003	0.00026469337636	0.0452176	-0.007264300000000001	0.0020446313497599995	5.277005449000002e-05	0.209641	0.031018999999999988	0.0009621783609999996	0.043949348881	-0.00563551	0.0010098800000000003	1.0198576144000007e-06	3.17589729601e-05	0.00200183	0.0004652	2.1641104000000006e-07	4.0073233489e-06	0.000371642	-0.00012021900000000002	1.38117776164e-07	1.4452607961000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.180007268148	-2.3429214667087312	5.489280999164589	464006.20230183407	960.9075880475076	-2.362828692199628	5.582959428681804	923343.3927672786	715.3966358080777	-2.310921654721369	5.340358894260151	511792.3465255154	788.9763770175584	554.2992532411055	0.966219	18.791174	0.1507384	0.0758203	0.0344984033	-0.1357334401	-0.0216761221	-0.0834131461	-0.09547815720000001	-0.11363083550000001	0.046756774699999996	0.0789072247	0.01741258	0.06640474440000001	-0.1460212455	-0.0389508789	0.002254802	0.09022096869999999	-0.0922616858	0.1324478125	-0.0685912491	0.0057745341	-0.0538477798	0.1005347114	-0.16938137820000002	0.13481196369999998	-0.1108542607	-0.0481384467	0.024532648599999998	-0.0982325984	0.0192734008	0.17270810609999998	0.007288859399999998	-0.1266433172	-0.1382606001	-0.0429712934	-0.0880310095	0.0401026731	-0.0329263037	-0.0108833946	0.1032571195	0.0075205827	-0.1024713901	-0.1651836478	0.0308983214	0.021941772400000004	-0.024904360299999997	-0.087071335	-0.1558369943	-0.034215893	-0.05806317900000001	-0.0076462904	0.0362058251	-0.0625711092	0.0075484197	-0.0018058489000000002	-0.009656854	-0.1202231299	-0.0758137728	-0.0743614952	-0.1656841268	0.1035748506	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0662838	0.0219854	0.004393542142439999	0.0004833578131600001	0.0224364	-0.0227812	0.00050339204496	0.0005189830734400001	0.149456	-0.06018499999999999	0.0036222342249999993	0.022337095935999998	-0.00551506	0.00012045000000000024	1.450820250000006e-08	3.0415886803599994e-05	0.0014995999999999998	-0.0005022300000000002	2.522349729000002e-07	2.2488001599999997e-06	0.000664698	0.00029305600000000003	4.4182343120399997e-07	8.588181913600003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.4633550131704	1.283347745022411	1.6469814346541067	465756.2309358326	956.1959029330894	-4.711685114418174	22.1999766174298	914310.6047860263	714.319914783532	-1.0767210245456909	1.159328164698722	510252.9406563525	786.791580536493	562.5825628634949	1.08986	21.195761	0.15193429999999994	0.101435	0.0714428572	-0.174050287	-0.027639780299999996	-0.08965799199999999	-0.0353137772	-0.0468349141	0.12358195849999999	0.07243559690000001	0.0412490815	-0.01356032	-0.10932989359999999	-0.0159443045	-0.0682735591	0.0662206734	-0.1231871816	0.0586877221	-0.0125987752	-0.0185191127	-0.1581208792	-0.06405035519999999	-0.031870856499999996	0.021719138	-0.0065873808	-0.027800595499999997	-0.1261360171	-0.0107481877	0.0153302589	0.0501413046	0.0069151314	0.005383919	-0.08157414660000001	-0.013468415400000001	0.0264522633	-0.0995522949	-0.021137257599999997	0.21371596350000002	0.0576793862	-0.1315982097	-0.0001942066	-0.0686265014	0.015478698700000001	0.0815687441	0.0317856006	0.012191559099999999	-0.1767963736	-0.0253277975	-0.099504994	0.050771347599999996	-0.028328675	-0.0199923775	0.0361362327	-0.0285342893	0.0519560528	-0.06304493559999999	-0.012605451399999999	-0.001781416	-0.1671722473	0.006258816899999999	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0675414	0.0012575999999999974	0.00456184071396	1.5815577599999942e-06	0.0173074	-0.005128999999999997	0.00029954609475999996	2.6306640999999985e-05	0.0760026	-0.0734534	0.005395401971560001	0.005776395206760001	-0.00446673	0.0010483299999999992	1.0989957888999985e-06	1.9951676892900007e-05	0.00119692	-0.00030267999999999983	9.16151823999999e-08	1.4326174863999996e-06	0.0007555739999999999	9.087599999999984e-05	5.708920694759996e-07	8.258447375999969e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.2015862343462	0.7382312211758517	0.5449853359187893	466764.4074331268	956.3782158052504	0.1823128721609919	0.033237983355590174	914659.291666834	714.8418626926339	0.5219479091018684	0.27242961981581226	510998.88865787437	786.6982236482553	557.2658558199931	1.013477	19.710258	0.21934455	0.135045	0.0694199561	-0.15607996400000002	-0.0260041719	-0.06375334190000001	0.0408887082	0.07410972440000001	0.1222954105	-0.0490284858	0.0739923521	-0.0731932156	-0.11653059560000001	-0.0386634369	-0.056309073499999994	0.0165882333	-0.1534258735	0.0211912702	0.10574018130000001	-0.0559863246	-0.0865525561	0.0165596691	0.0491154321	0.0903407059	-0.055975469900000005	-0.0348027613	0.0439379517	-0.1013925892	0.0216872842	-0.1184570717	0.1168151668	0.1078932775	0.015053405700000001	-0.0142933884	0.0022424882	-0.0489779266	-0.0808345436	-0.1017970531	0.060789702699999996	-0.08955392820000001	0.0052964731999999995	0.0802050346	-0.0632715088	0.09284797410000001	-0.03412039	0.0786641591	-0.1658968755	-0.0068892730000000004	-0.0104621977	-0.0464377549	-0.0776419577	-0.004596981	-0.0221826576	-0.0168939971	-0.1192149159	-0.08644608210000003	0.1044830219	-0.068443033	-0.14957233949999998	0.0568068336	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0888217	0.0212803	0.00788929439089	0.0004528511680900001	0.017011900000000003	-0.00029549999999999715	0.0002894047416100001	8.732024999999832e-08	0.187261	0.11125839999999998	0.012378431570559996	0.035066682121000003	-0.00533107	-0.0008643399999999999	7.470836355999999e-07	2.8420307344900007e-05	0.000549046	-0.000647874	4.1974071987600003e-07	3.0145151011599996e-07	0.000537581	-0.00021799299999999988	2.88993331561e-07	4.752094804899994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
