global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59
773.7391712528661	n/a	n/a	598672.3051310721	1325.3682691811878	n/a	n/a	1756601.0489523376	820.0675483695766	n/a	672510.7838888878	n/a	940.4104062266842	678.6593203991341	n/a	n/a	n/a	n/a	-0.0943358245	-0.040121823	-0.0337953307	-0.1401652856	0.33750534600000004	-0.013506866999999999	0.0978957285	-0.06250529889999999	0.0064546315	0.042716654699999995	-0.0783377468	0.1586175134	-0.11127312140000001	0.0381519825	-0.023859280899999998	0.050632946799999995	0.040508551000000004	-0.0552701915	0.011028820600000001	-0.0433553157	0.1494626079	-0.012258578400000001	-0.099065849	-0.11648760699999999	-0.1283803313	0.1225179239	-0.058784783099999995	0.23599485350000002	-0.0153299279	0.1034433542	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0590206	n/a	0.00348343122436	n/a	-0.115333	n/a	0.013301700888999998	n/a	-0.26191	n/a	0.06859684809999997	n/a	-0.00128907	n/a	n/a	1.6617014649e-06	-0.000839474	n/a	7.04716596676e-07	n/a	-0.00125319	n/a	1.5704851761e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.9331356207489	-5.8060356321171875	33.710049761414425	589721.3007843154	1283.2752508062092	-42.09301837497856	1771.8221959162825	1646795.3693317391	819.9978573472066	-0.06969102236996605	672396.4860540098	0.0048568385989711076	926.9866421371854	656.0294975973045	1.128667	27.478275	0.28227307999999995	0.16438599999999998	-0.0437512808	-0.04308312190000002	-0.030221828500000002	-0.0512220906	0.16049784	-0.0020045713000000002	-0.0466980775	-0.0499151321	0.0239164289	0.0182814171	-0.0464116257	0.0232471715	-0.0105570755	0.0005077076	-0.0066185028	-0.0221939152	0.0558082429	0.0096461392	0.009238444200000001	0.082305089	0.011764089299999999	-0.0190879041	-0.044039076600000004	-0.013340430300000001	-0.0134981602	0.1286772134	-0.06738283099999999	0.0489527962	-0.045546102000000005	0.0125664651	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0503457	0.0086749	0.00253468950849	7.525389000999999e-05	-0.00909477	0.10623823	8.271484135290001e-05	0.011286561513532896	-0.15213800000000002	0.10977199999999997	0.02314597104400001	0.012049891983999991	-0.00193103	-0.00064196	4.121126416e-07	3.7288768609e-06	-0.000534105	0.000305369	2.85268151025e-07	9.3250226161e-08	-0.00104876	0.00020443	1.0998975376e-06	4.179162490000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.6148872433722	-2.3182483773766758	5.374275539209592	586166.1555686815	1255.8133489776026	-27.46190182860664	754.1560520440288	1577067.1674703418	821.8001628584268	1.802305511220197	675355.5076741368	3.248305155774697	923.2512912419687	608.9539307044507	1.333302	32.460255	0.17139378	0.101033	0.059891009400000014	-0.0611055765	0.037778072	0.0295393081	0.0223381236	0.0076548306000000016	0.0677345508	-0.034907798500000004	-0.0373537641	0.0786674855	0.0593143081	-0.0157171121	-0.1052309167	0.0676396931	-0.080459655	-0.0804022186	0.1231310093	0.06384739889999999	0.010184464	0.0103675756	-0.0230025643	-0.0255455872	-0.0467639694	0.0003146057	-0.022668457000000003	-0.0162371594	0.093899706	0.0037787690999999996	-0.0892634616	0.0367629836	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0614433	-0.0110976	0.00377527911489	0.00012315672575999995	-0.0469857	-0.03789093	0.00220765600449	0.0014357225762648995	-0.177593	-0.025454999999999974	0.031539273649	0.0006479570249999987	-0.000379642	0.001551388	2.406804726544e-06	1.4412804816399995e-07	-0.000301277	0.000232828	9.076783072900002e-08	5.420887758399999e-08	-0.000893971	0.0001547889999999999	7.991841488410002e-07	2.395963452099997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.3488645720572	5.7339773286849995	32.87849600587357	594979.0708766019	1270.92702447882	15.113675501217358	228.42318715609773	1615255.501550587	823.2405065186039	1.4403436601770636	677724.9315730075	2.0745898594122605	923.1849007865757	634.0253328663142	1.388943	33.814888	0.47015225	0.295221	0.024645193	-0.0003577289	0.0479973734	-0.09936776130000001	0.0108091973	0.1354333522	0.0451142188	0.040769139100000004	-0.0867491132	0.0318879917	0.1644002774	-0.0861890589	0.0946405093	-0.0670419386	-0.0536103425	-0.011528817	0.0445010637	0.08185932509999999	0.0480326013	-0.0970938869	-0.0221379735	0.0779746635	0.076137303	0.0824148488	-0.05656647	0.0997221653	0.0928710666	0.0431345116	0.1674304545	0.0276177455	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0588113	0.0026319999999999955	0.0034587690076900005	6.927423999999975e-06	0.144295	0.1912807	0.020821047024999997	0.03658830619249	0.0114905	0.1890835	0.00013203159025	0.035752569972250015	-0.00187108	-0.0014914379999999999	2.2243873078439998e-06	3.5009403664e-06	-0.000534105	-0.000232828	2.85268151025e-07	5.420887758399999e-08	-0.0008751160000000001	1.8854999999999913e-05	7.658280134560001e-07	3.5551102499999686e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.9254566662316	-4.42340790582557	19.566537501320155	588174.6560827079	1249.7726885967634	-21.154335882056557	447.50592661086563	1561931.7731623824	822.2109928422493	-1.0295136763545545	676030.9167506372	1.05989840980107	921.2055002383067	655.7057251133647	1.509871	36.758957	0.25743615000000003	0.172583	-0.0672140202	-0.0040780604	-0.0467077263	0.035413738	-0.0206780941	0.0170832545	0.09931783289999999	-0.022373656699999998	-0.07221726349999999	0.0466040011	0.0990031552	0.0452950104	-0.051682904	0.05677542660000001	-0.054914996900000006	-0.019574249199999998	0.0658191971	0.0389992826	0.059772432	0.0835511473	-0.0035359717	-0.0193267594	-0.0128361159	0.0351210256	-0.033437317599999995	-0.0522415068	0.1511453166	0.0182626196	-0.0645734129	0.0548383682	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0412797	0.01753160000000001	0.0017040136320899994	0.0003073569985600003	-0.0105351	-0.15483010000000003	0.00011098833201	0.02397235986601	-0.0575002	-0.06899069999999999	0.0033062730000399995	0.004759716686489997	-0.00163024	0.00024084	5.800390559999999e-08	2.6576824576e-06	-0.000601097	-6.699199999999997e-05	3.61317603409e-07	4.4879280639999976e-09	-0.0008612729999999999	1.3843000000000257e-05	7.417911805289997e-07	1.91628649000007e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.3943564776323	2.4688998114006613	6.095466278734219	591967.67577963	1246.2457503532582	-3.5269382435051284	12.439293373499039	1553128.4702735557	820.9512080219941	-1.2597848202551631	673960.8859527715	1.5870577933453338	918.1655507642328	662.4928902836982	0.948817	23.099688	0.09548384999999998	0.0610621	-0.0488049204	0.017759462	-0.0078997428	0.0334265909	-0.053508405099999996	0.0169907165	0.044400867000000004	-0.0074289264	-0.0415317399	-0.0191377311	0.0709649769	0.056306162300000004	-0.0664980045	-0.0461562097	-0.0076940526	0.04259113269999999	-0.09149336820000001	-0.0171314124	-0.0717155303	-0.021925223599999998	0.0381581764	-0.0193864677	0.006469460400000001	0.0471276162	0.028710390699999998	-0.026338852200000002	0.0716307841	0.0224619035	-0.019888893	0.0461800504	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0385892	0.0026904999999999984	0.0014891263566399998	7.238790249999989e-06	0.038460900000000006	0.048996000000000005	0.0014792408288100006	0.002400608016000001	-0.046459	0.011041199999999994	0.002158438681	0.00012190809743999987	-0.00220611	-0.0005758699999999997	3.316262568999998e-07	4.8669213321e-06	-0.000534105	6.699199999999997e-05	2.85268151025e-07	4.4879280639999976e-09	-0.0008735339999999999	-1.2261000000000066e-05	7.630616491559998e-07	1.5033212100000157e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.0410217442043	-1.353334733428028	1.8315149007027116	589887.0110818811	1260.7386831466288	14.492932793370528	210.04510095315487	1589462.0271822957	820.3404032606584	-0.6108047613357712	672958.3772218596	0.3730824564704485	922.4618238093184	679.4509349068318	1.122399	27.325663	0.15521315	0.0967793	-0.0655511869	-0.0053342116	-0.052166392699999994	0.0350493469	0.041789253	-0.0449092501	-0.1268512782	-0.043401384400000007	0.0181331031	0.0191601888	-0.06507025400000001	-0.0452528566	-0.1012047385	-0.037990826	0.0333342179	0.0209435018	-0.0336347892	0.0946754707	-0.0375049274	0.0601827264	0.003562035	0.0294773329	-0.0319491805	0.007694973000000002	0.0393998052	0.028035753599999998	-0.057327561900000004	-0.085073364	-0.016419076299999998	0.0769715203	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0193075	0.019281700000000002	0.00037277955625	0.00037178395489	-0.0458425	-0.0843034	0.0021015348062500003	0.0071070632515600005	-0.06994880000000002	-0.02348980000000002	0.004892834621440002	0.0005517707040400009	-0.00166396	0.0005421499999999999	2.939266224999999e-07	2.7687628816e-06	-0.000534105	0.0	2.85268151025e-07	0.0	-0.0008529189999999999	2.0614999999999975e-05	7.274708205609998e-07	4.2497822499999914e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.4614340713637	-2.579587672840603	6.654272561871197	585931.2070505887	1247.1740061205658	-13.564677026063011	184.00046282140158	1555443.0015428208	819.8943056800514	-0.4460975806069882	672226.6724865736	0.19900305142340835	922.3025253154767	669.3337359488786	0.935482	22.775023	0.13786079999999998	0.08659369999999998	-0.0289454425	0.0119510024	-0.041262062099999997	0.0512034313	-0.0189735486	-0.0154220676	-0.0782426146	-0.030415246200000006	0.03369604	-0.0277224557	-0.0329080358	-0.10793979699999999	0.00672203	0.0036220139	-0.0178901995	2.023e-07	0.0397367325	-0.1302109976	-0.0148992668	-0.0157977176	0.034280875	0.0232411602	-0.0255749009	0.0187814084	0.0398186021	-0.017127616499999998	-0.052118049900000005	-0.0670435129	0.0428249197	0.0249525219	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0244376	-0.005130099999999999	0.0005971962937599999	2.6317926009999985e-05	0.0318436	0.07768610000000001	0.00101401486096	0.006035130133210001	-0.0304241	0.03952470000000002	0.00092562586081	0.0015622019100900019	-0.00148783	0.00017612999999999982	3.1021776899999935e-08	2.2136381089000005e-06	-0.000403945	0.00013016	1.63171563025e-07	1.6941625599999997e-08	-0.000857027	-4.108000000000063e-06	7.34495278729e-07	1.687566400000052e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.7679795764326	-3.693454494931075	13.641606106126561	580290.4547079602	1240.9754496111188	-6.1985565094469175	38.42210280080674	1540020.0665375185	817.8827395081216	-2.0115661719297577	668932.17558531	4.04639846405214	919.0050040339377	634.6234211264954	1.04876	25.532864	0.07717334	0.0406547	-0.014937825	-0.0152518299	-0.037102743	0.052206795199999996	-0.049313021799999995	-0.013568876799999999	-0.0740620899	-0.032352514900000004	0.0694159746	-0.0846720564	-0.0625019399	0.074172823	0.002495728	-0.060754542599999996	0.0753816511	0.0544415681	0.044873730099999995	-0.1537435573	-0.052397971200000004	-0.0437367217	-0.001266822	-0.0467939701	-0.0109560734	0.0248599268	0.0732781676	0.0056168218	-0.0926365975	0.010247163299999999	-0.0221564037	-0.0179695894	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0244042	3.3399999999995926e-05	0.00059556497764	1.1155599999997285e-09	0.00302151	-0.02882209	9.1295226801e-06	0.0008307128719681001	-0.047226300000000006	-0.01680220000000001	0.0022303234116900004	0.00028231392484000023	-0.00139826	8.95700000000002e-05	8.022784900000034e-09	1.9551310276e-06	-0.000534105	-0.00013016	2.85268151025e-07	1.6941625599999997e-08	-0.000446444	0.000410583	1.99312245136e-07	1.6857839988900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.0530191469728	0.2850395705402207	0.08124755677375342	580724.8039910165	1242.7747952564755	1.7993456453566523	3.2376447514639475	1544489.1917247747	819.1418677507768	1.2591282426551516	670993.399502231	1.5854039314518502	919.9856528186597	652.4775997902111	0.932445	22.701088	0.13640823000000002	0.0704803	-0.0363431174	0.0066304581	-0.053295300700000006	0.041855106499999996	-0.022311686299999998	-0.024762675499999998	-0.084206319	-0.029716475899999997	0.0586634612	-0.028899715099999997	-0.0743589652	-0.0892510401	0.0035041671999999995	0.0023454776999999997	0.031953786	-0.0252766916	-0.026209877000000003	-0.016723196399999998	0.0466509136	0.0800555044	0.016910162	0.0044883723	-0.0211321935	0.0073079732	0.049164224000000006	0.0053467548	-0.0808379138	-0.08405679199999999	0.0038920089	-0.0703352714	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.016202399999999995	0.008201800000000006	0.0002625177657599998	6.72695232400001e-05	0.026322700000000004	0.02330119000000001	0.0006928845352900003	0.0005429454554161003	-0.00662841	0.040597890000000005	4.39358191281e-05	0.0016481886724521006	-0.00213263	-0.00073437	5.392992969000001e-07	4.5481107169e-06	-0.000396076	0.00013802900000000002	1.5687619777599998e-07	1.9052004841000003e-08	-0.0008601919999999999	-0.0004137479999999999	7.399302768639999e-07	1.7118740750399988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
