global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
779.3401385371544	n/a	n/a	607371.051535111	1308.2379424186506	n/a	n/a	1711486.5139837847	810.3196251188604	n/a	656617.8948527704	n/a	928.6339975338237	679.8251370960737	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.95588e-08	n/a	3.8254665743999996e-16	n/a	3.44605e-09	n/a	1.18752606025e-17	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	-0.00017029	n/a	2.89986841e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.9768479681641	-10.363290568990353	107.39779141732436	591325.3927110529	1275.1004258657847	-33.13751655286592	1098.0950032914627	1625881.0960431057	811.0885848189055	0.7689597000451158	657864.6924235348	0.5912990202934745	919.9226634157616	641.2075707312016	1.4195	37.235893	0.11517927130485	0.06789049999999999	-0.0105479831	-0.0452590966	-0.11742485050000001	0.18083359219999998	0.0952289525	-0.0155477652	-0.0223778808	0.0674482808	-0.0402746171	0.0490685628	-0.0353284077	0.0370578555	0.029804646	-0.0170475727	0.0278919914	-0.1346284119	0.12163381039999999	-0.054227772	0.0282503761	-0.0555260867	-0.0604387262	-0.0737068569	0.0223638315	-0.0054257665	0.0083172513	-0.0183849338	0.0444041162	0.1128608806	0.1128439341	0.1128156919	0.0	0.007254039999999998	0.007254059558799999	5.262109632159997e-05	5.262138008261762e-05	-2.58083e-05	-2.581174605e-05	6.660683488899999e-10	6.662462341496903e-10	0.030549400000000008	0.030549400000000008	0.0009332658403600004	0.0009332658403600004	0.000497395	0.000497395	2.47401786025e-07	2.47401786025e-07	-9.53355e-23	-9.53355e-23	9.088857560250001e-45	9.088857560250001e-45	0.0008793149999999997	0.0010496049999999997	7.731948692249994e-07	1.1016706560249994e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.289869952425	0.31302198426089944	0.09798276263063077	591806.9040114189	1254.5548328908321	-20.545592974952573	422.12139069242033	1573907.8287297438	810.8717721558994	-0.2168126630060669	657513.0308792489	0.047007730839782345	915.1495579863443	654.1261124568168	0.8241870000000001	21.619833	0.2459505183	0.121437	0.013030280200000001	-0.0474364225	-0.0374684672	0.0815899466	-0.0065226560999999995	0.008223125	-0.0247007217	0.055201914000000005	-0.0342123119	0.0018151695000000001	0.015565663899999999	-0.0193152722	-0.0470328031	-0.0803444859	0.0001288759	0.09917760619999999	0.0183181766	-0.1179208481	0.1024953092	-0.0282095589	0.0035438033	-0.0420923507	0.04621802	-0.052960972800000006	0.0656690079	0.0604095177	0.06873756190000001	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0269723	0.01971826	0.0007275049672900001	0.0003888097774276001	0.0931019	0.0931277083	0.008667963783609997	0.008672770053209886	0.0736503	0.043100900000000004	0.005424366690090001	0.00185768758081	-0.000230396	-0.0007277910000000001	5.296797396810001e-07	5.308231681599999e-08	0.0008670569999999999	0.0008670569999999999	7.517878412489997e-07	7.517878412489997e-07	0.00067409	-0.00020522499999999964	4.543973281e-07	4.211730062499985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.3892689965096	-0.9006009559153654	0.8110820817956699	590422.0687089904	1249.5532652293534	-5.0015676614787035	25.01567907234954	1561383.362645339	811.8489559891661	0.9771838332667356	659098.7273406989	0.9548882439978716	917.9012190430376	659.5092946670072	0.733789	19.248537	0.14557764999999998	0.08081669999999999	0.0052677638	-0.048871746699999996	-0.0610398443	0.0247203668	-0.0106047395	-0.012481786100000001	-0.0267789344	0.0683113058	-0.0220279775	-0.056297517699999994	0.0573458015	0.1026906918	-0.0086512614	-0.0957836038	0.0097512585	-0.0363312856	-0.0981125217	-0.026483188300000002	0.03144224	-0.052857966500000006	-0.043371805599999994	-0.0382669425	0.0550045111	0.0405760875	0.0275806127	0.0865078013	-0.0818975326	0.1127253327	0.1123020954	0.1115978766	0.0	0.055277699999999985	0.028305399999999988	0.0030556241172899987	0.0008011956691599995	0.023349400000000003	-0.06975249999999998	0.0005451944803600001	0.004865411256249997	0.0751533	0.0015030000000000045	0.005648018500890001	2.259009000000013e-06	0.000240329	0.000470725	2.2158202562499995e-07	5.775802824100001e-08	0.000537259	-0.00032979799999999985	2.88647233081e-07	1.087667208039999e-07	0.0007939019999999998	0.00011981199999999973	6.302803856039996e-07	1.4354915343999937e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.0776923877537	-1.3115766087558995	1.720233200635626	588408.1861589213	1252.9877996194866	3.4345343901331944	11.796026477007597	1569978.4259952828	811.5961669291737	-0.2527890599924376	658688.3381741272	0.06390230885186023	918.2467627320848	655.366021902136	0.6651560000000001	17.448164000000002	0.12838254999999998	0.08377949999999999	0.0118991867	-0.0311026659	-0.0313616111	0.06605540389999999	-0.036265875499999996	-0.0028725498999999997	-0.024619789399999998	0.0500720529	-0.017944727	-0.1208803848	0.0801003563	0.0425675579	-0.006067803199999999	0.0341768641	-0.0787681839	-0.0588515307	-0.1215104041	0.0647010865	-0.013875838400000002	-0.03619442	-0.0240662078	-0.0374119762	0.1141460817	0.029833725800000002	0.0312604168	-0.0194295236	-0.0764624689	0.1125898391	0.1117611244	0.1103844485	0.0	0.0538753	-0.0014023999999999912	0.0029025479500900003	1.966725759999975e-06	0.100049	0.07669959999999999	0.010009802401	0.005882828640159999	0.103317	0.0281637	0.010674402489	0.0007931939976900001	-2.1594e-05	-0.000261923	6.860365792899999e-08	4.663008360000001e-10	0.00061653	7.927100000000001e-05	3.801092409e-07	6.2838914410000015e-09	0.0006927589999999999	-0.00010114299999999984	4.799150320809999e-07	1.0229906448999967e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.0690602439366	-4.008632143817067	16.069131664443415	582274.3907015646	1253.1582632649934	0.17046364550674298	0.02905785443944853	1570405.6327893343	809.75564499634	-1.840521932833667	655704.2046034386	3.3875209852417787	916.759533867675	644.338068185922	0.744297	19.524183	0.12946375	0.07890379999999997	-0.0021150648	-0.023841700299999997	-0.043828832699999994	0.1006528321	-0.0847143683	-0.0250828834	-0.0321273797	0.015099615700000001	-0.10402481429999999	-0.1623041848	0.066810267	-0.0063154388	0.011414612	-0.0490143172	-0.0628611317	-0.1004732089	-0.0103114248	-0.06692331530000001	0.1393076026	-0.0452235629	-0.050078679400000006	-0.015059345600000001	0.1399962337	-0.1148194689	0.0250353642	-0.0061274482	-0.0766460926	0.11240926539999999	0.111041178	0.1087733526	0.0	0.0641265	0.010251200000000002	0.0041122080022500005	0.00010508710144000004	0.0255614	-0.07448760000000001	0.0006533851699600001	0.0055484025537600005	0.0945133	-0.008803699999999998	0.008932763876890001	7.750513368999996e-05	0.00028466900000000004	0.00030626300000000003	9.3797025169e-08	8.103643956100002e-08	0.00034134300000000003	-0.00027518700000000003	1.1651504364900002e-07	7.572788496899999e-08	0.0008297339999999999	0.000136975	6.88458510756e-07	1.8762150625000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.2123607140455	0.14330047010889754	0.020535024733431047	582493.1075467063	1241.1397547452184	-12.018508519774967	144.4445470399035	1540427.890809021	809.6901813137599	-0.06546368258011626	655598.1897159094	0.0042854937369502175	913.2445558078424	651.7721263534006	0.775057	20.331072	0.26445985000000005	0.159773	0.0061277212	-0.0210154628	0.0234095335	0.0231272342	-0.0747859349	-0.0004769442	-0.010062689100000001	-0.008961340699999999	-0.0145038589	-0.1178803422	-0.0039127224	0.0259243869	0.0237013366	0.0437370042	-0.0184814268	0.014293645800000001	-0.0720455846	0.0726237869	0.0601292518	-0.0065004185	0.0055901013	0.0017051507000000001	0.0825028909	-0.0332213854	-0.040623720099999996	0.0227892751	-0.0225305559	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.0505206	-0.013605900000000004	0.0025523310243600003	0.00018512051481000007	0.159393	0.1338316	0.025406128449000004	0.017910897158559997	0.155098	0.06058470000000001	0.024055389604000003	0.0036705058740900006	-0.000657041	-0.00094171	8.868177241000002e-07	4.31702875681e-07	0.00034134300000000003	0.0	1.1651504364900002e-07	0.0	0.000642691	-0.0001870429999999999	4.130517214810001e-07	3.4985083848999965e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.1297788154179	-2.082581898627609	4.3371473644913765	579318.540199607	1237.5883603378645	-3.5513944073538823	12.612402236584431	1531624.949643764	808.2417734796463	-1.4484078341135955	653254.764397524	2.097885253921637	911.3348250123164	624.5533433256343	0.904574	23.728523000000006	0.23863585000000004	0.139677	-0.016067863300000002	-0.0208692899	-0.0106954043	-0.04242112	-0.013397600400000001	0.008667577099999999	-0.0132881876	-0.0331531452	-0.0603647508	0.013132216200000001	-0.04323564	-0.0810829124	-0.0505384684	0.051577089000000007	-0.031375933599999996	-0.0384433734	0.0441173575	0.00027095200000000003	-0.021127933199999997	-0.011092604499999999	-0.0198883629	0.0147362842	-0.0510573859	-0.044708846399999995	-0.0250564677	-0.0727079972	0.009744543199999999	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.058866	0.008345399999999996	0.0034652059559999995	6.964570115999994e-05	0.034319	-0.12507400000000002	0.0011777937609999999	0.015643505476000002	0.12450000000000006	-0.030597999999999962	0.015500250000000012	0.0009362376039999976	0.000186327	0.000843368	7.112695834240002e-07	3.4717750929000015e-08	0.000843853	0.00050251	7.12087885609e-07	2.525163001e-07	0.0007891819999999999	0.0001464909999999999	6.228082291239999e-07	2.1459613080999968e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764.1652284201054	3.0354496046875283	9.213954302597672	583948.4963263519	1241.0261807741758	3.4378204363113127	11.818609352319706	1540145.9813669373	808.8619607582011	0.6201872785547948	654257.6715616017	0.3846322604812027	911.5306685674036	643.293536967324	0.810353	21.256929	0.16681859999999998	0.110106	0.007396646800000002	-0.025546630499999997	0.026848338700000002	0.007821264599999999	-0.023834435600000002	0.0400832616	0.006359715300000001	-0.0145044101	-0.0158358898	0.053137916900000005	-0.051765430099999996	-0.1294783175	-0.013530383600000001	-0.0072663947	-0.0095860024	0.0684342022	0.0191714137	-0.0461946515	0.033505327599999996	0.016413966699999998	0.0183651942	0.0014490716000000001	-0.0088260546	-0.0654610796	-0.001440731	-0.0401302562	0.1016618869	0.1115978766	0.1078204375	0.1016191316	0.0	0.0689556	0.010089600000000013	0.004754874771360001	0.00010180002816000022	0.138516	0.104197	0.019186682256	0.010857014809	0.142261	0.017760999999999943	0.020238192121	0.000315453120999998	-0.000395997	-0.0005823240000000001	3.3910124097599986e-07	1.56813624009e-07	0.00089302	4.916700000000002e-05	7.974847204e-07	2.4173938890000026e-09	0.000725253	-6.39289999999999e-05	5.259919140090001e-07	4.086917040999987e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.313539135895	-0.8516892842104653	0.7253746368389348	582647.5590281654	1238.618741192693	-2.4074395814827767	5.795765338489968	1534176.3860337716	811.0423021861775	2.1803414279763733	657789.6159354547	4.753888742550049	912.7137291417288	625.5421429249076	0.8844860000000001	23.201569	0.16782445	0.117412	-0.0186092414	-0.0202060606	-0.0245602393	-0.0723349769	0.029802459500000007	0.0003950421	-0.0062748365	0.04389649650000002	0.0157725822	0.0215796692	0.0264296594	0.0179895349	-0.02464975	-0.10373004570000001	0.058298168899999996	0.0630862907	-0.0039021415	0.062429644900000004	-0.0541474382	-0.008584756899999999	-0.009900216600000001	-0.0249446067	-0.0577507837	0.0574941893	-0.0015699706	0.079088379	-0.0489653788	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.0639183	-0.005037300000000008	0.00408554907489	2.5374391290000084e-05	0.02519	-0.113326	0.0006345361	0.012842782276000001	0.137494	-0.0047669999999999935	0.018904600036	2.2724288999999937e-05	0.000272572	0.0006685689999999999	4.4698450776099996e-07	7.4295495184e-08	0.00075276	-0.00014026000000000002	5.666476176e-07	1.9672867600000004e-08	0.000640199	-8.505399999999999e-05	4.0985475960100004e-07	7.234182915999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
