trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14
0.0545608,-0.0533616,-0.246274,0.00200253,-0.000526157,0,0,0,0,0,0,0,0.0029768809,0.0028474604,0.060650883,4.0101264e-06,2.7684119e-07,0,0,0,0,0,0,0,-0.13092528,-0.010296924,-0.028961945,-0.04564552,-0.1032983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0617992,-0.0695348,-0.241857,0.00198005,-0.000731837,0.000161471,0.0072384,-0.0161732,0.004417,-2.248e-05,-0.00020568,0.000161471,0.0038191411,0.0048350884,0.058494808,3.920598e-06,5.3558539e-07,2.6072884e-08,5.2394435e-05,0.0002615724,1.9509889e-05,5.053504e-10,4.2304262e-08,2.6072884e-08,-0.062718595,-0.0008820537,-0.022613154,-0.037734107,-0.081362648,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0
0.056138,0.0470388,-0.148329,0.0024789,-0.000520059,0.000435646,-0.0056612,0.1165736,0.093528,0.00049885,0.000211778,0.000274175,0.003151475,0.0022126487,0.022001492,6.1449452e-06,2.7046136e-07,1.8978744e-07,3.2049185e-05,0.013589404,0.0087474868,2.4885132e-07,4.4849921e-08,7.5171931e-08,-0.056568025,-0.02663193,-0.044526391,-0.067539742,-0.054559884,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0
0.0802687,0.0419898,0.0710522,0.00158994,0.000685051,0.00077312,0.0241307,-0.005049,0.2193812,-0.00088896,0.00120511,0.000337474,0.0064430642,0.0017631433,0.0050484151,2.5279092e-06,4.6929487e-07,5.9771453e-07,0.00058229068,2.5492401e-05,0.048128111,7.9024988e-07,1.4522901e-06,1.138887e-07,-0.022016285,0.026764296,-0.076998182,-0.058128196,-0.0074572269,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0
0.0510278,-0.10873,-0.0298898,0.00246576,0.000121015,0.000376806,-0.0292409,-0.1507198,-0.100942,0.00087582,-0.000564036,-0.000396314,0.0026038364,0.011822213,0.00089340014,6.0799724e-06,1.464463e-08,1.4198276e-07,0.00085503023,0.022716458,0.010189287,7.6706067e-07,3.1813661e-07,1.5706479e-07,0.01479586,0.011608441,-0.0029702009,-0.0089411997,0.0069839536,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0
0.0510185,-0.0562591,-0.0298656,0.001987,-7.49098e-05,0.000376806,-9.3e-06,0.0524709,2.42e-05,-0.00047876,-0.0001959248,0,0.0026028873,0.0031650863,0.00089195406,3.948169e-06,5.6114781e-09,1.4198276e-07,8.649e-11,0.0027531953,5.8564e-10,2.2921114e-07,3.8386527e-08,0,0.003640161,0.015174239,-0.019992997,0.010534361,0.038022456,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0
0.0289409,-0.02754,-0.0690494,0.00210849,-0.000289389,-3.53504e-05,-0.0220776,0.0287191,-0.0391838,0.00012149,-0.0002144792,-0.0004121564,0.00083757569,0.0007584516,0.0047678196,4.4457301e-06,8.3745993e-08,1.2496508e-09,0.00048742042,0.0008247867,0.0015353702,1.475982e-08,4.6001327e-08,1.698729e-07,0.017086969,0.010091956,0.0076056967,0.057049654,0.042019749,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0
0.00960508,0.0114394,-0.0852584,0.000771271,-0.00037875,-3.53504e-05,-0.01933582,0.0389794,-0.016209,-0.001337219,-8.9361e-05,0,9.2257562e-05,0.00013085987,0.0072689948,5.9485896e-07,1.4345156e-07,1.2496508e-09,0.00037387394,0.0015193936,0.00026273168,1.7881547e-06,7.9853883e-09,0,0.031314477,-0.032823203,0.034027867,0.0050114434,-0.014914309,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0
0.0294583,0.0459027,0.00387791,-5.1264e-05,-0.000700197,0.000192728,0.01985322,0.0344633,0.08913631,-0.000822535,-0.000321447,0.0002280784,0.00086779144,0.0021070579,1.5038186e-05,2.6279977e-09,4.9027584e-07,3.7144082e-08,0.00039415034,0.001187719,0.0079452818,6.7656383e-07,1.0332817e-07,5.2019757e-08,0.075700315,0.0037331883,0.0017367498,-0.049531185,-0.016991858,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0
0.0120906,-0.0317909,-0.0875156,0.00146005,-0.000752506,-3.53504e-05,-0.0173677,-0.0776936,-0.09139351,0.001511314,-5.2309e-05,-0.0002280784,0.00014618261,0.0010106613,0.0076589802,2.131746e-06,5.6626528e-07,1.2496508e-09,0.000301637,0.0060362955,0.0083527737,2.28407e-06,2.7362315e-09,5.2019757e-08,0.087348679,0.0076483528,0.05806762,0.0044631346,0.013253645,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0
0.0095747,-0.0390642,-0.106087,0.00114566,-0.000700197,-3.53504e-05,-0.0025159,-0.0072733,-0.0185714,-0.00031439,5.2309e-05,0,9.167488e-05,0.0015260117,0.011254452,1.3125368e-06,4.9027584e-07,1.2496508e-09,6.3297528e-06,5.2900893e-05,0.0003448969,9.8841072e-08,2.7362315e-09,0,0.048245477,-0.0036143122,0.052865253,0.026211818,-6.30636e-05,108.76135,7.6903848,0.3363319,30.376245,-15.006936,-0.97995338,59.877961,20.905128,1.8664935,57.933023,-21.960542,-2.4948258,65.638584,20.722606,3.0341856
0.0304133,0.0296745,-0.0923327,0.00107499,-0.000571465,5.85222e-05,0.0208386,0.0687387,0.0137543,-7.067e-05,0.000128732,9.38726e-05,0.00092496882,0.00088057595,0.0085253275,1.1556035e-06,3.2657225e-07,3.4248479e-09,0.00043424725,0.0047250089,0.00018918077,4.9942489e-09,1.6571928e-08,8.812065e-09,0.0218264,0.01132666,0.019363358,0.017347948,0.0036633367,80.959628,27.619502,7.6903848,60.421968,-30.544549,-15.006936,36.666862,22.101022,20.905128,63.803235,-6.971502,-21.960542,69.627005,-2.9535262,20.722606
0.049432,-0.0238628,-0.0382546,-3.86225e-05,-0.000114297,-3.53504e-05,0.0190187,-0.0535373,0.0540781,-0.0011136125,0.000457168,-9.38726e-05,0.0024435226,0.00056943322,0.0014634144,1.4916975e-09,1.3063804e-08,1.2496508e-09,0.00036171095,0.0028662425,0.0029244409,1.2401328e-06,2.0900258e-07,8.812065e-09,-0.017383055,0.0043178712,-0.038096084,0.036955497,0.045134704,40.928501,40.025651,27.619502,70.238375,-9.8338796,-30.544549,48.885453,-12.263298,22.101022,43.127014,20.620719,-6.971502,76.255341,-6.6208587,-2.9535262
0.0529908,0.0499271,-0.0382315,-0.000394936,-0.000114297,-3.53504e-05,0.0035588,0.0737899,2.31e-05,-0.0003563135,0,0,0.0028080249,0.0024927153,0.0014616476,1.5597444e-07,1.3063804e-08,1.2496508e-09,1.2665057e-05,0.0054449493,5.3361e-10,1.2695931e-07,0,0,0.0040886215,0.023381787,-0.011868876,-0.016467722,0.0072741699,7.7825467,33.145954,40.025651,43.535548,26.702826,-9.8338796,61.838707,-12.953254,-12.263298,52.332599,-9.2055843,20.620719,57.452607,18.802733,-6.6208587
0.0441689,-0.0386884,-0.0516963,0.000412735,-0.000312493,-3.53504e-05,-0.0088219,-0.0886155,-0.0134648,0.000807671,-0.000198196,0,0.0019508917,0.0014967923,0.0026725074,1.7035018e-07,9.7651875e-08,1.2496508e-09,7.782592e-05,0.0078527068,0.00018130084,6.5233244e-07,3.9281654e-08,0,-0.0029624928,0.010170058,-0.016121552,0.023314463,0.041573842,-6.9778604,14.760407,33.145954,9.2926121,34.242936,26.702826,35.76762,26.071087,-12.953254,59.343279,-7.0106809,-9.2055843,69.107106,-11.654499,18.802733
0.0522855,0.15505,0.0864257,-0.00043409,-0.000114297,0.00064922,0.0081166,0.1937384,0.138122,-0.000846825,0.000198196,0.0006845704,0.0027337735,0.024040502,0.0074694016,1.8843413e-07,1.3063804e-08,4.2148661e-07,6.5879196e-05,0.037534568,0.019077687,7.1711258e-07,3.9281654e-08,4.6863663e-07,0.0009409914,0.034033581,-0.056302665,0.0048832551,0.074864555,-7.2372391,0.25937865,14.760407,-5.3904359,14.683048,34.242936,4.3240022,31.443618,26.071087,28.924291,30.418988,-7.0106809,63.44184,5.6652664,-11.654499
0.0479654,-0.0301559,0.0292763,1.13451e-05,-0.000114297,0.000367386,-0.0043201,-0.1852059,-0.0571494,0.0004454351,0,-0.000281834,0.0023006796,0.0009093783,0.00085710174,1.2871129e-10,1.3063804e-08,1.3497247e-07,1.8663264e-05,0.034301225,0.0032660539,1.9841243e-07,0,7.9430404e-08,0.011457365,0.05492,-0.041495161,0.041804497,0.098188277,-3.5165271,-3.720712,0.25937865,-5.3917047,0.001268743,14.683048,-5.864559,10.188561,31.443618,4.2274712,24.69682,30.418988,31.694197,31.747643,5.6652664
0.0249543,-0.0729844,-0.0278362,0.0004468,-0.000114297,-0.000120249,-0.0230111,-0.0428285,-0.0571125,0.0004354549,0,-0.000487635,0.00062271709,0.0053267226,0.00077485403,1.9963024e-07,1.3063804e-08,1.4459822e-08,0.00052951072,0.0018342804,0.0032618377,1.8962097e-07,0,2.3778789e-07,-0.022265025,0.034478906,-0.0392703,0.058762278,0.10290753,-1.0602419,-2.4562852,-3.720712,-2.2882157,-3.103489,0.001268743,-4.0480049,-1.8165541,10.188561,-2.1326453,6.3601165,24.69682,8.8451177,22.849079,31.747643
-0.010668,-0.00603897,-0.129486,0.000408363,-0.000645582,-0.000199508,-0.0356223,0.06694543,-0.1016498,-3.8437e-05,-0.000531285,-7.9259e-05,0.00011380622,3.6469159e-05,0.016766624,1.6676034e-07,4.1677612e-07,3.9803442e-08,0.0012689483,0.0044816906,0.010332682,1.477403e-09,2.8226375e-07,6.2819891e-09,-0.039154947,-0.0008065858,-0.014489168,0.046905234,0.037154469,0.14863389,-0.8725439,-2.4562852,-1.4962531,-1.771916,-3.103489,0.71170926,-2.8932206,-1.8165541,-3.651617,-0.97585403,6.3601165,4.0765574,7.8027459,22.849079
0.0203014,0.0976827,0.0252471,-3.55843e-05,0.000481178,-0.000120249,0.0309694,0.10372167,0.1547331,-0.0004439473,0.00112676,7.9259e-05,0.00041214684,0.0095419099,0.00063741606,1.2662424e-09,2.3153227e-07,1.4459822e-08,0.00095910374,0.010758185,0.023942332,1.9708921e-07,1.2695881e-06,6.2819891e-09,-0.066109353,0.023929796,-0.073592401,-0.081917579,-0.036111422,8.021241,-0.18222231,-0.8725439,-16.004363,-0.49882636,-1.771916,22.726914,-1.1100766,-2.8932206,-24.510869,-1.1012903,-0.97585403,23.764269,1.0348944,7.8027459
-0.00588533,-0.0143426,0.0060767,4.36168e-05,7.21569e-05,-4.39247e-05,-0.02618673,-0.1120253,-0.0191704,7.92011e-05,-0.0004090211,7.63243e-05,3.4637109e-05,0.00020571017,3.6926283e-05,1.9024252e-09,5.2066182e-09,1.9293793e-09,0.00068574483,0.012549668,0.00036750424,6.2728142e-09,1.6729826e-07,5.8253988e-09,-0.013729074,0.011122323,-0.033745876,-0.051595735,-0.029007035,35.646218,-0.0054756973,-0.18222231,-46.531439,-0.017473317,-0.49882636,44.872643,-0.044707646,-1.1100766,-31.42687,-0.055500918,-1.1012903,20.803266,0.0074774136,1.0348944
-0.0106741,-0.070784,-0.0173734,0.000199012,-0.000241829,-0.000120249,-0.00478877,-0.0564414,-0.0234501,0.0001553952,-0.0003139859,-7.63243e-05,0.00011393641,0.0050103747,0.00030183503,3.9605776e-08,5.8481265e-08,1.4459822e-08,2.2932318e-05,0.0031856316,0.00054990719,2.4147668e-08,9.8587145e-08,5.8253988e-09,-0.017288206,-0.0021748817,-0.045443792,-0.03560901,-0.024631602,75.67187,0,-0.0054756973,-56.365318,0,-0.017473317,32.609345,0,-0.044707646,-10.80615,0,-0.055500918,14.182407,0,0.0074774136
-0.0106703,-0.0182024,-0.00712353,0.000278026,-5.45556e-05,-0.000120249,3.8e-06,0.0525816,0.01024987,7.9014e-05,0.0001872734,0,0.0001138553,0.00033132737,5.074468e-05,7.7298457e-08,2.9763135e-09,1.4459822e-08,1.444e-11,0.0027648247,0.00010505984,6.2432122e-09,3.5071326e-08,0,0.0030129963,-0.011882312,-0.0024237569,0.022658971,0.032667063,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0
-0.00607415,0.0589715,-0.00707408,-3.92008e-05,-5.45556e-05,2.95292e-05,0.00459615,0.0771739,4.945e-05,-0.0003172268,0,0.0001497782,3.6895298e-05,0.0034776378,5.0042608e-05,1.5367027e-09,2.9763135e-09,8.7197365e-10,2.1124595e-05,0.0059558108,2.4453025e-09,1.0063284e-07,0,2.2433509e-08,0.037082778,-0.029640486,0.029982928,-0.015604958,-0.014316822,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0
0.00173831,-0.0176875,-0.0183145,-3.78298e-05,-5.45556e-05,6.01466e-06,0.00781246,-0.076659,-0.01124042,1.371e-06,0,-2.351454e-05,3.0217217e-06,0.00031284766,0.00033542091,1.4310938e-09,2.9763135e-09,3.6176135e-11,6.1034531e-05,0.0058766023,0.00012634704,1.879641e-12,0,5.5293359e-10,0.061397784,-0.0011387,0.034099874,0.051469913,0.058097805,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0
0.00755415,0.0112162,-0.00705432,7.72228e-05,-5.45556e-05,6.01466e-06,0.00581584,0.0289037,0.01126018,0.0001150526,0,0,5.7065182e-05,0.00012580314,4.9763431e-05,5.9633608e-09,2.9763135e-09,3.6176135e-11,3.3823995e-05,0.00083542387,0.00012679165,1.3237101e-08,0,0,0.047142277,-0.01462553,0.045979666,0.02205321,0.0069194494,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0
0.0194448,0.0407261,-0.0321729,2.41728e-05,-5.45556e-05,6.01466e-06,0.01189065,0.0295099,-0.02511858,-5.305e-05,0,0,0.00037810025,0.0016586152,0.0010350955,5.8432426e-10,2.9763135e-09,3.6176135e-11,0.00014138756,0.0008708342,0.00063094306,2.8143025e-09,0,0,0.056706807,-0.015298127,0.049711027,0.04588022,0.033705481,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0
0.0320832,0.00175089,-0.0490872,0.000205289,-8.1932e-05,6.01466e-06,0.0126384,-0.03897521,-0.0169143,0.0001811162,-2.73764e-05,0,0.0010293317,3.0656158e-06,0.0024095532,4.2143574e-08,6.7128526e-09,3.6176135e-11,0.00015972915,0.001519067,0.00028609354,3.2803078e-08,7.4946728e-10,0,0.029957715,-0.012553922,0.062471151,0.01604156,-0.040736455,108.76135,8.0267167,0,30.376245,-15.986889,0,59.877961,22.771621,0,57.933023,-24.455368,0,65.638584,23.756792,0
0.0241129,0.00175485,-0.0525065,0.000205289,-0.00015449,-0.000103657,-0.0079703,3.96e-06,-0.0034193,0,-7.2558e-05,-0.00010967166,0.00058143195,3.0794985e-06,0.0027569325,4.2143574e-08,2.386716e-08,1.0744774e-08,6.3525682e-05,1.56816e-11,1.1691612e-05,0,5.2646634e-09,1.2027873e-08,0.017657025,-0.017673361,0.031228191,0.036465035,0.0020730238,80.959628,35.646218,0,60.421968,-46.531439,0,36.666862,44.872643,0,63.803235,-31.42687,0,69.627005,20.803266,0
0.0463624,0.0185965,-0.0697908,0.000907512,-0.000180447,-0.000109562,0.0222495,0.01684165,-0.0172843,0.000702223,-2.5957e-05,-5.905e-06,0.0021494721,0.00034582981,0.0048707558,8.2357803e-07,3.256112e-08,1.2003832e-08,0.00049504025,0.00028364117,0.00029874703,4.9311714e-07,6.7376585e-10,3.4869025e-11,-0.028156144,0.0045091047,0.02547508,-0.0011219775,-0.011502356,40.928501,75.335538,0.3363319,70.238375,-55.385365,-0.97995338,48.885453,30.742851,1.8664935,43.127014,-8.3113246,-2.4948258,76.255341,11.148221,3.0341856
0.0407552,-0.0170602,-0.0346764,0.000205289,3.79132e-05,6.01466e-06,-0.0056072,-0.0356567,0.0351144,-0.000702223,0.0002183602,0.00011557666,0.0016609863,0.00029105042,0.0012024527,4.2143574e-08,1.4374107e-09,3.6176135e-11,3.1440692e-05,0.0012714003,0.0012330211,4.9311714e-07,4.7681177e-08,1.3357964e-08,-0.032955249,-0.0093965779,0.016140932,-0.029472433,-0.051888578,7.7825467,100.79111,7.6903848,43.535548,-13.675603,-15.006936,61.838707,-3.1155306,20.905128,52.332599,4.4436331,-21.960542,57.452607,9.2283483,20.722606
0.0491868,0.047716,-0.0457366,-0.000563527,-0.000254521,6.01466e-06,0.0084316,0.0647762,-0.0110602,-0.000768816,-0.0002924342,0,0.0024193413,0.0022768167,0.0020918366,3.1756268e-07,6.4780939e-08,3.6176135e-11,7.1091879e-05,0.0041959561,0.00012232802,5.9107804e-07,8.5517761e-08,0,-0.016740515,-0.033982208,0.042234718,-0.015537423,-0.054574706,-6.9778604,87.932012,27.619502,9.2926121,51.111883,-30.544549,35.76762,0.85453444,22.101022,59.343279,4.4044542,-6.971502,69.107106,0.52737567,-2.9535262
0.0457967,-0.0312841,-0.0411446,0.000266794,3.79132e-05,6.01466e-06,-0.0033901,-0.0790001,0.004592,0.000830321,0.0002924342,0,0.0020973377,0.00097869491,0.0016928781,7.1179038e-08,1.4374107e-09,3.6176135e-11,1.1492778e-05,0.0062410158,2.1086464e-05,6.8943296e-07,8.5517761e-08,0,0.024564651,0.0004490579,0.044841841,0.051985116,0.013668293,-7.2372391,48.16574,40.025651,-5.3904359,75.628811,-9.8338796,4.3240022,44.561451,-12.263298,28.924291,14.202723,20.620719,63.44184,12.813501,-6.6208587
