global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
743.0350004671704	n/a	552101.0119192479	n/a	1044.0764934028298	n/a	1090095.7240763493	n/a	733.7897950306619	n/a	n/a	538447.463291141	764.2396773361693	727.2279311042456	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0
735.9545406310591	-7.080459836111345	541629.0858754732	50.132911490785894	1010.0065308862793	-34.069962516550504	1020113.1924329365	1160.7623458791566	731.4818901624773	-2.3079048681846643	5.326424880590473	535065.7556356705	761.3614297547654	705.0532902528843	1.800701	29.20492	0.14351215050000002	0.08335009999999997	-0.023505891299999998	0.0330760044	-0.061300704500000004	-0.0528469917	-0.2931505665	0.0543703563	-0.0386042583	-0.0508918698	0.3316648253	-0.41995319259999997	-0.036260959599999996	0.2034459531	-0.0902998814	0.0101616177	-0.0903463293	0.021577337400000004	-0.0585538672	0.0186344625	-0.235442662	0.3412034839	-0.1742843202	0.026760994500000003	-0.1189675957	0.1686847562	0.0017920293	-0.12946819539999999	0.0124965729	-0.0810292202	0.1649691315	-0.0075253142	0.0545874412	-0.043284768200000004	0.1081470126	-0.043077928	0.00035544620000000005	-0.1213732701	0.06621429820000001	-0.0227191073	0.050294276900000004	-0.049505968600000005	0.1222555949	-0.11497641039999999	-0.032612464	0.029606882	0.0770083242	-0.1277786507	0.045896947699999996	0.0011795813	-0.028820041400000006	-0.0115985547	-0.0785527442	0.0604340691	0.0268486867	-0.1370053155	0.0629835621	-0.3167223965	-0.06472781450000001	0.0929835602	-0.0025238368	0.013354484199999999	-0.1057098473	0.40420829810000003	-0.3271229453	-0.1815113834	0.2604695219	-0.2674096737	0.0037670303000000003	-0.026406105200000002	0.1705446352	-0.0813148539	0.0279916815	-0.156321356	0.023715151099999998	0.0146918002	-0.093460418	0.068645972	-0.0042855485	0.060310110199999996	-0.0978362545	0.0041317739	-0.0926601992	0.0150590845	-0.0396120571	0.0028150046	-0.0029282339	0.0632290465	-0.0056110089000000005	-0.0674058262	0.1004781769	-0.0080569581	-0.0237362477	0.0373358398	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0310192	0.0310192	0.00096219076864	0.00096219076864	-0.0569481	-0.0569481	0.00324308609361	0.00324308609361	5.942050000000001e-05	5.942050000000001e-05	3.5307958202500007e-09	3.5307958202500007e-09	0.0010664200000000002	0.0010664200000000002	1.1372516164000004e-06	1.1372516164000004e-06	-0.0	0.0	0.0	0.0	-4.32886e-05	-4.32886e-05	1.8739028899599998e-09	1.8739028899599998e-09	1.0	0.0
734.0082066788516	-1.9463339522075105	538768.0474719036	3.788215853515706	1001.3753090134064	-8.631221872872857	1002752.5095016952	74.49799101875881	731.9117340609603	0.42984389848300003	0.1847657770630636	535694.7864561218	758.4094792417717	696.3618345008722	1.645531	26.688284000000003	0.4142624495000001	0.23366	-0.0430163492	-0.0553250703	0.1183485642	0.0101828099	0.0370280969	0.017792887900000002	-0.1109362459	0.046533254100000004	0.0937710689	-0.3197443564	-0.0538200814	0.0230996774	-0.0097599777	0.0163978343	0.0058131114	-0.010610889699999999	0.08916743869999999	0.0302498787	0.0531054236	0.0062761074	-0.09370748039999999	0.0662998039	-0.10513519199999999	0.1014540881	-0.0720312219	-0.1513654539	-0.077199263	-0.1415386539	0.025648803799999998	-0.079024257	0.0376587313	-0.0401448304	0.0846065141	0.0765711322	0.0159436817	0.025366074300000003	0.0208160344	-0.09338607189999999	-0.1099280272	0.15941475289999998	0.0174220727	-0.1177036615	0.0583876993	0.0533357734	-0.15697469630000002	-0.0324742565	0.004190997	0.0074286793	-0.1836676265	0.044266634400000004	0.15512488619999998	-0.09937333150000001	0.023747276499999997	-0.1495236307	-0.025559903	0.0375782333	-0.006350298000000001	0.0678308678	-0.0565771242	-0.0542506017	0.18335198739999997	0.1633961538	0.1031765048	0.0168105351	-0.0026454025	-0.1949516598	-0.2402872895	-0.0903396899	0.0905048733	0.0188759761	0.1398261508	-0.011264331499999999	-0.22375434649999998	0.021369834100000002	-0.1661790937	-0.0391023734	0.0413879719	-0.22720412280000002	0.1189206709	-0.0072668527000000005	-0.1418987317	-0.07223591110000001	-0.0777308125	-0.0121875203	0.0055258543999999995	-0.0554891842	-0.1279545985	-0.0750212645	-0.14401924900000002	0.0158496526	-0.039258112799999995	-0.1228718393	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0132446	-0.044263800000000006	0.00195928399044	0.00017541942916	0.104963	0.16191110000000006	0.011017231369000005	0.026215204303210008	0.156081	0.15602157949999998	0.024361278561	0.024342733269674826	0.000475671	-0.0005907490000000003	2.2626290024099999e-07	3.489843810010002e-07	-0.000256671	-0.000256671	6.5880002241e-08	6.5880002241e-08	-0.000237188	-0.00019389939999999998	5.625814734400001e-08	3.759697732036e-08	0.0	1.0
733.0013167209662	-1.0068899578853916	537290.9303146702	1.0138273872904455	993.1247031993303	-8.250605814076266	986296.6761047577	68.07249629926909	731.9289759337538	0.01724187279353373	0.00029728217742839864	535720.0258114336	757.7050325457477	683.7109636728252	1.231691	19.976358	0.19106553	0.14831	-0.052331505599999995	0.0097394919	0.1132577163	-0.0741722404	-0.012948843500000001	0.0859415498	-0.0618089564	-0.0486592994	-0.0410821257	-0.1295450387	-0.0508369151	0.0574952357	-0.0699888523	-0.0677604405	-0.09263547859999999	-0.006112188100000001	0.0016624199	0.0689526199	0.1240584525	0.0842388511	-0.10033221449999999	-0.047791691	0.0198116181	-0.0104135125	-0.1808816178	0.1470063484	-0.0082636805	-0.0196755227	-0.010633543700000001	-0.1801960386	0.059666115199999994	0.055488692400000005	0.2009892227	-0.0593235539	-0.0249378164	-0.0130329791	-0.0866172857	-0.1648217108	-0.0408862198	-0.0093043602	-0.0259160432	0.09801990669999999	0.1290629729	-0.09878073949999999	0.017392488600000002	-0.046950915999999995	0.1073417792	0.1012795334	0.0420628764	-0.0108187425	-0.10638348630000001	-0.0218947509	0.1384252967	-0.07287121490000001	0.1506601672	-0.0050737308000000005	-0.1005596321	0.0407680582	0.0414718774	-0.0602513175	-0.12953172599999999	-0.0077402096	0.1161701501	-0.11715863509999999	-0.0187939133	0.0057915524	-0.0291657873	0.0810016268	0.037951471800000004	0.0914729777	0.1138132984	-0.07218604370000001	0.08743027630000001	-0.0408784638	-0.0860000724	-0.08397704	0.186255575	-0.1363519133	-0.0951243541	-0.021546570600000002	-0.0415646264	0.0575878376	-0.1157426425	-0.11499253890000001	-0.15172840070000002	0.029220546	-0.0662542009	0.0761183927	-0.0208993618	0.011195851000000001	-0.0894374846	0.14852465	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.00139097	0.01185363	0.0001405085441769	1.9347975409e-06	-0.0416458	-0.14660879999999998	0.0017343726576400005	0.021494140237440004	0.142976	-0.013105000000000006	0.020442136576	0.00017174102500000014	0.0005981340000000001	0.00012246300000000004	3.577642819560001e-07	1.4997186369000015e-08	-0.0	0.000256671	6.5880002241e-08	0.0	-0.000248016	-1.0828e-05	6.151193625599999e-08	1.1724558399999997e-10	0.0	0.0
733.9343405243477	0.933023803381502	538659.616200909	0.870533417676484	994.8098750093448	1.6851718100145945	989646.687416108	2.839804029267865	732.5070798895729	0.5781039558190741	0.334204183733662	536566.6220883491	757.9172551714609	691.0283156750457	1.1994200000000002	19.452969	0.214710895	0.127472	-0.0096783328	-0.135578668	0.0004541155	-0.0305076087	0.12094027880000001	0.0027392705	-0.09716646550000001	0.0519876191	0.0209774802	-0.11403330369999999	-0.0287487012	-0.08718053419999999	0.029686634500000007	0.0760246443	0.020628634	-0.0233506898	-0.0172310959	-0.025844969500000002	0.12010098289999999	0.1017682893	-0.1502817994	-0.0614724193	-0.0058674827	-0.1666117234	-0.0532067336	-0.0669905502	-0.0597922754	0.043316617300000006	0.0442642338	0.0588826499	0.0831459636	-0.0003353606	0.1336297021	0.00010441040000000001	-0.0076073066000000005	0.0210550461	-0.0621315229	0.0475786126	-0.0087063704	-0.0236859877	-0.0294505995	-0.1683195043	-0.0172998979	0.005334757	0.0011052648	-0.1266010557	-0.1220198979	0.0572149517	-0.1641962484	0.024040504900000002	0.0270239687	0.159671061	-0.0802164931	0.1095568953	-0.0349846478	0.10073732939999999	0.0291865875	0.0473120705	-0.0320975597	0.042183262199999995	0.0107842578	-0.0336124747	0.0348126878	-0.1063898733	-0.0733233713	-0.029774971600000002	-0.060501183300000004	0.0087392215	0.1874593554	0.0337613532	0.061590163899999995	0.0056883825	-0.0007781742	-0.0069739001	0.056481074299999996	0.1287477156	0.09344739269999999	0.0297781923	-0.0226039698	0.07857780639999999	-0.0640151127	-0.045012062699999994	-0.0093824724	-0.047832615499999995	-0.026780607999999997	-0.14519505859999998	-0.0501637789	0.0406190579	-0.093345872	0.0215648634	-0.12099695369999999	-0.1818436506	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.016913900000000003	0.01830487	0.00033506826571690003	0.0002860800132100001	0.07376009999999998	0.11540589999999998	0.005440552352009997	0.013318521754809996	0.169444	0.02646800000000002	0.028711269136000007	0.0007005550240000009	-0.00014893799999999996	-0.000747072	2.218252784399999e-08	5.58116573184e-07	-6.55592e-05	-6.55592e-05	4.29800870464e-09	4.29800870464e-09	2.99953e-05	0.0002780113	8.997180220900001e-10	7.729028292769001e-08	0.0	0.0
732.2609425923268	-1.6733979320208618	536206.088046203	2.800260638891697	992.0405650643107	-2.769309945034024	984144.4827331171	7.66907757166435	732.1188871431	-0.388192746472896	0.15069360841417015	535998.0649116512	757.6639993533381	686.374262872906	1.222974	19.834982	0.14971934499999998	0.0930711	-0.030551029599999998	-0.012477813	-0.0580749722	-0.1053145182	0.0417125541	-0.0611873535	-0.0868378915	0.0093018828	-0.10760571109999999	0.0494843804	0.0430985679	-0.0466215947	-0.08822563380000001	-0.0647333533	0.019050035	0.1304169705	-0.0133317003	0.0725273396	0.0024049067000000003	-0.2082692427	0.013585816	-0.0707425193	-0.09760150179999999	0.045811729100000004	-0.0009949453	0.049410597599999995	0.0805400617	-0.027536736200000002	-0.052138234500000005	-0.0060007161	-0.0947385631	-0.1594637537	-0.0843988458	-0.0049265192	0.0993635216	0.0021134178	-0.06691096099999999	-0.0443790376	-0.032139539700000004	0.0402170185	-0.0591186703	-0.0701225328	0.0040120575	0.0323307302	-0.1089183625	-0.0224483807	-0.0354764139	-0.0240053395	0.0716593895	-0.1192691933	0.14387591449999998	0.0036861465999999997	-0.0099258976	0.1575490206	-0.0242662342	0.0537150072	0.0665990313	0.0075559791000000005	0.0725389602	-0.079481297	-0.150992433	-0.14157723	-0.08232762219999999	-0.0515945982	-0.0914608874	0.12559700029999998	-0.039165751400000004	0.043805574800000004	-0.1306724834	-0.09505599039999996	0.0688753486	-0.032211333599999996	-0.0200296417	-0.0466497883	-0.09154698300000001	0.0390659577	0.0274828002	-0.1384762267	0.08013201610000001	-0.012409746999999999	0.0166964333	0.072069146	0.008768675600000001	0.0214178709	0.0729399989	0.1032099183	0.0135449972	-0.14722579289999999	-0.044579735499999995	-0.0605008661	-0.0249381433	-0.06728969929999999	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.01685	-6.390000000000215e-05	4.083210000000275e-09	0.0002839225	-0.00630857	-0.08006866999999998	3.97980554449e-05	0.006410991915568897	0.166517	-0.002927000000000013	0.027727911289	8.567329000000076e-06	0.0007346039999999999	0.0008835419999999999	5.396430368159999e-07	7.806464657639999e-07	0.000117751	0.0001833102	3.360262942404002e-08	1.3865298001e-08	-0.000236348	-0.00026634330000000004	5.5860377104e-08	7.093875345488999e-08	0.0	0.0
734.2796511798816	2.018708587554784	539166.6061368487	4.0751843614674295	997.5923096460616	5.5517445817508815	995190.4162649636	30.82186790100027	732.6968407337494	0.577953590649372	0.3340303529445019	536844.6604212172	758.8106926786694	701.5327233235747	1.245578	20.201588	0.16940218999999998	0.0928077	0.013441619299999999	-0.0368069973	-0.1073950124	0.008548464799999999	-0.0493248207	-0.1535360621	0.0067967688	-0.0125708884	0.0531366575	0.0072406603	0.084705382	-0.034144132	0.0306935977	0.12185462849999999	0.1033965413	0.0087790155	-0.010467745	-0.011159653200000001	0.009333394200000001	0.0462809432	-0.0631255303	0.018052873400000002	0.15824043640000002	0.0217187154	0.017007331299999998	-0.11199562939999999	0.0809639075	-0.1019174853	-0.1572092937	-0.036407077	-0.10273364369999999	-0.061179467599999995	-0.2369603081	-0.0244016844	-0.0033954346000000003	-0.0800172925	0.0518625995	0.0203805708	-0.11931083769999999	0.02991169	0.0274450481	0.0092879934	0.042644558799999996	-0.042325033	-0.04993810519999999	0.0509159441	0.2346112882	-0.05030269440000002	-0.1787964863	0.0380485927	-0.0190890868	-0.030434541000000002	0.0053861216	0.1365391639	0.060133887999999996	-0.0248735139	0.1296697543	-0.013075088	-0.037542359	0.0927768292	-0.028284146899999998	-0.011118373899999999	0.0325571398	0.030757596499999998	-0.0081396174	-0.0756745227	0.0352173619	0.14059571	0.0294946756	0.0729739303	-0.0329450266	0.0227292641	-0.09881827630000001	-0.0610066649	-0.0006054723999999999	-0.12675852699999998	-0.0088748568	-0.022337991499999998	0.154026829	-0.08137278790000001	0.0718164835	-0.0663326653	0.1431146845	0.1123839323	0.0034431796000000004	0.028236455299999998	0.018437342199999998	-0.0775193496	0.0317482475	-0.098037199	-0.0123511752	-0.08593254689999999	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0168909	4.089999999999997e-05	1.672809999999997e-09	0.00028530250281	0.06779780000000002	0.07410637000000002	0.004596541684840002	0.005491754074576903	0.141045	-0.025471999999999998	0.019893692025	0.0006488227839999998	-0.00029095200000000003	-0.001025556	8.465306630400003e-08	1.0517651091359998e-06	-0.0	-0.000117751	1.3865298001e-08	0.0	1.60034e-05	0.0002523514	2.5610881156e-10	6.368122908195999e-08	0.0	0.0
732.7466797764287	-1.5329714034529616	536917.6967233801	2.3500013238045425	994.0980534957339	-3.4942561503277147	988230.939964007	12.20982604410306	732.2515593445091	-0.44528138924022187	0.198275515603702	536192.3461624653	757.7885218792079	701.9860112046202	1.180922	19.152943	0.066027365	0.0554004	0.0283877219	0.0460816446	-0.0858254636	0.07713895650000001	0.0578152129	-0.0569163693	0.1408817213	-0.069963462	0.008242775	0.046361276900000005	0.065995628	-0.0700184	0.0325498678	-0.0709772385	0.0563170542	0.0054361589	0.0062673004	-0.0039089501	0.0376845654	-0.1261759832	-0.083840684	-0.0193598596	-0.0116329507	0.1200808805	-0.0153793972	-0.024551595899999997	-0.0608824443	-0.0162375875	0.0512332194	-0.0733106562	-0.0277216056	0.059608530199999996	-0.015809756299999998	-0.0999854077	-0.0134346266	0.0580030566	-0.18309562329999998	0.0445346005	0.0688527076	0.0863452207	-0.085585381	0.019282428600000002	-0.0112096818	0.0987254255	0.0233243658	-0.0323291054	-0.0012716746	0.09937431050000001	0.0385906557	-0.0038047860999999997	-0.1312824024	-0.0757433032	-0.0894981642	0.0382161988	0.0651891781	0.06583968400000001	0.06067930410000001	-0.1425255835	0.0105185196	-0.0070016812	-0.0692994083	0.044122969299999995	-0.0480918233	-0.0542924207	0.0246142175	0.0357560472	0.061714579400000004	-0.0866946668	-0.0175908958	-0.07159475230000001	0.0407887839	0.0363439785	-0.0385358304	0.0007047335000000001	0.12419411720000001	-0.0387480909	0.0979775318	-0.022553565	-0.0010445425999999999	-0.2055927039	0.0165764602	-0.038227046800000004	0.0605980685	-0.1027367448	-0.0462555653	0.211078438	0.0224108315	0.084142083	-0.0402452506	0.1041836808	0.039262988	0.0355251043	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.016880799999999998	-1.0100000000002468e-05	1.0201000000004986e-10	0.00028496140864	0.0677947	-3.1000000000197536e-06	0.00459612134809	9.610000000122474e-12	0.196294	0.055248999999999986	0.038531334436	0.0030524520009999998	-0.00029095200000000003	0.0	8.465306630400003e-08	0.0	0.000140194	0.000140194	1.9654357636000002e-08	1.9654357636000002e-08	9.111270000000004e-05	7.510930000000004e-05	8.301524101290007e-09	5.641406946490004e-09	0.0	0.0
733.0676440451624	0.3209642687337464	537388.1707459249	0.10301806180378856	990.4393526790303	-3.6587008167035715	980970.1113352566	13.386091666147385	732.297370599548	0.04581125503887051	0.002098671088236439	536259.4389870118	757.302657518124	707.4722451929538	1.1327459999999998	18.371607	0.11813352999999994	0.0580584	0.0232141238	0.1699433477	-0.0586203428	0.0407928964	0.0035049113	0.0407575141	0.0903395931	-0.07640315610000001	-0.0748513631	0.0985080982	0.0785023291	-0.0391787774	0.0759088525	-0.07540182200000001	-0.0754696767	0.053719461100000004	-0.022171676499999998	-0.11013258220000001	-0.059155033600000004	-0.18135190269999998	-0.0196234855	-0.0185512811	-0.06405843160000001	-0.0854425918	0.0401195992	0.1335078938	0.0877596565	-0.0573843599	-0.0274407714	-0.0835081904	-0.03036467	0.0465550625	0.02521569	-0.047444670300000005	0.0354964689	-0.005250043100000001	0.024425876000000003	0.0926126371	0.0440197538	-0.1659536747	0.048310450199999994	-0.0195326354	0.028752629100000007	0.0606297402	-0.012383793	0.0843065957	0.026472571	0.1245403212	0.0691080843	-0.0210280401	0.0255470921	0.0168983457	-0.0259677089	-0.12212849810000001	-0.1143178044	-0.0192820074	-0.0399297706	-0.1198029378	0.0962368217	0.039718755	0.0552231216	-0.1473555202	-0.010421771600000001	0.030368838399999997	-0.0468306761	-0.021052489100000002	-0.0033616018	-0.10179217759999999	0.0368553292	-0.0427742016	-0.0556197809	0.0607787495	-0.0006018511	0.0469932179	0.0063620914	0.0546002347	-0.019257539599999998	-0.0275872725	-0.1250686933	0.014707037	0.12370448740000001	0.19944070260000002	-0.0183893768	-0.0314463788	0.026332059799999998	0.08829659220000001	0.0206060902	0.06801090580000001	0.0976207942	0.1200375462	-0.0257873341	-0.027324143399999997	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0470807	0.030199900000000002	0.00091203396001	0.0022165923124899995	0.0248772	-0.042917500000000004	0.0006188750798400001	0.00184191180625	0.20151	0.0052159999999999975	0.0406062801	2.7206655999999984e-05	5.54983e-05	0.00034645030000000004	3.08006130289e-09	1.2002781037009e-07	-0.0	-0.000140194	1.9654357636000002e-08	0.0	0.000400471	0.0003093583	1.60377021841e-07	9.570255777888998e-08	0.0	0.0
733.7629995978377	0.6953555526753235	538408.1395788164	0.4835193446364045	991.2623480515996	0.8229953725692667	982601.0426647706	0.6773213832704261	732.9658440223642	0.6684734228161915	0.4468567170115947	537238.9285034167	757.8490697958214	711.3569329803189	0.960575	15.579214000000002	0.14843016500000006	0.0952474	0.0416128131	0.0968505502	-0.0093812519	0.1558746845	0.07888925599999999	0.0372063438	0.1018037176	-0.0723588941	-0.03093637	0.1379318399	0.10449460960000001	-0.0702339019	0.18196405629999998	-0.0110125516	-0.050147518200000005	-0.0763620394	-0.0300029029	-0.0214091674	-0.0074563938	0.0369893507	-0.0908737583	0.0016817760999999999	0.1263366733	0.0746749259	-0.0109346236	0.0280594092	-0.07791256860000001	-0.0333623673	-0.0174926374	0.0382892367	0.05454277019999999	-0.049285580700000005	-0.0881488087	0.0216267717	0.04915868809999999	-0.0427881275	0.0385244259	-0.0369586056	-0.0118082777	-0.0462221888	-0.0480647458	0.006463020799999999	-0.0971354153	0.06508011	0.0614773037	0.0316287264	-0.1365012908	-0.15263335220000002	0.060265835999999996	0.0628449616	-0.023489079700000002	-0.0629749478	0.0742889455	0.0883098831	-0.09003626099999999	0.049867038899999994	-0.030140317799999997	-0.16300651789999998	0.0282748422	0.1148685348	0.0045864139	-0.052508978	-0.0030964746000000003	-0.07356292099999999	-0.1211839242	0.0205059621	0.0688789946	-0.0032474637	0.0167005406	-0.0342113061	-0.155601951	0.034979798	-0.025594850899999997	-0.0543595574	0.083584699	-0.1366372801	0.067783453	0.0536557039	-0.0399069694	0.007845502800000001	-0.012472430500000001	-0.0575823884	-0.024509949500000003	-0.0726538946	0.0448099342	-0.014677116200000001	0.0499217573	-0.0237673158	0.0797242742	-0.1513057766	0.0136404453	-0.0581377663	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0384151	-0.008665599999999996	7.509262335999991e-05	0.00147571990801	0.111491	0.0866138	0.012430243081	0.007501950350440002	0.206543	0.005032999999999982	0.042660010849	2.533108899999982e-05	-0.000738939	-0.0007944372999999999	5.46030845721e-07	6.3113062363129e-07	-0.0	0.0	0.0	0.0	0.000232553	-0.00016791800000000005	5.408089780899999e-08	2.8196454724000008e-08	0.0	0.0
