trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04
8.9441e-06,-0.097669,-0.0216563,-0.000959751,-0.000817074,0.000219846,0,0,0,0,0,0,7.9996925e-11,0.0095392336,0.00046899533,9.2112198e-07,6.6760992e-07,4.8332264e-08,0,0,0,0,0,0,0.085095887,0.64029265,0.21492548,-0.16674405,-0.10676659
0.016195,-0.137781,-0.0381474,-0.00114995,-0.000863613,0.000326365,0.016186056,-0.040112,-0.0164911,-0.000190199,-4.6539e-05,0.000106519,0.00026227802,0.018983604,0.0014552241,1.322385e-06,7.4582741e-07,1.0651411e-07,0.00026198841,0.0016089725,0.00027195638,3.617566e-08,2.1658785e-09,1.1346297e-08,0.097047464,0.20860939,-0.0012237058,-0.15260455,-0.059771113
-0.005439,-0.00794185,0.0228355,-0.000917355,-0.000476308,-7.73317e-05,-0.021634,0.12983915,0.0609829,0.000232595,0.000387305,-0.0004036967,2.9582721e-05,6.3072981e-05,0.00052146006,8.415402e-07,2.2686931e-07,5.9801918e-09,0.00046802996,0.016858205,0.0037189141,5.4100434e-08,1.5000516e-07,1.6297103e-07,0.065631038,0.059503409,-0.0029883968,0.1143467,0.028087444
0.0185298,-0.129622,-0.0277492,-0.000810686,-0.000607517,0.000380639,0.0239688,-0.12168015,-0.0505847,0.000106669,-0.000131209,0.0004579707,0.00034335349,0.016801863,0.0007700181,6.5721179e-07,3.6907691e-07,1.4488605e-07,0.00057450337,0.014806059,0.0025588119,1.1378276e-08,1.7215802e-08,2.0973716e-07,-0.072840709,0.034094464,-0.14522574,-0.030541083,0.11255315
-0.00473988,0.0540323,0.0307329,-0.00100358,-0.000736445,4.63924e-05,-0.02326968,0.1836543,0.0584821,-0.000192894,-0.000128928,-0.0003342466,2.2466462e-05,0.0029194894,0.00094451114,1.0071728e-06,5.4235124e-07,2.1522548e-09,0.00054147801,0.033728902,0.003420156,3.7208095e-08,1.6622429e-08,1.1172079e-07,-0.089261597,0.047943353,-0.0023128423,0.028794,0.13342373
0.0209076,-0.126807,-0.0253978,-0.000899951,-0.000770274,3.53468e-05,0.02564748,-0.1808393,-0.0561307,0.000103629,-3.3829e-05,-1.10456e-05,0.00043712774,0.016080015,0.00064504824,8.099118e-07,5.9332204e-07,1.2493963e-09,0.00065779323,0.032702852,0.0031506555,1.073897e-08,1.1444012e-09,1.2200528e-10,0.046948159,-0.070141133,0.027809552,0.0057534999,-0.022641127
-0.00472916,-0.064481,0.0318273,-0.000570109,-0.000699618,3.40309e-05,-0.02563676,0.062326,0.0572251,0.000329842,7.0656e-05,-1.3159e-06,2.2364954e-05,0.0041577994,0.001012977,3.2502427e-07,4.8946535e-07,1.1581022e-09,0.00065724346,0.0038845303,0.0032747121,1.0879574e-07,4.9922703e-09,1.7315928e-12,0.070081439,0.018565202,-0.008043965,0.042302442,-0.038320321
-0.00475898,-0.0338331,-0.0302473,-0.00109355,-0.000607005,0.000198978,-2.982e-05,0.0306479,-0.0620746,-0.000523441,9.2613e-05,0.0001649471,2.2647891e-05,0.0011446787,0.00091489916,1.1958516e-06,3.6845507e-07,3.9592244e-08,8.892324e-10,0.00093929377,0.003853256,2.7399048e-07,8.5771678e-09,2.7207546e-08,0.045087683,-0.059173107,-0.048319787,0.052589672,-0.018402889
0.0164035,-0.177561,-0.0459815,0.000359894,-0.000118012,0.000198978,0.02116248,-0.1437279,-0.0157342,0.001453444,0.000488993,0,0.00026907481,0.031527909,0.0021142983,1.2952369e-07,1.3926832e-08,3.9592244e-08,0.00044785056,0.020657709,0.00024756505,2.1124995e-06,2.3911415e-07,0,-0.022924573,-0.05345437,-0.11630554,0.052532009,-0.026946186
-0.00472081,0.0132745,0.00464096,-0.00022104,-0.000336683,6.13922e-05,-0.02112431,0.1908355,0.05062246,-0.000580934,-0.000218671,-0.0001375858,2.2286047e-05,0.00017621235,2.153851e-05,4.8858682e-08,1.1335544e-07,3.7690022e-09,0.00044623647,0.036418188,0.0025626335,3.3748431e-07,4.7817006e-08,1.8929852e-08,-0.080642572,-0.012400529,-0.0070190407,0.095504176,-0.027391426
0.00315951,-0.144327,-0.0259727,0.000504565,-1.87323e-05,0.000463767,0.00788032,-0.1576015,-0.03061366,0.000725605,0.0003179507,0.0004023748,9.9825034e-06,0.020830283,0.00067458115,2.5458584e-07,3.5089906e-10,2.1507983e-07,6.2099443e-05,0.024838233,0.00093719618,5.2650262e-07,1.0109265e-07,1.6190548e-07,-0.0033667851,-0.067853618,-0.039879402,-0.1094555,0.042192031
-0.00472863,-0.0580582,-0.0259537,-0.000351726,-0.000142745,0.000198978,-0.00788814,0.0862688,1.9e-05,-0.000856291,-0.0001240127,-0.000264789,2.2359942e-05,0.0033707546,0.00067359454,1.2371118e-07,2.0376135e-08,3.9592244e-08,6.2222753e-05,0.0074423059,3.61e-10,7.3323428e-07,1.537915e-08,7.0113215e-08,0.0087993981,-0.03680932,-0.0086919494,0.020833939,0.070252125
-0.00474544,-0.109014,0.00707023,0.000828821,0.000104627,0.000267937,-1.681e-05,-0.0509558,0.03302393,0.001180547,0.000247372,6.8959e-05,2.2519201e-05,0.011884052,4.9988152e-05,6.8694425e-07,1.0946809e-08,7.1790236e-08,2.825761e-10,0.0025964936,0.00109058,1.3936912e-06,6.1192906e-08,4.7553437e-09,0.018201121,-0.095740159,0.013089147,0.050423645,0.017565248
0.0133032,-0.111862,-0.0521267,0.000332712,-0.00029288,1.60181e-05,0.01804864,-0.002848,-0.05919693,-0.000496109,-0.000397507,-0.0002519189,0.00017697513,0.012513107,0.0027171929,1.1069727e-07,8.5778694e-08,2.5657953e-10,0.00032575341,8.111104e-06,0.0035042765,2.4612414e-07,1.5801182e-07,6.3463132e-08,-0.021533792,-0.08439031,0.0004764951,0.034655643,-0.016822282
-0.00474189,-0.0464852,-0.0106584,0.00101338,0.000125103,0.000139741,-0.01804509,0.0653768,0.0414683,0.000680668,0.000417983,0.0001237229,2.2485521e-05,0.0021608738,0.00011360149,1.026939e-06,1.5650761e-08,1.9527547e-08,0.00032562527,0.004274126,0.0017196199,4.6330893e-07,1.7470979e-07,1.5307356e-08,-0.0046121487,-0.092556668,0.014647235,0.013157812,-0.051987857
0.0116322,-0.155888,-0.0184431,0.000649406,-8.08197e-05,0.000430792,0.01637409,-0.1094028,-0.0077847,-0.000363974,-0.0002059227,0.000291051,0.00013530808,0.024301069,0.00034014794,4.2172815e-07,6.5318239e-09,1.8558175e-07,0.00026811082,0.011968973,6.0601554e-05,1.3247707e-07,4.2404158e-08,8.4710685e-08,-0.0368803,-0.077446399,-0.072337308,-0.069391065,-0.030910329
-0.00346454,0.0431106,0.0254648,-0.000147358,-8.08197e-05,-8.84728e-05,-0.01509674,0.1989986,0.0439079,-0.000796764,0,-0.0005192648,1.2003037e-05,0.0018585238,0.00064845604,2.171438e-08,6.5318239e-09,7.8274363e-09,0.00022791156,0.039600443,0.0019279037,6.3483287e-07,0,2.6963593e-07,0.015642661,-0.022775603,0.041577711,-0.0043645457,-0.053771369
0.0115458,-0.142762,-0.0364206,0.000490484,7.70676e-06,0.00028616,0.01501034,-0.1858726,-0.0618854,0.000637842,8.852646e-05,0.0003746328,0.0001333055,0.020380989,0.0013264601,2.4057455e-07,5.939415e-11,8.1887546e-08,0.00022531031,0.034548623,0.0038298027,4.0684242e-07,7.8369341e-09,1.4034973e-07,0.029693935,-0.11544159,-0.0093708764,0.01958047,-0.0117246
0.0115354,-0.0535399,0.0313023,0.000589892,-8.08197e-05,1.39771e-05,-1.04e-05,0.0892221,0.0677229,9.9408e-05,-8.852646e-05,-0.0002721829,0.00013306545,0.0028665209,0.00097983399,3.4797257e-07,6.5318239e-09,1.9535932e-10,1.0816e-10,0.0079605831,0.0045863912,9.8819505e-09,7.8369341e-09,7.4083531e-08,0.0028999338,-0.0085660882,-0.0013469623,0.073249767,0.023351169
0.0149285,-0.167632,-0.018246,0.000715936,-8.08197e-05,0.00025974,0.0033931,-0.1140921,-0.0495483,0.000126044,0,0.0002457629,0.00022286011,0.028100487,0.00033291652,5.1256436e-07,6.5318239e-09,6.7464868e-08,1.1513128e-05,0.013017007,0.002455034,1.588709e-08,0,6.0399403e-08,-0.11605892,0.033120304,-0.056606931,-0.083125392,0.074328124
-0.0020652,-0.00319914,0.00638897,-0.000144165,-8.08197e-05,-7.28872e-05,-0.0169937,0.16443286,0.02463497,-0.000860101,0,-0.0003326272,4.265051e-06,1.0234497e-05,4.0818938e-05,2.0783547e-08,6.5318239e-09,5.3125439e-09,0.00028878584,0.027038165,0.00060688175,7.3977373e-07,0,1.1064085e-07,-0.019148673,-0.04799261,0.073039353,0.0011514761,0.025641203
0.0115217,-0.181197,-0.0192785,0.00114304,4.53106e-06,0.000123709,0.0135869,-0.17799786,-0.02566747,0.001287205,8.535076e-05,0.0001965962,0.00013274957,0.032832353,0.00037166056,1.3065404e-06,2.0530505e-11,1.5303917e-08,0.00018460385,0.031683238,0.00065881902,1.6568967e-06,7.2847522e-09,3.8650066e-08,0.055887458,-0.11260061,-0.022535862,-0.013599965,-0.047264393
0.00588144,-0.0162108,-0.00968587,-0.000119185,1.88412e-05,0.000123709,-0.00564026,0.1649862,0.00959263,-0.001262225,1.431014e-05,0,3.4591336e-05,0.00026279004,9.3816078e-05,1.4205064e-08,3.5499082e-10,1.5303917e-08,3.1812533e-05,0.027220446,9.201855e-05,1.593212e-06,2.0478011e-10,0,-0.029782634,0.006598705,-0.019212995,-0.030900705,0.020887288
0.011502,-0.174586,-0.014881,0.000981874,1.88412e-05,0.000253482,0.00562056,-0.1583752,-0.00519513,0.001101059,0,0.000129773,0.000132296,0.030480271,0.00022144416,9.6407655e-07,3.5499082e-10,6.4253124e-08,3.1590695e-05,0.025082704,2.6989376e-05,1.2123309e-06,0,1.6841032e-08,-0.06052764,-0.031422035,-0.040315831,-0.078746285,-0.024895853
-0.00619917,-0.00352255,0.0412192,0.000363737,1.88412e-05,0.000123709,-0.01770117,0.17106345,0.0561002,-0.000618137,0,-0.000129773,3.8429709e-05,1.2408359e-05,0.0016990224,1.3230461e-07,3.5499082e-10,1.5303917e-08,0.00031333142,0.029262704,0.0031472324,3.8209335e-07,0,1.6841032e-08,-0.055267443,-0.038972165,0.11191302,0.040803509,-0.11064501
-0.00397028,-0.0550635,0.0123977,3.14656e-06,-0.000337174,-0.000103846,0.00222889,-0.05154095,-0.0288215,-0.00036059044,-0.0003560152,-0.000227555,1.5763123e-05,0.003031989,0.00015370297,9.9008398e-12,1.1368631e-07,1.0783992e-08,4.9679506e-06,0.0026564695,0.00083067886,1.3002547e-07,1.2674682e-07,5.1781278e-08,-0.0093630406,-0.097012736,0.13014215,0.032523999,-0.11819415
