trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0,initdum_3.0
0.00948289,0.0158515,0.00989132,6.61744e-24,-0.00017029,0.000326625,0,0,0,0,0,0,8.9925203e-05,0.00025127005,9.7838211e-05,4.3790512e-47,2.8998684e-08,1.0668389e-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0116458,0.0964047,0.0220067,-0.00111932,5.11644e-05,-0.00035097,-0.02112869,0.0805532,0.01211538,-0.00111932,0.0002214544,-0.000677595,0.00013562466,0.0092938662,0.00048429484,1.2528773e-06,2.6177958e-09,1.2317994e-07,0.00044642154,0.006488818,0.00014678243,1.2528773e-06,4.9042051e-08,4.5913498e-07,0,0,0,0,0,0,1,0
-0.031857,-0.203406,-0.09319,0.0024821,0.000224012,-0.000947065,-0.0202112,-0.2998107,-0.1151967,0.00360142,0.0001728476,-0.000596095,0.0010148684,0.041374001,0.0086843761,6.1608204e-06,5.0181376e-08,8.9693211e-07,0.00040849261,0.089886456,0.01327028,1.2970226e-05,2.9876293e-08,3.5532925e-07,0,0,0,0,0,0,0,1
-0.0430727,-0.116343,0.0181293,0.00135767,-0.000110842,-0.000303797,-0.0112157,0.087063,0.1113193,-0.00112443,-0.000334854,0.000643268,0.0018552575,0.013535694,0.00032867152,1.8432678e-06,1.2285949e-08,9.2292617e-08,0.00012579193,0.007579966,0.012391987,1.2643428e-06,1.121272e-07,4.1379372e-07,0.093151633,-0.13341782,0.11371919,-0.1757487,-0.091039295,0,0,0
-0.0603589,-0.0233266,0.0618557,0.000611367,-0.000110842,-0.000303797,-0.0172862,0.0930164,0.0437264,-0.000746303,0,0,0.0036431968,0.00054413027,0.0038261276,3.7376961e-07,1.2285949e-08,9.2292617e-08,0.00029881271,0.0086520507,0.0019119981,5.5696817e-07,0,0,0.079752012,0.067116924,0.076408375,-0.10339466,-0.039924662,0,0,0
-0.0676359,0.0751715,0.0619963,-0.000266918,-0.000722162,-0.000414754,-0.007277,0.0984981,0.0001406,-0.000878285,-0.00061132,-0.000110957,0.004574615,0.0056507544,0.0038435412,7.1245219e-08,5.2151795e-07,1.7202088e-07,5.2954729e-05,0.0097018757,1.976836e-08,7.7138454e-07,3.7371214e-07,1.2311456e-08,0.078656429,0.051444709,0.17051061,-0.14259707,-0.04861689,0,0,0
-0.0477674,0.0142763,0.123113,0.000503566,-0.000722162,0.000118037,0.0198685,-0.0608952,0.0611167,0.000770484,0,0.000532791,0.0022817245,0.00020381274,0.015156811,2.5357872e-07,5.2151795e-07,1.3932733e-08,0.00039475729,0.0037082254,0.003735251,5.9364559e-07,0,2.8386625e-07,0.037339496,-0.1003123,0.20496758,-0.14806781,-0.058287684,0,0,0
-0.0507471,0.0623949,0.158063,-0.000448417,-0.000722162,-0.000303797,-0.0029797,0.0481186,0.03495,-0.000951983,0,-0.000421834,0.0025752682,0.0038931235,0.024983912,2.0107781e-07,5.2151795e-07,9.2292617e-08,8.8786121e-06,0.0023153997,0.0012215025,9.0627163e-07,0,1.7794392e-07,0.049804016,0.034183763,0.16280398,-0.16668022,-0.071458515,0,0,0
-0.0238854,0.0111667,0.140526,-2.77014e-05,-0.000722162,0.000666273,0.0268617,-0.0512282,-0.017537,0.0004207156,0,0.00097007,0.00057051233,0.00012469519,0.019747557,7.6736756e-10,5.2151795e-07,4.4391971e-07,0.00072155093,0.0026243285,0.00030754637,1.7700162e-07,0,9.410358e-07,0.055142752,0.04132522,0.15440753,0.018462541,-0.081183336,0,0,0
-0.0551042,0.0695913,0.155386,-0.000495635,-0.000810341,-0.000149241,-0.0312188,0.0584246,0.01486,-0.0004679336,-8.8179e-05,-0.000815514,0.0030364729,0.004842949,0.024144809,2.4565405e-07,6.5665254e-07,2.2272876e-08,0.00097461347,0.0034134339,0.0002208196,2.1896185e-07,7.775536e-09,6.6506308e-07,0.072995487,0.050271701,0.12775026,-0.020565242,-0.069012882,0,0,0
