global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
626.4589115615165	n/a	392450.76787484	n/a	1163.3796729623461	n/a	n/a	1353452.2634619754	645.8753337457165	n/a	n/a	417154.9467411407	744.1111833176329	561.2992631069751	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0049262	n/a	2.426744644e-05	n/a	-1.75507e-08	n/a	n/a	3.0802707049e-16	3.87984e-08	n/a	n/a	1.5053158425600007e-15	-0.00017029	n/a	n/a	2.89986841e-08	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
620.300716344389	-6.1581952171275125	384772.9786973621	37.92336833225218	1118.798371643873	-44.58130131847315	1987.4924272484961	1251709.7963929817	644.2266664568023	-1.6486672889142255	2.7181038295357824	415027.997774044	730.024025494185	546.1634069029129	1.144723	26.197514	0.17110960282590995	0.101154	-0.00022860049999999998	-0.0702844762	-0.0069912594	0.027917505	-0.13535565130000002	0.05879542	-0.15445637199999998	-0.048393131500000006	0.0562530926	0.0294818274	-0.004105697199999999	0.0330829194	-0.0141400053	0.09975513679999999	-0.04583048519999999	0.034390406	-0.0506217575	0.1083542923	-0.13328575410000001	0.0164981625	-0.0506086371	0.09951713300000001	-0.0024129323999999997	-0.014176405	0.12479119960000001	-0.1245208811	0.0132828556	-0.0504090131	0.0985270061	-0.056819841600000004	0.0718050631	-0.0167234932	0.0829364786	-0.0212652306	0.0406771762	-0.1536574676	-0.0414844674	0.0345769083	0.0375730264	-0.0981163233	0.0930752132	-0.0665556964	0.0759270917	-0.1002914011	0.0182342222	-0.0031167015	-0.09776588630000001	-0.0286515679	0.1128608806	0.1128439341	0.1128156919	0.0	2.07361e-09	0.004926202073609999	4.299858432100001e-18	2.4267466870039465e-05	0.000118422	0.0001184395507	1.4027927170017874e-08	1.4023770084000004e-08	0.1018	0.10179996120160001	0.010363232100647265	0.01036324	0.00111501	0.0012853	1.6519960900000005e-06	1.2432473001e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618.4541170812257	-1.8465992631632844	382485.49493471853	3.4099288387151847	1099.1405371038657	-19.657834540007343	386.43045880230574	1208109.9203049743	643.8284565267849	-0.39820993001740135	0.15857114836446368	414515.0814336621	728.4585842785326	536.572076890896	0.787744	18.027872	0.14608004007360995	0.10257	-0.0001318647	-0.028435415800000002	0.0090159009	0.0216757045	-0.0410889045	-0.011169903799999999	0.0053590910999999995	-0.0026571731	0.0487502518	-0.0078900189	-0.0027306544	0.04437865	0.0337390886	0.0334369817	-0.007177779000000001	0.0337445651	0.0145282292	-0.040115183	-0.012900951	0.13651605449999998	-0.0071713068999999996	-0.0542435664	-0.0082464197	-0.038830565299999995	-0.0061035581999999994	-0.057238522199999996	-0.19989209149999998	-0.0011270511999999999	-0.050474331799999994	-0.0144515874	-0.18663181469999998	-0.0497025558	0.0002500286	-0.0346374921	0.1217775809	-0.020082683	-0.0568793823	-0.0385934174	-0.0056156177000000005	-0.0972361774	0.0422404345	0.034046834500000005	0.028560883500000002	0.0424603312	-0.0609617121	0.0264133839	-0.0343505427	-0.0363655731	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0	-2.07361e-09	0.0	4.299858432100001e-18	0.08699639999999999	0.08687797799999998	0.0075477830613684795	0.0075683736129599985	0.101913	0.000113000000000002	1.2769000000000448e-08	0.010386259569	-6.67712e-05	-0.0011817811999999999	1.39660680467344e-06	4.45839314944e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618.1780768329312	-0.276040248294521	382144.1346768614	0.07619821867850081	1095.2371098810968	-3.903427222768869	15.236744083453086	1199544.3268606977	643.3625920025662	-0.4658645242186594	0.2170297549254779	413915.4247882605	724.6075665577408	537.1245359547248	0.8121	18.585276	0.06129526	0.0394398	-0.0180032479	-0.072843012	-0.0027979039000000003	-0.0236810332	-0.0016197689	0.0275251706	-0.050609862	0.0087558416	0.023944712599999998	-0.0682241737	-0.0088116133	0.1507952433	0.0469741849	0.0140464885	0.0873634323	0.0222122166	-0.009421649300000001	0.007957690600000001	-0.0340184008	0.0965253086	0.0241025849	0.0032103563000000002	-0.008580826	-0.0257282937	-0.010961812900000001	0.0439451254	0.0474823754	-0.060684007699999994	0.1836176902	-0.048053340199999996	-0.0194866294	-0.0339129558	0.0045476709	-0.046870315700000005	0.0492058783	-0.064716965	0.013120131	0.012994569899999999	0.0342682252	0.0160374569	0.0189714247	0.0217754767	0.134475049	-0.15331204310000002	-0.0254189913	0.0095414962	0.013298371100000001	0.0121305263	0.1127253327	0.1123020954	0.1115978766	0.0	0.0	0.0	0.0	0.0	0.0512117	-0.03578469999999999	0.0012805447540899992	0.00262263821689	0.106964	0.005051	2.5512601e-05	0.011441297296	0.00034242	0.0004091912	1.6743743815744e-07	1.1725145640000003e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617.6558787272922	-0.5221981056389495	381498.7845263836	0.2726908615329075	1089.9855983707616	-5.251511510335148	27.57837314318256	1188068.6046556672	643.8335180927214	0.470926090155217	0.2217713823888796	414521.5990196506	725.8142508159448	533.9640975249158	0.8356319999999999	19.123827	0.06998073999999999	0.0441129	-0.0088086098	-0.0230307115	0.013024475	-0.005579084399999999	0.0127822649	-0.028727056299999998	0.0377628151	-0.011995275	0.0344235212	-0.028494932999999997	0.0173108245	0.0697474407	0.0335269457	0.0033032101	-0.0500071296	-0.020023208100000002	0.0225665916	0.037382550699999996	-0.0182405767	0.0056842195	0.0592484811	0.04712057730000002	-0.0598407375	-0.004671961	-0.0134243327	-0.1515875045	0.0088668362	-0.023241399399999998	0.046838371600000005	0.05646803	0.0403055681	-0.0071177644	-0.038299656800000005	-0.050688210899999996	-0.043648865300000006	0.1254013004	-0.0317127653	-0.0358184121	0.0091134787	-0.0196652629	0.0166857922	0.0604514149	0.0021637979	0.0119761134	-0.0282259052	0.0632442245	0.000891658	-0.0599118191	0.1125898391	0.1117611244	0.1103844485	0.0	-0.00338359	-0.00338359	1.14486812881e-05	1.14486812881e-05	0.08549479999999998	0.03428309999999998	0.0011753309456099988	0.007309360827039997	0.11348200000000006	0.006518000000000052	4.248432400000067e-05	0.012878164324000012	-0.00017350099999999998	-0.000515921	2.6617447824100004e-07	3.0102597000999984e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617.9416676553583	0.28578892806604017	381851.9046246853	0.08167531140513629	1092.3653863076781	2.3797879369165003	5.663390624693292	1193262.137203123	644.0280626369357	0.19454454421429546	0.03784757968354796	414772.14546388475	725.7186798673462	537.5774308426627	0.791769	18.119997	0.032769450000000006	0.017724199999999996	-0.0174049486	-0.0623033035	-0.0061586044999999996	0.00048023879999999997	0.0041739708	0.0046227893	-0.0192169259	-0.008237251	0.0475598262	0.0250165609	-0.033123911299999996	0.0230834991	0.055685815300000004	0.06149273490000001	0.0290397298	0.0843740671	-0.0747920642	0.053823065999999996	0.0608004546	-0.0368700586	0.0431854187	0.0658574814	0.0163399134	-0.010576403	0.0716702771	0.1166487716	0.0599127826	-0.0762395003	0.016542379	-0.0933661301	-0.0362770173	0.0687460832	-0.0863258981	0.19454614550000002	-0.0800733939	0.0049979659	-0.014106186399999996	-0.0096734491	0.034282720600000004	-0.0064182716	0.015042174699999999	-0.0505941906	0.0744168296	-0.07790682019999999	0.0028911898	-0.0432651087	0.0195954521	0.024128674500000002	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.0077357	-0.004352109999999999	5.984105449000001e-05	1.8940861452099994e-05	0.0709224	-0.014572399999999984	0.00021235484175999961	0.0050299868217600005	0.107301	-0.006181000000000061	3.820476100000076e-05	0.011513504601	-7.29501e-05	0.00010055089999999996	1.0110483490809996e-08	5.32171709001e-09	5.27279e-05	5.27279e-05	2.7802314384100003e-09	2.7802314384100003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.6391899479838	-1.3024777073744644	380243.8905797057	1.696448178207441	1091.7467457593684	-0.6186405483097133	0.3827161280129427	1191910.9568761708	644.1649754897935	0.1369128528577903	0.01874512927765894	414948.51564776624	725.1544726763959	535.8743893058162	0.743207	17.008629	0.04812085220000002	0.0200857	-0.0122534294	-0.0181899084	0.0137081975	0.0065445228	0.0183533393	-3.8939899999999996e-05	0.0043881565	-0.0183171531	0.0223858685	0.032307334900000005	0.0095768021	0.0419141699	0.024366028900000003	0.0660276003	-0.0891691255	-0.07460476349999999	-0.06425227730000001	0.035954094900000004	-0.0583497637	0.0187887598	0.0328399556	0.024070666600000002	-0.0698423289	0.0206804867	-0.0950402176	-0.0702547668	0.0018841893	-0.0426083481	0.0079893801	-0.0770373366	0.0690899957	0.0529626947	0.1019315725	0.0576258204	0.011713355200000001	-0.044108934800000006	-0.011510404699999999	-0.0164061759	0.0403582872	-0.0227158137	0.009810014300000001	0.0120490124	-0.0033108503000000003	0.0188096302	0.07068914309999999	0.09660532220000001	-0.044018292	-0.08016789120000001	0.11218368390000001	0.1101434092	0.1067703929	0.0	-3.3847800000000005e-05	0.007701852199999999	1.1456735648400004e-09	5.9318527310644826e-05	0.07097769999999999	5.5299999999994236e-05	3.058089999999363e-09	0.0050378338972899995	0.121791	0.014490000000000015	0.0002099601000000005	0.014833047681000003	0.000141796	0.0002147461	4.6115887465210004e-08	2.0106105616e-08	-6.77626e-24	-5.27279e-05	4.5917699587600015e-47	2.7802314384100003e-09	-0.00025	-0.00025	6.25e-08	6.25e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617.0470822549396	0.4078923069557732	380747.1017193342	0.16637613407370264	1091.4975339900618	-0.24921176930661204	0.06210650596093203	1191366.8667063862	644.4269240556381	0.26194856584459103	0.06861705114803804	415286.06044781115	726.9094829644918	535.6885513232062	0.739958	16.934270999999995	0.09974031219999996	0.0440877	-0.0208953975	-0.051134257	0.0054014552	-0.046584716100000007	0.004910001	-0.0439364247	0.0294120816	-0.0253368498	0.012054569	0.047185007699999996	-0.0104567048	-0.0157891914	0.047074158899999996	0.13940986800000002	-0.059220750499999995	0.0604525366	-0.0588492479	-0.0996409293	-0.0447410712	-0.047396299	-0.0366714488	-0.0238285508	-0.0321405896	0.09664805800000001	-0.0199636036	0.0019368018	0.07788008219999999	0.0367761849	0.0583093351	-0.013326105	-0.0022070796	-0.10389474679999999	0.1212576601	-0.11685135460000001	0.0097886255	0.004589890399999999	-0.030203252599999997	-0.0181390617	0.032045041600000004	-0.056055075999999995	-0.0254554008	-0.10471434859999999	0.049007580499999995	-0.026093207599999998	-0.0028281816999999997	-0.038770503	-0.0168958996	-0.0816581945	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.00598066	-0.005946812199999999	3.5768294035599986e-05	3.536457534206883e-05	0.106642	0.03566430000000001	0.0012719422944900006	0.011372516164	0.09759350000000004	-0.02419749999999997	0.0005855190062499985	0.009524491242250008	-0.000286838	-0.000428634	1.83727105956e-07	8.227603824399997e-08	-0.0	6.77626e-24	0.0	4.5917699587600015e-47	0.0	0.00025	6.25e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.3108029597013	-0.7362792952383188	379839.0058448317	0.5421072005966354	1090.7039745123004	-0.7935594777613915	0.6297366447449324	1189635.1600169288	643.831864313752	-0.5950597418860752	0.3540960964135225	414519.4695057216	724.5834280667232	532.2609423951707	0.775463	17.74683	0.14698366541	0.0717836	-0.0106966318	-0.0320058415	0.0228689932	-0.0239911817	0.026918532599999996	0.0313828539	-0.0284804413	-0.0177727744	0.0283670608	-0.0351032736	-0.007983005	0.0511291087	-0.0386928319	0.0165379662	-0.0842427072	-0.0996877089	-0.015355196399999996	-0.040357689599999996	-0.0312175687	0.0280223248	0.09158611650000001	0.0003934675	-0.0935039351	0.0091846262	-0.0371465978	0.0330776802	-0.0969045134	-0.0007256113	-0.0424904722	-0.0523996983	0.0325576447	0.0078100993000000014	-0.0318655745	0.0034972556	-0.0046141886	-0.0016200321	-0.0032948481	-0.0109228065	0.0430640309	0.0338504846	0.051347924100000004	0.079608974	0.0098070273	0.0433549567	0.029621995	0.1393454535	-0.0602908322	-0.060660670199999996	0.1115978766	0.1078204375	0.1016191316	0.0	-9.84459e-06	0.005970815409999999	9.691595226809999e-11	3.5650636660293454e-05	0.0466112	-0.0600308	0.00360369694864	0.00217260396544	0.126473	0.028879499999999964	0.0008340255202499978	0.015995419729	0.000584923	0.0008717610000000001	7.599672411209998e-07	3.42134915929e-07	-0.0	0.0	0.0	0.0	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617.21926537112	0.908462411418668	380959.6215452649	0.8253039529606214	1089.582585157304	-1.1213893549963814	1.2575140854992002	1187190.2098780738	644.4039716081238	0.5721072943717901	0.32730675627340994	415256.4786243236	727.2236983986961	531.594265671492	0.8515659999999999	19.488472	0.14060902541	0.0619144	-0.024193174799999998	-0.026609725499999997	0.0169612206	-0.0435300875	0.0077778574	-0.06021913	0.0613776757	-0.023142056	0.051191954500000005	0.0567843279	0.0518702736	0.0147071043	0.05616532	0.0416052668	0.0396847875	0.032026417	-0.032412474100000005	-0.0244437337	0.0398145932	-0.013304676100000001	-0.13510940429999999	-0.1137533727	-0.0170633726	-0.0023604978	0.11051464650000001	-0.0708690655	0.07797823549999999	0.0185947885	0.1554503533	0.1186281841	-0.087292794	0.0174665643	-0.0492116686	0.1803090291	-0.008251337099999999	0.0136963102	-0.045063829699999995	-0.047942768499999996	0.0171719557	-0.0834612461	-0.0718781144	-0.0472990973	0.0521465599	-0.0408446152	-0.0398307007	-0.0742347315	0.010727283600000002	-0.0013159148000000001	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.00874882	-0.008738975409999999	7.654185139239998e-05	7.636969121658466e-05	0.0856704	0.0390592	0.0015256211046399994	0.007339417436159999	0.0772828	-0.049190199999999996	0.0024196757760400005	0.00597263117584	-0.0001172	-0.000702123	4.92976707129e-07	1.3735839999999997e-08	-0.0	0.0	0.0	0.0	0.0	0.00017029	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
