global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
620.6234457318521	n/a	385173.4613920772	n/a	1145.7678287319413	n/a	n/a	1312783.9173571072	634.1809523342401	n/a	n/a	402185.48030356376	723.7616183997983	472.84061697019655	n/a	n/a	n/a	n/a	-0.0540707382	-0.0330904979	-0.22177953190000002	0.0103735948	-0.2577581858	-0.0379475889	0.0468677202	0.0262024667	0.0856016997	-0.0147445629	0.0008570675	-0.0209279504	0.0047039159	-0.0639507814	0.0922354542	-0.0469995469	0.010604181399999999	-0.0842094914	0.1309232279	-0.0536415726	0.059586075	-0.0525596428	0.0077418869999999985	-0.1070259967	-0.0099735928	-0.13708898220000001	0.0644667072	0.1186528535	-0.0613784135	0.1340207317	-0.1251008506	0.06931703410000001	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.131321	n/a	0.017245205040999998	n/a	-0.434025	n/a	n/a	0.188377700625	0.651742	n/a	n/a	0.4247676345640001	-0.0452757	n/a	n/a	0.0020498890104899995	0.00218792	n/a	4.7869939264e-06	n/a	0.00372396	n/a	n/a	1.38678780816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.0560106662972	-4.567435065554946	379525.00827807287	20.861463078060915	1100.7840887000416	-44.983740031899735	2023.5368672575394	1211725.609935181	633.8533611116802	-0.3275912225599313	0.10731600909831046	401770.08339257404	714.5682770553932	459.4975252923453	1.035009	23.318668	0.0956580000000002	0.0414955	-0.0685970375	-0.011454688000000001	-0.0747000752	-0.063108995	-0.09421632220000001	-0.05387360730000002	0.0198138053	0.0520193236	0.0545648138	0.0262286126	0.027123684199999998	-0.0040435387	0.04553293940000002	0.0061437054	0.09868798210000004	-0.0140729202	0.0129735224	0.0439729106	0.0410603202	0.0150986795	0.1035796599	-0.1407001849	0.0481828408	-0.0088457612	0.0377404638	-0.0547929146	-0.0107781601	0.09166077210000001	-0.0318622878	0.1009618573	0.0373642738	0.010225336	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.129202	-0.002118999999999982	0.016693156804000003	4.4901609999999236e-06	-0.422857	0.011168000000000013	0.00012472422400000026	0.17880804244899998	0.6841189999999999	0.03237699999999988	0.001048270128999992	0.4680188061609999	-0.0449392	0.00033649999999999647	1.1323224999999767e-07	0.0020195316966400002	0.00181323	-0.0003746899999999998	3.287803032900001e-06	1.4039259609999983e-07	0.00343527	-0.0002886900000000003	8.334191610000017e-08	1.18010799729e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.5862851964263	0.5302745301290771	380178.6470923287	0.28119107730361337	1086.6655531505098	-14.118535549531769	199.3330460633924	1180842.0244039034	634.4389474914062	0.5855863797260099	0.34291140812061466	402512.77809400327	714.921456181723	467.0189027282882	0.8955059999999999	20.175692	0.17181249999999987	0.09428	-0.0589529659	-0.0466132513	-0.022450201	0.1036844673	-0.0246431276	-0.0489439655	0.0637580842	0.0627060915	0.0001849268	-0.0035195309	-0.058353047400000004	-0.0108841744	0.0625663262	-0.027048782900000002	0.0306856527	-0.0083498028	0.0410929685	0.0265651837	0.1775501526	0.0561166644	0.0287233467	-0.027587396299999997	0.0375236551	0.0458478034	0.036786497200000004	-0.06364073049999999	0.050370678700000004	0.09143992320000001	-0.0406238138	-0.05522588480000002	0.0170366092	0.0032256471999999995	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.12877400000000006	-0.0004279999999999562	0.016582743076000016	1.831839999999625e-07	-0.386148	0.036708999999999985	0.0013475506809999993	0.149110277904	0.667216	-0.01690299999999989	0.00028571140899999627	0.445177190656	-0.0465899	-0.0016507000000000052	2.7248104900000164e-06	0.00217061878201	0.00237796	0.00056473	5.654693761600002e-06	3.1891997290000004e-07	0.00357529	0.00014002000000000025	1.9605600400000068e-08	1.27826985841e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615.7590460359236	-0.8272391605026996	379159.2027750707	0.6843246286692113	1079.89892091415	-6.766632236359782	45.787311822143394	1166181.6793915457	634.0036660106903	-0.4352814807159575	0.1894699674542765	401960.64851499494	710.6281335130335	466.4354155432709	0.962019	21.674223	0.1803084999999998	0.07759339999999999	-0.06403285389999999	-0.025803424	0.0067304949	-0.0632152973	-0.06157465700000001	-0.0448351742	0.0458846498	0.05728138400000001	0.0487165355	0.015700849	0.0083061084	0.0140054752	0.0362765809	0.0081518343	0.0006605574	-0.0255539697	0.0113447919	0.0400607785	-0.09209238730000001	0.021940965099999998	-0.0396844735	-0.0169894196	0.0202379824	-0.0373001746	0.048492314800000005	-0.019980501	-0.050044997199999997	0.0755802568	-0.0101779668	0.0589681134	0.0270799645	0.0076993879	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.129185	0.0004109999999999392	0.016688764225	1.6892099999995e-07	-0.426559	-0.04041100000000003	0.0016330489210000026	0.181952580481	0.7112149999999999	0.0439989999999999	0.0019359120009999915	0.5058267762249999	-0.045424300000000015	0.0011655999999999958	1.3586233599999905e-06	0.0020633670304900007	0.00181323	-0.00056473	3.287803032900001e-06	3.1891997290000004e-07	0.00339587	-0.00017942	3.2191536400000006e-08	1.15319330569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615.2757636255344	-0.4832824103891653	378564.2653049845	0.2335618881915616	1076.981480097669	-2.917440816481076	8.511460917669767	1159889.1084733657	634.0057378827316	0.002071872041369716	4.2926537558095116e-06	401963.27566822706	714.822816434003	464.8536156502633	0.959112	21.608709	0.2146460000000001	0.11425900000000005	-0.066646912	-0.0592909597	0.0117858425	0.13823937279999998	0.0026324749	-0.0461619465	0.0021740549	0.059100484400000014	-0.060145243499999994	-0.0127046576	-0.1439406862	0.08651836460000001	0.11370476460000001	-0.0595424033	-0.029865915	0.0176047185	-0.056581203899999995	0.0230508415	0.0694726575	-0.0116717481	0.0594779009	-0.031478578300000004	-0.0372016167	0.0821951297	0.0398825277	-0.0763868704	0.1124552699	0.0471445638	-0.034106405299999996	-0.144484904	0.0760057852	0.0429366349	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.128646	-0.0005389999999999839	0.016549793316000004	2.905209999999827e-07	-0.361449	0.06511000000000006	0.004239312100000008	0.13064537960099998	0.6941890000000001	-0.017025999999999875	0.0002898846759999957	0.4818983677210001	-0.0471675	-0.0017431999999999936	3.0387462399999765e-06	0.00222477305625	0.00263698	0.00082375	6.953663520400002e-06	6.785640625000001e-07	0.00346834	7.246999999999983e-05	5.251900899999975e-09	1.20293823556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.2858655916167	-0.9898980339177116	377347.1246656417	0.9798981175541508	1073.9712089174614	-3.01027118020761	9.061732578388519	1153414.1575836334	633.5576484657589	-0.4480894169727208	0.2007841256029528	401395.2939294622	710.1849537029898	458.3904541261769	1.012911	22.820814	0.13097949999999994	0.061391	-0.0702821986	-0.0277264322	0.0350021369	-0.0468629217	-0.055373533899999994	-0.0570597199	0.030645587400000007	0.0269878773	0.05484992440000002	0.0102367428	-0.011656619299999999	-0.0983354335	-0.036534336	-0.036444017	0.0698192055	-0.0299258769	0.0934180395	0.0009901147	0.0312326969	0.0323166375	0.018524141100000002	-0.0346784119	0.0620907856	0.0431184503	0.0527081289	-0.022029760699999998	-0.0558933849	0.029162600299999997	0.0087597399	0.026474234300000003	-0.05462981150000002	0.0118722125	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.128631	-1.5000000000015e-05	0.016545934161	2.2500000000045e-10	-0.401355	-0.03990600000000005	0.0015924888360000042	0.16108583602499998	0.7361539999999999	0.041964999999999815	0.0017610612249999839	0.5419227117159998	-0.0463652	0.0008023000000000058	6.436852900000093e-07	0.0021497317710399994	0.00269771	6.072999999999973e-05	7.277639244099998e-06	3.688132899999967e-09	0.00358718	0.00011884000000000026	1.4122945600000062e-08	1.28678603524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.7608022460035	0.4749366543868518	377930.84397814993	0.225564825680176	1074.0655844729017	0.09437555544036512	0.008906745464677433	1153616.879749116	632.9246915570845	-0.6329569086743732	0.4006344482386188	400593.66518263065	709.7884957874129	459.3124304993055	0.8520469999999999	19.196545	0.06275999999999997	0.0371263	-0.0728052925	-0.049411082300000006	0.034727949	0.027295712599999997	-0.0281903366	-0.0789954222	-0.0084211932	0.029498617799999998	0.0340265691	0.0020040557	0.0246152085	0.0176974915	0.08511657869999999	-0.0573419171	-0.0506629436	-0.0372777761	-0.0112355835	0.0687152338	0.018619557	-0.056710763899999996	0.038891803100000004	-0.061692645	-0.0510799794	0.030570048500000002	0.0645731848	-0.035038640600000004	-0.0214326382	0.0087805485	0.0014676554000000001	-0.010435906	0.054894033499999995	-0.0206485461	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.13784900000000005	0.00921800000000006	0.019002346801000016	8.49715240000011e-05	-0.40697	-0.005614999999999981	3.1528224999999786e-05	0.16562458089999998	0.7060609999999999	-0.030092999999999925	0.0009055886489999957	0.4985221357209999	-0.0461668	0.00019839999999999441	3.936255999999778e-08	0.00213137342224	0.00285599	0.00015828000000000025	8.156678880100001e-06	2.5052558400000067e-08	0.00358718	0.0	0.0	1.28678603524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.2872430197061	1.526440773702575	379809.9659088303	2.3300214356217155	1073.859241948664	-0.20634252423769794	0.04257723730878497	1153173.6715185593	633.6282804671732	0.7035889100886834	0.4950373543997814	401484.79780778673	711.9416259861099	461.0861538174896	0.919605	20.71862	0.18082099999999987	0.114948	-0.0679487279	-0.057120755	0.029016563500000002	0.0418314091	-0.0114817113	-0.0587871092	-0.0086957764	0.0756075254	-0.0204674893	-0.0090140318	0.0282437281	-0.0056359735	0.042516200999999997	-0.033357759300000005	0.0439480344	0.013094981299999999	-0.07059972980000001	-0.0328739734	0.046004782300000005	0.0835187703	0.09825425119999999	-0.0091377479	-0.046530912	0.015252399199999999	0.0483247454	-0.055888636799999995	-0.0043422932	0.030470370299999997	0.0277188734	-0.022537869300000003	0.0660372055	-0.0279316725	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.134414	-0.0034350000000000487	0.018067123396	1.1799225000000338e-05	-0.33807800000000005	0.06889199999999995	0.004746107663999993	0.11429673408400005	0.714532	0.008471000000000006	7.175784100000009e-05	0.5105559790240001	-0.0478996	-0.0017327999999999994	3.0025958399999987e-06	0.00229437168016	0.00276885	-8.714000000000031e-05	7.6665303225e-06	7.593379600000054e-09	0.00340666	-0.00018052	3.25874704e-08	1.16053323556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615.4065412219239	-0.8807017977821943	378725.2109787316	0.7756356566167891	1073.0430241410952	-0.8162178075688189	0.6662115093924494	1151421.331657867	633.5852420343116	-0.04303843286163556	0.0018523067031855113	401430.2589236772	710.4804973346713	468.0514141142966	0.984273	22.175598	0.2200575000000003	0.11564700000000006	-0.0600501985	-0.058784505199999997	0.0401829047	0.0067283983	-0.041333289599999996	-0.0665529386	0.0393461058	0.0513711034	0.0614724873	0.0141337053	0.0489930973	-0.0222662674	0.0304213314	0.0337291058	0.048612376299999996	-0.0349100838	0.0415469104	0.106273163	0.08166594719999999	0.035900527	-0.0036046971999999997	0.025119571	0.1115056202	0.0573743996	0.0610210523	-0.028442356000000002	-0.0212068344	0.0455864379	0.0143573391	0.057585639	-0.00754243	-0.0359876158	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.128797	-0.005617000000000011	0.016588667209	3.155068900000012e-05	-0.404146	-0.06606799999999996	0.004364980623999995	0.16333398931600002	0.740927	0.026395000000000057	0.0006966960250000032	0.548972819329	-0.0459613	0.001938299999999997	3.7570068899999877e-06	0.00211244109769	0.00244812	-0.00032073	5.9932915343999985e-06	1.0286773289999998e-07	0.00358718	0.00018052	3.25874704e-08	1.28678603524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.5862262825918	1.1796850606679072	380178.5744414076	1.391656842363044	1076.7712151636965	3.7281910226013215	13.899408301005096	1159436.2498051035	634.2852522563287	0.7000102220171129	0.4900143109284478	402317.7812298745	713.2867115579909	463.6400622366297	1.00603	22.665791	0.2729414999999997	0.14111300000000002	-0.0680019143	-0.049405270099999996	0.0136622228	0.10063330919999999	0.0026899383000000003	-0.043612758200000004	0.056265160300000006	0.0541957041	-0.0284843633	-0.0225773261	-0.0364230461	-0.0175247147	0.044390218200000005	0.053992100700000004	-0.040301492200000004	-0.0406563452	-0.0557812947	-0.046038580499999995	-0.0189262119	-0.0093039358	-0.0678697078	0.13516149460000002	0.0918843368	0.048739936500000004	0.0339770898	-0.0449684099	0.0256512827	0.060184572699999994	0.0038759833	-0.0174061248	-0.0672950786	-0.0799369243	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.101425	-0.027371999999999997	0.010287030625	0.0007492263839999996	-0.35019	0.053956	0.0029112499360000005	0.1226330361	0.699412	-0.04151499999999997	0.0017234952249999974	0.4891771457440001	-0.0458	0.0001613000000000031	2.6017690000001e-08	0.00209764	0.00454889	0.00210077	2.06924002321e-05	4.4132345929e-06	0.00284728	-0.0007398999999999999	5.474520099999999e-07	8.1070033984e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
