global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
630.4218424183756	n/a	397431.69939817925	n/a	1165.094556156727	n/a	n/a	1357445.324786041	643.5520978763774	n/a	n/a	414159.3026810864	737.3402235341075	553.0258873486071	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.00681159	n/a	n/a	4.63977583281e-05	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623.9035161760248	-6.518326242350781	389255.5974968073	42.48857700171886	1125.5042115284243	-39.59034462830277	1567.3953877877825	1266759.73016822	641.8517464840434	-1.700351392334028	2.8911948574122674	411973.66446461674	724.9566490913707	529.6611164595541	2.143062	44.509987	0.3966389346	0.28128600000000004	-0.0291965114	-0.1236251078	-0.0715014906	0.1594803009	-0.09249276810000001	-0.0705681096	0.0832580047	0.0889262968	0.10571064529999999	-0.0251387479	0.001534985	-0.030430874500000007	0.168289959	-0.0208268728	0.0430024992	-0.07527862769999999	0.0534003096	-0.09104639070000001	0.028979696099999997	-0.0198142876	0.05715995910000001	-0.058687488499999996	-0.18716886649999998	0.048498983600000004	-0.0100017319	0.0033794965000000002	-0.004633454699999999	0.0369503953	-0.0980435444	-0.0899161902	-0.0526701424	-0.09502500289999999	0.0593824275	-0.08000450320000001	0.0161107349	-0.054451250199999995	0.08636735529999999	-0.17367982199999998	0.1328231041	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-4.08946e-05	-4.08946e-05	1.6723683091600002e-09	1.6723683091600002e-09	-0.0535571	-0.0535571	0.0028683629604100004	0.0028683629604100004	0.18403	0.19084159	0.0364205124737281	0.0338670409	-0.00251263	-0.00251263	6.3133095169e-06	6.3133095169e-06	0.000531357	0.000531357	2.8234026144899996e-07	2.8234026144899996e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
624.6613983681581	0.7578821921332519	390201.86261126265	0.5743854171527034	1117.6167210165117	-7.887490511912575	62.212506575510886	1249067.1350956995	642.6390960512758	0.787349567232468	0.6199193410211545	412985.0077736009	723.5558606695496	518.9882102087905	2.268207	47.109169	0.8420491445999999	0.5307529999999999	0.0510267795	-0.0747323614	-0.0336691377	0.14016287130000002	-0.0567583437	0.0088504342	-0.1324629687	0.0463103089	-0.1040957929	0.07566785849999999	0.1773133023	-0.0836295376	0.0619139372	0.0934271293	0.0222463229	0.0048049067	-0.1153235919	-0.1299698369	-0.08490072609999999	-0.078525014	0.12327962320000001	-0.0711980232	0.12075649460000001	-0.051779747	0.0707953592	0.0892570685	-0.08791372900000001	0.1421465563	-0.027186982400000004	0.0276386436	-0.0441423756	0.11978662400000001	-0.1487774037	-0.15929404960000002	0.0724589429	-0.16078364550000002	0.0039917357	-0.2167298453	-0.0151243101	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0192375	0.0192783946	0.00037008140625	0.0003716564983533093	0.108559	0.1621161	0.026281629879209997	0.011785056480999995	0.34872600000000004	0.16469600000000004	0.02712477241600001	0.12160982307600005	-0.0104631	-0.00795047	6.320997322089997e-05	0.00010947646161	0.00135583	0.0008244729999999999	1.8382749889e-06	6.797557277289999e-07	-0.00114423	-0.00114423	1.3092622929e-06	1.3092622929e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618.3303722464769	-6.331026121681133	382332.44924246677	40.08189175340886	1100.61487436794	-17.0018466485717	289.0627894615488	1211353.1016799563	641.1848581944039	-1.4542378568719414	2.114807744359497	411118.0223777777	720.5653853698584	501.3190362999977	1.437457	29.855032	0.041537049999999916	0.0280652	0.029812638399999997	-0.0750243685	0.0224934886	-0.0367146781	-0.0363743549	0.0220269357	-0.027313094500000003	0.0869426826	-0.0765856987	0.0125441786	0.06258734889999999	-0.061937517000000004	0.1191822426	0.0408621761	-0.1121707929	-0.0431805404	-0.12070643800000001	0.036696902999999996	0.055916500300000005	0.07522820940000001	-0.1653754738	0.0900764014	0.0006506811	-0.031847463199999995	-0.060930220599999994	0.0234738248	0.0647429083	0.1296991681	-0.015871836299999997	0.029818707200000006	-0.0157291341	0.0387741861	0.0194319243	-0.014697856899999999	0.05125022940000002	-0.1103113483	0.056170358	-0.0375977971	0.0199859038	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0193346	9.70999999999958e-05	0.00037382675715999985	9.428409999999183e-09	0.125155	0.016596	0.000275427216	0.015663774024999997	0.348576	-0.000150000000000039	2.2500000000011696e-08	0.121505227776	-0.0103899	7.319999999999896e-05	5.358239999999848e-09	0.00010795002201	0.00135583	0.0	1.8382749889e-06	0.0	-0.000723551	0.00042067900000000003	1.7697082104099996e-07	5.23526049601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618.6664258363238	0.3360535898468697	382748.14645709156	0.11293201524896815	1100.697784132044	0.08290976410398798	0.006874028983778934	1211535.6119931918	641.3256762573947	0.1408180629907747	0.019829726864473797	411298.6230270046	719.1805580152834	502.673872747078	1.014881	21.078419	0.05746644999999999	0.0290921	0.0444312677	-0.0723819772	0.0237498211	-0.0183944471	-0.0347180373	0.0335845667	-0.0367153057	0.0698265636	-0.10229639730000001	0.0013717227	0.1318215877	-0.0836490123	0.0468404949	0.0605112765	-0.0674473156	0.0465930356	0.0575339488	0.011066036599999999	0.042378084100000005	-0.0100132045	0.0489115412	-0.0318305547	0.033094772	-0.07486105259999999	-0.0334369712	0.0082041394	-0.0962191967	-0.0324839185	0.0869844174	0.0433778221	-0.0033951059999999997	0.0268919608	0.0311565689	-0.0305667656	0.11547712480000001	-0.061960435599999995	0.0273916449	-0.0325588692	0.0123193634	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0192676	-6.699999999999762e-05	0.00037124040976	4.4889999999996796e-09	0.125613	0.00045800000000001395	2.097640000000128e-07	0.015778625769	0.372086	0.02351000000000003	0.0005527201000000015	0.13844799139600006	-0.0101092	0.00028070000000000005	7.879249000000003e-08	0.00010219592463999999	0.00128966	-6.616999999999994e-05	1.6632229156e-06	4.3784688999999935e-09	-0.00104531	-0.000321759	1.03528854081e-07	1.0926729961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
619.4068303613452	0.7404045250214041	383664.8214982883	0.5481988606721708	1097.1893462132564	-3.5084379187876493	12.30913662998701	1203824.461443873	641.4645604257728	0.13888416837812656	0.01928881222608381	411476.7822822299	722.0512478297197	491.7529230372755	1.255937	26.084986	0.10142269999999996	0.048485900000000005	0.0449193185	-0.06520057280000001	0.011160354099999999	-0.0979689947	0.044301830099999995	0.0303262619	-0.049005119900000005	0.061526845199999985	-0.1060962807	-0.019692523	0.06245341400000001	-0.0035031525	0.0759038735	0.0252318225	-0.0742550526	-0.0199971884	-0.18308292899999998	0.1417213323	-0.07094369860000001	-0.053993968200000006	0.013037350900000001	0.08960860470000001	-0.0204380292	-0.1034849432	-0.1138921409	0.0065935077	0.06807158599999999	-0.0053694149	-0.0589745914	0.022560394900000003	0.0239529013	0.1264948291	0.0439523849	-0.0406086582	0.0050199083000000005	-0.0625359488	-0.0315817748	-0.0190101315	-0.1199277172	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0192544	-1.3199999999997936e-05	0.00037073191936	1.742399999999455e-10	0.149101	0.02348800000000001	0.0005516861440000004	0.022231108201000004	0.330993	-0.04109300000000005	0.0016886346490000038	0.109556366049	-0.0107796	-0.0006703999999999997	4.494361599999998e-07	0.00011619977616	0.00135583	6.616999999999994e-05	1.8382749889e-06	4.3784688999999935e-09	-0.00104531	0.0	0.0	1.0926729961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
619.6016974059672	0.19486704462201487	383906.2634283558	0.03797316507971833	1100.4106453688057	3.221299155549332	10.376768249542838	1210903.5884409915	641.1722878794208	-0.2922725463520237	0.08542324135109584	411101.90274453076	718.8941885757608	515.1263466051319	1.353964	28.120937	0.09690000000000007	0.051147500000000005	0.0236172019	-0.07387432990000001	0.0288393893	-0.0225802331	-0.0372370041	0.017389812	-0.0024122179000000002	0.098787599	-0.0626087243	-0.0625371077	0.1446766863	-0.1026637693	0.049218096100000004	0.0378476667	0.0680034453	-0.0170132596	0.1339930375	-0.0052289968	-0.0723378345	0.0070795298	-0.017561378	0.044298489100000005	0.0011490645	0.1072740237	0.0511114777	-0.049792706	0.0120375326	0.08547858529999999	0.0313489677	0.0322354375	-0.0149230363	0.010158965899999999	0.0578969987	-0.0148874543	0.0731792395	-0.0899995275	-0.025791583700000002	-0.0321784105	0.0920439643	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0192544	0.0	0.00037073191936	0.0	0.108418	-0.04068300000000001	0.0016551064890000008	0.011754462723999999	0.35354	0.02254700000000004	0.0005083672090000019	0.1249905316	-0.0101062	0.0006733999999999992	4.5346755999999925e-07	0.00010213527844000003	0.00135583	0.0	1.8382749889e-06	0.0	-0.00104531	0.0	0.0	1.0926729961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617.5247989304708	-2.0768984754964777	381336.87729411846	4.3135072775195935	1100.2961627709951	-0.11448259781059278	0.013106265201461943	1210651.645808576	641.199057052219	0.02676917279825375	0.0007165886123027685	411136.23076465476	720.9786685382605	499.91989813744254	1.176754	24.440405	0.08502040000000001	0.042505699999999993	0.049706244000000004	-0.075442713	0.008918548	-0.09002339460000001	0.0287028344	0.026406554	-0.0388415255	0.0728014861	-0.1702344797	0.0369434888	0.0384629541	-0.0624271462	0.1276425903	0.0412673103	-0.0611838311	0.08747022380000001	0.0733824672	-0.08896604949999999	0.0338836716	-0.0191545444	-0.0398212455	0.043881900599999996	-0.12895307849999998	0.0476385604	0.0452674905	0.0337949963	0.0953280017	-0.037831414300000005	0.0191408521	0.0254649676	0.011023079	0.10561142	0.0321588955	0.0216774556	0.0739769322	-0.0543292598	0.0898846006	-0.0364027085	-0.0678092687	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0194545	0.0002000999999999982	0.00037847757025	4.004000999999928e-08	0.120197	0.011778999999999998	0.00013874484099999994	0.014447318809	0.335907	-0.01763300000000001	0.00031092268900000027	0.112833512649	-0.0106419	-0.0005356999999999983	2.8697448999999816e-07	0.00011325003561	0.00135583	0.0	1.8382749889e-06	0.0	-0.000472844	0.000572466	3.27717321156e-07	2.23581448336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
620.5522159176958	3.027416987225024	385085.0526803626	9.165253614538642	1096.7051879955884	-3.590974775406721	12.89509983760735	1202762.2693764388	641.1740182061793	-0.025038846039706183	0.0006269438110001103	411104.121622658	719.9240648176808	511.81196683164484	1.21441	25.222506	0.10244040000000004	0.0511993	0.0160875846	-0.0400911787	0.0254989052	-0.011893051100000001	-0.0131698582	0.0286067182	-0.0068836721	0.0891418051	-0.07229790629999999	-0.10047859810000001	0.1075296218	-0.0672508395	0.0513726133	0.030100413700000002	-0.0151096327	-0.028232297400000002	-0.042948147400000004	0.0801104074	0.042560994000000005	-0.028019392	-0.005060612	-0.0564873018	-0.0886323549	-0.0051831282000000005	0.007017418	0.1441938389	-0.0155004941	-0.0660297584	0.0045767081	0.031193532599999997	-0.0012247297	0.031101450299999996	0.0805000102	-0.0546865201	0.07076526150000001	-0.0514862369	-0.1017994008	-0.032573189700000005	-0.0856649427	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0192544	-0.0002000999999999982	0.00037073191936	4.004000999999928e-08	0.134008	0.01381099999999999	0.0001907437209999997	0.017958144064	0.295296	-0.040611000000000015	0.0016492533210000007	0.087199727616	-0.0110258	-0.0003838999999999995	1.4737920999999964e-07	0.00012156826563999995	0.00135583	0.0	1.8382749889e-06	0.0	-0.00104531	-0.000572466	3.27717321156e-07	1.0926729961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618.2560462888679	-2.296169628827897	382240.53877274273	5.272394964351643	1096.4125799225744	-0.2926080730139802	0.08561948439295475	1202120.5454124757	640.9747761690962	-0.1992420370830814	0.03969738934101599	410848.66368502297	718.5961084502835	494.50626311713205	1.262665	26.224722	0.09424499999999998	0.0474201	0.060488519500000004	-0.1024953266	0.0361883135	-0.012796995700000001	-0.0288948046	0.0345238514	0.0024410260000000002	0.10970474949999999	-0.1184283635	-0.0976123723	0.0547071778	-0.045791278399999996	0.0311336039	-0.03922282	-0.0043531945	-0.0763525753	0.012981306699999999	-0.0360972159	0.047327268799999996	-0.07904259599999999	0.021942837599999997	0.0418888072	-0.051688560700000004	-0.047297392599999995	0.0633239127	0.033644818199999996	0.11467705519999999	0.213369737	0.0013786992000000002	0.0388301666	-0.0072633649	0.0129313794	0.1066489041	0.0069107604	0.099410586	-0.057142422199999994	-0.059261386900000004	-0.0215824166	0.048745463600000004	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0192484	-5.9999999999990625e-06	0.00037050090256000016	3.599999999998874e-11	0.09434	-0.039668	0.0015735502239999995	0.008900035599999998	0.321171	0.02587499999999998	0.000669515624999999	0.103150811241	-0.0105742	0.00045159999999999813	2.039425599999984e-07	0.00011181370564	0.00147815	0.00012231999999999998	2.1849274225e-06	1.4962182399999994e-08	-0.00104531	0.0	0.0	1.0926729961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
