global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
701.7099347402342	n/a	492396.83251314366	n/a	1141.9501175737153	n/a	n/a	1304050.071026622	721.7643273534233	n/a	520943.7442399396	n/a	783.4921851200972	631.0796576606305	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.526710871192	-6.1832238690421955	483757.4055352987	38.232257414693116	1090.4872501256757	-51.46286744803956	2648.4267259744893	1189162.442686658	719.8833720793187	-1.880955274104508	518232.0693962909	3.5379927431815648	775.3987851482016	582.6523796662882	1.85455	32.540661	0.14516365	0.0747203	-0.08967551	-0.0680448117	-0.0599557554	-0.0720939206	-0.0088300212	-0.0445733926	-0.23293948579999998	0.0164877617	-0.050208294699999996	-0.08789207269999999	0.10575209029999999	-0.0566583471	0.052960075499999995	-0.013272728999999999	0.1162231636	0.0791503708	-0.0061941684	0.1932529377	-0.1351964053	0.0087428377	-0.048807128899999996	0.0523374687	-0.1046030058	0.0482387909	-0.18057634579999998	0.009107845699999999	-0.08244142110000001	0.0051311281	-0.0232413169	0.0025271584	-0.0014237732	0.007265804200000002	-0.0629989325	0.0744215242	-0.0128465581	0.0006904238000000001	-0.0769144489	0.1152662979	-0.034336885899999996	0.09987907019999999	-0.0148689527	0.011477248600000002	-0.0649193599	0.097678076	-0.0300554227	-0.0702605312	-0.0855625514	-0.0231894182	0.1007878289	-0.1003702171	0.0691363354	-0.0804885854	0.021843919700000002	-0.0199563502	-0.0459224349	0.021297991000000002	-0.17008364350000002	0.09526788289999999	-0.065505775	0.2223246969	-0.0520439388	0.0328948642	-0.2376312136	0.24388037140000002	-0.056706064199999996	0.1035244833	-0.1132216483	0.1411172607	-0.0129713879	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0193918	-0.0193918	0.00037604190724	0.00037604190724	-0.0581318	-0.0581318	0.0033793061712399995	0.0033793061712399995	0.017486099999999997	0.017486099999999997	0.00030576369320999984	0.00030576369320999984	0.000766325	0.000766325	5.87254005625e-07	5.87254005625e-07	-0.000236754	-0.000236754	5.605245651600001e-08	5.605245651600001e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.5957903386028	0.06907946741080195	483853.5035367855	0.004771972817760049	1085.8741021197384	-4.613148005937318	21.281134524683466	1179122.5656543479	720.0649057832286	0.18153370390984944	518493.46854060993	0.0329544856552289	772.236313338198	583.2941833455671	1.135783	19.928896	0.24220138	0.149948	-0.0128179169	0.028452978900000002	0.0454215142	0.0192385193	-0.0616786534	-0.0988468735	-0.1911535831	-0.0727148331	0.0157812077	-0.022280677599999996	0.0021771642	-0.1040275403	-0.0067515382	-0.0010809966999999999	-0.085872652	0.0706169382	0.0773977696	0.1655473293	0.05041317309999999	-0.0169466101	0.023398990699999997	0.0857727049	-0.0664769675	0.0813611748	-0.1263290665	-0.06538286	0.0627911813	-0.0476386821	-0.0530680342	-0.0313789991	0.1026495189	-0.0046150384	-0.023476739700000002	0.0096148937	0.0372746535	-0.1502846923	-0.033032581899999996	0.0759770545	-0.046533997800000004	-0.1145492939	-0.15903792619999998	-0.0332467195	0.0327985923	-0.0053013836	0.0030881818	0.023154021299999997	0.0148276584	-0.05339196	0.046186791500000005	0.0767415708	0.09306375900000001	0.0018335738	-0.0587983186	-0.0203630188	0.0994321534	0.0334688739	-0.1489162772	0.1258909181	0.1082215997	0.144517858	0.0233833388	-0.1024077591	-0.1047186634	0.1958721483	-0.0220329535	-0.0460643232	-0.12755380300000002	0.1185953392	-0.0021686953	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0262129	-0.0068211	0.0006871161264100001	4.652740521e-05	0.0548177	0.1129495	0.003004980233290001	0.012757589550250002	0.112052	0.0945659	0.008942709442810002	0.012555650704	0.000475266	-0.00029105900000000003	8.4715341481e-08	2.2587777075599995e-07	-0.000432107	-0.000195353	1.86716459449e-07	3.816279460899998e-08	-7.08856e-05	-7.08856e-05	5.0247682873599996e-09	5.0247682873599996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.3137446433137	-2.282045695289071	480683.94851133396	5.207732555387379	1080.395070213213	-5.479031906525278	30.019790632722028	1167253.5077410138	719.9822026160672	-0.08270316716141224	518374.3720838836	0.006839813858528496	773.783939922246	583.5311496169654	1.059347	18.587706	0.14874612	0.0711432	-0.0147545128	0.0038648595	0.0332915751	-0.0389168753	0.0535268422	-0.0566885802	0.0421545914	-0.0029332583000000003	-0.1661753169	-0.0033237534999999998	-0.0240623328	-0.0573932611	0.027672369300000003	-0.17945466129999998	0.0773963121	0.098252306	-0.1358288004	-0.0082324163	0.0048347453	-0.0405530141	-0.15190816640000002	-0.008827964	0.08676270009999999	0.0699149049	-0.1762589619	0.0329168419	0.0414870557	0.1652384776	-0.0035429885999999997	0.0716079065	0.2180866561	-0.0051981303	-0.06272235059999999	0.053209349	0.0666797674	0.1006419897	0.0025108699	-0.011861606100000002	-0.009867896999999999	-0.00338954	-0.0652140469	0.0956717157	-0.0220957278	-0.0162742453	-0.0219713813	-0.0319003721	0.0511276928	0.042841707699999995	0.1470657889	-0.015813771	-0.0260844986	-0.1394813771	-0.0381717725	-0.0238359687	-0.11808611210000006	-0.11820817119999999	-0.0784177791	0.0982846377	-0.0120966956	-0.0657964039	0.0114687792	0.1290439702	0.0695715309	0.1686438827	-0.07326845929999999	-0.0155047622	-0.10982145730000001	0.0157358652	0.1325357267	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0458134	-0.019600500000000003	0.0020988676195600004	0.00038417960025000016	0.11263900000000003	0.05782130000000001	0.012687544321000005	0.0033433027336900014	0.091687	-0.020364999999999998	0.0004147332249999998	0.008406505969000002	-0.000111934	-0.0005872000000000001	3.4480384e-07	1.2529220356e-08	-0.00063649	-0.000204383	4.051195201e-07	4.1772410688999995e-08	-0.00029848900000000004	-0.0002276034	5.180330769156001e-08	8.909568312100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.068588709652	1.7548440663382507	483120.34301082726	3.0794776971625666	1073.115402760605	-7.27966745260801	52.99355822056039	1151576.6676420558	720.4007582548709	0.4185556388036957	518977.2524941929	0.1751888227743698	773.0456368062132	581.5569514056058	1.277408	22.413891	0.23406615	0.175531	-0.0835421838	-0.0389616899	-0.0331054645	-0.014154624499999999	0.0499121492	0.08822989980000001	-0.079501776	-0.07607524759999999	0.0831458256	-0.0905974248	0.0456380792	-0.1135390257	-0.0029808953999999996	0.1098102728	-0.05786661940000001	-0.0444026999	0.01712238	0.0212493182	0.0895203705	0.0049328956	-0.0172113574	0.09380367419999999	0.0951601259	-0.0187187786	-0.1671899929	-0.036217991899999996	-0.0838592925	0.0594359941	-0.0579108175	0.0523842658	0.03905422	0.0644769261	0.0726679415	0.0221492296	-0.1268700401	0.0737159577	-0.0300365793	-0.0104526238	0.020712094	-0.1248234793	0.011308694199999999	0.031000013700000002	-0.0189477758	0.037914964	-0.027816431099999997	-0.0751621928	-0.077871551	-0.11523900990000001	-0.039499487400000005	0.0351391701	0.0824605633	0.0230081779	0.06831614	-0.0486072446	0.0232076869	0.0438750316	0.0083355136	0.0975487017	-0.055428650499999996	-0.0078770447	0.0781073055	-0.0058901526	0.0613001029	0.0331762528	-0.08414585949999999	-0.053754219900000004	-0.094634925	0.0098325385	-0.0695057127	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0531686	-0.007355199999999998	0.0028269000259600005	5.409896703999999e-05	-0.056324	-0.16896300000000006	0.003172392976	0.02854849536900001	0.0917257	3.869999999998873e-05	1.4976899999991288e-09	0.008413604040489998	0.00069186	0.0008037939999999999	6.460847944360001e-07	4.786702596e-07	-0.0007309639999999999	-9.447399999999988e-05	5.343083692959998e-07	8.925336675999977e-09	-0.000554406	-0.000255917	6.549351088899999e-08	3.0736601283600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.8982061727174	-0.17038253693453953	482883.5169420605	0.029030208892249724	1080.1357839793925	7.020381218787406	49.28575245710296	1166693.3118327768	720.5402600017952	0.13950174692433848	519178.2662834546	0.019460737394942182	773.1327180058319	582.9280392132392	1.343875	23.580145	0.26149219	0.16990999999999998	0.0074803796	0.0771387994	0.09251755710000001	0.041980174800000006	0.003955037	-0.09857389710000004	-0.061415102199999995	-0.0898239264	-0.0107921667	-0.006152543199999999	-0.1077541047	0.0593292035	0.0427375616	-0.0977115869	-0.0944042318	0.0571484129	0.0713951227	-0.0504671133	-0.0787493752	-0.0591676037	-0.029275227	-0.0316127381	-0.1033728824	-0.0424410579	-0.0297178079	0.09855635509999999	-0.0615893009	-0.0340431795	0.030281033199999998	-0.0279152432	-0.0052019555	0.063808525	0.0574772284	0.1128253642	-0.0451534655	-0.1269184336	0.1153466185	0.0873680618	-0.0728699529	0.0088970537	0.0378303105	-0.0191224714	0.04599373	-0.0760225533	0.028055915	-0.0019046816	0.0945795819	0.0749991721	-0.0147843774	0.0370498011	0.0861672016	0.0201795105	-0.1578622308	-0.007285505500000002	-0.0187690607	-0.0372681126	0.002981368	-0.1753080102	-0.0967929712	0.0201661575	0.0629018845	-0.0569776601	-0.045105976299999996	0.0378543047	-0.0191904104	0.049762044500000005	0.0613995947	-0.007991888	0.0076248027	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.053240599999999985	-7.199999999998874e-05	0.0028345614883599998	5.183999999998378e-09	0.103852	0.160176	0.010785237904000001	0.025656350975999997	0.13698900000000006	0.04526330000000006	0.0020487663268900056	0.018765986121000014	9.28692e-05	-0.0005989908	3.587899784846401e-07	8.624688308639998e-09	-0.000482152	0.0002488119999999999	2.3247055110399995e-07	6.190741134399994e-08	-0.000826221	-0.000271815	7.388339422500001e-08	6.826411408409999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.0062300219989	-1.8919761507185056	480257.6348493037	3.5795737548876136	1073.1532222176402	-6.982561761752322	48.7561687566857	1151657.8383561035	719.4629517134064	-1.0773082883888492	517626.93888816726	1.160593148231312	772.7534836515292	584.2956422227643	1.174987	20.616776	0.14484833049999998	0.090769	-0.0520554024	-0.0029367955	-0.0167165889	-0.0340426827	0.065502995	0.0487900696	0.0549489011	0.0775761807	-0.0424218635	-0.0258176944	0.033987034	-0.0325332312	0.0046355839	-0.0644496044	0.0748976014	-0.0232658298	-0.1616873943	-0.0114104652	-0.0402221495	-0.0917960558	0.0055254849	0.093229585	-0.0305562791	0.043399901	0.0523129811	-0.0629091602	0.2719079016	-0.0012017852	-0.0805229922	-0.07513196309999999	-0.04723759	-0.0194258893	0.0649403393	-0.0740813122	-0.014866633700000001	-0.0011983635	0.08603002119999999	0.0137470609	-0.0737286517	0.0783344225	-0.0132576347	-0.025835697400000003	0.013296595900000001	-0.035103692799999996	0.0553756123	-0.0479746935	-0.0280655824	0.022085490099999997	0.0413411016	-0.0261787822	-0.05855823900000001	-0.11487040009999999	0.1004956717	0.08506524369999999	-0.0645234183	0.0457129243	0.0459539616	-0.0315863746	-0.0037537864	0.0168934688	0.1315490452	-0.060044125999999996	0.11211165619999999	0.0304311844	0.20369274539999999	-0.0984570389	-0.049262549100000004	-0.006723017800000001	0.0675902801	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.06089830000000001	-0.007657700000000017	0.003708602942890001	5.864036929000026e-05	0.0249342	-0.0789178	0.00062171432964	0.00622801915684	0.0942936	-0.04269540000000005	0.0018228971811600047	0.008891283000960001	-3.39741e-06	-9.626661e-05	9.267260200892099e-09	1.1542394708099994e-11	-0.000284881	0.00019727099999999995	8.115718416100001e-08	3.891584744099998e-08	-0.0008082099999999999	1.8011000000000174e-05	3.2439612100000637e-10	6.532034040999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.8014944368182	1.7952644148192576	482749.11667163594	3.222974319116332	1073.5013594029233	0.34813718528312165	0.12119949977685456	1152405.1686399244	720.0328526361751	0.5699009227687384	518447.3088753879	0.32478706177265954	771.8987876002265	582.419499020259	1.076961	18.896774	0.14226867050000006	0.0821298	-0.0713715483	0.026022878399999998	-0.0206286584	0.13688497119999998	0.0326070981	0.0880107444	-0.0618486984	-0.06609534480000001	-0.0178129398	-0.0794042838	0.0273905907	-0.055911597800000004	-0.021822842400000004	0.0462866128	-0.1091059304	-0.0028437764000000003	0.0635558782	-0.1047644965	-0.067068846	0.0639754181	0.0009370845	0.0323502001	-0.0381255061	0.0634496715	0.0460726621	0.058085665700000004	-0.011124543300000001	-0.0602244993	0.0296082198	0.0049818590999999995	-0.10593550369999999	0.058458995	-0.023052596800000002	0.1393097261	-0.010461741600000001	-0.0353106294	0.07676909559999999	-0.0010072522	0.148876425	-0.0292946571	0.042433534	0.0696977965	-0.0766216469	-0.0022124582999999997	-0.08613962160000001	-0.0471286897	-0.0696156329	-0.0437249233	-0.055264450199999995	0.10830358179999999	0.07796025969999999	0.07682409400000001	-0.0854672366	0.0126047199	0.0069771039	-0.0838270166	0.0111303553	-0.0051657075	-0.0490697567	-0.009887451700000001	0.0239587689	0.0044151402	0.011479058	0.019329156	0.08567629210000001	-0.060599535999999996	0.1625568197	-0.0226873502	-0.0923967925	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0724	-0.011501699999999995	0.005241760000000001	0.0001322891028899999	-0.0425185	-0.06745269999999999	0.00180782284225	0.0045498667372899995	0.10106	0.006766399999999992	4.578416895999989e-05	0.0102131236	0.000802046	0.0008054434100000001	6.487390867124282e-07	6.432777861159999e-07	-0.000325455	-4.057399999999998e-05	1.05920957025e-07	1.6462494759999985e-09	-0.00109315	-0.0002849400000000001	8.119080360000008e-08	1.1949769225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.3116753877106	0.5101809508923907	483458.325930465	0.260284602653464	1080.5821856927796	7.080826289856304	50.138100947120186	1167657.8600365848	719.8345867863188	-0.19826584985628412	518161.8323338304	0.03930934721923461	772.0136653611912	588.64683324068	1.254312	22.00865	0.34697019999999995	0.228186	0.022137491000000002	0.1455623778	-0.0764464035	-0.0846541062	-0.051687560199999996	-0.0641576934	0.0033388640999999996	-0.022861989500000002	-0.1106979303	0.0357754831	-0.0348256837	-0.0426235896	0.0433565621	-0.1438931964	0.0619207392	0.0086048692	0.0569066902	-0.10987550900000001	0.013620620900000002	-0.0079325164	0.019844288	-0.029644544	0.10170477230000001	-0.019307908500000002	0.0803848302	-0.1093935708	0.0940590548	-0.0452673355	-0.0109642808	-0.09360206089999999	-0.0182005751	0.0390780202	-0.0304725212	0.0337189032	-0.027013599999999995	0.0625894143	-0.0693842374	0.0923716876	0.0574647999	0.06318541150000001	0.10355744550000001	-0.1283755288	0.2262003787	0.0075075204	0.0004989647	0.0523441626	0.0489179396	0.0656815422	0.1142977751	-0.002688049	0.0474424488	-0.0658316124	-0.0653697126	-0.0149685246	-0.0309700944	-0.0932636022	0.0404145828	0.0999039976	0.0555400821	-0.1063234101	0.0437264579	-0.0209741709	0.0072227539	-0.0491468537	0.0594088676	0.0068931288	-0.0109643617	-0.0597651762	0.08642400550000001	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0665977	0.00580230000000001	0.00443525364529	3.366668529000012e-05	0.1662	0.2087185	0.027622439999999998	0.04356341224224999	0.156375	0.05531499999999999	0.0030597492249999987	0.024453140624999998	-0.000459854	-0.0012619000000000003	1.5923916100000003e-06	2.11465701316e-07	-0.000413676	-8.822099999999998e-05	1.7112783297599998e-07	7.782944840999996e-09	-0.000900583	0.00019256699999999996	3.7082049488999975e-08	8.110497398890001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.424804597742	-1.8868707899686117	480837.9596314167	3.560281378036772	1067.8251378383204	-12.757047854459188	162.74226996096178	1140250.524999428	720.4098299002634	0.5752431139445662	518990.3230169264	0.33090464014064114	772.0993415809994	590.5806558601586	1.377909	24.177324	0.31198269999999995	0.213875	-0.054278024400000006	0.0217440732	0.07028072769999999	-0.0056749527	0.10239408970000001	0.0557741872	0.0485616163	-0.0056312949	0.1372837659	-0.063086949	0.0196472304	-0.08625432220000001	-0.0299920416	0.0820190807	0.0330915548	0.0193924582	0.0314556482	-0.0016247148999999998	-0.10896243720000001	-0.09721604210000001	0.13305092529999998	-0.1028568807	0.0321173837	0.0262888932	0.1541966285	0.0741538358	0.0502070747	-0.046355900199999994	0.0929149604	0.0425148758	0.084263774	-0.1128262659	-0.0887764776	-0.17023973550000002	-0.053541287800000004	-0.0778508494	0.0143732169	-0.1495536891	-0.0959974308	0.0129939521	0.0745535179	-0.10904221439999999	0.0038929588	0.0382055238	0.0284761336	-0.0689242186	-0.0273838681	-0.1130107242	0.0118627656	0.0061411311	0.044829806900000005	0.0806600844	0.1033515384	0.0819561937	-0.0502171999	0.0485817907	0.015900668899999998	-0.0656030283	-0.07394369070000001	-0.09679676640000001	-0.0414699086	-0.1250703811	0.0440574013	-0.0699888247	-0.0124358859	0.0679377266	0.057629334500000004	-0.030455071099999998	0.0347239145	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.07426	-0.007662300000000011	0.005514547600000001	5.8710841290000174e-05	-0.0344	-0.2006	0.00118336	0.04024036	0.102588	-0.05378699999999997	0.002893041368999997	0.010524297744000002	0.00032867300000000003	0.000788527	6.217748297290001e-07	1.0802594092900002e-07	-0.000410862	2.814000000000017e-06	1.6880758304399993e-07	7.918596000000098e-12	-0.00110791	-0.00020732699999999988	4.2984484928999953e-08	1.2274645680999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
