global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
693.9963982806686	n/a	481631.0008265404	n/a	1078.8171537514247	n/a	n/a	1163846.4512283253	716.9147090766676	n/a	513966.7000904829	n/a	772.4921795710503	610.9424501955051	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00514541	n/a	2.64752440681e-05	n/a	0.0405523	n/a	0.00164448903529	n/a	0.0153984	n/a	n/a	0.00023711072256000004	-0.000460538	n/a	n/a	2.1209524944400003e-07	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.7768569521725	-7.21954132849612	471662.4512451048	52.121776993863534	1044.2643736832904	-34.552780068134325	1193.8946104368606	1090488.082144155	713.9801516923262	-2.9345573843413604	509767.6570105972	8.611627041992406	765.0394633359546	584.8302851219443	1.341497	25.628338	0.17221835	0.101043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00734099	-0.012486399999999998	5.3890134180100015e-05	0.00015591018496	-0.0428595	-0.08341180000000001	0.00183693674025	0.006957528379240002	-0.0180845	-0.0334829	0.00112110459241	0.00032704914025	0.000396207	0.000856745	7.34011995025e-07	1.56979986849e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.7119584239033	-2.0648985282691683	468830.46600869705	4.263805932048177	1037.981691328544	-6.282682354746385	39.47209757064157	1077405.9915332648	714.7747225138369	0.7945708215106606	510902.9039447325	0.6313427903961261	763.6772625269298	583.3935920525993	1.221474	23.335382	0.31487701	0.202047	-0.031340241899999996	-0.0124551596	-0.0505366621	-0.0530784854	0.05999188	-0.0576438039	-0.1074065826	-0.0934753335	0.009286061600000001	-0.0467789874	-0.0430848249	-0.0073838249	0.1190903283	-0.032377540499999996	0.0356268705	-0.025838714199999998	0.051608056900000004	-0.17139082030000002	0.005331003199999999	-0.0926390585	0.0030313474	-0.0878357095	0.08658373400000001	-0.11479008939999999	0.0536628079	-0.1466817813	0.059897405	-0.0146027728	0.1365310145	-0.0715353213	0.0015031253	-0.0314095516	0.0462507583	-0.0530587497	0.0353041242	-0.10976862609999999	0.051215530499999995	-0.12163889230000001	0.040129243700000004	-0.1094050566	0.1019480343	0.1043502734	-0.009187790500000001	-0.0830052153	0.0063950393000000005	-0.12148099710000004	0.0197907779	-0.0283581624	0.0186400238	-0.0515912738	0.0619307635	-0.0278294973	0.13581278119999998	0.10118990789999999	-0.0280773486	0.0713639334	-0.0117522967	0.033696722900000003	-0.0467280086	0.0255837641	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	0.00430077	0.01164176	1.84966225929e-05	0.00013553057589760006	0.119989	0.16284849999999998	0.014397360121000003	0.02651963395225	0.0987261	0.1168106	0.013644716272360006	0.00974684282121	1.07215e-05	-0.00038548550000000003	1.4859907071024995e-07	1.1495056225e-10	-0.0	0.0	0.0	0.0	-8.603749999999997e-05	-8.603749999999997e-05	7.402451406249994e-09	7.402451406249994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.3036484455549	-0.4083099783483704	468271.48327589757	0.16671703841884666	1034.6960374153582	-3.2856539131857967	10.795521637233144	1070595.8898430443	713.1257043843848	-1.6490181294520883	508548.270253725	2.7192607912616635	761.601814316409	575.5009677222345	1.039418	19.857334	0.11427566999999995	0.0521356	0.0224328095	-0.1322670293	0.0847296681	-0.0549096647	0.05020268889999999	0.002686175	0.0320070092	0.08066706400000001	0.0060761614	0.0870658459	0.0662364065	0.0277917721	0.1054217424	0.0477110209	0.0124210916	-0.0044925228999999995	0.0202678115	0.12680646480000002	0.0819738661	0.0346047535	0.0747781313	-0.058283341100000004	-0.052899982699999994	0.048777160599999994	0.0142550433	0.0059694467000000005	0.08524799529999999	0.0822316096	0.0578720515	-0.069786685	-0.0379060153	-0.20375023899999997	0.0755524494	-0.0601585824	-0.0562764694	0.0601086648	-0.0380629651	-0.0044922886	-0.0200801779	-0.2046858805	-0.041538800099999995	0.0454487767	0.0047136525	0.0913085437	-0.0260069521	-0.0057422788	-0.1074060723	-0.0968121169	-0.0193531669	-0.05779003	0.0666058862	0.045169472999999995	-0.0927874301	-0.12232306609999999	0.034072662999999996	0.0426141195	0.0024477635999999997	0.030768996099999998	0.048177905	-0.0131143135	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.0196235	-0.02392427	0.00038508175225000015	0.0005723706950329	0.098069	-0.02192000000000001	0.009617528761	0.0004804864000000004	0.0613895	-0.03733660000000001	0.001394021699560001	0.0037686707102500003	-0.000351061	-0.0003617825	1.3088657730625e-07	1.23243825721e-07	-0.00017407599999999998	-0.00017407599999999998	3.0302453775999994e-08	3.0302453775999994e-08	1.3234899999999996e-23	8.603749999999997e-05	7.402451406249994e-09	1.751625780099999e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.3168502453279	2.0132017997730145	471030.8189306679	4.052981486609305	1038.5954771416195	3.899439726261335	15.205630178745071	1078680.565139028	713.410176305434	0.28447192104920305	508954.07965615037	0.08092427386542403	762.3236058535017	587.0169222679441	1.128568	21.560493	0.2028868545	0.119002	0.1085331273	-0.0025134689000000003	-0.0129213256	-0.0136810089	-0.056784743600000014	-0.0188467972	0.0494326514	0.0798944857	0.1750879332	-0.0097695588	0.1267265359	0.0285070892	-0.059480153	0.029533447799999998	0.1334373133	-0.0462488337	-0.0308249917	0.12226428939999999	0.0882109541	0.028295175	0.1204344243	-0.1613082464	-0.011680866699999999	0.0432388166	-0.0390471633	-0.0083674982	-0.0977635356	0.0840432666	-0.033143949900000004	-0.0557768711	-0.024387539500000003	-0.1341795834	-0.0220992842	-0.0376559134	-0.012965114299999999	0.0271113529	-0.0195133358	0.0710444875	0.1370912849	-0.0692849042	-0.018764927600000002	0.16112467800000002	-0.0484469133	0.08431278539999999	-0.0538220226	0.0966642097	0.09648053279999999	-0.018632909399999998	0.12601687539999998	-0.13580133519999998	0.008228151500000001	-0.0548984877	-0.07178793530000001	-0.076179996	0.14942195960000001	-0.0609939574	-0.1628606335	-0.108661185	-0.026006332000000004	0.007713388299999999	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.0233554	-0.0037319000000000002	0.0005454747091599999	1.392707761e-05	-0.00442617	-0.10249517	1.95909808689e-05	0.0105052598733289	0.013749700000000002	-0.0476398	0.00226955054404	0.00018905425009000008	0.000195137	0.000546198	2.9833225520399997e-07	3.8078448769000006e-08	-9.51931e-06	0.00016455668999999998	9.061726287610001e-11	2.7078904223756094e-08	-0.000269645	-0.000269645	7.2708426025e-08	7.2708426025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.3990633209949	2.082213075666914	473893.2703812231	4.335611292478268	1037.7548828566646	-0.8405942849549319	0.7065987518988933	1076935.1968928496	716.0325507244963	2.6223744190623397	512702.6136970284	6.876847593752542	763.4164534142277	596.1805365958962	1.299932	24.834263	0.3338387355	0.213397	-0.0110838211	0.10092431029999999	0.0097108843	0.0365899848	0.1521518658	0.0038075879999999998	-0.06455539490000001	-0.13196816960000002	0.1536942479	-0.04659966	-0.0847070809	-0.0792683919	0.059266265599999986	0.1010402678	-0.0973745335	-0.0254632552	0.1438449238	-0.1717204124	0.0143514675	-0.0840265473	-0.0107638479	-0.054565101500000004	0.0553297487	0.0659293356	-0.0426724345	-0.09898779699999999	-0.0603423933	0.067951099	0.1181628393	0.0024625578	0.0691643732	-0.0690751507	-0.010542726399999999	0.0833638952	-0.0124090585	0.0744717651	-0.0676241402	-0.1417114225	-0.0148247351	-0.0072443389	0.0369355248	0.0137922102	0.0345705707	-0.07137067650000001	-0.0035859059	-0.1057798565	0.0270874102	0.1114770206	0.10035247800000001	0.0090063769	0.17725993559999995	-0.0231660896	0.1170915508	0.12783365929999999	-0.041171125499999996	-0.0123144237	-0.0029354138	-0.054325481200000005	0.073369308	0.0597610388	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0186436	0.0047118000000000064	0.00034758382095999985	2.2201059240000048e-05	0.176735	0.18116117	0.031235260225	0.0328193695157689	0.12150300000000006	0.10775330000000004	0.011610773660890009	0.014762979009000013	-0.000371733	-0.00056687	3.2134159690000004e-07	1.38185423289e-07	0.000207135	0.00021665431	4.2904908225e-08	4.6939090041576106e-08	-0.00024892	2.0724999999999972e-05	4.29525624999999e-10	6.196116640000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.2621323187682	-3.1369310022266745	469584.189990065	9.84033611273085	1034.7195658715261	-3.0353169851384783	9.213149200270148	1070644.5799973595	714.3958173557685	-1.6367333687278458	510361.3838554165	2.6788961203072037	763.0919516543469	596.3144512863329	1.190307	22.739956	0.235575995	0.137302	0.0536219536	0.046710127000000004	0.0684416527	-0.0972475436	-0.0715477021	-0.042472730800000004	0.0217175503	0.1386264737	-0.0374763839	0.005566301	0.0701951681	-0.0158048932	0.0167216651	0.1347473615	0.004351249099999999	0.08718412019999999	-0.11064202470000001	-0.028531627099999998	-0.059611659500000004	0.0879072578	0.0178271635	0.0112873954	-0.023358552999999997	-0.0187587531	0.1254837476	0.0397246886	0.1449384202	-0.015043896299999996	-0.0891006356	-0.1858215995	-0.0027612015	-0.0004759294	-0.130289183	0.13018999050000002	-0.0691418696	0.1369663106	0.0049793823	0.1080990385	0.11057665609999999	0.07171911389999999	0.1411849632	0.11051541529999999	-0.0396885684	0.056256253099999994	-0.0676980049	0.0215799994	-0.08529661220000001	-0.0638964226	0.0071066263	0.0289632363	0.038239733399999996	-0.0368546789	-0.1092981618	-0.0059646822	-0.1612113142	0.1115397392	-0.0460301089	0.1228868442	0.0836891697	0.023249318199999997	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.0431054	-0.02446180000000001	0.00185807550916	0.0005983796592400003	0.0667164	-0.1100186	0.004451078028959999	0.012104092345960002	0.0476779	-0.07382510000000006	0.0054501453900100095	0.0022731821484100003	8.13609e-05	0.0004530939	2.0529408221721e-07	6.619596048810001e-09	0.000148497	-5.863799999999999e-05	2.2051359009000002e-08	3.438415043999999e-09	-0.000282598	-3.3677999999999985e-05	1.1342076839999991e-09	7.9861629604e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.9871655505476	-0.2749667682205654	469207.4169689734	0.07560672362566215	1031.7513269073884	-2.968238964137754	8.810442548225566	1064510.800575157	715.9886631823662	1.5928458265976817	512639.7658056718	2.5371578273096507	764.8835391253348	596.4444946644643	0.8997139999999999	17.188385	0.07167040499999999	0.032692700000000005	0.041808783700000005	0.11560606	-0.0185981983	-0.045121699800000005	-0.05934418480000001	-0.0745704391	-0.0190762375	-0.0323649963	-0.0857990637	-0.13786393130000002	-0.0502414978	0.0173727257	-0.025879914599999998	-0.0646551269	-0.0112159742	0.060524238099999995	-0.0056650202	-0.005472762	0.0831190332	-0.0202568336	-0.107145882	-0.0118811171	0.0809904713	-0.0329527426	0.12284513279999999	-0.002519182	-0.0108018907	0.0528653145	-0.0099499314	-0.0598713919	0.06277651990000001	-0.0818627995	0.0099177721	0.0131164481	0.0973190269	0.020420169199999998	0.047762315	-0.0406340327	0.0155694531	0.1308731022	-0.042563959299999996	-0.0631480891	-0.073625774	-0.10321231089999999	0.04585558	0.0387493791	0.10750767439999999	-0.0334903077	-0.0220994223	0.1174298184	-0.0083365072	-0.0324525037	-0.0962075492	0.0445441182	0.0334569708	0.1223767848	0.0348453907	-0.0075521589000000005	-0.0951972493	-0.00043172779999999997	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.053612699999999985	-0.01050729999999999	0.0028743216012899987	0.0001104033532899998	0.06898510000000001	0.0022687000000000124	0.004758944022010001	5.146999690000056e-06	0.0650367	0.0173588	0.00030132793743999997	0.004229772346890001	0.000533328	0.0004519671	2.0427425948241e-07	2.84438755584e-07	0.000327256	0.00017875900000000001	1.07096489536e-07	3.1954780080999994e-08	-0.000482584	-0.00019998600000000006	3.999440019600002e-08	2.3288731705600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.8263118957891	-1.1608536547585118	467618.42484099703	1.347581207766194	1030.2631885896383	-1.4881383177500993	2.214555652756096	1061442.2377628887	713.2862971533963	-2.702366028969891	508777.3417068031	7.3027821545304965	761.963474296497	580.4271853675389	1.0138410000000002	19.36871	0.18325085	0.113097	-0.0179973622	0.0117942716	0.10119338619999999	0.0957463326	0.074341483	0.0077983129000000016	0.0411983971	-0.0006874175999999999	-0.07969809679999999	0.0406363708	-0.0025752442	-0.0724641141	0.06658432	-0.0309439648	-0.1019722665	-0.0108356171	-0.013511111999999999	-0.0343418417	-0.044375424100000005	0.087192177	-0.0130954502	-0.0046294655	0.1116722859	-0.069934581	-0.0326650099	0.13109801810000002	0.0116384147	0.1082408184	0.079776396	-0.1411854146	-0.057020608499999986	-0.040963317400000004	0.006537167900000001	0.0023223931	0.039560065299999995	-0.0628487669	-0.0485630136	-0.0927260762	-0.1197636416	-0.0286731871	0.0104645409	0.0598565759	0.0077002717000000005	0.0206878676	-0.0074521905000000015	-0.1087127799	-0.0212369719	0.0912476858	-0.0645059565	0.0111900379	0.0206419228	-0.0031005620000000003	-0.1504641133	0.07281524730000001	-0.021643627599999996	0.0423883526	-0.025907938199999998	-0.1306508527	0.0556107142	-0.0521295654	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.049675	0.003937699999999995	0.002467605625	1.5505481289999965e-05	0.169773	0.10078789999999999	0.028822871529000007	0.01015820078641	0.0990266	0.0339899	0.0011553133020100002	0.00980626750756	-0.00017161799999999998	-0.000704946	4.96948862916e-07	2.9452737923999994e-08	0.000212745	-0.000114511	4.5260435025e-08	1.3112769120999999e-08	-0.000411334	7.125000000000002e-05	5.076562500000003e-09	1.69195659556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.7863832271904	0.9600713314013092	468932.39065337647	0.9217369613786824	1030.504611009448	0.24142241980962356	0.058284784786734115	1061939.7533117335	712.6893140482701	-0.5969831051261281	507926.05835859384	0.35638882780603365	760.7745866426798	590.3936880573308	1.1788530000000002	22.521152	0.29426995	0.189642	0.0757208773	0.0368630453	0.053141277599999995	0.0399418654	-0.142178905	0.0170367031	0.1040043769	0.0357597947	0.056356879400000004	0.0461760717	0.1359993808	0.0389768042	0.009244861	0.0355659241	0.0464734046	0.0523033131	-0.0389073484	0.0647928336	0.09001604810000001	-0.0625531666	0.0675566845	0.1321502494	0.05752916950000001	0.0090808652	0.1291479526	0.0742836015	-0.0140524832	-0.0433003638	0.1043183681	-0.0239793927	-0.0577038326	0.044110568899999994	-0.0116067297	-0.0731634563	0.0673142557	0.0955172845	-0.0531296798	0.1913802973	0.0711359293	-0.005111656500000001	-0.0819791453	-0.1221865008	-0.0137552933	0.1422161703	-0.0227798864	0.0281990439	0.0016651666	-0.0867128664	0.018920842900000002	-0.010610443899999999	0.0123473643	-0.0085957935	0.003936858400000001	-0.0575621512	-0.0055440541	0.05531874	-0.086241311	0.1556621762	0.1351633535	0.0733627683	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.0693735	-0.019698500000000008	0.004812682502250001	0.0003880309022500003	-0.00554425	-0.17531725	3.07387080625e-05	0.030736138147562507	0.0459326	-0.05309400000000001	0.0028189728360000013	0.00210980374276	0.000668418	0.0008400360000000001	7.056604812960002e-07	4.4678262272400005e-07	0.000210644	-2.100999999999985e-06	4.4370894736000004e-08	4.414200999999939e-12	-0.000492401	-8.106699999999992e-05	6.571858488999989e-09	2.42458744801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
