global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
731.3616013698871	n/a	534889.7919583257	n/a	1222.7674896362892	n/a	1495160.3337114325	n/a	793.8582445845357	n/a	n/a	630210.9124948403	853.1091644175824	660.8551599817431	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00270544	n/a	n/a	7.319405593599998e-06	-4.07884e-09	n/a	n/a	1.6636935745600002e-17	3.3420000000000004e-08	n/a	n/a	1.1168964000000005e-15	-0.00017029	n/a	2.89986841e-08	n/a	-0.0	n/a	n/a	0.0	-6.61833e-05	n/a	n/a	4.380229198889999e-09	0.0	0.0	0.0
725.1922746996562	-6.16932667023093	525903.8352840616	38.06059156402266	1192.0543215281734	-30.713168108115724	1420993.505473994	943.2986952373767	794.2766858342637	0.41844124972806185	0.17509307947398225	630875.4536598617	845.2935657364199	640.40089182912	1.358945	25.692108	0.11129558425884	0.067101	-0.0245841038	-0.0183757383	0.0535838058	-0.0009202363	0.0006904330000000001	-0.0121069629	0.0605047686	-0.1089955855	-0.20304892019999998	0.0815828142	-0.0366409723	0.1474975295	-0.0339411971	-0.11026274679999999	-0.053140439500000004	0.08157812269999999	-0.0800091046	0.12204078130000001	-0.0518069555	0.1104080668	-0.1133323104	0.145330357	-0.09633061529999999	0.0702012761	-0.1068055595	8.98219e-05	-0.0570581404	0.08416669	-0.0176985191	0.1335401095	0.027508534700000004	-0.002468216	0.012332315900000002	-0.032104871	0.0563063989	-0.11665478609999999	0.0418641784	-0.036691790099999996	0.0490348567	-0.0158747193	0.0799359568	-0.0987762499	0.06335111389999999	-0.042951644000000004	0.0166055665	-0.0104125953	-0.0907365112	0.0158363423	-0.0016583398999999999	0.1581066353	-0.0535234743	0.0583859642	-0.020272091699999998	0.0834811191	0.037707561699999996	-0.0332174727	0.034043676099999996	-0.042110477599999994	0.1437473594	-0.1960997806	0.0047584409999999995	-0.2179317516	0.0574147047	-0.1171455007	0.050772243099999996	-0.0799772164	-0.065346687	0.041409575899999995	-0.0398925637	0.0287116266	-0.0172016895	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-1.6171400000000002e-05	0.0026892686	7.232165602945959e-06	2.615141779600001e-10	0.0437984	0.043798404078839996	0.0019183001998533489	0.00191829984256	0.0511969	0.05119686658	0.002621119147610321	0.0026211225696100003	-5.42028e-05	0.00011608719999999999	2.9379435278399995e-09	1.347623800384e-08	-0.0	0.0	0.0	0.0	-0.000222317	-0.0001561337	2.4377732275690003e-08	4.9424848489e-08	0.0	0.0	0.0
722.7696351464383	-2.4226395532178917	522395.9454897156	5.869182404815785	1174.5513779117944	-17.50294361637907	1379570.939354495	306.35303523814486	794.457006739568	0.18032090530425648	0.032515628889746635	631161.9355575939	843.9210877961464	629.8292777373091	1.054822	19.942379000000006	0.1319748828	0.0613038	-0.023088352200000002	0.09418254710000001	0.0113013035	0.0396188574	-0.048538495300000005	0.0012462463	0.005403727	-0.08648061619999999	-0.034519557799999996	0.0048434819	0.0177171549	0.0006451731	0.010876153400000001	-0.086748857	-0.094148466	0.111581329	-0.072648361	0.0303857165	0.0219412196	0.0694611554	-0.0571432059	0.1199546481	-0.10818815650000001	-0.039898292	0.1008868765	-0.0693997363	-0.2280624491	0.0826292809	-0.1301891934	0.0209197013	0.0023393607	-0.030425530099999997	-0.1018042009	0.0014456507000000002	-0.0431627962	-0.0420543788	0.2010589284	0.0029375917	0.0790930435	-0.0325906011	0.011967573600000002	-0.1119364597	-0.0139497047	-0.06208374940000001	-0.0972792901	0.0643512708	-0.0726703925	0.06560538099999999	-0.0114346952	-0.0022261034	-0.0745928669	0.11310935189999999	-0.0451055979	-0.0371470075	0.0505076338	0.0642363398	0.0275675687	-0.032630249900000005	0.015778172099999998	-0.1452375155	-0.0207151237	-0.11149262869999996	-0.0391523402	-0.1451231928	0.0248249712	-0.16945195489999998	0.0355251177	0.1953374135	-0.1165273099	-0.0067941146	-0.0368933869	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-3.37142e-05	-1.75428e-05	3.0774983184e-10	1.1366472816400002e-09	0.014697	-0.0291014	0.0008468914819600001	0.000216001809	0.0941615	0.0429646	0.00184595685316	0.008866388082250001	0.0006702189999999999	0.0007244217999999999	4.491935079609999e-07	5.247869443152398e-07	0.000251088	0.000251088	6.3045183744e-08	6.3045183744e-08	0.0	0.000222317	4.9424848489e-08	0.0	0.0	0.0	0.0
722.7799226264386	0.010287480000329195	522410.8165518806	0.0001058322447571732	1171.8482232050942	-2.703154706700161	1373228.2582289362	7.307045368355234	794.1195514283464	-0.3374553112215608	0.11387608707164044	630625.8619607581	844.0302806424584	632.3916291711122	0.949801	17.956867000000006	0.14586582420000002	0.07063530000000001	-0.028139727200000002	0.0981796252	-0.0561531299	-0.0336233944	0.0276046396	-0.0738865915	0.0021100096	-0.008059774799999999	-0.0487973228	-0.0606508242	0.0078727083	0.040483832000000004	0.0138074823	-0.0357301442	-0.0142400203	0.0747948188	-0.0645984765	-0.0731966443	0.0968160098	0.0447338517	-0.14986314650000002	-0.0111461222	-0.0564704803	-0.1047101974	0.0505310576	0.09122630279999999	-0.0804751778	-0.05757112530000001	-0.0872749952	-0.1211347826	-0.0358418919	0.057790997300000015	0.0290267933	-0.0366814143	-0.0684091496	0.0022839227	0.0274390316	0.1407691364	-0.029357027	-0.0169583573	-0.0135092804	-0.024714046099999998	-0.0427503236	0.0529704233	-0.0257858054	-0.2395989002	-0.0135786124	-0.017944378799999997	0.01449992	-0.0474594062	-0.007892146899999999	0.1156300217	-0.0401043961	-0.0245464875	0.0638529511	0.09965635119999999	0.0206887626	-0.0587461394	0.1334404591	-0.1243324517	-0.038125113100000003	-0.0002914128	0.0610335709	0.0104088242	-0.01441371	0.046821795199999995	0.052987191399999994	0.098674598	-0.0354712565	-0.0081222327	0.06425879940000001	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00921761	0.009251324200000001	8.558699945350561e-05	8.496433411209999e-05	0.058701	0.044004	0.0019363520159999996	0.003445807401	0.0455119	-0.0486496	0.00236678358016	0.0020713330416099996	0.0	-0.0006702189999999999	0.0	4.491935079609999e-07	0.000297889	4.680100000000002e-05	2.190333601000001e-09	8.873785632100001e-08	-0.00016219799999999998	-0.00016219799999999998	2.6308191203999995e-08	2.6308191203999995e-08	0.0	0.0	0.0
724.8378034128779	2.0578807864392274	525389.8412564058	4.234873331195733	1169.7364047036024	-2.1118185014918254	1368283.25648891	4.4597773832431775	794.9819557580626	0.8624043297161279	0.7437412279131238	631996.3099809141	843.6238251282314	637.2428173615558	0.97394	18.413233	0.10038909	0.043087400000000005	-0.0227214315	0.036519185499999995	0.0138825189	0.04992759	-0.0027230416999999996	-0.095058999	0.0641589314	-0.1260892075	-0.0054409725	-0.06651989929999999	-0.0254252124	0.016328038200000002	0.0158382829	-0.06058214150000001	0.0177003787	-0.0657038642	0.0030802805	-0.055409082199999994	-0.0809598353	0.1773242215	-0.0342593254	-0.1430623287	0.0007104942	0.006566408	0.11641618150000001	0.0241684104	0.025701590899999998	-0.044949849800000004	-0.041858736699999996	-0.0448275796	0.1083557568	0.0616935562	0.16373180869999998	-0.020017481	-0.0142767678	0.0162327904	-0.0843037133	-0.0932804755	-0.006925880600000001	-0.0852960379	0.0653785728	-0.0049405778	-0.0442874928	0.0302870618	0.022633706899999998	-0.016511029099999998	-0.0824158812	-0.0062473233	-0.0154752869	-0.041208339100000005	0.17632868989999995	-0.0474483422	0.0352594475	-0.030459498199999997	0.1365317632	0.0035181958000000003	-0.12054758380000001	-0.0663592302	-0.0140825799	-0.14120047089999999	-0.0869487133	-0.044992159000000004	-0.0432868138	-0.0386454567	-0.0791462063	0.0271030536	0.0529743358	-0.0236718044	0.09560728289999999	0.0577419829	0.08543046039999999	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0185883	0.00937069	8.780983107609999e-05	0.00034552489688999987	0.0531075	-0.0055934999999999934	3.1287242249999934e-05	0.00282040655625	0.0139243	-0.0315876	0.00099777647376	0.00019388613049	-0.000538686	-0.000538686	2.90182606596e-07	2.90182606596e-07	-2.64698e-23	-0.000297889	8.873785632100001e-08	7.0065031204e-46	-0.000402369	-0.00024017100000000004	5.768210924100003e-08	1.6190081216100002e-07	0.0	0.0	0.0
726.9525612388684	2.114757825990523	528460.0262917507	4.472200662588164	1170.1419454715847	0.405540767982302	1369232.172552025	0.16446331449567528	794.6011300163333	-0.3808257417293817	0.1450282455637337	631390.9558232336	843.1240078733864	645.7895226230764	1.090991	20.626181	0.0502987	0.030403500000000007	-0.0331601714	-0.100405635	0.046419487599999996	0.0384353554	-0.0844729017	-0.1601526519	0.0639125131	-0.0252016772	0.012775733999999999	-0.1559317766	0.0187104214	0.1295073168	-0.0051216709999999995	0.0073998096	0.1870631508	-0.0810684166	0.0220849927	0.1406327463	-0.08503479060000001	-0.010387899499999999	0.015195126599999999	-0.050115285499999995	0.05765877730000001	-0.0119914923	0.0605177875	0.0041713377000000005	0.14329847269999998	-0.09542985130000001	-0.061477777699999986	-0.0180754991	-0.0315830076	0.15182241130000002	-0.0201203647	-0.1453886032	0.1377570665	-0.048791697599999996	-0.059934772699999986	-0.0804866353	-0.0656017614	-0.1077525232	-0.0621688089	0.1157107572	0.0288833215	0.0196753082	0.057547637400000004	0.0269045735	-0.0213473067	-0.049715645700000005	0.1528195137	-0.030845097400000007	0.0810018799	-0.11935051710000001	0.0896029545	0.1357321757	0.0264402529	0.0892277203	0.0565063962	-0.0401141409	-0.09006969710000001	-0.0432214004	-0.0498107795	0.0901947065	0.025919074	0.0628864398	-0.11092818689999999	-0.024110264399999998	0.0750341446	-0.1358681975	0.051196475	0.1229609131	-0.1396975503	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0185983	1.0000000000003062e-05	1.0000000000006124e-10	0.00034589676289000014	0.0648391	0.011731599999999995	0.00013763043855999992	0.004204108888809999	0.0139315	7.200000000000609e-06	5.1840000000008775e-11	0.00019408669225000002	-0.000418653	0.00012003300000000002	1.75270334409e-07	1.4407921089000005e-08	0.0005250480000000001	0.0005250480000000001	2.7567540230400017e-07	2.7567540230400017e-07	-0.000276452	0.00012591700000000002	1.5855090889000003e-08	7.642570830399999e-08	0.0	0.0	0.0
725.2524639428641	-1.7000972960042873	525991.1364551954	2.890330815881089	1178.240937485224	8.098992013639418	1388251.70676606	65.59367163699507	793.1832505574188	-1.417879458914399	2.0103821600113894	629139.668964833	844.1223424682395	645.3449662820152	0.886576	16.761526	0.06133035	0.0291291	-0.0131034516	-0.1268737292	-0.026711903399999997	0.0076772643	-0.10591483130000001	-0.1251443455	0.0831221538	0.077281498	-0.10120651039999999	-0.029852221600000006	0.0758475636	0.0469713649	-0.0482796791	-0.026941573599999998	0.1403392231	-0.0057623234999999995	0.1451851322	0.11855097220000001	-0.0176849352	-0.021762601099999997	-0.057312042599999995	-0.11663616789999999	0.1069874393	-0.031957883900000005	0.0842617908	-0.015838903799999998	0.1260784219	0.0230471514	-0.0100024385	-0.01816026	0.0285161924	0.0888336357	0.2925996473	-0.0291695621	-0.007239842299999999	0.0267930223	0.055415833399999996	0.0766218065	-0.0797552066	0.0912962116	-0.0046839577000000005	-0.0888872565	0.047444306500000005	-0.0530140534	0.05054673269999999	-0.0682564565	-0.0038223519	-0.115846234	0.10683704880000001	0.0695388016	-0.0985148962	-0.1602900546	0.15597802449999998	0.0755435919	0.0026810564	0.064463936	0.0146857664	-0.0496880192	0.0145708955	0.0093454213	-0.0392908593	0.0492660764	0.0349438684	0.0848636764	-0.089440047	0.041008873	-0.0370482927	-0.032178220699999996	0.0682319106	0.09914157130000001	0.0754339537	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0372484	0.0186501	0.00034782623000999995	0.0013874433025599998	0.0464549	-0.0183842	0.00033797880963999986	0.00215805773401	0.0138895	-4.1999999999998636e-05	1.7639999999998853e-09	0.00019291821025	-0.000250248	0.000168405	6.2624061504e-08	2.8360244025e-08	0.00033428900000000004	-0.00019075900000000006	3.6388996081000015e-08	1.1174913552100003e-07	-0.000402369	-0.00012591700000000002	1.5855090889000003e-08	1.6190081216100002e-07	0.0	0.0	0.0
725.0037083256799	-0.2487556171842016	525630.3770859875	0.06187935708069305	1172.2152536460876	-6.025683839136491	1374088.6008805614	36.30886572923068	793.6521516349492	0.4689010775304041	0.21986822050917404	629883.7377947844	842.4411811796969	654.1070811578438	0.962959	18.205627	0.06116935	0.0280463	0.008556414	-0.1446712683	-0.0377800109	0.0267009246	-0.0346415489	0.022288269	-0.028549090699999998	0.0159215217	-0.0416235202	0.0686726822	0.0936311935	-0.0533846968	0.0553179121	-0.0725715691	-0.0044758502	-0.004028902	0.1421693923	0.030143119399999998	-0.1416303583	-0.0121291808	0.0369841025	-0.0463492234	0.0017090359	0.072563935	-0.1025278157	-0.029715724300000006	0.0696272623	0.0064094074	-0.0993852805	0.1631218496	-0.0477551117	0.0405250883	-0.053004603899999995	0.0080115115	-0.0770778176	0.0343676907	-0.0302281152	0.0560139199	0.05236188	0.0677017404	0.0342175857	-0.10562288539999999	-0.08582134640000001	-0.08611064060000001	0.015069593999999999	0.0523407087	-0.0594979262	-0.0131262942	0.0280469445	0.0816792242	-0.0941923566	-0.0641936947	0.1617316603	-0.0305917692	-0.0974124625	-0.0947865122	-0.010127878100000001	0.0593537906	-0.0006764463	0.0816112889	0.000254865	-0.09129058779999999	0.1063224643	-0.09321485759999999	-0.069515116	0.0111807658	0.0357349025	-0.0395241231	0.0564744188	0.1003519389	0.0402611965	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0353921	-0.0018563000000000047	3.4458496900000192e-06	0.0012526007424099998	0.0626719	0.016217000000000002	0.0002629910890000001	0.0039277670496100005	-0.00404594	-0.01793544	0.0003216800079936	1.6369630483599995e-05	-0.000418653	-0.000168405	1.75270334409e-07	2.8360244025e-08	7.59048e-05	-0.00025838419999999997	6.676239480964003e-08	5.76153866304e-09	-0.000325946	7.642300000000005e-05	5.840474929000008e-09	1.0624079491599998e-07	0.0	0.0	0.0
723.7694259253118	-1.2342824003681017	523842.1819042554	1.5234530438584428	1171.6600630986668	-0.555190547420807	1372787.3034603721	0.3082365439454153	794.6965449634505	1.0443933285013145	1.0907574246180547	631542.5985768455	845.8574037969894	646.4150581136347	1.0203080000000002	19.289864	0.13995041000000005	0.0607936	0.0141045353	-0.043538162000000005	-0.1371078833	0.0126569893	0.033825501200000004	0.035627836499999996	-0.09123605439999999	0.0855220033	-0.0359540378	0.0651712082	0.082440862	-0.0707427076	0.0464610928	0.0035853506	-0.054994378899999995	0.11326962380000001	-0.037706903199999996	0.0678763037	0.05935390650000001	0.032839214500000005	-0.0410128841	-0.023496720099999997	0.0945660993	0.1003882759	-0.0321025824	-0.09328686720000001	0.0177649558	0.019849967	-0.0271955891	0.005133893499999999	-0.0297799779	0.0087002808	-0.12236803289999999	0.0186647349	0.043975330099999994	0.11977126	0.0267478429	-0.0813373671	-0.0379351699	0.1267711637	0.1421534307	-0.026182419300000002	-0.0394874317	0.0886085283	0.0631901327	-0.0697269834	0.035983164	-0.0091324839	0.0043307004	0.0122205122	-0.1963963818	0.1053090841	0.052092905999999994	-0.0242826935	-0.0160202897	-0.0012054344	0.010520594599999999	-0.08732884689999999	-0.0549472381	-0.056107264500000004	0.0783712451	0.0373711074	-0.0318638356	-0.034385038799999997	-0.0971284927	0.0200809856	0.0205023157	-0.0300704627	0.0049918171	-0.0219488831	-0.0479452	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.037974699999999986	0.002582599999999997	6.669822759999988e-06	0.0014420778400899995	0.0331907	-0.029481200000000006	0.0008691411534400003	0.0011016225664899997	0.0342649	0.03831084	0.0014677204615055998	0.00117408337201	0.00021781	0.000636463	4.74411961e-08	4.05085150369e-07	0.000474819	0.00039891419999999996	1.5913253896164002e-07	2.2545308276100006e-07	3.01922e-05	0.00035613819999999994	1.2683441749923994e-07	9.115689408399999e-10	0.0	0.0	0.0
721.5741682174494	-2.1952577078624245	520669.280238704	4.8191564039293855	1168.6457854870835	-3.0142776115833385	1365732.9719367223	9.085869519692556	794.2528320974843	-0.4437128659661767	0.19688110742391826	630837.5612948746	844.0324626423634	635.3990045923578	0.900116	17.017526999999998	0.059356755	0.0277904	-0.0046992553999999995	0.0256206904	-0.0791621869	-0.0633907092	-0.0053003316	0.0079500769	-0.0761129655	0.0508495567	-0.0233714816	0.1153074766	0.0968276451	-0.09829973300000001	-0.014578513400000001	0.0063465757999999995	-0.049055008600000005	0.062279752699999996	0.0086556846	-0.015012041299999999	0.0070166604	0.0424411528	-0.023707282799999996	-0.0538722121	0.1008987635	0.08708667269999999	-0.08749185150000001	0.0253964993	-0.032871906	-0.034274672799999996	0.0416177762	0.036609098199999995	-0.1394078879	0.0982191939	-0.0621049817	0.064524208	0.1028628572	0.0744322829	0.0318267531	0.0843696631	0.0325264338	0.0609003984	-0.1293392881	0.0357832655	-0.0323030772	0.1158555235	-0.0310517536	0.0338290413	0.029202552799999996	-0.0215348068	-0.011674745600000001	0.029342935	-0.1439569759	0.061723002199999995	-0.0052010839	-0.0841462463	0.0238940254	-0.1106922892	-0.037993971	-0.0200971021	-0.005473871	-0.028816732299999998	0.0271534932	-0.0195483286	-0.0302300625	0.0998105858	-0.078649037	0.0629083545	0.0537714192	-0.0137241945	0.020478032900000002	0.0095681774	0.0438124326	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0379911	1.6400000000006687e-05	2.6896000000021933e-10	0.00144332367921	0.0464291	0.013238400000000004	0.00017525523456000011	0.0021556613268099998	0.017226499999999995	-0.017038400000000006	0.00029030707456000017	0.00029675230224999983	-8.7514e-05	-0.000305324	7.658700195999999e-09	9.3222744976e-08	0.000223627	-0.000251192	6.309742086400001e-08	5.0009035129000004e-08	5.49473e-05	2.47551e-05	6.128149760099997e-10	3.0192057772899997e-09	0.0	0.0	0.0
