global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
770.8340660721159	n/a	594185.1574172712	n/a	1417.280038911626	n/a	2008682.70869734	n/a	804.8415550808212	n/a	n/a	647769.9287849145	901.7311712751007	837.2500639316728	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.092791	n/a	n/a	0.008610169681	8.398889999999999e-05	n/a	n/a	7.05413532321e-09	0.0975038	n/a	n/a	0.00950699101444	0.00100326	n/a	1.0065306276e-06	n/a	-0.00016360799999999998	n/a	n/a	2.6767577664e-08	-0.00040411	n/a	n/a	1.633048921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.6984400077948	-21.13562606432106	562047.7509501211	446.7146891308077	1242.9584747272702	-174.32156418435582	1544945.769896342	30388.007739680477	805.660290753572	0.8187356727507904	0.6703281018346894	649088.50409713	879.6953101315843	719.8103547803023	3.538768	117.692978	0.6147031301	0.282089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0977076	-0.1904986	0.03628971660196001	0.009546775097760002	0.000189419	0.00010543010000000003	1.1115505986010008e-08	3.5879557561000015e-08	-0.106054	-0.2035578	0.041435777940839996	0.011247450916	-0.00119121	-0.00219447	1.4189812641000004e-06	4.8156985809e-06	0.000599148	0.0007627560000000001	5.817967155359999e-07	3.589783259039999e-07	0.00104949	0.0014536	2.11295296e-06	1.1014292601e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.594712725065	-17.10372728272978	536695.0131127206	292.53748696199494	1169.6949539632292	-73.263520764041	1368186.2853270408	5367.543474743067	799.1567346576469	-6.503556095925092	42.29624189284442	638651.4865486728	857.8247296989897	682.5216256488735	1.145519	38.097878	0.14776086900000002	0.0731705	-0.056134772699999995	-0.0658685651	0.077600167	0.0525520756	-0.10815653720000001	-0.0360016249	0.011519575	0.0227908338	0.07317145809999999	-0.0299651003	0.010591988899999998	-0.0562749851	0.07420951419999999	-0.0726695614	0.0220162712	-0.1119628198	0.0049800434	-0.0098835485	0.0032324363	-0.10994783400000001	-0.0239089677	-0.0327754719	0.0727281765	-0.0374701067	0.014104596899999999	-0.0812659225	0.0792640486	-0.1189326609	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.084967	0.012740600000000005	0.00016232288836000013	0.0072193910889999996	-0.0390698	-0.039259219000000005	0.0015412862764899616	0.0015264492720400002	-0.0943514	0.011702600000000007	0.00013695084676000017	0.008902186681959998	-0.00078536	0.00040585	6.167903296000001e-07	1.647142225e-07	0.000906787	0.000307639	9.464175432099996e-08	8.222626633689999e-07	0.00201717	0.00096768	9.364045824e-07	4.0689748089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.8084592323274	2.2137465072623854	539943.4717593871	4.900673598416411	1185.8664007030325	16.171446739803287	1406279.1203163653	261.5156896582943	798.3446039747653	-0.8121306828816159	0.6595562460777599	637354.1066956248	860.7152724488193	699.8795672004214	0.772791	25.70162	0.1800134	0.10871	-0.0306857296	-0.0551985498	0.040325642	0.051425653700000004	-0.0558922922	-0.0402810702	0.0384392199	0.033647131600000005	0.0285263277	-0.0412036505	0.1275675856	0.0325034038	0.052164002300000005	-0.0165012584	-0.1252750456	-0.049963741900000004	-0.0612785366	-0.0192608378	-0.1654883155	-0.041249221	-0.0339289648	-0.0469733873	0.0705585541	-0.00092494	-0.0185572424	-0.0098798364	0.1224476156	-0.06866915700000001	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.0963071	-0.011340100000000006	0.00012859786801000013	0.00927505751041	0.05664320000000001	0.095713	0.009160978369	0.0032084521062400004	-0.0567648	0.037586599999999984	0.0014127524995599988	0.0032222425190400004	-0.00126059	-0.00047523	1.5890871481e-06	2.258435529e-07	0.000869163	-3.7623999999999876e-05	1.4155653759999911e-09	7.554443205689999e-07	0.00221179	0.00019461999999999995	3.7876944399999985e-08	4.8920150041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.7867275591394	-0.02173167318801461	539911.5349970689	0.00047226561955067317	1191.8212325902578	5.954831887225282	1420437.8504529612	35.460022805115024	800.2575033978003	1.9128994230350145	3.6591842026476913	640412.0717444804	861.176231483901	696.4946140784564	0.667317	22.193739	0.10627275	0.0712735	-0.0423915038	-0.071698348	0.0124956997	0.0692457601	0.011266813600000002	-0.016938221	0.020981480499999997	-0.023119288199999997	0.106497994	0.0023966547	0.014276768700000001	0.0434302213	0.09297620890000001	-0.1694503209	0.0280966183	-0.0619775366	-0.0025073065	0.0063643663	-0.1375528446	-0.06916140309999999	-0.0183125918	-0.0535576626	0.0039383822999999995	-0.009213471899999999	-0.036801196200000004	-0.1467460056	0.0379146781	-0.0287373213	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.102028	-0.005720899999999987	3.2728696809999846e-05	0.010409712783999998	-0.0123979	-0.06904110000000001	0.0047666734892100006	0.00015370792441	-0.0524649	0.004299900000000002	1.8489140010000022e-05	0.0027525657320100006	-0.00103099	0.00022959999999999994	1.0629403801000002e-06	5.271615999999997e-08	0.00100795	0.00013878700000000002	1.926183136900001e-08	1.0159632025000002e-06	0.00238762	0.00017583000000000008	3.091618890000003e-08	5.7007292644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.2011458164587	0.414418257319312	540520.7248098338	0.17174249199957553	1196.7131281105055	4.891895520247772	1432122.3109920314	23.930641781020217	800.1153074016223	-0.14219599617797485	0.02021970132904664	640184.5051383926	864.1494145891915	697.2243760163997	0.575639	19.144695	0.07399329999999997	0.0463138	-0.0365540361	-0.0513679035	0.006838818199999999	0.0345700981	-0.029770587400000006	-0.011143611599999999	0.0232732899	-0.024058746800000003	0.09257210119999999	0.0280414961	0.0170844554	-0.0034659194	0.0956426477	-0.0110877128	0.0734602034	-0.0495343714	-0.0005041358	-0.0168585986	-0.0160379922	-0.0246120065	-0.019048201100000002	-0.0290618554	0.0122996431	-0.0651470279	-0.0428293013	-0.07241750129999999	0.0373452407	-0.0362281169	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.105568	-0.003540000000000016	1.2531600000000107e-05	0.011144602624000004	-0.0103505	0.0020474	4.191846759999999e-06	0.00010713285025	-0.0342096	0.0182553	0.00033325597809000007	0.00117029673216	-0.00013387799999999998	0.0008971119999999999	1.7923318883999996e-08	8.048099405440002e-07	0.00100795	0.0	0.0	1.0159632025000002e-06	0.00249352	0.00010589999999999992	1.1214809999999982e-08	6.2176419904e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.4186211808095	-2.7825246356492244	536437.0366523982	7.742443347994849	1208.2166193591836	11.503491248678074	1459787.399295734	132.33031090841305	799.7982678879146	-0.31703951370775485	0.10051405325204968	639677.2693165083	867.0868598807757	690.9817917195874	0.575615	19.143902	0.1056629	0.055364300000000005	-0.0426034688	-0.065657256	-0.0112325272	0.0109693438	-0.0085025577	-0.002817853	0.028233074700000006	-0.0347248998	0.090928836	0.0267429135	0.0223942373	0.1406406668	0.028551779399999998	0.0266030713	0.0742904959	-0.052041581100000005	0.0710882419	-0.0652323156	0.0194804978	-0.1109290335	-0.0165821786	-0.021253777	-0.0127027143	-0.06854569860000001	-0.0845717708	-0.0198209674	0.0312787039	-0.006032654100000001	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.119871	-0.014302999999999996	0.00020457580899999988	0.014369056641	0.0332965	0.043647000000000005	0.001905060609	0.0011086569122500001	-0.0450838	-0.0108742	0.00011824822564	0.0020325490224399998	-0.000655642	-0.0005217640000000001	4.2986643216400003e-07	2.722376716960001e-07	0.00100795	0.0	0.0	1.0159632025000002e-06	0.00227851	-0.00021500999999999983	4.6229300099999935e-08	5.1916078201e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.2607365673367	0.8421153865272117	537671.3077912732	0.7091583242258752	1207.5719697390284	-0.6446496201551781	1458230.062099397	0.4155731327662153	799.1185200734053	-0.6797478145092555	0.4620570913301092	638590.4091243094	865.7910569703598	693.8529188938232	0.75659	25.162809	0.07509935000000001	0.0335159	-0.0383293529	-0.042956353600000004	-0.029828712	0.048290909900000005	0.0384275471	-0.0043251211999999995	0.053062904	-0.004680548400000001	0.1161289147	0.0145883274	-0.010693879199999999	0.1156225399	-0.0207999808	-0.0850568822	-0.0277950986	0.0109434951	-0.0085255179	0.0322564687	0.029050432299999998	-0.10728091949999999	-0.0189245088	-0.042643594400000005	-0.0020375913	-0.0331588523	-0.1126115533	-0.071389325	-0.008017293	0.0059152351	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.106819	0.013051999999999994	0.00017035470399999982	0.011410298761000002	0.0479221	0.014625600000000002	0.00021390817536000008	0.0022965276684099997	-0.0275421	0.0175417	0.00030771123888999997	0.00075856727241	-0.000230291	0.000425351	5.303394468099999e-08	1.8092347320100005e-07	0.00100795	0.0	0.0	1.0159632025000002e-06	0.00245076	0.0001722500000000001	2.967006250000003e-08	6.006224577600002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.9243056127511	0.6635690454144196	538644.886369159	0.4403238780322041	1201.3961398477927	-6.175829891235707	1443352.6848411772	38.140874845480454	798.4227315692146	-0.6957885041906593	0.4841216425638751	637478.8582864462	863.5380255340851	687.3712532938355	1.188696	39.533863	0.6460111999999999	0.304144	-0.0830076021	-0.0171989969	-0.0303850293	0.0837487178	0.027110149700000002	-0.0691874136	0.061082779000000004	-0.022782673	0.049232952999999996	-0.0311414019	-0.0796527732	-0.0494799504	-0.09169056699999999	3.36271e-05	0.0962759193	-0.027219496200000002	-0.0614069429	0.02790047	-0.061719741900000014	0.029944665899999997	-0.057307596900000014	-0.06824710269999999	-0.015740353999999998	0.019849419899999998	-0.048771241900000005	-0.0447680693	-0.056374985999999995	0.0230756852	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.048277	0.05854200000000001	0.003427165764000001	0.002330668729	0.25936	0.2114379	0.044705985556409984	0.06726760959999999	0.0300517	0.0575938	0.00331704579844	0.00090310467289	0.00345043	0.0036807209999999996	1.19054671849e-05	1.3547707079841e-05	-0.000946869	-0.001954819	3.821317322761e-06	8.965609031609999e-07	0.00171755	-0.0007332100000000003	5.375969041000003e-07	2.9499780025e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.0626555337117	2.138349920960536	541788.2328713395	4.572540384471932	1203.0467889959912	1.650649148198454	1447321.576513565	2.724642610448281	801.9656481348989	3.5429165656842088	12.552257791399589	643148.9007884285	868.319948003014	695.4405569668031	1.1259370000000002	37.446606	0.8459145499999999	0.385853	-0.0311158104	0.0176950275	-0.0083829692	-0.004588521	-0.0385676276	-0.0215019526	-0.0568413293	-0.1238200616	-0.0893037299	0.05575289730000002	-0.0704984149	-0.018540762	-0.0163872902	-0.022536052400000003	0.0075570936	0.017339656000000002	-0.0713819179	-0.0378367176	0.1289938575	0.2008618073	-0.021257700499999997	0.0235408445	-0.0508930111	-0.0918110273	0.1182662025	0.029297130499999997	-0.0274975348	-0.0096125322	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	0.0944794	0.14275639999999998	0.020379389740960003	0.008926357024360001	0.0443466	-0.2150134	0.04623076217955999	0.00196662093156	-0.12641	-0.15646169999999998	0.024480263566889995	0.015979488099999998	0.00176851	-0.00168192	3.1276276201e-06	2.8288548864e-06	-0.00211623	-0.0011693610000000005	1.3674051483210006e-06	4.478429412900002e-06	0.00549993	0.00378238	1.43063984644e-05	3.02492300049e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
