global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
737.4839493704128	n/a	543882.5755789814	n/a	1340.616471932373	n/a	1797252.5248164032	n/a	808.0153467510828	n/a	n/a	652888.8005852726	892.7788597105882	654.621093927212	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0424e-10	n/a	n/a	9.256197759999997e-20	5.49335e-10	n/a	n/a	3.017689422250001e-19	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	-9.46642e-05	n/a	n/a	8.96131076164e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.9011711842302	-7.5827781861826224	532755.7196961109	57.498525020847026	1282.520449148146	-58.09602278422699	1644858.7024831625	3375.1478633454212	809.0334103208037	1.01806356972088	1.0364534319928211	654535.0590153099	881.8037928702803	628.3331645751758	1.0477040000000002	31.07419	0.129397826966425	0.06652580000000001	-0.0036206476	0.0319880406	-0.0005934849	-0.0846369248	0.016280775600000002	0.0143743619	-0.007196223000000002	0.0333385909	0.0464889343	-0.0222843695	0.0337168717	-0.0764565581	0.0028417375	-0.0718019755	0.03396243	-0.0019909587	0.0856510844	-0.0893387002	0.0746898438	-0.025811813	-0.040872398399999996	-0.015016068999999996	-0.0658527897	0.0138872383	-0.0328747404	0.0390327913	-0.0759360646	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00435927	0.00435926969576	1.9003232280371482e-05	1.90032349329e-05	9.79782e-06	9.797270664999998e-06	9.598651248326954e-11	9.59972767524e-11	0.0502476	0.0502476	0.00252482130576	0.00252482130576	0.00101416	0.00101416	1.0285205056000002e-06	1.0285205056000002e-06	-0.000386799	-0.000386799	1.49613466401e-07	1.49613466401e-07	0.0	9.46642e-05	8.96131076164e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.0731574804283	-2.8280137038018434	528635.3763285597	7.997661508891023	1269.000352157642	-13.520096990504046	1610361.8937762198	182.79302263263648	806.864488112228	-2.1689222085757365	4.704223546853051	651030.3021766078	881.0311234945211	611.1121666274341	0.95797	28.412748	0.14638766142	0.112246	0.013313514299999999	0.0485148905	-0.0161606726	-0.0319181234	-0.048955245599999996	-0.0142872499	-0.0197421543	0.011075638	-0.0312987619	0.0832235078	-0.073824986	0.0233693597	0.0599083954	0.019259390300000002	0.1493435292	-0.0448975012	0.1331197376	-0.07296793230000001	-0.0562893908	0.007917409399999999	0.0177840981	-0.0082881925	0.036582142799999995	-0.1102579221	0.0299475602	0.036053224700000004	0.0146446957	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-3.23754e-05	-0.004391645400000001	1.9286549319341165e-05	1.04816652516e-09	-3.4818200000000005e-05	-4.4616019999999996e-05	1.9905892406404e-09	1.2123070512400004e-09	-0.0629183	-0.11316589999999999	0.01280652092281	0.003958712474889999	0.0007480279999999998	-0.0002661320000000003	5.595458887839996e-07	7.082624142400017e-08	-0.000696377	-0.000309578	9.5838538084e-08	4.84940926129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.4011771237429	1.3280196433145193	530568.2748352542	1.7636361730292232	1255.8536580691148	-13.146694088527287	1577168.4104855768	172.83556545731818	806.8516400694383	-0.012848042789642022	0.00016507220352447236	651009.5690827424	877.3643812000622	630.2329156732396	0.924676	27.425278	0.2081930436	0.0906747	-0.0145516126	-0.0022201827	0.008741166	0.0139224542	0.0105757474	-0.005183992199999999	-0.024832615899999997	0.0119658866	-0.0188038207	0.1192286899	-0.046970847999999996	0.0294660333	0.12433633529999999	-0.0169383031	0.08590152029999999	0.062185415	0.0785831187	-0.0728036453	0.0678906715	-0.0232344254	-0.0005896059	0.032905439700000004	0.0267312121	-0.074544273	0.08940916980000001	0.011256876499999999	0.0374987413	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0262525	0.0262848754	0.000690894674793525	0.0006891937562499999	0.0505842	0.050619018200000004	0.002562285003531931	0.00255876128964	-0.112943	-0.050024700000000005	0.0025024706100900003	0.012756121249	-0.00042048	-0.0011685079999999993	1.7680343039999995e-07	1.3654109460639995e-06	-0.000446377	0.00025	6.25e-08	1.99252426129e-07	-0.000206781	-0.000206781	4.2758381961e-08	4.2758381961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.0407754635083	-0.3604016602345155	530043.3707375065	0.12988935669979512	1260.6384709090926	4.7848128399778025	1589209.354336015	22.894433913616446	808.8572770774831	2.0056370080448005	4.022579808038898	654250.0946812002	877.1405013477963	624.8821715118281	0.814855	24.168064	0.14586627499999996	0.0821008	-0.0083164581	-0.0155822519	0.0567633478	-0.0047519341	0.0304889895	0.020027583999999998	-0.0197731864	0.0331425731	0.0260342762	-0.0038361813000000002	-0.024100942200000003	-0.0199809907	-0.00019460310000000001	-0.0085354358	-0.027435150099999996	0.0232894935	-0.0479528791	-0.052084669900000005	0.1004605372	-0.0395820248	-0.0410803281	0.0175506995	-0.024893901800000003	0.0404066805	0.0001924841	0.0454554592	-0.0080042988	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0222536	-0.0039989000000000005	1.5991201209999993e-05	0.00049522271296	-0.012359299999999998	-0.0629435	0.00396188419225	0.00015275229648999995	-0.0605166	0.052426400000000005	0.002748527416960001	0.00366225887556	-9.73115e-05	0.0003231685	9.46952803225e-09	1.0443787939225e-07	-0.000446377	0.0	0.0	1.99252426129e-07	0.0	0.000206781	4.2758381961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.6127107356862	-2.4280647278221745	526513.8059811905	5.8954983224941735	1253.8161885968445	-6.822282312248036	1572055.0347875182	46.54353594801239	807.8994267232249	-0.9578503542581984	0.9174773011525562	652701.4836997155	877.7888177673242	613.7177714338596	0.921576	27.333324	0.07090857500000003	0.0418586	-0.0042737114000000005	-0.0168366672	0.0276658192	0.0345891174	-0.0335471233	0.0104738769	0.0081758544	0.0159482069	-0.0322925581	0.0212139024	0.0876740658	-0.0697261579	-0.0983775594	-0.1068662324	0.0342991319	0.0704694053	0.0281388965	-0.1078746198	-0.0460528417	0.0218996945	-0.0139180307	-0.00542596	0.0762916422	0.041884793	-0.065556822	-0.0190196801	-0.10169204230000001	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0222061	-4.749999999999893e-05	2.2562499999998986e-09	0.00049311087721	0.021147	0.0335063	0.0011226721396899997	0.000447195609	-0.0696197	-0.00910310000000001	8.286642961000018e-05	0.004846902628090001	0.00025578	0.0003530915	6.54234084e-08	1.2467360737225002e-07	-0.000446377	0.0	0.0	1.99252426129e-07	-0.000211942	-0.000211942	4.4919411364e-08	4.4919411364e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.8143002978885	1.2015895622023436	528259.0271175093	1.4438174759936198	1251.3144069093246	-2.5017816875199514	1565787.7449388348	6.258911612010176	806.7877833791542	-1.1116433440706714	1.2357509244166252	650906.5274098491	878.6724251205984	619.8039516750914	0.742682	22.027456	0.17642988999999998	0.10504	-0.0020255219	-0.0181210818	0.0153090121	0.0400685942	-0.047507052699999996	-0.011593150600000001	0.0029706716999999996	-0.025762118799999997	-0.1173327272	0.10904888550000001	-0.07373985	0.0570442485	-0.0173055468	-0.047011625099999996	0.09078837880000001	0.0602001488	0.0697745296	-0.0594958472	-0.0521664858	0.036580448599999996	0.0408462317	-0.003460612	0.1082179513	-0.093843853	0.0465745172	0.0013685922	0.0575378629	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0319554	0.009749300000000002	9.504885049000004e-05	0.00102114758916	-0.00533659	-0.02648359	0.0007013805392881001	2.8479192828100007e-05	-0.173812	-0.1041923	0.010856035379289995	0.030210611344	-0.000354085	-0.000609865	1.2537618722500002e-07	3.71935318225e-07	-0.000446377	0.0	0.0	1.99252426129e-07	-0.000322171	-0.000110229	1.2150432440999998e-08	1.0379415324099999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.0786648456558	2.2643645477672862	531555.6995331241	5.127346805185347	1252.2661137826465	0.951706873321882	1568170.4197282922	0.905745972728113	808.0608901863452	1.2731068071909704	1.6208009425159866	652962.4022487487	877.6260011169319	634.836704955325	0.77168	22.887499	0.18949636	0.103183	-0.0124590807	-0.036498122	0.0389730887	0.0370388337	-0.0036531247999999996	0.0099281286	-0.0122294564	-0.0274467563	-0.0577788892	0.0711052458	-0.0666571914	0.0438471771	0.0627337198	0.029406340899999998	0.0594081694	0.0287969636	-0.0359380954	0.0327602681	-0.0839289282	0.0055965652000000005	0.0148668832	0.028181209199999998	0.048137881699999996	-0.0269836444	0.0949802295	0.0353220598	0.1228722986	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.00959628	-0.022359120000000003	0.0004999302471744002	9.20885898384e-05	0.0516721	0.05700869	0.0032499907355161	0.0026700059184099996	-0.13784000000000002	0.035971999999999976	0.0012939847839999984	0.01899986560000001	-0.00160784	-0.0012537549999999998	2.5851494656e-06	1.5719016000249996e-06	-0.00024915	0.000197227	3.8898489528999984e-08	6.20757225e-08	-0.000290022	3.214899999999998e-05	1.0335582009999986e-09	8.411276048400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.412692922639	-0.6659719230167411	530585.0512108109	0.44351860224661616	1253.0857180601192	0.8196042774727629	1570223.8168062447	0.6717511716516499	810.4024939252529	2.341603738907679	5.483108070066423	656752.2021602695	876.2283941227267	629.9625511234722	0.851475	25.254192	0.08648397	0.0410746	-0.0035052275	-0.047476171500000004	0.0717708004	0.0272362085	0.0047232964	0.0210617466	0.012979534099999999	0.0113690597	0.0066749742	-0.0911900341	0.0529681246	-0.0478915265	-0.0165067766	0.030119579900000002	0.0585428401	0.0415307299	-0.0748585531	-0.0061641948	-0.0321633276	0.0044237683	-0.0344574931	0.0152143101	0.001111518	0.136487554	-0.036318747799999995	0.045398660800000004	-0.005513754	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0113072	0.0017109199999999995	2.927247246399998e-06	0.00012785277184	0.0328404	-0.0188317	0.00035463292489	0.0010784918721599998	-0.11767300000000006	0.020166999999999963	0.0004067078889999985	0.013846934929000012	-0.000993463	0.0006143769999999999	9.86968732369e-07	3.77459098129e-07	-0.000530177	-0.00028102699999999994	7.897617472899997e-08	2.8108765132899997e-07	-0.000269939	2.0083000000000007e-05	4.033268890000002e-10	7.286706372100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.0846466086264	-0.32804631401268125	530107.2526272085	0.10761438413730667	1253.582700809826	0.4969827497068309	1571469.5877696578	0.2469918535061625	809.5143489971757	-0.8881449280771676	0.7888014132691972	655313.4812323211	877.9543619445094	621.1644135235583	0.670964	19.900331	0.04823865000000002	0.0239175	-0.0077135996	-0.0313615261	0.0456431391	0.0418889757	-0.031024447099999998	0.0140918917	0.017336227	0.0029899278999999997	-0.056076964400000005	-0.06967214740000001	0.05089731559999999	-0.0645357505	0.002755371	0.0390784266	0.1140183914	-0.08471546960000001	-0.04981976230000002	-0.024256104900000002	-0.07214209190000001	0.0276464346	-0.0147258812	0.0005287524	0.0490110166	0.0965476274	-0.0359041225	0.0641927768	-0.0339564085	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0141795	0.0028722999999999995	8.250107289999997e-06	0.00020105822025	0.0350545	0.002214100000000004	4.902238810000016e-06	0.0012288179702500002	-0.0977246	0.019948400000000047	0.00039793866256000173	0.00955009744516	-0.0008742369999999999	0.00011922600000000005	7.642903321689998e-07	1.4214839076000012e-08	-0.000291111	0.000239066	5.715255235599999e-08	8.474561432100001e-08	-0.000375724	-0.000105785	1.1190466225e-08	1.41168524176e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
