global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
741.9581534506468	n/a	550501.9014718935	n/a	1348.6011748659973	n/a	1818725.1288499485	n/a	801.8927233356106	n/a	n/a	643031.9397386021	899.5004711350896	751.8839493323637	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.00338574	n/a	n/a	1.14632353476e-05	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.5697638112375	-17.388389639409294	525001.3426294725	302.3560942519166	1208.4919624216855	-140.10921244431188	1460452.8232378163	19630.59141176532	798.5087516271948	-3.3839717084158565	11.45126452335893	637616.2264252211	866.9951473781149	709.1316193332073	1.6993790000000002	53.572506	0.21892256	0.117247	-0.0183310465	-0.010230685	0.018917976200000002	0.0193588846	-0.1161648937	-0.0548156029	0.0207564163	0.037993963900000004	-0.0185310442	0.0944998544	-0.058285873700000004	0.1141056836	-0.0233982052	-0.0036091359	0.15388159369999999	-0.1451731756	-0.0545044208	-0.0493168081	0.014713795900000003	-0.0214298329	0.0563255392	-0.0513423844	0.07038791400000001	0.1128608806	0.1128439341	0.1128156919	0.0	0.026173200000000004	0.026173200000000004	0.0006850363982400003	0.0006850363982400003	0.08487319999999997	0.08148745999999997	0.0066402061372515956	0.0072034600782399935	0.0615361	0.0615361	0.00378669160321	0.00378669160321	-0.000717765	-0.000717765	5.151865952249999e-07	5.151865952249999e-07	0.000276751	0.000276751	7.6591116001e-08	7.6591116001e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.171854431268	-4.397909379969518	518647.4999149715	19.341606914423878	1201.941595809865	-6.5503666118204364	1444663.599737965	42.907302749251954	798.767084316524	0.2583326893292224	0.06673577837606852	638028.8549875211	866.6115649116525	685.332423892322	1.0334390000000002	32.578888	0.2031434	0.0936974	-0.029262412400000007	0.0168675322	-0.017342277	-0.0166604894	-0.0695378462	-0.0411563998	0.0262558338	0.0351160637	-0.08084160509999999	-0.0082389756	-0.0369216333	0.0415658363	0.0180655043	-0.0465827116	0.0083682663	0.0299619021	-0.0203711551	-0.0357309674	0.026120989100000002	0.1046867806	0.027572769100000002	-0.024433797799999997	0.0593688239	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.063342	0.03716879999999999	0.001381519693439999	0.004012208963999999	0.0400175	-0.04485569999999997	0.002012033822489997	0.0016014003062500006	0.106553	0.045016900000000006	0.00202652128561	0.011353541809	-0.000613967	0.000103798	3.76955477089e-07	1.0774024804000001e-08	-0.0006157609999999999	-0.0008925119999999998	7.965776701439999e-07	3.791616091209999e-07	0.00052573	0.00052573	2.7639203289999994e-07	2.7639203289999994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.0045712317781	-1.1672831994899298	516967.57345219294	1.362550067811447	1207.2702585946006	5.32866278473557	1457501.477287074	28.394647073425848	800.6080544563649	1.84097013984092	3.389171055785896	640973.2568604058	867.056972720316	687.1384611641165	0.8996059999999999	28.35985	0.2724680500000001	0.149715	-0.0362561313	0.0169104522	-0.0121511132	0.0440278916	-0.0391715487	-0.045122509000000005	0.014990203999999997	-0.0364065717	-0.09022488050000001	0.0427485384	-0.0163093858	-0.0012673099	-0.0451303151	0.0796887754	0.0063724122	0.054288542300000006	-0.0506432076	-0.0172855017	0.0186308878	-0.011164355400000001	-0.0024274251	-0.029303219100000007	0.10136810119999999	0.1127253327	0.1123020954	0.1115978766	0.0	0.0930536	0.029711600000000005	0.0008827791745600002	0.008658972472959998	0.13905	0.09903250000000001	0.00980743605625	0.0193349025	0.144398	0.037845	0.0014322440250000002	0.020850782404	-0.00242633	-0.0018123629999999998	5.8870772689e-06	3.284659643769e-06	-0.000666029	-5.026800000000002e-05	2.526871824000001e-09	4.4359462884099987e-07	0.000270782	-0.000254948	6.499848270399997e-08	7.332289152400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.1196868662738	-1.8848843655042629	514260.64529118256	3.552789071322408	1209.1215728498196	1.8513142552189947	1461974.9779308215	3.4273644715770613	800.1200201735998	-0.4880342827651703	0.2381774611541141	640192.0466826017	865.0340899786702	681.2850341196901	0.74388	23.450624	0.06915945	0.0371898	-0.028794217	-0.0060564241	-0.007426515799999998	0.0444250298	-0.0209366491	-0.0479088495	0.0184097726	-0.0434174347	-0.1197633884	-0.0019777991	0.0487805905	-0.010745369099999999	0.0749745062	0.06429487769999999	0.0378848938	0.0645676722	-0.0430340071	-0.0026054551	0.026380617400000004	0.0120986257	-0.078305319	-0.034705896800000004	0.1310917761	0.1125898391	0.1117611244	0.1103844485	0.0	0.105674	0.012620400000000004	0.0001592744961600001	0.011166994276	0.130813	-0.008236999999999994	6.784816899999991e-05	0.017112040969000004	0.163495	0.019097000000000003	0.00036469540900000016	0.026730615024999998	-0.00251433	-8.799999999999997e-05	6.3218553488999986e-06	7.743999999999995e-09	-0.0006157609999999999	5.026800000000002e-05	2.526871824000001e-09	3.791616091209999e-07	0.000716615	0.000445833	1.98767063889e-07	5.13537058225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.1624210825107	0.04273421623690865	514321.9382129284	0.0018262132373828672	1202.6585088983247	-6.463063951494861	1446387.4890255418	41.77119564111235	798.9194726249586	-1.2005475486411117	1.4413144165481817	638272.323739342	867.1508517163278	673.8358179347551	0.7935800000000001	25.017418	0.18121395	0.101851	-0.0356735289	0.0127802199	-0.0321660773	0.0125862064	-0.050428327599999996	-0.0494027953	0.021080303199999997	0.0326346005	-0.1036207623	0.038482647200000004	-0.0836058542	-0.0222936567	-0.0082787177	0.0658870349	-0.0581883921	-0.0208373746	-0.0342877622	-0.0293371263	0.023118221600000002	0.044113685300000004	0.07569195849999999	-0.06008118780000001	0.0545835791	0.11240926539999999	0.111041178	0.1087733526	0.0	0.1157	0.010025999999999992	0.00010052067599999988	0.01338649	0.0591278	-0.0716852	0.00513876789904	0.00349609673284	0.102915	-0.06058	0.003669936399999999	0.010591497225	-0.00199803	0.0005162999999999999	3.9921238809e-06	2.665656899999999e-07	-0.0004936830000000001	0.00012207799999999986	1.4903038083999963e-08	2.4372290448900013e-07	0.000576538	-0.00014007699999999995	1.9621565928999987e-08	3.32396065444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.7196915685829	1.5572704860721842	516557.99504843896	2.4250913667914973	1212.008783844465	9.350274946140187	1468965.2921161389	87.42764156841692	798.301898953934	-0.6175736710246156	0.3813972391428201	637285.9218734571	866.4976258475276	683.3730200242986	0.7969890000000001	25.124863	0.27126185	0.164856	-0.0282541765	-0.0022976862	-0.0029730112	0.045767309699999995	-0.005299944	-0.0673032783	0.0040795675	0.032204809	-0.0990883047	0.0190280077	-0.049332823	0.044932678200000006	-0.0470870822	0.17187860789999998	0.0268932856	-0.0866317156	-0.055748865300000006	0.004231200300000001	0.0362320695	0.0062079514	-0.014231159299999999	-0.0573536597	0.0663275076	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.108558	-0.0071420000000000095	5.100816400000013e-05	0.011784839363999995	0.174288	0.1151602	0.013261871664039998	0.030376306944	0.14733099999999996	0.04441599999999996	0.001972781055999996	0.021706423560999992	-0.00393017	-0.00193214	1.54462362289e-05	3.7331649796000007e-06	-0.000334951	0.00015873200000000008	2.5195847824000024e-08	1.12192172401e-07	0.000576537	-1.0000000000157452e-09	1.0000000000314906e-18	3.32394912369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.5769143138729	-0.14277725471004032	516352.78178484703	0.02038534446253573	1218.437531271636	6.428747427171174	1484590.017611319	41.32879348235999	799.336908407427	1.0350094534929897	1.0712445688198566	638939.4931423435	867.2380970919313	671.0175611278497	0.977725	30.822525	0.21839525	0.151758	-0.037246594	-0.0031237615000000002	0.0258957268	0.0155157902	-0.027514253199999998	-0.048089399299999995	-0.0078037309	0.0022727646	-0.1085453243	0.0679091547	0.0419498693	0.0101718853	0.045033623700000004	-0.060221603	0.0740267974	-0.0051978928	-0.0333690403	-0.0042012429	0.0054200947	0.027822119	-0.0169287506	-0.0797203688	0.082449504	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0981565	-0.01040149999999998	0.00010819120224999959	0.009634698492250002	0.128723	-0.045565	0.002076169225	0.016569610729	0.12730300000000006	-0.02002799999999991	0.00040112078399999625	0.01620605380900001	-0.00128317	0.002647	1.6465252488999995e-06	7.006609e-06	-0.000535966	-0.00020101500000000005	4.040703022500001e-08	2.8725955315600003e-07	0.000576537	0.0	0.0	3.32394912369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.2125324232991	3.6356181094262174	521590.94198927475	13.21771903758787	1208.4763155090404	-9.961215762595655	1460415.005146306	99.22581946898417	798.8309680321163	-0.505940375310729	0.2559756633695613	638130.915487128	867.4168864291634	696.0308764330588	0.999052	31.494852	0.25392887000000003	0.14391199999999998	-0.0340527269	0.030244375499999997	-0.0005141789	0.0074879846999999986	-0.0650389188	-0.0464682267	0.029215903199999997	0.0554462524	-0.05665212450000001	0.0725188241	-0.053073097	0.0850323118	-0.0261616814	-0.0097052827	0.09636497470000001	-0.1609615667	-0.0332190343	-0.0347003743	0.0325801788	-0.0017335515	0.046504824900000005	-0.0576561033	0.0380285427	0.1115978766	0.1078204375	0.1016191316	0.0	0.0981999	4.339999999998512e-05	1.883559999998708e-09	0.009643220360009998	0.05958380000000001	-0.0691392	0.004780228976640001	0.0035502292224400007	-0.00165937	-0.12896237000000005	0.016631292876016914	2.7535087969e-06	-0.00202467	-0.0007415000000000003	4.0992886089000005e-06	5.498222500000003e-07	-0.000161788	0.000374178	1.4000917568399998e-07	2.6175356944e-08	0.000576537	0.0	0.0	3.32394912369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.856785187796	0.6442527644969687	522521.93189203547	0.4150616245619866	1212.8129995932507	4.336684084210219	1470915.3719823782	18.80682884624223	799.8123524688713	0.9813844367549792	0.9631154127048877	639699.7991617899	867.9587736130384	700.2395276224847	0.70868	22.340954	0.31372207	0.170484	-0.0188665371	0.0120108847	0.0088051114	0.0157143395	-0.0219643295	-0.045102397	0.0211216667	0.0034301156	-0.0317413277	0.0213799662	0.0460614887	0.04469157940000002	0.0120908859	0.04234045980000002	-0.0061847404	-0.0154196723	-0.0393192538	-0.0168186347	0.014607021100000001	-0.0053408519	-0.0321568166	-0.0364937046	0.0163782328	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.069912	-0.028287899999999987	0.0008002052864099995	0.0048876877439999996	0.170196	0.1106122	0.012235058788840002	0.028966678416000008	0.102745	0.10440437	0.0109002724750969	0.010556535025	-0.00287882	-0.0008541499999999997	8.2876045924e-06	7.295722224999995e-07	0.000392414	0.000554202	3.07139856804e-07	1.53988747396e-07	0.000576537	0.0	0.0	3.32394912369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
