global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
796.4480102407855	n/a	634329.4330165064	n/a	1105.6431110306926	n/a	1222446.6889696284	n/a	822.9304842433908	n/a	677214.5818970617	n/a	849.8999108791861	622.1906179882305	n/a	n/a	n/a	n/a	-0.0222169055	-0.0687452631	-0.1446417146	-0.07880172860000001	-0.038813168700000004	0.2476665114	-0.2128543891	0.04435027230000002	-0.026102647200000002	0.11873520900000001	-0.0563486156	0.1746278092	-0.030387356600000002	0.1034958307	-0.12867669880000002	-0.026415923799999998	0.0377069248	-0.1393204759	0.028288284599999998	-0.0050429737	0.0750466391	-0.0489133572	0.1474841184	0.0097280927	-0.0089676054	0.016476673799999998	-0.0018995284	0.11062886699999999	-0.0006439726	0.056282027400000004	-0.0818885078	0.1021093267	-0.0478279088	0.0901638017	-0.0700589815	0.0549719168	-0.064274464	0.0810280018	-0.0836933359	-0.0055845444	0.015401500700000001	0.0190184264	-0.20313069809999998	0.1522289289	-0.23783778530000002	0.23523009120000002	-0.2009960618	-0.0046630000000000005	0.18483776079999997	-0.1945320121	0.1644137687	-0.0378229374	0.068760617	-0.1580786284	0.1560572697	-0.059607959	0.0979508964	-0.0966833667	0.1521812589	0.0027245934999999997	-0.039571542700000004	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0366224	n/a	n/a	0.0013412001817600001	-0.0792548	n/a	0.00628132332304	n/a	-0.0990015	n/a	0.009801297002250001	n/a	0.00303522	n/a	9.2125604484e-06	n/a	-6.606239999999999e-05	n/a	n/a	4.3642406937599985e-09	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.9756357229005	0.5276254821150133	635170.1639359214	0.2783886493771002	1080.845031818699	-24.79807921199358	1168225.9828071643	614.9447326043082	824.1886828483458	1.2581986049550549	679286.9849352912	1.5830637295108467	846.0286067454083	635.1519863004637	1.060259	18.518177	0.15129301	0.077392	-0.0390281143	-0.0525860624	-0.1562456583	-0.1055845459	0.0180220119	0.1333447712	-0.0258299516	-0.013338901799999999	0.033171906099999995	0.0959413161	-0.0270163708	0.0494763291	-0.031236739500000006	0.1281226523	-0.0540429237	0.0356748896	0.08473338	0.0106097339	-0.05749722230000001	-0.0232360478	-0.1369267101	0.055935343600000006	0.021790715699999998	0.0074488677	-0.06618483730000001	0.0200147267	0.1365151878	0.0934929236	-0.0030792677000000004	-0.17475165809999998	-0.035518801	0.0702786642	-0.0364717221	0.0130282201	0.045302898200000004	0.049420785300000006	-0.035106237900000004	-0.09410946449999999	-0.0545984976	-0.0499200639	-0.043666572699999996	0.0179853484	-0.0546509214	0.0627158222	-0.1670726903	0.0931949124	0.0399537756	0.0467973679	-0.049085417400000005	-0.14897867609999998	0.0008417008	-0.1097364534	0.0227544977	-0.05012168	-0.030096213700000006	0.0082415601	0.0714059419	0.1314272151	0.0159721347	-0.0992519667	-0.055117365599999996	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.00452764	-0.04115004	0.0016933257920015998	2.0499523969600006e-05	-0.07919049999999997	6.430000000003101e-05	0.006271135290249996	4.134490000003987e-09	-0.0564045	0.042597	0.00318146762025	0.001814504409	0.00252279	-0.0005124299999999999	6.3644693841e-06	2.625845048999999e-07	0.000160824	0.00022688639999999998	5.1477438504960014e-08	2.5864358975999998e-08	-0.000610317	-0.000610317	3.72486840489e-07	3.72486840489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.2467287870439	-2.7289069358565707	630827.8661889201	7.4469330645661	1074.1988807207215	-6.6461510979775085	1153903.235341651	44.171324417147645	824.1343273750261	-0.05435547331967428	679197.3895578868	0.002954517479805822	846.4009077360205	643.4826806933222	1.191398	20.808615	0.11982386	0.0546526	-0.0642380384	0.0685761405	-0.0551434643	-0.1229228224	-0.045469597	0.06827723549999999	0.021691044399999998	-0.027703432400000002	0.032035634900000005	0.0305628018	-0.0189946116	0.0925448433	-0.0698125571	0.0346396178	-0.0572151283	-0.0150809945	0.0408515396	-0.1563561551	0.0649304793	0.011488603200000001	-0.15827961289999998	0.0239486163	0.009855626999999999	-0.0649130455	0.1884101859	-0.0356658018	0.0614944281	-0.1554068768	-0.039334466	0.0660922085	0.012437093799999998	-0.0701549584	-0.0382899514	0.0740516083	-0.0943876011	0.020861758600000002	-0.0004337287	0.0817642842	-0.06994964669999999	0.034959141	-0.036499978100000004	0.0174286019	-0.0593849751	0.1336702958	-0.0098386324	0.10089431609999999	0.0986506159	-0.0325212121	0.0562968933	0.013004021499999999	0.0828269387	-0.0075292417000000006	0.0271203756	0.052717359400000004	0.1098822652	0.00042221230000000004	-0.0733409061	0.0765949154	0.1573943471	-0.0869412839	-0.1372932531	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.016586199999999995	-0.012058559999999996	0.0001454088692735999	0.00027510203043999986	-0.039410400000000005	0.03978009999999997	0.0015531796281600006	0.0015824563560099972	-0.0798081	-0.02340360000000001	0.006369332825610002	0.0005477284929600004	0.00189643	-0.0006263600000000001	3.5964467449e-06	3.923268496000001e-07	0.000138368	-2.2456000000000017e-05	5.042719360000008e-10	1.9145703424e-08	-0.0008531329999999997	-0.00024281599999999976	7.278359156889996e-07	5.8959609855999874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.7889123620212	-1.45781642502277	628514.2595641565	2.12522872906617	1075.7603804061757	1.561499685454237	1157260.39605164	2.438281267673681	823.9851296856737	-0.14919768935249067	678951.4939431164	0.02225995050812231	846.4912308717302	634.4760326487641	1.156921	20.206448	0.14645487	0.06921669999999999	-0.051523884400000004	0.0615951613	-0.0069070775	-0.1506373101	-0.0926238261	0.0675105204	-0.0498812816	-0.020375378700000002	0.0436640134	-0.0568720499	0.0223373713	-0.12679934310000002	0.0044018322	0.1028454599	-0.0525343916	-0.0938625047	-0.0413829279	-0.0684316212	0.0367178197	-0.0265333212	-0.1929696834	0.0195020295	-0.1325044806	0.04900536269999999	0.05134415	0.04769891019999999	0.1097037188	-0.0112280614	0.0044036697	0.0345752014	0.0423958792	0.0322922805	-0.10400146539999999	0.0706549833	-0.0537059048	0.18407058980000002	0.0345147289	-0.05854340900000001	-0.07163574889999999	0.0586273777	-0.0590338866	-0.0575785715	0.0777647926	0.02576209	-0.1009102502	0.007895666800000001	0.044222742300000006	-0.06621071440000001	0.0339779978	0.0735608685	-0.0049148216	-0.027961808900000003	0.18600429670000002	-0.0025795551	-0.0136021772	-0.14298134699999998	-0.090630585	0.0214802215	-0.09454373	-0.0102265785	-0.1519602123	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0562599	-0.039673700000000006	0.0015740024716900006	0.00316517634801	0.00025892	0.039669320000000015	6.703956639999999e-08	0.0015736549492624005	-0.056448800000000014	0.0233593	0.0031864670214400014	0.00054565689649	0.00222973	0.0003333000000000001	4.9716958729e-06	1.1108889000000007e-07	0.000165932	2.7564000000000023e-05	7.597740960000012e-10	2.7533428624000007e-08	-0.0013673200000000006	-0.0005141870000000009	1.8695639824000014e-06	2.643882709690009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790.4352020587618	-2.3537103032593905	624787.8086536756	5.539952191669411	1063.5837654006546	-12.176615005521171	1131210.4260238346	148.2699529926834	824.1203342611853	0.1352045755116933	679174.3253427679	0.018280277239297173	844.9730076983302	620.021278361845	1.179147	20.594645	0.17125652	0.108285	-0.0025243547	0.0688584718	0.040633437	-0.09810960789999999	-0.0464365362	-0.0238474142	0.021859314300000002	-0.01549332	0.023623504500000003	-0.0657752834	0.0128876374	-0.0022242952	0.0632148583	-0.0804507411	0.0442459116	-0.0399351028	0.0524675345	-0.0160199583	0.1284374858	-0.1002231837	0.069269497	0.1011940016	-0.2152130038	-0.0548931242	0.009101344300000001	-0.0883902419	-0.1029324475	-0.061152617699999995	0.0508764733	0.0674056611	-0.0766137949	-0.038680036099999995	0.0057805104	0.029134679500000007	-0.026804470299999997	-0.0001627572	0.05936179690000001	0.0501728559	0.0698371549	0.0529974449	-0.014484111000000001	-0.0225904645	0.0103142028	-0.0663490053	0.0359391096	-0.051024485	0.0403655433	0.0348599689	0.0142341346	0.1124441565	0.1284313284	0.0529031399	0.0536937112	0.1652403342	-0.0352206416	-0.021313475	0.0214398038	0.0593569626	-0.0757907828	0.135298227	0.0350955642	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0740113	-0.0177514	0.00031511220196000003	0.0054776725276900005	-0.0882535	-0.08851242	0.0077886802622500004	0.007834448494256399	-0.0478951	0.008553700000000011	0.0022939406040099995	7.316578369000019e-05	0.00128182	-0.0009479100000000002	1.6430625123999996e-06	8.985333681000004e-07	0.000165932	0.0	0.0	2.7533428624000007e-08	-0.00154819	-0.00018086999999999943	2.3968922761e-06	3.27139568999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.4495119375798	1.0143098788180396	626392.3299462333	1.0288245302678662	1060.6753879482658	-2.9083774523887773	1125032.278599204	8.458659405563433	823.2255212747738	-0.8948129864115799	677700.258878123	0.8006902806508103	844.7275226794728	623.0102141775337	1.120843	19.576319	0.21662171	0.122202	-0.0051869132	0.042674233799999996	0.004604772	0.028416299199999998	-0.0136951114	-0.0354485637	0.0007086811	-0.0187545802	0.0042188753	-0.0820784138	-0.0066779458	-0.12428117550000001	-0.0239609452	-0.1131717766	0.031747908	-0.06441768519999999	-0.0985116649	-0.0392145159	0.10894435570000001	-0.1309926645	-0.028005101299999998	0.07520676230000001	0.1030966492	0.042632091799999994	-0.0092341473	-0.016995348	0.0242447794	0.06613406549999999	0.0152070333	-0.013908468700000001	-0.034435428	-0.050136979500000005	-0.17482704440000002	-0.0005463756	-0.013135367700000001	0.0752181016	-0.0638564339	-0.0528016008	-0.0674881052	0.0425398711	-0.0043217593	-0.045428624	0.0333299437	0.0197639308	0.1202377547	-0.07130320379999999	-0.0067588726	-0.0145556633	0.08211244820000001	0.1050649805	-0.102718351	0.046954678	0.0883230137	-0.023483089300000003	0.010108190100000001	-0.065126143	0.0382231195	0.11108670820000001	-0.0770524038	-0.0195130848	0.08157920469999999	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.07838300000000001	-0.004371700000000006	1.911176089000005e-05	0.0061438946890000025	0.0142591	0.1025126	0.00020332193281	0.01050883315876	-0.00684039	0.04105471	4.67909353521e-05	0.0016854892131840994	0.000282021	-0.000999799	7.953584444099997e-08	9.99598040401e-07	-2.7053000000000007e-05	-0.000192985	3.7243210225e-08	7.318648090000003e-10	-0.0013673200000000006	0.00018086999999999943	1.8695639824000014e-06	3.27139568999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.4808607451619	-2.9686511924179517	621702.0677614313	8.812889902244525	1056.2363362206227	-4.439051727643118	1115635.1979527643	19.70518024069135	822.0857355087213	-1.139785766052455	675824.9565269153	1.299111592495782	843.2785820305942	614.2107881544363	1.198058	20.92495	0.09866218	0.0617105	0.0126459832	0.0132271593	0.046010067800000005	0.068788294	-0.0013265689	-0.0589988741	0.0380146154	-0.0421429256	-0.0398146478	-0.0179221663	-0.0129624367	-0.05001046309999999	0.1012660666	0.008787669599999999	0.0376845316	-0.025442954900000002	-0.0781381398	0.23283197030000002	-0.0341008232	-0.10864611099999999	0.0061333424	-0.0765905245	-0.0140548372	-0.08030802719999999	-0.0685160864	-0.029826831600000006	0.0078284613	-0.010739251200000001	-0.1802687137	-0.0722320057	-0.0189455462	0.0734214062	0.0036123647999999997	-0.0182928116	0.0088833664	-0.0317425941	-0.032272769300000004	0.048714363899999995	0.0333924793	-0.0173855225	0.0303529558	-0.0263974985	0.0524772445	-0.1200435363	0.0957951269	-0.018044236	-0.034950447200000005	-0.025431491299999998	-0.039724009399999996	-0.0149011319	-0.062308701200000004	-0.1454957877	0.1461475434	0.0221051794	0.0318080469	0.0458654266	0.0070133627	0.0690685467	0.05135079309999999	-0.0800032752	0.1086653191	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0790448	-0.0006617999999999903	4.3797923999998703e-07	0.006248080407039999	-0.044998	-0.059257100000000014	0.0020248200040000005	0.003511403900410001	0.00543549	0.01227588	2.95445515401e-05	0.00015069722977439998	0.000618384	0.0003363630000000001	3.823987714560001e-07	1.1314006776900005e-07	0.000165932	0.000192985	3.7243210225e-08	2.7533428624000007e-08	-0.0013673200000000006	0.0	1.8695639824000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.1495464474054	0.6686857022435788	622757.0066581457	0.44714056838498817	1055.9947420681783	-0.2415941524443497	1115124.8952756384	0.05836773449530368	821.385955433443	-0.6997800752783405	674674.8877833099	0.48969215375656	842.9188380767392	609.8115206447762	1.002727	17.51335	0.06619973999999999	0.0332436	0.0233814483	-0.0422675616	0.0344023495	0.1385570791	0.0221576422	-0.064608029	0.0305172356	-0.0229386621	-0.0678937784	0.0295508324	-0.0447663082	0.021568629900000004	0.0256112164	-0.0972156673	-0.0562343713	-0.1274528415	0.0437402994	-0.0014650635000000001	0.047458124000000004	0.0466089139	0.0590258233	0.0273600069	-0.0453997594	0.0156941203	-0.0076651614	0.1092932811	-0.10693261189999999	0.0019123547	0.055500105599999995	0.0310165492	0.17473187559999998	-0.1029902724	-0.1075125383	0.0568742451	0.127239081	-0.071333955	-0.0902810507	-0.011277688999999999	-0.007300675	-0.025225395	0.06707158719999999	0.0091935882	-0.019105936100000002	-0.0007968097999999999	0.08610742140000001	0.0631775083	-0.0645357345	-0.024228065	-0.0513079246	0.0261292448	-0.012464983300000001	0.0373053208	-0.0169798904	0.100316492	-0.0008049239999999999	-0.0536799906	0.0353089789	-0.096822256	-0.0096263251	0.0851334309	0.0164799181	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0728483	0.006196499999999994	3.839661224999992e-05	0.005306874812890001	-0.0301388	0.014859200000000006	0.0009083472654399998	0.0002207958246400002	-0.0183372	-0.023772690000000003	0.0003362529038400001	0.0005651407898361003	0.000190957	-0.00042742699999999997	3.6464575849000005e-08	1.82693840329e-07	0.000165932	0.0	0.0	2.7533428624000007e-08	-0.0013673200000000006	0.0	1.8695639824000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.3195727764862	-0.8299736709192302	621447.7488225017	0.6888562944191426	1053.3264174977237	-2.6683245704546152	1109496.5417985888	7.119956013291807	822.1987998685554	0.8128444351124244	676010.8665052928	0.6607160756932364	842.7001503802912	603.3211309117945	1.02561	17.91301	0.0559679	0.0306523	0.025940550099999998	-0.0634705821	0.0282750173	0.1324813828	0.020050241899999998	-0.07596501929999999	0.058113515199999986	-0.0357406248	-0.0462052968	0.034013656	0.0058957562	0.0079374927	0.0911212862	-0.0944133149	-0.0630030511	0.0514287386	0.038015093199999996	0.16492775880000002	-0.0083529786	0.1537032647	0.0252168215	-0.0037862943	-0.1584161208	0.057907481399999995	-0.073527513	-0.0908054551	0.11994089320000001	-0.0400871558	-0.17387600530000002	-0.08987875769999999	0.0815119631	-0.0504840496	0.0300803808	0.1053567663	0.0168037095	-0.0915298509	-0.0037147065999999997	-0.0636961369	0.06262267219999999	-0.0289524035	0.045706499500000004	0.0182042473	0.0357533828	-0.0216582273	0.034974718700000004	-0.0029654895	-0.0049341145000000005	0.1072660857	-0.177033053	0.0793470505	-0.0640788857	-0.1137201671	-0.0478944394	0.1248850039	-0.019074035700000002	-0.0405582144	0.0009587576	-0.026355712599999997	0.0331207737	-0.0061095018	0.06809599849999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0813558	-0.008507500000000001	7.237755625000003e-05	0.006618766193640001	-0.013384600000000005	0.01675419999999999	0.00017914751716000018	0.00028070321763999965	-0.0125333	0.005803900000000001	0.00015708360889000005	3.368525521000001e-05	0.000635341	0.00044438400000000003	4.03658186281e-07	1.97477139456e-07	0.00011227	-5.3662000000000016e-05	2.879610244000002e-09	1.26045529e-08	-0.0013673200000000006	0.0	1.8695639824000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.0208566215429	0.7012838450566505	622553.9121837933	0.4917990313374402	1055.8679725687302	2.5415550710065418	1114857.1754964008	6.459502178959067	822.2154672219302	0.016667353374828053	676038.2745389771	0.0002778006685213921	843.7904916845638	608.1520897517888	1.006475	17.578814	0.05252168500000001	0.0302691	0.029377788300000002	-0.0116216128	0.0964898687	0.09894519980000001	0.0176070305	-0.07777341019999999	-0.0044174395	-0.026243660800000002	-0.0475755465	-0.012825963400000001	0.0209188828	0.0157025644	0.0020527320000000003	-0.033155982	0.027249938799999998	-0.0832661479	0.0817472134	0.054463273799999996	0.0046177094	0.073694426	-0.0267761992	-0.0122592764	0.023293107900000002	-0.0579312927	0.0941404915	-0.1076127773	-0.0476208681	0.0655535629	0.1048020263	-0.0009960297	0.0133290859	-0.0066109576	0.021097826099999998	0.1093122197	0.1016173826	-0.0371822051	0.029945056299999998	0.012682981599999999	-0.1058726824	0.007200589300000002	0.049799108700000004	0.0168099183	0.0087493187	0.0350217884	0.0664581763	0.0527975422	0.08609873230000001	0.0395374248	-0.0503472607	-0.0156360623	0.001866563	0.0309574917	0.052205570199999995	0.0970532025	-0.0169099494	0.06428944889999999	-0.0291619423	-0.1084333182	0.09264617730000001	0.0892832048	0.0255756637	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.07286360000000001	0.008492199999999991	7.211746083999987e-05	0.005309104204960002	-0.00964597	0.0037386300000000045	9.30447372409e-05	1.3977354276900036e-05	-0.0122703	0.0002630000000000011	0.00015056026208999998	6.916900000000057e-08	9.98359e-05	-0.0005355051000000001	9.967206928810002e-09	2.8676571212600994e-07	0.000165932	5.3662000000000016e-05	2.879610244000002e-09	2.7533428624000007e-08	-0.00157871	-0.00021138999999999945	2.4923252641000003e-06	4.4685732099999765e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
