global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
779.7342532161043	n/a	607985.505638476	n/a	1069.3606187477521	n/a	1143532.1329285754	n/a	807.1383262461168	n/a	651472.2776953828	n/a	833.0120157395038	571.239453486103	n/a	n/a	n/a	n/a	-0.053698855	-0.133073581	-0.06614758	0.0451385882	-0.0305581691	0.0937363622	-0.3567365617	0.4870727414	-0.2307595869	0.12080360429999999	-0.1969259866	-0.0919176688	-0.1463702191	0.0400811555	-0.11126407890000001	0.1214675212	-0.015596074199999999	0.0135720554	-0.023610694300000002	0.12447731349999999	-0.0419100126	0.0461481965	-0.0040633490999999996	0.027657123399999997	-0.0447352542	0.1020384247	0.0152652887	-0.061462528499999995	0.0405222751	-0.0666126045	0.0208623603	-0.0694836796	0.0826072377	-0.1603973176	0.0250381361	-0.0532781701	0.159310662	-0.019201262	0.048168626799999996	-0.0128075529	0.0823668154	-0.0344168733	-0.0310847348	0.0154391682	0.1702478087	-0.1008816572	0.0510450053	-0.1509551376	0.0542888558	-0.0943974935	0.06869867730000001	-0.0256211628	0.2168416303	-0.06261551650000001	0.2246733322	-0.1673858524	0.2573390825	-0.026172423700000003	0.1665210893	-0.1481562897	0.2064671061	-0.12074093890000001	0.14758529880000001	-0.2830305848	0.10115100910000001	-0.1649787993	0.017646951799999998	-0.1402540483	0.029460458	-0.11715791980000001	-0.0572558168	0.08888431470000001	-0.2158988097	0.0072795053	-0.0952967793	0.0741099376	-0.1136314808	0.1267172425	-0.0172834825	0.0661683409	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0302861	n/a	n/a	0.00091724785321	-0.118472	n/a	0.014035614784000002	n/a	-0.101907	n/a	0.010385036649000002	n/a	0.00124323	n/a	1.5456208328999997e-06	n/a	-0.00123177	n/a	n/a	1.5172573329e-06	0.000309722	n/a	9.5927717284e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.1529093102182	0.41865609411388505	608638.5619051976	0.17527292513869416	1049.5005211742775	-19.860097573474604	1101451.3439450802	394.4234756279319	807.2388584151631	0.1005321690463461	651634.5745354157	0.010106717013163107	829.7995448313292	572.0751589935286	1.16682	17.63879	0.08684945000000001	0.0472313	-0.0585578557	-0.0952303378	-0.07733165730000001	-0.06686772	0.0025069919	0.13195280269999998	-0.1319295042	0.1247849874	-0.2208211241	0.0660966546	0.0740179441	-0.0490028795	-0.011006346799999999	0.1196250967	-0.1372282247	0.1051029015	-0.0225788546	0.0352040721	-0.0476413233	-0.030625655800000002	-0.1562172495	0.008113713199999999	0.0475551985	0.0440557772	-0.2251214898	0.0110767145	-0.0807664089	0.1228497824	0.0078410263	-0.1268589156	0.035125937	-0.0491459529	-0.0504975622	-0.0002854866	-0.0011881014	0.1002730114	0.013621468700000002	-0.041714969500000004	0.0094736212	-0.052816857599999996	-0.0664422779	-0.0645199408	0.07664477459999999	0.1041803671	0.0182633114	0.0018846546	-0.0108224117	0.0541407222	0.0068909712	-0.09329758869999999	0.0432982598	-0.13602776449999998	0.045694244	-0.0405221709	0.2107049881	-0.10989197369999999	0.1332154064	-0.0237706405	0.0935722249	-0.0353930718	0.0166451868	-0.1478426333	-0.0951170302	0.0063278993	-0.15954433269999999	-0.0061669862	-0.001214487	0.041077255099999994	0.0040320393	-0.0108386067	0.0724205422	-0.13072554460000002	-0.1629433301	-0.14994993310000002	0.016820537	-0.007445067	0.0064351747999999995	-0.10680595550000001	-0.031069052000000007	0.0768412049	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0240536	0.006232500000000002	3.8844056250000015e-05	0.0005785756729599999	-0.15532399999999996	-0.03685199999999995	0.024125544975999988	0.0013580699039999965	-0.110206	-0.008298999999999987	0.012145362436	6.887340099999978e-05	0.00184017	0.00059694	3.3862256289e-06	3.563373636e-07	-0.00114567	8.610000000000021e-05	7.413210000000035e-09	1.3125597489e-06	0.000283443	-2.627900000000004e-05	8.033993424899999e-08	6.90585841000002e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.0539064941356	0.9009971839174112	610045.2048497499	0.8117959254271055	1043.5832855789379	-5.917235595339662	1089066.0739397309	35.01367709075472	808.4937142592586	1.2548558440954594	653662.0859967318	1.574663189460528	831.2258886153944	588.830907458648	1.313532	19.856628	0.1883255	0.127074	0.0062230539	0.017871974199999998	-0.0185501861	-0.09592389720000001	0.1543291726	-0.012204868999999998	-0.12272741050000001	-0.0028574347999999997	0.0096295023	0.172041567	0.1677363693	0.0702964251	-0.0691945581	0.054070747	-0.0358409269	-0.1166576919	0.0112847592	-0.0086917756	-0.0641976969	-0.0026205149	-0.12346594970000001	0.10240126769999999	-0.18331462699999998	0.046574446500000005	0.08630550769999999	0.0051732758	0.08104810000000001	-0.000214081	-0.0141854705	0.0865748305	0.0406086945	0.1000596283	0.1390230545	-0.045328394699999996	-0.0205950192	0.0783498091	0.0816845829	-0.1305941134	-0.1118878173	0.011008213000000001	-0.1088941202	-0.1859006457	-0.0286784258	-0.1718076455	-0.0104229163	-0.011930063500000001	0.07535632769999999	0.1013809133	-0.015432938500000003	0.0159971958	-0.08124750730000001	-0.004003573	0.083298488	-0.1785896432	0.0827994653	-0.1053481712	0.0479321444	0.118021518	-0.0090110543	0.09591980439999999	-0.0386238679	0.0534074521	-0.1145302362	-0.0690020892	0.0615469087	-0.12473642970000001	0.0999623368	-0.0059546877	-0.038038289700000005	-0.0321340477	0.0005134765	0.0356311297	0.09610914720000001	-0.0072986326	-0.091634429	0.050297395	-0.1521452642	-0.1096083874	0.14992134669999999	0.0390269538	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0239906	6.300000000000056e-05	3.96900000000007e-09	0.0005755488883599999	-0.031004200000000006	0.12431979999999995	0.0009612604176400002	0.015455412672039988	-0.113577	-0.003370999999999999	0.012899734929	1.1363640999999993e-05	0.000998279	-0.0008418910000000001	9.965609618409998e-07	7.087804558810001e-07	-0.00123177	-8.610000000000021e-05	7.413210000000035e-09	1.5172573329e-06	0.0	-0.000283443	0.0	8.033993424899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.779086933102	-1.2748195610336095	608055.4244182223	1.6251649131939254	1038.0194000240963	-5.5638855548415895	1077484.2748263848	30.956822467374916	807.5846843651573	-0.9090298941013089	652193.0224211707	0.8263353483698368	829.2941793894178	598.8609043682187	1.219911	18.441366	0.242160845	0.14906	0.016063961	0.0120836971	0.0951488048	-0.0606436666	0.0882550309	0.0274807268	-0.024087999199999998	-0.09070412439999999	-0.026857327799999997	-0.0701785698	0.0869141727	0.0367120577	0.0135006522	0.13279667609999998	0.0401032835	-0.0120681775	-0.0917375853	0.0660744554	-0.0352088879	-0.0558366529	-0.0348367469	0.0186025595	-0.0354011994	-0.10591319869999999	0.0091198119	0.0746782165	0.090294779	-0.0237779892	0.1293913027	0.0564814584	-0.0157702128	-0.0033373998	-0.07524125450000001	-0.084134368	0.019828030400000002	-0.0623420314	-0.049391844000000004	0.0363137709	0.0246724275	-0.1021136423	-0.025111375699999997	-0.0935637494	0.0696815955	-0.0826060712	-0.19356369059999998	-0.0592533328	-0.0029755897999999997	-0.0636549461	-0.05205887309999999	-0.0019830943	-0.0628521491	-0.051054046799999996	-0.10188421130000001	0.0077133714	0.1205444363	0.0086208089	-0.0659874931	0.0645228927	0.0049817171000000006	0.1602757092	0.0057567548	0.0132101729	-0.1102214774	-0.0595638412	-0.032347857	0.14759777599999999	0.0073516342	-0.0778365518	-0.14725302810000002	-0.0121733721	-0.013194058799999998	0.2044412516	0.0073003324	-0.0636229654	0.0657256604	0.1334543524	0.0155346853	0.0035812892999999998	0.007965186899999999	0.0410566482	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.023946900000000004	4.3699999999993744e-05	1.909689999999453e-09	0.0005734540196100003	-0.1735	-0.14249579999999998	0.03010225	0.020305053017639997	-0.0863373	0.02723969999999999	0.007454129371290002	0.0007420012560899995	0.00196976	0.0009714810000000002	3.8799544576e-06	9.437753333610004e-07	-0.0008058939999999999	0.00042587600000000016	1.8137036737600012e-07	6.494651392359997e-07	5.02759e-05	5.02759e-05	2.527666120810001e-09	2.527666120810001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.5316363076528	-0.24745062544923255	607669.5720044867	0.06123181203521639	1041.3727814513188	3.3533814272225295	1084457.2699476562	11.24516699644101	807.7474675609652	0.16278319580794687	652455.9713511525	0.02649836883744837	830.2746276497055	595.9330571497578	1.110839	16.792517	0.230820345	0.150535	0.0189529546	0.0373898708	0.0820673261	-0.0271868427	0.057503552	-0.0160617505	-0.0677302447	-0.0407087217	0.0628213698	0.0347131936	0.02302501	0.1027991987	0.0505578079	0.0250029314	-0.0428792438	-0.1397128637	-0.041206303900000005	-0.0274509118	-0.0351800855	-0.0994731741	-0.0926124151	-0.08004483009999999	0.057059419199999996	-0.0198281978	-0.1017006123	0.1020695773	0.10732772060000001	0.11365975710000001	0.0649908201	0.023105287000000002	0.09563033720000001	0.0417144265	-0.0711377155	0.0398472135	-0.0582755708	-0.0723038512	0.053447709	0.027125703199999997	0.1186485237	-0.1845160837	0.0636947984	0.0035089407	0.1504745781	-0.027880951600000002	-0.085139479	0.0130413641	-0.030419029	0.042007165199999995	-0.1407792262	0.06652737780000001	-0.050612702	-0.0546778204	-0.0088808775	-0.1284783807	-0.0157382611	-0.008959428699999999	-0.036667635	0.1201140845	0.09747266130000001	0.042736927300000005	0.0211519969	0.0410812393	-0.0154588018	0.0083497217	-0.01771574	0.17498312359999998	0.016148878300000002	-0.0247162041	-0.12359486869999999	0.0283566308	0.09458833720000001	0.0226042496	-0.0328322262	-0.0597066346	0.054381775099999995	0.0340211506	0.1667074613	0.08802733060000001	0.0805967761	0.0590697604	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0239882	-4.129999999999759e-05	1.7056899999998008e-09	0.00057543373924	-0.0309156	0.1425844	0.00095577432336	0.02033031112336	-0.0890756	-0.0027382999999999986	0.007934462515360001	7.498286889999995e-06	0.000840135	-0.001129625	7.05826818225e-07	1.276052640625e-06	-0.00133512	-0.0005292259999999999	2.8008015907600003e-07	1.7825454144e-06	0.0	-5.02759e-05	0.0	2.527666120810001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.5560968596162	0.02446055196344332	607707.7081509994	0.000598318602356311	1040.046685612198	-1.3260958391208533	1081697.1082529179	1.75853017453364	807.1529908683151	-0.5944766926501188	651495.9506676664	0.35340253810422384	829.9652616562921	592.0358331809997	1.3212620000000002	19.973484	0.10675574999999997	0.06337340000000001	0.066376731	0.010480670400000001	-0.0491234608	0.0093551898	0.1655810647	-0.032068232200000005	-0.0768800687	-0.045400446399999995	0.1122926799	-0.08525923369999999	-0.05755256860000001	0.041346895099999996	-0.08309457769999999	0.0212903046	0.1445628275	-0.0354568078	0.0077788355	0.0920909237	-0.0679824961	-0.0576913936	0.0087460321	-0.011389192900000001	-0.0048313182	-0.0464820203	-0.0169310063	0.0317864337	0.1227451375	0.07267746309999999	-0.0980979773	-0.0925009154	-0.045531021799999995	-0.0268763989	-0.0240693494	0.1000918739	-0.0295642227	0.1399501149	-0.0328912075	0.035000430299999996	0.0906142315	0.0746392216	-0.013346853999999998	-0.0444091343	0.1056417988	0.0009049582	-0.08083588530000001	0.0232817382	0.0097934764	-0.0072658202	-0.0729828903	0.0043940166	-0.14650786289999998	0.1374679512	-0.06007789860000001	-0.0148030009	0.0042858444	-0.0743893913	-0.0179172397	0.0390264017	0.0427864358	0.0376573101	0.0628226342	0.0382806315	-0.1004553021	0.0367797933	-0.12757799109999998	0.0410003558	0.0116528224	-0.052559312000000004	-0.1422548085	0.0095740016	-0.0342809469	-0.0756055626	0.0464557246	-0.1145115266	0.028302813	-0.062466715199999995	0.0846555506	0.044476332300000004	0.0544715197	-0.09464569710000001	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0240198	-3.159999999999621e-05	9.985599999997609e-10	0.0005769507920399999	-0.0904048	-0.059489199999999985	0.008173027863039998	0.003538964916639999	-0.0894815	-0.0004059000000000007	0.00800693884225	1.6475481000000058e-07	0.00122345	0.0003833150000000001	1.4968299025000004e-06	1.4693038922500005e-07	-0.00122758	0.00010753999999999994	1.1564851599999984e-08	1.5069526564e-06	0.000445726	0.000445726	1.98671667076e-07	1.98671667076e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.5442803515866	-1.0118165080295969	606131.1964681699	1.0237726459212069	1039.3315478353031	-0.7151377768948349	1080210.066325727	0.5114220399420869	806.6992120970777	-0.4537787712373529	650763.618798046	0.20591517322568184	829.060745463741	605.7309816770645	1.444167	21.831438	0.09662925	0.0428461	0.0892867154	0.052594842999999995	0.09053166130000001	0.0011737229	-0.0953268964	-0.0005981723	-0.0192367396	-0.12275822619999999	0.0636798146	-0.0981891266	-0.0713366357	-0.0060092089	0.0114496282	0.07974468950000001	0.0190270478	0.0196079139	0.16214620800000001	-0.005570147199999999	-0.0736366579	0.0266840741	0.015157603200000001	-0.0739287559	0.0083252295	-0.0423017193	0.0503562846	0.0256836638	0.09845207289999999	-0.0465266588	0.043902928	-0.1360518268	-0.047506851399999994	0.0339543055	-0.07503383200000001	0.021240571	0.0628744761	-0.0253893035	-0.0259734409	0.0471909539	-0.1491443433	0.0062204104	-0.0809796209	-0.0708652618	-0.010723398	0.070888475	-0.09970626630000001	0.0492687237	-0.0466146326	0.029600208	0.0644161696	0.0166021541	-0.0574343083	-0.0250287691	-0.1388259345	0.0876574517	-0.09674585599999999	-0.1371962059	0.014879765900000001	-0.0556651585	-0.0043150571	-0.046869699699999996	0.0071002209999999994	-0.0492087583	-0.017812826599999998	-0.0377055256	-0.0184630037	0.0772615734	0.014297808799999999	-0.14629607320000002	-0.0073083136	-0.08028660530000001	0.0157005726	0.06192843150000001	0.055571176900000005	0.0533980429	0.10787537400000001	0.0254238993	0.0992096881	0.052387334	0.07785132089999999	-0.0527870529	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.014764	0.009255799999999998	8.566983363999996e-05	0.000217975696	-0.120039	-0.029634200000000013	0.014409361521	0.0008781858096400007	-0.0639387	0.025542800000000004	0.00408815735769	0.0006524346318400003	0.00149671	0.00027326	2.2401408241e-06	7.46710276e-08	-0.000944861	0.000282719	7.993003296099997e-08	8.927623093210001e-07	0.000357776	-8.795e-05	1.28003666176e-07	7.7352025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778.4052515580661	-0.13902879352053787	605914.7356531761	0.019329005427776352	1034.5296378794887	-4.801909955814381	1070251.5716510662	23.05833922374927	806.4929061871953	-0.20630590988241693	650430.8077302682	0.04256212845241193	828.0782031922514	600.3569445907732	1.253317	18.946354	0.19437632	0.120163	0.0932785772	-0.0698639802	0.0123323326	0.0304327353	0.008141224499999999	0.0362046154	0.0477281695	-0.103098101	0.0284534933	0.0459051399	-0.0337298896	-0.030616134700000002	-0.07026741360000001	-0.06424722690000001	0.008500300300000001	-0.0772700211	-0.012363868500000002	-0.0742528618	-0.10196552769999999	-0.0079437739	0.1345496951	0.048117689000000005	-0.061118129000000014	0.0258601088	-0.11378492779999999	0.0082747987	-0.041143679	0.11198180099999999	0.0732331262	-0.0762775666	0.0474353404	0.1191686497	0.0087393529	0.0074633214	-0.001426532	0.0734456046	0.031586954300000004	-0.07077961299999999	0.0265157733	0.1417208732	0.1134632834	-0.0720186783	-0.0545483493	0.27893364719999997	0.0130761433	-0.066314455	0.0824221874	-0.022049998900000003	-0.041518109	-0.0379101803	0.0043905109	-0.012699904199999999	0.053571115700000005	0.016267407299999998	-0.150320091	-0.010814668400000001	-0.0655303549	0.1621316353	-0.0765497421	-0.0556308643	0.0847080819	-0.0725058365	-0.09595738390000001	-0.10072784779999999	-0.0654850172	0.0088188329	-0.049344569299999995	-0.0345958945	0.0297254025	0.0338681131	-0.0579245762	-0.0674937671	-0.0164030215	0.0749067901	0.0435348023	0.0905803342	0.0584941018	-0.09823281380000001	-0.0091677334	0.06926599209999999	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0239439	-0.0091799	8.427056401000003e-05	0.0005733103472100001	-0.00445488	0.11558412	1.98459558144e-05	0.013359688796174402	-0.06792680000000001	-0.0039881000000000074	0.0046140501582400024	1.5904941610000067e-05	0.0006201690000000001	-0.0008765410000000001	3.846095885610001e-07	7.683241246810001e-07	-0.000866694	7.816700000000008e-05	6.110079889000013e-09	7.51158489636e-07	0.0	-0.000357776	0.0	1.28003666176e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.1162641058847	-1.2889874521813454	603909.6879378872	1.6614886518809562	1035.8373085459323	1.3076706664435278	1072958.9297756809	1.71000257187686	806.1347124835397	-0.35819370365561554	649853.1746709192	0.12830272933852693	827.3721348305268	602.3498279029562	1.333304	20.155516	0.18952717	0.10753	0.100906256	-0.0690989879	-0.015901091399999998	0.046797162	-0.019123983100000002	0.030186479300000006	0.0519985345	-0.130092848	-0.0654814351	-0.0731945819	-0.0971372608	-0.0821648611	-0.12243156890000001	-0.0289369115	0.0883433337	0.1051730651	0.0755227091	-0.0116848042	0.08431635679999999	-0.0976018511	0.0617367445	-0.09282760570000001	0.0653211505	-0.0339859202	-0.0705357118	-0.030441708900000006	-0.0209327095	-0.14104170289999998	-0.1215162492	-0.1321896057	-0.1325172294	-0.0039275668	-0.0308924509	-0.0676038728	0.0907064903	-0.064991954	0.0055415151	-0.057211785599999995	-0.025292445	0.0394249652	0.0286426824	0.0508515786	-0.0071293829	-0.0630487837	0.116944261	-0.044281166100000005	0.0673999978	0.0122347695	-0.118936326	-0.0911173612	-0.022203034500000003	0.0686061673	-0.0021621583	0.21172090300000002	-0.0557829861	-0.0273612486	-0.10373513990000001	-0.0106023146	0.061837116399999996	0.050434096100000006	-0.061411764699999996	-0.1384945998	-0.0044981116	-0.11451545699999999	-0.053167458099999995	0.031210726400000006	-0.1013579761	-0.0002525497	0.0779959419	0.0056219499	0.0921426959	-0.0011411494	0.043638759299999996	0.09437281730000001	0.0391842274	0.027786570899999998	-0.0603358749	-0.0013723211	-0.0409014756	-0.1605361554	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0413198	-0.017375900000000003	0.0003019219008100001	0.0017073258720400005	-0.0974234	-0.09296852	0.009491318867559998	0.0086431457109904	-0.0641164	0.0038104000000000046	0.0041109127489599995	1.4519148160000042e-05	0.00173187	0.001111701	2.9993736969e-06	1.2358791134009998e-06	-0.000470948	0.000395746	1.56614896516e-07	2.21792018704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.3746590698123	-0.7416050360724284	602757.6112457672	0.5499780295279879	1031.5132476945932	-4.324060851339027	1064019.5801694472	18.69750224608279	806.6812494072365	0.546536923696749	650734.63814522	0.29870260896390605	828.2195006250444	588.9455352949536	1.070507	16.182829	0.07353024999999999	0.0397224	0.037875790699999995	-0.0782179711	-0.0621737976	0.059327523099999994	-0.0593083395	0.00725173	0.1249615259	-0.1306309067	-0.05944682320000001	0.0452146665	-0.0166688187	-0.0333369926	-0.0888733907	-0.0505963612	-0.0175933143	0.13785503470000002	0.07268977809999999	0.0060723812	-0.108312925	-0.003108827	-0.0621397505	-0.0605665409	-0.08434265810000001	-0.054941602	-0.077813946	-0.0138571575	-0.0733012094	0.0136889329	-0.1878962636	0.0188342798	-0.0312640922	-0.0122261267	0.2021917556	-0.095019937	-0.08978286460000001	-0.0263692835	-0.10291327480000001	-0.1094069621	0.132787599	0.0199874052	0.0487226322	0.023278295299999998	-0.06363670980000001	-0.07284448610000001	0.004226269600000001	0.021689108	0.1046522504	-0.0013994599	-0.11505507150000001	-0.0298339886	0.034768052	-0.0013394513	0.0865108993	0.1463703135	-0.0142600781	-0.1545112453	-0.039169427799999997	0.1075194558	0.0162409263	0.0419647536	-0.0667760951	-0.0708856087	-0.0027472262	0.0666509401	0.023962704100000003	0.0106180227	-0.0508057458	-0.019478673999999998	-0.0043574028	0.042092087800000004	-0.0322578307	-0.0759206746	0.028088067799999998	0.0670661944	-0.1280455088	-0.042060578700000004	-0.18119557879999998	-0.0798564873	-0.1314984877	-0.151100118	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.015749600000000002	0.0255702	0.0006538351280400001	0.0002480499001600001	-0.0947977	0.002625699999999995	0.00898660392529	6.894300489999972e-06	-0.07840369999999999	-0.014287299999999987	0.00614714017369	0.00020412694128999967	0.00170476	-2.710999999999989e-05	2.9062066576e-06	7.349520999999942e-10	-0.000943992	-0.000473044	2.2377062593599996e-07	8.911208960639999e-07	0.000120787	0.000120787	1.4589499369000003e-08	1.4589499369000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
