global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
766.1122941008333	n/a	n/a	586928.0471724417	1034.6349358512484	n/a	n/a	1070469.450483917	851.0847054518367	n/a	724345.1758540397	n/a	855.4398481509846	689.9574808469866	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.80764e-10	n/a	7.8828423696e-20	n/a	-4.33005e-11	n/a	n/a	1.87493330025e-21	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	-5.22041e-05	n/a	2.72526805681e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.1436615936315	-5.968632507201847	35.6245740060266	577818.3862609733	993.200391314714	-41.434544536534425	1716.821480950054	986447.0173077009	850.617069100831	-0.4676363510056945	723549.398245688	0.21868375678192106	853.1474232545016	663.4043875677111	1.410124	24.748283	0.05386407523746349	0.0436159	-0.057219891399999986	-0.0466919606	0.0448225502	0.014982858100000001	0.1481424755	-0.027046399300000003	0.020521823999999998	-0.07813614070000001	0.027694211200000002	-0.005089086	0.049564913099999997	-0.0764951579	0.115228422	0.0365352948	-0.1367850954	0.0417597018	-0.0525161679	0.1160335234	-0.10277831470000001	0.0317690262	-0.0141310747	0.028147232299999998	-0.1133266257	0.0015689539000000002	-0.0343736044	0.09189673890000001	-0.0010591582	0.07448161519999999	-0.2774848546	0.024901700099999997	-0.0693346591	0.058952939800000013	-0.0572204797	0.0567643779	-0.0320484873	0.1345193491	-0.122252691	0.0647976631	-0.0804636975	0.0563493922	-0.0244409854	0.0398919653	-0.144872755	0.0769122917	-0.0234616222	0.06436743190000001	-0.0889664473	0.029728468900000006	-0.042295958499999994	0.1128608806	0.1128439341	0.1128156919	0.0	0.0	-2.80764e-10	0.0	7.8828423696e-20	-0.042875	-0.0428749999566995	0.0018382656212869823	0.0018382656250000005	0.00837887	0.00837887	7.020546247690001e-05	7.020546247690001e-05	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	5.22041e-05	0.0	2.72526805681e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.1657418392421	0.02208024561059574	0.00048753724622423243	577851.9550660052	995.0858929673552	1.88550165264121	3.5551164821127346	990195.9343826388	851.2070613322203	0.5899922313892603	724553.4612618344	0.3480908330996784	854.7903889055542	674.9924250525197	1.062298	18.643785	0.17906587	0.141728	-0.0705135854	-0.08935512599999999	0.039565689300000005	0.1078869689	0.170078628	0.0545519021	-0.0253555576	-0.1031586701	0.024754689	0.0713494782	0.1207619793	-0.0758499622	0.048869220899999996	-0.07274610990000001	-0.0446516505	-0.019165123500000002	-0.0775053438	-0.07221423	0.041841632000000004	-0.050997120800000004	0.002291918	0.0429375565	0.045218462300000005	-0.033368761000000004	-0.0409782458	-0.0964012431	0.009589381	0.027738872799999998	-0.1810208118	0.0015917932999999999	0.1448232659	-0.0862430134	-0.097238285	0.0847354551	0.0768313496	0.1424875894	-0.0115751858	0.0471546892	0.0485957699	0.0365600678	-0.0552801766	-0.0780160271	-0.0929775196	0.0316125028	0.0302051998	-0.0544506922	-0.0388152083	-0.0862029659	-0.0166920729	0.1128156919	0.1126632248	0.11240926539999999	0.0	-0.00254789	-0.00254789	6.4917434521e-06	6.4917434521e-06	0.0972321	0.1401071	0.019629999470410005	0.00945408127041	0.0137649	0.00538603	0.00018947247200999998	2.90093191609e-05	-0.000300399	-0.000300399	9.0239559201e-08	9.0239559201e-08	0.000320098	0.000320098	1.02462729604e-07	1.02462729604e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.7960938102292	-2.3696480290128648	5.615231781404555	574254.9197940417	976.9170238559303	-18.168869111424893	330.10780478808965	954366.8714995284	849.9530222224772	-1.2540391097430756	722420.1399851228	1.5726140887652058	851.208894322604	662.0151606890597	1.176051	20.640202	0.1659317782	0.116283	-0.051774119400000006	-0.07822447519999999	0.0863865391	0.0306565318	0.052716360700000006	0.0757334507	0.0290905401	-0.058851635199999995	-0.0023709132999999998	0.043597776799999995	0.1125631641	0.0373467988	0.0093138958	0.0121122392	-0.0999728979	-0.0988254008	0.1315095129	-0.0731933063	0.0072810945	-0.0253133972	0.08996360460000001	-0.0250985338	0.039416077599999995	-0.0850388327	0.0490349197	0.0409676948	-0.0865381107	0.0021004660999999997	-0.0313368783	-0.043705562	-0.0101648096	-0.1610993854	-0.0455478557	0.0392708634	0.0332283309	0.07545134889999999	0.0166043725	-0.0522309258	-0.0857366449	-0.0566988987	0.0798913939	-0.09852541039999999	-0.0695191599	-0.042337399299999995	-0.1673352324	0.0073447643000000016	-0.09398159130000001	-0.1183090563	0.09219951189999999	0.1127253327	0.1123020954	0.1115978766	0.0	-2.48218e-05	0.0025230682000000003	6.161217552399997e-10	6.365873141851243e-06	-0.0145818	-0.1118139	0.012502348233209998	0.00021262889124	0.0462595	0.0324946	0.0021399413402500003	0.0010558990291599998	-3.11608e-05	0.0002692382	7.248920833924e-08	9.709954566400001e-10	0.000432864	0.00011276600000000005	1.271617075600001e-08	1.8737124249600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.7897131996399	-1.0063806105893036	1.0128019333700995	572730.6700047932	977.2539211136984	0.33689725776810064	0.11349976229166606	955025.2263320987	848.1918473278745	-1.7611748946027321	719429.4098734723	3.1017370093789443	849.2663002801683	657.2271152630071	1.032029	18.112547	0.045847823200000005	0.0228767	-0.0329522639	-0.0702511527	0.0632209871	0.0445298991	0.0714222596	0.04493618	0.058905781799999994	0.0111744815	-0.027360048900000003	-0.0038603687	0.16759164880000002	0.1318802733	0.0549092051	-0.0934933553	-0.14342017140000002	-0.0368152736	-0.1190673388	0.0802387682	0.0473431729	0.0827235002	-0.0453316791	0.1124622178	-0.0759307147	0.011713285300000001	0.0213544788	0.0841328139	0.0167107967	0.0410436966	0.0529497112	0.06980281990000001	-0.0003288789	0.024967606	-0.0155136389	-0.0218879477	0.0414734531	0.1012437752	0.1118225226	0.0346016126	-0.0965550659	0.07241263190000001	-0.0285190533	-0.0295327782	-0.1528207287	-0.12023115570000001	0.0215459542	0.0335056475	-0.0341852265	0.1478311096	-0.007284669699999999	0.1125898391	0.1117611244	0.1103844485	0.0	-0.0160749	-0.016050078199999998	0.00025840241001	0.0002576050102261152	-0.0262971	-0.0117153	0.00013724825409000004	0.00069153746841	0.0368288	-0.0094307	0.0013563605094400002	8.893810249e-05	-5.712770000000001e-05	-2.5966900000000007e-05	6.742798956100003e-10	3.2635741072900004e-09	0.000285796	-0.00014706800000000004	2.162899662400001e-08	8.1679353616e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.2418077762618	0.4520945766219029	0.20438950621093765	573415.155444261	982.2458400811316	4.991918967433207	24.919254977419424	964806.890356688	848.1438720870312	-0.047975240843243235	719348.0277587824	0.002301623733967193	850.0022174863153	662.0362880799589	0.948824	16.652260000000002	0.17378331500000002	0.117644	-0.035611694	-0.0722937363	0.0725183259	0.0739070488	0.073974547	0.0785137258	0.011053048999999999	0.0070441387	-0.046461155700000006	-0.0519964742	0.16334433310000002	0.0727852573	-0.0643773955	-0.058989169	-0.0761221495	0.063107414	-0.0109251433	0.0323529686	-0.009003235200000001	-0.1924369509	0.015183566599999997	0.0601606008	0.0201733915	-0.0733884759	-0.0419647713	-0.040459939199999996	-0.1316452325	0.04567581230000002	0.08790358050000001	0.107186196	0.1048929428	-0.0889655223	-0.0196698695	-0.0251688506	0.0333637589	0.09116946949999999	0.1601806352	-0.043039283899999996	0.031604745499999996	0.0759871817	0.08493869359999999	0.0056594949	-0.1154506015	-0.15746601130000001	-0.0021595968	-0.0553317776	0.0633669557	-0.0049576029	0.0515037243	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.0102049	0.00587	0.00010413998401	3.4456900000000005e-05	0.0874596	0.1137567	0.01294058679489	0.0076491816321599985	0.0617031	0.0248743	0.00380727254961	0.0006187308004899998	-0.000341495	-0.0002843673	8.086476130929e-08	1.1661883502499997e-07	0.000416785	0.00013098899999999998	1.7158118120999995e-08	1.73709736225e-07	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.4732604472188	-2.768547329043031	7.6648543131513	569229.9007298568	972.1694676994647	-10.076372381666943	101.53328037402035	945113.4739270605	848.2556875407747	0.1118154537434748	719537.7114452723	0.012502695695859151	848.6657545599139	657.8999621069319	1.048133	18.395178	0.2219184	0.129666	-0.0151520741	-0.0600507437	0.023095687799999997	0.0082473271	-0.0171092682	0.021337635299999998	-0.0123479478	0.0116944657	-0.0333421266	-0.050045632400000005	0.0672753943	0.1132352951	-0.029280415299999998	0.044677803099999996	-0.058019334400000004	-0.0055252461	0.0837094704	-0.1040807534	-0.040675574900000004	-0.06749742480000001	-0.0301568041	-0.057511747599999996	-0.1502303981	0.1302829923	-0.0977935416	0.0698927812	-0.05816198280000001	0.0456598871	-0.06473443400000001	-0.0047882917	0.0002531659	0.0191993514	0.0010371078999999999	-0.0283162968	-0.014357495	0.00034148290000000003	0.1277879359	-0.10484583060000001	-0.0762486226	0.0307411645	0.044225405599999996	0.0371477776	-0.0228535552	-0.0892816519	-0.044670040700000004	0.0155168947	0.0703322723	-0.1203017592	-0.0871737994	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.016126599999999998	-0.005921699999999999	0.0002600672275599999	3.506653088999999e-05	-0.0339679	-0.12142750000000001	0.014744637756249996	0.00115381823041	0.101939	0.040235900000000005	0.010391559721	0.0016189276488100006	0.000210575	0.00055207	3.047812849e-07	4.4341830625e-08	0.000781091	0.0003643060000000001	1.3271886163600007e-07	6.101031502810001e-07	-2.64698e-23	0.00017029	7.0065031204e-46	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.6996604827842	-0.7735999644345384	0.5984569049731191	568063.1782118642	970.6617401718672	-1.5077275275974666	2.273242297475171	942184.2138334777	849.2289927100453	0.9733051692705884	721189.8820593181	0.9473229525288491	850.0685481924157	639.4810488932305	1.053121	18.482721	0.06290885	0.034517900000000004	0.0228966286	0.0191310162	-0.0409101192	-0.013218646499999999	-0.0463176238	-0.0635507391	-0.0108678522	-0.024445884900000003	-0.0187047131	-0.01585069	0.0219156282	-0.028175232400000007	0.0198267514	0.1361799032	-0.0863266743	0.0545388911	-0.076018421	-0.08391439460000001	0.046859074900000006	0.0327625012	0.0142174704	0.047452460999999994	-0.061993048700000004	-0.0144202081	-0.19178405910000001	-0.1663764217	0.02473373	-0.10089742689999999	0.0811072318	-0.0867934699	-0.060196936	-0.0070779349	-0.024005337999999998	-0.0093200145	-0.0363579267	0.030324453900000006	-0.0354951703	-0.013553278700000001	-0.0278132067	0.0817745526	-0.1372776015	0.09669185050000001	-0.1084490565	0.05948474240000001	0.009410801	-0.0966314238	-0.0330241159	-0.0065620143	0.0356688503	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.016104799999999996	2.180000000000237e-05	0.00025936458303999984	4.752400000001035e-10	-0.0474286	-0.0134607	0.00018119044449	0.00224947209796	0.0704752	-0.0314638	0.00496675381504	0.0009899707104400002	-7.732e-06	-0.000218307	4.7657946249000004e-08	5.9783824e-11	0.000640147	-0.00014094400000000005	1.9865211136000014e-08	4.09788181609e-07	0.0	2.64698e-23	0.0	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.3422229548078	1.642562472023542	2.6980114745000887	570541.8737783105	971.502635727256	0.8408955553887836	0.7071053350726108	943817.3712250056	849.585682920845	0.3566902107996839	721795.8326240786	0.12722790648032292	850.9179579968434	642.8316916066069	0.938782	16.476027	0.12930662	0.08588989999999999	0.0148678608	0.0236935379	-0.0942660359	0.0320495725	-0.0080553294	0.039143212999999996	0.0186927967	-0.047797777300000004	-0.012526598500000001	0.0535201929	0.0842965623	-0.1731647245	0.015373360800000001	0.0859484418	-0.019950463999999998	0.0097880875	-0.161417786	-0.0268409601	0.131881157	-0.1280130777	-0.1227260274	-0.0059132513	-0.09905821570000001	-0.0065580025	0.17860550760000002	0.0029049469	0.0422043317	0.0155343589	0.023501494900000003	0.0552921579	0.031291325099999996	0.0350276189	-0.041697825099999995	0.0152004327	0.0443067294	0.1295548755	-0.1018949284	-0.046755915599999996	0.0714145934	0.0487449439	-0.1003408837	-0.0138152451	-0.0835720008	0.0062180119	-0.0588526866	-0.1704099159	0.0894938319	-0.0011462407	0.1454988603	0.1115978766	0.1078204375	0.1016191316	0.0	-0.0195751	-0.0034703000000000025	0.00038318454001	1.2042982090000018e-05	0.035371	0.08279960000000001	0.006855773760159999	0.001251107641	0.06364790000000001	-0.006827299999999994	0.004051055174410001	4.661202528999993e-05	-0.000463466	-0.000455734	2.07693478756e-07	2.14800733156e-07	0.0004650430000000001	-0.00017510399999999993	3.0661410815999974e-08	2.1626499184900003e-07	-9.33504e-05	-9.33504e-05	8.714297180160002e-09	8.714297180160002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.4931523178833	-0.8490706369244663	0.7209209464873189	569259.9168945765	976.6281906069374	5.125554879681432	26.271312824626133	953802.6226881804	848.7085998937413	-0.8770830271037084	720306.2875335945	0.7692746364334045	850.6329045139755	661.8671343833962	1.135043	19.92049	0.13521552500000006	0.07531739999999999	-0.0050455646	-0.0376485414	-0.11911429470000001	0.0103363479	-0.0401842221	0.0253018065	-0.052724714699999994	-0.010985406000000001	-0.0061857374	0.0566579799	0.0116069803	-0.1223241374	0.0047578409	0.09647471310000001	-0.08152885139999999	-0.0256774871	-0.1380029864	0.0324731783	0.023521112900000002	-0.029351629900000002	-0.024604505099999997	-0.060662811500000004	-0.0611590341	-0.0378794	0.2031641737	-0.022487518999999997	0.1741042844	0.0135944854	-0.0837376558	-0.085911981	-0.014155313999999999	0.035545208700000004	-0.0105767024	0.0131045949	0.044471360099999996	0.0470547929	-0.10793164720000001	-0.0826556891	0.0115792451	0.0168411017	-0.07085158309999999	-0.043204400700000006	-0.07429034	-0.0704182386	-0.1205454559	-0.014868895900000003	-0.0486872435	-0.07245997629999999	0.0157042623	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.016082299999999997	0.003492800000000001	0.0002586403732899999	1.2199651840000004e-05	-0.0268111	-0.062182100000000004	0.00386661356041	0.0007188350832099999	0.105226	0.041578099999999986	0.011072511076	0.0017287383996099995	-4.81469e-05	0.0004153191	1.7248995482481006e-07	2.3181239796100003e-09	0.000414462	-5.0581000000000063e-05	2.5584375610000068e-09	1.7177874944400002e-07	0.0	9.33504e-05	0.0	8.714297180160002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
