global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
740.4351126498958	n/a	n/a	548244.1560448639	976.0688270990016	n/a	n/a	952710.3552344207	843.2216933038866	n/a	711022.8240582738	n/a	844.0874944972279	646.9552700141057	n/a	n/a	n/a	n/a	-0.0910343387	-0.1219275709	-0.0686195676	0.0054202303	0.08228001230000001	-0.0020251238	0.031361674	-0.3366892193	-0.340503419	-0.0611007654	0.1436927219	-0.0827061015	0.0764970602	-0.062485592	0.0772836245	-0.1290520607	0.0831921459	-0.0123554021	0.1506445808	-0.030289032400000002	0.12827535539999999	-0.0798296063	0.100953095	-0.1155580863	0.0310368148	0.059129212300000004	-0.058151904000000004	0.050481583200000006	-0.071955765	0.0921257608	-0.037668880099999996	0.051522350599999996	-0.0046419426	0.1452332083	-0.05165403	0.024498494	-0.0630305505	0.0061042197999999995	-0.0058943512	0.107733556	0.0241533619	-0.057923483	-0.0405120903	0.1795815289	0.0532055767	-0.1652515061	0.0413852037	-0.0698218493	0.1201390666	-0.0748462246	0.1526365388	-0.09266794	0.2540535694	-0.015273306100000003	0.0878357589	-0.0692250908	0.0284572676	-0.1241589918	0.1547870805	-0.025073449900000003	0.0977515342	-0.09885933710000001	-0.028690795499999998	0.2006693226	-0.0884152493	0.1795747221	-0.1315219081	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0289064	n/a	0.0008355799609600001	n/a	0.000203725	n/a	n/a	4.1503875625e-08	-0.050642	n/a	0.002564612164	n/a	0.00257345	n/a	n/a	6.622644902500001e-06	-0.00335371	n/a	n/a	1.1247370764100004e-05	-8.204989999999998e-05	n/a	6.732186090009996e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.9779286435222	-3.4571840063736086	11.952121253925476	543136.4673076965	950.4776054255084	-25.591221673493237	654.91062674187	903407.6784154085	841.9755829971492	-1.2461103067373642	708922.8823633894	1.5527908965570882	841.149270982952	624.6186746058428	1.14871	20.447638	0.19154378	0.0912019	-0.1366731469	-0.0652422768	0.0480751751	0.0209455162	0.0106931789	-0.09834643130000001	0.115911642	-0.10944096630000001	-0.12068837630000001	-0.117965561	0.0385764347	-0.0263511404	0.1005323632	-0.0576536949	0.0696089947	-0.12141216310000001	0.09350400449999999	0.0752751125	0.0048469812	-0.0290671546	0.1466883024	-0.0886877306	0.0562962445	0.0467523107	0.0716788158	0.0677171789	-0.0112434592	0.0848571731	-0.0036487871	0.160998491	0.0136000758	-0.0762595766	-0.188034657	0.1816747239	-0.037567824900000005	-0.0159653373	-0.08699567279999999	0.0397813621	-0.033928596400000004	0.026486514	0.0060590494	-0.0230426268	-0.10930560519999999	0.0595612546	0.0023462352	-0.1175440569	0.0327527697	-0.052305946	0.13090687869999998	-0.0668307881	0.0569582539	-0.1284712792	0.0982826965	-0.017657220300000002	0.0419991843	0.0658368047	0.1035071282	-0.0193404584	0.0928501892	0.1498814276	0.1469111118	-0.045003065599999996	0.0128844341	0.0838055264	-0.06255296219999999	-0.032892208799999996	-0.2285832009	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0507056	0.021799199999999998	0.00257105787136	0.0004752051206399998	0.0683933	0.068189575	0.004649818138680625	0.004677643484890001	-0.00749544	0.04314656	5.61816207936e-05	0.0018616256398336	0.00280714	0.00023368999999999994	5.461101609999998e-08	7.8800349796e-06	-0.00284276	0.00051095	2.610699025e-07	8.0812844176e-06	0.000341479	0.0004235289	1.16607907441e-07	1.7937672913521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.2080288665775	-0.769899776944726	0.5927456665395389	542002.2617676114	944.316989150757	-6.160616274751419	37.95319288473205	891734.575998751	841.7516460500927	-0.2239369470564725	708545.8336280406	0.05014775625697336	839.5120334457142	628.0732885984356	1.002619	17.847148999999995	0.22004859	0.143328	-0.1270628338	-0.049097385300000004	0.1041846998	0.0712526904	-0.042791782699999996	-0.10514673990000001	0.0981754548	0.029558054500000007	-0.0438381666	-0.1256976108	0.0305979961	-0.0844478907	0.0440800876	0.030698817799999997	-0.0318887307	-0.0115481781	-0.0088732802	-0.058223066799999994	0.0657069162	0.1000692912	0.09345294789999999	-0.2077720259	-0.07211556969999999	0.0675072015	0.005555469499999999	0.0910707343	0.0771818431	-0.0197073284	0.0344631662	0.0752009396	-0.0382824221	-0.0057575236	-0.04291379	0.06445436980000001	-0.0743368141	0.0271962625	0.0313545248	-0.018222355	-0.006902403299999999	-0.023116145499999997	0.0371158028	0.09279834140000001	-0.132595394	0.0191090496	-0.0892623434	-0.0319545097	-0.0403697379	-0.0638125355	-0.0177590078	0.0144794443	0.09813684210000001	-0.1141159718	0.033803575499999995	-0.0068883536	0.0254612281	-0.1238227914	0.12425921359999999	-0.065117889	0.0286026353	0.0159036516	0.07017196889999999	-0.027054523900000002	-0.0328119839	-0.010771183899999998	-0.0934449112	-0.0075458614	-0.09180966210000001	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0350875	-0.015618099999999998	0.00123113265625	0.0002439250476099999	-0.0646181	-0.1330114	0.01769203252996	0.00417549884761	0.0294442	0.03693964	0.00086696091364	0.0013645370033296	0.00249242	-0.00031472000000000016	9.904867840000009e-08	6.2121574564e-06	-0.00280937	3.339000000000033e-05	1.114892100000022e-09	7.892559796899999e-06	0.0	-0.000341479	0.0	1.16607907441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.6816513472553	0.4736224806778182	0.22431825420341028	542699.855431719	940.248457403576	-4.068531747180942	16.552950577819203	884067.1616498043	841.2644660796758	-0.4871799704169462	707725.9018883221	0.2373443235754565	838.8555054210346	619.2020866562782	1.038307	18.482405	0.3550145	0.21947600000000006	-0.1323862205	-0.0548557477	-0.0082752526	0.0915918168	-0.0073675326	-0.1187049292	0.06720569230000001	-0.0204210619	-0.0094650147	-0.1539823249	-0.036230852200000004	0.033347072400000004	-0.0915163049	0.09861406539999999	0.0264655519	-0.0806501939	0.0241085012	0.023862261099999997	-0.057798231100000014	0.12058138619999999	0.1384855829	-0.1507557027	0.0822584785	0.0295290079	0.0324600836	-0.0255074892	-0.0455855916	0.0741250271	-0.0713239814	0.012548235900000001	0.16773548619999998	-0.0009130211999999999	0.0842927619	0.0387879541	0.0316901801	0.0179446438	0.0419421486	-0.1024956216	-0.0139745363	-0.0367443763	-0.0526594377	0.044201777000000005	-0.1418129252	0.021542211699999998	-0.0316586281	0.0022956947	0.0301467203	0.1634331756	0.0636161419	0.008938596600000001	0.0970936335	-0.0314705425	0.0407415187	0.033017233300000004	-0.0186197305	0.1073926325	0.1330875908	-0.062071739	0.0290677269	0.0834615743	0.0874360602	-0.0042017994	-0.1469022092	-0.0992236917	-0.043249409100000004	0.0324933607	0.013127311899999999	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0168408	-0.0182467	0.00028361254464	0.00033294206089000004	0.143227	0.2078451	0.04319958559401	0.020513973529	0.0682151	0.0387709	0.00465329986801	0.0015031826868099998	0.00160352	-0.0008889	7.9014321e-07	2.5712763904e-06	-0.00216556	0.0006438099999999999	4.1449131609999977e-07	4.6896501136e-06	-0.000270326	-0.000270326	7.3076146276e-08	7.3076146276e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.222544910516	3.540893563260738	12.537927226341324	547929.415993801	951.7648719779828	11.51641457440678	132.62780464960892	905856.3715312659	845.3323219135655	4.067855833889666	714586.7344717799	16.547451085310193	842.6041665185459	628.1645280016114	1.279372	22.773489	0.18562571	0.150108	-0.1051268108	-0.0426389725	-0.0907570809	0.09015973070000001	-0.09068213630000001	0.0075542053	0.10431641789999999	-0.0011014256	-0.0742655525	0.0204637083	-0.0010296014	-0.0783014339	0.1135622627	-0.0766813548	0.11791275890000001	-0.025137747400000004	-0.07203474509999999	0.0576223182	-0.0327437474	-0.0516089703	0.1301179729	-0.1688456905	-0.1216501486	0.0985030344	0.0519862308	0.0653751606	0.086087491	-0.027450431	0.0403821772	-0.0930199023	-0.0902599007	0.042071075199999995	0.032058707400000004	-0.1024324829	0.057031145	-0.08660951730000001	0.0452866592	-0.0067005592	0.1567794252	-0.0429606039	-0.0895486876	-0.17139961260000006	-0.011422678200000001	-0.0736101879	-0.0193390973	-0.1498031746	0.0673035466	-0.09214607539999999	-0.12306254	0.0693246466	0.063116811	-0.20744862420000001	0.1293456832	-0.11210565759999999	0.1682416295	-0.0782304477	-0.032553741000000004	0.048395281500000005	-0.0421123843	-0.1719041003	-0.0054482485	0.080069204	-0.0937513673	-0.11194355210000001	0.0010311784	-0.0326125361	0.0501747339	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.00743186	-0.00940894	5.52325430596e-05	8.852815192359999e-05	-0.00643312	-0.14966011999999998	0.022398151518414396	4.13850329344e-05	0.0702352	0.002020099999999997	0.00493298331904	4.080804009999987e-06	0.00174866	0.00014513999999999998	2.10656196e-08	3.0578117956e-06	-0.00194324	0.00022232000000000005	4.942618240000002e-08	3.7761816976e-06	-0.000147055	0.000123271	2.1625173025e-08	1.5195739440999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.8377514969629	5.615206586446903	31.530545008476672	556273.9515580455	962.8185162167098	11.053644238726973	122.18305095634204	927019.4951697469	847.1425013372448	1.8101794236793007	717650.4175719237	3.2767495459119265	844.2292371647003	655.0897595260362	1.429902	25.452997	0.15910994359999994	0.088978	0.0110645626	0.015089628700000001	0.0290560013	0.0258349563	-0.1048063444	0.13288464630000002	0.15717336640000001	-0.1615187018	0.0529872908	0.0914577842	-0.0841778232	-0.0453169691	0.05324906769999999	-0.044451275199999994	0.0691875007	0.012987028999999999	0.030671771299999998	0.0573041655	0.0056018282	0.0547289064	-0.0218680183	-0.09155438279999999	-0.1200035224	-0.0032236835	-0.0904947084	-0.0908910039	0.036306138700000004	0.0706188052	0.0579866233	-0.0534149733	-0.009170559699999999	0.06512455980000001	0.10239458720000001	0.020665145	0.0681641	0.093963981	0.0829943381	-0.07800829690000001	0.0737781243	0.0113088324	0.0060211241000000006	0.0347445675	0.071848445	-0.1371271918	-0.055704121100000004	-0.0760187453	0.0666399706	0.0007267372	0.048931851799999995	0.034663414100000005	-0.0811696446	-0.050280188499999996	-0.0077193901	0.1422789702	0.1955773981	-0.0554588087	-0.0183122299	-0.0325511008	0.09635140630000001	0.0844734768	-0.1054915906	-0.0954868142	-0.0365807086	-0.145713133	-0.0226503238	-0.0104635201	0.0814720935	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-6.79136e-05	-0.0074997736000000014	4.61225706496e-09	5.624660405125697e-05	0.06412240000000001	0.07055552000000001	0.0049780814024704	0.0041116821817600005	0.019834900000000003	-0.0504003	0.00039342325801000014	0.0025401902400899994	0.0016801	-6.856000000000006e-05	4.700473600000009e-09	2.82273601e-06	-0.00165853	0.0002847099999999999	8.105978409999991e-08	2.7507217609000004e-06	-0.000406872	-0.000259817	1.6554482438399994e-07	6.750487348899998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.7571917223606	-0.08055977460230679	0.006489877283974474	556153.7890056218	959.4128537797864	-3.4056624369234214	11.598536634271175	920473.0239978738	846.6409988787495	-0.5015024584952243	716800.9809824069	0.2515047158767542	844.6487528601638	680.2824227562022	1.17957	20.996956	0.152815805035	0.0785166	0.0780902689	0.0872875317	-0.00035284419999999996	-0.0403975673	0.0012078436	0.069911238	0.024574375699999998	-0.0869214643	0.0327547251	0.0753510166	-0.06586846860000001	0.059187248	-0.0061520854	0.0538251421	0.0507052304	-0.0858120099	-0.0854022048	0.1228163359	0.017126416499999998	0.043039827	-0.1098660555	0.003249647	0.0046334501	-0.0135845316	0.0999713431	-0.0235619971	0.0825319558	0.059956252599999996	0.1216553311	0.0713316958	-0.0782194579	-0.0153445773	0.0855928796	0.0794007488	-0.0528406192	0.0059800779	0.0372646712	-0.0088161365	-0.09454618669999999	0.08701253939999999	0.1454273448	0.023486555699999998	0.0716721571	-0.0709457646	0.031192467	-0.0291848488	0.0058208452	0.158358361	-0.0245095481	-0.0438157637	-0.0609368761	0.0080998459	-0.0271133733	-0.043373387	0.0731575528	-0.0140206251	0.0850899134	0.0564534856	0.0028679255	0.0531682734	0.023962922400000003	0.017166513300000002	0.0631926051	-0.1005021893	-0.0358340662	-0.082957155	-0.10635790710000001	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-6.135649999999999e-07	6.730003499999999e-05	3.764620092249999e-13	4.529294711001226e-09	0.109078	0.044955599999999984	0.0020210059713599987	0.011898010083999998	0.0758495	0.0560146	0.00575314665025	0.00313763541316	0.00224107	0.00056097	3.1468734090000004e-07	5.0223947449e-06	-0.00163751	2.1020000000000063e-05	4.418404000000028e-10	2.6814390001e-06	4.67041e-05	0.0004535761	2.18127295681e-09	2.0573127849120995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.3182312532628	-0.43896046909787856	0.1926862934306296	555499.2658384921	948.0114132018216	-11.401440577964767	129.99284725286148	898725.639560915	845.7572044452368	-0.8837944335127759	715305.248871022	0.7810926007081684	842.4826589723178	677.7296801994416	1.112484	19.802797	0.178197308565	0.112701	0.06639982559999999	0.0849307655	0.08784540560000001	0.023382726800000003	-0.0815969533	0.0346274393	0.0902569433	0.0758290286	0.07119509019999999	0.038750579900000005	-0.1299568082	-0.031780959	0.0732168121	0.1312840703	-0.0540576684	0.0987760442	-0.1496343473	0.0951957237	-0.0183277715	-0.022719875	0.0705495479	-0.0337411706	0.0197379673	-0.0045522317	0.0352519444	-0.032567828300000004	0.0264129311	0.0560261566	-0.024939552099999998	0.1276617116	-0.0095940324	-0.1646498156	0.0337905867	0.07901665719999999	-0.0349232837	-0.0883774883	-0.1269461744	0.0819595949	-0.0302031644	-0.0053020490000000005	0.1365106701	0.016711048200000002	0.0071667901	-0.13701919769999998	-0.0919542169	0.0267218933	-0.1441365473	0.0386426214	-0.1335084853	0.0283939115	-0.0511065636	-0.0697841162	0.0643002689	-0.0408952112	0.0616294474	0.033977055299999996	0.0200111532	0.0566796292	-0.0754069912	-0.0005105856999999999	-0.0542320549	-0.09563674949999999	0.047061205099999996	-0.0436125872	-0.10557948550000001	-0.049610242699999994	-0.1649399493	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.00539739	0.005398003565	2.91318188121e-05	2.913844248775271e-05	0.00239439	-0.10668361	0.0113813926426321	5.733103472100002e-06	0.060156500000000016	-0.01569299999999999	0.003618804492250001	0.0002462702489999997	0.00279716	0.00055609	3.0923608809999995e-07	7.8241040656e-06	-0.00169068	-5.3169999999999953e-05	2.827048899999995e-09	2.8583988624e-06	0.000445898	0.0003991939	1.9882502640399998e-07	1.5935576979721002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.7310190616064	0.4127878083436372	0.17039377471714331	556114.752790662	951.7146814064592	3.703268204637652	13.71419539548018	905760.8348045981	844.2216829602287	-1.5355214850080756	712710.2499802009	2.3578262309214058	842.1922995052754	683.7511540203468	1.065652	18.969166	0.06553742	0.039125400000000005	0.0887633683	0.0461512781	-0.0906686785	0.0183934025	0.0693010152	0.0671586857	-0.034870853199999996	0.0858582788	0.10452494710000004	-0.018254441200000002	-0.0378391957	-0.06515165719999999	-0.0818188844	0.0885371041	-0.060968564	0.09079486949999999	-0.1408041769	0.1381855711	0.0156223123	-0.0722219888	-0.17239325809999995	-0.0646184371	0.00294315	0.0267912902	0.034897051	-0.09259489060000001	0.0297768768	0.0256092794	-0.0188803479	-0.0598700929	-0.0597488341	-0.0579087416	-0.05361241940000002	0.0291654098	-0.0009596533	-0.0616092158	0.027152776200000003	-0.039743927799999995	0.1280632557	-0.0600417498	-0.10388088179999999	0.1432744657	-0.00637404	0.0130665237	-0.057969082699999994	0.048689330700000005	-0.0277146582	0.0709978039	-0.1655684967	0.0067305591	-0.19077361280000002	0.1469007866	-0.0685504126	0.0166108755	0.1224474147	0.0230289789	0.0557337949	0.0657255894	-0.0217658021	0.0008052775	0.12455177210000001	-0.0099291877	-0.1264091055	-0.054050845300000004	0.0188179424	-0.011549516599999999	-0.0100547315	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.00316143	-0.00855882	9.9946396449e-06	7.32533997924e-05	0.00234349	-5.089999999999999e-05	2.590809999999999e-09	5.4919453801000005e-06	0.0578805	-0.002276000000000014	0.0033501522802499998	5.1801760000000645e-06	0.00269397	-0.00010318999999999997	1.0648176099999994e-08	7.2574743609e-06	-0.00100193	0.0006887499999999999	4.743765624999999e-07	1.0038637249000002e-06	0.0007469919999999999	0.00030109399999999985	5.57997048064e-07	9.065759683599994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.2040142051927	0.4729951435863313	0.2237244058562542	556820.4308159435	951.7257365984246	0.01105519196539717	0.00012221726939178214	905781.8777038141	844.3631848349254	0.14150187469670072	712949.1879045784	0.020022780542680797	842.7397127852548	681.3378848778963	1.039572	18.504917000000006	0.203011656	0.148327	0.075915188	0.055123625499999995	-0.0706806197	-0.0465467237	0.0602039001	0.0314867102	-0.009188633100000001	-0.0085884467	0.0018734595	-0.0193175745	0.021470747999999998	0.0394608698	-0.0772374244	-0.0010457657000000002	0.016596023799999998	-0.0534612891	-0.1374896218	0.2033880955	0.0815654493	0.05506746690000002	-0.1474140217	0.1268968354	-0.064103047	0.0935082593	-0.1208381569	-0.0333512761	0.158820148	-0.18910610390000002	-0.009930594000000001	-0.0006322349	0.1482381686	0.0110696505	-0.0890977229	0.0379280241	0.031124931800000002	0.0385568594	0.015467927	-0.0882723309	-0.0891675905	0.0271899031	-0.008395119599999999	-0.0794239062	-6.68968e-05	0.0306580496	0.0265126298	0.018448636799999998	0.09202378929999999	0.17001921690000002	-0.083620058	-0.0057853912	-0.13460280300000002	0.0272968489	-0.1118809989	0.0010241027	0.0079550464	-0.0669029585	-0.0354323269	0.24473226399999998	0.0166815433	0.19729910469999998	0.0222406236	-0.0234698885	-0.064814334	0.0833436261	0.07088625900000001	-0.0890512062	0.0379476206	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.000282234	0.002879196	7.965603075600001e-08	8.289769606415998e-06	0.14649700000000002	0.14415351	0.020780234445320102	0.02146137100900001	0.06692090000000002	0.009040400000000023	0.004478406856810002	8.172883216000045e-05	0.00235564	-0.00033833	1.1446718889999998e-07	5.5490398096e-06	-0.000401489	0.0006004410000000001	3.605293944810001e-07	1.6119341712100002e-07	0.0007469919999999999	0.0	5.57997048064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
