trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0
0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.0293122,0.135416,-5.68878e-05,0.000245539,7.52936e-05,0,-0.0293122,0.135416,-5.68878e-05,0.000245539,7.52936e-05,0,0.00085920507,0.018337493,3.2362218e-09,6.0289401e-08,5.6691262e-09,0,0.00085920507,0.018337493,3.2362218e-09,6.0289401e-08,5.6691262e-09,0,0.12462258,0.15828222,-0.21725872,0.070036497,-0.1563693,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0
-0.0391585,-0.087686,0.1352,-0.00062742,0.000497701,0,-0.0098463,-0.223102,0.13525689,-0.000872959,0.0004224074,0,0.0015333881,0.0076888346,0.01827904,3.9365586e-07,2.4770629e-07,0,9.6949624e-05,0.049774502,0.018294426,7.6205742e-07,1.7842801e-07,0,-0.081846839,-0.08638756,-0.16080244,-0.015608869,-0.22875626,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0
-0.0391648,0.119753,0.0673789,0.000324869,0.000570827,0,-6.3e-06,0.207439,-0.0678211,0.000952289,7.3126e-05,0,0.0015338816,0.014340781,0.0045399162,1.0553987e-07,3.2584346e-07,0,3.969e-11,0.043030939,0.0045997016,9.0685434e-07,5.3474119e-09,0,0.015743684,-0.07759137,0.022411949,0.025419333,-0.061520639,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0
-0.0391662,-0.0373255,0.0906811,0.000199036,0.000270452,0,-1.4e-06,-0.1570785,0.0233022,-0.000125833,-0.000300375,0,0.0015339912,0.001393193,0.0082230619,3.9615329e-08,7.3144284e-08,0,1.96e-12,0.024673655,0.00054299252,1.5833944e-08,9.0225141e-08,0,0.0015127937,-0.061341454,-0.021869847,-0.063576571,-0.064632812,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0
-0.0211093,0.0711966,0.0907648,0.000101901,0.000310455,-0.000145684,0.0180569,0.1085221,8.37e-05,-9.7135e-05,4.0003e-05,-0.000145684,0.00044560255,0.0050689559,0.0082382489,1.0383814e-08,9.6382307e-08,2.1223828e-08,0.00032605164,0.011777046,7.00569e-09,9.4352082e-09,1.60024e-09,2.1223828e-08,-0.059909662,-0.017232377,-0.06325702,-0.0003583632,-0.043000124,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0
-0.0423719,0.0546554,0.0757033,0.000163626,0.000144811,-0.000313006,-0.0212626,-0.0165412,-0.0150615,6.1725e-05,-0.000165644,-0.000167322,0.0017953779,0.0029872127,0.0057309896,2.6773468e-08,2.0970226e-08,9.7972756e-08,0.00045209816,0.0002736113,0.00022684878,3.8099756e-09,2.7437935e-08,2.7996652e-08,-0.090216913,-0.056402499,-0.02773681,0.12284768,0.031632952,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0
-0.0255897,0.100274,0.0579353,0.000163626,0.000273111,-0.000322794,0.0167822,0.0456186,-0.017768,0,0.0001283,-9.788e-06,0.00065483275,0.010054875,0.003356499,2.6773468e-08,7.4589618e-08,1.0419597e-07,0.00028164224,0.0020810567,0.00031570182,0,1.646089e-08,9.5804944e-11,-0.06297473,0.030843395,0.066748405,-0.016372272,-0.085447283,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0
-0.0324195,-0.00125215,0.0375388,0.000163626,0.000144811,-0.000362599,-0.0068298,-0.10152615,-0.0203965,0,-0.0001283,-3.9805e-05,0.001051024,1.5678796e-06,0.0014091615,2.6773468e-08,2.0970226e-08,1.3147803e-07,4.6646168e-05,0.010307559,0.00041601721,0,1.646089e-08,1.584438e-09,-0.03284728,0.059587003,0.016403434,0.018419812,0.060201496,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0
-0.0435137,0.155646,0.0296677,0.000308024,0.000144811,-0.000419453,-0.0110942,0.15689815,-0.0078711,0.000144398,0,-5.6854e-05,0.0018934421,0.024225677,0.00088017242,9.4878785e-08,2.0970226e-08,1.7594082e-07,0.00012308127,0.024617029,6.1954215e-05,2.0850782e-08,0,3.2323773e-09,-0.011030445,0.039210791,0.064687117,0.11378934,0.11828117,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0
-0.0496375,0.000539493,0.0681326,0.000108481,5.14173e-06,-0.000315095,-0.0061238,-0.15510651,0.0384649,-0.000199543,-0.00013966927,0.000104358,0.0024638814,2.910527e-07,0.0046420512,1.1768127e-08,2.6437387e-11,9.9284859e-08,3.7500926e-05,0.024058029,0.0014795485,3.9817409e-08,1.9507505e-08,1.0890592e-08,-0.018452195,-0.0080816363,0.10328135,-0.071836553,0.0001528767,108.76135,7.6903848,0.3363319,30.376245,-15.006936,-0.97995338,59.877961,20.905128,1.8664935,57.933023,-21.960542,-2.4948258,65.638584,20.722606,3.0341856,0
-0.0402231,0.108242,0.00464252,0.000259426,0.000200548,-0.000225392,0.0094144,0.10770251,-0.06349008,0.000150945,0.00019540627,8.9703e-05,0.0016178978,0.011716331,2.1552992e-05,6.7301849e-08,4.02195e-08,5.0801554e-08,8.8630927e-05,0.01159983,0.0040309903,2.2784393e-08,3.818361e-08,8.0466282e-09,0.0038664943,0.10261156,0.050399849,0.043569166,0.10741126,80.959628,27.619502,7.6903848,60.421968,-30.544549,-15.006936,36.666862,22.101022,20.905128,63.803235,-6.971502,-21.960542,69.627005,-2.9535262,20.722606,0
-0.0403691,0.000724886,0.0145362,0.000649208,-0.000338659,-0.000406814,-0.000146,-0.10751711,0.00989368,0.000389782,-0.000539207,-0.000181422,0.0016296642,5.2545971e-07,0.00021130111,4.2147103e-07,1.1468992e-07,1.6549763e-07,2.1316e-08,0.01155993,9.7884904e-05,1.5193001e-07,2.9074419e-07,3.2913942e-08,0.033716604,-0.06697113,0.11526148,-0.037013996,0.10819831,40.928501,40.025651,27.619502,70.238375,-9.8338796,-30.544549,48.885453,-12.263298,22.101022,43.127014,20.620719,-6.971502,76.255341,-6.6208587,-2.9535262,0
-0.0403737,0.189674,-0.00933343,-0.000130202,-4.48992e-05,-0.000417264,-4.6e-06,0.18894911,-0.02386963,-0.00077941,0.0002937598,-1.045e-05,0.0016300357,0.035976226,8.7112916e-05,1.6952561e-08,2.0159382e-09,1.7410925e-07,2.116e-11,0.035701768,0.00056975924,6.0747995e-07,8.629482e-08,1.092025e-10,0.13038741,0.037233871,0.10300033,0.019051403,0.0034081344,7.7825467,33.145954,40.025651,43.535548,26.702826,-9.8338796,61.838707,-12.953254,-12.263298,52.332599,-9.2055843,20.620719,57.452607,18.802733,-6.6208587,0
-0.0402347,-0.0702713,0.0526057,0.000786391,5.37339e-05,-0.000226952,0.000139,-0.2599453,0.06193913,0.000916593,9.86331e-05,0.000190312,0.0016188311,0.0049380556,0.0027673597,6.184108e-07,2.887332e-09,5.150721e-08,1.9321e-08,0.067571559,0.0038364558,8.4014273e-07,9.7284884e-09,3.6218657e-08,-0.052830008,0.031985943,0.14674955,-0.0017859046,-0.011905219,-6.9778604,14.760407,33.145954,9.2926121,34.242936,26.702826,35.76762,26.071087,-12.953254,59.343279,-7.0106809,-9.2055843,69.107106,-11.654499,18.802733,0
-0.038757,0.220553,0.0873353,-0.000609143,0.000725679,0.00100093,0.0014777,0.2908243,0.0347296,-0.001395534,0.0006719451,0.001227882,0.001502105,0.048643626,0.0076274546,3.7105519e-07,5.2661001e-07,1.0018609e-06,2.1835973e-06,0.084578773,0.0012061451,1.9475151e-06,4.5151022e-07,1.5076942e-06,0.045943134,0.09705161,-0.0013638083,-0.059131463,0.025849811,-7.2372391,0.25937865,14.760407,-5.3904359,14.683048,34.242936,4.3240022,31.443618,26.071087,28.924291,30.418988,-7.0106809,63.44184,5.6652664,-11.654499,0
-0.0530985,0.0595253,0.126366,-0.00134036,0.000242974,0.000531007,-0.0143415,-0.1610277,0.0390307,-0.000731217,-0.000482705,-0.000469923,0.0028194507,0.0035432613,0.015968366,1.7965649e-06,5.9036365e-08,2.8196843e-07,0.00020567862,0.02592992,0.0015233955,5.346783e-07,2.3300412e-07,2.2082763e-07,0.012880851,0.0024265052,-0.15810362,-0.041203133,0.11832876,-3.5165271,-3.720712,0.25937865,-5.3917047,0.001268743,14.683048,-5.864559,10.188561,31.443618,4.2274712,24.69682,30.418988,31.694197,31.747643,5.6652664,0
