global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
762.6172362764974	n/a	n/a	581585.049066003	1177.0853910525493	n/a	n/a	1385530.017829333	779.1283588652717	n/a	607040.9995880915	n/a	837.2248879285733	819.4189233811082	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.9404746821848	-15.676761594312554	245.76085408491303	557920.0727184475	1116.186902729115	-60.89848832343432	3708.6258800794653	1245873.2018240148	776.1358440791893	-2.992514786082438	602386.8484645156	8.95514474492202	828.3709503536397	748.3064229572093	2.043326	40.823521	0.20788511	0.119597	-0.0121962322	0.0203010969	-0.0142075622	-0.0936071386	-0.0182588558	0.11329432019999999	0.033592555	0.2319124511	0.0466634159	-0.07877872009999999	-0.0234336017	0.0073812509	0.1448088604	0.154201746	-0.0679187411	0.0689169296	-0.0423714506	0.0001194694	-0.0920599001	0.17891642370000002	-0.11193827810000001	0.0871853925	-0.1363270752	0.0910096049	-0.12194701029999999	0.1154044557	-0.1464443777	0.0211474583	-0.028705259900000002	0.0423975197	-0.0532739107	0.0280938151	-0.1128400253	0.0474874236	-0.0732429547	0.0212077657	-0.024822748199999998	0.1000334399	-0.0591177939	0.07213019030000001	-0.053781092999999995	0.0923668976	-0.0280822977	-0.1696013151	-0.0462049704	-0.0379553173	0.1243470186	-0.10255836380000001	0.0470888475	-0.0260187638	0.1026359061	-0.1965693143	0.0318785757	-0.2925128871	0.0710324655	-0.121033747	0.1592303965	-0.0943626892	0.05617087269999999	-0.26638876429999997	0.10953721710000001	-0.22205286059999998	0.1534803583	-0.1077835818	0.1543881924	-0.0828632235	0.0020840546	-0.0086220819	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0433148	0.0433148	0.00187617189904	0.00187617189904	0.07495939999999998	0.07495939999999998	0.0056189116483599975	0.0056189116483599975	0.0803166	0.0803166	0.0064507562355600005	0.0064507562355600005	-5.59692e-05	-5.59692e-05	3.13255134864e-09	3.13255134864e-09	-0.0	0.0	0.0	0.0	0.00012991700000000004	0.00012991700000000004	1.687842688900001e-08	1.687842688900001e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.4838344103085	-3.4566402718762674	11.948361969156835	552768.2120294551	1098.808204365434	-17.378698363680993	302.0191568158085	1207379.469980789	775.8361789523998	-0.29966512678947765	601921.7765714601	0.08979918821375371	823.2376742631343	710.3529525224118	1.368937	27.349939000000006	0.2264649	0.13432400000000005	-0.13133548820000002	0.0441866068	-0.0166245361	-0.054454338899999996	0.1510520832	0.045913092999999995	0.0157681106	0.0398758472	0.08925887910000001	-0.029146667400000006	0.012702103300000002	0.0772804411	0.049624779	-0.059893381100000004	-0.060022564800000004	0.0877403192	-0.0051776151000000005	-0.0294127361	-0.115591119	0.2039973598	-0.0218268341	0.0468187988	0.06980730339999999	-0.0249126844	0.036976617999999996	0.0036680565999999996	0.0394905669	0.0232136744	-0.17564155920000002	0.0513944233	0.0705610871	-0.0249360949	-0.0175020872	0.0307909643	-0.0172138523	0.0418028902	-0.1324715639	-0.1014768812	-0.0514813941	0.19957022160000001	-0.0694933083	0.0886573357	0.1618614048	-0.023799313199999998	-0.0326755212	-0.1413864976	-0.0370200211	-0.058714363600000014	0.0161153065	-0.0005659535	0.0905293474	-0.0062812722	0.0232480308	-0.0516762449	0.1365001737	-0.038794503	0.1704730862	0.1021740547	-0.025013739500000003	-0.0657474869	0.0699531649	-0.0198703059	-0.0680360654	0.123190305	0.1850881064	-0.0670811986	-0.012156243300000001	-0.13311956490000001	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.000433515	-0.042881285	0.0018388046032512247	1.87935255225e-07	0.053623300000000006	-0.021336099999999976	0.00045522916320999904	0.0028754583028900004	0.199034	0.1187174	0.014093821062759996	0.039614533156	0.0	5.59692e-05	0.0	3.13255134864e-09	0.000775877	0.000775877	6.01985119129e-07	6.01985119129e-07	9.11609e-05	-3.875610000000004e-05	1.5020352872100034e-09	8.310309688809999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.4948505237383	1.0110161134297186	1.0221535816145335	554272.5824563635	1103.1749368132037	4.366732447769663	19.068352270404443	1216994.941212816	775.8362555539148	7.660151504751411e-05	601921.8954319195	5.867792107574531e-09	822.588051702001	699.3594739981976	1.12569	22.49011	0.12113895999999998	0.05950750000000001	-0.15090580380000002	0.0338918375	0.0104595741	0.10862513609999999	0.0851172984	-0.0078353516	0.0554997516	0.0686781744	0.1250467123	-0.0437917134	0.0027635194	0.0686984823	-0.0238245502	0.0695527304	-0.0436816615	-0.0502270488	0.0844206623	-0.0274322881	-0.0081843014	0.1185794133	-0.1543019351	0.0441777974	-0.0403298359	-0.012900111	-0.0246174374	-0.0424650896	-0.0200703688	0.0348055029	-0.0042906425	0.0763297168	0.0610624503	-0.0092670125	0.0245642927	0.06171445110000001	0.13586029300000002	0.0431574817	-0.08553188390000001	-0.1333925262	-0.0912718914	-0.053368722800000004	-0.015856294099999998	-0.11277378869999999	-0.0772998917	0.0317207195	0.026935441400000003	-0.0318384444	0.061616139199999996	0.1057446433	-0.0306062596	-0.0264573512	0.0519547615	-0.018403372299999998	0.0677467131	-0.09961421470000001	0.128448703	0.027006980099999998	-0.050128294500000004	-0.066772369	0.1158815984	-0.11744847300000001	0.0110770529	-0.0684434761	-0.074136672	0.0093374648	-0.0132208754	-0.0300192694	0.0541022083	-0.1415310317	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.007824269999999998	0.007390754999999999	5.462325947002497e-05	6.121920103289996e-05	0.100915	0.04729169999999999	0.0022365048888899988	0.010183837225	0.179241	-0.019792999999999974	0.00039176284899999914	0.032127336081000005	-0.000436149	-0.000436149	1.90225950201e-07	1.90225950201e-07	0.0007462509999999999	-2.9626000000000153e-05	5.568905550009998e-07	8.776998760000091e-10	0.0005586559999999999	0.0004674950999999999	2.1855166852400994e-07	3.1209652633599986e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.5910426427756	2.0961921190373687	4.394021399914374	557398.1849544268	1105.4506326455403	2.2756958323366234	5.178791521314277	1222021.1012164252	775.9382887719321	0.10203321801725453	602080.2279823143	0.01041077757895659	822.9372086125916	712.9876515526521	1.088691	21.750902	0.11523464000000005	0.0690453	-0.1044883857	0.010973170700000002	0.07592570530000001	0.0045516001	0.073219147	-0.0456190196	0.0030013289	-0.0638940655	0.10645139990000001	0.0251307649	0.006467291500000001	0.1201245577	-0.068968796	-0.0115107667	-0.0934973636	0.0447449676	-0.0717724402	-0.074751138	-0.048937289800000006	0.024913735299999996	-0.0887605118	-0.1283467847	0.0037270309000000004	-0.09902020939999999	-0.18658139199999998	-0.0361017675	0.17183251100000002	-0.07260278490000001	0.1200210987	0.0862926694	-0.0240858956	0.0872930559	-0.07996279790000001	0.0790673543	0.0155391803	-0.0518287579	0.032472962599999995	0.0055527791	0.012091403999999998	0.059897654	0.0081960482	0.1400975294	-0.1517673014	0.0686065035	0.014764901499999997	-0.0918274305	-0.030689363100000002	-0.0099595572	0.1404985218	0.0072067773	0.0278052662	0.0647540674	0.0441720321	-0.0713851857	0.0194881515	-0.06241176690000001	0.09322767289999999	0.0439280897	-0.1795963899	-0.1121623175	0.0248970809	0.0363823247	0.0628518735	0.0254226753	0.11112659650000001	-0.1146656781	0.035879291699999996	0.1855633541	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00363333	-0.004190939999999997	1.7563978083599976e-05	1.3201086888900003e-05	0.0377841	-0.06313089999999999	0.0039855105348099995	0.0014276382128099998	0.18505	0.005808999999999981	3.374448099999978e-05	0.034243502499999995	-0.000265958	0.00017019099999999998	7.0733657764e-08	2.8964976480999995e-08	0.000976671	0.0002304200000000003	9.538862422410005e-07	5.3093376400000124e-08	0.000117191	-0.0004414649999999999	1.9489134622499996e-07	1.3733730481000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.8727208485358	2.2816782057601586	5.206055434640897	560810.352031089	1109.5642421458574	4.113609500317125	16.921783121099306	1231132.8074487108	776.9508075975717	1.0125188256396314	603652.5574265189	1.025194372274658	824.3042157384244	724.8271528218203	1.271607	25.405369	0.30714462	0.134235	-0.0805976078	-0.0063060819	-0.1153191923	0.1443742542	-0.019696503	0.006937635699999999	-0.080505823	-0.0476883062	0.11146737400000001	-0.0216608602	-0.026834282	-0.0278463019	-0.033542821800000004	-0.0010981304	-0.047112054	-0.1966083753	-0.027347711400000002	0.11513417710000001	0.0717595661	0.0897498015	0.0472598662	0.0530007808	0.0204039393	-0.0255771838	-0.1817618388	0.13198839099999998	-0.0351574782	0.0096246774	0.1108160205	-0.0020910696	-0.1022105733	-0.0555294507	-0.11908540570000001	-0.0018092366	0.0515565611	-0.062244553099999995	0.08700067289999999	0.043007667199999995	-0.0899618151	0.1196642661	-0.06724311150000001	-0.0970189341	0.053877386799999996	-0.0341739263	-0.0058410099	0.05192794269999999	-0.0395201601	0.17925699609999998	0.0055846493	-0.13960581	-0.0543371303	-0.030409277400000007	0.1227440766	0.0794257093	0.07102233820000001	0.0358794447	0.0949984778	-0.0817423486	0.0624082151	-0.2287183334	0.0637473864	-0.031494499	0.0081661055	-0.1043420196	-0.009784685	-0.0711144556	0.1255607512	0.0461908408	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0582469	0.054613570000000014	0.002982642028144901	0.0033927013596100003	0.114362	0.07657789999999999	0.0058641747684099995	0.013078667044	0.14243	-0.042619999999999984	0.0018164643999999995	0.0202863049	-0.0009499450000000002	-0.0006839870000000003	9.023955030250004e-07	4.678382161690004e-07	-0.000218374	-0.001195045	4.768720387600001e-08	1.428132552025e-06	0.000904822	0.000787631	6.203625921610001e-07	8.18702851684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.3068180212248	0.4340971726890075	0.18844035533659	561460.7075330928	1111.0668281758317	1.5025860299742817	2.2577647774738727	1234469.4966727032	776.0865127035112	-0.8642948940605493	602310.2752002972	0.747005663899136	822.8111388251185	734.2605904248137	1.268219	25.337683	0.2056451	0.099792	-0.0177539397	-0.0076623844	0.0768681147	0.0495203025	-0.0176839887	-0.0586483197	0.0925902589	0.044189721200000004	0.0519058328	0.1478865215	-0.0019545923	0.0840338089	-0.0942918823	0.1591375733	-0.0586084695	-0.0232440039	-0.0398446752	-0.08877937220000001	0.0190753154	-0.10756331570000001	-0.1161783993	0.009548222700000001	0.0304091619	-0.0067514842	-0.0036767911	-0.0428380289	-0.0309086329	0.1339649275	0.004917882	0.11233384699999999	0.015018084	0.0691417413	0.19465036859999998	-0.014275941200000001	-0.0719572968	0.048600682	-0.0283407637	-0.0183088077	-0.1328746394	-0.1406213716	-0.0058404364	0.021542695	0.0192643823	0.0817950057	0.0651650525	0.0130072898	0.1194791518	0.0182846381	0.0802229838	0.0392918208	0.0436957688	0.0634498947	0.0935729482	-0.09349822519999999	-0.0408858551	-0.0155716347	0.0107719604	-0.043737236900000004	0.045834445999999994	0.06077934	0.15244291810000002	-0.0675038388	-0.0121328126	0.0886117389	-0.074430258	-0.12362941390000001	-0.033756406600000004	0.0185112492	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.047649300000000006	-0.0105976	0.00011230912575999995	0.0022704557904900005	0.0303626	-0.08399939999999999	0.0070558992003599994	0.0009218874787599998	0.178308	0.035877999999999986	0.0012872308839999994	0.031793742864	-8.980959999999998e-05	0.0008601354000000003	8.065764252159996e-09	7.398329063331605e-07	-3.27894e-05	0.0001855846	1.0751447523600002e-09	3.4441643757160006e-08	0.00044714	-0.00045768199999999995	2.09472813124e-07	1.999341796e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.0807472938586	0.7739292726338363	0.5989665190395389	562621.1274609134	1112.7858945932458	1.7190664174140693	2.955189347480843	1238292.4472056902	776.4355858074938	0.3490731039826187	602852.218908226	0.12185203192406012	822.6492403854606	724.4977884813228	1.066353	21.304615	0.17289903499999998	0.104202	-0.0295534563	0.0189301032	0.0667179733	0.044283730800000004	-0.0391833392	-0.044316769400000004	0.0011783975999999999	-0.0771890687	0.0384286123	-0.0379416148	-0.0054753056999999996	0.0573087855	-0.1425054845	0.0031076661	-0.05077833019999999	-0.1311149211	-0.09174750710000001	0.11467886640000001	0.002953597	0.0274293808	0.1676356889	-0.06535835129999999	-0.014983218000000001	0.0424948355	0.1023747638	-0.0706761717	0.0514689373	-0.061272064	0.0169008339	-0.0008688969000000001	-0.0364126711	0.0043852707	-0.0036591189	0.055017122300000006	0.1359659614	0.07238799	-0.010957755900000001	-0.1181432713	0.0326071259	-0.0552804117	0.052340520599999996	-0.054008203	0.0625527874	0.0850084069	0.042597259400000004	0.0116468431	-0.029301387	0.0191433797	0.10073963710000004	-0.1077414057	-0.0891169986	0.023761504500000002	0.0807943767	0.0601390445	0.0697561528	-0.0290139046	-0.028951059900000006	0.001466334	-0.11151592839999999	0.036522908300000004	-0.0884790078	-0.0002181534	-0.05835409110000001	0.0122035054	0.016439140300000002	-0.042468545499999996	-0.0012959905	-0.052477938099999996	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.07463639999999999	0.026987099999999986	0.0007283035664099992	0.00557059220496	0.122981	0.0926184	0.008578168018559998	0.015124326360999998	0.197343	0.019035000000000024	0.00036233122500000086	0.038944259649000015	-0.000212859	-0.00012304940000000002	4.5308953881e-08	1.5141154840360004e-08	-9.70327e-05	-6.424330000000001e-05	9.415344869290004e-09	4.127201594890001e-09	0.000945018	0.000497878	2.47882502884e-07	8.930590203240001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.0871706236431	2.006423329784525	4.02573457830362	565635.1122166768	1115.7881738195083	3.0022792262625444	9.013680552447623	1244983.248835473	777.1148880427617	0.679302235267869	603907.549217714	0.4614515268399233	823.1438218593927	745.8286051736328	1.115404	22.284615	0.12022313	0.06436889999999999	0.0393493295	0.0010716675999999999	-0.022790225	0.060514001	-0.0504548863	-0.06672579719999999	0.0719747264	-0.1445014544	0.0025391502	-0.0122264962	-0.023526801899999998	0.0351775011	-0.17471437329999998	-0.11545062880000001	-0.0435888635	-0.0101680269	-0.009222834899999999	-0.0588066349	0.117470844	0.1317416749	0.17225927600000002	-0.09346280900000001	-0.0054545735	-0.021845213399999997	0.0786264213	-0.101403675	0.014272016100000003	-0.1176707585	0.05777755740000001	-0.027291273799999998	-0.0416241668	-0.0081430128	0.1337557976	-0.046384387400000004	0.0010893028	-0.0102079895	0.1602390329	0.0390640223	0.0099089254	0.0157264603	-0.0167600493	-0.0029911525	0.069158974	0.09371455640000001	0.09527683	0.0022331564	-0.1369766839	0.029751156400000006	-0.022360439	0.0635513477	0.002204067	-0.0119178069	0.1653543322	0.029607794500000006	0.0300811782	0.0598496479	-0.0526605264	0.007998244	-0.13814798550000001	-0.0343750703	-0.0993451975	-0.050971767	-0.0900463215	-0.0273469244	0.049117753300000004	-0.0801693036	-0.044130241699999996	-0.0064496392	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0568939	-0.017742499999999994	0.0003147963062499998	0.0032369158572099995	0.0720383	-0.0509427	0.0025951586832899994	0.005189516666890001	0.182811	-0.014532000000000015	0.00021117902400000048	0.033419861721	-7.774269999999997e-05	0.00013511630000000006	6.043927403289995e-09	1.825641452569001e-08	3.90506e-05	0.0001360833	1.5249493603600002e-09	1.851866453889e-08	0.000476099	-0.000468919	2.1988502856100007e-07	2.2667025780100003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.5370637986739	0.44989317503075205	0.20240386893925089	566312.0323907294	1117.1504574157516	1.362283596243287	1.855816596593544	1248025.144504223	777.704643106962	0.5897550642002898	604824.511910127	0.3478110357498879	824.2591357468305	744.1344027463283	1.197917	23.933138	0.099218435	0.0410535	0.040949642	-0.0374237614	-0.058944024299999995	0.1264267839	-0.136169082	0.041348201	-0.0861892689	-0.021311189300000002	0.10830253640000001	0.0490655629	-0.06986907269999999	-0.058561112699999994	-0.0767371173	0.018501655500000002	-0.1134940084	-0.0957960139	-0.0514922291	0.0168236197	-0.0113724677	-0.0989259545	0.051247903	0.0357197368	0.11870901380000001	-0.0002104403	-0.07322118080000001	-0.09257212960000001	-0.11619343380000001	-0.0023582198	0.0004122631	-0.081556822	0.0784834174	0.0890514192	-0.0667196679	-0.0006873882000000001	-0.0108897197	-0.0521354319	0.055716135099999994	-0.1071389587	-0.0158137424	-0.09221294710000001	-0.089347648	-0.0401772433	-0.044635710300000006	-0.019498386399999998	0.0668198155	0.1119131729	0.019567113799999997	0.1305877058	0.11953030279999999	0.0504523405	-0.0857799971	0.0515836578	0.0073850139	0.1405612384	0.0316037067	-0.008105761099999999	-0.011321463600000001	-0.0859814436	-0.0043749381	-0.0017206825	-0.0354440454	0.0396348131	0.0152020051	0.1029620926	-0.09129941720000001	0.08383006650000001	0.03128238	-0.1388767465	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.033396300000000004	-0.023497599999999997	0.0005521372057599997	0.0011153128536900002	0.0903445	0.01830620000000001	0.0003351169584400003	0.008162128680250002	0.15541300000000002	-0.027397999999999974	0.0007506504039999988	0.02415320056900001	-0.00020065	-0.00012290730000000006	4.02604225e-08	1.5106204393290006e-08	0.000157979	0.00011892839999999997	2.4957364440999998e-08	1.4143964326559996e-08	0.0008345959999999997	0.0003584969999999997	1.285200990089998e-07	6.965504832159995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
