global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
675.1502582685462	n/a	455827.8712400846	n/a	1195.9916441555154	n/a	n/a	1430396.0128898132	704.9573110404966	n/a	496964.8103894475	n/a	882.693323247048	534.2521812407219	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-3.99595e-10	n/a	n/a	1.59676164025e-19	4.50741e-09	n/a	n/a	2.0316744908100004e-17	-0.00017029	n/a	2.89986841e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.0330734325672	-5.1171848359789465	448944.319493492	26.185580645572877	1159.7203743148455	-36.2712698406699	1315.60501585469	1344951.3466009654	705.0701060071524	0.11279496665576973	497123.8543849371	0.012722704502876202	870.3968696695598	527.9845399271269	1.43726	21.45784	0.051087016637815	0.0253015	-0.0159933368	-0.0403287838	-0.1290582982	0.0593546737	-0.0289744364	0.25402166800000003	0.4358175728	-0.008374872700000001	0.0806809943	-0.10694283119999999	0.0078025433	0.0735601875	-0.0014840791	0.164510065	-0.025744400299999998	0.0086800795	0.016646161200000002	-0.0537620117	0.0194535018	-0.0053584328	0.08002753110000001	-0.1708502488	0.1845435659	-0.026025137099999998	0.017642377600000002	-0.0546412102	-0.030071279500000006	0.0509834425	-0.12239815400000001	0.08680883210000001	-0.0296339812	0.0101668022	-0.041682182799999995	0.0726479128	-0.0117449245	0.06464468599999999	-0.0503773333	0.0901418885	-0.046645513	0.0782102455	-0.0298647946	-0.175827827	-0.073451109	-0.0618816358	0.1807993485	-0.2700718104	0.3155799318	-0.0052540936	0.2433265903	-0.0174954142	0.1231703503	-0.1886795752	0.2576230416	-0.1790446554	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	6.642530000000002e-06	6.642530000000002e-06	4.4123204800900005e-11	4.4123204800900005e-11	-0.00307517	-0.0030751696004050004	9.456668071255047e-06	9.4566705289e-06	-0.0216477	-0.02164770450741	0.0004686231104401392	0.00046862291529	-0.000461766	-0.00029147600000000004	2.13227838756e-07	8.495825857600004e-08	0.000235674	0.000235674	5.554223427600001e-08	5.554223427600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.6282049625519	0.5951315299846556	449742.18929129455	0.354181537981877	1146.0585432415585	-13.661831073286974	186.6456282750296	1313450.1845369632	705.3446074386269	0.2745014314745049	497511.0152427507	0.07535103588155231	863.851648494801	530.8341677681249	1.246008	18.602512	0.08435244252999999	0.0515489	-0.09136303650000001	0.032427943199999996	-0.040009040499999995	-0.1103120383	-0.0482230943	0.11024278900000001	0.17755935039999998	0.0118770168	0.0041302966	-0.0391441213	-0.0007495028	0.09457220890000001	-0.0053588211	-0.0534128337	0.0162727225	0.033534583199999995	0.1263843754	0.0170209489	0.059308222699999996	0.043031239900000004	0.1085729966	-0.138632215	0.0133878234	0.0811814238	-0.08519333039999999	0.0023492877	-0.000310595	-0.000491096	-0.0029228928	-0.0145680036	-0.0086660296	-0.0311248319	-0.1067255833	0.1199965308	-0.1307341346	-0.1334399202	0.010468050500000001	0.1344442197	0.0147827568	0.0541307313	0.0508016653	-0.0675239286	-0.0345225977	-0.0021565741	0.1320107901	-0.09621474320000001	0.0799871144	-0.07364740980000001	0.0677287223	0.0125154376	0.0019669461	-0.0531072323	0.08377575179999999	0.0918913099	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.00599316	-0.00599980253	3.59976303989944e-05	3.59179667856e-05	0.042519	0.04559417	0.0020788283379889003	0.001807865361	-0.0379261	-0.0162784	0.00026498630656000003	0.0014383890612099995	-0.00045221	9.556000000000027e-06	2.044938841e-07	9.131713600000054e-11	-8.437139999999997e-05	-0.00032004539999999995	7.118533137959994e-09	1.0242905806115996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.0401312017115	0.4119262391595839	450294.85768321005	0.16968322650815873	1137.457091175589	-8.601452065969397	73.98497764316922	1293808.6342656324	703.6525451599222	-1.6920622787047253	495126.90431003633	2.8630747550154267	860.5257496462705	539.7223837722805	0.959848	14.330225	0.09332169	0.0514175	-0.1479403115	0.0795843774	-0.0493511975	-0.0873571153	0.0688162588	0.077358621	-0.0255821593	-0.058927811	0.0008422826	-0.0544235937	-0.088583524	0.1372171075	0.07802636190000001	-0.009710134300000001	0.0322422687	0.0190557816	0.0414140625	0.029881819900000002	0.006023817900000001	0.024714655800000002	-0.1130170226	0.0007907254	0.031516874	-0.022043399900000003	0.0411746273	-0.10857234439999999	0.025790632999999997	-0.0996391559	-0.0081866375	0.0301521978	-0.24847999269999999	-0.0373865834	-0.0836605356	-0.0175035754	0.0983451303	-0.09023491300000001	0.0578001451	0.1453852325	-0.0473654701	0.1712428746	0.0312645802	-0.0835274273	0.0376454959	0.08801730210000001	0.067548865	0.0916430677	0.0016251995	-0.0382625212	0.0629561206	0.0406277736	0.0281312862	-0.08467453	0.0450159524	-0.019623411	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0266631	-0.02066994	0.00042724641960359985	0.00071092090161	0.00288948	-0.03962952	0.0015704988554304002	8.3490946704e-06	-0.0614295	-0.0235034	0.00055240981156	0.00377358347025	-0.00039667	5.553999999999997e-05	1.573470889e-07	3.084691599999997e-09	-0.000219208	-0.00013483660000000004	4.8052147263999996e-08	1.818090869956001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.714249208523	-1.3258819931884318	448517.1755929357	1.7579630598613287	1133.3628359616575	-4.094255213931547	16.762925756805654	1284511.317939051	703.3779059495796	-0.2746392103425705	494740.4785780157	0.07542669585759071	858.669462141525	535.4100148625816	0.930319	13.889373	0.09498375	0.0403697	-0.088391435	0.09036630720000001	-0.0669433859	-0.041056504199999996	0.06121015780000001	0.0581379241	-0.0978789086	0.028717521200000002	0.0087169707	-0.09769363789999999	-0.1099150218	0.131152379	0.0720867816	-0.0124396308	0.0203809191	0.003599018400000001	-0.048969077800000003	0.017185662	0.0011030396	-0.040506479399999996	-0.11391877630000001	-0.011256394199999999	-0.020881118100000002	0.022110372599999997	0.0269609732	-0.010393420799999999	-0.1428424203	-0.13329452960000002	0.0614146313	0.1997111157	-0.0427825066	0.1950085191	0.0271020786	0.0926859589	-0.09025984769999999	0.08046322339999999	0.0376405139	0.10775707970000001	-0.0633028135	0.0372182963	0.10970250050000001	-0.0821257805	-0.021406668599999998	0.0992825613	0.012544718500000001	0.15444018210000002	-0.0191771602	-0.0105690704	0.042178122	0.0136022588	-0.005418467	-0.028387288599999998	0.0672431404	0.012194595700000001	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.00388298	0.02278012	0.0005189338672143999	1.50775336804e-05	-0.0259373	-0.02882678	0.0008309832451684	0.0006727435312899999	-0.055216199999999986	0.006213300000000005	3.860509689000006e-05	0.0030488287424399988	-0.000275951	0.00012071900000000005	7.614895440099999e-08	1.4573076961000008e-08	-0.0	0.000219208	0.0	4.8052147263999996e-08	-0.000403344	-0.000403344	1.6268638233600006e-07	1.6268638233600006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.4708475528993	-0.2434016556237566	448191.21572319727	0.0592443659603858	1130.4649697706807	-2.897866190976856	8.397628460806713	1277951.047878626	704.1175029133517	0.7395969637721009	495781.4579089338	0.5470036688209103	858.1420861943031	524.8425725089603	1.295358	19.339285	0.09269467	0.04096	0.0522950321	0.0015921048	-0.0724024241	-0.0335139289	0.0263668144	0.0636837169	-0.19165704260000002	0.0325746561	0.053963065899999996	-0.1569441671	-0.0878041439	-0.0106185903	-0.0149380985	-0.0684068932	0.1756460642	-0.2204480454	0.0612065505	-0.014717652	-0.0981727885	-0.024787748	0.009826825	-0.0601362837	-0.008837566	-0.0210709058	-0.023031964	-0.0437470808	0.053651421500000004	0.0897046086	0.0247541616	0.0832308887	0.09396713029999999	0.060020687	-0.1458278167	-0.0279272308	0.0450834555	-0.0321677862	-0.0937983827	0.1329732592	-0.062105755199999994	-0.1328028822	-0.0516759866	-0.0633290696	-0.1006328174	0.0834203394	-0.0358461303	0.1686605879	0.0073015081	-0.0147429177	-0.0201759276	-0.040650712799999995	-0.1785576957	0.1207160074	0.12025503130000001	-0.0730895344	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.008524089999999998	0.012407069999999996	0.00015393538598489995	7.266011032809998e-05	-0.00461407	0.02132323	0.0004546801376328999	2.12896419649e-05	-0.0246431	0.030573099999999995	0.0009347144436099998	0.0006072823776099999	4.047340000000001e-05	0.0003164244	1.6380961075600006e-09	1.0012440091535998e-07	0.00023991	0.00023991	5.75568081e-08	5.75568081e-08	-0.000391853	1.1491000000000031e-05	1.3204308100000068e-10	1.53548773609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.4884654951072	1.0176179422079483	449554.7823619836	1.0355462763035397	1139.5832303707612	9.118260600080477	83.14267637097996	1298649.9389422594	707.2528906876147	3.1353877742629948	500206.6513859871	9.830656494997855	860.2970335045586	522.1398347494727	1.123443	16.772659	0.09085171	0.0506078	0.10981449900000001	-0.0349262652	-0.0198109346	-0.0710170957	-0.10732011289999999	0.0056576913	0.04292927480000002	0.1627260794	-0.044890790300000004	-0.054284998	0.12915248210000002	-0.1244480188	-0.11563965789999996	-0.0839768219	0.1218138486	-0.0261476674	0.058971526600000004	-0.07397131950000001	-0.052531815	0.0114779206	0.041922185099999995	0.077847163	0.20042587899999997	0.1805370594	0.0361465863	-0.0686557543	0.0610128067	-0.08655946310000001	0.041600159500000004	-0.083157548	0.0527601428	0.0914965746	-0.0187237721	-0.06680956190000001	-0.1113167342	0.18561232670000002	-0.0483640043	0.12398469039999999	0.0264385964	-0.0393351282	0.0585512001	0.0156743107	-0.1479225689	-0.10557585609999999	-0.030872220899999997	-0.0665613874	-0.038927161099999996	-0.1035831474	-0.1273234718	-0.0668161936	-0.1934271007	0.0725550866	0.1334623348	0.07621507200000001	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0105369	0.002012810000000002	4.051404096100009e-06	0.00011102626161	0.025843900000000003	0.03045797	0.0009276879365209	0.0006679071672100001	-0.055242200000000005	-0.030599100000000008	0.0009363049208100004	0.0030517006608400004	0.000203052	0.00016257860000000002	4.1230114704e-08	2.6431801177960005e-08	0.000241115	1.2049999999999997e-06	5.8136443225e-08	1.4520249999999988e-12	0.0	0.000391853	1.53548773609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.3545298507743	0.8660643556670493	450716.90475115424	0.7500674681569813	1143.6329278987605	4.049697527999342	16.40005006828398	1307896.2737742916	708.1808772903212	0.9279866027064828	501520.154959689	0.8611591348027193	861.3089417453647	529.9288837486994	0.968452	14.458685999999998	0.08412519999999997	0.0472257	0.10047327369999999	-0.0020194995000000003	-0.007086355600000002	-0.066442807	-0.0755069793	-0.0245188154	0.1431943158	0.1126882941	-0.0858892993	0.0564221179	0.188962292	-0.1075064956	-0.08648410890000001	-0.09017400880000001	-0.0050434976	0.119302786	0.0112628604	-0.1144263458	0.011911979199999999	0.0480950789	-0.1058453025	0.1727026424	0.0274241821	0.0018887926999999998	-0.1526266471	-0.1359978835	-0.014171175900000001	-0.0937062632	-0.0937635282	0.0514237533	0.026462432	0.0277270084	0.1068386994	-0.1208445031	-0.0102208366	-0.1362483359	0.1586604119	0.044061366500000004	-0.10021641460000001	-0.0070842773	-0.0653889751	0.0413943669	-0.07664000259999999	-0.158811323	-0.04867405	-0.15279074609999999	-0.0467094658	-0.11905899939999999	-0.13797410429999998	0.0371535708	-0.0798640537	-0.0561540396	-0.0610309089	0.0988595099	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0127586	0.0022217	4.935950889999999e-06	0.00016278187396000002	0.0633276	0.0374837	0.0014050277656899994	0.0040103849217600004	-0.055315300000000005	-7.309999999999955e-05	5.343609999999935e-09	0.003059782414090001	0.000590892	0.00038784	3.49153355664e-07	1.5041986559999998e-07	-0.0	-0.000241115	0.0	5.8136443225e-08	-0.00025797900000000003	-0.00025797900000000003	6.655316444100001e-08	6.655316444100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.8483539676131	-0.5061758831611769	450037.51402105595	0.2562140246939974	1141.4216138073507	-2.2113140914098044	4.889910010867567	1302843.3004665768	707.3829080127788	-0.7979692775423928	500390.5785486154	0.6367549679015283	861.6934513498828	530.4092446172157	0.916206	13.678669	0.11086501	0.046045800000000005	0.0833081146	-0.0019730517	-0.0448338249	0.025312817799999998	0.0522319064	-0.0256879297	0.104723575	0.11679843960000001	-0.0868729194	-0.0142703021	0.1478957699	-0.1035741365	-0.0189867894	0.0072847427	-0.0795303881	0.0712070442	-0.0577430903	0.0103435174	0.018315891	-0.17516683730000002	-0.0702978326	-0.0577939351	-0.0057656326	-0.012762001200000001	-0.038219844700000005	-0.038603793	0.203982181	-0.0976136647	-0.043892905700000005	-0.0422517522	-0.0098439746	0.062288692699999995	0.1196709365	-0.0896783491	-0.0151372269	-0.18076963699999998	0.0405190324	-0.0308700389	-0.0045176910999999995	-0.06722991190000001	0.0374716738	-0.0368287463	-0.0162421758	-0.1219580893	-0.12732905449999998	-0.0892643756	-0.029329999500000002	-0.0680689126	0.055289287400000005	-0.0091551384	-0.0641239852	-0.0821535541	-0.062358849	0.0773051336	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.00218851	-0.01494711	0.0002234160973521	4.7895760201e-06	0.0396296	-0.023698	0.0005615952039999999	0.0015705051961600002	-0.08286119999999997	-0.027545899999999963	0.0007587766068099978	0.006865978465439996	0.000187295	-0.00040359699999999995	3.5079417025e-08	1.62890538409e-07	-0.000386983	-0.000386983	1.4975584228900006e-07	1.4975584228900006e-07	-0.000360879	-0.0001029	1.0588410000000002e-08	1.3023365264100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.4924637144696	-1.3558902531434571	448220.15897047037	1.838438378569428	1143.4019554043366	1.9803415969859088	3.9217528407527	1307368.0316224606	706.8795558814484	-0.5033521313304163	499678.7065231537	0.2533633681148727	861.2342316573944	531.7226615110707	0.9178130000000002	13.702668	0.05371031	0.0217455	0.1117072354	0.027041295899999998	-0.0216050825	0.0651081644	-0.0092900104	0.0294199257	0.114108709	-0.0068858222999999994	-0.0583926277	-0.0007806042	0.1219756336	-0.09815373949999999	0.0397593473	0.08797429470000001	-0.0994770327	0.0800975287	-0.0093667404	0.12213273779999999	0.1266889667	-0.050346631600000004	-0.0242709069	-0.0510675812	0.0188992466	-0.0686714685	0.0339904491	-0.08027902190000001	0.053615957199999995	0.0455134256	-0.0081140083	0.014326616	0.10237144199999999	-0.0084142664	0.003300151	0.0129446922	-0.0669072981	0.054883887400000005	0.0405658462	-0.0807532089	-0.034023777000000005	-0.0645363124	0.1360988096	0.007824686800000001	-0.0290734285	-0.11460832800000001	-0.015301811100000003	-0.0842422468	-0.025038316499999998	-0.044286747800000005	0.1042086074	-0.0352125463	0.085514674	-0.1043932329	-0.11202985039999999	0.0942697109	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0103631	0.01255161	0.0001575429135921	0.00010739384161	0.0477093	0.008079700000000002	6.528155209000002e-05	0.0022761773064900004	-0.0724977	0.01036349999999997	0.00010740213224999938	0.00525591650529	0.00027497400000000004	8.767900000000004e-05	7.561070067600004e-08	7.687607041000007e-09	-0.000136884	0.00025009900000000005	1.8737229456e-08	6.254950980100004e-08	-0.000477411	-0.00011653199999999992	1.357970702399998e-08	2.27921262921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
