global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
684.2059726279379	n/a	468137.8129797424	n/a	1230.743223720024	n/a	n/a	1514728.882732757	713.2514452469302	n/a	508727.6241468346	n/a	890.4178253254587	591.8450733156301	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.61437e-08	n/a	n/a	4.37498904969e-15	-1.25563e-08	n/a	n/a	1.5766066968999998e-16	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.000278641	n/a	n/a	7.7640806881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679.8662564984577	-4.339716129480166	462218.1267252266	18.83313608447032	1192.6776449621034	-38.06557875792055	1448.988286175452	1422479.9647923491	714.3083081167384	1.056862869808242	510236.35904459725	1.1169591255793132	876.4606044314745	585.2948164316498	1.548662	22.762802	0.14363878701260002	0.0799233	-0.014458936	0.0760710167	-0.010499298999999998	-0.0397479282	-0.07610053530000001	-0.11885073269999999	-0.5175327173	-0.11156039720000001	-0.0498129472	-0.030223188199999997	0.055773774000000005	-0.1180473904	0.1466475172	-0.10079875320000001	-0.0690634146	0.0185765166	-0.0202872627	0.15875687119999998	-0.202402812	0.026219455	-0.11727449300000001	0.0900101101	0.074095146	-0.1202927326	0.046740087400000005	-0.053659333499999996	0.0331759812	-0.037970183500000004	0.09681330279999999	-0.1091277573	0.0521600926	-0.0049274957	0.0558810888	-0.1948384506	0.1532928454	-0.1720522584	0.1089060717	-0.0799449146	0.0369981037	-0.0387329706	0.0716066959	0.12555825240000001	-0.0720171652	-0.0291499109	0.1433331203	-0.043358180499999996	0.090812752	-0.3273604291	0.0623254116	-0.3335100426	0.3155880543	-0.1042823139	0.21610148070000001	-0.0184950002	0.2582821845	-0.0577158593	0.021215810699999997	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	2.33706e-05	2.33044563e-05	5.430976834386097e-10	5.4618494436e-10	0.0495539	0.049553912556300005	0.002455590249637427	0.00245558900521	0.00022432	0.00022432	5.03194624e-08	5.03194624e-08	-0.00101371	-0.00101371	1.0276079641e-06	1.0276079641e-06	0.000584394	0.000584394	3.4151634723600004e-07	3.4151634723600004e-07	0.0	-0.000278641	7.7640806881e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.8806631948895	-0.98559330356818	460878.95485993294	0.9713941600384388	1176.47357387909	-16.204071083013332	262.57191966334887	1384090.0700358388	714.0518311486716	-0.2564769680668633	509870.017566771	0.0657804351487708	873.5990490787291	592.1279010123187	1.588894	23.354141	0.22833271160000004	0.120412	-0.011571981399999999	0.1501917607	0.029636004	-0.11441994789999999	0.0057232702	-0.0784590257	-0.19044047079999998	-0.1558296307	0.0146705942	-0.1088486973	-0.0889054941	-0.13919996369999998	-0.0359078007	-0.050478178	-0.0450135663	0.048481866500000005	-0.10915722380000001	-0.0756770454	-0.0485082575	-0.0677127142	-0.1193397648	-0.0274132433	0.0715450982	0.0623415858	0.2204565414	0.013800226200000001	0.1046670932	-0.0869064909	-0.1342219495	-0.0287716559	-0.1083324525	-0.0430684298	-0.2951078873	0.0045352597	-0.0444052662	0.07974013190000001	-0.0342393279	0.16894101420000002	0.0518935867	0.0045005387	0.0781058831	-0.0231597241	-0.1710987631	-0.022624583700000003	-0.0066123014	-0.2001716697	-0.1296812891	-0.1668571451	0.13134111939999998	-0.0445145987	0.2578560398	0.0261114186	0.11040828130000001	0.0781302401	0.1430922497	0.24648846300000002	-0.0899995059	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.000122361	-0.0001457316	2.1237699238560002e-08	1.4972214321000002e-08	0.133089	0.08353510000000001	0.006978112932010003	0.017712681921000003	0.0170478	0.01682348	0.00028302947931039987	0.00029062748484	0.000258683	0.0012723930000000001	6.6916894489e-08	1.6189839464489995e-06	0.0014440999999999998	0.0008597059999999997	2.08542481e-06	7.390944064359995e-07	-0.000424469	-0.000424469	1.8017393196099998e-07	1.8017393196099998e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673.5818128467877	-5.298850348101837	453712.4585979649	28.07781501157896	1165.5300142470007	-10.94355963208932	119.76149742109492	1358460.2141106138	712.1318040075238	-1.9200271411477845	507131.70627901034	3.6865042227441336	867.680857355183	569.1613149013682	1.551055	22.797974	0.202087439	0.101546	-0.086891524	0.01892733	0.0320255859	-0.011061111	0.026127024199999998	0.0155618245	0.0185731695	-0.0712030862	-0.0559576182	0.0537665367	-0.0306329423	-0.11284291130000006	-0.1297382183	-0.0106689277	-0.053875367599999995	0.0566808404	-0.1196116124	-0.0615624442	-0.1355606681	-0.18194955940000002	0.0775897134	-0.164211362	-0.1031978859	-0.0044467679	0.0231144355	0.0323683435	-0.0637442171	0.07056179929999999	0.0756206432	-0.1300232513	-0.0182461716	0.09796152890000001	-0.007208193000000002	-0.039257990699999995	-0.0956189048	0.0388479549	-0.019619337	0.1014597479	0.026976902400000002	0.0012314103	0.0515386714	-0.1564703716	-0.0417231181	-0.0169431074	0.0130775026	0.04657709559999999	-0.0744978467	0.0039060918	-0.0549453793	-0.0288262865	0.0260142527	-0.0689269243	0.09696384779999999	0.17889898699999998	0.0159523468	0.0999631102	0.0168807798	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0320193	-0.031896939	0.001017414717569721	0.00102523557249	0.06736310000000001	-0.06572589999999999	0.00431989393081	0.004537787241610001	0.0694202	0.052372400000000006	0.00274286828176	0.004819164168039999	-0.000161637	-0.00042032	2.6126519769e-08	1.766689024e-07	0.00107772	-0.00036637999999999986	1.1614803983999995e-06	1.3423430439999993e-07	-0.000679613	-0.000255144	6.509846073600001e-08	4.6187382976900005e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673.8664056598342	0.2845928130465154	454095.9326769042	0.08099306923772888	1165.271609659072	-0.2584045879286805	0.06677293106259116	1357857.9242774448	712.9089992015367	0.7771951940129611	508239.2411425368	0.6040323695968443	867.9384154291213	560.3760135014446	1.086819	15.974464	0.032704680000000014	0.0168177	-0.0954710933	-0.014027976299999998	0.0369677892	-0.0459283866	0.018647428100000002	0.06263439280000001	0.0168700708	-0.0027377206	-0.10084778949999999	0.043407859900000005	0.0966945224	-0.1023805264	0.059678695199999986	-0.0338328767	-0.0762766679	0.0176839659	0.0752486667	0.0386328322	-0.068612327	0.0005329595	0.0739257575	-0.0735364138	0.0156901898	0.0157666368	-0.06886048980000001	0.0602096787	-0.012765080900000001	0.025346498199999998	0.0668553752	0.0174573654	0.0549277642	0.09664910439999999	-0.0547628476	0.1667540123	-0.0411667493	-0.1237763145	0.0144039083	-0.10240848539999999	0.0832518359	0.0597538235	0.0779227092	0.0401233392	-0.0039750428	-0.0424373954	0.0406486334	0.1117449735	-0.0003404085	-0.0058994094	-0.013859488400000002	0.0299548338	0.1173575773	-0.0791840286	0.0189308744	0.048636922199999995	-0.1135424833	-0.0449521975	-0.0577785924	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0261773	0.0058420000000000034	3.412896400000004e-05	0.0006852510352899999	0.06737119999999999	8.09999999998312e-06	6.560999999972656e-11	0.004538878589439999	0.0693673	-5.2899999999994625e-05	2.7984099999994305e-09	0.004811822309290001	5.41566e-05	0.0002157936	2.9329373235599997e-09	4.656687780096e-08	0.00118995	0.00011223000000000006	1.4159810025e-06	1.2595572900000012e-08	-0.000887623	-0.00020801	4.3268160100000014e-08	7.878745901290002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.2713751349668	2.4049694751325887	457342.97282693896	5.78387817631952	1164.0564214872438	-1.2151881718282311	1.4766822929512389	1355027.3524056878	713.8348396807669	0.9258404792301462	509560.1783420662	0.8571805929811068	868.7496338843422	569.7239845896939	1.004242	14.760717	0.04366182	0.027297900000000003	-0.064583642	0.0214704289	0.0072155536	-0.0026884257	0.0274204105	0.0775997637	0.017722453899999997	-0.013291650300000001	-0.06266567070000001	-0.0313288334	0.0584668221	-0.0213698573	0.08516858769999999	-0.0881266729	0.0413310989	0.0496962373	0.1075802241	-0.052564689000000005	-0.1102402705	0.0874229052	-0.0100773354	0.09245195140000001	-0.0142037794	0.0369864896	-0.22266370789999998	0.0012892497	0.0491780525	0.049845618099999996	0.027142630499999997	-0.1207971372	-0.1166628617	0.118824032	-0.0053559581000000005	0.08579789480000001	0.0647922399	0.025025945600000002	-0.040170114	-0.036697645699999996	0.014677258	0.025847612000000002	-0.0286230089	0.1263523174	0.0122893524	-0.06360067429999999	0.035893244	0.0636833609	0.018265355100000002	-0.0022388505	0.0035366167	0.0907588124	0.07580010400000001	-0.0289636264	0.07747007709999999	-0.0773507548	-0.1850644715	-0.06969086969999999	-0.1031657053	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0440587	-0.017881400000000002	0.00031974446596000014	0.0019411690456900001	0.0673676	-3.599999999992498e-06	1.2959999999945984e-11	0.00453839352976	0.0568512	-0.01251610000000001	0.00015665275921000022	0.00323205894144	0.000234931	0.00018077439999999997	5.5192574761e-08	3.2679383695359996e-08	0.00118995	0.0	1.4159810025e-06	0.0	-0.000972063	-8.443999999999997e-05	7.130113599999996e-09	9.44906475969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.1098938261002	-0.16148130886654144	457124.58852954046	0.026076213113251357	1164.4715472044181	0.4151257171743055	0.17232936105948146	1355993.9842486514	713.7983168701379	-0.03652281062898055	509508.0371666418	0.0013339156962403748	867.6784385078827	575.1893991146293	1.021069	15.008054	0.13665629999999998	0.08544509999999997	-0.0396783284	0.0434118145	-0.06597554900000001	-0.0022958025	-0.0414025752	0.0964239812	-0.0045930407	-0.0242510042	-0.0275997357	-0.0318886506	0.0666537962	-0.034086879300000004	0.0310744129	-0.042464237	0.0171767807	0.0494504537	-0.0299176399	0.047581313300000004	-0.083195579	0.0658083466	0.019208037600000002	-0.0741165479	-0.034172304199999996	-0.013327951299999998	-0.0998201372	-0.0039546536	0.0530470314	0.041194074500000004	-0.08928526630000001	0.13925830890000002	0.0194515477	-0.0392918142	0.0523405933	0.1115120089	0.1422347045	-0.006404314699999999	0.029390257000000006	-0.035289489	0.0042596210999999995	-0.0925889442	-0.1525265103	-0.0480279184	-0.041933078	0.011375718600000001	0.0953569941	0.0753647171	0.0318209327	0.0017116257	-0.022834652799999997	0.0161408436	-0.021195549100000002	-0.008677326800000001	0.1485896233	-0.0977676539	-0.0936110275	-0.0030990738	-0.0808382127	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.039794800000000005	0.004263899999999994	1.818084320999995e-05	0.0015836261070400006	0.106896	0.039528400000000005	0.0015624944065600005	0.011426754816	0.102937	0.04608579999999999	0.0021239009616399987	0.010596025968999995	-0.000628697	-0.0008636280000000001	3.9525991780900003e-07	7.458533223840001e-07	0.00124811	5.8160000000000026e-05	1.5577785721e-06	3.382585600000003e-09	-0.000958287	1.3776000000000064e-05	1.897781760000018e-10	9.183139743690001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674.6392738350221	-1.4706199910781381	455138.14980064594	2.1627231581586623	1165.2260537258146	0.754506521396479	0.5692800908298155	1357751.756281435	714.1025033558658	0.3041864857278824	509942.3852991144	0.09252941809947922	868.0774893161864	576.5066378977674	1.081909	15.9023	0.05555465	0.0368261	-0.015833023600000003	0.051617911399999994	-0.0561938783	0.1003035634	0.0448059808	-0.0178666971	0.0364192608	-0.13637488009999998	-0.0232165174	-0.066648005	0.012794708899999998	0.0309507594	0.0069381747999999995	-0.025901447999999997	-0.107058094	0.0508484716	-0.073846605	0.0205069874	-0.136607141	-0.027507446600000002	0.019104038400000002	0.1582864509	-0.06530999259999999	0.1187004673	-0.0295877583	-0.1140175586	0.051326284900000005	-0.0668951784	0.0016564532	0.1195160816	-0.0904341857	-0.0197790787	0.0585586928	0.0197900228	-0.0200530734	-0.07206253879999999	0.0507304025	0.057722930599999986	0.0391337315	-0.0733518447	0.017825744299999998	-0.09991812470000001	-0.0441423753	-0.0121829894	-0.0082729781	0.026966297599999998	-0.0326825092	-0.0528080399	-0.1383560979	0.0198770507	-0.0633460448	0.0201068519	0.132332032	0.040590137400000004	-0.0088925171	-0.009103364899999999	-0.1383378853	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0420155	-0.002220699999999992	4.931508489999965e-06	0.00176530224025	0.141492	0.034595999999999995	0.0011968832160000002	0.020019986064000003	0.103019	8.200000000001262e-05	6.724000000002068e-09	0.010612914361	-0.0008477039999999999	-0.0002190069999999999	7.186020716159999e-07	4.796406604899996e-08	0.00139289	0.00014477999999999995	1.9401425521e-06	2.0961248399999985e-08	-0.000967619	-9.332000000000025e-06	8.708622400000049e-11	9.362865291610001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674.4026011472635	-0.2366726877586416	454818.86843419494	0.05601396113089945	1166.1523213735604	0.9262676477458172	0.8579717552605692	1359911.2366449435	713.2568598174573	-0.8456435384084671	508735.34807666	0.7151129940519925	868.8545882586728	573.5308671013413	1.021232	15.010449	0.117392	0.0788077	-0.0030878036	0.080975141	-0.0123179868	0.0451680354	0.08440985570000001	-0.0046484396	-0.0030291578000000005	-0.047362113600000005	-0.054845341500000006	-0.0401794225	0.0103232313	0.0006313457	0.0310327787	-0.1567502565	-0.10369873060000001	0.0748571678	-0.0505776192	0.0132843975	-0.06078016660000001	-0.1037304858	0.0729360887	-0.0220322968	0.0761779676	0.0038261457000000002	-0.0036443759000000004	-0.1104230923	0.0122085503	0.0785014968	-0.0575388289	0.1103147618	-0.0789136128	-0.0209883201	-0.0908539852	0.020339911000000002	-0.026906413599999998	-0.0477213916	-0.1001395699	0.0339475006	-0.060171120099999996	-0.1738070885	0.0805110288	0.024860629500000002	-0.12448733390000001	-0.0684677769	-0.0351605072	0.0003995897	-0.034140134100000004	-0.044297005300000004	-0.1088462007	0.0871619207	0.0610404763	-0.0732445801	0.057816565199999996	0.0682769447	-0.0864608959	0.010707121000000002	-0.11278478900000001	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0415974	0.0004180999999999976	1.7480760999999802e-07	0.00173034368676	0.129635	-0.011857000000000006	0.00014058844900000016	0.016805233225	0.0694008	-0.033618199999999994	0.00113018337124	0.00481647104064	0.000218426	0.00106613	4.7709917475999997e-08	1.1366331769e-06	0.00118995	-0.00020294	1.4159810025e-06	4.1184643599999993e-08	-0.0008067149999999997	0.00016090400000000023	2.589009721600008e-08	6.507890912249996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.0243682262018	1.6217670789383192	457008.9464356353	2.6301284583281284	1164.5625500854476	-1.5897712881128427	2.527372748507968	1356205.9330615206	713.0485520947371	-0.2083077227201784	508438.2376444011	0.043392107344866725	868.1041163019169	577.8160595622253	1.0160920000000002	14.934889000000002	0.10176445	0.06757050000000002	0.0594577267	0.0813941049	0.0089637588	0.0525907815	0.019005701	0.0767233669	-0.0096375436	0.0594476058	-0.026087783599999997	-0.0081348426	-0.0022872248000000003	0.0320104732	0.0172462579	-0.1313787999	-0.0979745626	0.021785512799999997	-0.070944245	-0.14207709289999998	0.0034859045	0.0377589164	0.13021904369999998	-0.026361937400000004	0.0351061969	0.0501833242	-0.1444218039	0.0021540908	0.0028709701	-0.1350538273	-0.0781808782	0.028383936499999998	0.0644431291	-0.104094485	-0.057082347400000004	-0.1425229428	0.022444292400000003	-0.0829231517	0.0014211176000000002	0.06173236980000001	-0.182077866	0.09075439810000001	-0.0278270381	0.0705903091	0.1053818669	-0.0385573597	0.040575534100000005	-0.009764849499999999	0.0246681105	0.0149845606	-0.0716270493	0.12352619150000001	0.0474499635	-0.0771338738	0.0585908446	0.009626427199999999	-0.137924846	-0.0389454916	0.0385756913	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0377126	0.0038848000000000008	1.5091671040000007e-05	0.00142224019876	0.122714	-0.006920999999999997	4.790024099999995e-05	0.015058725796	0.09755150000000004	0.02815070000000004	0.0007924619104900022	0.009516295152250007	-0.000664561	-0.000882987	4.416413227210001e-07	7.79666042169e-07	0.00154805	0.00035810000000000014	2.3964588025000003e-06	1.2823561000000005e-07	-0.0008217869999999999	-1.5072000000000196e-05	2.2716518400000593e-10	6.753338733689999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
