global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
695.2810949245752	n/a	483415.8009595162	n/a	1210.8220369440994	n/a	n/a	1466090.005149458	716.5393609045044	n/a	513428.6557254357	n/a	895.2531307454419	549.0851523225283	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-4.93939e-09	n/a	n/a	2.4397573572099998e-17	3.60212e-09	n/a	n/a	1.29752684944e-17	-4.76592e-09	n/a	n/a	2.2713993446400005e-17	-6.621020000000002e-05	n/a	4.3837905840400025e-09	n/a	-0.0	n/a	0.0	n/a	6.861850000000001e-05	n/a	n/a	4.708498542250001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.1650364721022	-6.116058452472997	474948.447495594	37.40617099406641	1173.9061906984705	-36.91584624562893	1362.7797040309156	1378055.7445601935	715.9968741103297	-0.5424867941746925	512651.5237357633	0.2942919218539352	882.6664059987999	540.0007990000158	1.447213	22.345158	0.06609607491441	0.0369592	-0.0813140042	-0.000956633	0.0404550311	-0.0656152825	-0.17372444760000005	-0.4821825058	-0.013534591499999998	0.1013803702	-0.2098609232	0.1056139634	-0.060997289100000004	0.1577434546	-0.0072840021	0.022064423399999998	-0.11301890210000001	0.0372531348	-0.0095430894	0.058199325	-0.0680011072	0.028932249700000006	-0.058724689000000004	0.0130107647	-0.0136079548	0.0501175198	-0.0150848132	0.1895578245	-0.0688431834	0.10074667279999999	-0.0544549221	0.0519925925	-0.0934203757	0.0127467391	-0.022120315	0.1215425725	-0.023335926400000002	0.1330865228	-0.036277646499999996	0.08428595960000003	-0.034261659300000004	0.0198392257	-0.1128485984	-9.83939e-05	-0.2573450908	-0.1456093151	0.4646640609	-0.060669180999999996	0.0473464563	-0.2477338312	0.23253094510000002	-0.2134809357	0.07119354900000001	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-8.64369e-06	-8.638750609999999e-06	7.462801210177534e-11	7.471337681609999e-11	0.0309113	0.03091129639788	0.0009555082449975887	0.0009555084676900001	0.0141137	0.01411370476592	0.00019919666221955294	0.00019919652769	0.0	6.621020000000002e-05	0.0	4.3837905840400025e-09	-0.00028642	-0.00028642	8.20364164e-08	8.20364164e-08	0.0	-6.861850000000001e-05	4.708498542250001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.7426111169245	-3.4224253551776656	470242.92870145757	11.712995311762972	1156.0671341320838	-17.839056566386713	318.23193917874505	1336491.2186203694	714.8067095574169	-1.1901645529128473	510948.6320283013	1.4164916630102378	876.5203865438524	543.3246150240739	1.29853	20.049479	0.09035630295	0.0489717	-0.0340212455	-0.0106298776	-0.015071426899999999	-0.0130855385	-0.0163052874	-0.2125773937	-0.0294631678	0.0079495996	-0.11696376900000001	-0.1151546951	0.011553846299999998	0.0022800056	-0.2622508404	0.047586706500000006	0.0082193353	-0.0391173477	-0.16140464640000002	0.1339628459	-0.0308663546	0.0218462835	0.07999898820000001	-0.1657069703	0.046615213899999994	-0.051115199800000004	-0.048486456100000005	0.049124156100000003	-0.0036260765000000004	0.0158700144	0.016536521999999998	0.10727699859999999	0.0408568639	0.0256327837	-0.0226404516	0.12343986900000001	0.0639030924	0.1152427666	-0.0651666278	-0.2077063503	0.0377741088	-0.0310289276	-0.072642322	-0.0463587372	-0.0956670748	-0.1925413147	0.18285207280000002	0.1596214174	-0.0617751541	0.0370107121	0.0550674009	-0.0034235175	0.1583134549	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0164788	-0.016470156309999998	0.0002712660488758328	0.00027155084944	-5.66274e-06	-0.03091696274	0.0009558585850665482	3.20666243076e-11	-7.60339e-05	-0.0141897339	0.00020134854815280918	5.78115394921e-09	0.000512073	0.000512073	2.6221875732900016e-07	2.6221875732900016e-07	-0.000222904	6.3516e-05	4.9686193216000003e-08	4.034282256000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.6193141112817	-2.1232970056428258	467335.3666259793	4.50839017417179	1147.116978320462	-8.950155811621697	80.10528905230566	1315877.361951067	713.5725818673767	-1.234127690040168	509185.82959287404	1.5230711553238812	872.4482627204385	542.5585753377236	1.224576	18.907612	0.09014994664	0.0590101	0.0071323326	-0.0606094638	-0.0449290175	-0.010902241699999999	0.06646787650000001	-0.036995723	-0.086221782	0.0045979383	-0.0498312322	-0.1232244999	0.0269601765	-0.0549879579	-0.19162406210000002	-0.0005179167	-0.0376308521	0.0767454096	0.0534372022	-0.093852075	-0.0456582769	-0.23968394769999998	0.0762038361	-0.0271095148	0.0352369191	-0.0530837841	0.0026489645	-0.043832508799999996	-0.06609470440000001	-0.1004257649	0.0604826144	-0.0558877984	0.0116552706	-0.034609814100000004	-0.0150690899	0.086563449	0.0332276227	-0.0022286781	0.0190480969	0.0862826808	-0.0003685758	0.103666144	-0.063327703	-0.0166326681	0.0466460361	-0.1611211408	0.046343839000000005	-0.0016909872	-0.1283019275	-0.051321378099999995	0.11258157349999999	0.0666474536	0.1102150666	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0164891	-1.030000000000128e-05	1.0609000000002636e-10	0.00027189041881000003	0.0533091	0.05331476274	0.002842463926022493	0.0028418601428100002	0.0	7.60339e-05	5.78115394921e-09	0.0	0.0	-0.000512073	0.0	2.6221875732900016e-07	-0.0	0.000222904	0.0	4.9686193216000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.4519366987786	-1.1673774125031289	465740.64590391365	1.3627700232224995	1144.7871808306136	-2.329797489848488	5.427956343704317	1310537.689394104	712.5352808058499	-1.0373010615268186	507706.5263930714	1.0759934922446646	869.8476620093246	525.5121257082064	1.020976	15.763998999999998	0.09684985	0.0561868	-0.021802699100000003	-0.0598414522	-0.0636095877	0.0285501186	0.1056890607	0.0062689649	-0.10644642130000001	-0.0234639013	0.039681884	0.0612957267	-0.0237688748	0.032019044100000005	-0.0666671202	0.10017098769999999	0.00044417839999999996	0.23729129329999998	0.1363511674	-0.0825651105	0.11716833230000001	-0.0797885082	-0.0224715988	-0.034809686299999996	0.0390683659	0.0175526391	-0.041982773099999995	0.062362389500000004	-0.0538670153	0.0178184634	-0.0793911024	0.133283225	0.0188190278	-0.057681591	0.0346207782	0.056229042800000004	0.030862984399999998	0.0041331785	0.0479785719	0.1551694438	-0.0186353257	-0.1154193816	-0.0370980572	-0.0076820974	0.1320593457	-0.0537495403	0.0609578801	-0.0048793033	-0.027318668799999998	-0.0659615368	0.108328293	-0.023644954	-0.09359201619999999	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.016472	1.709999999999906e-05	2.9240999999996787e-10	0.000271326784	0.019856400000000003	-0.033452699999999995	0.0011190831372899996	0.00039427662096000015	0.017813299999999997	0.017813299999999997	0.00031731365688999986	0.00031731365688999986	-0.000414697	-0.000414697	1.7197360180899993e-07	1.7197360180899993e-07	0.000496638	0.000496638	2.46649303044e-07	2.46649303044e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.0175476913803	0.5656109926017052	466512.970454347	0.3199157949518862	1146.027520541634	1.2403397110203969	1.5384425987341617	1313379.0778388053	712.9349331992958	0.3996523934458765	508276.2189758843	0.1597220355870176	869.0119575754201	526.2724853915862	0.958857	14.804882999999998	0.05436926	0.035668	-0.0386569816	-5.13093e-05	-0.0638581177	0.0765343043	0.0764128754	-0.0035446173	-0.08787419869999999	0.0061495354	0.0952791402	0.1083474633	-0.08408705849999999	0.026731243	-0.0839170078	0.0239488931	-0.0900405068	0.20184383809999998	0.1334882222	0.034061202900000004	0.061472548499999995	0.0873865026	0.019150641399999998	-0.046329318099999996	0.09153751289999999	0.10109476939999999	0.1535682699	-0.0180692566	0.1040865266	0.022643906499999998	0.0398890913	-0.112003899	-0.0961456045	-0.052023613499999996	0.056349362	0.0022250271	-0.1215667866	-0.0864563877	-0.0989391451	0.0211396943	0.039676110099999995	-0.1142943591	0.0235741166	-0.0063096052	0.1479469167	-0.020457085	0.095866439	-0.0211890562	0.1102420616	-0.0236569502	0.0745605555	0.0269220777	-0.07459009700000001	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0074021	0.0090699	8.226308601000001e-05	5.479108441e-05	0.0198765	2.0099999999995122e-05	4.0400999999980384e-10	0.00039507525224999985	0.0457754	0.027962100000000004	0.0007818790364100003	0.00209538724516	-0.000628534	-0.0002138370000000001	3.95054989156e-07	4.572626256900004e-08	0.000557413	6.0775e-05	3.10709252569e-07	3.693600625e-09	-7.17312e-05	-7.17312e-05	5.145365053439999e-09	5.145365053439999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.1591150267615	0.1415673353811826	466706.3764441479	0.020041310446928237	1147.0311610885972	1.0036405469631973	1.0072943475085858	1315680.4845082553	713.4931276560068	0.5581944567110213	509072.4432123508	0.3115810515029122	869.7963239531912	530.0007480557397	0.939625	14.507938	0.062068550000000014	0.0288531	-0.0345087112	-0.0049423365	-0.0090584736	0.0002240696	-0.0263712185	0.0060621335	-0.0603897442	0.0304909683	0.0241565926	0.054906555999999995	-0.007738714	0.048420447699999994	-0.12209950039999999	-0.0285191924	-0.0130779592	0.063308075	0.0796645631	0.11367996109999999	0.1341399954	0.000616538	-0.005514688100000001	-0.0403594075	0.006738869000000001	-0.0120706448	0.2517758189	0.0498762595	0.042880227300000004	-0.1138563459	-0.1425140576	-0.11716883269999999	-0.0039524375	0.1398198869	-0.015011828500000001	-0.03146637	0.0268671616	0.011924456299999999	-0.0481190348	0.0014175411999999999	-0.0150791576	-0.113221316	0.0062924987	0.0320232081	0.039295935899999995	-0.047573741100000004	0.0007301996	-0.042531420599999994	0.1436619712	0.0825596365	0.0849132501	-0.0146102537	0.0072024787	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00161074	0.00901284	8.123128486559999e-05	2.5944833476e-06	0.0443018	0.024425300000000004	0.0005965952800900002	0.00196264948324	0.034493	-0.011282399999999998	0.00012729254975999996	0.0011897670490000002	-0.0008707209999999998	-0.00024218699999999967	7.581550598409995e-07	5.865454296899986e-08	0.000590455	3.304200000000005e-05	3.4863710702500004e-07	1.0917737640000035e-09	0.0	7.17312e-05	5.145365053439999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.9117371220864	-0.24737790467509055	466368.4406991056	0.0611958277214382	1147.2182346337606	0.1870735451634573	0.034996511300024104	1316109.6778762022	712.9682719116173	-0.5248557443894697	508323.7567526378	0.2754735524186244	869.6060944275048	531.3424966146122	0.927131	14.315032	0.135938131	0.0916127	-0.0159350708	-0.011163973600000002	0.060042615199999996	0.0320703448	0.0110309732	-0.0004208433	-0.0513981738	-0.0077434774	0.0664000964	0.0242010462	0.0890414542	-0.0204741144	-0.054644788099999994	-0.0877110656	0.0005628076999999999	0.015596231	0.023482629900000003	-0.0019638956	0.0727407583	-0.014075526599999999	0.0023552492000000003	0.1226881831	-0.1118982008	0.0046990901	0.0572541658	0.059128121900000004	0.0236406377	0.0757997196	-0.09318237119999999	0.0728682329	0.0574260531	-0.062818332	0.0267542492	-0.1021521995	0.0484349296	0.0676371984	-0.013553598200000001	0.0310418607	-0.024282093799999998	-0.0959087725	0.0204257258	0.014933017600000001	0.0664034826	-0.0358211352	0.0514801487	-0.003029304	0.0542291481	0.2247312434	0.0097409568	0.015155551699999999	0.0103168214	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.000663759	-0.000946981	8.96773014361e-07	4.4057601008100004e-07	0.0772796	0.0329778	0.0010875352928399998	0.00597213657616	0.102977	0.06848399999999999	0.004690058255999999	0.010604262529	-0.00145572	-0.0005849990000000003	2.1191207184e-06	3.422238300010003e-07	0.000504867	-8.558800000000005e-05	2.54890687689e-07	7.325305744000008e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.0659794494464	0.15424232736006616	466579.1322812316	0.023790695549449813	1142.5591409229405	-4.659093710820116	21.707154206203562	1305441.390506568	712.821407556652	-0.14686435496525976	508114.3590710466	0.021569138759361808	869.4051837090539	532.925848156985	0.8546959999999999	13.196619	0.04802111900000002	0.0226908	0.025606564900000003	-0.026607169	0.1164264757	-0.0013069533000000001	0.0718444558	0.064709929	-0.0660072789	0.0023423541	0.0708788671	0.1071628553	0.1389929086	-0.0491149667	-0.1494677885	-0.0426641946	0.06377973740000001	-0.0196897932	0.0937948625	-0.0251005032	-0.0006006776	0.10928654900000001	-0.016235723100000002	0.0450460925	0.0736527612	-0.0239237092	-0.009648023	-0.0437469621	-0.0552333285	-0.0556939311	-0.0140086549	0.1379938977	0.0267410996	0.0228822879	-0.08591597869999999	-0.09985238519999999	-0.0669531605	-0.2560468889	-0.0397923712	-0.0070487563	0.0763020291	-0.0055460788	-0.0351372864	0.0247436077	0.10325925779999999	0.0439333492	0.0395916989	-0.0411657216	-0.028156676000000002	0.117786435	-0.0014244159	-0.0493452209	0.0476397409	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.00238991	-0.003053669	9.324894361561e-06	5.7116698081e-06	0.0611971	-0.01608250000000001	0.0002586468062500002	0.00374508504841	0.0907189	-0.012258100000000008	0.0001502610156100002	0.008229918817209999	-0.00165839	-0.00020267000000000006	2.7502573921e-06	4.1075128900000025e-08	0.000375	-0.00012986699999999998	1.40625e-07	1.6865437688999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.0711591228752	2.0051796734287564	469322.49306195974	4.020745522731854	1144.1442533680545	1.585112445113964	2.5125814636551693	1309066.0725151428	713.4548888856931	0.6334813290410466	509017.8784748967	0.4012985942436108	870.2746939382405	541.3863647246617	0.922265	14.239899	0.03960300000000001	0.0217826	0.0746802107	0.0097336257	0.13161805070000002	-0.0124839628	0.0633574005	0.026276590099999997	-0.010789942299999999	-0.035198661400000004	0.0550583636	0.1229271007	0.1401711328	-0.0651525979	-0.0372308657	-0.0320256689	-0.047063861299999996	-0.0861596716	0.023455108399999997	0.0717646463	-0.0532845385	-0.0316506708	-0.0113831151	-0.0881762017	0.100757607	0.0671817393	-0.11540445199999999	-0.0959869	0.085022374	-0.1348973379	0.0777167291	0.0395117307	-0.0779085826	0.0334520869	0.0681542492	0.0198061948	-0.0793093309	-0.0212416798	0.16965208969999998	0.044953596500000005	-0.1009764482	-0.0459903241	-0.0253875312	-0.0113133204	0.0594093882	0.1178413591	0.0065620515	-0.0732427576	0.0034562618	0.0690830692	-0.0055925514	-0.0623014379	0.0298889331	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.00139996	0.00098995	9.800010024999997e-07	1.9598880016e-06	0.0791526	0.017955500000000006	0.0003223999802500002	0.0062651340867600006	0.0800673	-0.010651599999999995	0.00011345658255999992	0.006410772529289999	-0.00171056	-5.2170000000000044e-05	2.9260155136000007e-06	2.721708900000004e-09	0.000227051	-0.00014794900000000006	5.155215660099999e-08	2.188890660100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
