global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
699.4703961595961	n/a	489258.8351036624	n/a	1214.7644649528747	n/a	n/a	1475652.7053122441	711.4705705609582	n/a	506190.3727743354	n/a	890.4812901580439	561.7176152473985	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.6956599999999997e-06	n/a	n/a	2.8752628355999985e-12	0.0337255	n/a	n/a	0.0011374093502499998	-0.0341551	n/a	n/a	0.0011665708560099999	0.0	n/a	0.0	n/a	9.99072e-05	n/a	9.981448611839998e-09	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.8859996835637	-7.584396476032452	478706.2365581243	57.52306990565349	1175.0866015696206	-39.677863383254135	1574.332842660179	1380828.5211884405	710.1824856282412	-1.28808493271697	504359.16289310704	1.6591627938924811	877.7661132038781	533.409867240538	2.035397	30.101423	0.14517354566	0.0892951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00842214	-0.00842383566	7.096100722668763e-05	7.09324421796e-05	-0.022589	-0.0563145	0.00317132291025	0.0005102629209999999	0.034120599999999994	0.0682757	0.004661571210489999	0.0011642153443599994	0.0	0.0	0.0	0.0	-0.000143283	-0.0002431902	2.0530018089e-08	5.914147337603997e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.4876826730838	-2.3983170104799	475393.26455789903	5.7519244827572455	1158.0931603486845	-16.99344122093612	288.77704452941083	1341179.7680464038	710.9962223208216	0.8137366925803917	505515.6281544792	0.6621674048516749	873.7357581364912	538.2894576050239	1.355423	20.045307	0.15091672	0.0920739	-0.026842482	0.047555273099999996	0.2113611314	-0.1385577758	-0.0822591416	-0.0638080501	-0.1987895002	0.3075925589	0.1706321938	-0.1361336682	0.0344242614	-0.2308884863	0.0528585784	0.054298095	-0.0546309067	0.1249145592	-0.1478442079	0.18229354879999998	-0.0813899946	0.1440455035	-0.07832991269999999	0.1290542849	-0.0504369849	0.09204539029999999	-0.010831490400000001	0.1572355884	-0.040700139100000005	0.11910824519999999	-0.082394912	0.035213216400000004	-0.0412650715	0.1064579203	-0.1370632586	0.1479725124	-0.0068555683	0.0375596426	-0.0423775047	0.007071535	-0.035819320099999996	0.11947940900000001	0.0349574422	-0.0269513129	-0.0374861306	-0.11985197619999999	-0.05491713610000002	0.1053242965	-0.2288247832	0.05928119990000001	-0.006602490999999999	0.15111690279999998	-0.1408913719	0.0953073161	-0.3854326501	0.0959581591	-0.1792984819	0.10092732310000001	-0.07440414299999999	0.1132219634	0.1132047441	0.1131760472	0.0	0.0	-0.0240509	-0.01562876	0.00024425813913759995	0.00057844579081	0.0526337	0.0752227	0.005658454595290001	0.00277030637569	-0.015414700000000003	-0.049535300000000004	0.0024537459460899995	0.0002376129760900001	0.0	0.0	0.0	0.0	6.73162e-05	0.0002105992	4.531470782440001e-09	4.435202304064e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.5141602027411	1.0264775296573134	476809.80544049677	1.0536561188913809	1151.6195491109866	-6.4736112376979245	41.90764245684885	1326227.585894592	711.5837485568919	0.5875262360702891	506351.43121027795	0.3451870780709211	874.7310070259135	543.6303670052148	1.294853	19.149538	0.19578289	0.107852	-0.1390203522	-0.0172674692	0.155462139	-0.1195974223	-0.028031732799999997	0.1008806789	-0.18590449850000001	0.1489059476	-0.038664406299999995	-0.1961511655	0.1192319017	-0.1681069405	0.0280717644	0.040913332000000004	0.0440785981	0.0416390987	-0.0402919887	0.1660852099	-0.1843659559	0.0142641402	-0.0093191349	0.1276800758	-0.0875747857	0.0074443041	-0.1079339458	0.0258179116	-0.06031154110000001	0.011957486399999998	-0.0006248962000000001	0.06417546269999999	0.0912348216	-0.0531988346	0.05556313349999999	0.0589643404	-0.009727288399999999	0.029944754900000002	0.0102816148	-0.0427884687	0.034838927400000004	0.0426414781	0.0165806581	-0.0378411262	-0.14581828800000002	-0.1210643789	-0.20806916079999999	0.0455310221	-0.1722047514	-0.085046945	0.08542561359999999	0.0083096398	-0.17526487489999998	0.015377082	-0.1223197068	0.0829722324	-0.1443137924	0.1097360426	0.0898689885	0.1131760472	0.11302112560000001	0.1127630801	0.0	0.0	-0.030872000000000007	-0.0068211000000000035	4.652740521000005e-05	0.0009530803840000002	0.111429	0.058795299999999995	0.00345688730209	0.012416422041	0.0222408	0.0376555	0.0014179366802499998	0.00049465318464	-0.00118896	-0.00118896	1.4136258816e-06	1.4136258816e-06	0.000300555	0.0002332388	9.0333308025e-08	5.440033782543999e-08	-0.000428021	-0.000428021	1.8320197644100002e-07	1.8320197644100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.6885936063246	-1.8255665964164791	474291.9789634573	3.3326933979516484	1154.849685487489	3.2301363765025144	10.433781010804793	1333677.7960705524	711.7806093830808	0.1968608261888676	506631.6358937498	0.03875418488776353	870.3720700549222	531.1707522401083	1.579318	23.356478	0.07731935	0.0474199	0.0076752762	-0.1905257983	0.145375111	-0.0574988646	0.1883811858	-0.0372514065	-0.16907866170000002	0.0830842982	-0.0756873124	-0.1932074893	-0.08416555619999999	-0.1436647931	0.137305467	0.0662533945	-0.0209000761	-0.008346652900000001	-0.023650951899999998	-0.0092430788	0.0368079153	0.0861240918	0.060418973200000003	-0.1480375443	0.131752944	0.0726520829	-0.020149146200000002	-0.1528900103	0.0616159115	0.0887524063	-0.0347525471	0.023829264	0.0913002885	0.0198844423	-0.1115040098	0.052960934	-0.027978066099999997	-0.1857107539	0.0129907693	0.0738750287	-0.0019408814000000001	0.0162470428	0.059344094800000004	-0.1460728698	0.0255619944	0.1297512322	-0.1590927844	0.0966016392	-0.2083847916	0.0378429575	0.0977877131	0.0774705329	-0.0779492913	0.057729996799999996	0.0381552857	-0.07424613719999999	-0.0784001424	0.179278582	0.0646260174	0.1130842333	0.11265418640000001	0.1119386527	0.0	0.0	-0.0339417	-0.003069699999999995	9.423058089999968e-06	0.00115203899889	0.0991942	-0.012234800000000004	0.00014969033104000008	0.00983948931364	0.0567528	0.034512	0.001191078144	0.00322088030784	-0.00139974	-0.00021078000000000004	1.9592720676e-06	4.442820840000002e-08	0.000305393	4.83800000000001e-06	9.3264884449e-08	2.3406244000000103e-11	-0.0007624599999999999	-0.00033443899999999985	1.118494447209999e-07	5.813452515999998e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.8115828041111	-0.8770108022134764	473084.7734394966	0.7691479471991254	1145.3662345927034	-9.48345089478562	89.93584087381016	1311863.8113450678	711.1930346352249	-0.5875747478559106	505795.53251366026	0.3452440843179369	868.2085954190262	520.9761776663836	1.571573	23.24194	0.12893185	0.07523610000000001	0.10830523550000001	0.0266157617	0.1607519807	0.0313266456	-0.0816336558	0.0255658035	0.1236827414	0.2183748071	0.18764154579999998	-0.1438271464	-0.0635902571	-0.1302818049	-0.0043734311	0.0529064021	0.1337796289	-0.1013811148	0.0491684996	0.0820758672	-0.07553560200000001	-0.0265747323	0.0048189188	-0.1449526855	0.0385722021	-0.0122802158	0.0110315746	0.017418778700000002	0.062108436100000004	-0.0787704742	0.0300707197	0.0095586621	-0.10134328960000001	-0.0978560507	-0.054556877000000004	0.0043279098	-0.07725511980000001	0.1286971847	-0.11007941140000001	0.11059128050000001	0.0331460625	0.0033371127000000004	0.017154354099999998	-0.0626063463	-0.0132690446	-0.0745064854	0.12142403619999999	0.0752662863	-0.2204091006	0.0025859459	-0.0556095893	0.0271044743	-0.0957586683	0.0592781423	0.1312995867	0.0307995083	0.12026730769999999	0.1129091018	0.2195345705	0.112946559	0.1121045217	0.1107057733	0.0	0.0	-0.058759300000000014	-0.02481760000000001	0.0006159132697600004	0.003452655336490001	0.0328323	-0.06636189999999999	0.00440390177161	0.00107795992329	0.0566444	-0.00010840000000000156	1.1750560000000335e-08	0.00320858805136	-0.0008863589999999998	0.0005133810000000003	7.856322768809995e-07	2.6356005116100025e-07	0.000416255	0.00011086199999999997	1.7326822502499995e-07	1.2290383043999996e-08	-0.0008910959999999999	-0.000128636	1.6547220496e-08	7.940520812159997e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.7655629229694	-0.04601988114177402	473021.469542749	0.0021178294603030087	1147.9472313808105	2.5809967881070857	6.661544420219093	1317782.8460348682	711.5225751951808	0.32954055995594445	506264.3750123818	0.1085969806560774	869.6504746967412	525.2129193144865	1.11801	16.534216	0.15567235	0.08572439999999999	0.045913265999999994	0.0321218692	0.126241804	-0.054022042699999995	0.005504849399999999	0.0288579977	-0.0363693123	0.1284459346	0.0952440044	-0.14191886	0.0231931334	-0.0664733792	0.0275330675	-0.0035810538	0.0414375657	0.10797676949999999	-0.09191794199999999	-0.0407278201	0.15192481900000002	-0.10265407550000001	0.0657623558	-0.0155796989	-0.0103884935	0.0100274771	0.0560526293	-0.0334565576	0.09645472449999999	0.050692491500000006	0.0014162110000000001	-0.20563194920000002	-0.0860209934	-0.045118246699999996	-0.0019959310000000003	-0.0252491421	0.0015017478	0.0462525672	-0.048915236900000006	-0.0077448707	0.0914394985	-0.0590320176	-0.003491985	0.0280979853	0.11205202980000001	-0.0275725963	-0.0211675419	0.031845075699999996	-0.1434186385	0.0608499205	-0.0125378337	0.0262953	0.0155130427	0.0083675907	0.023706404	-0.0705031042	0.010936831499999999	-0.037313272	0.0309195546	0.1127630801	0.11137302310000001	0.10906894060000001	0.0	0.0	-0.08422439999999999	-0.025465099999999984	0.0006484713180099993	0.007093749555359998	0.057670800000000015	0.02483850000000001	0.0006169510822500003	0.003325921172640001	0.07403479999999997	0.017390399999999973	0.00030242601215999904	0.0054811516110399965	-0.0015905	-0.0007041410000000001	2.52969025e-06	4.958145478810003e-07	0.000570267	0.00015401199999999995	3.2520445128899994e-07	2.371969614399999e-08	-0.00179251	-0.000901414	8.125471993960001e-07	3.2130921001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.7039289435572	0.938366020587864	474313.1017422924	0.8805307885939038	1146.4297140945012	-1.5175172863093849	2.3028587142478	1314301.0893587996	710.7338705839983	-0.7887046111825384	505142.63479531155	0.6220549637005991	869.8634979484527	534.854476491917	1.0291709999999998	15.220377	0.17072395	0.08378510000000003	-0.035924972400000005	0.09577723210000001	0.1888220622	-0.0129593854	-0.066531952	0.09203237550000001	0.0023122953	0.112381282	0.1306048645	-0.0643783061	0.06952413389999999	-0.0356315093	0.055038297199999996	0.0342419109	-0.032716626	0.0140366853	-0.132173168	-0.0694325971	-0.0024178226000000002	0.0043486991	-0.0776517919	-0.0442054549	-0.0285848529	-0.062813397	0.125737547	0.0854861825	-0.0764650763	-0.1595353511	0.1738221254	-0.0674621955	0.0428996755	-0.0116443595	-0.09650858400000001	0.0293084204	-0.0452339463	-0.1106291591	0.0527015708	0.0093875926	-0.0932940592	-0.13996792060000002	0.0313811143	0.0008438428	0.1252611865	-0.10717203269999999	0.0049157572999999994	-0.0250144042	-0.1368322626	0.0510458688	-0.0207414122	0.0039163417	0.0163566373	0.061547495599999995	-0.0159887222	0.0127197293	0.1254469193	-0.035077821	0.0848850347	0.112533871	0.110460877	0.10703412710000001	0.0	0.0	-0.10712	-0.022895600000000016	0.0005242084993600007	0.011474694399999999	0.0982324	0.04056159999999999	0.001645243394559999	0.009649604409760001	0.057153	-0.016881799999999975	0.0002849951712399992	0.0032664654089999997	-0.00281972	-0.00122922	7.9508208784e-06	1.5109818084000004e-06	0.0005033780000000001	-6.688899999999988e-05	2.533894108840001e-07	4.474138320999984e-09	-0.0023041	-0.0005115899999999999	2.6172432809999994e-07	5.30887681e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.5174251617008	0.8134962181435412	475434.27960162156	0.661776096933844	1148.0704535727368	1.6407394782356732	2.692026035441069	1318065.7663667095	710.3070153820181	-0.42685520198017457	504536.0561009105	0.18220536345753566	869.2663942300569	536.3813955573678	1.018344	15.060254	0.0717449	0.048537300000000005	-0.08441811560000001	0.0187167906	0.0677203872	0.09166265900000001	0.0226400377	0.07221772929999999	-0.053819920599999994	0.079820881	0.040907445	0.0008318586999999999	0.1386935083	-0.0961186832	-0.0550779447	0.0269075446	0.002828783	-0.0050491995000000005	-0.0239753202	-0.0895653733	0.0175008033	-0.1382693315	0.0321959972	0.1120490884	-0.0807600091	0.0507682079	0.0531146251	-0.031445524700000005	0.0074228987	0.0131381281	0.136093005	0.09576550539999999	-0.1233516266	-0.1008249067	-0.08247993940000001	-0.1965251797	0.024760912599999997	-0.0713321059	0.0741410417	0.10086364960000001	-0.0343396289	0.021938122799999998	-0.0163055624	-0.0027917907	-0.0464445441	-0.023157415499999997	-0.0696156322	-0.0484000516	-0.0589080583	0.0946795497	-0.0945397647	0.0306058066	-0.0238829127	0.0359696902	0.0895569932	0.0017182486	0.0221607471	-0.0479958376	0.0486133884	0.1122590247	0.109369563	0.1046087577	0.0	0.0	-0.107104	1.6000000000016e-05	2.5600000000051207e-10	0.011471266816	0.112512	0.014279599999999991	0.00020390697615999968	0.012658950143999995	0.0955973	0.03844430000000002	0.0014779642024900011	0.00913884376729	-0.00307856	-0.0002588400000000002	9.4775316736e-06	6.69981456000001e-08	0.0005033780000000001	0.0	2.533894108840001e-07	0.0	-0.00218284	0.00012125999999999976	1.4703987599999944e-08	4.7647904656e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.1530849334296	1.6356597717287968	477692.5868129965	2.6753828888519	1151.053933843407	2.9834802706702703	8.90115452547875	1324925.1586163826	711.5149103330472	1.2078949510290613	506253.46762624424	1.4590102127214983	870.5059888478881	540.666893634545	1.029081	15.219048999999998	0.09169365	0.0482379	-0.0771227569	-0.1250287348	0.0130477312	0.037038448700000004	0.032498117400000005	0.0235903757	-0.1006008505	0.0224738735	-0.0925209775	-0.0628748794	0.06460987900000001	-0.0790973847	-0.04901442860000002	-0.016026025	0.0602900022	-0.019158345	0.0630698447	0.0815164187	0.0942681531	-0.1043574624	-0.026736517999999997	-0.0083713667	0.09909146029999999	-0.019117721100000002	0.0055467155	-0.0386137502	-0.0439518174	-0.10423211269999999	0.1339035613	-0.0719754639	0.025900458799999998	0.0046850277	0.1010335418	-0.1300215634	0.0086827085	-0.011374433400000002	-0.1734610782	-0.025466999599999998	0.0761634515	-0.0346230634	0.10627743939999999	-0.0578699797	0.09559240869999999	0.0227190318	-0.1206943292	0.0227795431	0.0011344679	-0.0071291623	-0.0426854109	0.0869363132	-0.060534491100000004	-0.07950973	0.194152262	-0.030263131800000002	0.032652945499999995	0.043413088499999995	0.0643839169	0.1119386527	0.10810085109999999	0.1018016823	0.0	0.0	-0.120205	-0.013101000000000002	0.00017163620100000006	0.014449242024999996	0.13225399999999998	0.019742	0.0003897465639999998	0.017491120516	0.120703	0.02510569999999998	0.0006302961724899991	0.014569214208999997	-0.00342389	-0.00034533000000000003	1.1723022732100003e-05	1.1925280890000002e-07	0.000566297	6.291899999999993e-05	3.2069229220900003e-07	3.958800560999991e-09	-0.00244949	-0.0002666499999999998	7.110222249999988e-08	6.0000012601e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
