global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
720.0364199862712	n/a	518452.4461066459	n/a	1072.4722336523794	n/a	n/a	1150196.6919553238	780.8521391278115	n/a	609730.0631804791	n/a	810.7989516159779	655.1428441323122	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.8375728434462	-6.198847142825002	509564.0804030224	38.42570590010968	1035.1307987467403	-37.34143490563906	1394.3827608120794	1071495.770514065	778.1424098872693	-2.709729240542174	605505.6100651671	7.342632557049267	806.1094294655612	612.8037354418375	1.707254	28.005419	0.13375014999999998	0.06817430000000001	-0.0118945067	-0.0413347368	-0.0199922908	0.11399753800000001	-0.0337694359	-0.1261862511	-0.25799478859999997	-0.0280654526	-0.0969410074	0.0407855541	-0.045737873899999996	0.0117327174	-0.0103138203	0.119349734	-0.0713371075	0.039185198399999996	-0.0352793779	0.0161827654	-0.08075079889999999	0.07474901169999999	-0.1299600256	0.0265310464	-0.08430729949999999	0.0100825038	-0.0874651035	0.0760414554	-0.0934566107	0.0622391887	-0.10363492630000001	0.0647334562	-0.0915494712	0.0149504251	-0.1276980138	0.1081217772	-0.1607379464	0.0549883446	-0.09542196900000001	0.006077289499999999	-0.0870639356	-0.0965260609	0.011402523799999998	-0.0122744391	0.05321059	-0.047793879500000004	0.0744409119	-0.0070849924	0.1492586386	-0.06614143089999999	0.17891842030000002	-0.0203815483	0.0487201451	-0.0648203443	0.1653701568	-0.0759837383	0.0351407357	-0.1351285294	0.0818860779	-0.0027124876	0.0718301866	-0.0571107858	0.1128608806	0.1128439341	0.1128156919	0.0	0.0191931	0.0191931	0.00036837508760999987	0.00036837508760999987	-0.0460827	-0.0460827	0.00212361523929	0.00212361523929	0.0329027	0.0329027	0.00108258766729	0.00108258766729	-0.000472393	-0.000472393	2.2315514644900003e-07	2.2315514644900003e-07	0.00023904	0.00023904	5.7140121599999987e-08	5.7140121599999987e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.3093957907263	-1.5281770527199114	507384.6753317496	2.3353251044597148	1028.9514607924946	-6.179337954245738	38.18421755278191	1058741.1086670086	776.817281055896	-1.325128831373263	603445.088147075	1.7559664197366696	801.960339065732	612.0480689433015	1.420862	23.307501	0.4259379500000001	0.260255	0.0124856402	0.0865712559	-0.0177260484	-0.0573310058	-0.1206532339	0.0722264414	-0.1028747624	-0.0039786908	0.0972581174	-0.1494314124	0.05625035	-0.0530249283	-0.0445907908	-0.0314754905	-0.1081745248	0.1060402014	-0.0037609008	0.0018450295000000002	-0.0213446618	-0.0914923871	-0.0138938871	-0.1397116641	0.06394526240000001	0.028795184799999998	-0.1918707518	-0.0168559745	-0.26253901690000003	-0.0393381945	-0.1077867491	0.08803385050000001	0.102127059	-0.0440944962	-0.1154692764	0.043302871	0.0020537778	0.0377440248	0.0743368313	-0.0324781537	0.0941554395	0.0452246858	0.0966333159	-0.0957623563	0.1376400793	0.06310633	0.014310313799999997	-0.0023267302	0.1660428166	0.0017559046	0.0973218043	-0.1664888994	0.0728650833	0.1498449607	0.12220946419999999	-0.049556542300000006	0.1845330107	-0.0698235628	0.0453394674	-0.0809733622	0.0317739639	-0.08515430789999999	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0203236	0.001130500000000003	0.00041304871695999995	1.2780302500000071e-06	0.050912300000000014	0.096995	0.009408030025	0.0025920622912900012	0.22358000000000006	0.1906773	0.03635783273529001	0.049988016400000015	-0.00282111	-0.002348717	5.516471546088998e-06	7.9586616321e-06	-0.0	-0.00023904	5.7140121599999987e-08	0.0	0.00015494600000000002	0.00015494600000000002	2.4008262916000004e-08	2.4008262916000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.4312064594587	-1.8781893312675493	504712.4991114421	3.5275951640872436	1008.9635722823227	-19.98788851017184	399.51568709505966	1018007.4901927059	775.0792352902554	-1.7380457656406634	600747.8209781271	3.0208030834614403	801.2272814342425	600.9266544460093	1.337559	21.94101	0.3164371	0.17674700000000002	-0.0467132575	-0.029945107400000007	-0.0455766479	-0.153455785	0.042679611500000006	-0.0029635745000000002	0.05905700000000001	-0.1352973426	0.1564586436	0.017167634299999998	-0.0714693707	0.0798683548	-0.1012790508	0.0112129725	0.0617081338	0.0554239738	0.030316728900000006	-0.0158592218	-0.0001335283	0.1212181728	0.036985224	0.0909097732	0.0766116655	0.0750425092	-0.0357981689	0.0744277195	0.061966336399999995	-0.1906950814	-0.0026120998	0.09209631289999999	-0.038353873399999995	-0.0936881588	-0.0503518244	-0.0559049301	0.0359847036	0.0158773488	-0.11660490529999999	-0.0535465089	-0.0375543875	0.1629621316	-0.0633824334	-0.11651339869999999	0.0058795374	0.044999142199999995	-0.1558825112	0.0784543986	0.0384835937	-0.0334175268	0.0213041832	-0.022608293999999998	0.0737129084	-0.0415351125	0.0640254154	-0.014346078	0.0466394104	-0.14634727449999999	0.0783364035	-0.0715552689	0.0155072123	-0.019822706000000002	0.1127253327	0.1123020954	0.1115978766	0.0	0.0394002	0.0190766	0.0015523757600399994	0.00036391666755999984	-0.0684362	-0.1193485	0.014244064452250004	0.004683513470440001	0.11531400000000006	-0.10826599999999996	0.011721526755999995	0.013297318596000012	-0.00175378	0.00106733	1.1391933289e-06	3.0757442884e-06	-2.4915e-24	-2.4915e-24	6.207572250000001e-48	6.207572250000001e-48	0.000482536	0.00032759	1.073152081e-07	2.32840991296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.5457234028368	1.1145169433780209	506297.3164928663	1.242148017076687	1013.617204966228	4.653632683905244	21.65629715671112	1027419.8382035481	776.7743416890919	1.695106398836515	603378.3779065221	2.8733857033764982	800.6893833687986	606.912280020899	1.24757	20.464861	0.25436415	0.15012	0.0074793098	0.0437192308	-0.1308593832	-0.0005993245	-0.0295170808	0.0773454317	-0.012653331299999999	-0.0177776921	0.1580634923	-0.052750125300000006	-0.0723486171	0.0686403337	0.0417330655	-0.0898263709	0.015089659299999999	-0.11639457869999999	-0.06454872910000001	-0.030985481000000002	0.100626059	-0.10055546189999999	-0.0419343466	-0.106688999	-0.1529491314	-0.042645433600000004	-0.0179735343	0.022730313199999998	-0.0042626134	0.10626575960000001	-0.0422764361	-0.0009574936	0.10384686470000001	0.0680746768	0.0174258627	0.0461344477	0.040360168599999996	0.018466734	0.0576800805	0.0007297615	0.0777604306	0.10671055550000001	0.0197137784	-0.1095919825	-0.05421426360000002	-0.0103024639	0.0208608485	0.0850084609	0.08792566539999999	-0.0425518103	-0.1587960431	-0.0432605108	0.0240757056	0.0611209775	0.0419802032	0.1433789259	0.0438746179	0.05950283820000001	-0.010319568000000001	-0.0149838166	0.0250141944	0.0687240863	0.1125898391	0.1117611244	0.1103844485	0.0	0.0489494	0.009549200000000008	0.0023960437603600003	9.118722064000016e-05	0.0183467	0.0867829	0.007531271732409998	0.00033660140089000003	0.212751	0.09743699999999997	0.009493968968999992	0.04526298800100001	-0.00294386	-0.00119008	1.4162904064e-06	8.6663116996e-06	-0.0	2.4915e-24	6.207572250000001e-48	0.0	0.000504357	2.1820999999999993e-05	4.761560409999996e-10	2.5437598344899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.9029993939781	-2.642724008858636	502543.4625497785	6.9839901869978585	1007.8820423122087	-5.735162654019291	32.892090668057605	1015826.2112154288	776.2658929852681	-0.5084487038237739	602588.7366122158	0.2585200844200758	802.2363462213533	586.4828316224432	1.325168	21.737751	0.20307225	0.121579	-0.0980672586	-0.0068702586	-0.045452306500000005	0.1089016577	0.0819533929	0.0314417507	-0.0368321008	-0.0835850987	0.051582747400000004	0.0157979357	-0.0389031591	0.1723725004	0.0398046732	0.0201326946	0.1470932837	-0.1716254282	0.019130166299999998	-0.13651409609999998	0.030732871499999998	-0.0381926493	-0.1094594601	-0.0560056424	-0.0346675069	-0.07201760730000001	-0.0353847889	0.0197207374	0.029137558199999997	-0.0633683766	-0.0561925854	0.0427211434	-0.016580897600000002	-0.12981241	0.11534230720000001	-0.0127205774	0.0138710375	0.1220564591	-0.065536394	0.0656208813	-0.0545923735	0.0741618914	-0.005615359	-0.0282131106	-0.0734521826	-0.1308323455	-0.0252474452	0.0917610689	0.1231573774	-0.1429759596	-0.0977947707	0.1342240902	0.1215543823	-0.0653977647	0.023497961	0.0776155001	0.1070418693	2.1206599999999998e-05	0.024497414300000003	0.1140706802	0.0056761536999999996	0.019309727	0.11240926539999999	0.111041178	0.1087733526	0.0	0.047974	-0.0009754000000000012	0.002301504676	9.514051600000023e-07	-0.0400146	-0.058361300000000005	0.00340604133769	0.00160116821316	0.12132200000000005	-0.09142899999999997	0.008359262040999994	0.014719027684000012	-0.00213545	0.0008084099999999999	6.535267280999998e-07	4.5601467025e-06	0.000211627	0.000211627	4.478598712900001e-08	4.478598712900001e-08	0.000478263	-2.6093999999999944e-05	6.808968359999971e-10	2.2873549716900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.3757855881122	1.4727861941340734	504633.7567499275	2.1690991736319285	1010.4532494286584	2.5712071164497274	6.611106035681722	1021015.7692809345	777.0239891705113	0.7580961852431756	603766.2797464549	0.5747098260802551	802.3052492952531	595.90601360659	1.20175	19.713236	0.10083085	0.050574	-0.0655151875	0.06795354990000001	-0.007375041	0.0329403113	0.042128083	-0.0079870285	-0.0421187778	-0.052764828300000004	0.0013955363	-0.0417460881	-0.0124839701	0.0422150367	0.0485971954	0.12291892859999999	0.08580455710000001	-0.1688039002	0.1314817404	0.0090467547	-0.10407642369999999	-0.13011440130000002	0.14666347119999998	-0.0326484972	0.04637437480000002	0.007117878	0.0285833939	-0.1535856669	0.08817742070000001	-0.0256143131	-0.0589108963	-0.011480255900000002	0.10427580880000001	0.044368713600000005	-0.023010733	0.020919737600000002	-0.0870929645	-0.0028151514000000002	0.0577269367	0.09421216630000001	-0.0576489851	0.0136219919	0.0443330657	-0.0180543995	0.1228514815	-0.1492513136	0.0593051382	-0.0096969887	-0.0475268009	-0.0452256325	-0.2127805919	-0.0508659956	0.1561078393	0.0180753635	-0.1543059183	-0.0169250118	-0.0384907343	0.061195936799999996	-0.013048177	0.0321135584	-0.10693471689999999	0.02379599	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.0393429	-0.008631100000000003	0.00154786378041	7.449588721000003e-05	-0.039961	5.359999999999393e-05	2.872959999999349e-09	0.0015968815210000006	0.165001	0.04367899999999995	0.0019078550409999961	0.027225330001000005	-0.00175832	0.00037713	1.4222703690000005e-07	3.0916892224000008e-06	0.000538367	0.00032673999999999995	1.0675902759999996e-07	2.8983902668899997e-07	0.00021279	-0.000265473	7.047591372900001e-08	4.52795841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710.1298206249656	-0.2459649631465481	504284.3621408458	0.060498763095682785	1007.9069188740214	-2.5463305546370516	6.483799293478238	1015876.3571141232	776.5266913875241	-0.4972977829871752	602993.7024372552	0.2473050849639596	801.1515999299593	593.2937427570519	1.213166	19.900503	0.2347538	0.119168	-0.0419563647	0.049956074	-0.06133069820000001	-0.1083617626	0.0142180385	0.0831136912	0.0768483039	-0.0342811621	0.1171199858	-0.0512618107	-0.0610506943	-0.0231833743	-0.0889483964	0.0023420273	0.11510465449999999	0.034768364700000005	0.053854956399999994	-0.1855331197	-0.017787136000000002	-0.0205785847	0.0522748827	-0.0008655083000000001	-0.0573332308	-0.0388766752	0.0469062613	0.0840773237	0.0003441056	-0.1190831215	-0.024677819700000003	-0.0781206287	-0.0439718003	-0.1166926809	0.18201814649999998	-0.06185623	-0.0079351489	-0.0726351779	-0.0253081658	0.0911629925	0.0382704357	0.1041112324	0.0055326676	-0.0990317493	0.042144908700000004	0.049867054699999996	-0.038965455499999996	0.10999512550000001	-0.017571723100000002	0.0200619478	-0.0754792993	0.06543342	-0.0245112852	-0.0548580616	-0.0411242986	-0.0930928034	-0.0041690338	-0.0340461333	-0.0327806224	0.1594297846	-0.0005056297	0.0278507913	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.054934	0.015591100000000004	0.0030177443560000005	0.0002430823992100001	0.0253603	0.06532130000000001	0.00426687223369	0.0006431448160900001	0.197134	0.032132999999999995	0.0010325296889999998	0.038861813955999996	-0.00336846	-0.00161014	2.5925508196000004e-06	1.1346522771600004e-05	-9.7916e-05	-0.0006362830000000001	4.04856056089e-07	9.587543056e-09	0.000400535	0.000187745	3.5248185024999994e-08	1.60428286225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.0262702042912	2.8964495793255765	508406.4620014429	8.38942016557531	1014.6870686866645	6.780149812643117	45.970431481884496	1029589.8473599358	779.2262128199372	2.6995214324131207	607193.4907457022	7.2874159640577885	804.3729008972776	590.5089803097318	1.187866	19.485481	0.22658275	0.123178	-0.041742945499999996	0.017518331499999998	-0.047422399500000004	0.0483688855	0.0083511882	-0.0549550965	0.055409074	0.0428367746	-0.0312775127	0.0717522054	-0.0242771619	0.0638213205	0.0782353583	-0.0080764508	-0.0261456736	-0.0073876424	-0.0002340772	0.0474480476	-0.0492025804	-0.0147690073	0.0567710546	-0.052992387599999996	-0.0084668552	0.0397607001	-0.0269294008	0.11298806460000001	0.0368232074	-0.060811348700000004	-0.0163276017	0.0436059593	0.149649545	-0.0623749196	-0.012502419499999999	-0.025278064300000003	-0.0208345627	-0.0123591853	0.1913775768	-0.08644664070000001	-0.013568505600000001	-0.0212669351	-0.0748633199	0.0338138127	-0.1289444128	-0.09629856349999999	0.0006944814	-0.041693228900000004	-0.0188383677	0.0413400733	-0.0399839347	-0.0348162246	-0.026987399900000004	-0.0290038021	0.0177018879	-0.1123776622	0.0742172687	-0.1312371266	-0.1249046678	0.07408582030000001	0.0062661766	0.0487328744	0.1115978766	0.1078204375	0.1016191316	0.0	0.0597017	0.004767699999999993	0.00356429298289	2.273096328999993e-05	-0.07097039999999999	-0.0963307	0.00927960376249	0.0050367976761599995	0.151823	-0.04531099999999999	0.0020530867209999997	0.023050223329	-0.00244226	0.0009262000000000004	8.578464400000005e-07	5.9646339076e-06	0.000558207	0.000656123	4.30497391129e-07	3.1159505484900004e-07	0.000421679	2.1144000000000013e-05	4.470687360000006e-10	1.7781317904100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.6583421999344	1.632071995643173	510736.5460759585	2.6636589989626893	1017.5471870451303	2.860118358465797	8.180277024433089	1035402.2778634572	779.7728853270273	0.5466725070900793	608045.7526912373	0.2988508300081528	803.4928237174672	610.9447105605625	1.204605	19.760077	0.16860978	0.0856465	0.0596698022	0.0569226834	0.0810030972	0.014624268000000001	-0.0499354808	-0.0049765937	0.044645649100000004	0.1165457132	-0.0173645506	-0.0050288227	0.0057043484	-0.0081268744	-0.0442645921	0.1051694374	-0.072577082	-0.0521302113	0.0009336046000000001	-0.0391678347	0.0990983388	-0.0057407876	0.034681020699999995	0.0090322599	-0.014244891899999999	-0.1282940195	-0.031107552599999998	0.1133049885	-0.0814630984	-0.0958771512	-0.1611670136	0.06773582759999999	-0.0398508656	0.2195344359	0.19129620030000002	-0.0440299404	-0.1427615046	0.1041400253	0.0248872989	0.0219456181	0.0661676867	-0.059975234100000004	-0.0337487266	0.07737819509999999	0.1095256215	-0.0370961432	0.040580061	0.037095381499999996	-0.011109666399999999	0.09484334259999999	-0.054723005400000004	-0.007922050600000001	-0.0147861401	-0.007024676999999999	0.0610061268	0.0506448767	0.1570571485	0.0182522234	0.001185468	-0.0133414826	0.0248466191	-0.0861705539	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.034273000000000005	-0.02542869999999999	0.0011746385290000007	0.0006466187836899996	0.00347963	0.07445002999999999	0.005542806967000898	1.21078249369e-05	0.138549	-0.013274000000000008	0.00017619907600000022	0.019195825401	-0.00299435	-0.0005520899999999999	3.048033680999999e-07	8.966131922499997e-06	0.000201557	-0.00035665	1.271992225e-07	4.0625224249e-08	0.000221278	-0.00020040099999999998	4.016056080100001e-08	4.8963953284e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
