global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
727.5314041776497	n/a	529301.9440647027	n/a	1026.1558700844814	n/a	n/a	1052995.869708839	778.2357049774823	n/a	605650.812501799	n/a	805.6304877705235	608.6262946888628	n/a	n/a	n/a	n/a	-0.11203497429999999	0.0133180499	0.1531080901	-0.1733494982	0.059663108799999996	-0.08799547490000001	-0.1093875973	0.0132252073	0.027386323799999997	-0.1477005025	0.0038426864000000002	-0.17704802579999998	0.056023879299999996	0.11721541460000001	-0.09973534	0.1621973736	-0.055784931399999994	0.094850824	-0.0264238941	0.0131156871	-0.07861173519999999	0.027196682599999997	-0.012224083200000001	0.0215251686	-0.0636289545	-0.0703624494	0.0493866299	0.1049577043	-0.1109927492	0.219046705	-0.140176108	0.037827195200000004	-0.13245852019999999	0.0266227472	-0.10554045779999999	0.0269669169	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0385759	n/a	0.0014881000608100005	n/a	0.025879000000000003	n/a	n/a	0.0006697226410000001	0.473059	n/a	n/a	0.223784817481	-0.00963906	n/a	n/a	9.29114776836e-05	-0.00153163	n/a	n/a	2.3458904569e-06	0.000833278	n/a	n/a	6.94352225284e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.3027681170023	-4.228636060647432	523166.89436571795	17.881362933407832	1009.4932722885334	-16.662597795948045	277.64216530953263	1019076.6667958109	779.8456228666507	1.6099178891684005	608159.1955042746	2.5918356098644377	802.5178606292147	606.5882220747384	1.361278	25.695391	0.342965	0.194915	-0.1336539536	0.0493284573	0.1105684553	-0.0409481591	0.1443224575	-0.10555060349999999	-0.0835808858	0.1201997536	-0.052692776399999995	-0.0744794609	-0.0325365336	0.0045900863	-0.040363360699999996	0.0032294914000000003	0.0473842025	-0.0793268955	-0.1248554598	-0.0640226431	0.08625881099999999	0.0638784146	0.05665350230000001	0.1545336713	-0.0717733929	0.00720002	-0.0715663324	-0.1337246502	-0.0518840838	-0.0441432717	-0.07467264679999999	0.039772821800000004	0.0139554939	-0.004910297	-0.0218818259	0.0072082314	0.0399587573	-0.054686140300000005	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0346031	-0.0039728000000000055	0.00119737452961	1.5783139840000044e-05	0.08762459999999997	0.06174559999999998	0.003812519119359996	0.007678070525159996	0.63178	0.158721	0.025192355841	0.39914596840000005	-0.0108712	-0.0012321400000000016	1.5181689796000034e-06	0.00011818298944000005	-0.00223473	-0.0007030999999999999	4.943496099999998e-07	4.9940181729e-06	0.00126855	0.00043527199999999995	1.89461713984e-07	1.6092191025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.1143505597051	0.8115824427028429	524341.5926865035	0.6586660613035132	1002.1394061607899	-7.353866127743458	54.07934702477257	1004283.3893803008	780.3143338745655	0.4687110079147487	608890.4596501068	0.21969000894045965	802.8132255460284	607.4047945117644	1.182621	22.323059	0.3376973999999999	0.17211700000000002	-0.1116981086	0.0263771233	0.1299955259	-0.0046301629	0.0639493713	-0.1660787884	-0.0370092445	0.0862704361	-0.1009077015	-0.1284630749	0.026929931400000003	-0.012674908600000001	-0.0410706548	0.0115632945	-0.1235048226	0.0192405019	-0.0874379767	0.087977189	0.0488241326	-0.0644486322	-0.050964541399999994	0.0557278842	-0.0467432495	-0.0287967557	0.0317468132	-0.0736786199	-0.009421005500000001	-0.0663045357	-0.11348310980000001	0.1328555292	0.06955672269999999	-0.018054589399999998	-0.0070924058	0.022939687599999998	-0.0007117387	0.1103809977	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0312976	-0.003305499999999996	0.00097953976576	1.0926330249999973e-05	-0.015515200000000003	-0.10313979999999998	0.010637818344039995	0.00024072143104000005	0.5415949999999999	-0.09018500000000007	0.008133334225000012	0.29332514402499993	-0.00942235	0.0014488500000000015	2.0991663225000046e-06	8.87806795225e-05	-0.00116825	0.00106648	1.1373795903999996e-06	1.3648080625e-06	0.000962538	-0.00030601200000000004	9.364334414400004e-08	9.26479401444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0717358379294	0.9573852782242512	525729.0221110281	0.9165865709605268	1001.7677088702437	-0.3716972905461944	0.13815887579938205	1003538.5425351374	779.6975690606257	-0.6167648139397671	607928.2991990492	0.3803988357141554	801.9618581063513	628.0646132926048	1.286002	24.274483	0.3442656	0.194479	-0.1287079221	0.0788625677	0.15977287910000001	0.0172622419	0.09865182210000001	-0.1443065201	-0.0678509133	0.08543578210000001	-0.0697123004	-0.0925865028	0.0086540051	-0.0762444982	-0.010594176799999999	0.0355339823	-0.0586989874	-0.0073209601	-0.0784743554	-0.1024711323	-0.00472676	0.037700719199999996	0.013016118899999998	-0.0199897298	-0.0659677316	-0.0001889093	0.0364720059	-0.1088438776	-0.0217243946	-0.0301205531	-0.083703745	0.09418047269999999	0.0079675493	-0.0096259698	0.074600499	0.0634554093	-0.1507776442	-0.0243496738	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0351264	0.0038288	0.00123386397696	1.4659709440000003e-05	0.10371099999999997	0.1192262	0.014214886766439996	0.010755971520999994	0.648122	0.10652700000000004	0.011348001729000008	0.420062126884	-0.0112539	-0.0018315500000000008	3.3545754025000044e-06	0.00012665026521000005	-0.00155998	-0.00039173000000000013	1.5345239290000004e-07	2.4335376004000004e-06	0.00103293	7.039200000000007e-05	4.955033664000011e-09	1.0669443849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.8817664978691	-2.1899693400603155	522558.0483350797	4.7959657104042135	1004.9696560256523	3.201947155408561	10.252465586028977	1009964.009532318	779.7651676942609	0.06759863363515706	608033.7167492588	0.004569575269340187	803.3110324070642	616.8613454489546	1.367954	25.821405	0.4123577000000001	0.24325	-0.0701342129	-0.019102401499999998	0.1690039588	0.00550388	0.0026164593	-0.131057574	-0.0151245419	0.018289275	-0.11240696369999999	-0.12043169	0.0348904776	-0.035854267599999996	-0.015509501	-0.1133587957	-0.0759544608	0.08544559560000001	-0.0284306509	-0.0714082652	0.092591205	-0.0270546731	-0.0494542674	0.0845891167	0.0822148008	0.0270720471	0.0051883742	-0.0359327933	0.0240259805	-0.0860228692	-0.0966735925	0.0900181853	-0.0002282346	0.0079804973	0.09787422550000001	0.052013074900000004	0.08370369150000001	-0.05736058400000001	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0269412	-0.0081852	0.0007258282574400001	6.699749904000001e-05	0.014715	-0.08899599999999998	0.007920288015999996	0.00021653122500000005	0.475416	-0.17270599999999994	0.02982736243599999	0.22602037305599998	-0.00892159	0.002332310000000001	5.439669936100003e-06	7.95947681281e-05	-0.00104777	0.0005122100000000001	2.6235908410000017e-07	1.0978219728999998e-06	0.00102804	-4.890000000000016e-06	2.3912100000000157e-11	1.0568662416e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.4493243340187	-3.4324421638503964	517607.330284676	11.781659208177993	1002.3699010011148	-2.5997550245374437	6.758726187607688	1004745.4184329849	779.5719705666347	-0.19319712762614927	607732.4572931459	0.037325130122994606	803.6401742029791	622.8682768515978	1.0576299999999998	19.963743	0.09325789999999998	0.053431500000000014	-0.046133298200000006	-0.048537064500000004	0.1844048368	0.037843946	-0.0168926735	-0.053929177800000005	0.0017223622	0.0032237238000000002	-0.15036668720000002	-0.1278778387	0.0851990546	0.0218705076	-0.068211144	-0.046262507599999995	-0.1176644186	-0.0046524847999999995	0.1164060027	-0.09498173050000001	0.08658359939999999	0.0850648806	0.0174293098	0.0023015495	-0.12580308240000002	0.0581238616	-0.0228952106	-0.013810873100000001	0.0379939075	-0.1316249407	-0.0565727886	0.11649667080000001	0.08889135769999999	-0.081980016	0.0153089495	0.0741887625	0.065573425	-0.031686962	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0260257	-0.0009155000000000033	0.0006773370604899999	8.381402500000056e-07	0.06252859999999999	0.04781359999999999	0.002286140344959999	0.003909825817959999	0.457939	-0.01747699999999996	0.00030544552899999875	0.20970812772100006	-0.009078	-0.0001564099999999992	2.4464088099999745e-08	8.241008399999998e-05	-0.0007495619999999997	0.0002982080000000002	8.892801126400012e-08	5.618431918439996e-07	0.000941622	-8.641800000000009e-05	7.468070724000019e-09	8.866519908839998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.3058852758845	-3.143439058134163	513094.12128086865	9.881209112203397	989.9626879628578	-12.407213038257055	153.9389353766959	980026.1235586464	777.8046327956965	-1.767337770938184	604980.0467984483	3.1234827965847485	801.7224589924634	602.6090105453383	0.99112	18.708317	0.1317175	0.07539229999999998	-0.0724041771	-0.09685718800000001	0.1384906498	0.0908528131	-0.0141769184	7.67202e-05	-0.040882072799999995	-0.0609212848	-0.1587166615	-0.09391304199999999	0.1617934672	0.043893234	-0.0379711611	0.056996049699999995	-0.1815715798	0.1138777413	0.038550855	0.0001618369	0.0152066566	0.08470358550000001	0.0339455768	-0.1174171417	-0.0629491401	0.0498756267	-0.046463418	-0.023367127400000003	0.1020613353	-0.11567017240000001	0.0078445066	0.142236767	0.0689332733	-0.1485879196	0.0013537438	0.1047557309	-0.0043441928000000005	0.0405852897	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0293526	0.003326900000000001	0.00086157512676	1.1068263610000004e-05	0.0924446	0.029916000000000005	0.0008949670560000007	0.00854600406916	0.525275	0.06733600000000001	0.004534136896000001	0.27591382562500005	-0.00891592	0.00016207999999999848	2.6269926399999506e-08	7.949362944640001e-05	-0.000615788	0.0001337739999999997	1.789548307599992e-08	3.791948609440001e-07	0.00126854	0.0003269180000000001	1.0687537872400009e-07	1.6091937316000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.2905174065303	-1.015367869354236	511640.5242917018	1.030971910116961	982.7186656483364	-7.2440223145214295	52.47585929328442	965735.9758136469	776.5915223764282	-1.2131104192683324	603094.3926269384	1.4716368893373892	799.6720854548294	594.0747778984634	1.053578	19.88726	0.12677719999999992	0.073026	-0.1211244525	-0.0929695118	0.10879698939999999	0.1298808762	0.0350955533	0.037424146299999995	-0.1052317609	-0.0586366443	-0.0950222267	-0.0488298548	0.08235339480000001	-0.0033001345000000003	-0.014468551599999999	0.0009543292	0.003281944	0.0050143835	-0.0086917348	-0.1024001924	-0.0543133408	-0.0233778306	0.09538542119999999	-0.0368069466	-0.1625002079	-0.0203339214	0.10731490689999999	-0.0818269399	0.1002528141	-0.0534134218	0.004899143	0.0490410446	-0.0417949149	-0.08978693310000001	0.0848080382	0.1098042133	-0.0755611175	-0.0533984318	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0300763	0.0007236999999999973	0.0009045838216899998	5.237416899999961e-07	0.124768	0.0323234	0.00104480218756	0.015567053824	0.545585	0.02030999999999994	0.00041249609999999753	0.297662992225	-0.00921098	-0.00029505999999999977	8.706040359999987e-08	8.484215256040001e-05	-0.00178913	-0.001173342	1.376731448964e-06	3.2009861569000006e-06	0.00126854	0.0	0.0	1.6091937316000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.4471379109274	2.1566205043970967	514730.39569658117	4.651011999985988	984.4993755946106	1.7807099462742144	3.1709279127599155	969239.020546178	776.8681997443869	0.2766773679586549	603524.1997740846	0.07655036594052894	800.4439090753251	595.0047991209823	1.341647	25.324829	0.31062673	0.174897	-0.049498264199999996	-0.0604796821	0.1373703332	0.0969718892	-0.0113026283	-0.0032139066999999997	-0.0951629517	-0.0882869969	-0.005530900500000001	-0.1143779177	0.045980664500000004	-0.124523959	-0.0018932016	-0.0264926217	-0.0470418296	0.0796756989	-0.0759235261	-0.031654496000000004	0.0510786397	-0.0746714696	0.0525519651	0.030987348300000002	0.024584519500000002	0.06635433219999999	0.029351417999999997	-0.054214235300000004	0.12148319240000001	0.0399434545	-0.053747033799999996	0.045370994500000005	-0.0659647412	-0.06301152759999999	0.078177922	0.0339687609	-0.008054832	-0.135353674	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0386726	0.008596300000000005	0.00149556999076	7.389637369000009e-05	0.00772957	-0.11703843	0.0136979940968649	5.97462523849e-05	0.429715	-0.11587000000000006	0.013425856900000008	0.184654981225	-0.00869376	0.0005172200000000005	2.675165284000005e-07	7.55814629376e-05	-0.00098356	0.00080557	6.489430249000001e-07	9.673902736000005e-07	0.00120889	-5.9650000000000074e-05	3.5581225000000084e-09	1.4614150321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.0070817873575	1.5599438764301112	516971.1836603718	2.4334248976118023	995.8526195282624	11.353243933651813	128.89614781700166	991722.4398213021	778.5401897007573	1.6719899563704532	606124.8269792912	2.7955504142036687	801.6031067086274	587.8070560231392	1.76815	33.375473	0.64051743	0.364282	-0.1447090509	0.0609589163	0.08623365779999999	0.059919172300000004	0.1599701956	0.025893835499999997	-0.1172406154	0.09900130380000001	0.0196397856	-0.08511976560000001	0.1313442631	0.07027918650000001	0.0972859897	0.0969422172	0.09072782789999999	-0.0030320496000000004	-0.0391617524	0.0576927417	-0.0079164835	-0.08997859050000001	0.0895289908	0.0124470196	0.0657781249	-0.1246146068	0.086389714	-0.1439830104	-0.0538262559	0.0173453059	-0.0530147517	-0.0357036668	-0.0436701663	-0.2137262668	-0.0490845211	-0.0033201386	-0.0500376252	-0.0178846088	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0386476	-2.5000000000004186e-05	0.0014936369857599995	6.250000000002093e-10	0.17851	0.17078043	0.029165955270984905	0.0318658201	0.6740619999999999	0.244347	0.05970545640899999	0.454359579844	-0.0119622	-0.0032684400000000014	1.0682700033600008e-05	0.00014309422884000006	-0.00208009	-0.00109653	1.2023780409e-06	4.326774408100002e-06	0.00135122	0.00014232999999999995	2.0257828899999992e-08	1.8257954884e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
