global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
704.6144462047818	n/a	496481.51780047134	n/a	995.1786351572407	n/a	n/a	990380.5158734284	758.2281130667732	n/a	574909.8714447994	n/a	778.7636026397178	579.2105035306978	n/a	n/a	n/a	n/a	-0.005782386600000001	-0.0035430054	-0.0647356349	0.017791998	-0.225536517	-0.21426346429999998	-0.0412086881	0.40113242179999997	-0.3415748838	-0.0626863217	0.0587879614	0.0709413887	-0.055119126100000006	0.0269824634	-0.0367180135	0.0940790302	-0.161971577	0.11494938119999999	-0.048361359900000005	0.0920283692	-0.0561757226	0.1204589485	-0.1901358903	0.06740150219999999	-0.20607213489999998	0.08855698740000001	-0.1219769101	-0.0179887072	0.0826902983	-0.0253990928	0.0171654248	-0.1202690641	0.0260424762	-0.0815397416	0.16860917	-0.0037050292	0.04602054059999999	-0.09729018589999999	-0.048140183200000006	-0.0633773749	0.0872694048	-0.0575917041	0.0417509338	-0.0523358474	0.2462784441	-0.4033898553	0.0157859019	-0.1255491515	0.20338895769999998	-0.2084331855	0.0765672264	-0.1294708566	0.15917703960000001	-0.1946506058	0.0163764294	-0.0362116815	0.0456254339	0.046562741	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.10244	n/a	0.0104939536	n/a	-0.0379557	n/a	n/a	0.0014406351624899993	-0.117094	n/a	n/a	0.013711004835999999	0.00154583	n/a	n/a	2.3895903889e-06	-0.000428719	n/a	n/a	1.8379998096100004e-07	-0.00165184	n/a	n/a	2.7285753856e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.0662302420828	-2.5482159626989187	492896.9916463293	6.493404592553578	976.3781051772972	-18.800529979943462	353.45992752675295	953314.2042696092	756.8842925325166	-1.3438205342565652	572873.8322824482	1.8058536282896005	775.7072594340723	570.9454163466808	1.242792	21.028131	0.092350905	0.0439123	0.0034377901	-0.08185777820000001	0.040051774500000005	0.0666216709	-0.1403649964	0.0321460741	0.0039309846	0.010647761799999999	-0.2168055886	-0.0745762747	-0.008721952600000001	-0.1460311421	-0.018686332	-0.0312340771	0.047360037199999996	0.0717515904	0.0051341232	0.0867427185	-0.10668224859999999	0.0805716036	0.1351614228	0.1536085074	0.0852821801	0.1411043786	-0.0142341298	0.0116768324	0.0013811614000000002	0.0092762902	0.0691993727	0.0454469672	-0.0401282708	0.140986406	0.047287782599999995	0.0323480932	0.14397990130000002	-0.0542059701	-0.0018927542999999998	0.0010654403	-0.10037498880000001	0.0902442285	-0.1154887924	-0.0489031266	0.0200970264	-0.04566019599999999	0.12360011369999999	-0.2035568672	0.0335269206	0.014914685700000001	-0.026101966299999998	0.070612393	0.024113594	0.0173128268	0.10665479550000001	-0.106986514	0.0435167135	-0.0573776234	-0.005322245799999999	0.1881264226	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.09274180000000004	0.009698199999999962	0.008601041467240006	9.405508323999925e-05	-0.0467238	-0.008768100000000008	7.687957761000013e-05	0.00218311348644	-0.0821118	0.034982200000000005	0.0012237543168400005	0.00674234769924	0.0016444299999999995	9.859999999999947e-05	9.721959999999896e-09	2.704150024899998e-06	-7.250089999999998e-05	0.00035621810000000014	1.2689133476761007e-07	5.256380500809997e-09	-0.00132861	0.0003232299999999999	1.0447763289999992e-07	1.7652045321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.3516804202251	-1.7145498218577586	490492.47626743314	2.939681091632472	966.8155891547341	-9.56251602256316	91.44171268177713	934732.3834326157	755.7417056744832	-1.142586858033383	571145.5256957773	1.3055047281505974	775.0184780054599	579.9248085414113	1.234208	20.882885	0.093133405	0.0488069	-0.0023662859	0.1322465511	0.06337112389999999	-0.0115049222	-0.0178956334	0.0420874087	0.0479765681	0.023001944	-0.0182638545	0.051243211	0.024142782400000003	-0.0353023913	0.1089134672	0.051466061699999996	0.047829778200000006	0.09000392289999999	-0.0564729729	-0.0242594758	-0.0488270846	-0.1333919311	0.026763443199999997	0.1473603999	-0.0267062939	-0.05178519349999999	-0.019990323799999998	0.029448998900000002	0.0009325875	-0.016172571299999997	-0.09739891310000001	-0.1123175856	-0.0166993684	-0.0803297124	0.0335340814	-0.0029915766	0.0024994882	0.0169863575	-0.012806443300000001	0.0171660142	0.040700155	-0.0101790852	-0.0911793167	0.0926259792	0.0269376389	-0.12558732109999998	0.0270799771	-0.0392088365	-0.0224922698	0.0371629276	0.0858123108	-0.011316803500000002	0.069217607	0.0708386784	0.050717165	-0.074499647	0.0262631727	0.0330996189	-0.0065958315000000005	0.0113021389	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.08718769999999999	0.005554100000000048	0.007601695031289999	3.084802681000053e-05	-0.0252136	0.021510200000000004	0.0004626887040400002	0.0006357256249599999	-0.117504	-0.0353922	0.00125260782084	0.013807190016	0.00199648	0.00035205000000000067	1.2393920250000048e-07	3.9859323904000005e-06	-0.00033398900000000003	-0.0002614881000000001	6.837602644161004e-08	1.1154865212100003e-07	-0.00132861	0.0	0.0	1.7652045321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.1266074552217	-0.2250729650033918	490177.2664667581	0.05065783957541803	966.0307944380985	-0.784794716635588	0.6159027472591329	933215.4958027035	754.7243698097029	-1.017335864780307	569608.8743846532	1.034972261768295	772.5657253480307	574.3989224250223	1.133242	19.174543	0.1003711	0.0652253	-0.0009235087	-0.007897251800000001	-0.1044964134	-0.0043967843	-0.0050561806	-0.0351022432	0.0242308381	0.0339590737	0.08222510549999999	0.1238140884	0.0245611353	0.038552374	0.042687447	0.0457961555	-0.015446913400000001	-0.021461367599999996	-0.015015473400000003	0.16728765310000002	-0.0557531872	-0.12380691560000001	-0.1389692126	0.0581344952	0.017420558200000002	0.1186004472	0.026052730099999998	-0.060706401500000014	0.037665179900000005	0.021240953599999998	0.0583721473	0.024846392999999998	-0.0488976285	-0.1023162422	0.007730374599999998	-0.08642231339999999	0.018557798700000003	0.0180568452	0.0965327729	-0.0453608279	0.1221023514	-0.0180090833	0.058997115499999996	0.0460860362	0.0469738965	0.0743212213	0.0635580863	-0.0172609706	-0.0175301039	0.24370804210000002	0.0385224558	0.006116090899999999	0.0340434893	0.0043161974	0.0252687271	-0.1082962403	0.0064167418	0.1218594	-0.047215662199999994	0.0258362906	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0871643	2.339999999999287e-05	0.00759761519449	5.475599999996664e-10	-0.0181785	0.007035099999999999	4.9492632009999985e-05	0.00033045786225	-0.0673942	0.0501098	0.0025109920560399995	0.00454197819364	0.00127732	-0.0007191600000000003	5.171911056000003e-07	1.6315463824e-06	-0.000189093	0.00014489600000000004	2.0994850816000008e-08	3.5756162649000004e-08	-0.00132861	0.0	0.0	1.7652045321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.0201946926607	-0.10641276256103538	490028.27297755046	0.011323676035871292	969.0535813735527	3.0227869354541785	9.137240857152461	939064.8435729088	755.8642195393872	1.1398497296843288	571330.718379887	1.2992574062614377	773.8765542789764	560.5371377394806	1.180934	19.981483	0.07304060000000001	0.0422886	0.0252846184	-0.0433369882	0.0069953709	0.12964608390000001	-0.072463236	-0.044274016900000004	-0.0004277039	-0.11933867779999999	-0.044126879699999996	0.0324673997	0.0601269251	-0.12017658960000001	-0.0787549831	-0.0242540201	-0.0094254341	0.0598790848	0.1228081801	-0.07533631589999999	-0.1114550958	0.0828398141	-0.0040733643	0.14565752	-0.0316970973	-0.0656997751	-0.064718917	0.0710463783	0.1177544587	0.0488631795	0.056101830199999994	-0.053037893499999995	-0.049243019299999996	0.041503759	0.13436495869999998	-0.091963346	-0.0101015136	0.1470087205	-0.0480246687	-0.1015141101	-0.012011489399999999	0.0921132531	-0.020270851200000002	-0.0762710023	-0.0460723637	-0.0515900974	-0.0858305326	-0.0548572917	0.1111600093	0.0216273145	-0.0363245313	-0.063452766	-0.054812199000000006	0.0376128831	0.0347068652	-0.0704167274	0.0555869607	0.0459222274	-0.054753265999999995	0.16801306600000002	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0871432	2.1099999999996122e-05	0.0075939373062400015	4.452099999998363e-10	-0.0555422	-0.03736369999999999	0.00139604607769	0.00308493598084	-0.06228350000000001	0.005110699999999996	2.611925448999996e-05	0.003879234372250001	0.00147155	0.0001942300000000001	3.7725292900000044e-08	2.1654594025000003e-06	0.000151459	0.000340552	1.1597566470399999e-07	2.2939828681e-08	-0.00140473	-7.612000000000005e-05	5.794254400000008e-09	1.9732663729000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.3880798723416	2.3678851796809117	493349.0147467549	5.6068802241525	964.6779934846603	-4.375587888892369	19.14576937342158	930603.6311135904	756.1401768195401	0.27595728015285204	571747.9670006854	0.07615242046935966	774.5553208037892	582.4677719687332	1.269313	21.476871	0.14416360000000006	0.06871369999999999	-0.022241778900000002	0.0822400669	-0.1117696341	-0.0048257171	-0.0282991209	0.12485835199999999	0.0804619171	0.0393688716	0.0283485507	0.0625420754	0.06898034139999999	0.0385378037	-0.017976703400000002	-0.0963494482	-0.0559870906	0.0594540426	-0.003561744099999999	-0.023230121	-0.0575281889	-0.0766202062	-0.0075676481	-0.034974075099999995	0.0865421716	0.0917106074	0.1558090298	-0.0772104619	0.0222643817	0.0299706923	0.046806922	0.0449857228	-0.0259752186	-0.1430491649	-0.08421775779999999	0.0430839769	0.0322728914	-0.055540048	0.0271739246	-0.016907966899999998	0.0912105232	-0.0833999462	-0.0755407262	-0.0625646958	0.0458391323	-0.052147236	-0.0212240252	0.027923471499999998	-0.0021371251999999998	0.0744816997	-0.1243947267	0.1001135316	0.023298668199999997	0.0102991399	0.0124384788	-0.07854455769999999	-0.0690450925	-0.0801704334	-0.1126541428	-0.035133715600000004	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.06397699999999999	0.02316620000000001	0.0040930565289999995	0.0005366728224400005	-0.0225727	0.0329695	0.0010869879302499998	0.0005095267852900001	-0.110305	-0.0480215	0.00230606446225	0.012167193025	0.00170728	0.00023573	5.556863289999999e-08	2.9148049984e-06	-0.00018391900000000005	-0.00033537800000000005	1.1247840288399999e-07	3.382619856100001e-08	-0.00117571	0.0002290200000000001	5.245016040000006e-08	1.3822940040999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
703.3723658646744	0.9842859923328432	494732.6850620694	0.96881891470265	969.1333881216237	4.455394636963433	19.85054137108252	939219.5239720978	755.8152249419389	-0.3249518776011655	571256.6542540337	0.10559372275652283	773.6042901314563	584.686583981195	1.219659	20.636717	0.11191967	0.0609886	-0.0649217557	-0.10062897130000001	-0.034277469399999996	0.0700376309	-0.0573967712	0.0372957181	-0.0531938306	-0.044644837300000004	0.1163995132	0.0292070281	-0.009658758100000001	-0.004133707800000001	0.035198531	-0.13797320429999999	-0.0663815008	-0.048419517999999995	0.1550914224	0.0827144332	0.025249680099999998	-0.0184641092	0.0197195669	-0.1126612336	-0.1394242188	0.0509382113	0.1028944485	0.024630346600000002	-0.1039003874	0.026950616400000002	0.0554444121	0.0262806417	0.0074300858999999985	-0.026045791000000002	-0.142049849	-0.0304708738	-0.1502934881	-0.0559553733	0.0285819156	-0.0513706596	0.0167498249	0.0408146727	-0.0175205142	-0.0428921771	0.1332285273	0.10087007140000001	-0.005529325	0.12019742359999999	0.1409567644	0.0337390237	0.0383187569	-0.0152332969	0.0810810172	-0.048093608899999994	0.08602280720000001	0.1342058271	-0.0433116681	-0.0894785303	0.0334065341	0.0015378820000000002	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0663265	-0.002349500000000005	0.004399204602249999	5.52015025000002e-06	0.00601102	0.02858372	0.0008170290490384	3.61323614404e-05	-0.0759426	0.0343624	0.00118077453376	0.005767278494760001	0.000939015	-0.0007682650000000001	5.902311102250001e-07	8.817491702249998e-07	-0.000195235	-1.1315999999999984e-05	1.2805185599999964e-10	3.8116705225000014e-08	-0.00132861	-0.00015290000000000008	2.3378410000000027e-08	1.7652045321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.5861058340132	-1.7862600306611969	492223.0638993352	3.190724897137739	965.6552432803323	-3.4781448412913964	12.097491537001948	932490.048874798	756.5728073263931	0.7575823844541674	572402.4127857395	0.5739310692352618	773.9216855441748	595.1412410053575	1.294208	21.898098	0.12014157	0.0640805	-0.0807961646	0.09340135960000001	0.0337031459	-0.052123184	-0.0598366952	-0.0102815754	0.0566752933	-0.10794574289999999	0.0566593247	0.0394425311	0.1137001064	-0.0555255096	-0.0330291942	0.1154506759	0.0725236037	0.0195831962	0.026284901099999997	-0.06274190519999999	0.1543490301	-0.0769353469	-0.1016206093	0.0514952989	-0.20515862280000002	-0.04306830019999999	0.0789282388	0.0801711877	-0.0417790622	-0.034093480499999995	-0.0483987587	0.12800495	0.013070812099999999	0.1178169775	0.0158796236	0.0482592815	-0.026428735499999998	-0.059108110599999986	-0.0025670566	-0.11628985609999999	0.0097220188	0.0138340087	-0.050887967400000005	0.038737709599999996	-0.12214721199999999	-0.0386845314	-0.0485875529	0.0937881089	0.0293572265	0.061784435	0.1836241794	-0.1142515225	-0.04785232389999999	0.0738666318	0.0751802158	0.0412713631	0.0594558316	0.0042845626	-0.0200654989	0.0438379129	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.06983330000000001	-0.0035068000000000182	0.004876689788890002	1.2297646240000128e-05	-0.0238206	-0.02983162	0.0008899255518243998	0.0005674209843599999	-0.109048	-0.033105400000000014	0.0010959675091600004	0.011891466304000002	0.00179856	0.0008595450000000001	7.388176070250002e-07	3.2348180736e-06	-0.000108775	8.646000000000001e-05	7.475331600000002e-09	1.1832000625e-08	-0.0012006600000000005	0.0001279499999999995	1.6371202499999872e-08	1.4415844356000014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.5134835347644	-0.07262229924879192	492121.1675810802	0.005273998348181086	967.8207457876844	2.1655025073520164	4.6894011093478705	936676.9959770296	758.1598490857477	1.5870417593546335	574806.3567657238	2.5187015459354507	777.7960409563055	582.6865078399138	1.10251	18.654552	0.055419965	0.03585	-0.0487469669	-0.0565409576	-0.0208910697	-0.0658545428	0.0477541605	0.1242575508	-0.092487864	0.0614716096	0.1004255201	-0.10358117550000001	-0.0207705178	0.1051770073	-0.034915368100000004	0.0235500816	0.0500845247	-0.0470835701	-0.1208929063	0.0241273413	0.1293257063	0.019360682	-0.0212000752	-0.030594167999999998	-0.05482174980000002	-0.0540474459	0.0161269566	-0.054601467699999996	-0.023914973	0.0550417069	-0.0772263244	0.0791477835	0.08609943490000001	0.1796158707	0.0632491727	0.0580166967	0.0702589561	0.008674315699999999	-0.0007652783	0.10229619449999999	-0.08439917400000001	-0.1250283921	-0.0149089723	-0.0358500162	0.0075981107999999985	-0.027182437099999998	-0.0299390866	-0.0137417195	-0.14698226609999998	-0.059200067099999996	0.1134231415	0.0617779485	-0.050633049299999996	0.0200218241	0.0009417776	0.038698335800000004	-0.0707640695	-0.1620347792	-0.0088382278	-0.0492894672	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.040637	0.029196300000000012	0.001651365769	0.0008524239336900009	-0.0254409	-0.001620300000000005	2.6253720900000166e-06	0.0006472393928100001	-0.109084	-3.5999999999980485e-05	1.2959999999985955e-09	0.011899319055999995	0.00183884	4.027999999999996e-05	1.6224783999999968e-09	3.3813325456e-06	-8.6287e-06	0.0001001463	1.0029281403690002e-08	7.445446368999998e-11	-0.0008497389999999999	0.0003509210000000007	1.2314554824100047e-07	7.220563681209998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.3849804945091	-0.12850304025528206	491940.89086328296	0.016513031354850632	960.525319966712	-7.295425820972356	53.22323790931016	922608.8902971544	755.937957777111	-2.221891308636714	571442.1960082293	4.93680098739537	773.7701459261081	588.9425638128663	1.016784	17.204065	0.09872501500000004	0.049689	-0.057688312699999994	0.0569736136	0.0835399589	0.0121148104	0.0201710542	0.0763922202	0.0432561923	-0.10026205980000001	0.0638685678	0.0255241873	-0.009429050999999999	-0.011102381299999999	0.12330681539999999	0.057979487999999996	0.0482491378	0.0425392246	-0.06354273120000001	-0.0802382091	-0.0072826074	-0.0521378004	-0.0395576169	-0.0908285659	-0.0897613757	-0.07672315019999999	0.0369429917	-0.0244125349	0.054048433	-0.0015102337	-0.04360694	0.06469827809999999	0.1491200259	0.0784483695	0.050242269900000004	-0.059507512199999994	0.08600761	0.0602606131	0.0593465207	0.0205595714	0.029473205	-0.0044317211	-0.07293186730000001	0.0975174851	0.0014852648	0.014136853500000001	0.0041911502	0.0489141668	-0.08900001140000001	0.0441066936	0.028766139700000002	-0.1249148759	-0.0100394745	0.0635142785	-0.0904473702	0.055744939699999996	0.136626114	-0.1226143471	-0.0351272233	-0.0699556222	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.0494795	-0.008842500000000003	0.0024482209202500004	7.818980625000005e-05	0.016499	0.0419399	0.0017589552120100002	0.000272217001	-0.131626	-0.02254200000000001	0.0005081417640000002	0.017325403875999998	0.00164496	-0.00019388	3.7589454400000006e-08	2.7058934016e-06	-0.000192956	-0.0001843273	3.3976553525290004e-08	3.7232017936e-08	-0.000719934	0.00012980499999999987	1.684933802499997e-08	5.18304964356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
