global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
719.5702237023157	n/a	517781.3068390007	n/a	1031.5837869921063	n/a	n/a	1064165.109584975	772.5200483311577	n/a	596787.2250735742	n/a	804.654728557586	596.3200755476972	n/a	n/a	n/a	n/a	-0.015659874299999998	0.011701507	0.024106779	0.22408948539999998	0.0051016147	-0.12449581859999999	-0.0371867533	0.0112915049	0.0020928075	-0.0040948152	0.036898946200000005	-0.18921633289999998	0.0940850768	0.006908979399999999	-0.054932298899999996	0.0492812412	-0.1493615428	0.0748766567	-0.11987567240000001	0.0662594858	-0.0147753107	0.010130395300000001	-0.0633451295	0.1051601019	-0.1515663795	-0.0289619781	0.0554183434	0.0017385704000000002	0.0421978051	-0.005510009000000001	0.1689388022	-0.1434214826	0.0216723092	-0.1040380181	0.1843220912	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0578742	n/a	0.0033494230256399995	n/a	0.0559285	n/a	n/a	0.0031279971122499996	-0.0211918	n/a	n/a	0.00044909238724000005	-0.000980148	n/a	n/a	9.606901019040005e-07	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.4435985138214	-4.126625188494359	511859.5426544061	17.0290354463161	1005.097478472196	-26.486308519910267	701.5245390118712	1010220.9412311666	771.4232928847208	-1.0967554464368732	595093.8968051057	1.202872509288945	801.5570099877035	588.8316419460248	1.293607	23.756758	0.0523527	0.031837	-0.04938798480000002	0.0558188571	-0.0007993718	0.0861208951	0.067282102	-0.0532011509	-0.0273732573	-0.0435517984	0.0023445520999999998	-0.0093850329	-0.0166159848	0.0261481237	0.018204548100000002	-0.082780825	0.0142849552	0.1027455445	-0.028605940899999998	0.052217382699999995	-0.1189259733	0.0221923632	-0.0295294071	0.0595025678	-0.0205943395	0.023573814	-0.06124386160000001	-0.059912863499999996	-0.0167159822	0.006619253100000001	0.0499058663	0.050029727	-0.042452745199999996	-0.0935791991	-0.08466004740000001	-0.0239448197	0.0513707022	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0578742	0.0	0.0033494230256399995	0.0	0.0404176	-0.0155109	0.00024058801881	0.0016335823897599998	-0.0409256	-0.0197338	0.00038942286244	0.0016749047353599997	-0.000637988	0.00034216000000000015	1.1707346560000005e-07	4.070286881440001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.4091227768408	-2.0344757369805397	508952.57646122156	4.139091524362509	995.2738580992784	-9.823620372917617	96.50351723120205	990570.0526158223	772.9945419838817	1.5712490991609231	597520.5619368711	2.468823731614012	801.3786757871941	585.2087681367037	1.310971	24.075644	0.12243729	0.0948823	0.0026634036999999998	0.0526334394	0.0126611395	0.0219574806	0.0050804444	-0.054672674299999995	-0.0733387613	-6.0779999999999975e-06	-0.072998617	0.0048262	0.08168328400000001	-0.0763911213	0.0912671864	0.0298353794	-0.026566966	0.061996432000000004	-0.1026859063	-0.0400497287	-0.0400182109	0.0007055837	-0.02273809	0.019631438799999998	0.0182976379	0.1055078503	0.0442663356	-0.042465431100000006	0.037120674900000004	0.08200804219999999	0.0237751269	-0.0266691952	0.0773615845	-0.0100469099	0.10065436550000001	-0.0813725807	-0.0686870928	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0472111	-0.010663099999999995	0.00222888796321	0.00011370170160999988	0.0428636	0.002445999999999997	5.982915999999984e-06	0.00183728820496	0.0498464	0.090772	0.008239555983999999	0.00248466359296	-0.000941452	-0.00030346399999999987	9.209039929599996e-08	8.863318683039999e-07	-0.0	0.0	0.0	0.0	6.76598e-05	6.76598e-05	4.57784853604e-09	4.57784853604e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.5475237336748	-0.8615990431660521	507723.9735789918	0.7423529111846564	992.6983840322099	-2.5754740670685123	6.633066670142424	985450.0816601608	771.6377822893696	-1.3567596945121068	595424.8670564565	1.8407968686525853	799.9186788156096	581.5746427947541	1.016266	18.663452	0.12070889000000005	0.0557995	-0.0037821346	0.0800401329	0.014909466699999999	-0.0201573551	0.0265629221	-0.0728113495	-0.0430561453	-0.0457698157	-0.0781872613	0.0205699665	-0.0374927867	-0.0784317018	-0.0010621479	-0.045648870300000005	0.0751450541	-0.0341956436	-0.0202439403	0.0466616681	0.011712758600000001	-0.0114609311	-0.1100948927	-0.012506246100000002	-0.001769956	-0.0573636423	-0.027030600099999996	-0.0444074328	-0.0181899147	0.0827632931	0.031575615	0.0428686592	0.0094946246	-0.0691336479	0.0069365627	0.0366062579	0.0189966403	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0401723	-0.007038799999999999	0.00161381368729	4.954470543999997e-05	0.0784065	0.03554290000000001	0.0012632977404100007	0.006147579242250001	0.0153428	-0.034503599999999995	0.0011904984129599994	0.00023540151184	-0.00145104	-0.0005095880000000001	2.5967992974400003e-07	2.1055170816e-06	0.000295224	0.000295224	8.715721017600001e-08	8.715721017600001e-08	-5.29396e-23	-6.76598e-05	4.57784853604e-09	2.80260124816e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.5000121967018	0.9524884630270662	509082.26740469364	0.9072342721996628	988.1646615796633	-4.5337224525466135	20.554639276725272	976469.3983948504	772.6766148805409	1.0388325911712857	597029.1511832518	1.0791731524796468	800.2618349974863	577.8250096976258	1.011324	18.572702	0.14874835000000006	0.08918560000000003	0.0043265079	0.06692679950000001	0.0244172143	-0.0056553034	-0.0178913784	-0.0192761201	-0.0518019607	0.0035355606	-0.048383801100000005	0.041042153399999996	0.0619725268	-0.07661804059999999	0.0329920575	0.0483820284	0.1164011802	-0.0370356809	0.0587695839	-0.1296830941	0.08118838519999999	0.0175131015	-0.0151768956	-0.0292283006	0.10707281460000001	0.0078214076	-0.055236965199999995	-0.0234768773	0.0342664852	0.0558900862	0.0309841815	-0.0391273006	0.0012577339	-0.060189367	0.1212906807	-0.0132889532	-0.1225143308	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0401598	-1.2499999999998625e-05	0.00161280953604	1.5624999999996557e-10	0.046266900000000014	-0.0321396	0.0010329538881599998	0.0021406260356100007	0.0983162	0.08297339999999999	0.006884585107559998	0.00966607518244	-0.000970222	0.000480818	2.3118594912400003e-07	9.413307292840001e-07	0.000486863	0.000191639	3.672550632100001e-08	2.3703558076900005e-07	0.0	5.29396e-23	2.80260124816e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.3324584821228	0.8324462854209287	510270.8612411137	0.6929668181111023	990.1845215214872	2.0198599418239382	4.079834184585002	980465.3866607365	772.2221996469742	-0.4544152335666922	596327.1256276113	0.20649320449747144	800.2493387346706	567.2916001539928	1.232449	22.633602	0.13241854	0.07203630000000001	0.0773403734	0.0388379823	0.08785537380000001	0.0011805535000000002	-0.0247927366	-0.0109901531	-0.013052024399999999	0.0340255812	-0.014708536000000001	0.1349440015	0.0153298245	-0.1044070567	-0.0412402139	-0.0026539014000000003	0.0025516197	-0.0699643658	-0.000391111	-0.0276288775	0.1716240797	0.015328957800000001	0.032010506800000005	-0.023069668999999998	-0.0020541392	0.0527420087	0.0979344818	0.013823725	0.040320031299999996	0.0050438799	0.0504096796	-0.0219141669	0.1242628365	0.0292382101	0.1127351908	0.1215791975	-0.0681956455	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0166276	-0.023532200000000003	0.00027647708176	0.0005537644368400001	0.104222	0.057955099999999996	0.0033587936160100005	0.010862225284000002	0.131645	0.03332880000000002	0.0011108089094400014	0.017330406025	-0.0006870410000000001	0.00028318099999999986	8.019147876099992e-08	4.7202533568100003e-07	0.000486863	0.0	0.0	2.3703558076900005e-07	-6.886779999999999e-05	-6.886779999999999e-05	4.742773876839999e-09	4.742773876839999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.6805430725383	3.3480845904155103	515065.36190489354	11.209670424577796	990.1795259898912	-0.004995531596023285	2.4955335926866935e-05	980455.4936895656	770.4355587423033	-1.7866409046708895	593570.9501745651	3.192085722243214	799.4745027096692	590.8967769720336	1.414588	25.978546	0.26605219	0.158538	-0.011047118100000001	-0.0146880439	0.0602190513	0.010555806200000002	0.030672161400000002	0.0536634326	0.0400420341	-0.0038738332	0.1121567545	0.013786368600000001	-0.047290010599999995	0.010726223200000001	-0.12471843279999999	-0.0190733063	-0.03997582	-0.1090144032	0.0479579563	-0.0827163897	0.0159956946	-0.0448578841	0.0949221861	-0.0076734222	0.1627286182	-0.0515842794	0.0103656198	0.0059476358	-0.0172646723	-0.1314118453	-0.0037279558	-0.0018634997	0.0108154509	0.07420472360000001	-0.0496656304	0.0537044273	-0.0317256854	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.00779121	-0.00883639	6.07029532641e-05	7.808178823209999e-05	0.00967906	-0.09454294	0.008938367503843601	9.36842024836e-05	0.0103031	-0.12134190000000003	0.014723856695610002	0.00010615386961000003	-0.000291306	0.00039573500000000014	1.566061902250001e-07	8.485918563599997e-08	0.00057462	8.775699999999994e-05	7.70129104899999e-09	3.301881444e-07	-0.000411995	-0.0003431272	1.1773627537984e-07	1.6973988002500002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.1308738880164	1.4503308154780823	517149.2137789421	2.1034594743253203	994.3581956597726	4.178669669881402	17.46128020998674	988748.2212757586	771.4753501343898	1.0397913920864994	595174.2158649794	1.0811661390571805	798.7169040770075	607.3356252341904	1.083372	19.895853	0.234617425	0.127613	-0.0156328522	-0.07700880730000001	0.048418861699999996	0.0239385128	-0.0205609629	0.060703897	0.0303441544	0.0723058357	0.08238742339999999	0.019152049299999998	-0.0135328349	-0.0306802557	0.0323122438	-0.1190027357	-0.0295471776	0.0886614352	-0.015496638100000001	-0.05916367650000001	-0.0008425634	0.0146946596	0.1856675447	-0.0849998708	0.0400137054	-0.047298297999999996	-0.0124073977	0.0425382285	0.045828241	-0.062352353	0.0040515791	-0.040302593399999996	-0.0606950338	-0.0373637062	0.011437159099999998	0.1621675948	0.0036124598	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0181023	0.010311089999999998	0.00032769326528999987	0.00010631857698809997	0.110283	0.10060394	0.010121152743523598	0.012162340089	0.06816010000000003	0.05785700000000001	0.0033474324490000013	0.004645799232010002	-0.00111305	-0.0008217439999999999	6.752632015360001e-07	1.2388803025e-06	0.000486863	-8.775699999999994e-05	7.70129104899999e-09	2.3703558076900005e-07	-4.5881e-06	0.0004074069	1.6598038216761e-07	2.105066161e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.716209840567	-2.414664047449378	513682.12544822757	5.830602462044611	988.239779573286	-6.118416086486603	37.435015407378046	976617.8619310571	772.4268190422058	0.9514689078159789	596643.1907756607	0.9052930825405321	799.6169059214319	606.2778614699267	1.369119	25.14352	0.105130755	0.057285	-0.024925860299999998	-0.0665390273	-0.0174939639	0.0022811977	-0.0210687469	0.0373349521	-0.0176354768	0.0399099905	0.08761807710000001	-0.034459944	0.0406371775	0.04810747730000002	0.0687374957	0.0067636057	-0.0988317882	0.023159350099999997	-0.0098922353	0.0455437566	0.050619360999999995	0.0798571906	0.1268254406	0.11044883289999999	0.086950626	-0.0119731663	-0.0457511075	0.0053996377	0.055626145099999996	-0.053540986	-0.0164650267	-0.0823876974	-0.0703309847	0.056050353	-0.000212807	-0.055590252400000005	0.052902898600000005	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.030392400000000007	0.012290100000000005	0.0009236979777600004	0.00015104655801000014	0.0878323	-0.02245069999999999	0.0005040339304899996	0.0077145129232900015	0.0267365	-0.04142360000000002	0.0017159146369600015	0.00071484043225	-0.0006246369999999999	0.000488413	2.3854725856900003e-07	3.901713817689999e-07	0.000486863	0.0	0.0	2.3703558076900005e-07	8.6326e-05	9.09141e-05	8.26537357881e-09	7.452178276e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.7857558979193	0.06954605735234054	513781.81985815155	0.00483665409325504	990.0107880337732	1.7710084604872236	3.1364709671173263	980121.3604232528	771.9079385471312	-0.5188804950746544	595841.8655920816	0.2692369681689185	801.7179713350299	611.9304997957693	1.386931	25.470629	0.171932	0.121071	-0.09021945810000001	-0.0606962077	-0.025610431099999997	-0.0240028136	0.0841448557	-0.0038467059999999996	-0.035781928	-0.032698508700000004	0.0599779604	-0.0284329602	-0.0970201795	-0.0540315672	-0.07885307150000001	0.0108404333	-0.13254417570000002	-0.06596009280000001	0.0440390688	0.0368121476	-0.05768062700000001	-0.0029950086999999998	0.0356831329	0.0201110709	-0.11307908230000001	-0.033511636000000004	-0.12220241949999999	-0.0648124208	-0.0126772893	-0.0447020312	-0.07315766209999999	0.0322927673	0.0889165865	0.0668283063	-0.045548350099999996	0.0938226918	0.1417184602	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0279309	-0.002461500000000002	0.0007801351748100001	6.058982250000008e-06	0.0570428	-0.030789500000000008	0.0009479933102500002	0.0032538810318399995	-0.0860777	-0.1128142	0.012727043721639998	0.007409370437289999	-0.000250947	0.00037368999999999993	1.3964421609999993e-07	6.2974396809e-08	0.000486863	0.0	0.0	2.3703558076900005e-07	0.000229972	0.000143646	2.0634173315999998e-08	5.2887120784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
