global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53
796.9978734393387	n/a	635205.6102668282	n/a	1069.3488192432417	n/a	1143506.8972169152	n/a	822.4812150065923	n/a	676475.3490387202	n/a	851.9106697363651	647.2485435873323	n/a	n/a	n/a	n/a	-0.0135715392	-0.058960938899999996	0.11992700369999999	0.1945055209	0.2145895439	-0.1206906594	-0.0120562957	-0.0394644638	-0.013115531100000001	0.0055908063	-0.0178210007	0.1202564151	-0.0437288086	0.0716769835	0.1447015226	-0.050353611900000005	0.0444525868	-0.0080633812	0.1321916223	-0.0301328956	-0.0157186757	0.0186820179	-0.0256050629	0.034370863	-0.0666944043	0.0140416253	-0.0350504282	-0.1608098241	0.2248243311	0.11250323	0.1124865505	0.11245875300000001	-0.022746400000000003	n/a	0.0005173987129600001	n/a	-0.136901	n/a	n/a	0.018741883801	-0.268863	n/a	0.07228731276900001	n/a	-0.00576973	n/a	3.32897842729e-05	n/a	-0.00109652	n/a	1.2023561103999998e-06	n/a	-0.000525545	n/a	n/a	2.76197547025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.3155150057303	-4.682358433608441	627763.8753187957	21.92448050078411	1038.3239044067652	-31.02491483647645	1078116.5304625093	962.5453406106168	823.2474085371097	0.7661935305173984	677736.2956630668	0.5870525262067154	848.7807303818471	643.2076224582188	0.8783049999999999	25.173248	0.14128955	0.08539160000000001	-0.0098920552	-0.0571601828	0.0084380914	0.0522942983	0.0455914283	-0.008918029899999999	-0.0203704303	0.014838371299999997	0.0012594589999999999	-0.0328004235	0.011934615	0.0892003602	-0.0472989833	0.0597158342	0.0798961658	-0.1525121214	0.1640602635	0.0023452842	0.016910218	-0.0179443582	0.0372409056	0.007518001099999999	-0.0177661246	-0.0644470009	-0.0283798894	-0.054860384000000005	-0.1590243656	-0.0691156458	-0.0005869801	0.11245875300000001	0.1123086861	0.11205872300000001	-0.0228309	-8.449999999999777e-05	0.0005212499948100001	7.1402499999996245e-09	-0.0684326	0.0684684	0.0046879217985600005	0.004683020742760001	-0.224674	0.044189000000000034	0.05047840627599999	0.0019526677210000031	-0.00618659	-0.0004168599999999998	3.82738958281e-05	1.7377225959999983e-07	-0.00106327	3.324999999999986e-05	1.1305430929e-06	1.1055624999999907e-09	-0.000404702	0.00012084300000000005	1.4603030649000007e-08	1.6378370880399995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.1467342774654	-1.168780728264892	625913.1551578984	1.3660483907634111	1034.7108647758546	-3.6130396309106345	1070626.573685197	13.054055374530856	824.2615407899498	1.014132252840113	679407.087625422	1.0284642262505634	848.4254589044156	636.1916733540847	0.7579	21.722309	0.19260689	0.0822402	-0.0025245958	-0.058553536600000004	-0.0048886268	-0.0025452432	0.0193276399	-0.0120855563	-0.0359238795	0.049124477	-0.031285961800000005	-0.0476847271	0.0282837944	0.0947351839	-0.0228065848	0.0186968526	0.0944350442	-0.14327292560000002	0.0856346776	-0.051899687800000004	-0.0285874388	-0.023152112599999997	0.035546750499999995	-0.0410029033	-0.0042959687	-0.0466378988	0.014379191999999999	-0.042472273899999996	-0.1751550204	0.012983685200000001	0.0158545973	0.1123698164	0.11195323859999999	0.1112600859	0.00408029	0.02691119	1.6648766484100006e-05	0.0007242121472161001	-0.0958524	-0.027419799999999998	0.0007518454320399997	0.00918768258576	-0.165694	0.05897999999999998	0.027454501636	0.003478640399999997	-0.00498812	0.0011984699999999992	2.48813411344e-05	1.4363303408999982e-06	-0.000762493	0.000300777	5.813955750490001e-07	9.046680372899999e-08	-0.000491373	-8.667100000000008e-05	7.511862241000013e-09	2.41447425129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.3370762496703	0.19034197220491933	626214.3682473765	0.036230066382858285	1031.01416245325	-3.6967023226045512	1062990.203179177	13.665608061949884	824.3408170696379	0.07927627968808793	679537.7826870382	0.006284728521183942	849.4853692018094	635.3715890163619	0.943449	27.040342	0.23240944	0.132109	-0.0275885025	-0.0201960677	-0.069817495	-0.0099024988	0.0834857847	-0.0677733891	-0.0513557826	0.023217864300000002	-0.0611283117	-0.1276523869	0.047516778600000004	0.051362537800000004	0.0695882719	-0.0359841229	0.0962970424	-0.0979473724	0.13323302369999998	-0.050984372400000005	0.0820522457	-0.0446382959	-0.0120259664	-0.056818418499999995	-0.12503800710000001	0.0018611139999999999	-0.0169986429	0.078145965	0.0113288524	-0.003329095	0.0038095513	0.11223645550000001	0.1114207701	0.1100656827	-0.022836500000000003	-0.026916790000000003	0.0005215057322500001	0.0007245135839041003	-0.0228078	0.07304459999999999	0.005335513589159998	0.00052019574084	-0.14256700000000005	0.023126999999999957	0.020325349489000017	0.0005348581289999979	-0.00308248	0.0019056400000000003	9.5016829504e-06	3.6314638096000015e-06	-0.0007604629999999999	2.030000000000196e-06	5.783039743689998e-07	4.120900000000794e-12	-0.0007701239999999999	-0.0002787509999999998	7.77021200009999e-08	5.930909753759997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790.2172770551143	-1.1197991945559806	624443.3449563993	1.2539502361282229	1019.571117791515	-11.44304466173503	1039525.2642346394	130.94327113046256	821.7864687608015	-2.554348308836325	675333.0002383478	6.524695282854991	845.3572768009601	633.6643100075437	0.789277	22.621593	0.1078777042	0.0501009	-0.0290793507	-0.0228976913	-0.0674018348	-0.0541322156	-0.07216539400000001	-0.0162020919	0.0052010859	-0.0459114197	-0.0549376483	-0.0178115472	-0.045571807400000004	0.06381989240000001	0.0103957077	-0.0734442723	0.0246426096	0.0314930279	-0.0164364705	-0.0322600714	-0.056044094100000004	0.0063027356000000005	-0.0740069373	-0.0142372233	0.022461190899999997	-0.0257349483	-0.0320391598	0.033465043199999996	-0.1022381376	0.063786537	-0.057606492	0.11205872300000001	0.1107121224	0.1084797619	-0.0145044	0.008332100000000005	0.00021037761935999995	6.942389041000006e-05	-7.36958e-05	0.0227341042	0.0005168394937764577	5.431070937639999e-09	-0.110201	0.03236600000000006	0.012144260401000001	0.001047557956000004	-0.00245003	0.0006324499999999997	6.0026470009000015e-06	3.9999300249999964e-07	-0.000504003	0.0002564599999999998	2.54019024009e-07	6.577173159999991e-08	-0.0007701239999999999	0.0	0.0	5.930909753759997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.4165658989638	1.199288843849445	626340.1807793089	1.4382937309817376	1019.3875627602847	-0.18355503123029848	1039151.0031103535	0.03369244948995585	820.280404383613	-1.5060643771885225	672859.9418157437	2.2682299082362523	843.2810680826399	631.5013629873806	0.692077	19.835741	0.15812005420000005	0.0827074	-0.0193139466	-0.0272534778	-0.024539927599999997	-0.030465358300000002	-0.09306518650000001	0.0023282998	0.0340680022	-0.0883359056	0.0061167575	0.0011875092999999999	-0.0921317682	0.0586581503	-0.12677766	-0.0143068296	0.0223970233	-0.0411422351	0.0578504552	-0.0412089916	0.09417886369999999	0.026405793700000003	-0.0562058905	0.06856742589999999	0.051101769299999995	-0.0701426122	-0.0380285898	-0.0420773871	-0.0977891547	0.0107555517	-0.024675095	0.1118366891	0.10982841609999999	0.1065079649	-0.0306332	-0.0161288	0.00093839294224	0.00026013818944	-0.06463150000000001	-0.06455780420000001	0.004167710083125539	0.0041772307922500005	-0.150047	-0.03984600000000002	0.022514102209	0.0015877037160000015	-0.00245003	0.0	6.0026470009000015e-06	0.0	-0.000929166	-0.00042516300000000005	8.633494555559999e-07	1.80763576569e-07	-0.00109671	-0.00032658600000000024	1.0665841539600016e-07	1.2027728241e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.9428459265082	1.5262800275444306	628758.3569060301	2.3295307224810284	1027.984247211714	8.596684451429383	1056751.6125154346	73.9029835574477	820.707485305604	0.4270809219909779	673560.7764366482	0.18239811392866376	846.0839183636529	635.4469651385956	0.7381800000000001	21.157093	0.1470989	0.091453	-0.0213219631	-0.017110685	-0.0371439944	-0.0041321277	-7.5423e-05	-0.043004042199999995	0.0321555584	-0.08458059289999999	-0.0089044234	0.067808017	-0.10383257800000001	0.0319357181	-0.0712909113	-0.0066965995	-0.0258380805	0.08407984980000001	-0.0182578759	0.07382659030000001	0.0846421486	0.013958607	-0.0834554133	0.0270075934	0.0387623293	0.0487048289	-0.0579636931	0.10271024470000001	0.0650516517	-0.16567942800000002	0.0455208722	0.1115704417	0.1087710484	0.1041573055	-0.0229145	0.0077186999999999985	0.00052507431025	5.9578329689999975e-05	0.021967700000000003	0.08659920000000003	0.007499421440640003	0.0004825798432900001	-0.131378	0.01866900000000002	0.017260178884	0.0003485315610000007	-0.00302893	-0.0005788999999999997	9.1744169449e-06	3.351252099999998e-07	-0.000929166	0.0	8.633494555559999e-07	0.0	-0.00120005	-0.00010333999999999994	1.0679155599999988e-08	1.4401200025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.3368720027884	0.39402607628017	629383.3924791686	0.1552565487887463	1024.6612839626598	-3.322963249054282	1049930.7468520063	11.042084754565394	821.7856673676164	1.0781820620123879	675331.6830908386	1.1624765588452848	845.5866721223064	637.1796319274872	0.7422579999999999	21.273985	0.1919228	0.127781	-0.0246002909	-0.0159093322	-0.0143789075	-0.012782429199999999	-0.0648458117	0.0429870736	0.0201696412	-0.0085577633	-0.0222086542	0.0195959941	-0.0673642163	-0.009979128299999999	-0.10650221	0.025668838399999998	0.0040266298	0.0671066211	0.09876778130000001	0.059715744	0.057196399400000014	0.013550746499999999	-0.020196956000000002	0.010143552	0.021553821600000002	-0.0906029741	-0.041527834799999996	-0.0293803734	-0.027075381800000003	-0.020401826100000003	-0.0709031581	0.1112600859	0.1075416914	0.1014361455	-0.0229145	0.0	0.00052507431025	0.0	-0.0919281	-0.11389580000000002	0.012972253257640004	0.008450775569610002	-0.124968	0.006409999999999985	0.015617001024000004	4.108809999999981e-05	-0.00159659	0.00143234	2.5490996281e-06	2.0515978756e-06	-0.000929166	0.0	8.633494555559999e-07	0.0	-0.00120005	0.0	0.0	1.4401200025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
795.4734784276706	2.1366064248821885	632778.0548818178	4.565087014847848	1027.4962148434995	2.8349308808396927	1055748.4715177189	8.036833099138516	823.1252268992077	1.3395595315913624	677535.1391578722	1.7944197386772702	847.1093091523262	642.9552534919584	0.729362	20.904377	0.23487641	0.115598	-0.0319584932	-0.026539842	0.0081497941	-0.0046146519	-0.0799183509	0.0023363142	-0.014522128600000003	0.0033454258000000002	-0.0403254097	0.031496687599999997	-0.003978021	0.0369826866	-0.1138299918	-0.0229784885	0.053567483799999996	-0.0480943974	0.0582463286	0.17377895710000002	0.009426205	-0.0084704813	-0.0103073426	-0.036993619	0.0587609512	-0.0195507552	0.0212092744	-0.042222080599999996	-0.1260259756	-0.0029949021000000003	0.016859755	0.11090574460000001	0.1061422889	0.09835416429999999	-0.039273400000000014	-0.016358900000000006	0.0015423999475600006	0.0002676136092100002	0.00727906	0.09920716000000003	0.009842060595265604	5.29847144836e-05	-0.145201	-0.020232999999999987	0.021083330401	0.0004093742889999995	-0.00262852	-0.00103193	6.909117390400001e-06	1.0648795249000005e-06	-0.00024417	0.0006849960000000001	5.961898889999999e-08	4.69219520016e-07	-0.0009354290000000002	0.0002646209999999998	7.00242736409999e-08	8.750274140410005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797.1921718445875	1.7186934169169488	635515.3588502903	2.9539070613536573	1033.3350020946923	5.838787251192797	1067781.2265540378	34.091436564691556	824.4099218204393	1.284694921231562	679651.7191959829	1.6504410406381698	847.7479397440976	645.1326984433779	0.9869770000000002	28.287909000000006	0.21186221	0.112676	0.005859616	-0.0151694443	0.057871407699999995	0.0388639804	-0.0831194395	0.023625416099999998	-0.0318482783	0.0266551171	-0.0616177635	0.0302127554	-0.019750455400000002	0.1103655836	-0.08399626689999999	0.017022808	0.04462610400000002	-0.0061481751	-0.0741073422	-0.047006943200000005	-0.05762223320000001	-0.0197605844	0.0032097402	-0.0581216665	0.07770049009999999	-0.0313773462	-0.0234202638	-0.015411435900000001	-0.11389075289999999	0.0324209816	0.09278852300000001	0.1105075577	0.1045750536	0.09492232490000001	-0.0393842	-0.00011079999999999424	0.0015511152096400003	1.2276639999998725e-08	-0.0563395	-0.06361856	0.004047321176473601	0.00317413926025	-0.231111	-0.08591000000000001	0.053412294320999996	0.007380528100000001	-0.00233667	0.0002918500000000002	5.460026688899998e-06	8.517642250000012e-08	-0.000929166	-0.0006849960000000001	8.633494555559999e-07	4.69219520016e-07	-0.000667818	0.00026761100000000017	7.161564732100009e-08	4.4598088112400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
