global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
784.1901442308058	n/a	614954.1823087321	n/a	1017.0053074164643	n/a	1034299.7953132571	n/a	811.5739303338986	n/a	658652.2443976117	n/a	840.4314098987736	654.8378981472957	n/a	n/a	n/a	n/a	-0.1008032379	-0.1246123117	-0.1292545186	0.0613758328	-0.1688141456	0.0417828788	-0.0665681444	0.2152335964	-0.07838758480000001	-0.0049516031	0.1438430755	0.0088602023	-0.0288874541	0.0387704202	-0.2205460689	0.1638471567	-0.0134763652	0.111036107	-0.0376002425	0.1196321131	-0.0648527653	0.0160875014	-0.0338250235	0.0577375091	-0.17531620420000002	0.09598940789999999	-0.0147529121	-0.0282591273	0.1469677032	-0.1855215888	0.0011190028999999999	-0.1217089686	0.0901359836	-0.0649142523	0.12317783630000001	-0.077798292	0.09578955369999999	0.1450055614	-0.0421523967	0.10868508980000001	-0.015000736399999999	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.08462439999999999	n/a	0.007161289075359998	n/a	-0.220174	n/a	n/a	0.048476590276	-0.792586	n/a	0.628192567396	n/a	0.0100546	n/a	0.00010109498116	n/a	-0.00206807	n/a	4.2769135249e-06	n/a	0.00220478	n/a	n/a	4.8610548484e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.020931607904	3.8307873770982037	620976.9886521889	14.674931928534939	1003.1234622499741	-13.881845166490278	1006256.6805163751	192.70562522640952	809.9547254884793	-1.61920484541929	656026.6573411179	2.6218243314293064	834.5312193665253	656.4103196187566	2.03724	57.778553	0.6861504499999999	0.505754	-0.1016377802	-0.14367051449999999	-0.1459708546	0.20314989149999998	-0.1604942651	0.017325407	0.07540286269999999	0.3100024887	-0.12246842220000001	-0.06837793589999999	0.2285867465	0.4419574051	-0.1072480415	0.12438775710000001	-0.1022392324	-0.0913170697	-0.1553012824	0.13364765720000002	0.1854805104	0.0813281673	-0.2968315474	0.044199656600000005	-0.11008322640000001	0.19150537269999998	-0.032406925499999996	-0.0361743469	0.1411056848	0.0216209446	0.1469588865	-0.3142119566	-2.92401e-05	0.1040562198	-0.1677304794	0.3309807532	-0.046796509400000005	-0.1272580878	-0.0413852942	0.1085130376	-0.0521662046	0.3309657017	0.0900460618	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0885591	0.003934700000000013	0.007842714192810001	1.5481864090000103e-05	-0.172312	0.04786199999999999	0.002290771043999999	0.029691425344	-0.8909869999999999	-0.09840099999999984	0.7938578341689998	0.00968275680099997	0.0187316	0.008676999999999997	0.00035087283855999993	7.529032899999995e-05	-0.000456825	0.001611245	2.08689080625e-07	2.596110450025e-06	0.00263559	0.0004308100000000002	1.855972561000002e-07	6.946334648100002e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.1027351235489	-3.918196484355122	614817.0992282303	15.352263690012832	1000.5449935075773	-2.578468742396808	1001090.2840330778	6.648501055517378	813.3028796131285	3.3481541246492275	661461.573987007	11.210136042405633	838.0577415623784	656.8986622002957	1.872971	53.119675	0.81162646	0.4866180000000001	-0.1326292053	-0.1067687086	-0.09053846	0.0858929435	-0.107372994	0.0542956532	0.0623732635	0.0815128329	-0.0782270043	0.023044246600000002	0.1383407892	0.0231282042	-0.1393280904	0.0842679734	-0.1071301775	0.005559970500000001	0.030938423	0.049245975	-0.1153340067	0.0869912627	0.01374937	0.0140648234	-0.0849563044	0.0097171967	0.083745899	-0.09849931699999999	-0.1157104207	-0.0365961082	0.1234911055	-0.1292997196	0.06264049049999999	-0.0426768679	-0.0408629175	0.0317405956	-0.0037114640000000003	0.0920886311	0.1489786392	0.1134201433	-0.05667050730000001	-0.0146900273	0.0431172515	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.00341164	-0.08514746000000001	1.16392874896e-05	0.0072500899444516015	-0.14010700000000004	0.03220499999999996	0.0010371620249999972	0.01962997144900001	-0.671632	0.21935499999999986	0.451089543424	0.04811661602499994	0.0116333	-0.007098299999999998	0.00013533366889	5.038586288999998e-05	0.000330135	0.00078696	1.08989118225e-07	6.193060416e-07	0.00102247	-0.0016131200000000002	2.602156134400001e-06	1.0454449008999998e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.3650129956943	-2.737722127854568	610531.2835337615	7.4951224493445405	998.2984603919307	-2.246533115646571	996599.8160208992	5.046911039696688	813.3142663343468	0.011386721218286766	661480.0958229768	0.00012965742010298206	840.3987938396126	651.1658923763587	1.054096	29.895414	0.32703954	0.167527	-0.10784252050000001	-0.09192840070000001	-0.0829211965	0.0279359182	-0.0449836296	0.1016528149	-0.1176377115	0.07116911440000001	-0.18833806109999998	0.0349068939	0.12495877150000001	-0.014648114299999999	-0.0809398566	0.0604455844	-0.057960379699999995	0.1523648921	-0.0180286898	0.1456918934	-0.0324775904	-0.0103053698	0.027131883500000002	0.0563384345	-0.1351510198	-0.08042145839999999	0.0102581811	-0.0365943585	0.1039639601	-0.049667063899999996	0.1248372147	-0.1101899686	-0.019683961399999998	-0.1618846271	-0.0272044585	-0.0619946734	0.1059472844	0.013720975500000001	0.1188553076	-0.0118543227	-0.0697856404	0.0474044685	0.11954991570000001	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.015950299999999997	-0.01936194	0.0002544120700899999	0.00037488472056359986	-0.0586193	0.08148770000000004	0.006640245251290007	0.00343622233249	-0.5817939999999999	0.08983800000000007	0.3384842584359999	0.008070866244000016	0.00972735	-0.00190595	9.462133802249998e-05	3.6326454025e-06	-0.000251883	-0.000582018	6.3445045689e-08	3.38744952324e-07	0.0007833999999999999	-0.0002390700000000001	5.7154464900000034e-08	6.137155599999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.7870717421632	-1.577941253531094	608067.8772562175	2.4898985995952803	984.8917740941267	-13.406686297803958	970011.8066782764	179.7392374877244	811.556588488365	-1.7576778459817888	658624.0963188735	3.0894314102551808	835.0812008428804	632.7722819935792	0.994407	28.202564	0.55500025	0.288589	-0.1029569851	-0.0227142318	-0.0846266183	0.0548008408	0.0038184297999999998	0.0516545557	0.0533087388	0.0269200675	-0.12157696550000001	-0.031664637	0.1168185933	-0.0423842737	-0.0775539355	0.0052281108000000005	-0.0143237569	0.0402979018	-0.056463916399999994	0.0683520416	-0.0802506448	-0.026989335899999998	0.20494759199999998	0.0452789743	-0.0138907992	0.059728028499999995	0.10626787060000001	0.0802885033	0.0191249427	0.0390807473	0.0857090943	-0.0418847069	0.079155103	-0.0223899256	-0.0523086107	-0.016237951	0.0181978979	0.0146250454	0.1204883196	-0.0397166533	0.0504450937	0.0026235344	-0.0470373065	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0483345	-0.0323842	0.00233622389025	0.00104873640964	-0.148079	-0.08945969999999999	0.008003037924089998	0.021927390241	-0.39357	0.18822399999999995	0.15489734489999998	0.03542827417599998	0.00779491	-0.0019324399999999988	6.07606219081e-05	3.7343243535999963e-06	-0.00138609	-0.001134207	1.9212454881e-06	1.286425518849e-06	-0.0010485999999999998	-0.001832	3.3562239999999987e-06	1.0995619599999997e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.6323617260329	-0.15471001613036606	607826.6194505118	0.023935189091058125	986.2924793847563	1.400705290629617	972772.85489093	1.9619753111977989	810.8316993450635	-0.7248891433015388	657448.0446628034	0.5254642700764388	834.4685478397203	634.4384630914777	0.71729	20.343193	0.213967	0.10375	-0.09173047960000001	-0.0071396509999999995	-0.0685925387	0.027793172999999997	0.017473273799999998	0.08758842730000001	0.0507095923	0.022675103	-0.0669771666	-0.0658346739	0.1027310786	-0.0240326745	-0.058922644	-0.0125813031	-0.056734389100000004	0.0019252973000000002	-0.0027998864000000003	0.0028805637	-0.0961673676	-0.0179578633	0.15188258599999999	-0.0172665698	-0.0497913964	0.0093447476	0.0888478756	0.0208276518	-0.0612238924	0.0688573004	0.0773059934	-0.07199758769999999	0.055561569500000005	0.0216113979	0.004941136	-0.0291321173	-0.0219901167	0.0471900076	0.08991853429999999	-0.0091995246	-0.0048842361	-0.056599708	-0.00378392	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.014143799999999996	0.034190700000000004	0.00020004707844	0.0011690039664900005	-0.09184910000000003	0.05622989999999997	0.003161801654009997	0.008436257170810002	-0.370705	0.02286499999999997	0.137422197025	0.0005228082249999986	0.00649382	-0.0013010900000000006	4.21696981924e-05	1.692835188100001e-06	-0.00127411	0.00011198000000000002	1.6233562921e-06	1.2539520400000004e-08	-0.000448042	0.0006005579999999997	3.6066991136399976e-07	2.0074163376399995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.7638011540704	2.131439428037538	611154.6407948609	4.543034035392989	992.5688551331706	6.276375748414239	985192.932180373	39.3928925352824	811.8580748369425	1.02637549187898	659113.5336779464	1.0534466503298179	835.1576827731137	625.8151296553448	0.8592989999999999	24.370733	0.10028189999999992	0.0564082	-0.0794668872	-0.045833848899999995	-0.0878016048	0.0562117205	-0.0028917819	0.0327456965	0.14914075359999998	-0.005017882	-0.0133789154	-0.0386870763	0.06352673190000001	-0.042059750099999994	-0.0744267033	-0.060398723099999996	-0.0814964511	-0.1472527401	-0.0515976766	-0.09370557380000001	-0.17260341989999994	-0.060665452599999996	0.0471625771	0.0021758928	-0.0256649846	0.1280896564	-0.0745124293	-0.0944223007	-0.0534873776	0.0513170059	0.0599462095	-0.028379007	0.1355719927	0.13487545869999998	0.0422710009	-0.0271161541	-0.08239936469999999	0.0278906168	0.0645502083	0.0871285461	0.057617189299999996	-0.153199687	-0.08813425789999997	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.00304615	0.01718995	9.2790298225e-06	0.0002954943810025	-0.138808	-0.04695889999999997	0.002205138289209997	0.019267660864	-0.382702	-0.01199699999999998	0.146460820804	0.0001439280089999995	0.00611992	-0.00037389999999999987	3.74534208064e-05	1.3980120999999996e-07	-0.00125315	2.0959999999999992e-05	1.5703849225e-06	4.393215999999995e-10	-0.000360181	8.786099999999995e-05	7.719555320999991e-09	1.29730352761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.46401668185	2.700215527779619	615383.7934686219	7.291163896462168	994.0717983983895	1.5029432652189598	988178.7403710084	2.2588384584670287	813.6501091693584	1.7920343324159376	662026.5001513088	3.211387048557435	835.8233945906619	643.8562683192522	0.8085339999999999	22.930988	0.14162144999999998	0.08370880000000001	-0.07513296480000001	-0.043513485	-0.015033895	-0.0147543987	-0.034425626800000005	0.0497636553	0.1305028688	-0.0505316617	0.0679488682	0.0122856828	0.0526487874	-0.0611244492	-0.0417340021	0.0178273349	-0.0154516753	-0.1158364043	-0.046643597300000006	-0.1488618153	-0.098873654	0.030808079500000002	-0.11457035800000001	-0.052063313099999994	0.1094643641	-0.08601097699999999	-0.0791124393	-0.1372885498	-0.0521609321	0.014154815500000001	0.0456792297	0.0426357542	0.1080534445	0.0674884447	0.0071741837	0.026118967400000002	-0.10701080210000001	-0.0281321114	-0.0202272818	0.116156484	0.0611148773	-0.1374757644	-0.06253506269999999	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0222141	0.01916795	0.00049346623881	0.0003674103072025	-0.170445	-0.031637000000000026	0.0010008997690000017	0.029051498025000008	-0.35091999999999995	0.03178200000000003	0.12314484639999995	0.0010100955240000024	0.00500964	-0.00111028	2.50964929296e-05	1.2327216783999998e-06	-0.00118274	7.040999999999992e-05	1.3988739076000002e-06	4.9575680999999885e-09	-0.000360181	0.0	0.0	1.29730352761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.4748674661888	2.0108507843388	618542.7171559592	4.0435208768759665	996.8626248721472	2.790826473757648	993735.0928669872	7.788712406626544	814.377288745089	0.7271795757305881	663210.3684238021	0.5287901353597181	838.4068215469127	651.1666311699768	0.7400609999999999	20.988998	0.2158827100000001	0.119834	-0.0619683412	-0.0642477619	0.040357085200000004	-0.043809059000000004	-0.0309486002	0.0744496934	0.012602943600000001	-0.054427341500000004	0.05770502070000001	0.0368580423	0.0531177184	-0.0802245853	0.0018382538	0.0720385972	0.043325317800000006	0.0249291681	-0.0329198584	-0.10178279009999999	0.0353656634	-0.0047200754999999995	0.0501631192	0.0642677545	0.0199865464	-0.0466573306	-0.0197551351	0.0249661587	0.0716446868	-0.021271009599999998	0.06528741469999999	0.0572221488	0.0557932854	-0.0515129825	-0.0033646465999999996	0.0099550192	-0.0818135591	-0.0494455281	-0.05813338990000001	0.023165815099999997	0.0691901083	-0.015334821499999996	-0.0007714627999999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.019842	-0.002372100000000002	0.00039370496399999987	5.6268584100000084e-06	-0.08672449999999997	0.08372050000000003	0.0070091221202500074	0.007521138900249994	-0.33458000000000004	0.01633999999999991	0.11194377640000004	0.0002669955999999971	0.00334192	-0.00166772	1.11684292864e-05	2.7812899984000006e-06	-0.00144822	-0.00026548	2.0973411684000004e-06	7.047963040000001e-08	-2.43788e-05	0.0003358022	1.1276311752484e-07	5.9432588944e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.5177640590863	0.0428965928974776	618610.1931805045	0.0018401176822119261	993.1066178717597	-3.756007000387513	986260.7544606852	14.10758858696	814.0328077077737	-0.34448103731529045	662649.4120246011	0.11866718506981852	836.552869334678	671.3076227855853	0.818569	23.215591	0.14901844000000006	0.0784543	-0.0557678929	-0.0519682765	0.10122473119999999	-0.1027293325	-0.0258018442	0.056462064299999996	-0.00037198	-0.0384449471	0.1101843192	0.0185128578	0.0420388212	-0.047173664000000004	0.0268448602	0.1150431742	0.0526064528	-0.0049003918	-0.0171636763	-0.0124993745	0.0065655553	-0.10050348	0.06342508690000001	-0.1240759352	0.080562535	-0.11408726050000001	-0.046670902699999996	-0.0016240282	0.054171470599999993	0.0022621995	0.0390676968	0.0537348001	0.027008360800000002	-0.0551093454	-0.0226218371	0.0882557903	-0.064024318	0.0034628336	0.0113594651	-0.1182380564	0.1384338369	0.0119437291	-0.0300584116	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0488089	0.028966900000000007	0.00238230871921	0.0008390812956100003	-0.14007999999999998	-0.05335550000000002	0.0028468093802500017	0.019622406399999997	-0.309864	0.024716000000000068	0.096015698496	0.0006108806560000035	0.00272188	-0.0006200400000000001	7.408630734399998e-06	3.844496016000001e-07	-0.00135909	8.912999999999998e-05	1.8471256281e-06	7.944156899999997e-09	0.000106052	0.0001304308	1.7012193588640004e-08	1.1247026704000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
