global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
794.9499315984009	n/a	631945.3937483022	n/a	1076.1698037155882	n/a	1158141.4464292477	n/a	818.1745345322066	n/a	669409.5689569929	n/a	847.6273640359196	710.287907264665	n/a	n/a	n/a	n/a	-0.005820022199999999	-0.0046407672	-0.0223908731	-0.0006812542	0.1906640027	0.0844395543	-0.0174733977	0.0878937925	-0.0906538115	-0.0405683123	0.020535734	-0.011264733	0.0564150047	-0.036053668	0.0200260149	-0.0110965403	0.0544635773	-0.0077233176	0.0679776123	-0.028948608799999997	0.10795560539999999	-0.05346134	0.0042089401	-0.0224309402	0.0089074451	-0.0086358857	0.0093778388	-0.0744718885	0.0279506873	-0.0978765909	0.0217321556	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.000255906	n/a	6.548788083599997e-08	n/a	-0.109117	n/a	n/a	0.011906519689000002	-0.193303	n/a	0.037366049809	n/a	-0.00300026	n/a	9.0015600676e-06	n/a	-3.71788e-05	n/a	1.3822631694400006e-09	n/a	0.00116673	n/a	n/a	1.3612588928999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.5574008532558	-3.3925307451451086	626563.1188455619	11.509264856754827	1041.7857664053806	-34.38403731020753	1085317.5830848464	1182.2620217497436	818.4880575057829	0.31352297357625497	669922.7002795897	0.09829665496009712	845.3035978267502	711.2280724539563	0.8322120000000001	26.328251	0.123155154	0.06201230000000001	-0.0080450664	-0.0067000198	0.0106899911	-0.0205270114	0.0696979778	0.0397668718	0.014107686599999999	-0.0028446857000000002	0.0533379707	-0.0602652989	0.0252029967	-0.0192902439	0.0326392336	-0.0669200385	0.0135590999	0.0381836483	-0.0093857592	0.029771422999999998	0.06865077019999999	-0.0137884872	-0.1326496304	-0.056955604699999995	-0.0200352356	-0.033083992799999996	0.0248331429	-0.0021002965	0.0160767084	-0.09633385380000001	0.0121208857	-0.0690038197	0.09774919539999999	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.007634519999999999	0.007378613999999999	5.8285895630399985e-05	5.4443944560995975e-05	-0.0581592	0.0509578	0.0025966973808400004	0.00338249254464	-0.161555	0.031748	0.026100018025	0.001007935504	-0.00305345	-5.319000000000027e-05	9.3235569025e-06	2.8291761000000285e-09	0.000196396	0.00023357479999999998	3.8571388816e-08	5.455718719504e-08	0.00079208	-0.00037464999999999986	1.4036262249999995e-07	6.273907264e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.4729670680289	-2.0844337852269064	623267.565731197	4.3448642049953685	1034.6736975452686	-7.112068860112005	1070549.660391998	50.58152347097486	816.8658074359206	-1.6222500698622753	667269.7473579386	2.6316952891681566	842.9787138251771	705.8394173663272	0.70487	22.299612	0.09542049	0.0592512	-0.0027269009000000003	0.0099177262	0.0160601262	-0.0226542531	0.0212832494	0.0076401101	-0.0070021886	-0.030295802	0.0757940436	-0.024540994500000003	0.0124098096	-0.0343640921	0.026428525499999998	-0.0353161346	-0.0090696236	0.0653687394	-0.0503555318	0.0547215807	0.017111158799999998	-0.0103077203	0.0043404235	-0.0211761856	-0.0043217999	-0.0394845259	0.006562351899999999	-0.030626200699999998	0.0219574093	-0.0205569161	-0.053347401100000004	-0.019168644	0.0833717598	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.00862562	-0.01626014	7.440132038440001e-05	0.0002643921528196	-0.11053	-0.05237079999999999	0.0027427006926399986	0.0122168809	-0.140981	0.02057400000000001	0.019875642361	0.0004232894760000004	-0.00308233	-2.887999999999979e-05	9.5007582289e-06	8.34054399999988e-10	0.000263783	6.738700000000002e-05	6.958147108900001e-08	4.541007769000004e-09	0.0007640359999999997	-2.8044000000000293e-05	7.864659360000162e-10	5.837510092959997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.0581596388631	-1.4148074291657622	621035.6629733918	2.001680061622633	1028.2603216670152	-6.41337587825342	1057319.2891147535	41.13139015576281	815.7486182654712	-1.1171891704493646	665445.8082020255	1.2481116425693397	843.2704990423912	716.2445404070141	0.7793419999999999	24.655621	0.16612049199999998	0.08584460000000001	0.007797271	-0.0199944721	0.0005393266	-0.0178922054	-0.0090614798	-0.038100172200000004	-0.0684339467	-0.1336166143	-0.0458055664	0.008175930999999999	0.0330374927	-0.0529333824	-0.0298055594	-0.0615724771	0.0348844986	0.0421007212	0.045541968700000005	0.041973664	-0.0052945489	0.0151339881	0.046434078399999995	-0.0034415651	-0.012286382299999999	-0.04119804	0.054063832400000005	0.008071569300000001	0.1185827272	-0.0075802197999999986	-0.0338777091	-0.0006323006	-0.1290363971	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.00013592700000000002	0.008761547	1.8476149329000005e-08	7.676470583320899e-05	-0.0402206	0.0703094	0.004943411728359999	0.0016176966643599994	-0.114118	0.026862999999999984	0.013022917924000002	0.0007216207689999992	-0.00387566	-0.0007933300000000001	1.50207404356e-05	6.293724889000001e-07	3.83641e-05	-0.0002254189	1.4718041688100002e-09	5.081368047721001e-08	0.000579054	-0.00018498199999999977	3.4218340323999914e-08	3.35303534916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.3449907488623	-0.7131688900008157	619912.134457326	0.5086098656649957	1018.4747093259483	-9.785612341066894	1037290.7335365749	95.7582088896407	814.1294524408818	-1.619165824589459	662806.76533169	2.621697967518461	840.3077695752082	706.88761926147	0.726789	22.993027	0.13688373199999998	0.0658571	0.0053595391000000004	0.006812694300000001	-0.0072277817000000015	-0.0179485216	-0.0440556208	-0.0245291726	0.007718159899999999	-0.0411049282	0.11470785859999999	0.046604745499999996	0.0140199954	-0.0755895053	0.0331033697	-0.049300732300000004	-0.0123796076	-0.026648724199999998	0.094679129	0.0316938093	0.0550178167	-0.0678641096	-0.0723778615	0.0401492535	0.0181657868	-0.0691562917	0.028384984	-0.0320744212	0.0338522442	-0.0386288754	0.0447320687	-0.071175565	0.033104431000000004	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0292571	-0.029393027000000002	0.0008559779004099999	0.000863950036222729	-0.0566672	-0.016446600000000006	0.0002704906515600002	0.00321117155584	-0.140879	-0.026760999999999997	0.019846892641	0.0007161511209999997	-0.00306328	0.0008123800000000001	9.383684358399997e-06	6.599612644000002e-07	-0.000181274	-0.0002196381	3.2860263076000004e-08	4.8240894971609995e-08	0.00032541	-0.000253644	6.433527873599997e-08	1.058916681e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.285552891472	-1.0594378573903214	618244.9706858478	1.122408573671795	1021.226725414194	2.7520160882456817	1042904.0247001976	7.573592549963067	815.1023115213068	0.972859080424996	664391.7782473775	0.9464547903653692	840.3627898013257	697.2238656763614	0.679569	21.499182	0.114470885	0.055564	0.0162403221	-0.0013849487	0.022284745099999996	-0.0221215579	-0.028768329199999998	0.0184869137	-0.0274204919	-0.037241218799999996	0.12060749960000001	0.0253805911	0.008994460400000001	-0.0648474438	0.0110288089	-0.0574246202	-0.0411420679	-0.0423872675	0.0388707047	-0.0137612655	0.015064203500000001	-0.0069296224	-0.025776934300000002	0.022916369500000002	0.0023086266	-0.0410322818	0.031078224900000007	-0.0734656278	0.008626925	0.0158065633	-0.0082086073	-0.0137299742	-0.0083884085	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0321901	-0.0029330000000000016	0.00103620253801	8.602489000000011e-06	-0.07325889999999999	-0.016591699999999987	0.00027528450888999963	0.005366866429209998	-0.08948660000000001	0.05139239999999999	0.008007851579560002	0.002641178777759999	-0.00262046	0.00044282	6.866810611599999e-06	1.9608955240000005e-07	-3.76159e-05	0.00014365810000000002	1.4149559328099999e-09	2.0637649695610005e-08	4.08124e-05	-0.0002845976	8.099579392575997e-08	1.6656519937599994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.6539357389255	-1.6316171525464824	615681.798870586	2.6621745324838915	1020.8862429387062	-0.3404824754877609	1042208.7210215072	0.11592831611427368	814.2736566433438	-0.8286548779630039	663041.5879033221	0.6866689067718809	840.7107958364992	695.7580629871088	0.626834	19.830812	0.147083905	0.07457049999999997	0.0240977927	-0.008518074300000001	-0.0137304412	-0.0359671296	-0.052608019900000004	-0.0254065262	-0.0670400959	-0.090030267	0.029632713199999997	0.04498793809999999	0.0303717299	-0.06100947740000001	0.0030023657	-0.0300824194	-0.0875005984	-0.002378853	0.07781530589999999	-0.0097869264	0.0381328058	-0.0886511726	0.0005936586	0.0335962259	-0.0097029876	-0.0398745708	0.030431430899999997	-0.0613788937	0.0489894421	0.0637856973	-0.012804476200000001	-0.0428552314	-0.0693636623	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0450386	-0.0128485	0.00202847548996	0.00016508395224999994	-0.028334	0.04492489999999999	0.002018246640009999	0.0008028155559999999	-0.0549924	0.034494200000000017	0.00302416405776	0.0011898498336400012	-0.00340197	-0.00078151	1.1573399880899997e-05	6.107578801e-07	-0.000352432	-0.0003148161	1.2420831462399998e-07	9.910917681921e-08	4.08124e-05	0.0	0.0	1.6656519937599994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.1445762455438	0.4906405066183197	616452.0056077946	0.24072810673468145	1026.035714497538	5.149471558831807	1052749.287424473	26.51705733521767	814.8794905362714	0.6058338929276488	664028.5840966533	0.3670347058198698	840.2202919696501	685.568398737169	0.701678	22.198606	0.07708220000000003	0.0426005	0.0318308212	0.0013965185	0.0074281464	-0.0721509671	-0.037056657	0.0410495575	-0.0036238421000000004	0.0131710879	0.0863539663	0.0326235809	0.0460675711	-0.0522524175	0.0253253217	-0.013566995900000002	-0.09462370070000001	-0.049547541699999996	0.0366956111	-0.06745858910000001	0.0937899175	-0.0724724848	-0.0271685113	0.0325281817	-0.029268304	-0.0420416991	0.0049398225	-0.091643424	-0.0676076463	0.036062082599999996	0.0280811069	-0.0665514616	0.0802301996	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0324139	0.012624699999999996	0.0010506609132100002	0.00015938305008999989	-0.0226045	0.005729499999999999	3.282717024999998e-05	0.00051096342025	-0.030723	0.0242694	0.000943902729	0.0005890037763599997	-0.00393247	-0.0005305000000000006	1.5464320300900006e-05	2.8143025000000064e-07	-0.00019376	0.00015867199999999995	3.75429376e-08	2.5176803583999992e-08	4.08124e-05	0.0	0.0	1.6656519937599994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.3195980718874	1.1750218263435954	618298.5103119345	1.3806762923838385	1024.258740107856	-1.7769743896819818	1049105.9666873326	3.157637981585652	816.1640472206218	1.2845566843503775	666123.7519755453	1.6500858753092351	841.4143012559258	693.9934179307218	0.7267989999999999	22.993345	0.15175218	0.07501249999999997	0.017349492299999998	0.016013408899999998	-0.0103734797	-0.0644891952	-0.0454348496	0.0195163874	0.0021948665	-0.0060034875	0.0001316645	0.0019740216	0.0386991745	-0.0212312853	-0.012625621699999999	-0.0320992013	-0.0641308875	-0.0019225776000000002	0.0119461205	-0.0092413372	0.045117324699999996	0.0495502061	0.1254530066	0.005806770699999999	-0.0189288811	-0.0200713769	0.009945994599999999	-0.0400692133	0.0026070164000000003	0.026333543900000003	-0.0127770608	0.0078246319	-0.104818828	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0158763	0.016537600000000003	0.00025205690169	0.0002734922137600001	-0.07525549999999999	-0.05265099999999999	0.0027721278009999986	0.005663390280249999	-0.07571019999999999	-0.044987199999999984	0.005732034384039999	0.0020238481638399997	-0.00442869	-0.0004962199999999995	1.96132951161e-05	2.462342883999995e-07	-0.000292875	-9.911500000000003e-05	8.5775765625e-08	9.823783225000005e-09	0.000197005	0.0001561926	2.439612829476e-08	3.8810970025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.9604486306415	3.6408505587540962	624037.5104007244	13.255792791180012	1038.144741709621	13.886001601764974	1077744.5047393357	192.82104048421942	816.9385075030717	0.7744602824499225	667388.5250413463	0.5997887290924138	841.9320875373809	696.1706785223521	0.690758	21.853146	0.15540837	0.0888807	0.014716619399999999	0.011688398700000002	0.0056810977	-0.0794693642	-0.0150175658	0.0907645099	0.0331974127	0.1397006501	-0.0755652529	-0.0167658226	0.0366253067	-0.0010104069	0.032023868399999995	0.0082032209	-0.025963975499999997	-0.035198905600000004	-0.0203815096	-0.07640895639999999	0.1067361849	-0.03010167	0.0349520954	-0.0116336547	-0.0238459252	-0.0161464625	-0.014361896599999997	-0.0430514427	-0.09917870039999999	-0.0205824468	0.0525457303	-0.0266252062	0.0470668844	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.00610364	0.02197994	3.72544212496e-05	0.0004831177624036	0.00575673	0.08101222999999999	0.006562981409572899	3.31399402929e-05	-0.07161849999999999	0.004091700000000004	0.0051292095422499975	1.674200889000003e-05	-0.00502179	-0.0005931	2.52183748041e-05	3.5176761000000004e-07	-0.000620058	-0.00032718300000000004	3.8447192336400006e-07	1.0704871548900003e-07	0.000243212	4.6207000000000013e-05	2.1350868490000004e-09	5.9152076944000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
