global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
787.7870579733333	n/a	n/a	620608.44871028	1369.0818491131067	n/a	n/a	1874385.1095709638	800.9778077750923	n/a	n/a	641565.4485481925	910.8934011433342	859.0427296570732	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.2330780357393	-11.553979937594022	133.49445239832517	602537.7914368381	1322.7868368025165	-46.29501231059021	2143.228164837699	1749765.0156180074	798.0059975602961	-2.9718102147960512	8.83165595276615	636813.5721422033	901.835925543195	809.2752942519887	1.468591	32.646294	0.12984753999999998	0.07736489999999999	-0.0084522399	-0.08788240679999999	-0.10637355539999999	0.051058094400000004	-0.0483240602	-0.0402053171	0.0445186608	0.0300491086	-0.023469089	0.0682139204	-0.11698907199999999	0.0896897133	-0.0165453624	0.08308740469999999	-0.1412956421	0.0354399631	-0.034882312	0.0452366224	-0.07697693929999999	0.0444980045	-0.1442246925	0.0037608768	-0.0508920724	0.0923215292	0.034364612999999995	-0.047456813	-0.0562662351	-0.0165497677	0.0627745975	-0.10237282869999999	0.0344754608	-0.0403006313	0.1640784769	-0.1329585767	0.0564077678	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00786594	0.00786594	6.18730120836e-05	6.18730120836e-05	0.0497769	0.0497769	0.0024777397736100003	0.0024777397736100003	0.0535262	0.0535262	0.00286505408644	0.00286505408644	-0.00037357	-0.00037357	1.395545449e-07	1.395545449e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.5540552496514	-2.6790227860878986	7.177163088378166	598385.8763931807	1301.2621815792204	-21.524655223296122	463.310782481769	1693283.2652083118	797.2181872600087	-0.7878103002874468	0.6206450692389971	635556.8380981343	898.0215904544618	819.275887503458	0.8667030000000001	19.26652	0.07455465999999998	0.0487129	0.0207442271	-0.0935482871	-0.0235296525	0.024923462400000002	-0.0260329448	-0.0417037511	0.0022466473999999998	0.0493441684	-0.0372116417	0.0350906666	-0.0434210115	0.0913011799	-0.0368678911	0.060821567699999995	-0.0077528014	0.07094890870000001	-0.050027983899999996	-0.037632897	-0.047321300499999996	-0.100262646	-0.0022980166	-0.0167236554	0.0913828612	0.13982776789999998	0.0268320728	-0.032274181299999996	-0.014034325600000001	-0.0026035484	0.1010598625	-0.0341547883	0.0291615283	0.031174620299999997	0.0739702837	-0.1006407133	0.0046404051	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0172143	0.009348359999999998	8.739183468959998e-05	0.00029633212449	0.0573769	0.0076000000000000035	5.7760000000000037e-05	0.00329210865361	0.0967604	0.0432342	0.00186919604964	0.009362575008159998	-0.000661012	-0.000287442	4.3693686414399994e-07	8.2622903364e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.5992724619899	-3.9547827876614283	15.640306897583105	592283.0401740242	1292.3750463795825	-8.887135199637896	78.9811720566429	1670233.260504628	796.1953231940877	-1.0228640659209989	1.0462508973524371	633926.9926761377	895.9426579582266	797.9511191396815	0.759851	16.891237	0.09423235	0.0436096	-0.000638443	-0.0704996431	0.0179533419	0.032416874500000005	0.0180470878	-0.0771325963	-0.0100420637	0.08865322619999999	-0.08714314	0.0602592639	-0.0677023748	0.1277303081	-0.0599428759	0.0292473673	-0.0786516553	0.0697460504	-0.014850495200000001	-0.09423831099999999	-0.06751948070000001	-0.0209182346	0.0141246701	0.0117070186	0.056004885899999995	0.0214099533	0.078856135	-0.0381124422	0.0128905168	-4.4619499999999995e-05	0.1278000853	-0.0449145002	0.06727775230000001	0.0584054249	0.0573816653	-0.1291746497	-0.0298961098	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0185316	0.0013173000000000006	1.7352792900000008e-06	0.00034342019856	0.0277217	-0.029655200000000007	0.0008794308870400003	0.00076849265089	0.112456	0.015695600000000004	0.0002463518593600001	0.012646351936000002	-0.000233747	0.000427265	5.4637660009e-08	1.82555380225e-07	0.00016516	0.00016516	2.72778256e-08	2.72778256e-08	0.00035886	0.00035886	1.287804996e-07	1.287804996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.003049702276	1.4037772402861035	1.9705905403452693	594445.7026502104	1286.464476616318	-5.910569763264448	34.93483492641595	1654990.8495956971	798.1439387469495	1.9486155528618383	3.797102572855048	637033.7469584943	897.9170533814363	795.839077001947	0.818733	18.200151	0.14896559999999998	0.0879157	0.0040690555	-0.0690619388	0.031333926	0.01630327	-0.0441326325	-0.035424373599999996	0.042805156399999995	0.0425140098	-0.0643989484	-0.013276496499999998	0.0395998791	0.0250372669	-0.029305643399999998	0.1212072909	0.04265990980000001	0.0943605035	0.0041741472	-0.0767490271	-0.0813015877	-0.015678708	0.0301260071	-0.0845208167	-0.10067863349999999	-0.0184877526	0.1157114192	-0.0511810959	-0.0164295317	0.0383296482	0.09909784529999999	0.0169429164	-0.046562945999999994	0.0401488482	0.0047102888	-0.0026918679	-0.0024832618	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.024037	0.005505400000000001	3.0309429160000005e-05	0.0005777773690000001	0.0976576	0.0699359	0.004891030108809999	0.009537006837760001	0.118409	0.005952999999999986	3.5438208999999844e-05	0.014020691280999998	-0.00123027	-0.000996523	1.5135642729000005e-06	9.93058089529e-07	0.000430844	0.000265684	7.058798785599997e-08	1.8562655233599999e-07	0.000269641	-8.921900000000003e-05	7.960029961000005e-09	7.2706268881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.8506309067641	0.8475812044880513	0.7183938982014159	595753.3964311697	1291.6909391344802	5.22646251816218	27.31591045375415	1668465.4822421155	798.9902645416347	0.8463257946852991	0.716267350749703	638385.4428323116	897.3725729480127	788.1532613053482	0.8569339999999999	19.049356	0.12490550000000004	0.0700783	0.0028972133	-0.0554640288	0.0094391881	-0.017761478600000002	-0.0790801683	-0.0021665866	0.0418549395	0.056197135999999995	0.0096464425	-0.006049374000000001	-0.0187951742	-0.022099093599999998	0.0167879941	0.1300657099	-0.0176002509	-0.09410035679999999	0.0987948565	-0.0911679525	-0.0028252744	0.0314164106	0.025107549700000002	0.0832510657	-0.0182020126	-0.07290933299999999	0.1601944953	-0.011928878899999999	-0.011454736399999998	0.07425707919999999	0.0402695172	-0.00022094189999999998	-0.0335861066	-0.0260554042	0.0889736277	-0.0039992743	-0.049030419299999996	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0233611	-0.0006759000000000001	4.568408100000002e-07	0.00054574099321	0.038678	-0.05897959999999999	0.00347859321616	0.0014959876839999995	0.140797	0.02238800000000002	0.0005012225440000008	0.019823795209000003	-0.000595251	0.0006350190000000001	3.5432375300100005e-07	4.032491303610001e-07	0.000294049	-0.000136795	1.8712872025e-08	8.6464814401e-08	0.000184215	-8.542599999999999e-05	7.297601475999999e-09	3.3935166225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.8680873422894	1.0174564355253324	1.035217598191915	597325.0804321286	1293.4791316315132	1.7881924970329235	3.1976324064448427	1673088.2639662134	799.7127821292465	0.7225175876117191	0.5220316644082582	639540.5339008997	897.6729089891272	798.884781809932	0.8186449999999998	18.198202	0.09356390000000002	0.0486764	0.0002998318	-0.05951056530000001	0.0077146914	0.0214535451	0.0085976723	-0.0046520549	0.06348997320000001	-0.0199738874	-0.0194541718	0.0150186794	-0.027875014700000002	-0.0442216139	0.042971383700000004	0.1000614098	-0.031046990099999998	-0.0008630953	-0.0389763652	-0.0445269658	0.0306294575	0.0185911628	0.0070685782	0.0289217774	0.0199285451	-0.0752493617	0.0389366226	-0.0458040908	-0.0171617289	0.0150593449	-0.0048253734	-0.0580238286	-0.0110847377	-0.028589177900000002	0.042544880099999995	-0.012113090200000001	0.0005953344999999999	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.023393200000000003	3.210000000000365e-05	1.0304100000002343e-09	0.0005472418062400002	0.07279729999999998	0.034119299999999984	0.0011641266324899989	0.005299446887289997	0.124171	-0.016626000000000002	0.0002764238760000001	0.015418437241	-0.00120577	-0.0006105190000000001	1.4538812929000003e-06	3.7273344936100014e-07	0.00037653	8.248099999999997e-05	6.803115360999995e-09	1.4177484089999994e-07	0.000346945	0.00016272999999999998	2.6481052899999996e-08	1.2037083302499998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.0359740969438	0.16788675465443248	0.028185962388397608	597584.6172480108	1294.710274313229	1.2311426817159372	1.5157123027427095	1676274.6944122368	799.2796187024937	-0.4331634267527989	0.18763055427622727	638847.9088732038	897.2759613543673	807.8029645453508	0.738607	16.418982	0.13383404999999998	0.0758082	0.0040119438	-0.04099763	-0.0021000634	-0.0038843755	-0.0370630489	-0.013997738999999999	0.034769274700000005	-0.06695407469999999	-0.0003134926	-0.0005587356	0.007513387	-0.037006275899999996	-0.0155578495	0.059483365499999996	0.0914863817	-0.041137275699999996	0.0375926423	0.0972490071	0.0071476447	-0.0396546449	-0.0749532787	-0.0373418919	0.041760847000000004	0.0761637343	0.0882739884	-0.0141143909	-0.006876316600000001	-0.0026667626000000002	-0.0101054799	-0.043579180099999996	-0.0515294876	-0.0240427718	0.0143852693	0.06736945679999999	0.046231745	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.027317	0.003923799999999997	1.5396206439999985e-05	0.0007462184890000001	0.126269	0.05347170000000001	0.0028592227008900012	0.015943860360999998	0.141242	0.017071000000000003	0.00029141904100000017	0.019949302564	-0.00213839	-0.00093262	4.5727117921e-06	8.697800643999998e-07	0.000121799	-0.000254731	6.4887882361e-08	1.4834996400999999e-08	0.000346945	0.0	0.0	1.2037083302499998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.9932920077555	-0.042682089188360806	0.0018217607374831862	597518.6294889871	1292.4190679192943	-2.291206393934772	5.249626739607581	1670347.0471213774	799.0034057331736	-0.2762129693201132	0.07629360442063379	638406.4423732104	895.6592031881917	799.0714015341315	0.742491	16.505334999999995	0.13983704999999996	0.07691460000000001	-0.0090951628	-0.0095194663	-0.0018290465	-0.0518018809	-0.06074247150000001	-0.0021268913	0.0222954531	-0.0404012313	-0.0232896485	-0.042742875599999994	-0.0461854909	-0.07564108530000001	0.0634460721	0.0401171129	-0.026674287799999998	0.046450688899999995	0.0362072972	-0.0336775134	0.100679515	-0.0622795529	-0.1346858901	0.0173340918	-0.0743335468	0.048702865199999994	-0.013382303100000001	0.014257126200000001	0.0071789068999999995	0.0254034533	0.0018756482	-0.0366059695	-0.0793635259	-0.051809119400000006	-0.0197591757	0.057242275599999996	0.0128338461	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0278964	0.0005793999999999973	3.3570435999999683e-07	0.0007782091329599999	0.06832139999999999	-0.0579476	0.0033579243457600005	0.0046678136979599995	0.186844	0.045602	0.0020795424040000003	0.034910680336000005	-0.00162709	0.0005112999999999999	2.6474218681000003e-06	2.614276899999999e-07	0.00032466	0.00020286099999999998	4.115258532100001e-08	1.054041156e-07	0.000346945	0.0	0.0	1.2037083302499998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775.2896451736187	2.296353165863252	5.27323786237018	601074.0339134356	1293.575937292302	1.1568693730075663	1.3383467462029202	1673338.7055416573	798.6468579325609	-0.3565478006127023	0.1271263341217553	637836.8036855521	896.1405175509548	803.4130497895694	0.6535989999999999	14.529285	0.17514635000000006	0.105591	-0.0161968226	-0.0048148676	0.0014682045999999999	0.0007151404	-0.0524267352	0.0149582524	0.006981995600000001	0.031733400099999996	-0.014281132700000001	-0.0181285617	0.0091711624	-0.0618015563	0.0660183243	0.0109887405	0.0491064966	-0.030853129	-0.11238438769999999	-0.0156221499	0.0637565551	-0.09369757570000001	-0.13554511	0.0269176046	-0.025574878199999998	0.008872730799999999	-0.0056686181999999995	0.0064930287	0.0022024607999999997	0.04036726	-0.0003808213	0.0293886994	-0.0242477394	-0.0125070548	-0.011161513500000001	0.0366534658	-0.0056617051	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.023325400000000003	-0.004570999999999995	2.0894040999999955e-05	0.0005440742851600002	0.13403199999999998	0.06571060000000001	0.004317882952359999	0.017964577023999995	0.177331	-0.00951300000000002	9.04971690000004e-05	0.031446283560999995	-0.00324745	-0.0016203599999999995	1.05459315025e-05	2.625566529599999e-06	0.000570005	0.00024534499999999995	6.019416902499997e-08	3.2490570002499995e-07	0.000305615	-4.132999999999996e-05	1.7081688999999967e-09	9.3400528225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
