global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
771.2931861125392	n/a	n/a	594893.1789436318	1279.2396151343155	n/a	n/a	1636453.9929289916	781.367183184765	n/a	n/a	610534.674958094	881.7927323850719	712.8811468238861	n/a	n/a	n/a	n/a	-0.0890531314	0.097863409	-0.059734480300000004	-0.25940007600000003	-0.177831685	0.2704085775	0.38484258990000003	-0.035484179399999996	-0.0768002235	0.1365595447	-0.1308508485	0.0348629611	-0.0007009217	0.013434501699999999	-0.0367224306	-0.034570848	0.016988231	-0.038695471099999997	0.012413938000000001	-0.1466537317	0.017941441000000002	-0.0056915162	0.0538765915	-0.051612714299999994	0.0244796154	-0.0407872649	0.0193403118	-0.1464725929	0.0240029703	-0.0512435845	0.26574814760000004	-0.0665590699	-0.0654277927	-0.19642005710000002	0.1346896888	-0.1486712969	0.0124170476	-0.2500687157	0.0263147794	-0.1272605666	0.2809160701	-0.20219582260000002	-0.0656661708	0.0430996075	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0634508	n/a	n/a	0.00402600402064	-0.166279	n/a	n/a	0.027648705841	-0.31536	n/a	n/a	0.0994519296	0.00275806	n/a	7.6068949636e-06	n/a	0.0004351680000000001	n/a	n/a	1.8937118822400004e-07	-9.44445e-05	n/a	n/a	8.919763580250003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
767.1870796622943	-4.1061064502448525	16.860110180742375	588576.0152007595	1250.9169275105926	-28.322687623722917	802.1746342309871	1564793.1595325412	781.2446230285768	-0.12256015618822858	0.015020991884882984	610343.1610110631	875.4108339060436	708.2896050239083	1.107518	21.454901	0.15412217499999994	0.0847061	-0.115386031	0.1026245301	-0.0092079701	-0.07954187139999999	-0.051343453	0.0585971227	0.1955506484	-0.040717065	-0.0304943531	0.0381263504	-0.0857587742	0.032754177200000005	0.051804083499999994	-0.1221769254	-0.10383095810000001	0.0805008942	-0.040610075	-0.0007986031	0.0355751189	-0.0060069632	-0.0591143733	0.04631984769999999	0.0664275132	-0.0343499293	-0.0500539475	-0.0045007173	-0.04613986	-0.1377322254	-0.0686935264	0.0089634722	-0.0373815209	-0.0316481401	-0.01097368	-0.0546180178	0.0146750741	-0.10622549640000001	-0.0072530704000000005	-0.10728034869999999	-0.023787065099999997	-0.1569543545	0.12097433949999999	-0.035207792599999996	0.10601959150000001	-0.0166051553	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.07423830000000001	0.010787500000000005	0.00011637015625000012	0.005511325186890001	-0.142975	0.02330400000000002	0.0005430764160000009	0.020441850625	-0.240438	0.07492199999999996	0.005613306083999994	0.057810431844	0.00239559	-0.00036247000000000015	5.7388514481e-06	1.3138450090000008e-07	0.000628773	0.000193605	3.7482896024999984e-08	3.95355485529e-07	0.000251654	0.00034609850000000004	1.1978417170225002e-07	6.332973571600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.3529671168222	-4.834112545472067	23.368644102290425	581182.0464718228	1241.1449574355636	-9.771970075029003	95.49139914726234	1540440.8053677268	781.1137305997183	-0.13089242885848762	0.017132827932474243	610138.6601314093	875.5421596223657	685.0873373239358	1.062934	20.591225	0.10369917000000003	0.063	-0.06694851019999999	0.020579879	-0.0584259787	-0.0458697662	0.06137120450000001	0.0004732771	0.0829437072	-0.040470008599999996	-0.032030128399999996	-0.024455865299999997	-0.0871196857	-0.0135728324	0.0649808536	-0.026844636600000003	-0.09905068789999999	0.0877185959	0.0816842713	0.0109776131	-0.024286551	-0.060783940099999996	-0.0307169914	0.016087761699999998	-0.049406703899999994	-0.0892880336	-0.0701300038	0.0754654337	0.0652017674	-0.011350153200000001	0.0376352732	0.0177115675	0.0034179829	-0.0683172221	0.0529954978	-0.0108221977	0.021001753199999997	-0.044251297300000006	0.008182749100000001	-0.0836609971	-0.0121238734	-0.057723190599999995	0.030326343199999998	0.0340133374	0.0626206403	-0.1157499792	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0744094	0.00017109999999999348	2.927520999999777e-08	0.00553675880836	-0.08558839999999998	0.05738660000000001	0.003293221859560001	0.0073253742145599965	-0.220876	0.019562	0.00038267184399999984	0.048786207376000014	0.00248294	8.734999999999993e-05	6.164991043599998e-06	7.630022499999987e-09	0.000530075	-9.869800000000004e-05	9.741295204000008e-09	2.80979505625e-07	-9.38874e-05	-0.0003455414	1.1939885911396e-07	8.814843878759998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.4519118535902	0.09894473676797587	0.00979006093408404	581332.9178891949	1233.9800601073498	-7.164897328213782	51.335753723845	1522706.7887425385	780.9885950137958	-0.1251355859225214	0.015658914864172733	609943.1855416228	873.6577899672768	689.5931438730728	0.7923520000000001	15.349489000000002	0.08044602499999999	0.0498517	-0.0672364157	0.0139844654	-0.0391984691	-0.0070886428	0.0753629451	-0.0012450121	-0.014460401299999997	-0.0195417822	-0.0546747181	0.009432626099999999	-0.085660221	-0.0804542953	0.0140770194	-0.034341843999999996	-0.0260493293	0.050467985800000004	0.1721894406	0.0688874865	0.021246213700000002	-0.060243730599999996	-0.0845114204	0.0711878844	-0.04643226860000002	0.08714967300000001	0.142007036	0.050736443799999996	0.0595097471	-0.0055185456999999995	-0.0401024338	-0.0200210728	0.0245599368	-0.0288630406	0.0389905366	-0.051475873899999997	0.0635019528	-0.0063122424	-0.0700626107	-0.0175225068	-0.070089365	0.060401701900000014	0.028120908599999998	0.0310813182	0.0883876308	-0.1481908243	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0688313	-0.0055781000000000025	3.1115199610000034e-05	0.004737747859689999	-0.07914810000000001	0.006440299999999968	4.1477464089999594e-05	0.006264421733610003	-0.206389	0.014487000000000028	0.0002098731690000008	0.042596419321	0.00158414	-0.0008988	2.5094995396e-06	8.078414399999998e-07	0.000410379	-0.00011969599999999995	1.4327132415999991e-08	1.6841092364100001e-07	-3.35709e-05	6.031649999999999e-05	3.6380801722499987e-09	1.12700532681e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.2883801955808	-0.1635316580094468	0.02674260317131866	581083.5745812025	1229.0969888141735	-4.883071293176271	23.84438525424219	1510679.4079120685	781.2874963588628	0.29890134506695176	0.08934201408283297	610410.1519667	872.5824843753467	687.1645421577798	0.800845	15.514016	0.07344184499999999	0.0390511	-0.06343577110000001	0.018047714	-0.0423897565	0.035086964	0.0383057215	0.0229642873	-0.0836773941	-0.0225910562	-0.048199692599999996	0.08974555449999999	-0.1297641347	0.0228838117	-0.053516422699999996	0.022811275099999997	-0.026285475899999997	-0.0729629901	0.0530020028	0.053247485	0.0534529193	0.04249808099999999	0.0780562581	-0.022518506	0.0196523095	0.050171121799999996	-0.0174427875	0.0810485409	0.0715279325	0.0078284701	-0.016816254699999998	0.0099602453	0.0797362461	0.019399249599999998	-0.0058055571999999995	-0.1134742249	0.0352247822	-0.0772908591	-0.1136462025	0.0041581077	-0.0364436458	0.0663490631	0.0128125262	0.010640184799999999	-0.007943747	-0.0903734159	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.06353260000000001	-0.0052986999999999895	2.807622168999989e-05	0.004036391262760001	-0.113002	-0.03385389999999998	0.0011460865452099984	0.012769452004	-0.205241	0.00114800000000001	1.317904000000023e-06	0.042123868080999986	0.00174114	0.00015700000000000002	3.0315684996e-06	2.4649000000000008e-08	0.000701292	0.000290913	8.463037356899997e-08	4.918104692639999e-07	0.000181341	0.0002149119	4.618712476161e-08	3.2884558280999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.0591355176091	0.7707553220283216	0.5940637664349818	582259.2442968809	1228.3995112631605	-0.6974775510129803	0.4864749341670645	1508965.3592715715	782.4115199420987	1.1240235832359529	1.2634290156705916	612167.7865381051	872.1996006234126	696.878360783954	0.714806	13.847257999999998	0.033296650000000004	0.0180196	-0.0729824495	0.0453150163	0.0019821189	0.0548023225	0.022710655299999997	-0.0189798834	-0.0578622568	-0.0502768796	-0.0586449225	0.057442631699999996	-0.0567885624	0.09552414109999999	-0.0444163416	-1.2894999999999999e-06	-0.0571818593	-0.0404226315	0.0010672794	0.0471153385	-0.0353680144	0.0170850783	0.0438082886	0.019857588	0.0423668209	0.07168978179999999	-0.0216459869	0.0196884817	-0.10486732289999999	0.0377390096	0.0073892520999999985	-0.06574711150000001	0.0172800764	0.0301402147	0.0056080316000000005	-0.0576085476	-0.0660589992	-0.1282177992	-0.0728701546	0.0278778623	-0.0017361502	-0.0002215209	-0.0076958958999999985	0.040905807999999995	-0.027755402599999996	-0.0329312634	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.06438340000000001	0.0008507999999999988	7.23860639999998e-07	0.004145222195560001	-0.104677	0.008324999999999999	6.930562499999997e-05	0.010957274329	-0.19071	0.014530999999999987	0.00021114996099999962	0.0363703041	0.00187711	0.00013597	3.5235419521e-06	1.8487840900000004e-08	0.000701292	0.0	0.0	4.918104692639999e-07	0.000125514	-5.5826999999999986e-05	3.1166539289999994e-09	1.5753764195999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.2172568174751	-1.8418787001339751	3.392517146007222	579451.7120767218	1232.287903082803	3.888391819642493	15.119590943062658	1518533.4760842118	781.8741641027917	-0.537355839306997	0.28875129803732724	611327.2084914392	873.812738516114	690.0120407204497	0.7952319999999999	15.405285	0.10047754	0.061423800000000014	-0.05669155980000001	0.0195095729	-0.0007482989	0.028964464300000006	0.059026835	-0.0675828783	-0.0004921452	-0.055605132800000005	-0.0091287621	-0.054884093700000004	-0.0010045911	0.0980471149	-0.032609431	0.0305790513	-0.1214573647	0.0639105988	-0.0200831754	0.043455533899999996	-0.0933365691	0.0919783056	0.09601304029999999	-0.044931419800000004	-0.0213586835	-0.0103268484	-0.0500187576	-0.051952627	0.0130290882	-0.0661797061	0.0508577062	0.034540092	-0.16797335160000001	-0.033377048199999995	0.0477560329	0.0437658046	-0.0735474947	-0.0879594157	0.0068334364	0.0256439761	0.013763321100000002	-0.046296457199999995	-0.0546298831	0.0695213909	-0.0489523388	-0.058055717199999995	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0682498	0.003866399999999992	1.4949048959999939e-05	0.00465803520004	-0.0488945	0.055782499999999985	0.003111687306249999	0.00239067213025	-0.170951	0.019759	0.000390418081	0.029224244401	0.00155191	-0.00032519999999999983	2.4084246481000004e-06	1.0575503999999992e-07	0.000701292	0.0	0.0	4.918104692639999e-07	2.93212e-05	-9.61928e-05	9.25305477184e-09	8.5973276944e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.7673879435422	-0.4498688739329282	0.2023820037336808	578767.01855844	1231.6625407041665	-0.6253623786365097	0.3910781046139133	1516992.6141738426	782.4381832146439	0.5640191118521898	0.3181175585345329	612209.5105522326	875.1705846732312	684.0538084338649	0.795609	15.412573000000002	0.06054024000000001	0.0298928	-0.036798198500000004	-0.0087090805	-0.0331967103	0.005975138100000001	0.0963628002	-0.054681565700000004	-0.005407454	-0.0549339058	-0.0298215721	-0.092922658	0.0317608407	-0.0318387182	0.0859184115	0.0261279933	0.017893688600000002	0.0183357129	0.159125008	-0.020436781299999998	-0.0139523258	-0.0061561968	0.0149396502	0.0357219812	-0.0559370608	0.0850430609	0.0015242370000000001	-0.0798178721	0.0696084694	0.1490358622	0.0912361197	-0.0135611026	0.0359072306	-0.0668570354	0.0782727223	0.035398634	-0.0088890694	-0.0015263101000000002	0.0313976459	-0.0309138548	0.0280278737	0.06865841019999999	-0.0680130969	0.055574114400000006	-0.0093182603	-0.10129318970000001	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0719343	0.003684500000000007	1.3575540250000052e-05	0.005174543516490001	-0.0403226	0.008571899999999999	7.347746961e-05	0.0016259120707599998	-0.183772	-0.012821	0.00016437804100000002	0.033772147983999995	0.0011196	-0.0004323100000000002	1.2535041599999998e-06	1.8689193610000016e-07	0.000701292	0.0	0.0	4.918104692639999e-07	0.000306268	0.00027694680000000003	7.669953003023997e-08	9.3800087824e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.1832199929397	0.4158320493975225	0.17291629330614358	579399.89439882	1229.6431337686092	-2.0194069355572988	4.078004371376922	1512022.236424286	781.1088827319827	-1.3293004826612105	1.7670397732033272	610131.0866828064	874.1677631221035	681.9749859537789	0.878424	17.01687	0.08743526999999998	0.0452171	-0.035618067	-0.014060013400000002	-0.053187983200000004	0.0041576631	0.0896114534	0.0225347409	-0.0790367535	-0.0023097554000000003	-0.0394729501	0.034890773	-0.0688576383	0.0349506416	0.058869203099999996	0.07452274730000001	0.16270875210000002	-0.07671140139999999	0.0965711153	0.0761520484	-0.0300207543	0.07460790169999999	0.018730333999999998	0.061012585	0.0287609989	-0.0262560959	0.0698962071	-0.08653508730000001	0.0366483088	-0.0873406791	0.0760894329	0.027902826699999998	-0.1295419791	-0.0124626777	0.033008302999999996	-0.0764155255	0.09392081070000001	-0.0028620159999999998	-0.068665275	0.0428864054	0.08517821630000001	0.152913305	-0.015345208400000001	-0.0431499634	-0.044733517199999996	-0.0302940767	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.07436219999999999	0.002427899999999983	5.8946984099999174e-06	0.005529736788839998	-0.0767655	-0.0364429	0.00132808496041	0.00589294199025	-0.172222	0.011549999999999977	0.00013340249999999946	0.029660417284000005	0.000945526	-0.00017407399999999987	8.94019416676e-07	3.030175747599995e-08	0.000381987	-0.000319305	1.0195568302499997e-07	1.4591406816900001e-07	5.93576e-05	-0.0002469104	6.096474562816001e-08	3.52332467776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.3282964560208	1.145076463081068	1.3112001063022487	581144.4315775387	1230.172888911141	0.5297551425317124	0.2806405110387949	1513325.3366119824	782.1556434231842	1.0467606912014844	1.0957079446446094	611767.4505387353	872.0142798613417	688.893953049532	0.887451	17.191744	0.123797275	0.0671013	-0.058012778499999994	0.0100148256	-0.0059188156	0.049918286500000006	0.0107950041	-0.040098857200000004	-0.0695129046	-0.0535262459	-0.0262748145	0.007340718299999998	-0.0030764273999999998	0.08465652039999999	0.1250148193	0.0591856053	0.0432044191	0.033533283399999995	-0.0803859766	-0.038641163	0.0817294114	-0.0357301825	0.09878561970000001	0.1192876808	0.1743056739	0.0165956131	-0.086687449	-0.1013005917	0.0230043754	0.0738878063	-0.0498848992	-0.0635824386	-0.0190204654	0.014346576399999996	0.0094117944	-0.009016035799999999	-0.077102667	-0.0627010999	-0.032455084700000005	-0.004556303	0.0823099492	0.0359970141	-0.0517805155	-0.062447968300000004	0.1142073111	-0.0103128284	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.07241169999999998	-0.0019505000000000078	3.8044502500000304e-06	0.005243454296889998	-0.110788	-0.03402250000000001	0.0011575305062500008	0.012273980944000002	-0.192734	-0.02051199999999997	0.00042074214399999904	0.037146394756	0.00195	0.001004474	3.8025e-06	1.008968016676e-06	0.000701292	0.000319305	1.0195568302499997e-07	4.918104692639999e-07	3.68911e-05	-2.2466500000000003e-05	5.0474362225e-10	1.3609532592100005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
