global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
776.4745975647293	n/a	n/a	602912.8006633082	1343.6556425095016	n/a	n/a	1805410.4856476216	797.6766972012738	n/a	n/a	636288.1132579326	894.9808193887842	752.226895662997	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0
768.8354196591647	-7.6391779055645666	58.35703907286582	591107.9025224838	1309.0600845764013	-34.59555793310028	1196.8526287024981	1713638.305031175	798.0543549798585	0.3776577785847621	0.14262539772557722	636890.7535023179	887.9930449980156	726.0536163604547	1.626947	24.127836	0.06403666882	0.0395423	-0.0766755228	-0.0488133714	0.1028665168	-0.0184459998	0.061270210599999986	0.30467109579999996	0.0984654961	0.38338824909999997	-0.2533899685	-0.132217992	0.0884781131	0.057986405199999994	-0.07267888389999999	0.10381719699999999	-0.056390047900000004	-0.0975996024	0.10933161710000001	-0.014744403400000003	0.0133372386	-0.053860376200000004	0.017516432	-0.0116352775	0.0126370883	-0.1573784823	0.0518450924	-0.0568567369	0.1465785131	-0.1374243897	0.0361449128	-0.0877530461	0.1393731077	-0.05953841450000001	0.0098534996	-0.0110502062	0.0272960541	-0.0104427724	0.017534718	-0.0974302027	0.0384434316	-0.042667593200000006	0.0167178732	-0.08143024480000001	-0.0138322775	0.1949855885	0.0975414942	-0.0385251958	0.1065133342	-0.016698399	0.0102966387	-0.20700752949999998	0.2593372969	0.2468889766	-0.0403619971	0.0371122552	-0.1883602723	0.3312899211	-0.150131097	0.00035865830000000003	-0.1059017786	0.21120883170000002	-0.1208698948	0.0780719015	-0.0857149826	-0.0810634359	0.09920551220000001	-0.0300482862	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00793747	0.00793747	6.30034300009e-05	6.30034300009e-05	2.04882e-06	2.04882e-06	4.1976633924e-12	4.1976633924e-12	0.0360936	0.0360936	0.0013027479609599994	0.0013027479609599994	0.000281767	0.000281767	7.939264228899999e-08	7.939264228899999e-08	0.000118304	0.000118304	1.3995836416e-08	1.3995836416e-08	0.0	0.0	0.0	0.0	1.0
766.841867109151	-1.9935525500136464	3.9742517696659125	588046.4491514489	1300.937527530755	-8.122557045646317	65.97593295977863	1692438.450537834	797.3059834306334	-0.7483715492251122	0.5600599756895945	635696.8312142895	888.1590015915468	727.7042902292727	1.188227	17.621565	0.07162839117999999	0.033598800000000005	-0.1041629491	0.082327977	0.1309092392	-0.1026839142	-0.08344737299999999	0.2298978412	0.1098291129	0.14361139439999998	0.0260132208	-0.04378157480000002	0.1616132248	-0.07652319240000001	-0.0277874932	0.0144043044	-0.0886553456	-0.009061849200000001	0.0396420611	0.1545752223	0.0865274671	-0.0051155828999999995	0.019502111000000003	-0.0033585939000000003	0.0255096245	-0.0719941906	0.0533533078	-0.015063750800000001	0.1448044527	-0.0262899536	-0.0475747986	0.0890634144	0.1249063651	0.0824072745	0.095523228	0.0050282383000000005	0.0086901699	-0.079901374	0.013328744699999999	-0.1351256314	0.0253361691	0.0677343758	-0.08838288539999999	-0.0507359439	-0.1496335888	0.1592299743	0.057869153099999994	-0.0014361953	0.0006180681	0.084750804	0.0204861569	-0.0476125634	0.043491188	0.0732914358	-0.048316339800000004	0.027073118700000003	-0.18126273420000005	-0.039360430099999996	0.12265377890000001	-0.057109944	-0.0927168564	0.2886941203	-0.0157590471	-0.0084173624	0.0173574033	-0.0317872024	0.1093295655	-0.0054739951	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0163524	0.00841493	7.081104690489999e-05	0.00026740098576	0.0225085	0.02250645118	0.0005065403447177233	0.00050663257225	0.0488042	0.0127106	0.00016155935236000007	0.00238184993764	0.000624846	0.00034307900000000004	3.90432523716e-07	1.1770320024100001e-07	-9.854520000000004e-05	-0.00021684920000000004	4.702357554064002e-08	9.711156443040008e-09	0.0	0.0	0.0	0.0	0.0
763.2222722246802	-3.619594884470871	13.101467127687698	582508.2368198038	1290.2804283623755	-10.657099168379546	113.573762684676	1664823.5838149954	794.7580137830188	-2.5479696476146496	6.492149325165523	631640.300472329	884.3466794153659	716.997024045441	1.17098	17.365779999999994	0.17191281	0.08745119999999999	-0.039052260299999995	0.0696596812	0.1213329224	0.0212492212	-0.033376586800000003	0.0035768852	0.177507076	0.0238174718	-0.022589495299999998	0.0578787574	0.0467068752	0.006384671999999999	-0.014024473400000001	-0.0751172535	0.0303021214	-0.1010354066	0.037037728	0.0112192853	0.0702991945	-0.0071481847	0.0265523018	-0.0628877206	0.000454992	-0.0636435228	0.0466610675	0.004819602	0.021029401200000002	-0.0594562799	-0.015728742	0.0915587191	-0.0147496917	0.0043745534999999995	-0.0246550719	-0.0590080514	0.1476469419	-0.0701952437	-0.0633929813	0.0396794714	0.1458540901	-0.027543542	-0.18030908690000005	-0.1222171222	-0.0714664235	-0.0189519792	0.0397930504	0.1073925749	0.057090734500000004	-0.0648607857	0.0009875955000000001	0.0011688662	0.0348839194	0.11564757960000001	0.028424138999999998	0.012357961899999999	-0.04353426	-0.0222016102	0.11561286529999999	0.0119496749	0.0034261471999999997	0.18775864690000002	0.0526927021	-0.1390490593	-0.0762759	0.026589972400000002	0.0657737305	0.10581260070000001	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.007815799999999998	-0.008536600000000002	7.287353956000004e-05	6.108672963999998e-05	0.080691	0.058182500000000005	0.00338520330625	0.006511037480999999	0.0970299	0.048225699999999996	0.0023257181404900003	0.00941480149401	-0.000115479	-0.000740325	1.3335399441e-08	5.48081105625e-07	-0.0	9.854520000000004e-05	9.711156443040008e-09	0.0	-0.00030049	-0.00030049	9.02942401e-08	9.02942401e-08	0.0
760.6565068666046	-2.5657653580756232	6.583151872700932	578598.3214385047	1282.9545698671673	-7.3258584952081955	53.668202691814066	1645972.428343048	794.3029406287402	-0.4550731542785798	0.20709157574505604	630917.161491464	883.0086461415082	697.0956208015747	1.156374	17.149180999999995	0.06759127	0.0413717	0.0260012354	0.029531508300000002	-0.0631836545	-0.0544939465	-0.0192447854	-0.0969932043	0.0069091946	-0.019229414099999998	0.08178613280000001	0.0683722328	-0.0434063832	0.0080191547	-0.16041559730000002	-0.053371028499999994	-0.0178195439	0.0027861959000000003	0.031703214900000005	0.0651208392	-0.10559764320000001	0.0009228891	0.0745716933	0.0938727815	0.08167671160000001	-0.057953243099999996	-0.008932256500000001	0.1256252814	-0.0341515903	-0.0276518485	-0.009448229	0.0671330327	0.0353913483	0.0068973691	-0.0941206059	-0.0692985671	-0.052763730099999996	0.0469341322	-0.010044314399999999	0.06404571469999999	-0.1149323817	-0.10709627960000001	0.0129051635	0.0539652834	-0.0121074618	-0.1069447011	-0.012138718100000001	0.095121224	0.039239646600000004	0.0673795013	0.0182468145	-0.0803475119	0.0688453779	0.04827315150000002	0.0765929266	-0.0849417926	-0.0045012316	0.0411408517	0.004192429	-0.0536318238	0.0934667744	0.0266194023	-0.0240589325	-0.0687399885	0.0172351411	-0.04836757480000002	0.0290838134	0.0416201075	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.00617192	-0.01398772	0.00019565631079839995	3.80925964864e-05	0.0428538	-0.0378372	0.0014316537038399995	0.0018364481744400005	0.100716	0.0036860999999999977	1.3587333209999984e-05	0.010143712656	0.0	0.000115479	0.0	1.3335399441e-08	-0.0	0.0	0.0	0.0	-0.000174364	0.00012612599999999998	1.5907767875999993e-08	3.0402804495999996e-08	0.0
761.4881867002209	0.8316798336163629	0.691691345644141	579864.2584839907	1279.8820767862785	-3.072493080888762	9.440213732109317	1638098.1304787572	794.0727570782759	-0.2301835504642895	0.05298446690434611	630551.5435338946	882.5827809591805	697.6390902819014	1.051074	15.587562	0.018220830000000004	0.013070600000000005	0.09180014859999999	-0.0439500574	-0.0278930035	-0.0281510997	0.0342059418	-0.1126104718	-0.0418615188	-0.0096339486	0.118383355	0.0412093465	-0.15507624679999998	-0.1346705174	-0.0590953186	-0.0636985649	-0.0849088252	-0.0130546945	-0.013931133799999999	0.1196276535	0.0595053928	-0.0041083134	-0.0007731776	-0.0866177844	0.060212873499999986	0.0333572421	0.0229499527	-0.0244992098	-0.1107653617	-0.0929044881	-0.0996948843	0.0477204841	0.1104019767	0.020517016000000003	0.053660503	0.1057980804	-0.10123984300000001	-0.044902625700000004	-0.0948642634	0.1011621047	0.0896594891	0.0257828253	0.1302952007	0.0263965248	0.0634119236	-0.1254623282	0.0383902049	0.0253485717	-0.10536366859999999	0.0828627081	0.0246734609	-0.0728759026	0.08565457720000001	0.0410570783	0.034498654100000005	0.0019432548	-0.11392067199999999	-0.0217929466	0.0460244994	-0.1008467045	-0.1151311902	-0.0430129438	-0.0588858283	-0.1023614053	0.0586393366	-0.0899940639	-0.11408940449999999	0.022600865	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00377034	0.00240158	5.7675864964e-06	1.42154637156e-05	0.0428531	-7.000000000062512e-07	4.900000000087517e-13	0.00183638817961	0.113042	0.012326000000000005	0.00015193027600000008	0.012778493763999999	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.000104513	6.985100000000002e-05	4.8791622010000024e-09	1.0922967169e-08	0.0
763.502028871008	2.0138421707870293	4.055560288840215	582935.3480901455	1283.4682968829113	3.5862200966328146	12.860974581493075	1647290.8691035209	795.3858621052534	1.3131050269774958	1.7242448118735705	632638.6696369172	882.560504021685	703.1031562626767	0.977937	14.502927	0.130364274	0.0814261	0.0427093479	-0.079340093	0.012879385600000001	-0.0164681717	0.100720167	-0.0505495137	0.0391956858	-0.029592943700000002	0.0379221955	-0.0621141117	-0.1485063404	-0.0791820435	0.0076242264	-0.0400576091	0.024059752099999998	-0.0547349968	0.016516088999999998	-0.0001389975	0.0382593796	-0.1442456054	-0.1403462299	-0.034050343999999996	0.058563774699999994	0.1310707771	0.0063511886	0.1337447265	-0.0859490085	0.09348878570000001	-0.0250388813	0.0222622746	0.1556428962	-0.0241471052	-0.0730481029	0.1007344877	0.030706513300000002	-0.004220900200000001	-0.013057626299999998	0.0490417983	-0.028484562	0.0558486807	-0.0351977865	0.0652968907	0.12537620060000002	-0.0484414942	0.045708724699999995	0.0302106859	-0.1158286268	-0.0281224073	0.036477451099999995	-0.0033116936	0.0455169408	0.0026027156	0.0379740936	0.101874579	-0.0639704409	0.061246662699999996	-0.0756209249	0.0001505604	-0.0837562645	-0.09135954369999999	0.0036711944	-0.057735173099999995	0.0053933491	0.0251472311	-0.0443148515	0.125817803	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.000119066	0.0036512740000000004	1.3331801823075999e-05	1.4176712356e-08	0.108052	0.0651989	0.004250896561210001	0.011675234704	0.114347	0.0013050000000000006	1.7030250000000016e-06	0.013075236409	-0.000883753	-0.000883753	7.810193650090001e-07	7.810193650090001e-07	-4.6072299999999997e-23	-4.6072299999999997e-23	2.1226568272899998e-45	2.1226568272899998e-45	-0.000424942	-0.000320429	1.0267474404099999e-07	1.8057570336400002e-07	0.0
763.9327145843722	0.4306857133642552	0.1854901836960774	583593.1924122479	1283.664421098143	0.19612421523174814	0.03846470780026908	1647794.345993231	795.6170769440265	0.23121483877309856	0.05346030166886996	633006.533124957	881.3040649745121	713.0389669030061	1.071809	15.895062	0.143733354	0.0836123	-0.0336994966	-0.1136593957	-0.047432255300000004	0.0297774169	0.0888332656	0.002092988	-0.07660265690000001	-0.05901121440000001	0.021804281600000003	-0.0991273602	-0.1129868109	0.08842134210000001	-0.024045711400000003	0.0174859158	0.0176049696	0.0467626485	0.08753631349999999	0.014957710400000001	-0.017272558400000002	0.0066295046	0.055540058600000004	-0.087017205	0.0779349225	-0.042101344400000004	-0.0214329535	-0.0397746525	-0.0720476955	0.014205173500000001	0.0083995562	-0.064454499	0.025580329300000003	0.0079825894	-0.10692880810000001	0.0430572687	0.0786704782	-0.0505162329	0.0630174364	-0.0082994058	-0.1962179456	0.021468214300000003	-0.1513191674	-0.0668656168	0.15602199890000001	0.0210564626	-0.0782826364	0.0201685141	0.0174374303	-0.0278794582	0.09496256630000001	-0.018858447900000002	-0.0549993418	0.0026177064999999998	0.014702765500000001	-0.0247066677	-0.0523869808	-0.0747344786	-0.0606903436	-0.0084670598	-0.0906344089	0.03337289	0.0378147572	-0.0677281285	0.0125425185	-0.062413495	0.0591703497	-0.0430997401	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00473627	-0.004617204000000001	2.1318572777616e-05	2.24322535129e-05	0.06673380000000001	-0.04131819999999999	0.0017071936512399989	0.0044534000624400025	0.07536339999999997	-0.038983600000000035	0.0015197210689600028	0.005679642059559995	0.000280926	0.0011646789999999998	7.891941747599997e-08	1.356477173041e-06	-2.24069e-23	2.36654e-23	5.600511571599999e-46	5.0206916760999995e-46	-0.000413334	1.1607999999999976e-05	1.347456639999994e-10	1.70844995556e-07	0.0
763.1179733770148	-0.8147412073574287	0.6638032349662407	582349.0412910422	1284.8327328688413	1.1683117706982102	1.3649523935519874	1650795.1514512154	796.6170828405336	1.0000058965071048	1.0000117930489785	634598.7766733614	882.3717102718159	716.0502999368547	1.051401	15.592415	0.061151129999999984	0.0319822	-0.0727973727	-0.052383005999999996	-0.1070822342	-0.0712751544	-0.0028697781	0.048477647400000004	-0.1277675177	-0.0816077538	0.0879583805	-0.1042412012	-0.014915369	0.1467779231	0.025688457	0.0657121975	0.0151125679	0.1634115483	-0.08671261849999999	0.0256177069	0.052386152400000004	0.0412554887	-0.0686181794	-0.0157952407	-0.1071529228	-0.0069143284	0.0726665641	0.1288304361	0.023660232599999997	0.0156329434	-0.0647436967	0.0853819672	-0.1257281186	0.1065965757	-0.061114200300000004	-0.0391529063	0.0280350024	0.0176951261	-0.0264903725	0.10557474310000001	-0.0315605762	0.09401075140000001	-0.053448843200000005	0.030566904300000006	0.0695245467	0.0711627373	-0.1224672571	-0.09165790189999999	0.030908732799999998	-0.027108079900000002	0.1318951034	-0.001440337	-0.0499565747	-0.1553015557	-0.0565157253	-0.1014682524	0.0582569685	-0.046707357000000005	0.0200427803	0.0403831592	-0.014683026799999999	0.1595622781	0.0733492114	0.0154358799	-0.0299356594	0.0211068064	-0.0384647037	-0.060957257599999995	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0150102	-0.01027393	0.0001055536376449	0.00022530610404	0.0587116	-0.008022200000000014	6.435569284000023e-05	0.00344705197456	0.0631284	-0.012234999999999968	0.00014969522499999922	0.00398519488656	0.0007808719999999997	0.0004999459999999998	6.097610803839997e-07	2.499460029159998e-07	0.000112454	0.000112454	1.2645902115999997e-08	1.2645902115999997e-08	-0.000413334	0.0	0.0	1.70844995556e-07	0.0
763.0078825854563	-0.11009079155849122	0.01211998238597516	582181.0288875415	1285.5005959329694	0.6678630641281416	0.4460410724266301	1652511.7821440196	795.8116466715696	-0.8054361689639791	0.6487274222753714	633316.1769781152	882.8959103379997	718.5367857754167	0.996422	14.777067	0.1569893996	0.08680849999999997	-0.028484479500000007	-0.0894437799	-0.0465510961	0.047964945099999996	0.0217168764	0.0080268486	-0.15167344970000002	-0.002213285	0.024838734700000004	-0.0434043731	0.0229719112	0.05055606730000002	0.0592747391	0.044472249000000005	-0.032786332599999995	0.1228300244	-0.13847538380000002	-0.0868690051	0.045363210099999995	0.1458824302	-0.0137193576	-0.0394891607	-0.0071033556000000015	-0.0397536588	-0.1453863118	-0.0025941885	-0.0303834631	-0.1186646277	0.0146247176	-0.0886020856	-0.013373836000000002	-0.0147519511	0.036687488399999996	-0.056718385999999996	-0.0052471309	0.0685987941	-0.1017356217	0.1301230002	0.0160642272	0.0277045384	-0.1472641958	-0.0291193931	0.043547702199999996	0.0407580069	-0.0746181474	-0.12113512230000001	-0.0206022254	0.0463526409	0.0044412762	0.009170985999999999	0.006132324399999999	0.0057956188	-0.0573163026	-0.17209453219999998	0.070564218	-0.06443539179999999	0.011246398400000001	0.0341449481	-0.0659477193	-0.023209384399999998	-0.0404776537	0.0479486903	-0.0400747237	-0.0499437466	0.044852649800000005	0.0525731487	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-9.32004e-05	0.0149169996	0.00022251687706640013	8.68631456016e-09	0.0848753	0.0261637	0.0006845391976900003	0.007203816550090001	0.110405	0.04727659999999999	0.002235076907559999	0.012189264024999995	-0.000479316	-0.0012601879999999998	2.2974382785599999e-07	1.5880737953439994e-06	-0.0	-0.000112454	1.2645902115999997e-08	0.0	-0.000413334	0.0	0.0	1.70844995556e-07	0.0
